!kung	kʌŋ
!kung	ǃkʌŋ
maledight	mælədaɪt
malefactor	mæləfæktɚ
malefic	məlɛfɪk
maleficence	məlɛfɪsəns
maleficent	məlɛfɪsənt
malengine	malɛndʒɪn
males	meɪlz
malevolent	məlɛvələnt
malfeasance	mælfiːsəns
malfed	mælfɛd
malfunction	mælfʌŋkʃən
mali	mɑːli
mali	mɑːli
mali	mæli
malia	məliːə
malic	mælɪk
malice	mælɪs
malicious	məlɪʃəs
malign	məlaɪn
malignant	məlɪɡnənt
malik	məlik
malik	mɑlik
malinger	məlɪŋɡə
malinger	məlɪŋɡɚ
malingerer	məlɪŋɡəɹə
maliseet	mæləsiːt
malison	mælɪzən
malison	mælɪsən
malkin	mɔːlkɪn
mall	mæl
mall	mɔːl
mall	mɔːl
mall	mɑl
mallard	mælɑːɹd
mallard	mælɚd
mallarméan	malɑːmeɪən
malleable	mæliəbəl
malleate	mæliɪt
malleate	mælieɪt
malleate	mælieɪt
mallee	mali
mallee	mæli
mallet	mælɪt
mallet	-leɪ
malleus	mæliəs
mallorca	məljɔɹkə
mallorca	məjɔɹkə
mallorca	maɪɔɹkə
mallow	mæləʊ
mallow	mæloʊ
malmesbury	mɑːlmzbɹi
malmesbury	mɑːmzbɹi
malmö	mɑːlmɜː
malmö	mɑːlməʊ
malmö	malməʊ
malmö	mɑlmʊ
malmö	mɑlmoʊ
malmsey	mɑːmzɪ
malmsey	mɑlmzi
malodor	mæləʊdəɹ
malodor	mæloʊdəɹ
malodorous	mæləʊdəɹəs
malodorous	mæloʊdəɹəs
malone	məloʊn
malt	mɑlt
malt	mɔlt
malta	mɔːltə
malta	mɑltə
malta	mɔltə
maltese	mɑltiz
maltese	mɒltɪiz
maltitol	mɔːltətɑl
maltreat	maltɹiːt
maltreatment	maltɹiːtmənt
malum	mæləm
malus	meɪləs
malus	mɑːləs
malus	mæləs
malvasia	malvəsɪə
malvasia	mælvəsiə
malvasia	mælvəziə
malversation	mælvəseɪʃən
malvesey	mælvəzi
malvoisie	malvɔɪzɪ
malvoisie	malvɔɪziː
malvoisie	mɑlvwɑzi
malware	mælweəɹ
mama	mɑmə
mama	məmɑː
mamaroneck	məmɑɹənɛk
mamash	mɑːməʃ
mamash	məmɑːʃ
mambo	mɑmboʊ
mambo	mæmbəʊ
mameluke	maməluːk
mamma	mæmə
mammal	mæməl
mammalian	məmeɪljən
mammalian	məmeɪliən
mammary	mæməɹi
mammet	mamɪt
mammetry	mæmɪtɹi
mammiferous	mæmɪfəɹəs
mammillary	mamɪləɹi
mammock	mamək
mammon	mamən
mammon	mæmən
mammoth	mæməθ
mammothrept	maməθɹɛpt
mamo	meɪməʊ
man	mæn
mana	mɑːnə
mana	mɑnə
mana	mæ-
mana	mʌnʌ
mana	ma-
manacle	mænəkəl
manacle	mænəkəl
manacles	mænəkəlz
manage	mænɪdʒ
manage	mænɪdʒ
manageable	mænɪd͡ʒəbl̩
manageable	mænəd͡ʒəbəl
managed	mænɪdʒd
management	mænɪdʒmənt
management	mænədʒmənt
manager	mænɪdʒə
manager	mænɪdʒɚ
manageress	mænɪdʒəɹɛs
managerialism	manədʒɪəɹɪəlɪzəm
manasseh	mənæsə
manatee	mænətiː
manchester	mantʃɪstə
manchester	mæntʃɪstər
manchester	mæntʃɛstɚ
manchu	mæntʃuː
manchuria	mænt͡ʃʊəɹiə
manchurian	mænt͡ʃʊəɹiən
mancia	mænt͡ʃə
mancunian	mankjuːnɪən
mancunian	maŋ-
mancunian	mænkjuniən
mandaeism	mændeɪɪzəm
mandala	mʌndələ
mandalay	mændəleɪ
mandamus	mændeɪməs
mandapa	mʌndəpə
mandarin	mændəɹɪn
mandarin	mændəɹɪn
mandatary	mændeɪtəɹi
mandate	mændeɪt
mandatory	mændətəɹi
mandatory	mændətɔɹi
mandela	mændelə
mandible	mændɪbəl
mandible	mændəbəl
mandibles	mændɪbəlz
mandibles	mændəbəlz
mandibula	mændɪbjulə
mandibula	mændɪbjuli
mandil	mændɪl
mandilion	mɑndɪlɪən
mandilion	mændɪliən
mandilion	-jən
mandinka	mandɪŋkə
mando	mændəʊ
mandolin	mændəlɪn
mandorla	mændɔːɹlə
mandragora	mændɹæɡəɹə
mandrel	mændɹəl
mandrill	mændɹɪl
mandy	mændi
mandylion	mɑndɪlɪən
mandylion	mændɪliən
mandylion	-jən
mane	meɪn
manes	mɑːneɪz
manes	meɪnz
maneuver	mənuːvɚ
maneuver	mənuːvə
manga	mæŋɡə
manga	mɑŋɡə
mangal	mæŋɡɑːl
mangal	mæŋɡəl
manganese	mæŋɡəniz
manganese	mæŋɡəniːz
mange	meɪndʒ
mangemange	mæŋimæŋi
manger	meɪndʒəɹ
mangetout	mɑ̃ʒtuː
mangetout	mɑ̃ʒtuː
mangina	mændʒaɪnə
mangle	mæŋɡəl
mangled	mæŋɡəld
mango	mæŋɡəʊ
mango	mæŋɡoʊ
mangosteen	mæŋɡəstiːn
mangrove	mæŋɡɹəʊv
mangrove	mæŋɡɹoʊv
mangy	meɪndʒi
manhattan	mænhætən
manhole	mænhəʊl
manhood	mænhʊd
mania	meɪniə
maniac	meɪniæk
maniacal	mənaɪəkəl
manic	mænɪk
manichaean	mænɪkiːən
manichaeism	mænɪkiːɪzəm
manichaeus	mænəkiəs
manicotti	mænɪkɑti
manicotti	mænəkɑti
manicure	mænɪkjʊɹ
manifest	mænɪfɛst
manifest	mænəfɛst
manifestation	manɪfɛsteɪʃən
manifestation	manɪfəsteɪʃən
manifestation	mænɪfɛsteɪʃən
manifestation	mænɪfəsteɪʃən
manifested	mænɪfɛstɪd
manifesto	mænɪfɛstəʊ
manifesto	mænəfɛstəʊ
manifesto	mænəfɛstoʊ
manifold	mænɪfoʊld
manifold	mɛnɪfoʊld
manifold	mɛnifoʊld
manifold	mænɪfəʊld
manila	mənɪlə
manila	mənɪlə
manileño	mænɪleɪnjoʊ
manille	mənil
manioc	manɪɒk
manioc	mæniɑk
maniocs	manɪɒks
maniocs	mæniɑks
maniple	mænɪpəl
manipulate	mənɪpjʊleɪt
manipulation	mənɪpjʊuleɪʃʌn
manipulation	mənɪpjuleɪʃən
manipulative	mənɪpjələtɪv
manism	mɑːnɪzəm
manitoba	mænɪtəʊbə
manitoba	mænɪtoʊbə
manitou	manɪtuː
manitowoc	mænɪtəwɔːk
manizer	mænaɪzəɹ
mankind	mænkaɪnd
mankiw	mænkjuː
manky	mæŋki
manlike	manlʌɪk
manlike	mænlaɪk
manling	mænlɪŋ
manly	mænli
manna	mænə
manned	mænd
mannequin	mænəkɪn
manner	mænə
manner	mænɚ
mannerliness	mænəɹlinəs
mannerly	mænəɹli
mannerly	mɛnɘliː
manners	mænɚz
mannish	mænɪʃ
männlein	mænlaɪn
manoeuvre	mənuːvə
manoeuvre	mənuːvɚ
manometer	mənɒmɪtə
manometer	mənɑmɪtɚ
manometer	mənɑmədəɹ
manor	mænə
manor	mænəɹ
manpack	mænpæk
manque	mɒŋkeɪ
manqué	mɒŋkeɪ
manqué	mɑŋkeɪ
manqués	mɑ̃ke
manse	mæns
manses	mænsɪz
manship	mænʃɪp
mansi	mænsi
mansi	mɑːnsi
mansion	mæntʃən
manslot	manzlɒt
manslot	mænzlɑt
manson	mænsən
mansplain	manspleɪn
mansplain	mænspleɪn
manspread	mænspɹɛd
manspreading	mænspɹɛdɪŋ
mansuetude	manswɪtjuːd
mansuetude	mænsuətjud
manteau	mæntəʊ
mantel	mæntəl
mantelet	mæntlət
mantelletta	mantəlɛtə
mantelletta	mæntəlɛtə
mantelletta	-ɾə
mantelpiece	mæntlpiːs
manti	mæntaɪ
mantic	mæntɪk
mantic	mantɪk
manticism	mæntɪsɪzm
manticism	mantɪsɪzm
manticore	mæntɪkɔɹ
manticratic	mantɪkɹætɪk
mantilla	mantɪlə
mantilla	-tiːjə
mantilla	mæntijə
mantilla	-tɪlə
mantle	mantl
mantle	mæntəl
mantlet	mæntlət
mantra	mæntɹə
mantra	mʌntɹə
mantra	mɑntɹə
mantra	mæntɹə
mantra	mʌntɹə
manual	manjʊəl
manual	mænjəwəl
manufactory	manjʊfaktəɹi
manufacture	mænjʊfæktʃə
manufacture	mænjufæktʃɚ
manufacturer	mænjufæktʃɚɹɚ
manumission	mænjʊmɪʃən
manumit	mænjʊmɪt
manure	mənjʊə
manure	mənjɔː
manure	mənjʊɹ
manure	mənjuɚ
manurial	mənʌɹiəl
manurial	mənjʊəɹɪəl
manurial	mənjɔːɹɪəl
manuscript	mænjəskɹɪpt
manutention	manjʊtɛnʃən
manward	mænwəɹd
manx	mæŋks
many	mɛni
many	mɛni
many	mɪni
many	mɪni
many	mæni
manyfold	mænɪfold
mao	maʊ̯
maoism	maʊɪzəm
maori	maʊɹi
maori	mɐːɹiː
maori	mɐʉɹiː
maori	moːɹiː
maori	meəɹiː
maori	meɪjɔːɹi
map	mæp
maple	meɪpl̩
mapping	mæpɪŋ
maputo	məpuːtəʊ
maquette	mækɛt
maquillage	makɪjɑːʒ
maquis	makiː
maquis	makiː
maquisard	makiːzɑːd
mar	mɑːɹ
mar	mɑɹ
marabout	maɹəbuːt
maraca	məɹækə
maraca	məɹɑkə
marae	məɹʌɪ
maraging	məɹeɪd͡ʒɪŋ
marantic	məɹantɪk
maraschino	mæɹəʃiːnəʊ
maraschino	mæɹəskiːnəʊ
maraschino	mæɹəʃinoʊ
maraschino	mæɹəskinoʊ
maraschino	mɛɹəʃinoʊ
marasmus	məɹæzməs
marathi	məɹɑːti
marathon	mæɹəθən
marathon	mæɹəθɑn
marathon	mɛɹəθɑn
marathon	mæɹəθən
marathon	mæɹəθɑn
marathon	mɛɹəθɑn
marathoner	mæɹæθənəɹ
maraud	məɹɔːd
maraud	məɹɔd
maraud	mɘɹoːd
maravedi	mæɹəveɪdi
marble	mɑːbəl
marble	mɑɹbəl
marc	mɑːk
marc	mɑɹk
marcasite	mɑːkəsʌɪt
marcasite	mɑɹkəsɑɪ̯t
marcasite	mɑɹkəzit
marcassin	mɑːkasɪn
marcel	mɑɹsɛl
marcel	mɑːsɛl
march	mɑːtʃ
march	mɑɹtʃ
march	mɑːt͡ʃ
march	mɑɹt͡ʃ
marched	mɑɹtʃt
marched	mɑːtʃt
marcher	mɑːtʃə
marcher	mɑɹtʃɚ
marches	mɑːtʃɪz
marches	mɒɹtʃəz
marching	mɑɹt͡ʃɪŋ
marching	mɑːt͡ʃɪŋ
marchioness	mɑɹʃənɨs
marchioness	mɑɹʃənɛs
marchland	mɑːɹt͡ʃlænd
marchpane	mɑːtʃpeɪn
marchpane	mɑɹtʃpeɪn
marcionism	mɑːʃənɪzəm
marcionism	mɑːsɪənɪzəm
marcus	mɑːkəs
marcus	mɑɹkəs
mardy	mɑːdi
mare	mɛə
mare	mɛəɹ
mare	mɛə
mare	mɛəɹ
mare	mɑːɹeɪ
mare	meːɹi
mare	mɑːɹi
maréchaussée	maɹeɪʃəʊseɪ
mareel	mɑːɹiːl
mares	mɛəɹz
marfa	mɑɹfə
marga	mɑːɡə
margarine	mɑɹdʒəɹɪn
margarine	mɑɹdʒəɹin
margarine	mɑːdʒəɹɪn
margarine	mɑːdʒəɹiːn
margarine	mɑːɡəɹiːn
margarita	mɑːɡəɹiːtə
margarita	mɑɹɡəɹitə
margent	mɑːɹd͡ʒənt
margin	mɑːdʒɪn
margin	mɑːɹdʒən
marginal	mɑːdʒɪnəl
marginalia	mɑɹdʒɪneɪliə
marginalia	mɑːdʒɪneɪliə
marginalisation	mɑːdʒɪnəlaɪzeɪʃən
marginally	mɑɹdʒɪnəli
marginally	mɑːdʒɪnəli
marginalness	mɑɹd͡ʒənəɫnəs
marginated	mɑɹdʒɪneɪtəd
margot	mɑːɹɡəʊ
margot	mɑɹɡoʊ
margravate	mɑːɡɹəveɪt
margrave	mɑːɡɹeɪv
margrave	mɑɹɡɹeɪv
margravine	mɑːɡɹəviːn
margravine	mɑɹɡɹəvin
marguerite	mɑɹɡəɹit
maria	məɹiːə
maria	məɹaɪə
mariachi	mɑɹiɑtʃi
mariah	məɹaɪə
marianne	mɛɹiæn
marianne	mæɹiæn
marie	məɹiː
mariengrosche	məɹɪənɡɹəʊʃn
mariengrosche	məɹiənɡɹoʊʃən
marigold	mæɹɪɡəʊld
marigold	mæɹɪɡoʊld
marigold	mɛɹɪɡoʊld
marigot	maɹɪɡɒt
marigot	maɹɪɡəʊ
marijuana	mɛɹɪwɑnə
marijuana	mæɹ-
marijuana	-hwɑ-
marijuana	mæɹɪwɑːnə
maril	mæɹɪl
maril	mɛɹɪl
marimba	məɹɪmbə
marina	məɹinə
marine	məɹiːn
mariner	mæɹɪnə
mariolatrous	mæɹiɒlətɹəs
mariolatrous	mɛəɹi-
mariolatry	mɛːɹiɒlətɹi
mariolatry	mæ-
mariolatry	mɛɹiɑlətɹi
marionettist	mæɹɪənɛtɪst
marish	maɹɪʃ
marist	maɹɪst
marist	mɛːɹɪst
marital	maɹɪtəl
marital	mæɹɪtəl
maritime	mæɹɪtaɪm
maritimes	mɛɹɪtaɪmz
maritozzo	mɑɹɪtoʊtsoʊ
maritozzo	mæɹɪtɒtsəʊ
marjoram	mɑːd͡ʒəɹəm
marjoram	mɑɹd͡ʒəɹəm
mark	mɑːk
mark	mɑɹk
mark	maːk
mark	mɑːɹk
mark	mɑɹk
marked	mɑːkɪd
marked	mɑːkt
markedly	mɑːkɪdli
market	mɑːkɪt
market	mɑɹkɪt
markham	mɑɹkəm
markhor	mɑːkɔː
markhor	mɑɹkɔɹ
markie	mɑɹki
markovian	mɑɹkoʊviən
marks	mɑɹks
marks	mɑːks
marksman	mɑɹksmən
marksmanship	mɑɹksmənʃɪp
markup	mɑːɹkʌp
markworthy	mɑːkwɜːði
marl	mɑːl
marl	mɑɹl
marlborough	mɔːlbɹə
marlborough	mɑːɹlbɹə
marley	mɑɹli
marlock	mɑːlək
marlock	mɑɹlək
marmalade	mɑːməleɪd
marmalade	mɑɹməleɪd
marmara	mɑːməɹə
marmara	mɑːɹməɹə
marmennill	mɑɹmənɪl
marmite	mɑːmaɪt
marmite	mɑɹmaɪt
marmoreal	mɑːmɔːɹɪəl
marmoset	mɑɹməsət
marmoset	mɑɹməzət
marmot	mɑɹmət
marocain	mæɹəkeɪn
marocain	mɑɹəkeɪn
marocain	mæɹəkeɪn
marocain	mɑɹəkeɪn
maroon	məɹuːn
maroon	məɹəʊn
maroon	məɹəʉn
marooner	məɹuːnəɹ
marotic	məɹɒtɪk
marple	mɑːpəl
marplot	mɑːplɒt
marquee	mɑːɹkiː
marquess	mɑːkwɪs
marquess	mɑɹkwɪs
marquetry	mɑːkɪtɹi
marquis	mɑːkwɪs
marquis	mɑɹki
marquis	mɑɹkwɪs
marquis	mɑɹkiz
marquisate	mɑːkwɪsət
marram	mæɹəm
marrano	məɹɑːnəʊ
marred	mɑːd
marred	mɑɹd
marredness	mɑːɹdnəs
marredness	mɑːɹdnɪs
marriage	mæɹɪdʒ
married	mæɹɪd
married	mæɹid
marrow	mæɹəʊ
marrow	mæɹoʊ
marrow	meɹoʊ
marrow	mɛɹoʊ
marry	mæɹɪ
marry	mæɹi
marry	mɛɹi
marrying	mæɹiɪŋ
marrying	mɛɹiɪŋ
mars	mɑːz
mars	mɑɹz
marse	mɑːɹs
marseillaise	mɑːseɪjɛz
marseillaise	mɑːɹseɪjɛz
marseille	mɑːɹseɪ
marseille	mɑːɹseɪl
marseilles	mɑːɹseɪlz
marsh	mɑɹʃ
marsh	mɑːɹʃ
marsha	mɑɹʃə
marshal	mɑːʃəl
marshal	mɑɹʃəl
marshmallow	mɑːʃmæləʊ
marshmallow	mɑɹʃmɛloʊ
marshmallow	mɑɹʃmæloʊ
marshy	mɑɹʃi
marsupial	mɑːsuːpiəl
marsupial	mɑɹsupiəl
mart	mɑɹt
martel	mɑːtəl
marten	mɑːtɪn
marten	mɑːtən
marten	mɑɹtən
martha	mɑɹθə
martha	mɑːθə
martial	mɑːʃəl
martial	mɑɹʃəl
martial	mɑːʃəl
martial	mɑɹʃəl
martian	mɑːʃən
martian	mɑɹʃən
martin	mɑɹtɪn
martin	mɑːtɪn
martin	mɑːtɪn
martin	mɑɹtn̩
martina	mɑɹtinə
martinet	mæɹtɪnɛt
martinet	mæɹtnɛt
martinet	mɑɹtɪnɛt
martinez	mɑɹtinɛz
martini	mɑɹtini
martini	mɑːtiːni
martyr	mɐːtəɹ
martyr	mɑːtəɹ
martyr	mɑɹtɚ
martyrdom	mɑːɹtəɹdəm
martyrly	mɑːtəli
maru	mɑːɹuː
maru	maɹuː
maru	mɑɹu
marvel	mɑɹvl̩
marvel	mɑːvl̩
marvellous	mɑːvələs
marvellously	mɑːvələsli
marvellously	mɑɹvələsli
marvelous	mɑɹvələs
marvin	mɑːvɪn
marvin	mɑɹvɪn
marxist	mɑːksɪst
marxist	mɑːɹksɪst
mary	mɛəɹɪ
mary	meəɹi
mary	mɛɹi
maryhill	maɹɪhɪl
maryland	mɛəɹilænd
maryland	mɛəɹɪlənd
maryland	mæɹɪlənd
maryland	mɛɹələn
marylebone	marələbəʊn
marylebone	mɑːləbəʊn
marylebone	marələbᵊn
marylebone	mɑːləbᵊn
marzipan	mɑːzɪpæn
marzipan	mɑːzɪpæn
marzipan	mɑɹzəpæn
marzipan	mɑɹtsəpɑn
marzipan	mɑɹtsəpæn
masc	mæsk
masc	mɑːsk
mascara	mæskɑːɹə
mascara	məskɑːɹə
mascara	məskɑːɹə
mascara	mæskæɹə
mascaron	mæskəɹɒn
mascle	mæskəl
mascot	mæskɒt
mascot	mæskɑːt
masculine	mæskjʊlɪn
masculine	mæskjələn
masculine	mæskjulɪn
masculine	mæskjələn
masculine	mæskjələn
masculinity	mæskjəlɪnɪti
mase	meɪz
maser	meɪzɚ
mash	mæʃ
mash	mæʃ
mash	mæʃ
mashgiach	maʃɡɪəx
mashrabiyya	məʃɹəbiə
mashup	mæʃʌp
masjid	mæsdʒɪd
masjid	məsdʒɪd
masjid	mʌsdʒɪd
mask	mɑːsk
mask	mæsk
masked	mɑːskt
masked	mæskt
maskwacis	mʌskwət͡ʃiːs
masochism	mæsəkɪzəm
masochism	mæzəkɪzəm
mason	meɪsən
mason	meɪsən
masonic	məsɑnɪk
masonic	meɪsɑnɪk
masonry	meɪsənɹi
masoretic	mæsəɹɛtɪk
masque	mæsk
masque	mɑːsk
masquerade	mæskəreɪd
masquerade	mɑːskəreɪd
mass	mæs
mass	mæs
mass	mæs
mass	mɑːs
mass	mæs
massachusetts	mæsətʃuːsɪts
massachusetts	mæsətʃuːzɪts
massachusettsian	mæsətʃusɛtsiən
massacre	mæsəkɚ
massacre	mæsəkəɹ
massacree	mæsəkɹi
massage	məsɑʒ
massage	mæsɑʒ
massaranduba	mæsəɹænduːbə
massasauga	masəsɔːɡə
massasauga	mæsəsɔɡə
massasauga	-sɑ-
massed	mæst
masses	mæsɪz
masseur	məsuːɹ
masseur	məsɚ
masseuse	masɜːz
masseuse	məsuːs
masseuse	məsʊz
massey	mæsi
massif	mæsiːf
massive	mæsɪv
massivity	masɪvɪti
massy	mæsi
massymore	mæsɪmɔː
mast	mɑːst
mast	mæst
mastaba	mæstəbə
mastaba	mæstaːbə
master	mɑːstə
master	mastə
master	mæstɚ
masterdom	mɑːstədəm
masterdom	mæstɚdəm
masterfully	mɑːstəfʊli
masterfully	mæstɚfʊli
masterfully	mæstɚfʊli
masterfully	mæstɚfli
masterly	mɑːstəli
masterman	mɑːstəmən
masterman	mæstɚmən
mastermind	mɑːstəmʌɪnd
mastermind	mæstɚmaɪnd
masterpiece	mæstɚpis
masterpiece	mɑːstəpiːs
masters	mɑːstəz
masters	mæstɚz
masterwort	mɑːstəwəːt
mastery	mæstəɹi
mastic	mæstɪk
masticate	mæstɪkeɪt
mastication	mæstɪkeɪʃən
masticatory	mastɪkətəɹi
mastiff	mæstɪf
mastigophorous	mæstɪɡɒfəɹəs
mastodon	mæstədɑn
mastodon	mæstədən
mastupration	mastuːpɹeɪʃən
masturbate	mæstəbeɪt
masturbate	mæstɚbeɪt
masturbate	maːstəbæɪt
masturbation	mæstəbeɪʃən
masturbation	mɑːstəbeɪʃən
masturbation	mæstɚbeɪʃən
masturbatorium	mæstɜːɹbətɔːɹiəm
masturbatory	mæstɜːɹbeɪtəɹi
masu	masuː
mat	mæt
mat	mæt
matador	mætədɔɹ
match	mæt͡ʃ
matcha	mætʃə
matcha	mɑtʃə
matching	mætʃɪŋ
matchlock	matʃlɒk
matchlock	mætʃlɑk
matchmaking	mætʃmeɪkɪŋ
mate	meɪt
mateotechny	meɪtiəʊtɛkni
'mater	meɪtɚ
mater	meɪtə
mater	meɪtɚ
mater	mɑtɚ
mater	meɪtə
mater	meɪtɚ
mater	meɪtɚ
material	mətɪɹiəl
material	mətɪəɹɪəl
materialist	mətiːɹɪəlɪst
materials	mətɪɹiəlz
materials	mətɪəɹɪəlz
materiel	mətɪəɹɪɛl
materiel	mətɪɹiɛl
materiel	mətɪɹjɛl
maternal	mətɜːnəl
maternal	mətɜɹnəl
materteral	mətɜːtəɹəl
mates	meɪts
math	mæθ
math	mɑːθ
math	mæθ
math	mʌt
math	mɑːt
mathemaku	mæθəmækuː
mathematical	mæθəmætɪkəl
mathematical	mæθəmætɪkəl
mathematical	mæθəmætəkəl
mathematical	mæθəmætəkəl
mathematician	mæθəmətɪʃən
mathematics	mæθəmætɪks
mathesis	məθiːsɪs
mathesis	maθəsɪs
maths	mæθs
mathsy	mæθsi
matilda	mətɪldə
matilda	mətɪldə
matinee	mætɪneɪ
mating	meɪtɪŋ
matoke	matəʊkeɪ
matriarch	meɪtɹɪɑːk
matriarch	meɪtʃɹiɑɹk
matriarchate	meɪtɹiɑːkət
matric	mətɹɪk
matrices	meɪtɹɪsiːz
matrilineal	meɪtɹɪlɪnɪəl
matrilineal	mætɹɪ-
matrilocal	mætɹɪləʊkəl
matrilocal	mætɹɪloʊkəl
matrilocal	mætɹəloʊkəl
matrimony	matɹɪməni
matrimony	mætɹɪmoʊni
matriotism	meɪtɹiətɪzəm
matriotism	mæ-
matrix	meɪtɹɪks
matrix	mætɹɪks
matron	meɪtɹən
matronly	meɪtɹənli
matronym	mætɹəʊnɪm
matronym	mætɹoʊnɪm
matronymic	mætɹənɪmɪk
matryoshka	mætɹɪɒʃkə
matryoshka	mɑtɹioʊʃkə
mats	mæts
matsuri	mætsuːɹi
matsuri	mætsʊɹi
matsutake	maːtsuːtaːkiː
matsutake	maːtsuːtaːkeɪ
mattathias	mætəθaɪəs
matte	mæt
matter	mætə
matter	mætɚ
matterative	mətɜɹətɪv
matterative	mətɜɹəɾɪv
matterative	mæɾɚɹeɪɾɪv
matters	mætəz
matters	mætɚz
matthew	mæθjuː
matthews	mæθjuz
matthias	məθaɪəs
matting	mætɪŋ
mattock	mætək
mattress	mætɹɪs
mature	mətjʊə
mature	mətʃʊə
mature	mətʃɔː
mature	mətʃʊəɹ
mature	mətʃɝ
mature	mətjʊəɹ
maturity	mət͡ʃʊəɹəti
maturity	mətjʊəɹəti
maturity	mətʊəɹəti
matutinal	mətjutɪnəl
matzo	mætsə
matzo	mætsəʊ
matzo	mɑːtsɑː
matzo	mɑːtsə
matzo	mɑːtsoʊ
matzo	mɑːtsɑː
maudle	mɔːdəl
maudle	mɔdəl
maudle	mɑdəl
maudlin	mɔːdlɪn
maudlin	mɑdlɪn
maudlin	mɔdlɪn
maugham	mɔːm
maugre	mɔːɡəː
maugre	mɔɡɚ
maulis	mɔːlɪs
maulstick	mɔːlstɪk
maumy	mɔːmi
maunch	mɑːntʃ
maund	mɔːnd
maunder	mɔːndə
maunder	mɔndɚ
maundering	mɔːndəɹɪŋ
maundering	mɔːndəɹɪŋ
maundering	mɑːndəɹɪŋ
maundy	mɔːndi
maureen	mɔːɹiːn
maurice	məɹis
maurice	mɔɹis
maurice	məɹiːs
maurice	mɒɹɪs
mauritania	mɒɹɪteɪniə
mauritania	mɔːɹɪteɪniə
mauritius	məɹɪʃəs
mauritius	mɔːɹɪʃəs
mausoleum	mɔːɹzəliːəm
mauve	məʊv
mauve	mɔːv
mauve	moʊv
maven	meɪvən
maverick	mævəɹɪk
maverick	mævəɹik
mavis	meɪvɪs
mavis	meɪvɪs
mavourneen	məvʊəniːn
mavourneen	məvɔːniːn
mavourneen	məvʊɹniːn
mavourneen	məvɝniːn
mavourneen	məvuːɹniːn
mavrodaphne	mævɹədæfni
mavrone	məvɹəʊn
maw	mɔː
maw	mɔ
maw	mɑ
mawk	mɔːk
mawkish	mɔːkɪʃ
mawkish	mɑːkɪʃ
mawn	mɔːn
max	mæks
maxim	mæksɪm
maxim	mæksɪm
maxim	mæksəm
maximum	mæksɪməm
maxixe	maʃiːʃə
maxixe	maksiːks
maxwell	mækswɛl
may	meɪ
may	meɪ
maya	maɪə
maybe	meɪbi
mayblossom	meɪblɒsəm
mayblossom	meɪblɑsəm
maycomb	meɪkəm
mayday	meɪdeɪ
mayfair	meɪfɛə
mayfield	meɪfild
mayhap	meɪhæp
mayhem	meɪhɛm
mayhew	meɪhju
maying	meɪɪŋ
maynooth	mənuːθ
mayn't	meɪənt
mayo	meɪoʊ
mayonnaise	meɪəneɪz
mayonnaise	meɪəneɪz
mayonnaise	mæneɪz
mayor	meɪɚ
mayor	mɛɚ
mayor	mɛə̯
mayor	meɪə
mayoral	meɪɔːɹəl
mayoral	mɛəɹəl
mayoral	meɪɔɹəl
mayoral	meɪəɹəl
mayotte	maɪɒt
mays	meɪz
mayst	meɪst
may't	meɪt
maze	meɪz
mazedness	meɪzɪdnɪs
mazer	meɪzə
mazes	meɪzɪz
mazuma	məzuːmə
mbabane	əmbɑbɑni
mccobb	məkɑb
mcconaughey	məkkɒnəheɪ̯
mcconaughey	məkkɑnəheɪ̯
mccrea	mɪkkreɪ
mcdonald	məkdɒnəld
mcdonald	məkdɑnəld
mcgrath	məɡɹɔː
mcgrath	məɡɹæθ
mckean	məkiːn
mckenna	məkɛnə
mcleod	məklaʊd
mcleod	məklaʊd
mcpherson	məkfɜːɹsən
mcqueen	məkwiːn
me	miː
me	mi
mead	miːd
meadery	midəɹi
meadery	miːdəɹi
meadow	mɛdəʊ
meadow	mɛdoʊ
meadowsweet	mɛdəʊswiːt
meadowsweet	mɛdoʊswit
meadowvale	mɛdoʊveɪl
meager	miɡɚ
meager	miːɡə
meagre	miːɡɚ
meal	miːl
mealie	miːli
mealy	miːli
mean	miːn
meander	miændəɹ
meander	miændɚ
meaning	miːnɪŋ
meaningful	minɪŋfʊl
meaningly	miːnɪŋli
meanly	miːnli
means	miːnz
meant	mɛnt
meantime	miːntaɪm
meanwhile	miːnwaɪl
meanwhile	miːnhwaɪl
mear	mɪəɹ
mear	mɪɹ
measles	miːzəlz
measly	miːzli
measly	mizli
measure	mɛʒə
measure	mɛʒɚ
measure	meɪʒɚ
measured	mɛʒəd
measured	mɛʒɚd
measured	meɪʒɚd
measurement	meʒəmənt
measurement	meʒɚmənt
measures	mɛʒɚz
measures	mɛʒəz
meat	miːt
meat	mit
meatless	miːtləs
meatloaf	mitloʊf
meatloaf	miːtləʊf
meatman	miːtmən
meatman	miːtman
meatus	mieɪtəs
meaty	miːti
mebos	miːbɒs
mebos	mibɔs
mecca	mɛkə
mech	mɛk
mechanic	məkænɪk
mechanical	mɪkanɪkəl
mechanical	məkænəkəl
mechanism	mɛkənɪzm
mechanistic	mɛkənɪstɪk
mechanize	mɛkənaɪz
mechanotherapy	mɛkənəʊθɛɹəpi
mechelen	mɛkələn
mechelen	mɛx-
mechelen	-ə
mechitarist	mɛkɪtɑɹɪst
mechitarist	mɛkɪtɑːɹɪst
med	mɛːd
medal	mɛdəl
medalist	mɛdəlɪst
medallion	mədæljən
meddle	mɛdəl
meddle	mɛdl̩
