अ	ə
दुष्चक्र	d̪ʊʃt͡ʃəkɾ
दुष्ट	d̪ʊʃʈ
दुष्परिणाम	d̪ʊʃpəɾɪnɑːm
दुस्साहस	d̪ʊssɑːɦəs
दुहाई	d̪ʊɦɑːiː
दूकान	d̪uːkɑːn
दूज	d̪uːd͡ʒ
दूतावास	d̪uːt̪ɑːʋɑːs
दूध	d̪uːd̪ʱ
दूधिया	d̪uːd̪ʱɪjɑː
दूना	d̪uːnɑː
दूब	d̪uːb
दूर	d̪uːɾ
दूरदर्शिता	d̪uːɾd̪əɾʃɪt̪ɑː
दूरबीन	d̪uːɾbiːn
दूरभाष	d̪uːɾbʱɑːʃ
दूरलेख	d̪uːɾleːkʰ
दूरी	d̪uːɾiː
दूल्हा	d̪uːlɦɑː
दूसरा	d̪uːsɾɑː
दूसरे	d̪uːsɾeː
दृग	d̪ɾɪɡ
दृढ़	d̪ɾɪɽʱ
दृढ़तापूर्वक	d̪ɾɪɽʱt̪ɑːpuːɾʋək
दृढ़संकल्प	d̪ɾɪɽʱsəŋkəlp
दृश्य	d̪ɾɪʃj
दृष्टिपटल	d̪ɾɪʃʈɪpʈəl
दे	d̪eː
देखना	d̪eːkʰnɑː
देखभाल	d̪eːkʰbʱɑːl
देन	d̪eːn
देना	d̪eːnɑː
देने	d̪eːneː
देर	d̪eːɾ
देव	d̪eːʋ
देवदार	d̪eːʋd̪ɑːɾ
देवनागरी	d̪eːʋnɑːɡɾiː
देवल	d̪eːʋəl
देवी	d̪eːʋiː
देश	d̪eːʃ
देशभक्त	d̪eːʃbʱəkt̪
देशभक्ति	d̪eːʃbʱəkt̪iː
देशी	d̪eːʃiː
देहकान	d̪eːʱkɑːn
देहरा	d̪eːʱɾɑː
देहरादून	d̪eːʱɾɑːd̪uːn
देहांत	d̪eːɦɑːnt̪
देहात	d̪eːɦɑːt̪
देहाती	d̪eːɦɑːt̪iː
दो	d̪oː
दोआब	d̪oːɑːb
दोगुना	d̪oːɡʊnɑː
दोपहर	d̪oːpɛːʱɾ
दोष	d̪oːʃ
दोषमुक्ति	d̪oʂmʊkt̪i
दोषी	d̪oːʃiː
दोस्त	d̪oːst̪
दोहरना	d̪oːɦəɾnɑː
दोहा	d̪oːɦɑː
दौड़	d̪ɔːɽ
दौड़ाना	d̪ɔːɽɑːnɑː
दौर	d̪ɔːɾ
दौरा	d̪ɔːɾɑː
दौलतमंद	d̪ɔːlət̪mənd̪
द्रविड़	d̪ɾəʋɪɽ
द्रव्यमान	d̪ɾəʋjəmɑːn
द्राक्षिरा	d̪ɾɑːkʃɪɾɑː
द्रुतगामी	d̪ɾʊt̪ɡɑːmiː
द्वंद्व	d̪ʋənd̪ʋə
द्वार	d̪ʋaːr
द्वारा	d̪ʋɑːɾɑː
द्विध्रुव	d̪ʋɪd̪ʱɾʊʋ
द्विपक्षीय	d̪ʋɪpəkʃiːj
ध	d̪ʱə
धँसना	d̪ʱə̃snɑː
धंधा	d̪ʱənd̪ʱɑː
धकेलना	d̪ʱəkeːlnɑː
धज्जी	d̪ʱəd͡ʒd͡ʒiː
धड़कन	d̪ʱəɽkən
धड़ल्ला	d̪ʱəɽəllɑː
धनगढी	d̪ʱənəɡɖʱiː
धनबाद	d̪ʱənbɑːd̪
धनाग्र	d̪ʱənɑːɡɾ
धनादेश	d̪ʱənɑːd̪eːʃ
धनायन	d̪ʱənɑːjən
धनिया	d̪ʱəniːjɑː
धनी	d̪ʱəniː
धनुर्विद्या	d̪ʱənʊɾʋɪd̪jɑː
धन्य	d̪ʱənjə
धन्यवाद	d̪ʱənjəʋɑːd̪
धब्बा	d̪ʱəbbɑː
धमकाना	d̪ʱəmkɑːnɑː
धमकी	d̪ʱəmkiː
धमनी	d̪ʱəmniː
धमाका	d̪ʱəmɑːkɑː
धरती	dʰərtiː
धरना	d̪ʱəɾnɑː
धरपकड़	d̪ʱəɾpəkəɽ
धरातल	d̪ʱəɾɑːt̪əl
धरान	d̪ʱəɾɑːn
धरोहर	d̪ʱəɾoːɦəɾ
धर्म	d̪ʱəɾm
धर्मनिरपेक्ष	d̪ʱəɾmnɪɾpeːkʃ
धर्मनिरपेक्षता	d̪ʱəɾmnɪɾpeːkʃt̪ɑː
धर्मपरायण	d̪ʱəɾmpəɾɑːjən
धर्मभूमि	d̪ʱəɾmbʱuːmiː
धर्मशाला	d̪ʱəɾəmʃɑːlɑː
धर्मशास्त्र	d̪ʱəɾməʃɑːst̪ɾ
धर्मस्थल	d̪ʱəɾmst̪ʰəl
धर्मस्थलो	d̪ʱəɾməst̪ʰəloː
धर्मस्थलों	d̪ʱəɾməst̪ʰəlõː
धर्मार्थ	d̪ʱəɾmɑːɾt̪ʰ
धाकड़	d̪ʱɑːkəɽ
धातुकर्म	d̪ʱɑːt̪ʊkəɾm
धान	d̪ʱɑːn
धान्य	d̪ʱɑːnj
धाम	d̪ʱɑːm
धारणा	d̪ʱɑːɾnɑː
धारा	d̪ʱɑːɾɑː
धारित	d̪ʱɑːɾɪt̪
धार्मिक	d̪ʱɑːɾmɪk
धावा	d̪ʱɑːʋɑː
धीरा	d̪ʱiːɾɑː
धीरे	d̪ʱiːɾeː
धुंध	d̪ʱʊnd̪ʱ
धुंधला	d̪ʱʊnd̪ʱlɑː
धुन्नी	d̪ʱʊnniː
धुलना	d̪ʱʊlnɑː
धूआँ	d̪ʱuːɑ̃ː
धूम	d̪ʱuːm
धैर्य	d̪ʱɛːɾj
धोखा	d̪ʱoːkʰɑː
धोखेबाज़	d̪ʱoːkʰeːbɑːz
धोना	d̪ʱoːn̪ɑː
धोबिन	d̪ʱoːbɪn
ध्यानपूर्वक	d̪ʱjɑːnpuːɾʋək
ध्रुवीकरण	d̪ʱɾʊʋiːkɾən
ध्वंसावशेष	d̪ʱʋənsɑːʋʃeːʃ
ध्वज	d̪ʱʋəd͡ʒ
ध्वजा	d̪ʱʋəd͡ʒɑː
ध्वन्यात्मक	d̪ʱʋənjɑːt̪mək
ध्वस्त	d̪ʱʋəst̪
न	nə
न	nɑː
न	nə
नंगा	nəŋɡɑː
नंदिनी	nənd̪ɪniː
नंबर	nəmbəɾ
नई	nəiː
नक़ल	nəkəl
नक़ल	nəqəl
नक़ली	nəkliː
नक़ली	nəqliː
नक़ाब	nəkɑːb
नक़ाब	nəqɑːb
नक़ाबपोश	nəkɑːbpoːʃ
नक़ाबपोश	nəqɑːbpoːʃ
नक़्क़ारा	nəkkɑːɾɑː
नक़्क़ारा	nəqqɑːɾɑː
नक़्क़ाशी	nəkkɑːʃiː
नक़्क़ाशी	nəqqɑːʃiː
नकारात्मक	nəkɑːɾɑːt̪mək
नकेल	nəkeːl
नक्को	nəkkoː
नख	nəkʰ
नगण्य	nəɡənj
नगर	nəɡəɾ
नगरीकरण	nəɡɾiːkɾən
नग़मा	nəɡmɑː
नग़मा	nəɣmɑː
नगाड़ा	nəɡɑːɽɑː
नचाना	nət͡ʃɑːnɑː
नज़रबंदी	nəzəɾbənd̪iː
नज़रिया	nəzəɾiːjɑː
नज़ारा	nəzɑːɾɑː
नजीबाबाद	nəd͡ʒiːbɑːbɑːd̪
नजूमी	nəd͡ʒuːmiː
नज्द	nəd͡ʒd̪
नटखट	nəʈkʰəʈ
नतीजतन	nət̪iːd͡ʒt̪ən
नतीजा	nət̪iːd͡ʒɑː
नत्थी	nət̪t̪ʰiː
नदारद	nəd̪ɑːɾəd̪
नदियों	nəd̪iːjõː
नदी	nədiː
ननद	nənəd̪
नन्हा	nənɦɑː
नफ़रत	nəfɾət̪
नब्ज़	nəbz
नमश्कार	nəməʃkɑːɾ
नमस्कार	nəməskɑːɾ
नमस्कार	nəməʃkɑːɾ
नमस्ते	nəməste
नमाज़	nəmɑːz
नमाज़गाह	nəmɑːzɡɑːʱ
नमी	nəmiː
नमूना	nəmuːnɑː
नम्र	nəmɾ
नम्रता	nəmɾət̪ɑː
नयन	nəjən
नया	nəjɑː
नयी	nəjiː
नर	nəɾ
नरक	nəɾək
नरगिस	nəɾɡɪs
नरभक्षी	nəɾbʱəkʃiː
नरवृषभ	nəɾʋɾɪʃəbʱ
नरसंहार	nəɾsənɦɑːɾ
नरसंहार	nəɾsəŋɦɑːɾ
नरसिंह	nəɾsɪŋɡʱ
नरेश	nəɾeːʃ
नर्तक	nəɾt̪ək
नर्तकी	nəɾt̪əkiː
नर्मदा	nəɾməd̪ɑː
नर्स	nəɾs
नल्ला	nəllɑː
नवंबर	nəʋəmbəɾ
नवजात	nəʋd͡ʒɑːt̪
नवजीवन	nəʋd͡ʒiːʋən
नवनीत	nəʋniːt̪
नवरात्रि	nəʋɾɑːt̪ɾiː
नवविवाहित	nəʋʋɪʋɑːɦɪt̪
नवशास्त्रीय	nəʋʃɑːst̪ɾiːj
नवाज़	nəʋɑːz
नवाज़ना	nəʋɑːznɑː
नवाब	nəʋɑːb
नवाबशाह	nəʋɑːbʃɑːʱ
नवासी	nəʋɑːsiː
नवीन	nəʋiːn
नव्वे	nəʋʋeː
नशा	nəʃɑː
नशेड़ी	nəʃeːɽiː
नस	nəs
नसीब	nəsiːb
नसीहत	nəsiːɦət̪
नस्तालीक़	nəst̪ɑːliːk
नस्तालीक़	nəst̪ɑːliːq
नस्ल	nəsl
नस्लभेद	nəslbʱeːd̪
नहर	nɛːʱɾ
नहला	nɛːʱlɑː
नहलाना	nɛːʱlɑːnɑː
नहान	nəɦɑːn
नहाना	nəɦɑːnɑː
नहीं	nəɦĩː
ना	nɑː
नाइजीरिया	nɑːɪd͡ʒiːɾiːjɑː
नाइनसाफ़ी	nɑːɪnsɑːfiː
नाई	nɑːiː
नाक	nɑːk
नाकाम	nɑːkɑːm
नाखून	nɑːkʰuːn
नाग	nɑːɡ
नागपुर	nɑːɡpʊɾ
नागरिक	nɑːɡɾɪk
नागरिक	nɑːɡəɾɪk
नागरिकता	naːɡrikət̪aː
नागवार	nɑːɡəʋɑːɾ
नागालैण्ड	nɑːɡɑːlɛːnɖ
नाच	nɑːt͡ʃ
नाज़	nɑːz
नाज़ुकी	nɑːzʊkiː
नाजायज़	nɑːd͡ʒɑːjəz
नाड़ी	nɑːɽiː
नाडु	nɑːɖuː
नाता	nɑːt̪ɑː
नाती	nɑːt̪iː
नादान	nɑːd̪ɑːn
नादानी	nɑːd̪ɑːniː
नादिरशाही	nɑːd̪ɪɾʃɑːɦiː
नाना	nɑːnɑː
नानी	nɑːniː
नाप	nɑːp
नापना	nɑːpnɑː
नापसंद	nɑːpəsənd̪
नाफ़	nɑːf
नाभि	nɑːbʱiː
नाभिक	nɑːbʱɪk
नाभिकीय	nɑːbʱɪkiːj
नाम	nɑːm
नामंज़ूर	nɑːmənzuːɾ
नामक	nɑːmək
नामकरण	nɑːmkəɾən
नामांकन	nɑːmɑːŋkən
नामीबिया	nɑːmiːbiːjɑː
नायब	nɑːjəb
नायाब	nɑːjɑːb
नायिका	nɑːjɪkɑː
नारंगी	nɑːɾəŋɡiː
नारा	nɑːɾɑː
नारायण	nɑːɾɑːjən
नारी	nɑːɾiː
नारीत्व	nɑːɾiːt̪ʋ
नारीवाद	nɑːɾiːʋɑːd̪
नाल	nɑːl
नाला	nɑːlɑː
नालायक	nɑːlɑːjək
नाव	nɑːʋ
नाविक	nɑːʋɪk
नाशपाती	nɑːʃpɑːt̪iː
नासरत	nɑːsəɾət̪
नासिक	nɑːsɪk
नाहर	nɑːɦəɾ
निंदा	nɪnd̪ɑː
निःशब्द	nɪʰʃəbd̪
निःशुल्क	nɪʰʃʊlk
निकट	nɪkəʈ
निकम्मापन	nɪkəmmɑːpən
निकलना	nɪkəlnɑː
निकलवाना	nɪkəlʋɑːnɑː
निक़ाब	nɪkɑːb
निक़ाब	nɪqɑːb
निकारागुआ	nɪkɑːɾɑːɡʊɑː
निकालना	nɪkɑːlnɑː
निकास	nɪkɑːs
निकाह	nɪkɑːʱ
निकोबार	nɪkoːbɑːɾ
निखरना	nɪkʰəɾnɑː
निखारना	nɪkʰɑːɾnɑː
निगम	nɪɡəm
निगमन	nɪɡəmən
निगरानी	nɪɡɾɑːniː
निगलना	nɪɡəlnɑː
निगाह	nɪɡɑːʱ
निचला	nɪt͡ʃlɑː
निचोड़	nɪt͡ʃoːɽ
निज	nɪd͡ʒ
निज़ाम	nɪzɑːm
निज़ामाबाद	nɪzɑːmɑːbɑːd̪
निजात	nɪd͡ʒɑːt̪
निजी	nɪd͡ʒiː
निजीकरण	nɪd͡ʒiːkəɾən
नित्य	nɪt̪j
नित्यप्रति	nɪt̪jəpɾət̪iː
निदेशक	nɪd̪eːʃək
निनानवे	nɪnɑːnʋeː
निन्यानवे	nɪnjɑːnʋeː
निपुण	nɪpʊn
निबंध	nɪbənd̪ʱ
निभाना	nɪbʱɑːnɑː
निमंत्रण	nɪmənt̪ɾən
निम्न	nɪmn
निम्नलिखित	nɪmnəlɪkʰɪt̪
नियंत्रित	niːjənt̪ɾɪt̪
नियत	niːjət̪
नियमित	niːjəmɪt̪
नियुक्त	niːjʊkt̪
नियुक्ति	niːjʊkt̪iː
निरंकुश	nɪɾəŋkʊʃ
निरंकुशवाद	nɪɾəŋkʊʃʋɑːd̪
निरंतर	nɪɾənt̪əɾ
निरपेक्ष	nɪɾpeːkʃ
निरभिमान	nɪɾəbʱɪmɑːn
निरस्त	nɪɾəst̪
निरस्त्रीकरण	nɪɾəst̪ɾiːkɾən
निरावेशित	nɪɾɑːʋeːʃɪt̪
निराश	nɪɾɑːʃ
निराशा	nɪɾɑːʃɑː
निराहार	nɪɾɑːɦɑːɾ
निरीक्षक	nɪɾiːkʃək
निरीक्षण	nɪɾiːkʃən
निरूपण	nɪɾuːpən
निरोग	nɪɾoːɡ
निर्घोष	nɪɾɡʱoːʃ
निर्जन	nɪɾd͡ʒən
निर्जीव	nɪɾd͡ʒiːʋ
निर्णय	nɪɾnəj
निर्णायक	nɪɾnɑːjək
निर्दिष्ट	nɪɾd̪ɪʃʈ
निर्देश	nɪɾd̪eːʃ
निर्देशक	nɪɾd̪eːʃək
निर्देशन	nɪɾd̪eːʃən
निर्देशांक	nɪɾd̪eːʃɑːŋk
निर्धन	nɪɾd̪ʱən
निर्धनता	nɪɾd̪ʱənt̪ɑː
निर्बल	nɪɾbəl
निर्भर	nɪɾbʱəɾ
निर्मल	nɪɾməl
निर्माण	nɪɾmɑːn
निर्माता	nɪɾmɑːt̪ɑː
निर्मित	nɪɾmɪt̪
निर्मेघ	nɪɾmeːɡʱ
निर्यात	nɪɾjɑːt̪
निर्वाचन	nɪɾʋɑːt͡ʃən
निर्वाचित	nɪɾʋɑːt͡ʃɪt̪
निलंबित	nɪləmbɪt̪
निवाला	nɪʋɑːlɑː
निवास	nɪʋɑːs
निवासी	nɪʋɑːsiː
निवृत्त	nɪʋɾɪt̪t̪
निवेदन	nɪʋeːd̪ən
निवेश	nɪʋeːʃ
निशान	nɪʃɑːn
निशानेबाज़ी	nɪʃɑːneːbɑːziː
निश्चय	nɪʃt͡ʃəj
निश्चित	nɪʃt͡ʃɪt̪
निषेचन	nɪʃeːt͡ʃən
निषेधन	nɪʃeːd̪ʱən
निषेधात्मक	nɪʃeːd̪ʱɑːt̪mək
निष्कर्ष	nɪʃkəɾʃ
निष्कासन	nɪʃkɑːsən
निष्कासित	nɪʃkɑːsɪt̪
निष्क्रिय	nɪʃkɾɪj
निष्क्रियता	nɪʃkɾiːjət̪ɑː
निष्ठा	nɪʃʈʰɑː
निष्ठुर	nɪʃʈʰʊɾ
निष्पक्ष	nɪʃpəkʃ
निष्फल	nɪʃpʰəl
निसार	nɪsɑːɾ
निस्संदेह	nɪssənd̪eːʱ
निस्सार	nɪssɑːɾ
निहाई	nɪɦɑːiː
निहारना	nɪɦɑːɾnɑː
निहारिका	nɪɦɑːɾɪkɑː
नी	niː
नींव	nĩːʋ
नीचा	niːt͡ʃɑː
नीड़ज	niːɽəd͡ʒ
नीति	niːt̪iː
नीतिगत	niːt̪ɪɡət̪
नीदरलैण्ड	niːd̪əɾlɛːnɖ
नीयत	niːjət̪
नीर	niːɾ
नील	niːl
नीलगाय	niːlɡɑːj
नीलम	niːləm
नीला	niːlɑː
नीलाम	niːlɑːm
नीहारिका	niːɦɑːɾɪkɑː
नुक़्ता	nʊkt̪ɑː
नुक़्ता	nʊqt̪ɑː
नुमाइंदगी	nʊmɑːɪnd̪əɡiː
नुमाइंदा	nʊmɑːɪnd̪ɑː
नुमाइश	nʊmɑːɪʃ
नुसख़ा	nʊskʰɑː
नुसख़ा	nʊsxɑː
नुस्ख़ा	nʊskʰɑː
नुस्ख़ा	nʊsxɑː
नुस्खा	nʊskʰɑː
नूर	nuːɾ
नूह	nuːʱ
नृत्त	nɾɪt̪t̪
नृत्य	nɾɪt̪jə
ने	neː
नेक	neːk
नेकटाई	neːkʈɑːiː
नेकदिल	neːkd̪ɪl
नेकी	neːkiː
नेटवर्क	neːʈʋəɾk
नेतन्याहू	neːt̪ənjɑːɦuː
नेता	neːt̪ɑː
नेतृत्व	neːt̪ɾɪt̪ʋ
नेत्र	neːt̪ɾ
नेत्रिका	neːt̪ɾɪkɑː
नेपथ्य	neːpət̪ʰj
नेपाल	neːpɑːl
नेपालगंज	neːpɑːlɡəɲd͡ʒ
नेपाली	neːpɑːliː
नेम	neːm
नेल्लोर	neːlloːɾ
नेवला	neːʋlɑː
नेस्तनाबूद	neːst̪ənɑːbuːd̪
नैन	nɛːn
नॉर्वे	nɔːɾʋeː
नोएडा	noːeːɖɑː
नोचना	noːt͡ʃnɑː
नोट	noːʈ
नोटबंदी	noːʈbənd̪iː
नोटबुक	noːʈbʊk
नोनी	noːniː
नौ	nɔː
नौकर	nɔːkəɾ
नौकरशाही	nɔːkəɾʃɑːɦiː
नौका	nɔːkɑː
नौजवान	nɔːd͡ʒəʋɑːn
नौबत	nɔːbət̪
नौसेना	nɔːseːnɑː
न्याय	njɑːj
न्यायपालिका	njɑːjpɑːlɪkɑː
न्यायशास्त्र	njɑːjʃɑːst̪ɾ
न्यायिक	njɑːjɪk
न्यारा	njɑːɾɑː
न्यास	njɑːs
न्यूज़	njuːz
न्यूज़ीलैण्ड	njuːziːlɛːnɖ
न्यूनतम	njuːnt̪əm
न्योता	njoːt̪ɑː
प	pə
पंक्ति	pəŋkt̪iː
पंखा	pəŋkʰɑː
पंखावाला	pəŋkʰɑːʋɑːlɑː
पंगु	pəŋɡuː
पंचशील	pəɲt͡ʃʃiːl
पंचायत	pəɲt͡ʃɑːjət̪
पंचायती	pəɲt͡ʃɑːjət̪iː
पंछी	pəɲt͡ʃʰiː
पंजा	pəɲd͡ʒɑː
पंजाब	pəɲd͡ʒɑːb
पंजाबी	pəɲd͡ʒɑːbiː
पंजीकरण	pəɲd͡ʒiːkəɾən
पंडाल	pənɖɑːl
पंडित	pənɖɪt̪
पंसारी	pənsɑːɾiː
पकड़	pəkəɽ
पकड़ना	pəkəɽnɑː
पकवान	pəkʋɑːn
पकाना	pəkɑːnɑː
पकोड़ा	pəkoːɽɑː
पक्का	pəkkɑː
पक्ष	pəkʃ
पक्षधर	pəkʃd̪ʱəɾ
पक्षपात	pəkʃpɑːt̪
पक्षपातपूर्ण	pəkʃpɑːt̪puːɾn
पखवाड़ा	pəkʰʋɑːɽɑː
पखेरू	pəkʰeːɾuː
पगडंडी	pəɡɖənɖiː
पगला	pəɡlɑː
पगोडा	pəɡoɖaː
पचना	pət͡ʃnɑː
पचपन	pət͡ʃpən
पचहत्तर	pət͡ʃʰət̪t̪əɾ
पचानवे	pət͡ʃɑːnʋeː
पचाना	pət͡ʃɑːnɑː
पचास	pət͡ʃɑːs
पचासी	pət͡ʃɑːsiː
पच्चीस	pət͡ʃt͡ʃiːs
पच्चीस	pət͡ʃt͡ʃɪs
पछताना	pət͡ʃʰt̪ɑːnɑː
पछत्तर	pət͡ʃʰət̪t̪əɾ
पछाँई	pət͡ʃʰɑ̃ːiː
पछाड़ना	pət͡ʃʰɑːɽnɑː
पटकना	pəʈəknɑː
पटका	pəʈkɑː
पटना	pəʈnɑː
पटरी	pəʈɾiː
पटवारी	pəʈʋɑːɾiː
पटाका	pəʈɑːkɑː
पटाखा	pəʈɑːkʰɑː
पटेल	pəʈeːl
पट्टा	pəʈʈɑː
पट्टी	pəʈʈiː
पट्ठा	pəʈʈʰɑː
पठान	pəʈʰɑːn
पठानकोट	pəʈʰɑːnkoːʈ
पड़ताल	pəɽt̪ɑːl
पड़ना	pəɽnɑː
पड़ाना	pəɽɑːnɑː
पड़ोस	pəɽoːs
पड़ोसिन	pəɽoːsɪn
पढ़ना	pəɽʱnɑː
पढ़ाई	pəɽʱɑːiː
पणजी	pənd͡ʒiː
पतंगबाज़	pət̪əŋɡbɑːz
पतंगबाज़ी	pət̪əŋɡbɑːziː
पतला	pət̪lɑː
पतलू	pət̪luː
पतलून	pət̪luːn
पताका	pət̪ɑːkɑː
पतित्व	pət̪ɪt̪ʋ
पतीला	pət̪iːlɑː
पत्ती	pətːiː
पत्तीदार	pət̪t̪iːd̪ɑːɾ
पत्थर	pət̪t̪ʰəɾ
पत्थरबाज़	pət̪t̪ʰəɾbɑːz
पत्थरबाज़ी	pət̪t̪ʰəɾbɑːziː
पत्र	pət̪ɾ
पत्रवाहक	pət̪ɾəʋɑːɦək
पथरीला	pət̪ʰɾiːlɑː
पदक	pəd̪ək
पदयात्रा	pəd̪jɑːt̪ɾɑː
पदवी	pəd̪ʋiː
पदाधिकारी	pəd̪ɑːd̪ʱɪkɑːɾiː
पदोन्नत	pəd̪oːnnət̪
पद्धति	pəd̪d̪ʱət̪iː
पद्मावत	pəd̪mɑːʋət̪
पधारना	pəd̪ʱɑːɾnɑː
पनडुब्बी	pənɖʊbbiː
पनपना	pənəpnɑː
पनामा	pənɑːmɑː
पनाह	pənɑːʱ
पनाहगाह	pənɑːʱɡɑːʱ
पनीर	pəniːɾ
पन्द्रह	pənd̪ɾəʱ
पन्ना	pənnɑː
पपनी	pəpniː
पपीता	pəpiːt̪ɑː
पपीहा	pəpiːɦɑː
पब	pəb
पयाम	pəjɑːm
पर	pəɾ
परंतु	pəɾənt̪uː
परंपरागत	pəɾəmpəɾɑːɡət̪
परख	pəɾəkʰ
परखना	pəɾəkʰnɑː
परचम	pəɾt͡ʃəm
परछाईं	pəɾt͡ʃʰɑːĩː
परजन	pəɾd͡ʒən
परदेश	pəɾd̪eːʃ
परदेशी	pəɾd̪eːʃiː
परनिंदा	pəɾnɪnd̪ɑː
परन्दा	pəɾənd̪ɑː
परमाणविक	pəɾmɑːnʋɪk
परमाणु	pəɾmɑːnuː
परवरिश	pəɾʋəɾɪʃ
परवाज़	pəɾʋɑːz
परवानगी	pəɾʋɑːnɡiː
परवाना	pəɾʋɑːnɑː
परवाह	pəɾʋɑːʱ
परसर्ग	pəɾsəɾɡ
परस्पर	pəɾəspəɾ
परात	pəɾɑːt̪
परामर्श	pəɾɑːməɾʃ
पराया	pəɾɑːjɑː
परावर्तन	pəɾɑːʋəɾt̪ən
परास्त	pəɾɑːst̪
परिंदा	pəɾɪnd̪ɑː
परिकलित्र	pəɾɪkəlɪt̪ɾ
परिक्रमा	pəɾɪkɾəmɑː
परिचय	pəɾɪt͡ʃəj
परिचालन	pəɾɪt͡ʃɑːlən
परिचित	pəɾɪt͡ʃɪt̪
परिणाम	pəɾɪnɑːm
परिणामस्वरूप	pəɾɪnɑːmsʋəɾuːp
परित्यक्त	pəɾɪt̪jəkt̪
परिदृश्य	pəɾɪd̪ɾɪʃj
परिधि	pəɾɪd̪ʱiː
परिपाटी	pəɾɪpɑːʈiː
परिपूर्ण	pəɾɪpuːɾn
परिभाषा	pərɪbʱaːʃaː
परिभाषित	pəɾɪbʱɑːʃɪt̪
परिमाप	pəɾɪmɑːp
परिमार्जित	pəɾɪmɑːɾd͡ʒɪt̪
परियोजना	pəɾiːjoːd͡ʒnɑː
परिरुद्ध	pəɾɪɾʊd̪d̪ʱ
परिवारवाद	pəɾɪʋɑːɾʋɑːd̪
परिषद	pəɾɪʃəd̪
परिसंघ	pəɾɪsəŋɡʱ
परिसंपत्ति	pəɾɪsəmpət̪t̪iː
परिसर	pəɾɪsəɾ
परी	pəɾiː
परीक्षण	pəɾiːkʃən
परीक्षा	pəɾiːkʃɑː
परे	pəɾeː
परोपकार	pəɾoːpkɑːɾ
परोसा	pəɾoːsɑː
पर्ण	pəɾn
पर्थ	pəɾt̪ʰ
पर्याप्त	pəɾjɑːpt̪
पर्याय	pəɾjɑːj
पर्यावरण	pəɾjɑːʋəɾən
पर्युषण	pəɾjʊʃən
पर्व	pəɾʋ
पर्वत	pəɾʋət̪
पल	pəl
पलक	pələk
पलटवार	pələʈʋɑːɾ
पलस्तर	pələst̪əɾ
पलायन	pəlɑːjən
पलीता	pəliːt̪ɑː
पल्लव	pəlləʋ
पशु	pəʃuː
पशुपालक	pəʃʊpɑːlək
पश्चात्	pəʃt͡ʃɑːt̪
पश्चिम	pəʃt͡ʃɪm
पश्चिमी	pəʃt͡ʃɪmiː
पश्मीना	pəʃmiːnɑː
पसंदगी	pəsənd̪ɡiː
पसंदीदा	pəsənd̪iːd̪ɑː
पसरना	pəsəɾnɑː
पसली	pəsliː
पसार	pəsɑːɾ
पसीजना	pəsiːd͡ʒnɑː
पसीना	pəsiːnɑː
पहचान	pɛːʱt͡ʃɑːn
पहचानकर्ता	pɛːʱt͡ʃɑːnkəɾt̪ɑː
पहनना	pɛːʱnnɑː
पहनावा	pɛːʱnɑːʋɑː
पहर	peːʱɾ
पहरा	pɛːʱɾɑː
पहरेदार	pɛːʱɾeːd̪ɑːɾ
पहल	pɛːʱl
पहलवानी	pɛːʱlʋɑːniː
पहला	pɛːʱlɑː
पहलू	pɛːʱluː
पहले	pɛːʱleː
पहाड़	pəɦɑːɽ
पहिया	pəɦiːjɑː
पहिया	pəiːjɑː
पहुँचना	pəɦʊ̃t͡ʃnɑː
पहुँचाना	pəɦʊ̃t͡ʃɑːnɑː
पहेली	pəɦeːliː
पाँच	pɑ̃ːt͡ʃ
पाँचवां	pɑ̃ːt͡ʃʋɑ̃ː
पाँव	pɑ̃ːʋ
पांच	pɑːɲt͡ʃ
पाई	pɑːiː
पाउंड	pɑːʊnɖ
पाक	pɑːk
पाकपत्तन	pɑːkpət̪t̪ən
पाकिस्तान	pɑːkɪst̪ɑːn
पागल	pɑːɡəl
पाचन	pɑːt͡ʃən
पाजामा	pad͡ʒama
पाजी	pɑːd͡ʒiː
पाटन	pɑːʈən
पाठक	pɑːʈʰək
पाठ्य	pɑːʈʰj
पाठ्यक्रम	pɑːʈʰjəkɾəm
पाठ्यपुस्तक	pɑːʈʰjəpʊst̪ək
पात्र	pɑːt̪ɾ
पाथना	pɑːt̪ʰnɑː
पादप	pɑːd̪əp
पादरी	pɑːd̪ɾiː
पान	pɑːn
पाना	pɑːnɑː
पानी	pɑːniː
पापड़	pɑːpəɽ
पाबंद	pɑːbənd̪
पाबंदी	pɑːbənd̪iː
पायदान	pɑːjd̪ɑːn
पायल	pɑːjəl
पायस	pɑːjəs
पार	pɑːɾ
पारगम्य	pɑːɾɡəmj
पारगम्यता	pɑːɾɡəmjət̪ɑː
पारदर्शी	pɑːɾd̪əɾʃiː
पारसी	pɑːɾsiː
पारसेक	pɑːɾseːk
पारित	pɑːɾɪt̪
पारिवारिक	pɑːɾɪʋɑːɾɪk
पारिश्रमिक	pɑːɾɪʃɾəmɪk
पारी	pɑːɾiː
पार्क	pɑːɾk
पार्श्वसरट	pɑːɾʃʋsəɾəʈ
पालकी	pɑːlkiː
पालतू	pɑːlt̪uː
पालथी	pɑːlt̪ʰiː
पालना	pɑːlnɑː
पाशा	pɑːʃɑː
पाशुपत	pɑːʃʊpət̪
पाश्चात्य	pɑːʃt͡ʃɑːt̪j
