.f	ʔɛf
twt	təwoːt
twt	tawaːtij
twt	tawaːtij
twt	təwaːtəʔ
twt	təwoːt
twt	tuːt
twy	tuːiː
twꜣ	tuːɑ
tyts	tiːtɛs
tḫj	tɛxi
tḫn	tɛxɛn
tꜣ	taʀ
tꜣ	taʀ
tꜣ	taʔ
tꜣ	taʀ
tꜣ	taʀ
tꜣ	taʔ
tꜣ	tɑ
tꜣ	tiʀ
tꜣ	tiʀ
tꜣ	təʔ
tꜣ	tiʀ
tꜣ	tiʀ
tꜣ	təʔ
tꜣ	tɑ
tꜣhꜣrqꜣ	tɑhɑrkɑ
tꜣj	tɑi
tꜣw	taʀwaw
tꜣw	taʀwaw
tꜣw	toːw
tꜣw	taʀwaw
tꜣw	taʀwaw
tꜣw	toːw
tꜣw	tɑuː
tꜣy	tɑiː
tꜣš	taʀaʃ
tꜣš	taʀaʃ
tꜣš	təʔaʃ
tꜣš	taʀaʃ
tꜣš	taʀaʃ
tꜣš	təʔaʃ
tꜣš	tɑʃ
w	uː
wbn	wɛbɛn
wbnw	wɛbnuː
wbḫ	wabaχ
wbḫ	wabaχ
wbḫ	wəβaχ
wbḫ	wabaχ
wbḫ	wabaχ
wbḫ	wəβaχ
wbḫ	wɛbɛx
wbꜣ	wɛbɑ
wbꜣyt	wɛbɑiːt
wdfj	wɛdɛfi
wdj	wɛdi
wdn	wɛdɛn
wdpw	wɛdpuː
wdḥw	wɛdɛħuː
wfj	wɛfi
wgg	wɛɡɛɡ
wj	wi
wjn	win
wjꜣ	wiɑ
wmt	wɛmɛt
wmwt	wɛmuːt
wn	wɛn
wn	wan
wn	wɛn
wnb	wɛnɛb
wngbw	wɛnɛɡbuː
wnj	wɛni
wnjs	wɛnis
wnm	waːnam
wnm	waːnam
wnm	woːnəm
wnm	waːnam
wnm	waːnam
wnm	woːnəm
wnm	wɛnɛm
wnmj	wɛnmi
wnmt	wɛnmɛt
wnmw	wɛnɛmuː
wnn	wɛnɛn
wnnt	wɛnɛnɛt
wnt	wɛnɛt
wnwn	wɛnuːn
wnwt	wVnaːwat
wnwt	wVnaːwaʔ
wnwt	wənoːwə
wnwt	wVnaːwat
wnwt	wVnaːwaʔ
wnwt	wənoːwə
wnwt	wɛnuːt
wnḏw	wɛnd͡ʒuː
wnḏwt	wɛnɛd͡ʒuːt
wpj	wɛpi
wprt	wɛprɛt
wps	wɛpɛs
wpt	wɛpɛt
wpw	wɛpuː
wpwt	wapwut
wpwt	wapwuʔ
wpwt	wapwə
wpwt	wapwut
wpwt	wapwuʔ
wpwt	wapwə
wpwt	wɛpuːt
wpwtj	wapwuːtij
wpwtj	wapwuːtij
wpwtj	wəpweːt
wpwtj	wapwuːtij
wpwtj	wapwutjVw
wpwtj	wapwuːtij
wpwtj	wapwutjVw
wpwtj	wəpweːt
wpwtj	wəpwøtj
wpwtj	wɛpuːti
wr	wuːɾaw
wr	wuːɾaw
wr	weːɾ
wr	wuːɾaw
wr	wuːɾaw
wr	weːɾ
wr	wɛr
wrr	waɾaɾ
wrr	waɾaʔ
wrr	wəɾaʔ
wrr	waɾaɾ
wrr	waɾaʔ
wrr	wəɾaʔ
wrr	wɛrɛr
wrrt	wVɾiɾjVt
wrrt	wVɾiʔjVʔ
wrrt	wəɾeʔjə
wrrt	wVɾiɾjVt
wrrt	wVɾiʔjVʔ
wrrt	wəɾeʔjə
wrrt	wɛrɛrɛt
wrryt	wɛrɛriːt
wrs	wɛrɛs
wrt	wɛrɛt
wrt	wuːɾat
wrt	wuːɾaʔ
wrt	weːɾə
wrt	wuːɾat
wrt	wuːɾaʔ
wrt	weːɾə
wrt	wɛrɛt
wrš	wɛrɛʃ
wršy	wɛrʃiː
wrḥ	wɛrɛħ
ws	wɛs
wsjr	wasjiːɾit
wsjr	wasjiːɾiʔ
wsjr	wəsʔiːɾaʔ
wsjr	wəsiːɾə
wsjr	wasjiːɾit
wsjr	wasjiːɾiʔ
wsjr	wəsʔiːɾaʔ
wsjr	wəsiːɾə
wsjr	wɛsir
wsn	wɛsɛn
wspjsyns	wɛspisiːnɛs
wsr	wɛsɛr
wsrw	wɛsɛruː
wsḫ	wɛsɛx
wsḫt	wisχat
wsḫt	wisχaʔ
wsḫt	wesχə
wsḫt	wisχat
wsḫt	wisχaʔ
wsḫt	wesχə
wsḫt	wɛsxɛt
wsḫt	wɛsxɛt
wsḫt	wɛsxɛt
wsṯn	wɛst͡ʃɛn
wt	wɛt
wtḫ	wɛtɛx
wtṯ	wɛtɛt͡ʃ
wzfw	wɛzɛfuː
wzš	wɛzɛʃ
wšb	waːʃab
wšb	waːʃab
wšb	woːʃəβ
wšb	waːʃab
wšb	waːʃab
wšb	woːʃəβ
wšb	wɛʃɛb
wšd	waːʃatʼ
wšd	waːʃatʼ
wšd	woːʃətʼ
wšd	waːʃatʼ
wšd	waːʃatʼ
wšd	woːʃətʼ
wšd	wɛʃɛd
wšr	wɛʃɛr
wḏ	wɛd͡ʒ
wḏt	wɛd͡ʒɛt
wḏyt	wɛd͡ʒiːt
wḏꜣ	wɛd͡ʒɑ
wḏꜣ	wɛd͡ʒɑ
wḏꜣt	wɛd͡ʒɑt
wḏꜥ	wɛd͡ʒɑː
wḥm	wɛħɛm
wḥmt	wɛħmɛt
wḥmyt	wɛħmiːt
wḥyt	wɛħiːt
wḥꜣ	wɛħɑ
wḥꜥ	wɛħɑː
wḫdw	wɛxɛduː
wḫt	waχiːʀat
wḫt	waχiːʀaʔ
wḫt	wəχiːʔa
wḫt	wəχeːʔə
wḫt	waχiːʀat
wḫt	waχiːʀaʔ
wḫt	wəχiːʔa
wḫt	wəχeːʔə
wḫt	wɛxɛt
wḫꜣ	wɛxɑ
wṯz	wɛt͡ʃɛz
wꜣ	wɑ
wꜣb	wɑb
wꜣg	wɑɡ
wꜣj	wɑi
wꜣst	wɑsɛt
wꜣsꜣrkn	wɑsɑrkɛn
wꜣt	wɑt
wꜣḥ	wɑħ
wꜣḫj	wɑxi
wꜥ	wuʕʕuw
wꜥ	wuʕʕuw
wꜥ	wuʕʕəʔ
wꜥ	wøʕʕ
wꜥ	wuʕʕuw
wꜥ	wuʕʕuw
wꜥ	wuʕʕəʔ
wꜥ	wøʕʕ
wꜥ	wɑː
wꜥb	waʕab
wꜥb	waʕab
wꜥb	wəʕap
wꜥb	waʕab
wꜥb	waʕba-
wꜥb	waʕab
wꜥb	wəʕap
wꜥb	wɑːb
wꜥb	wɑːb
wꜥb	wiːʕab
wꜥb	wiːʕab
wꜥb	weːʕəp
wꜥb	wiːʕab
wꜥb	wiːʕab
wꜥb	weːʕəp
wꜥb	wɑːb
wꜥf	wɑːf
wꜥr	wɑːr
wꜥrt	wɑːrɛt
wꜥtj	wuʕtij
wꜥtj	wuʕtij
wꜥtj	wəʕteʔ
wꜥtj	wuʕtij
wꜥtj	wuʕtij
wꜥtj	wəʕteʔ
wꜥtj	wɑːti
wꜥꜥw	wɑːʔɑːuː
ypw	iːpuː
yrdwnꜣ	iːrduːnɑ
ysrjꜣr	iːsriɑr
ywnj	iːuːni
yḥ	iːħ
yꜣ	iːɑ
z	zɛ
z	zɑ
z	zuʀ
z	suʀ
z	søʔ
z	zuʀ
z	suʀ
z	søʔ
zbj	zɛbi
zbṯ	zɛbɛt͡ʃ
zft	ziːfat
zft	siːfaʔ
zft	seːfə
zft	ziːfat
zft	siːfaʔ
zft	seːfə
zft	zɛfɛt
zfṯ	zaːfac
zfṯ	saːfaʔ
zfṯ	soːfə
zfṯ	zaːfac
zfṯ	saːfaʔ
zfṯ	soːfə
zfṯ	zɛfɛt͡ʃ
zj	zi
zjn	zin
zjnw	zijnVw
zjnw	sijnVw
zjnw	sejn
zjnw	zijnVw
zjnw	sijnVw
zjnw	sejn
zjnw	zinuː
zkr	zɛkɛr
zmyt	zɛmiːt
zmꜣ	zamaʀ
zmꜣ	samaʀ
zmꜣ	səmoː
zmꜣ	zamaʀ
zmꜣ	samaʀ
zmꜣ	səmoː
zmꜣ	zɛmɑ
zmꜣyt	zɛmɑiːt
zn	zɛn
znf	zinaf
znf	sinaf
znf	sənaf
znf	zinaf
znf	sinaf
znf	sənaf
znf	zɛnɛf
znj	ziːnit
znj	siːniʔ
znj	siːnə
znj	ziːnit
znj	siːniʔ
znj	siːnə
znj	zɛni
znt	zɛnɛt
znḥm	zunħuːmVw
znḥm	sunħuːmVw
znḥm	sənħeːm
znḥm	zunħuːmVw
znḥm	sunħuːmVw
znḥm	sənħeːm
znḥm	zɛnħɛm
zp	zɛp
zpj	zɛpi
zpt	zɛpɛt
zpꜣ	zɛpɑ
zr	zɛr
zt	zut
zt	suʔ
zt	søʔ
zt	zut
zt	suʔ
zt	søʔ
zt	zɛt
zwr	zaːwaɾ
zwr	saːwaj
zwr	soːw
zwr	zaːwaɾ
zwr	saːwaj
zwr	soːw
zwr	zuːr
zwt	zuːt
zy	ziː
zšj	zɛʃi
zšn	zaʃaːʃan
zšn	saːʃan
zšn	soːʃən
zšn	zaʃaːʃan
zšn	saːʃan
zšn	soːʃən
zšn	zɛʃɛn
zšꜣ	zɛʃɑ
zḥ	zɛħ
zḫj	zɛxi
zḫz	zɛxɛz
zẖj	zɛçi
zẖꜣw	zaçʀaw
zẖꜣw	saçʀaw
zẖꜣw	saçʔəʔ
zẖꜣw	saç
zẖꜣw	zaçʀaw
zẖꜣw	zaçʀaːwaw
zẖꜣw	saçʀaw
zẖꜣw	saçʀaːwaw
zẖꜣw	saçʔəʔ
zẖꜣw	səçʔaːjəʔ
zẖꜣw	saç
zẖꜣw	səçoːj
zẖꜣw	zɛçɑuː
zꜣb	zɑb
zꜣt	zɑt
zꜣw	zɑuː
zꜣw	zɑuː
zꜣw	zɑuː
zꜣwtj	zVʀjawtVj
zꜣwtj	sVʀjawtVj
zꜣwtj	səʔjawtəʔ
zꜣwtj	səjawt
zꜣwtj	zVʀjawtVj
zꜣwtj	sVʀjawtVj
zꜣwtj	səʔjawtəʔ
zꜣwtj	səjawt
zꜣwtj	zɑuːti
zꜣy	zɑiː
zꜣṯ	zɑt͡ʃ
zꜣṯw	zɑt͡ʃuː
š	ʃɛ
šbw	ʃɛbuː
šdj	ʃɛdi
šfdw	ʃɛfɛduː
šfj	ʃɛfi
šftw	ʃɛftuː
šfw	ʃɛfuː
šmj	ʃimjVt
šmj	ʃijjVʔ
šmj	ʃə
šmj	ʃimjVt
šmj	ʃijjVʔ
šmj	ʃə
šmj	ʃɛmi
šmm	ʃɛmɛm
šmmt	ʃɛmɛmɛt
šms	ʃimsij
šms	ʃimsij
šms	ʃemsə
šms	ʃimsij
šms	ʃimsij
šms	ʃemsə
šms	ʃɛmɛs
šmsw	ʃɛmsuː
šmswt	ʃɛmsuːt
šmw	ʃaːmaw
šmw	ʃaːmaw
šmw	ʃoːm
šmw	ʃaːmaw
šmw	ʃaːmaw
šmw	ʃoːm
šmw	ʃɛmuː
šmꜥ	ʃɛmɑː
šmꜥw	ʃɛmɑːuː
šmꜥyt	ʃɛmɑːiːt
šn	ʃuːnVj
šn	ʃuːnVj
šn	ʃeːnə
šn	ʃuːnVj
šn	ʃuːnVj
šn	ʃeːnə
šn	ʃɛn
šnbt	ʃɛnbɛt
šnft	ʃinfVt
šnft	ʃinfVʔ
šnft	ʃenfə
šnft	ʃinfVt
šnft	ʃinfVʔ
šnft	ʃenfə
šnft	n
šnft	j
šnft	ʃɛnfɛt
šnj	ʃɛni
šnj	ʃiːnit
šnj	ʃiːniʔ
šnj	ʃiːnə
šnj	ʃiːnit
šnj	ʃiːniʔ
šnj	ʃiːnə
šns	ʃɛnɛs
šnw	ʃɛnuː
šnw	ʃVnuw
šnw	ʃVnuw
šnw	ʃənøʔ
šnw	ʃVnuw
šnw	ʃVnuw
šnw	ʃənøʔ
šnw	ʃɛnuː
šnwt	ʃɛnuːt
šnḏwt	ʃɛnd͡ʒuːt
šnṯ	ʃɛnɛt͡ʃ
šps	ʃɛpɛs
špsj	ʃɛpɛsi
špss	ʃɛpsɛs
špssw	ʃɛpsɛsuː
špst	ʃɛpsɛt
šrr	ʃɛrɛr
šs	ʃɛs
šsm	ʃɛsɛm
šsp	ʃɛsɛp
šsr	ʃɛsɛr
šsꜣw	ʃɛsɑuː
št	ʃit
št	ʃiʔ
št	ʃeʔ
št	ʃit
št	ʃiʔ
št	ʃeʔ
št	ʃɛt
št	ʃɛt
štj	ʃɛti
štꜣ	ʃɛtɑ
štꜣw	ʃɛtɑuː
šw	ʃuː
šwj	ʃuːi
šwt	ʃuːt
šzp	ʃɛzɛp
šzp	ʃaːzap
šzp	ʃaːp
šzp	ʃoːp
šzp	ʃaːzap
šzp	ʃaːp
šzp	ʃoːp
šzpt	ʃɛzpɛt
šꜣ	ʃɑ
šꜣbw	ʃɑbuː
šꜣbꜣkꜣ	ʃɑbɑkɑ
šꜣbꜣtꜣkꜣ	ʃɑbɑtɑkɑ
šꜣd	ʃɑd
šꜣq	ʃɑk
šꜣqb	ʃɑkɛb
šꜣqw	ʃɑkuː
šꜣs	ʃɑs
šꜣsw	ʃɑsuː
šꜣšꜣnq	ʃɑʃɑnɛk
šꜣꜥ	ʃɑʔɑː
šꜥ	ʃɑː
šꜥd	ʃɑːd
šꜥt	ʃɑːt
šꜥwt	ʃɑːuːt
šꜥy	ʃɑːiː
ḏbt	cʼaːbVt
ḏbt	tʼaːbVʔ
ḏbt	tʼoːβə
ḏbt	cʼaːbVt
ḏbt	tʼaːbVʔ
ḏbt	tʼoːβə
ḏbt	d͡ʒɛbɛt
ḏbꜣt	d͡ʒɛbɑt
ḏbꜣw	d͡ʒɛbɑuː
ḏbꜥ	cʼabaʕ
ḏbꜥ	tʼabaʕ
ḏbꜥ	tʼəβaʕ
ḏbꜥ	cʼabaʕ
ḏbꜥ	tʼabaʕ
ḏbꜥ	tʼəβaʕ
ḏbꜥ	d͡ʒɛbɑː
ḏbꜥ	cʼaːbaʕ
ḏbꜥ	d͡ʒɛbɑː
ḏbꜥw	d͡ʒɛbɑːuː
ḏd	cʼaːtʼ
ḏd	t͡ʃʼaːʔ
ḏd	t͡ʃʼoːʔ
ḏd	cʼaːtʼ
ḏd	cʼitʼnu
ḏd	t͡ʃʼaːʔ
ḏd	tʼ
ḏd	t
ḏd	ʔ
ḏd	t͡ʃʼoːʔ
ḏd	d͡ʒɛd
ḏdj	d͡ʒɛdi
ḏdw	d͡ʒɛduː
ḏfd	d͡ʒɛfɛd
ḏfḏ	d͡ʒɛfɛd͡ʒ
ḏfꜣ	d͡ʒɛfɑ
ḏnb	d͡ʒɛnɛb
ḏnnt	d͡ʒɛnɛnɛt
ḏnḥ	d͡ʒɛnɛħ
ḏr	d͡ʒɛr
ḏrj	cʼaɾja-
ḏrj	d͡ʒɛri
ḏrt	cʼaːɾat
ḏrt	tʼaːɾaʔ
ḏrt	tʼoːɾə
ḏrt	cʼaːɾat
ḏrt	tʼaːɾaʔ
ḏrt	tʼoːɾə
ḏrt	d͡ʒɛrɛt
ḏrtj	d͡ʒɛrti
ḏrtjw	d͡ʒɛrtiuː
ḏrw	d͡ʒɛruː
ḏryt	d͡ʒɛriːt
ḏs	d͡ʒɛs
ḏs.f	d͡ʒɛsʔɛf
ḏs.j	d͡ʒɛsʔi
ḏs.k	d͡ʒɛsʔɛk
ḏs.s	d͡ʒɛsʔɛs
ḏsr	d͡ʒɛsɛr
ḏsrt	d͡ʒɛsrɛt
ḏt	d͡ʒɛt
ḏw	cʼaw
ḏw	tʼaw
ḏw	tʼaw
ḏw	cʼaw
ḏw	tʼaw
ḏw	tʼaw
ḏw	d͡ʒuː
ḏwj	d͡ʒuːi
ḏwjw	d͡ʒuːiuː
ḏwt	d͡ʒuːt
ḏḥwtj	cʼaħawtij
ḏḥwtj	tʼaħawtij
ḏḥwtj	tʼəħawt
ḏḥwtj	cʼaħawtij
ḏḥwtj	tʼaħawtij
ḏḥwtj	tʼəħawt
ḏḥwtj	d͡ʒɛħuːti
ḏḥwtt	cʼaħawtat
ḏḥwtt	tʼaħawtaʔ
ḏḥwtt	tʼəħawtə
ḏḥwtt	cʼaħawtat
ḏḥwtt	tʼaħawtaʔ
ḏḥwtt	tʼəħawtə
ḏḥwtt	d͡ʒɛħuːtɛt
ḏꜣ	d͡ʒɑ
ḏꜣdw	d͡ʒɑduː
ḏꜣf	d͡ʒɑf
ḏꜣhꜣ	d͡ʒɑhɑ
ḏꜣj	d͡ʒɑi
ḏꜣjs	d͡ʒɑis
ḏꜣr	d͡ʒɑr
ḏꜣtt	d͡ʒɑtɛt
ḏꜣyt	d͡ʒɑiːt
ḏꜣyw	d͡ʒɑiːuː
ḏꜣḏꜣt	d͡ʒɑd͡ʒɑt
ḏꜥ	d͡ʒɑː
ḏꜥm	d͡ʒɑːm
ḏꜥnt	cʼuʕnat
ḏꜥnt	t͡ʃʼuʕnaʔ
ḏꜥnt	t͡ʃʼøʕnə
ḏꜥnt	cʼuʕnat
ḏꜥnt	t͡ʃʼuʕnaʔ
ḏꜥnt	t͡ʃʼøʕnə
ḏꜥnt	d͡ʒɑːnɛt
ḏꜥr	d͡ʒɑːr
ḥbs	ħabas
ḥbs	ħabas
ḥbs	ħəβas
ḥbs	ħabas
ḥbs	ħabas
ḥbs	ħəβas
ḥbs	ħɛbɛs
ḥbsw	ħɛbɛsuː
ḥbsyt	ħɛbsiːt
ḥbꜣbꜣ	ħɛbɑbɑ
ḥfn	ħɛfɛn
ḥfꜣt	ħɛfɑt
ḥfꜣw	ħafʀaw
ḥfꜣw	ħafʀaw
ḥfꜣw	ħafʔ
ḥfꜣw	ħafʀaw
ḥfꜣw	ħafʀaw
ḥfꜣw	ħafʔ
ḥfꜣw	ħɛfɑuː
ḥkn	ħɛkɛn
ḥknw	ħɛkɛnuː
ḥm	ħɛm
ḥmsj	ħimsit
ḥmsj	ħimsiʔ
ḥmsj	ħemsə
ḥmsj	ħimsit
ḥmsj	ħimsiʔ
ḥmsj	ħemsə
ḥmsj	ħɛmɛsi
ḥmt	ħiːmat
ḥmt	ħiːmaʔ
ḥmt	ħiːmə
ḥmt	ħiːmat
ḥmt	ħijamwat
ḥmt	ħiːmaʔ
ḥmt	ħijamwaʔ
ḥmt	ħiːmə
ḥmt	ħəjamwə
ḥmt	ħɛmɛt
ḥmt	ħɛmɛt
ḥmt	ħɛmɛt
ḥmt	ħɛmɛt
ḥmw	ħɛmuː
ḥmw	ħɛmuː
ḥmw	ħɛmuː
ḥmwt	ħɛmuːt
ḥmww	ħɛmuːʔuː
ḥmꜣt	ħɛmɑt
ḥn	ħɛn
ḥnj	ħɛni
ḥnk	ħɛnɛk
ḥnkyt	ħɛnkiːt
ḥnmmt	ħɛnmɛmɛt
ḥnn	ħɛnɛn
ḥnqt	ħɛnkɛt
ḥns	ħɛnɛs
ḥnt	ħɛnɛt
ḥnw	ħənew
ḥnw	ħɛnuː
ḥnw	ħɛnuː
ḥnw	ħɛnuː
ḥnwt	ħɛnuːt
ḥnꜥ	ħɛnɑː
ḥnꜥj	ħɛnɑːi
ḥnꜥw	ħɛnɑːuː
ḥp	ħujpVw
ḥp	ħujpVw
ḥp	ħøʔp
ḥp	ħujpVw
ḥp	ħujpVw
ḥp	ħøʔp
ḥp	ħɛp
ḥpt	ħɛpɛt
ḥpy	ħɛpiː
ḥqr	ħaqʼaɾ
ḥqr	ħaqʼaʔ
ḥqr	ħəqʼaʔ
ḥqr	ħaqʼaɾ
ḥqr	ħaqʼaʔ
ḥqr	ħəqʼaʔ
ḥqr	ħɛkɛr
ḥqt	ħɛkɛt
ḥqꜣ	ħɛkɑ
ḥqꜣt	ħɛkɑt
ḥr	ħaɾ
ḥr	ħaʔ
ḥr	ħaʔ
ḥr	ħaɾ
ḥr	ħaʔ
ḥr	ħaʔ
ḥr	ħɛr
ḥr	ħaːɾuw
ḥr	ħaːɾuw
ḥr	ħaːɾəʔ
ḥr	ħoːɾə
ḥr	ħaːɾuw
ḥr	ħaːɾuw
ḥr	ħaːɾəʔ
ḥr	ħoːɾə
ḥr	ħɛr
ḥrj	ħaɾij
ḥrj	ħaɾij
ḥrj	ħəɾej
ḥrj	ħaɾij
ḥrj	ħaɾij
ḥrj	ħəɾej
ḥrj	ħɛri
ḥrrt	ħaɾuːɾat
ḥrrt	ħaɾuːɾaʔ
ḥrrt	ħəɾeːɾə
ḥrrt	ħaɾuːɾat
ḥrrt	ħaɾuːɾaʔ
ḥrrt	ħəɾeːɾə
ḥrrt	ħɛrɛrɛt
ḥrt	ħɛrɛt
ḥs	ħɛs
ḥsb	ħɛsɛb
ḥsbwt	ħɛsbuːt
ḥsj	ħɛsi
ḥsq	ħɛsɛk
ḥtj	ħɛti
ḥtm	ħɛtɛm
ḥtp	ħaːtip
ḥtp	ħaːtip
ḥtp	ħoːtəp
ḥtp	ħaːtip
ḥtp	ħaːtip
ḥtp	ħoːtəp
ḥtp	ħɛtɛp
ḥtp	ħotɛp
ḥtpt	ħɛtɛpɛt
ḥtpw	ħɛtɛpuː
ḥtpwt	ħɛtɛpuːt
ḥtrj	ħɛtri
ḥtrw	ħɛtɛruː
ḥtt	ħɛtɛt
ḥtyt	ħɛtiːt
ḥw	ħuː
ḥwj	ħuːi
ḥwn	ħuːn
ḥwnt	ħuːnɛt
ḥwrw	ħuːruː
ḥwt	ħaːwit
ḥwt	ħaːwiʔ
ḥwt	ħoːwə
ḥwt	ħaːwit
ḥwt	ħaːwiʔ
ḥwt	ħoːwə
ḥwt	ħawə
ḥwt	ħəwə
ḥwt	ħuːt
ḥwt	ħuːt
ḥwꜥ	ħuːɑː
ḥz.tj	ħɛzʔti
ḥzj	ħɛzi
ḥzmn	ħɛzmɛn
ḥzt	ħɛzɛt
ḥzꜣ	ħɛzɑ
ḥzꜣt	ħɛzɑt
ḥḏ	ħaːcʼ
ḥḏ	ħaːtʼ
ḥḏ	ħoːtʼ
ḥḏ	ħaːcʼ
ḥḏ	ħaːtʼ
ḥḏ	ħoːtʼ
ḥḏ	ħɛd͡ʒ
ḥḏ	ħicʼ
ḥḏ	ħitʼ
ḥḏ	ħetʼ
ḥḏ	ħicʼ
ḥḏ	ħitʼ
ḥḏ	ħetʼ
ḥḏj	ħɛd͡ʒi
ḥḏt	ħɛd͡ʒɛt
ḥḏt	ħɛd͡ʒɛt
ḥḥ	ħaħ
ḥḥ	ħaħ
ḥḥ	ħaħ
ḥḥ	ħaħ
ḥḥ	ħaħ
ḥḥ	ħaħ
ḥḥ	ħɛħ
ḥḥj	ħɛħi
ḥḥw	ħɛħuː
ḥṯṯt	ħaccat
ḥṯṯt	ħat͡ʃt͡ʃaʔ
ḥṯṯt	ħat͡ʃt͡ʃaʔ
ḥṯṯt	ħaccat
ḥṯṯt	ħat͡ʃt͡ʃaʔ
ḥṯṯt	ħat͡ʃt͡ʃaʔ
ḥṯṯt	ħɛt͡ʃɛt͡ʃɛt
ḥꜣbj	ħɑbi
ḥꜣj	ħɑi
ḥꜣj	ħɑi
ḥꜣp	ħɑp
ḥꜣq	ħɑk
ḥꜣt	ħuːʀit
ḥꜣt	ħuːʀiʔ
ḥꜣt	ħeːʔə
ḥꜣt	ħuːʀit
ḥꜣt	ħuːʀiʔ
ḥꜣt	ħeːʔə
ḥꜣt	ħɑt
ḥꜣt	ħɑt
ḥꜣtj	ħuʀiːtij
ḥꜣtj	ħuʀiːtij
ḥꜣtj	ħeːt
ḥꜣtj	ħuʀiːtij
ḥꜣtj	ħuʀiːtij
ḥꜣtj	ħeːt
ḥꜣtj	ħɑti
ḥꜣtt	ħɑtɛt
ḥꜣw	ħɑuː
ḥꜥb	ħɑːb
ḥꜥj	ħɑːi
ḥꜥpj	ħɑːpi
ḥꜥꜥwt	ħɑːʔɑːuːt
ḫ	xɛ
ḫbj	xɛbi
ḫbzt	xɛbzɛt
ḫbzwt	xɛbzuːt
ḫdj	χiːtʼit
ḫdj	χiːtʼiʔ
ḫdj	χiːtʼə
ḫdj	χiːtʼit
ḫdj	χiːtʼiʔ
ḫdj	χiːtʼə
ḫdj	xɛdi
ḫft	xɛfɛt
ḫftj	xɛfti
ḫftt	xɛfɛtɛt
ḫftw	xɛfɛtuː
ḫfꜥ	xɛfɑː
ḫm	xɛm
ḫmnjw	xɛmniuː
ḫmnnw	xɛmɛnnuː
ḫmnw	χamaːnaw
ḫmnw	χamaːnaw
ḫmnw	χəmaːnəʔ
ḫmnw	χəmoːn
ḫmnw	χamaːnaw
ḫmnw	χamaːnaw
ḫmnw	χəmaːnəʔ
ḫmnw	χəmoːn
ḫmnw	xɛmɛnuː
ḫmnyw	xɛmɛniːuː
ḫmt	xɛmɛt
ḫmtnw	xɛmɛtnuː
ḫmtw	χamtaw
ḫmtw	χamtaw
ḫmtw	χamtəʔ
ḫmtw	χamt
ḫmtw	χamtaw
ḫmtw	χamtaw
ḫmtw	χamtəʔ
ḫmtw	χamt
ḫmtw	xɛmɛtuː
ḫmw	xɛmuː
ḫn	xɛn
ḫnd	xɛnɛd
ḫndw	xɛnduː
ḫnj	xɛni
ḫnms	xɛnmɛs
ḫnp	xɛnɛp
ḫnrt	xɛnrɛt
ḫnrtt	xɛnrɛtɛt
ḫnsw	χansVw
ḫnsw	χansVw
ḫnsw	χansəʔ
ḫnsw	χans
ḫnsw	χansVw
ḫnsw	χansVw
ḫnsw	χansəʔ
ḫnsw	χans
ḫnsw	xɛnsuː
ḫnt	xɛnɛt
ḫntj	xɛnti
ḫntj	xɛnɛti
ḫntw	xɛnɛtuː
ḫntyt	xɛntiːt
ḫnws	xɛnuːs
ḫpj	xɛpi
ḫpr	χaːpaɾ
ḫpr	χaːpaʔ
ḫpr	χoːpə
ḫpr	χaːpaɾ
ḫpr	χaːpaʔ
ḫpr	χoːpə
ḫpr	xɛpɛr
ḫprj	xɛpri
ḫprr	xɛprɛr
ḫprw	χupɾaw
ḫprw	χupɾaw
ḫprw	χøpɾ
ḫprw	χupɾaw
ḫprw	χupiɾwaw
ḫprw	χupɾaw
ḫprw	χupiɾwaw
ḫprw	χøpɾ
ḫprw	χəpeʔɾ
ḫprw	xɛpɛruː
ḫprš	xɛprɛʃ
ḫpš	xɛpɛʃ
ḫr	xɛr
ḫrj	xɛri
ḫrp	xɛrɛp
ḫrpw	xɛrpuː
ḫrw	xɛruː
ḫrw.fj	xɛruːʔfi
ḫrwy	xɛruːiː
ḫrwyw	xɛruːiːuː
ḫryt	xɛriːt
ḫsbḏ	xɛsbɛd͡ʒ
ḫsf	xɛsɛf
ḫsr	xɛsɛr
ḫt	xɛt
ḫtj	xɛti
ḫtm	xɛtɛm
ḫtḫt	xɛtxɛt
ḫtꜣ	xɛtɑ
ḫw	xuː
ḫwd	xuːd
ḫwj	xuːi
ḫwzj	xuːzi
ḫšꜣyꜣrwšꜣ	xɛʃɑiːɑruːʃɑ
ḫḫ	xɛx
ḫꜣb	xɑb
ḫꜣbꜣbꜣšꜣ	xɑbɑbɑʃɑ
ḫꜣj	xɑi
ḫꜣjw	xɑiuː
ḫꜣm	xɑm
ḫꜣrw	χuɾɾaw
ḫꜣrw	χøɾɾ
ḫꜣrw	χuɾɾaw
ḫꜣrw	χøɾɾ
ḫꜣrw	xɑruː
ḫꜣst	xɑsɛt
ḫꜣstjw	xɑstiuː
ḫꜣt	xɑt
ḫꜣtb	xɑtɛb
ḫꜣwj	xɑuːi
ḫꜣwt	xɑuːt
ḫꜣy	xɑiː
ḫꜣz	xɑz
ḫꜣḫ	xɑx
ḫꜣḫꜣ	xɑxɑ
ḫꜣꜥ	χaːʀaʕ
ḫꜣꜥ	χaːʀaʕ
ḫꜣꜥ	χoːʕ
ḫꜣꜥ	χaːʀaʕ
ḫꜣꜥ	χaːʀaʕ
ḫꜣꜥ	χoːʕ
ḫꜣꜥ	xɑʔɑː
