アイアイ	ai-ai
セキュリティ	sekyuriti
セキュリティー	sekyuritī
セキレイ	sekirei
セクシー	sekushī
セクシャル	sekusharu
セクシュアル	sekushuaru
セクション	sekushon
セクター	sekutā
セクマイ	sekumai
セグウェイ	seguwei
セグメント	segumento
セコンド	sekondo
セザンヌ	sezannu
セシウム	seshiumu
ゼタ	zeta-
ゼタバイト	zetabaito
セダン	sedan
セックス	sekkusu
セックスアピール	sekkusuapīru
ゼッケン	zekken
セッション	sesshon
セッター	settā
ゼッタバイト	zettabaito
セット	setto
ゼット	zetto
セットアップ	settoappu
セットリスト	settorisuto
ゼッド	zeddo
ゼニガメ	zenigame
セネガル	senegaru
ゼネコン	zenekon
ゼネラル	zeneraru
ゼビバイト	zebibaito
ゼビビット	zebibitto
セビロ	sebiro
セフレ	sefure
ゼブ	zebu
ゼプト	zeputo-
ゼベダイ	zebedai
セボルガ	seboruga
セミ	semi
ゼミ	zemi
セミナー	seminā
ゼミナール	zemināru
セミロング	semirongu
ゼラチン	zerachin
ゼリー	zerī
セリウム	seriumu
セルビア	serubia
セルフ	serufu
セルフィー	serufī
セルフサービス	serufusābisu
セルフネイル	serufu-neiru
セルフレジ	serufureji
セルロース	serurōsu
セレーナ	serēna
セレーネー	serēnē
セレス	seresu
セレナーデ	serenāde
セレナード	serenādo
セレニティ	sereniti
セレネ	serene
セレブ	serebu
セレブリティー	sereburitī
セレモニー	seremonī
セレン	seren
セロ	sero
セロテープ	serotēpu
セロファン	serofan
セロリ	serori
センサ	sensa
センサー	sensā
センス	sensu
センター	sentā
センチメートル	senchimētoru
センテンス	sentensu
セント	sento
セントポーリア	sentopōria
セントラル	sentoraru
セントルシア	sentorushia
セントロメア	sentoromea
ゼンマイ	zenmai
ゾウ	zō
ソーサー	sōsā
ソーサリー	sōsarī
ソーシャルメディア	sōsharumedia
ソース	sōsu
ソーセージ	sōsēji
ソーダ	sōda
ソート	sōto
ソード	sōdo
ゾービング	zōbingu
ソール	sōru
ソールズベリー	sōruzuberī
ゾーン	zōn
ソカ	soka
ソクズ	sokuzu
ソグディアナ	sogudiana
ソケイ	sokei
ソジュ	soju
ソチ	sochi
ソックス	sokkusu
ソナー	sonā
ソナタ	sonata
ソニー	sonī
ソニックブーム	sonikkubūmu
ソビエト	sobieto
ソファー	sofā
ソフィア	sofia
ソフテニ	sofuteni
ソフトウエア	sofutouea
ソフホーズ	sofuhōzu
ソプラノ	sopurano
ソムタム	somutamu
ソムリエ	somurie
ソリティア	soritia
ソリトン	soriton
ソル	soru
ソルビトール	sorubitōru
ソルフェージュ	sorufēju
ソロ	soro
ソロモン	soromon
ソワカ	sowaka
ソン	son
ゾンビ	zonbi
ソヴェト	soveto
ダーウィニズム	dāwinizumu
ダーウィン	dāwin
ターキー	tākī
ターキン	tākin
ダーク	dāku
ターゲット	tāgetto
タアサイ	tāsai
ターサイ	tāsai
ダース	dāsu
ダーチャ	dācha
ダーツ	dātsu
ターツァイ	tātsai
ダーティ	dāti
ターディオン	tādion
ダート	dāto
ターバン	tāban
タービン	tābin
ダービー	dābī
ターボ	tābo
ターミナル	tāminaru
ターミナルアダプター	tāminaruadaputā
ダームスタチウム	dāmusutachiumu
ダーリン	dārin
ターン	tān
ターンテーブル	tāntēburu
ダーンドル	dāndoru
タイア	taia
ダイア	daia
ダイアグラム	daiaguramu
タイアップ	taiappu
ダイアナ	daiana
ダイアモンド	daiamondo
ダイエット	daietto
ダイオード	daiōdo
タイガ	taiga
ダイコン	daikon
ダイジェスト	daijesuto
ダイズ	daizu
ダイゼン	daizen
ダイダロス	daidarosu
タイツ	taitsu
ダイナマイト	dainamaito
ダイハツ	daihatsu
タイピスト	taipisuto
タイピング	taipingu
タイプ	taipu
タイプフェース	taipufēsu
タイプライター	taipuraitā
タイペイ	taipei
タイポグラフィー	taipogurafī
タイマー	taimā
タイマイ	taimai
タイミング	taimingu
タイム	taimu
タイムシート	taimushīto
タイムセール	taimusēru
タイムライン	taimurain
ダイモーン	daimōn
ダイモン	daimon
タイヤ	taiya
ダイヤ	daiya
ダイヤグラム	daiyaguramu
ダイヤモンド	daiyamondo
ダイヤル	daiyaru
タイル	tairu
ダイン	dain
ダウ	dau
ダウジング	daujingu
タウナギ	taunagi
タウマタファカタンギハンガコアウアウオタマテアポカイフェヌアキタナタフ	taumatafakatangihangakoauauotamateapokaifenuakitanatafu
タウリン	taurin
タウン	taun
ダウン	daun
ダウンクォーク	daunkwōku
ダウンタイム	dauntaimu
ダウンピッキング	daunpikkingu
ダウンロード	daunrōdo
ダエモン	daemon
ダオ	dao
タオル	taoru
タオルケット	taoruketto
タカ	taka
ダカール	dakāru
タキオン	takion
タキシード	takishīdo
タクシー	takushī
タクティクス	takutikusu
タクト	takuto
ダクト	dakuto
タクボクチョウ	takubokuchō
タグ	tagu
ダグラス	dagurasu
タケノコ	takenoko
ダゲスタン	dagesutan
タゲリ	tageri
タコ	tako
ダコタ	dakota
タコマ	takoma
タコライス	takoraisu
タシケント	tashikento
タジキスタン	tajikisutan
ダジャレ	dajare
タスク	tasuku
ダストボックス	dasutobokkusu
ダダイスム	dadaisumu
ダチ	dachi
タチウオ	tachiuo
タチバナ	tachibana
ダチョウ	dachō
ダッカ	dakka
ダックスフント	dakkusufunto
ダックバーグ	dakkubāgu
タッグ	taggu
ダッシュボード	dasshubōdo
タッチ	tatchi
タッチパネル	tatchipaneru
タッチペン	tatchipen
タッピング	tappingu
タテガミイヌ	tategamiinu
タナゴ	tanago
ダニ	dani
ダニエル	danieru
タヌキ	tanuki
タバスコ	tabasuko
タヒチ	tahichi
タヒバリ	tahibari
ダビデ	dabide
ダビング	dabingu
タピオカ	tapioka
タフ	tafu
タフィー	tafī
タフタ	tafuta
ダブステップ	dabusuteppu
タブリーズ	taburīzu
ダブリュー	daburyū
ダブリン	daburin
ダブル	daburu
ダブルス	daburusu
ダブルネガ	daburunega
ダブルネガティブ	daburunegatibu
ダブルミーニング	daburumīningu
タブレット	taburetto
タブロイド	taburoido
タブー	tabū
ダプネー	dapunē
ダボ	dabo
ダマスカス	damasukasu
タマネギ	tamanegi
タマリンド	tamarindo
ダマン	daman
ダミー	damī
ダム	damu
ダメ	dame
ダメージ	damēji
ダメカン	damekan
タモ	tamo
タラ	tara
ダラス	darasu
タラハシー	tarahashī
ダリア	daria
タリウム	tariumu
タリン	tarin
ダルエスサラーム	daruesusarāmu
タルト	taruto
タルパ	tarupa
ダルマザメ	darumazame
ダルマチア	darumachia
ダルムシュタッチウム	darumushutatchiumu
ダルムシュタット	darumushutatto
ダルムスタチウム	darumusutachiumu
ダルメシアン	darumeshian
ダレイオス	dareiosu
タレント	tarento
タロット	tarotto
タワー	tawā
タワレコ	tawareko
タンカー	tankā
タンキニ	tankini
タンク	tanku
タングステン	tangusuten
ダンケルク	dankeruku
タンゴ	tango
ダンゴムシ	dangomushi
ダンサー	dansā
タンザニア	tanzania
ダンジョン	danjon
ダンス	dansu
ダンスホール	dansuhōru
タンチョウ	tanchō
ダンディー	dandī
タントラ	tantora
タンパク	tanpaku
タンパクシツ	tanpakushitsu
タンブラン	tanburan
ダンプ	danpu
ダンベル	danberu
タンペレ	tanpere
タンポポ	tanpopo
チアジン	chiajin
チアゾール	chiazōru
チアリーダー	chiarīdā
チアリーディング	chiarīdingu
チー	chī
チーク	chīku
チーズ	chīzu
チーズケーキ	chīzukēki
チーズバーガー	chīzubāgā
チーター	chītā
チーフ	chīfu
チープ	chīpu
チーム	chīmu
チームプレー	chīmupurē
チームメイト	chīmumeito
チームメート	chīmumēto
チームワーク	chīmuwāku
チェーン	chēn
チェーンソー	chēnsō
チェシャ	chesha
チェシャー	cheshā
チェジュ	cheju
チェスターフィールド	chesutāfīrudo
チェスボクシング	chesubokushingu
チェスボード	chesubōdo
チェダーチーズ	chedāchīzu
チェチェン	chechen
チェッ	che'
チェッカー	chekkā
チェッカーフラッグ	chekkāfuraggu
チェック	chekku
チェックイン	chekkuin
チェックボックス	chekkubokkusu
チェリー	cherī
チェリスト	cherisuto
チェルノブイリ	cherunobuiri
チェン	chen
チオフェン	chiofen
チキン	chikin
チクタク	chikutaku
チチハル	chichiharu
チヂミ	chijimi
チッ	chi'
チック	-chikku
チップ	chippu
チミン	chimin
チャーシュー	chāshū
チャーシューメン	chāshūmen
チャージ	chāji
チャート	chāto
チャーハン	chāhan
チャービル	chābiru
チャーム	chāmu
チャームクォーク	chāmukwōku
チャールストン	chārusuton
チャールズ	chāruzu
チャールダーシュ	chārudāshu
チャイコフスキー	chaikofusukī
チャイナタウン	chainataun
チャイブ	chaibu
チャイム	chaimu
チャイルド	chairudo
チャタヌーガ	chatanūga
チャック	chakku
チャット	chatto
チャツパ	chatsupa
チャド	chado
チャドル	chadoru
チャブ	chabu
チャリ	chari
チャリオット	chariotto
チャリダー	charidā
チャルダッシュ	charudasshu
チャルメラ	charumera
チャレンジ	charenji
チャンコロ	chankoro
チャンス	chansu
チャンネル	channeru
チャンバラ	chanbara
チャンピオン	chanpion
チャンピオンシップ	chanpionshippu
チャンプ	chanpu
チャンプルー	chanpurū
チュートリアル	chūtoriaru
チューニング	chūningu
チューハイ	chūhai
チューバ	chūba
チューブ	chūbu
チューリッヒ	chūrihhi
チューリップ	chūrippu
チューリンゲン	chūringen
チュール	chūru
チュニジア	chunijia
チュニス	chunisu
チュニック	chunikku
チュメニ	chumeni
チュルク	churuku
チョウ	chō
チョウゲンボウ	chōgenbō
チョウチョウ	chōchō
チョーカー	chōkā
チョーク	chōku
チョキ	choki
チョコ	choko
チョコチップ	chokochippu
チョコレート	chokorēto
チョッキ	chokki
チョベリグ	choberigu
チョベリバ	choberiba
チョロギ	chorogi
チョン	chon
チョンガクキムチ	chongaku-kimuchi
チョンガー	chongā
チラシ	chirashi
チラリズム	chirarizumu
チリ	chiri
チリソース	chirisōsu
チロシン	chiroshin
チン	chin
チンカス	chinkasu
チンキ	chinki
チンコ	chinko
チンピラ	chinpira
ツァー	tsā
ツァーリ	tsāri
ツァーリズム	tsārizumu
ツァール	tsāru
ツァイチェン	tsaichen
ツァイチエン	tsaichien
ツァイトガイスト	tsaitogaisuto
ツアー	tsuā
ツアーガイド	tsuāgaido
ツイート	tsuīto
ツイッター	tsuittā
ツイッタラー	tsuittarā
ツイン	tsuin
ツインテ	tsuinte
ツインテール	tsuintēru
ツー	tsū
ツーイーソー	tsūīsō
ツーショット	tsūshotto
ツーソン	tsūson
ツーリング	tsūringu
ツール	tsūru
ツールチップ	tsūruchippu
ツールバー	tsūrubā
ツガ	tsuga
ツキヨミ	tsukiyomi
ツクツクボウシ	tsukutsukubōshi
ツクヨミ	tsukuyomi
ツクリタケ	tsukuritake
ツグミ	tsugumi
ヅケ	zuke
ツタ	tsuta
ツタンカーメン	tsutankāmen
ツチノコ	tsuchinoko
ツチブタ	tsuchibuta
ツッコミ	tsukkomi
ツツガムシ	tsutsugamushi
ツツジ	tsutsuji
ツナ	tsuna
ツバメ	tsubame
ツバメコノシロ	tsubamekonoshiro
ツバル	tsubaru
ツマジロ	tsumajiro
ツリー	tsurī
ツリーリスト	tsurīrisuto
ツリウム	tsuriumu
ツルハシ	tsuruhashi
ツンツン	tsuntsun
ツンドラ	tsundora
ツヴァイハンダー	tsuvaihandā
ディアーナ	diāna
ディアナ	diana
ティアラ	tiara
ティー	tī
ディー	dī
ディーアーナ	dīāna
ティーカップ	tīkappu
ティーシャツ	tīshatsu
ディージェイ	dījei
ディージェー	dījē
ティースプーン	tīsupūn
ディーゼル	dīzeru
ティーターン	tītān
ティーネージャー	tīnējā
ディープフライヤー	dīpufuraiyā
ティーポット	tīpotto
ディーラー	dīrā
ディエゴ	diego
ディクテーション	dikutēshon
ディケー	dikē
ディスカウント	disukaunto
ディスカバー	disukabā
ディスク	disuku
ディスクゴルフ	disukugorufu
ディスクトップ	disukutoppu
ディスケット	disuketto
ディスコ	disuko
ディスコティック	disukotikku
ディスプレイ	disupurei
ディスプレー	disupurē
ディスレクシア	disurekushia
ディズニー	dizunī
ディズニーランド	dizunīrando
ティタン	titan
ティッシュ	tisshu
ティッシュペーパー	tisshupēpā
ディティール	ditīru
ディナール	dināru
ティファナ	tifana
ティファニー	tifanī
ティフリス	tifurisu
ティミショアラ	timishoara
ティラスポリ	tirasupori
ティラナ	tirana
ディリ	diri
ディル	diru
ディルハム	diruhamu
ディレクター	direkutā
ディレクトリ	direkutori
ディレクトリー	direkutorī
ディンゴ	dingo
ティンパニ	tinpani
ティンプー	tinpū
テイア	teia
テイアー	teiā
デイゴ	deigo
デイサイト	deisaito
テイスト	teisuto
テイラー	teirā
デイヴィッド	deividdo
デウス	deusu
テースト	tēsuto
テーゼ	tēze
テータ	tēta
データ	dēta
データベース	dētabēsu
デーツ	dētsu
テーテュース	tētyūsu
デート	dēto
テーブル	tēburu
テーブルクロス	tēburukurosu
テーブルスプーン	tēburusupūn
テープ	tēpu
テープレコーダー	tēpurekōdā
テーマ	tēma
デーメーテール	dēmētēru
デーモン	dēmon
テーレマコス	tēremakosu
デーンロウ	dēnrō
デーヴァナーガリー	dēvanāgarī
デオドラント	deodoranto
デカ	deka-
デカグラム	dekaguramu
デカチチ	dekachichi
デカチン	dekachin
デカン	dekan
テキーラ	tekīra
デキストリン	dekisutorin
テキパキ	tekipaki
テクスト	tekusuto
テクトニクス	tekutonikusu
テクニカル	tekunikaru
テクニック	tekunikku
テクネチウム	tekunechiumu
テクノ	tekuno
テクノロジー	tekunorojī
テグシガルパ	tegushigarupa
デコイ	dekoi
デコトラ	dekotora
デコレーション	dekorēshon
デザイナー	dezainā
デザイン	dezain
デザート	dezāto
デシ	deshi-
デシリットル	deshirittoru
デジカメ	dejikame
デジタル	dejitaru
デスク	desuku
デスクトップ	desukutoppu
テスト	tesuto
テストステロン	tesutosuteron
デストラクタ	desutorakuta
デッキ	dekki
テックス	tekkusu
デッサン	dessan
テッチャン	tetchan
デッドボール	deddobōru
テッポウウオ	teppōuo
テッポウエビ	teppōebi
テッポウユリ	teppōyuri
テテュス	tetyusu
デディケーション	dedikēshon
テトリス	tetorisu
デトロイト	detoroito
テナー	tenā
テナガザル	tenagazaru
テナント	tenanto
デニール	denīru
デニッシュ	denisshu
デニム	denimu
テネシー	teneshī
デネブ	denebu
テノール	tenōru
デバイス	debaisu
デバッガ	debagga
デバッガー	debaggā
デバッグ	debaggu
デパコス	depakosu
デパート	depāto
テビバイト	tebibaito
テビビット	tebibitto
デビュー	debyū
デビュタント	debyutanto
デビル	debiru
デフォ	defo
デフォルト	deforuto
デフォルマシオン	deforumashion
デフォルメ	deforume
デフレ	defure
デフレーション	defurēshon
デブ	debu
デブリ	deburi
テヘラン	teheran
デボン	debon
デポジット	depojitto
デマ	dema
テメ	teme
デメテル	demeteru
デメリット	demeritto
デモ	demo
デモーニッシュ	demōnisshu
デモン	demon
デモンストレーション	demonsutorēshon
デュース	dyūsu
デューテリウム	dyūteriumu
テューバ	tyūba
テュール	tyūru
デュエット	dyuetto
デュエル	dyueru
テラ	tera-
デラウェア	derawea
デラウェアシティ	deraweashiti
テラバイト	terabaito
デリー	derī
デリケート	derikēto
デリバティブ	deribatibu
デリバリー	deribarī
デリヘル	deriheru
テリヤ	teriya
テルアビブ	teruabibu
デルタ	deruta
テルビウム	terubiumu
テルプシコラ	terupushikora
テルプシコラー	terupushikorā
テルプシコレ	terupushikore
テルプシコレー	terupushikorē
テルペン	terupen
テルル	teruru
テレカ	tereka
テレクラ	terekura
テレコム	terekomu
テレストレーター	teresutorētā
テレタイプ	teretaipu
テレックス	terekkusu
デレデレ	deredere
テレパシー	terepashī
テレビジョン	terebijon
テレホン	terehon
テレポーテーション	terepōtēshon
テレマコス	teremakosu
テロ	tero
テロップ	teroppu
テロメア	teromea
テロリズム	terorizumu
デンキウナギ	denkiunagi
テングタケ	tengutake
テンション	tenshon
デンジャラス	denjarasu
テント	tento
テントウムシダマシ	tentō-mushi-damashi
デンバー	denbā
テンプラ	tenpura
テンプレ	tenpure
テンプレート	tenpurēto
テンペ	tenpe
テンポ	tenpo
デンマーク	denmāku
デヴォン	devon
ド	do-
ドア	doa
ドアスコープ	doasukōpu
ドイツ	doitsu
トイレ	toire
トイレット	toiretto
ドゥーマ	dūma
トゥールーズ	tūrūzu
ドゥーワップ	dūwappu
トゥエルブ	tuerubu
トゥエルヴ	tueruvu
トゥグラ	tugura
トゥグルグ	tugurugu
ドゥシャンベ	dushanbe
トゥルク	turuku
トウヒ	tōhi
トウモロコシ	tōmorokoshi
トーキー	tōkī
トーク	tōku
トークン	tōkun
トーゴ	tōgo
トースター	tōsutā
トースト	tōsuto
トータル	tōtaru
トーチ	tōchi
トーチカ	tōchika
トーテミズム	tōtemizumu
トーテム	tōtemu
トート	tōto
トートロジー	tōtorojī
ドードー	dōdō
ドーナッツ	dōnattsu
ドーナツ	dōnatsu
トーナメント	tōnamento
トーニ	tōni
ドーハ	dōha
ドーバー	dōbā
ドーパミン	dōpamin
ドーピング	dōpingu
トーベイ	tōbei
トーマス	tōmasu
ドーム	dōmu
トール	tōru
ドール	dōru
ドールハウス	dōruhausu
トカゲ	tokage
トガリネズミ	togarinezumi
トキ	toki
トキシン	tokishin
ドキドキ	dokidoki
ドキュメンタリー	dokyumentarī
ドギーバッグ	dogībaggu
ドクダミ	dokudami
トグル	toguru
トコジラミ	tokojirami
トコムシ	tokomushi
トコロテン	tokoroten
ドジ	doji
ドス	dosu-
トスカーナ	tosukāna
ドタキャン	dotakyan
トタン	totan
ドッキリ	dokkiri
ドッジボール	dojjibōru
ドッチボール	dotchibōru
トッテナム	tottenamu
トッピング	toppingu
トップ	toppu
トップクォーク	toppukwōku
トップレス	toppuresu
ドッペルゲンガー	dopperugengā
トト	toto
トトナム	totonamu
トド	todo
ドドマ	dodoma
ドナー	donā
トナカイ	tonakai
ドナテッロ	donaterro
ドナルド	donarudo
トネリコ	toneriko
トノサマガエル	tonosamagaeru
ドバイ	dobai
ドビュッシー	dobyusshī
トビリシ	tobirishi
トピック	topikku
ドブニウム	dobuniumu
ドベ	dobe
トポロジー	toporojī
トマト	tomato
トマホーク	tomahōku
ドミニカ	dominika
トム	tomu
トムヤムクン	tomuyamukun
ドメイン	domein
トモグラフィー	tomogurafī
トヨタ	toyota
トラ	tora
ドライアイス	doraiaisu
ドライアド	doraiado
トライアル	toraiaru
トライアングル	toraianguru
トライアンドエラー	torai-ando-erā
ドライバー	doraibā
ドライフルーツ	doraifurūtsu
ドライブ	doraibu
ドライブイン	doraibuin
ドライブウェイ	doraibuwei
ドライブスルー	doraibusurū
ドラウプニル	doraupuniru
ドラキュラ	dorakyura
トラクター	torakutā
ドラクマ	dorakuma
ドラゴン	doragon
ドラゴンフルーツ	doragonfurūtsu
トラック	torakku
トラックバック	torakkubakku
トラネコ	toraneko
トラフィック	torafikku
トラフズク	torafuzuku
ドラフト	dorafuto
トラブル	toraburu
トラブルシュータ	toraburushūta
トラブルシューター	toraburushūtā
トラブルシューティング	toraburushūtingu
トラブルメーカー	toraburumēkā
トラベラーズチェック	toraberāzuchekku
ドラマ	dorama
ドラマー	doramā
トラム	toramu
ドラム	doramu
トランク	toranku
トランザクション	toranzakushon
トランシーバー	toranshībā
トランシルバニア	toranshirubania
トランジスター	toranjisutā
トランスジェンダー	toransujendā
トランスセクシャル	toransusekusharu
トランスフォビア	toransufobia
トランスミッタ	toransumitta
トランスミッター	toransumittā
トランスモダン	toransumodan
トランプゲーム	toranpugēmu
トランペット	toranpetto
トランポリン	toranporin
ドリア	doria
ドリアード	doriādo
ドリアン	dorian
ドリーム	dorīmu
トリエンナーレ	toriennāre
トリカブト	torikabuto
トリガー	torigā
トリコット	torikotto
トリック	torikku
ドリップ	dorippu
トリプラ	toripura
トリポリ	toripori
トリヤッチ	toriyatchi
ドリュアス	doryuasu
トリュフ	toryufu
ドリル	doriru
ドリンク	dorinku
ドル	doru
ドルイド	doruido
トルク	toruku
トルクメニスタン	torukumenisutan
トルティーヤ	torutīya
トルマリン	torumarin
ドレイン	dorein
トレー	torē
トレーシングペーパー	torēshingupēpā
トレース	torēsu
トレーナー	torēnā
トレーニング	torēningu
トレーラー	torērā
ドレス	doresu
ドレスコード	doresukōdo
ドレスデン	doresuden
ドレスメーカー	doresumēkā
ドレスメーキング	doresumēkingu
ドレッシング	doresshingu
ドレッドヘア	doreddohea
トレッドミル	toreddomiru
トレパン	torepan
トレブル	toreburu
トレモロ	toremoro
トレンド	torendo
トレンドセッター	torendosettā
トロイ	toroi
トロイカ	toroika
トロール	torōru
トロット	torotto
トロツキズム	torotsukizumu
ドロテア	dorotea
トロピリウム	toropiriumu
トロフィー	torofī
ドロボー	dorobō
トロリーバス	tororībasu
ドワーフ	dowāfu
トン	ton
トンカツ	tonkatsu
トンガ	tonga
トンコリ	tonkori
ドンタク	dontaku
トンデモ	tondemo-
トンネル	tonneru
ドンピシャ	donpisha
トンボ	tonbo
トンボウ	tonbō
ドンマイ	donmai
ナース	nāsu
ナーンタリ	nāntari
ナイーブ	naību
ナイキ	naiki
ナイス	naisu
ナイスショット	naisushotto
ナイター	naitā
ナイトクラブ	naitokurabu
ナイトスタンド	naitosutando
ナイフ	naifu
ナイル	nairu
ナイロビ	nairobi
ナイロン	nairon
ナウル	nauru
ナキウサギ	nakiusagi
ナギ	nagi
ナザレ	nazare
ナシ	nashi
ナショナリズム	nashonarizumu
ナショナル	nashonaru
ナショナルフットボールリーグ	nashonarufuttobōrurīgu
ナズナ	nazuna
ナターシャ	natāsha
ナチ	nachi
ナチス	nachisu
ナックルダスター	nakkurudasutā
ナッソー	nassō
ナツツバキ	natsutsubaki
ナツメヤシ	natsumeyashi
ナデシコ	nadeshiko
ナナフシ	nanafushi
ナノ	nano-
ナノセカンド	nanosekando
ナノメートル	nanomētoru
ナビゲート	nabigēto
ナフサ	nafusa
ナフタリン	nafutarin
ナフタレン	nafutaren
ナフチリジン	nafuchirijin
ナプキン	napukin
ナホトカ	nahotoka
ナポレオン	naporeon
ナマケモノ	namakemono
ナマコ	namako
ナマズ	namazu
ナミビア	namibia
ナムル	namuru
ナメクジ	namekuji
ナメタケ	nametake
ナラガンセット	naragansetto
ナルシシスト	narushishisuto
ナルト	naruto
ナレーション	narēshon
ナレーター	narētā
ナンキン	nankin
ナンキンムシ	nankinmushi
ナンセンス	nansensu
ナンテン	nanten
ナンバー	nanbā
ナンパ	nanpa
ナンプラー	nanpurā
ニアサランド	niasarando
ニアメー	niamē
ニーケー	nīkē
ニーズ	nīzu
ニーソ	nīso
ニート	nīto
ニイニイゼミ	nīnīzemi
ニーノシュク	nīnoshuku
ニイハオ	nīhao
ニーハオ	nīhao
ニウエ	niue
ニエロ	niero
ニオベ	niobe
ニカラグア	nikaragua
ニガー	nigā
ニキビ	nikibi
ニグロ	niguro
ニケ	nike
ニコシア	nikoshia
ニコチン	nikochin
ニコニコ	nikoniko
ニコライ	nikorai
ニゴロブナ	nigorobuna
ニシキヘビ	nishikihebi
ニシコクマルガラス	nishikokumarugarasu
ニシン	nishin
ニジェール	nijēru
ニジマス	nijimasu
ニス	nisu
ニセ	nise
ニセコ	niseko
ニック	nikku
ニックネーム	nikkunēmu
ニット	nitto
ニットキャップ	nittokyappu
ニッパー	nippā
ニッポン	nippon
ニトリル	nitoriru
ニトログリセリン	nitoroguriserin
ニブル	niburu
ニホン	nihon
ニホンウナギ	nihon'unagi
ニホンザル	nihonzaru
ニホンジカ	nihonjika
ニャー	nyā
ニャーニャー	nyānyā
ニャン	nyan
ニヤニヤ	niyaniya
ニュアンス	nyuansu
ニュー	nyū
ニュース	nyūsu
ニュースキャスター	nyūsukyasutā
ニュースデスク	nyūsudesuku
ニュースフラッシュ	nyūsufurasshu
ニュースルーム	nyūsurūmu
ニュースレター	nyūsuretā
ニュータウン	nyūtaun
ニュートラル	nyūtoraru
ニュートリノ	nyūtorino
ニュートン	nyūton
ニューハーフ	nyūhāfu
ニューファン	nyūfan
ニューファンドランド	nyūfandorando
ニューフィー	nyūfī
ニューロン	nyūron
ニラ	nira
ニル	niru
ニルバーナ	nirubāna
ニレ	nire
ニワトコ	niwatoko
ニワトリ	niwatori
ニンジン	ninjin
ニンニク	ninniku
ニンフ	ninfu
ヌアクショット	nuakushotto
ヌー	nū
ヌード	nūdo
ヌードル	nūdoru
ヌカカ	nukaka
ヌクアロファ	nukuarofa
ヌクレオチド	nukureochido
ヌル	nuru
ヌルゲー	nurugē
ヌルゲーマー	nurugēmā
ヌンチャク	nunchaku
ネイリスト	neirisuto
ネイル	neiru
ネーデルラント	nēderuranto
ネーデルランド	nēderurando
ネーム	nēmu
ネオジム	neojimu
ネオダーウィニズム	neodāwinizumu
ネオテニー	neotenī
ネオナチ	neonachi
ネオペイガニズム	neopeiganizumu
ネオン	neon
ネカフェ	nekafe
ネカマ	nekama
ネガ	nega
ネギ	negi
ネクター	nekutā
ネクタイ	nekutai
ネクタリン	nekutarin
ネクロポリス	nekuroporisu
ネクロマンシー	nekuromanshī
ネグロ	neguro
ネコ	neko
ネスト	nesuto
ネズミ	nezumi
ネズミーランド	nezumīrando
ネズミイルカ	nezumiiruka
ネタ	neta
ネタバレ	netabare
ネチズン	nechizun
ネック	nekku
ネッシー	nesshī
ネットサーフィン	nettosāfin
ネットワーク	nettowāku
ネトウヨ	netouyo
ネトゲ	netoge
ネバネバ	nebaneba
ネパール	nepāru
ネピドー	nepidō
ネプチューン	nepuchūn
ネプトゥーヌス	neputūnusu
ネマキ	nemaki
ネル	neru
ノイズ	noizu
ノイローゼ	noirōze
ノウサギ	nousagi
ノウハウ	nōhau
ノオ	nō
ノー	nō
ノーカウント	nōkaunto
ノーカット	nōkatto
ノーコメント	nōkomento
ノーコン	nōkon
ノーサンプトン	nōsanputon
ノーショー	nōshō
ノース	nōsu
ノースリーブ	nōsurību
ノーズ	nōzu
ノート	nōto
ノートブック	nōtobukku
ノード	nōdo
ノーパン	nōpan
ノーフォーク	nōfōku
ノーブラ	nōbura
ノープラン	nō-puran
ノーベリウム	nōberiumu
ノーベル	nōberu
ノーマル	nōmaru
ノーム	nōmu
ノキア	nokia
ノギス	nogisu
ノコギリザメ	nokogirizame
ノスタルジア	nosutarujia
ノスタルジー	nosutarujī
ノック	nokku
ノックノック	nokkunokku
ノット	notto
ノベル	noberu
ノマ	noma
ノミネート	nominēto
ノリッジ	norijji
ノルウェー	noruwē
ノルエピネフリン	noruepinefurin
ノルマ	noruma
ノルマンジー	norumanjī
ノルマンディ	norumandi
ノルマンディー	norumandī
ノロ	noro
ノロジカ	norojika
ノン	non-
ノンケ	nonke
ノンセクション	nonsekushon
ノンフィクション	nonfikushon
ノヴォシビルスク	novoshibirusuku
パ	pa
バー	bā
パー	pā
パーカー	pākā
バーガー	bāgā
パーキング	pākingu
パーク	pāku
パークウェイ	pākuwei
バークリウム	bākuriumu
バークレー	bākurē
ハーグ	hāgu
ハーケン	hāken
ハーケンクロイツ	hākenkuroitsu
バーケンティン	bākentin
バーゲン	bāgen
パーサー	pāsā
バーサス	bāsasu
バージニア	bājinia
バージョン	bājon
パース	pāsu
バースデーカード	bāsudēkādo
パースペクティブ	pāsupekutibu
パーセク	pāseku
パーセント	pāsento
パーソナリティ	pāsonariti
バーチャル	bācharu
バーツ	bātsu
パーツ	pātsu
パーティ	pāti
パーティー	pātī
パーティクル	pātikuru
パーティション	pātishon
ハーテビースト	hātebīsuto
バーテンダー	bātendā
パーディシャー	pādishā
バーデン	bāden
ハーデース	hādēsu
ハート	hāto
バート	bāto
パート	pāto
パートタイム	pāto-taimu
パートナー	pātonā
パートナーシップ	pātonāshippu
ハートフォード	hātofōdo
ハートフル	hātofuru
ハード	hādo
ハードウェア	hādowea
ハードウエア	hādouea
バードウォッチング	bādowotchingu
