アイアイ	ai-ai
ジェファーソンタウン	jefāsontaun
シェフィールド	shefīrudo
ジェラート	jerāto
ジェリー	jerī
ジェル	jeru
シェルター	sherutā
ジェンダー	jendā
ジェンダーフリー	jendāfurī
シエシエ	shieshie
ジエンド	jiendo
シオン	shion
シカ	shika
シカイノシシ	shikainoshishi
シキミ	shikimi
シシ	shishi
シシュフォス	shishufosu
シシュポス	shishuposu
シシリー	shishirī
シジフォス	shijifosu
シスオペ	shisuope
システイン	shisutein
システム	shisutemu
システムキッチン	shisutemukitchin
ジストロフィー	jisutorofī
ジスプロシウム	jisupuroshiumu
シタール	shitāru
シチメンチョウ	shichimenchō
シチュー	shichū
シチュエーション	shichuēshon
シック	shikku
ジッグラト	jiggurato
シッダールタ	shiddāruta
ジッパー	jippā
ジップファスナー	jippufasunā
シティ	shiti
シティー	shitī
シティポップ	shitipoppu
シナモン	shinamon
シナリオ	shinario
シニヨン	shiniyon
ジハード	jihādo
シバ	shiba
ジパング	jipangu
ジビエ	jibie
シフォン	shifon
シフト	shifuto
ジブチ	jibuchi
シベリア	shiberia
シマアジ	shimaaji
シマウマ	shimauma
シマヘビ	shimahebi
シミ	shimi
シミター	shimitā
ジム	jimu
ジムナジウム	jimunajiumu
シャー	shā
シャーデンフロイデ	shādenfuroide
ジャーナル	jānaru
シャーペン	shāpen
シャーロッツヴィル	shārottsuviru
ジャイアント	jaianto
ジャイロスコープ	jairosukōpu
ジャカルタ	jakaruta
ジャガー	jagā
ジャグリング	jaguringu
ジャケット	jaketto
シャゲダン	shagedan
ジャコウネコ	jakōneko
シャシリク	shashiriku
ジャスミン	jasumin
ジャッカル	jakkaru
ジャッキ	jakki
ジャック	jakku
ジャックソン	jakkuson
ジャックポット	jakkupotto
シャッター	shattā
シャットダウン	shattodaun
シャッフル	shaffuru
ジャップ	jappu
シャトル	shatoru
シャドー	shadō
シャドーボクシング	shadōbokushingu
ジャバスクリプト	jabasukuriputo
ジャバルプル	jabarupuru
ジャパン	japan
シャフト	shafuto
シャブ	shabu
ジャマイカ	jamaika
ジャム	jamu
シャラ	shara
シャラソウジュ	sharasōju
シャルトリュー	sharutoryū
シャルムーズ	sharumūzu
シャルル	sharuru
ジャン	jan
ジャングル	janguru
シャンチー	shanchī
シャンハイ	shanhai
ジャンパー	janpā
ジャンプ	janpu
ジュークボックス	jūkubokkusu
シューゲイザー	shūgeizā
ジュージュー	jūjū
ジュース	jūsu
シューズ	shūzu
シュート	shūto
ジュウニヒトエ	jūni-hitoe
シュウマイ	shūmai
シューマイ	shūmai
シュール	shūru
ジュール	jūru
シュールレアリスム	shūrurearisumu
シュタゲ	shutage
ジュニア	junia
ジュネーブ	junēbu
ジュネーヴ	junēvu
ジュバ	juba
シュバシコウ	shubashikō
シュパイアー	shupaiā
ジュピター	jupitā
シュミーズ	shumīzu
シュメール	shumēru
シュラスコ	shurasuko
シュラフ	shurafu
シュラフザック	shurafuzakku
ジョイスティック	joisutikku
ショウガ	shōga
ショウロンポウ	shōronpō
ショー	shō
ショーウィンドウ	shōwindō
ジョーカー	jōkā
ジョーク	jōku
ジョージ	jōji
ジョージア	jōjia
ショーツ	shōtsu
ショートカット	shōtokatto
ショートカットキー	shōtokattokī
ショートストップ	shōtosutoppu
ショービニズム	shōbinizumu
ショールーム	shōrūmu
ショコラ	shokora
ジョセフ	josefu
ショタ	shota
ショタコン	shotakon
ジョッキ	jokki
ショックアブソーバー	shokkuabusōbā
ジョックストラップ	jokkusutorappu
ショット	shotto
ショッピング	shoppingu
ショップ	shoppu
ショパン	shopan
ジョブス	jobusu
ジョブズ	jobuzu
ショベル	shoberu
ジョロウグモ	jorōgumo
ジョン	jon
シラキュース	shirakyūsu
シラバス	shirabasu
ジラフ	jirafu
シラミ	shirami
シリアル	shiriaru
シリーズ	shirīzu
シリウス	shiriusu
シリコーン	shirikōn
シリコン	shirikon
ジリジリ	jirijiri
シリング	shiringu
シリンダー	shirindā
ジルコニウム	jirukoniumu
ジルバ	jiruba
ジレンマ	jirenma
ジロ	jiro
シロイルカ	shiroiruka
シロクマ	shirokuma
ジン	jin
シンガー	shingā
シンガーソングライター	shingāsonguraitā
シンクタンク	shinkutanku
シングル	shinguru
ジングル	jinguru
シングルス	shingurusu
ジンゴイズム	jingoizumu
ジンジャーブレッド	jinjābureddo
シンセポップ	shinsepoppu
シンデレラ	shinderera
シンノリン	shinnorin
シンポジウム	shinpojiumu
ズィ	zi
スィー	sī
ズィー	zī
スイートピー	suītopī
スイセン	suisen
スイッチ	suitchi
スイングドア	suingudoa
スウェーデン	suwēden
スーク	sūku
スーツ	sūtsu
スーツケース	sūtsukēsu
スート	sūto
スーパーインポーズ	sūpāinpōzu
スーパースター	sūpāsutā
スーパーマン	sūpāman
スーフィズム	sūfizumu
スープ	sūpu
スープレックス	sūpurekkusu
スエット	suetto
スカ	suka
スカート	sukāto
スカーフ	sukāfu
スカトロ	sukatoro
スカンジウム	sukanjiumu
スキー	sukī
スキッドマーク	sukiddomāku
スキャナ	sukyana
スキンシップ	sukinshippu
スクーター	sukūtā
スクラム	sukuramu
スクリーン	sukurīn
スクリーンショット	sukurīnshotto
スクリーンテスト	sukurīntesuto
スクリュードライバー	sukuryūdoraibā
スクロース	sukurōsu
スクロールバー	sukurōrubā
ズグロハゲコウ	zugurohagekō
スケート	sukēto
スケートボード	sukētobōdo
スケール	sukēru
スケジュール	sukejūru
スケッチブック	suketchibukku
スコール	sukōru
スコット	sukotto
スサノオ	susanoo
スズ	suzu
スズメバチ	suzumebachi
スター	sutā
スターダスト	sutādasuto
スタートボタン	sutātobotan
スタートレック	sutātorekku
スターバックス	sutābakkusu
スタイルシート	sutairushīto
スタジアム	sutajiamu
スタッカート	sutakkāto
スタティック	sutatikku
スタディー	sutadī
スタンダード	sutandādo
スタンディングオベーション	sutandinguobēshon
スチーブン	suchībun
スチュワード	suchuwādo
ズック	zukku
スッポン	suppon
スッポンモドキ	suppon-modoki
ステアリン	sutearin
スティーブン	sutībun
スティーヴ	sutīvu
スティーヴン	sutīvun
スティック	sutikku
ステーキ	sutēki
ステークス	sutēkusu
ステージ	sutēji
ステータス	sutētasu
ステープラー	sutēpurā
ステキ	suteki
ステッキ	sutekki
ステムグラファー	sutemugurafā
ステラジアン	suterajian
ステンレススチール	sutenresusuchīru
ストア	sutoa
ストーリー	sutōrī
ストーンヘンジ	sutōnhenji
ストップウオッチ	sutoppuuotchi
ストライク	sutoraiku
ストリーキング	sutorīkingu
ストリート	sutorīto
ストリッパー	sutorippā
ストリングス	sutoringusu
ストレージ	sutorēji
ストレート	sutorēto
ストレンジクォーク	sutorenjikwōku
ストロー	sutorō
ストローク	sutorōku
ストロベリー	sutoroberī
スナック	sunakku
スナネコ	sunaneko
スニーカー	sunīkā
スノーグローブ	sunōgurōbu
スノーボード	sunōbōdo
スノボ	sunobo
スバ	suba
ズバズバ	zubazuba
スバル	subaru
スパイス	supaisu
スパイダー	supaidā
スパゲティー	supagetī
スパナ	supana
スパングル	supanguru
スピカ	supika
スピンオフ	supin'ofu
スプレー	supurē
スプーン	supūn
スペリング	superingu
ズボン	zubon
スポット	supotto
スポークスマン	supōkusuman
スマート	sumāto
スミス	sumisu
スムーズ	sumūzu
スメルシ	sumerushi
スモッグ	sumoggu
スラー	surā
スライド	suraido
スラックス	surakkusu
スラッシュ	surasshu
スラブ	surabu
スランプ	suranpu
スラヴ	suravu
スリー	surī
スリーサイズ	surī-saizu
スリーピース	surīpīsu
スリーヴ	surīvu
スリナム	surinamu
スリル	suriru
スループ	surūpu
スルターン	surutān
スルタン	surutan
スルホキシド	suruhokishido
スルホン	suruhon
スルメ	surume
スルメイカ	surumeika
スレ	sure
スレート	surēto
スレッド	sureddo
ズロース	zurōsu
スロヴェニア	surovenia
ズンバ	zunba
セイウチ	seiuchi
セイゴ	seigo
セイレイ	seirei
セイレーン	seirēn
ゼウス	zeusu
ゼータ	zēta
セーフ	sēfu
セーラー	sērā
セールス	sērusu
セールスマン	sērusuman
セオリー	seorī
セキュリティー	sekyuritī
セクシー	sekushī
セクシャル	sekusharu
セクシュアル	sekushuaru
セクション	sekushon
セグメント	segumento
セコンド	sekondo
セシウム	seshiumu
セックス	sekkusu
ゼッケン	zekken
セッター	settā
セット	setto
ゼッド	zeddo
ゼニガメ	zenigame
セネガル	senegaru
ゼネラル	zeneraru
ゼブ	zebu
ゼミナール	zemināru
ゼラチン	zerachin
セリウム	seriumu
セルビア	serubia
セルフィー	serufī
セルフサービス	serufusābisu
セルフネイル	serufu-neiru
セルフレジ	serufureji
セレーナ	serēna
セレーネー	serēnē
セレナーデ	serenāde
セレニティ	sereniti
セレネ	serene
セレブリティー	sereburitī
セロファン	serofan
セロリ	serori
センサ	sensa
センス	sensu
センチメートル	senchimētoru
セント	sento
セントポーリア	sentopōria
セントラル	sentoraru
セントルシア	sentorushia
セントロメア	sentoromea
ゼンマイ	zenmai
ゾウ	zō
ソーサー	sōsā
ソーシャルメディア	sōsharumedia
ソーダ	sōda
ソート	sōto
ゾービング	zōbingu
ソール	sōru
ソールズベリー	sōruzuberī
ゾーン	zōn
ソカ	soka
ソチ	sochi
ソナタ	sonata
ソニー	sonī
ソニックブーム	sonikkubūmu
ソファー	sofā
ソフホーズ	sofuhōzu
ソプラノ	sopurano
ソムタム	somutamu
ソムリエ	somurie
ソリトン	soriton
ソルフェージュ	sorufēju
ソワカ	sowaka
ゾンビ	zonbi
ソヴェト	soveto
ダーウィニズム	dāwinizumu
ダーウィン	dāwin
ターキー	tākī
ターキン	tākin
ダーク	dāku
ターゲット	tāgetto
タアサイ	tāsai
ダーチャ	dācha
ダーティ	dāti
ターディオン	tādion
ダート	dāto
ターバン	tāban
タービン	tābin
ダービー	dābī
ターボ	tābo
ターミナル	tāminaru
ターミナルアダプター	tāminaruadaputā
ダームスタチウム	dāmusutachiumu
ダーリン	dārin
ターン	tān
ダーンドル	dāndoru
ダイアグラム	daiaguramu
ダイエット	daietto
タイガ	taiga
ダイコン	daikon
ダイジェスト	daijesuto
ダイゼン	daizen
ダイダロス	daidarosu
タイツ	taitsu
ダイナマイト	dainamaito
ダイハツ	daihatsu
タイピスト	taipisuto
タイピング	taipingu
タイプ	taipu
タイペイ	taipei
タイマー	taimā
タイマイ	taimai
タイミング	taimingu
タイム	taimu
タイムセール	taimusēru
タイヤ	taiya
ダイヤ	daiya
ダイヤグラム	daiyaguramu
ダイヤモンド	daiyamondo
ダイヤル	daiyaru
タイル	tairu
ダイン	dain
ダウ	dau
ダウジング	daujingu
タウナギ	taunagi
タウン	taun
ダウンタイム	dauntaimu
ダウンピッキング	daunpikkingu
ダウンロード	daunrōdo
ダエモン	daemon
タオル	taoru
タオルケット	taoruketto
タカ	taka
タキシード	takishīdo
タクシー	takushī
タクティクス	takutikusu
タクボクチョウ	takubokuchō
タグ	tagu
ダグラス	dagurasu
タケノコ	takenoko
ダゲスタン	dagesutan
タゲリ	tageri
タコ	tako
ダコタ	dakota
タコマ	takoma
タコライス	takoraisu
タシケント	tashikento
ダジャレ	dajare
タスク	tasuku
ダダイスム	dadaisumu
ダチ	dachi
タチウオ	tachiuo
ダチョウ	dachō
ダッカ	dakka
ダックスフント	dakkusufunto
ダックバーグ	dakkubāgu
タッグ	taggu
ダッシュボード	dasshubōdo
タッチ	tatchi
タッチペン	tatchipen
タテガミイヌ	tategamiinu
ダニ	dani
タヌキ	tanuki
タバスコ	tabasuko
タヒチ	tahichi
タヒバリ	tahibari
タピオカ	tapioka
タフ	tafu
タフィー	tafī
タフタ	tafuta
ダブステップ	dabusuteppu
ダブリュー	daburyū
ダブリン	daburin
ダブル	daburu
ダブルス	daburusu
ダブルネガティブ	daburunegatibu
タブロイド	taburoido
ダプネー	dapunē
ダボ	dabo
タマネギ	tamanegi
タマリンド	tamarindo
ダマン	daman
ダミー	damī
ダム	damu
ダメージ	damēji
タラハシー	tarahashī
タリウム	tariumu
タリン	tarin
タルト	taruto
ダルマチア	darumachia
ダルムシュタッチウム	darumushutatchiumu
ダルムシュタット	darumushutatto
ダルムスタチウム	darumusutachiumu
ダルメシアン	darumeshian
ダレイオス	dareiosu
タワー	tawā
タワレコ	tawareko
タンキニ	tankini
タンク	tanku
タングステン	tangusuten
ダンケルク	dankeruku
ダンサー	dansā
ダンスホール	dansuhōru
タンチョウ	tanchō
ダンディー	dandī
タンパクシツ	tanpakushitsu
タンブラン	tanburan
ダンプ	danpu
タンポポ	tanpopo
チアジン	chiajin
チアゾール	chiazōru
チアリーダー	chiarīdā
チー	chī
チーク	chīku
チーズケーキ	chīzukēki
チーズバーガー	chīzubāgā
チーター	chītā
チーフ	chīfu
チープ	chīpu
チームプレー	chīmupurē
チームメイト	chīmumeito
チームメート	chīmumēto
チェーン	chēn
チェシャ	chesha
チェジュ	cheju
チェダーチーズ	chedāchīzu
チェッカー	chekkā
チェック	chekku
チェックイン	chekkuin
チェックボックス	chekkubokkusu
チェリー	cherī
チェリスト	cherisuto
チヂミ	chijimi
チップ	chippu
チャーシューメン	chāshūmen
チャート	chāto
チャーハン	chāhan
チャービル	chābiru
チャーム	chāmu
チャールズ	chāruzu
チャールダーシュ	chārudāshu
チャイコフスキー	chaikofusukī
チャイナタウン	chainataun
チャイブ	chaibu
チャイルド	chairudo
チャック	chakku
チャット	chatto
チャツパ	chatsupa
チャドル	chadoru
チャリ	chari
チャリオット	chariotto
チャリダー	charidā
チャルダッシュ	charudasshu
チャルメラ	charumera
チャンス	chansu
チャンバラ	chanbara
チャンピオン	chanpion
チャンプ	chanpu
チャンプルー	chanpurū
チュートリアル	chūtoriaru
チューハイ	chūhai
チューバ	chūba
チューブ	chūbu
チューリップ	chūrippu
チューリンゲン	chūringen
チュール	chūru
チュニジア	chunijia
チュニス	chunisu
チュメニ	chumeni
チュルク	churuku
チョウ	chō
チョウチョウ	chōchō
チョコチップ	chokochippu
チョッキ	chokki
チョベリグ	choberigu
チョベリバ	choberiba
チョロギ	chorogi
チョン	chon
チョンガー	chongā
チラシ	chirashi
チラリズム	chirarizumu
チリ	chiri
チリソース	chirisōsu
チン	chin
チンキ	chinki
チンコ	chinko
ツァー	tsā
ツァーリ	tsāri
ツァイチエン	tsaichien
ツアーガイド	tsuāgaido
ツイート	tsuīto
ツイッター	tsuittā
ツイッタラー	tsuittarā
ツインテール	tsuintēru
ツーショット	tsūshotto
ツーソン	tsūson
ツーリング	tsūringu
ツールバー	tsūrubā
ツクリタケ	tsukuritake
ツグミ	tsugumi
ツタ	tsuta
ツタンカーメン	tsutankāmen
ツチノコ	tsuchinoko
ツッコミ	tsukkomi
ツツジ	tsutsuji
ツナ	tsuna
ツバメ	tsubame
ツバメコノシロ	tsubamekonoshiro
ツバル	tsubaru
ツマジロ	tsumajiro
ツリー	tsurī
ツリーリスト	tsurīrisuto
ツリウム	tsuriumu
ツンツン	tsuntsun
ツンドラ	tsundora
ディアーナ	diāna
ディアナ	diana
ディー	dī
ティーカップ	tīkappu
ティーシャツ	tīshatsu
ディージェイ	dījei
ディージェー	dījē
ディーゼル	dīzeru
ティーネージャー	tīnējā
ディーラー	dīrā
ディエゴ	diego
ディクテーション	dikutēshon
ディケー	dikē
ディスカバー	disukabā
ディスクゴルフ	disukugorufu
ディスプレイ	disupurei
ディスレクシア	disurekushia
ディズニー	dizunī
ディズニーランド	dizunīrando
ティタン	titan
ティッシュペーパー	tisshupēpā
ディティール	ditīru
ティファナ	tifana
ティファニー	tifanī
ティフリス	tifurisu
ティミショアラ	timishoara
ティラナ	tirana
ディル	diru
ディレクター	direkutā
テイア	teia
デイサイト	deisaito
デウス	deusu
テースト	tēsuto
データ	dēta
データベース	dētabēsu
デーツ	dētsu
テーテュース	tētyūsu
テーブル	tēburu
テーブルクロス	tēburukurosu
テーブルスプーン	tēburusupūn
デーヴァナーガリー	dēvanāgarī
デオドラント	deodoranto
デカチチ	dekachichi
デカン	dekan
デキストリン	dekisutorin
テクスト	tekusuto
テクトニクス	tekutonikusu
テクニカル	tekunikaru
デコイ	dekoi
デコトラ	dekotora
デコレーション	dekorēshon
デザート	dezāto
デシリットル	deshirittoru
デジカメ	dejikame
デスクトップ	desukutoppu
テスト	tesuto
テストステロン	tesutosuteron
デッキ	dekki
テックス	tekkusu
デッサン	dessan
テッポウウオ	teppōuo
テテュス	tetyusu
デディケーション	dedikēshon
テトリス	tetorisu
テナー	tenā
テナガザル	tenagazaru
テナント	tenanto
デニッシュ	denisshu
デニム	denimu
テネシー	teneshī
テノール	tenōru
デバイス	debaisu
デバッガ	debagga
デバッガー	debaggā
デバッグ	debaggu
デビュー	debyū
デフォ	defo
デフレーション	defurēshon
デブ	debu
デブリ	deburi
デボン	debon
テメ	teme
デメテル	demeteru
デメリット	demeritto
デモーニッシュ	demōnisshu
デモン	demon
デモンストレーション	demonsutorēshon
デューテリウム	dyūteriumu
テューバ	tyūba
テュール	tyūru
デラウェアシティ	deraweashiti
デリー	derī
デリバティブ	deribatibu
デリヘル	deriheru
テルアビブ	teruabibu
デルタ	deruta
テルビウム	terubiumu
テルプシコラ	terupushikora
テルプシコラー	terupushikorā
テルプシコレー	terupushikorē
テレコム	terekomu
テレストレーター	teresutorētā
テレタイプ	teretaipu
デレデレ	deredere
テレビジョン	terebijon
テレマコス	teremakosu
テロリズム	terorizumu
デンキウナギ	denkiunagi
テングタケ	tengutake
デンジャラス	denjarasu
テントウムシダマシ	tentō-mushi-damashi
テンプラ	tenpura
テンプレ	tenpure
テンプレート	tenpurēto
デンマーク	denmāku
デヴォン	devon
ドイツ	doitsu
トイレ	toire
ドゥーワップ	dūwappu
トゥエルブ	tuerubu
トゥエルヴ	tueruvu
トゥグラ	tugura
ドゥシャンベ	dushanbe
トゥルク	turuku
トウヒ	tōhi
トーキー	tōkī
トーク	tōku
トークン	tōkun
トースター	tōsutā
トースト	tōsuto
トータル	tōtaru
トーチ	tōchi
トーチカ	tōchika
トーテミズム	tōtemizumu
トーテム	tōtemu
トート	tōto
トートロジー	tōtorojī
ドードー	dōdō
ドーナッツ	dōnattsu
ドーナツ	dōnatsu
トーナメント	tōnamento
トーニ	tōni
ドーピング	dōpingu
トーベイ	tōbei
ドーム	dōmu
ドール	dōru
ドールハウス	dōruhausu
ドキドキ	dokidoki
トグル	toguru
ドタキャン	dotakyan
トタン	totan
ドッキリ	dokkiri
ドッジボール	dojjibōru
ドッチボール	dotchibōru
トッテナム	tottenamu
トッピング	toppingu
トップ	toppu
トップクォーク	toppukwōku
トップレス	toppuresu
トト	toto
ドドマ	dodoma
トナカイ	tonakai
ドナテッロ	donaterro
ドナルド	donarudo
トノサマガエル	tonosamagaeru
ドバイ	dobai
トビリシ	tobirishi
トピック	topikku
ドベ	dobe
トポロジー	toporojī
トマト	tomato
トマホーク	tomahōku
トム	tomu
ドメイン	domein
トモグラフィー	tomogurafī
ドライアイス	doraiaisu
トライアル	toraiaru
トライアングル	toraianguru
ドライバー	doraibā
ドライブ	doraibu
ドライブウェイ	doraibuwei
ドライブスルー	doraibusurū
ドラウプニル	doraupuniru
ドラキュラ	dorakyura
トラクター	torakutā
ドラクマ	dorakuma
ドラフト	dorafuto
トラブル	toraburu
トラブルシュータ	toraburushūta
トラベラーズチェック	toraberāzuchekku
ドラマー	doramā
トラム	toramu
トランク	toranku
トランシーバー	toranshībā
トランジスター	toranjisutā
トランスセクシャル	toransusekusharu
トランスフォビア	toransufobia
トランスミッター	toransumittā
トランプゲーム	toranpugēmu
トランペット	toranpetto
トランポリン	toranporin
ドリアン	dorian
ドリーム	dorīmu
トリエンナーレ	toriennāre
トリカブト	torikabuto
トリガー	torigā
トリック	torikku
ドリップ	dorippu
トリプラ	toripura
トリポリ	toripori
トリヤッチ	toriyatchi
ドリュアス	doryuasu
トリュフ	toryufu
ドリンク	dorinku
ドル	doru
トルク	toruku
トルティーヤ	torutīya
トレー	torē
トレーナー	torēnā
トレーラー	torērā
ドレス	doresu
ドレスデン	doresuden
ドレッシング	doresshingu
トレッドミル	toreddomiru
トレモロ	toremoro
トレンド	torendo
トロイ	toroi
トロール	torōru
ドロテア	dorotea
トロフィー	torofī
トロリーバス	tororībasu
トンカツ	tonkatsu
トンガ	tonga
トンコリ	tonkori
ドンピシャ	donpisha
トンボ	tonbo
ドンマイ	donmai
ナイーブ	naību
ナイス	naisu
ナイスショット	naisushotto
ナイター	naitā
ナイトクラブ	naitokurabu
ナイトスタンド	naitosutando
ナイル	nairu
ナイロビ	nairobi
ナイロン	nairon
ナキウサギ	nakiusagi
ナショナル	nashonaru
ナターシャ	natāsha
ナチス	nachisu
ナノメートル	nanomētoru
ナフサ	nafusa
ナフタリン	nafutarin
ナフチリジン	nafuchirijin
ナポレオン	naporeon
ナマコ	namako
ナミビア	namibia
ナメタケ	nametake
ナラガンセット	naragansetto
ナレーション	narēshon
ナレーター	narētā
ナンキン	nankin
ナンセンス	nansensu
ナンパ	nanpa
ニアサランド	niasarando
ニーケー	nīkē
ニイニイゼミ	nīnīzemi
ニウエ	niue
ニガー	nigā
ニグロ	niguro
ニケ	nike
ニコシア	nikoshia
ニコライ	nikorai
ニゴロブナ	nigorobuna
ニシキヘビ	nishikihebi
ニシコクマルガラス	nishikokumarugarasu
ニジマス	nijimasu
ニス	nisu
ニセコ	niseko
ニック	nikku
ニックネーム	nikkunēmu
ニットキャップ	nittokyappu
ニッパー	nippā
ニッポン	nippon
ニトリル	nitoriru
ニホン	nihon
ニホンザル	nihonzaru
ニャー	nyā
ニャーニャー	nyānyā
ニャン	nyan
ニヤニヤ	niyaniya
ニュアンス	nyuansu
ニュース	nyūsu
ニュースデスク	nyūsudesuku
ニュータウン	nyūtaun
ニュートラル	nyūtoraru
ニュートン	nyūton
ニューハーフ	nyūhāfu
ニューファンドランド	nyūfandorando
ニューフィー	nyūfī
ニューロン	nyūron
ニラ	nira
ニルバーナ	nirubāna
ニワトコ	niwatoko
ニンジン	ninjin
ニンニク	ninniku
ニンフ	ninfu
ヌアクショット	nuakushotto
ヌードル	nūdoru
ヌクレオチド	nukureochido
ヌルゲーマー	nurugēmā
ヌンチャク	nunchaku
ネーデルラント	nēderuranto
ネオジム	neojimu
ネオダーウィニズム	neodāwinizumu
ネオナチ	neonachi
ネオペイガニズム	neopeiganizumu
ネカマ	nekama
ネギ	negi
ネクタリン	nekutarin
ネグロ	neguro
ネコ	neko
ネズミーランド	nezumīrando
ネタバレ	netabare
ネック	nekku
ネッシー	nesshī
ネットサーフィン	nettosāfin
ネピドー	nepidō
ネマキ	nemaki
ノウサギ	nousagi
ノウハウ	nōhau
ノオ	nō
ノー	nō
ノーカウント	nōkaunto
ノーコメント	nōkomento
ノーコン	nōkon
ノーショー	nōshō
ノース	nōsu
ノースリーブ	nōsurību
ノーズ	nōzu
ノート	nōto
ノートブック	nōtobukku
ノード	nōdo
ノーパン	nōpan
ノーフォーク	nōfōku
ノーブラ	nōbura
ノーベリウム	nōberiumu
ノーマル	nōmaru
ノーム	nōmu
ノキア	nokia
ノギス	nogisu
ノコギリザメ	nokogirizame
ノスタルジア	nosutarujia
ノックノック	nokkunokku
ノベル	noberu
ノマ	noma
ノミネート	nominēto
ノリッジ	norijji
ノルマ	noruma
ノルマンジー	norumanjī
ノルマンディー	norumandī
ノロ	noro
ノロジカ	norojika
ノンケ	nonke
ノンフィクション	nonfikushon
ノヴォシビルスク	novoshibirusuku
バー	bā
パーカー	pākā
パーキング	pākingu
パークウェイ	pākuwei
バークレー	bākurē
ハーケン	hāken
ハーケンクロイツ	hākenkuroitsu
パーサー	pāsā
バージニア	bājinia
バーチャル	bācharu
パーツ	pātsu
パーティクル	pātikuru
ハーテビースト	hātebīsuto
バーテンダー	bātendā
バーデン	bāden
ハート	hāto
バート	bāto
パート	pāto
パートタイム	pāto-taimu
パートナーシップ	pātonāshippu
ハードウェア	hādowea
ハードル	hādoru
バーナー	bānā
バーニング	bāningu
ハーバード	hābādo
ハーブ	hābu
バーブーダ	bābūda
ハープーン	hāpūn
バーベル	bāberu
バーボン	bābon
パーマ	pāma
パーマネント	pāmanento
バーマン	bāman
バーミューダ	bāmyūda
バーミンガム	bāmingamu
バーミングハム	bāminguhamu
バームクーヘン	bāmukūhen
パームトップ	pāmutoppu
ハーメルン	hāmerun
バーラタ	bārata
パール	pāru
バーレーン	bārēn
パイ	pai
バイアスロン	baiasuron
バイエルン	baierun
バイオインフォマティクス	baioinfomatikusu
パイオニア	paionia
バイオハザード	baiohazādo
バイオリン	baiorin
パイカ	paika
バイカル	baikaru
バイキング	baikingu
パイズリ	paizuri
ハイツ	haitsu
ハイテンション	haitenshon
パイナップル	painappuru
バイバイ	baibai
パイパン	paipan
ハイビスカス	haibisukasu
ハイフン	haifun
バイブ	baibu
バイブル	baiburu
パイプカット	paipukatto
パイプライン	paipurain
ハイライト	hairaito
バイラル	bairaru
パイロット	pairotto
パインアップル	pain'appuru
パインナップル	painnappuru
ハインリヒ	hainrihi
ハウス	hausu
パウダー	paudā
バウムクーヘン	baumukūhen
パウロ	pauro
ハエ	hae
ハエドクソウ	haedokusō
パオ	pao
パオズ	paozu
バカ	baka
バカップル	bakappuru
バギナ	bagina
バクー	bakū
ハクション	hakushon
パクチー	pakuchī
ハクチョウ	hakuchō
パクツイ	pakutsui
バクテリア	bakuteria
ハクビシン	hakubishin
ハグ	hagu
パグ	pagu
バグダード	bagudādo
バグパイプ	bagupaipu
パケット	paketto
バケツ	baketsu
バゲット	bagetto
ハゲワシ	hagewashi
ハコベ	hakobe
ハコベラ	hakobera
パサパサ	pasapasa
ハサミムシ	hasamimushi
パサルガダエ	pasarugadae
ハシゴ	hashigo
ハシビロコウ	hashibirokō
バショウ	bashō
バシリカ	bashirika
バジル	bajiru
バス	basu
バスーン	basūn
パスカル	pasukaru
バスクラリネット	basukurarinetto
バスケ	basuke
バスケットボール	basukettobōru
バステール	basutēru
バストアップ	basuto-appu
バストランド	basutorando
パスポート	pasupōto
バスマット	basumatto
パスワード	pasuwādo
ハズ	hazu
パズル	pazuru
バズワード	bazuwādo
パセリ	paseri
バセンジー	basenjī
パソコン	pasokon
ハタ	hata
ハタハタ	hatahata
バチ	bachi
バチカン	bachikan
ハチクイ	hachikui
ハチスズメ	hachisuzume
バチスト	bachisuto
ハチミツ	hachimitsu
パッ	pa'
ハッカ	hakka
ハッカー	hakkā
ハッキリ	hakkiri
バッキンガム	bakkingamu
バッキング	bakkingu
ハック	hakku
バック	bakku
バックアップ	bakkuappu
バックシャン	bakkushan
バックブリーカー	bakkuburīkā
バックラッシュ	bakkurasshu
バッグ	baggu
バッグパイプ	baggupaipu
パッケージ	pakkēji
ハッシュタグ	hasshutagu
バッジ	bajji
バッスル	bassuru
バッター	battā
パッチム	patchimu
バッツマン	battsuman
パッツン	pattsun
バッテリー	batterī
ハット	hatto
バット	batto
パッド	paddo
バッハ	bahha
ハッピー	happī
バッファロー	baffarō
ハツカウサギ	hatsukausagi
ハツカネズミ	hatsukanezumi
パツキン	patsukin
パテ	pate
パティーン	patīn
バティカン	batikan
パティシェ	patishe
パティシエ	patishie
ハト	hato
パトカー	patokā
ハトシ	hatoshi
バトマン	batoman
パトリック	patorikku
バトル	batoru
パトロール	patorōru
バトン	baton
バドミントン	badominton
ハドル	hadoru
パドル	padoru
バナー	banā
ハナウド	hanaudo
ハナグマ	hanaguma
ハナザメ	hanazame
パナジ	panaji
バナジウム	banajiumu
パナソニック	panasonikku
バナナ	banana
ハナバチ	hanabachi
ハニームーン	hanīmūn
パニック	panikku
バニャ	banya
バニリン	banirin
バヌアツ	banuatsu
ハネムーン	hanemūn
パネル	paneru
バハマ	bahama
ババ	baba
ハバナ	habana
ハバロフスク	habarofusuku
パパイア	papaia
パパイヤ	papaiya
パパモビル	papamobiru
パパラッチ	paparatchi
