а	a
слоновски	s l ǒ n o ʋ s k iː
сластичар	s l ǎ s t i t ʃ aː r
словински	s l ǒ v iː n s k iː
словенија	s l ǒ ʋ eː n i j a
славенски	s l ǎ ʋ eː n s k i
словенски	s l ǒ ʋ eː n s k i
славенски	s l ǎ ʋ eː n s k iː
словенски	s l ǒ ʋ eː n s k iː
служинчад	s l ǔ ʒ iː n t ʃ aː d
славонија	s l ǎ ʋ oː n i j a
славонски	s l ǎ ʋ oː n s k iː
смањивати	s m a ɲ ǐː ʋ a t i
смежурати	s m e ʒ ǔ r a t i
смењивати	s m e ɲ ǐː ʋ a t i
смиривати	s m i r ǐː ʋ a t i
смјестити	s m j ê s t i t i
смијенити	s m j ěː n i t i
смјерница	s m j ěː r n i t s a
смијешити	s m j ěː ʃ i t i
смјештати	s m j ěː ʃ t a t i
смрзавати	s m r z ǎː ʋ a t i
смртнички	s m r̂ t n i t ʃ k i
смртнички	s m r̂ t n i t ʃ k iː
смештајни	s m ê ʃ t aː j n iː
смиловати	s m î l o ʋ a t i
смицалица	s m î t s a l i t s a
смрзотина	s m ř z o t i n a
сналажљив	s n a l ǎ ʒ ʎ i ʋ
снебивати	s n e b ǐː ʋ a t i
снизивати	s n i z ǐː ʋ a t i
снижавати	s n i ʒ ǎː ʋ a t i
снијежити	s n j ěː ʒ i t i
снабдјети	s n ǎ b d j e t i
сналазити	s n ǎ l a z i t i
сомнамбул	s o m n ǎ m b u l
сотонизам	s o t o n ǐ z a m
спартанац	s p a r t ǎː n a t s
спасавати	s p a s ǎː ʋ a t i
спаваћица	s p a ʋ ǎ t ɕ i t s a
спавачица	s p a ʋ ǎ t͡ʃ i t͡s a
спашавати	s p a ʃ ǎː ʋ a t i
спаљивати	s p a ʎ ǐː ʋ a t i
спелеолог	s p e l e ǒ l o ɡ
сплићанин	s p l î t ɕ a n i n
споменути	s p o m ěː n u t i
спрдачина	s p r d ǎ t ʃ i n a
спремност	s p r ê m n oː s t
спретност	s p r ê t n oː s t
спровести	s p r ǒ ʋ e s t i
спутавати	s p u t ǎː ʋ a t i
спеловати	s p ê l o ʋ a t i
спомињати	s p ǒ m i ɲ a t i
спопадати	s p ǒ p a d a t i
спљоштити	s p ʎ ô ʃ t i t i
спавалица	s p ǎː ʋ a l i t͡s a
срамотити	s r a m ǒ t i t i
срачунати	s r a t ʃ ǔ n a t i
србијанац	s r b i j ǎː n a t s
србијанка	s r b ǐ j aː n k a
сређивати	s r e d ʑ ǐː ʋ a t i
срдачност	s r̂ d aː t ʃ n oː s t
стакленик	s t a k l ě n iː k
становати	s t a n ǒ ʋ a t i
старински	s t a r ǐ n s k iː
стишавати	s t i ʃ ǎː ʋ a t i
страховит	s t r a x ǒ ʋ i t
структура	s t r u k t ǔː r a
страствен	s t r â s t ʋ e n
страхотан	s t r â x o t a n
стражњица	s t r â ʒ ɲ i t s a
стругнути	s t r û ɡ n u t i
стратешки	s t r ǎ t eː ʃ k iː
страдалац	s t r ǎː d a l a t s
сценограф	s t s e n ǒ ɡ r a f
студирати	s t u d ǐː r a t i
стетоскоп	s t ê t o s k o p
сточарски	s t ô t ʃ a r s k iː
стакленка	s t ǎ k l eː n k a
столећима	s t ǒ l e t ɕ i m a
станарски	s t ǎ n aː r s k i
станарски	s t ǎ n aː r s k iː
стечевина	s t ě t͡ʃ e ʋ i n a
стољећима	s t ǒ ʎ e t ɕ i m a
судеоница	s u d e ǒ n i t s a
судионица	s u d i ǒ n i t s a
сумеранин	s u m ěː r a n i n
суочавати	s u o t ʃ ǎː ʋ a t i
супстанца	s u p s t ǎ n t s a
сурвавати	s u r ʋ ǎː ʋ a t i
сусретљив	s u s r ě t ʎ i ʋ
сузбијати	s u z b ǐː j a t i
суздржати	s u z d ř ʒ a t i
сугестија	s u ɡ ě s t i j a
схематски	s x ě m a t s k i
схематски	s x ě m a t s k iː
схватљиво	s x ʋ ǎ t ʎ i ʋ o
сабластан	s â b l aː s t a n
сабраност	s â b r aː n oː s t
сабљичица	s â b ʎ i t͡ʃ i t͡s a
садржајан	s â d r ʒ aː j a n
садржајно	s â d r ʒ aː j n o
салицилни	s â l i t͡s iː l n iː
самобитан	s â m o b iː t a n
самотност	s â m o t n oː s t
самовољан	s â m o ʋ oː ʎ a n
самовољно	s â m o ʋ oː ʎ n o
саобраћај	s â o b r a t ɕ aː j
сачмарица	s â t͡ʃ m a r i t͡s a
сексуалан	s ê k s u aː l a n
секуларан	s ê k u l aː r a n
сензуалан	s ê n z uː a l a n
сепаратан	s ê p a r aː t a n
сестрична	s ê s t r i t͡ʃ n a
симултано	s î m u l t aː n o
солидаран	s ô l i d aː r a n
солидарно	s ô l i d aː r n o
социјалан	s ô t s i j aː l a n
социјално	s ô t s i j aː l n o
сујеверан	s û j e ʋ eː r a n
сујеверје	s û j e ʋ eː r j e
сунцобран	s û n t͡s o b r aː n
сужањство	s ûː ʒ a ɲ s t ʋ o
сваривати	s ʋ a r ǐː ʋ a t i
себичност	s ě b i t ʃ n oː s t
сабориште	s ǎ b o r iː ʃ t e
садашњица	s ǎ d a ʃ ɲ i t͡s a
сидвестер	s ǐ d ʋ e s t e r
сведочити	s ʋ e d ǒ t ʃ i t i
сљепоочни	s ʎ e p ǒ o t ʃ n iː
светионик	s ʋ e t i ǒ n iː k
светлуцав	s ʋ e t l ǔ t s a ʋ
свезивати	s ʋ e z ǐː ʋ a t i
свеукупан	s ʋ e ǔ k u p a n
свињарија	s ʋ i ɲ ǎ r i j a
свједоџба	s ʋ j e d ǒ d ʒ b a
сајгонски	s ǎ j ɡ oː n s k iː
саксонија	s ǎ k s oː n i j a
саксонски	s ǎ k s oː n s k iː
салитрени	s ǎ l i t r e n iː
сумаглица	s ǔ m a ɡ l i t s a
симфонија	s ǐ m f oː n i j a
сумњичаво	s ǔ m ɲ i t ʃ a ʋ o
сумњичити	s ǔ m ɲ i t ʃ i t i
синтетски	s ǐ n t e t s k i
синтетски	s ǐ n t e t s k iː
својеглав	s ʋ o j ě ɡ l a ʋ
саплетати	s ǎ p l e t a t i
саплитати	s ǎ p l i t a t i
септембар	s ě p t eː m b a r
сардинија	s ǎ r d iː n i j a
сврховито	s ʋ r x ǒ ʋ i t o
свратиште	s ʋ r â t iː ʃ t e
свршавати	s ʋ r ʃ ǎː ʋ a t i
сусретати	s ǔ s r e t a t i
састајати	s ǎ s t a j a t i
сустајати	s ǔ s t a j a t i
саставити	s ǎ s t a ʋ i t i
сустизати	s ǔ s t i z a t i
ситничаво	s ǐ t n i t ʃ a ʋ o
сатрапски	s ǎ t r a p s k i
сатрапски	s ǎ t r a p s k iː
сљедбеник	s ʎ ê d b e n iː k
свемирски	s ʋ ê m iː r s k iː
светломер	s ʋ ê t l o m eː r
светогрђе	s ʋ ê t o ɡ rː d ʑ e
севдисати	s ě ʋ d i s a t i
свадљивац	s ʋ ǎ d ʎ i ʋ a t͡s
сувислост	s ǔ ʋ i s l oː s t
совјетски	s ǒ ʋ j e t s k iː
својствен	s ʋ ǒ j s t ʋ e n
сугласник	s ǔ ɡ l a s n iː k
сувласник	s ǔ ʋ l aː s n iː k
сагледати	s ǎ ɡ l e d a t i
свирепост	s ʋ ǐ r e p oː s t
свечаност	s ʋ ě t ʃ a n oː s t
свезнајућ	s ʋ ě z n a j uː t ɕ
свагдашњи	s ʋ ǎ ɡ d a ʃ ɲ iː
свињетина	s ʋ ǐ ɲ e t i n a
сабирница	s ǎː b iː r n i t͡s a
саборница	s ǎː b o r n i t͡s a
саставчић	s ǎː s t aː ʋ t͡ʃ i t͡ɕ
састојати	s ǎː s t o j a t i
савезница	s ǎː ʋ e z n i t s a
савјестан	s ǎː ʋ j e s t a n
савјетник	s ǎː ʋ j e t n iː k
тајновито	t a j n ǒ ʋ i t o
такозвани	t a k ǒ z ʋ aː n iː
тантијема	t a n t i j ěː m a
тастатура	t a s t a t ǔː r a
тектоника	t e k t ǒ n i k a
телевизор	t e l ě ʋ iː z o r
тенисачки	t e n ǐ s aː t͡ʃ k i
тенисачки	t e n ǐ s aː t͡ʃ k iː
теологија	t e o l ǒ ɡ i j a
теозофија	t e o z ǒ f i j a
термопиле	t e r m ǒ p i l e
тероризам	t e r o r ǐ z a m
тестенина	t e s t e n ǐ n a
тестирати	t e s t ǐː r a t i
теоретски	t e ǒ r e t s k i
теоретски	t e ǒ r e t s k iː
теозофски	t e ǒ z o f s k i
теозофски	t e ǒ z o f s k iː
тибетанац	t i b e t ǎː n a t s
типолошки	t i p ǒ l o ʃ k i
типолошки	t i p ǒ l o ʃ k iː
тополошки	t o p ǒ l o ʃ k iː
тоталитет	t o t a l ǐ t eː t
тотемизам	t o t e m ǐ z a m
трабуњати	t r a b ǔ ɲ a t i
трапезоид	t r a p e z ǒ iː d
трапезист	t r a p ě z i s t
травурина	t r a ʋ ǔ r i n a
тренирати	t r e n ǐː r a t i
трепераво	t r e p ě r a ʋ o
треперити	t r e p ě r i t i
третирати	t r e t ǐː r a t i
трезвењак	t r e z ʋ ě ɲ aː k
тријумвир	t r i j ǔ m ʋ iː r
тријебити	t r i j ěː b i t i
трилогија	t r i l ǒ ɡ i j a
тролејбус	t r o l ěː j b u s
троцкизам	t r o t s k ǐ z a m
троглодит	t r o ɡ l ǒ d iː t
трчкарати	t r t ʃ k ǎ r a t i
трапавост	t r â p a ʋ oː s t
трачерски	t r â t͡ʃ e r s k i
трачерски	t r â t͡ʃ e r s k iː
траљавост	t r â ʎ a ʋ oː s t
трепавица	t r ê p a ʋ i t s a
традиција	t r ǎ d iː t s i j a
тродневни	t r ǒ d n eː ʋ n iː
тројански	t r ǒ j aː n s k iː
трајектни	t r ǎ j e k t n iː
троколица	t r ǒ k o l i t s a
транзитни	t r ǎ n z iː t n iː
трохејски	t r ǒ x eː j s k iː
трагедија	t r ǎ ɡ eː d i j a
тренерски	t r ěː n e r s k iː
целокупан	t s e l ǒ k u p a n
целокупно	t s e l ǒ k u p n o
цепидлака	t s e p ǐ d l a k a
цетињанин	t s e t ǐː ɲ a n i n
цјеливати	t s j e l ǐː ʋ a t i
црногорац	t s r n ǒ ɡ o r a t s
црвенкаст	t s r ʋ ě n k a s t
централни	t s ě n t r aː l n iː
тунижанин	t u n ǐː ʒ a n i n
тупоглаво	t u p ǒ ɡ l a ʋ o
турпијати	t u r p ǐ j a t i
тајвански	t â j ʋ aː n s k iː
театралан	t ê a t r aː l a n
театрално	t ê a t r aː l n o
телетекст	t ê l e t e k s t
тегобност	t ê ɡ oː b n oː s t
топломјер	t ô p l o m j eː r
туробност	t û r oː b n oː s t
туторство	t ûː t oː r s t ʋ o
чекаоница	t ʃ e k a ǒː n i t s a
честитати	t ʃ e s t ǐː t a t i
четворица	t ʃ e t ʋ ǒ r i t s a
четвртина	t ʃ e t ʋ ř t i n a
четвртица	t ʃ e t ʋ ř t i t s a
чилеански	t ʃ i l ě aː n s k iː
ћирилички	t ɕ i r ǐ l i t ʃ k iː
ћирилични	t ɕ i r ǐ l i t ʃ n iː
читаоница	t ʃ i t a ǒː n i t s a
тајфунски	t ǎ j f uː n s k i
тајфунски	t ǎ j f uː n s k iː
такмичити	t ǎ k m i t ʃ i t i
талмудски	t ǎ l m u d s k iː
теловежба	t ě l o ʋ e ʒ b a
тенковски	t ě n k o ʋ s k iː
танзанија	t ǎ n z aː n i j a
типичност	t ǐ p i t͡ʃ n oː s t
турбински	t ǔ r b iː n s k iː
туркијски	t ǔ r k iː j s k iː
торзијски	t ǒ r z iː j s k iː
тоскански	t ǒ s k aː n s k iː
тоскијски	t ǒ s k iː j s k i
тоскијски	t ǒ s k iː j s k iː
тисковина	t ǐ s k o ʋ i n a
тасманија	t ǎ s m aː n i j a
тисућљеће	t ǐ s u t ɕ ʎ e t ɕ e
ћумурџија	t ɕ u m ǔ r d ʒ i j a
теутонски	t ě u t oː n s k iː
ћакнутост	t ɕ â k n uː t oː s t
чињеничан	t ʃ î ɲ e n i t ʃ a n
чоколадни	t ʃ ô k o l aː d n iː
човечност	t ʃ ô ʋ e t ʃ n oː s t
чудновато	t ʃ û d n o ʋ aː t o
чудовишан	t ʃ û d o ʋ iː ʃ a n
чудовишно	t ʃ û d o ʋ iː ʃ n o
чудовиште	t ʃ û d o ʋ iː ʃ t e
ћудљивост	t ɕ ǔ d ʎ i ʋ oː s t
трговачки	t ř ɡ o ʋ a t ʃ k i
трговачки	t ř ɡ o ʋ a t ʃ k iː
трговиште	t ř ɡ o ʋ iː ʃ t e
трговкиња	t ř ɡ oː ʋ k i ɲ a
творевина	t ʋ ǒ r e ʋ i n a
центурион	t͡s e n t u r ǐ oː n
цестарина	t͡s e s t ǎ r i n a
циркусант	t͡s i r k ǔ s a n t
црноризац	t͡s r n o r ǐː z a t͡s
црвенокос	t͡s r ʋ e n ǒ k o s
царинички	t͡s â r i n i t͡ʃ k iː
центарфор	t͡s ê n t a r f oː r
циферблат	t͡s ǐ f e r b l a t
центурија	t͡s ě n t uː r i j a
цвокотати	t͡s ʋ o k ǒ t a t i
цвркутати	t͡s ʋ r k ǔ t a t i
чакавизам	t͡ʃ a k a ʋ ǐ z a m
чедоморка	t͡ʃ e d ǒ m oː r k a
чиновница	t͡ʃ i n ǒ ʋ n i t͡s a
човечуљак	t͡ʃ o ʋ e t͡ʃ ǔː ʎ a k
чуваркућа	t͡ʃ u ʋ ǎ r k u t͡ɕ a
чудесност	t͡ʃ û d e s n oː s t
убацивати	u b a t s ǐː ʋ a t i
убрзавати	u b r z ǎː ʋ a t i
удаљавати	u d a ʎ ǎː ʋ a t i
ујединити	u j e d ǐː n i t i
указивати	u k a z ǐː ʋ a t i
укопавати	u k o p ǎː ʋ a t i
укоренити	u k o r ěː n i t i
укоравати	u k o r ǎː ʋ a t i
укрцавати	u k r t s ǎː ʋ a t i
улагивати	u l a ɡ ǐː ʋ a t i
улизивати	u l i z ǐː ʋ a t i
ултиматум	u l t i m ǎː t u m
умањеница	u m a ɲ ě n i t s a
умиваоник	u m i ʋ a ǒ n iː k
унаказити	u n a k ǎː z i t i
уништавач	u n i ʃ t ǎ ʋ aː t ʃ
унижавати	u n i ʒ ǎː ʋ a t i
уобразити	u o b r ǎː z i t i
уобичајен	u o b ǐ t ʃ aː j e n
уозбиљити	u o z b ǐː ʎ i t i
упаљивати	u p a ʎ ǐː ʋ a t i
уписивати	u p i s ǐː ʋ a t i
упосленик	u p o s l ě n iː k
упозорити	u p o z ǒ r i t i
упућивати	u p u t ɕ ǐː ʋ a t i
урачунати	u r a t ʃ ǔ n a t i
урезивати	u r e z ǐː ʋ a t i
урешавати	u r e ʃ ǎː ʋ a t i
урођеница	u r o d ʑ ě n i t s a
уручивати	u r u t ʃ ǐː ʋ a t i
уругвајац	u r u ɡ ʋ ǎː j a t s
усађивати	u s a d ʑ ǐː ʋ a t i
усавршити	u s a ʋ řː ʃ i t i
усељавати	u s e ʎ ǎː ʋ a t i
усисавати	u s i s ǎː ʋ a t i
ускратити	u s k r ǎː t i t i
усложнити	u s l ǒ ʒ n i t i
успаванка	u s p ǎ ʋ aː n k a
устројити	u s t r ǒ j i t i
устрајати	u s t r ǎː j a t i
устврдити	u s t ʋ řː d i t i
усуђивати	u s u d ʑ ǐː ʋ a t i
усиделица	u s ǐ d e l i t s a
утајивати	u t a j ǐː ʋ a t i
утаначити	u t a n ǎː t͡ʃ i t i
утемељити	u t e m ě ʎ i t i
утјешитељ	u t j ě ʃ i t e ʎ
утопљеник	u t o p ʎ ě n iː k
утољивати	u t o ʎ ǐː ʋ a t i
утркивати	u t r k ǐː ʋ a t i
уцењивати	u t s e ɲ ǐː ʋ a t i
уцијенити	u t s j ěː n i t i
учинковит	u t ʃ i n k ǒ ʋ i t
утоварити	u t ǒ ʋ a r i t i
учврстити	u t ʃ ʋ řː s t i t i
уздахнути	u z d ǎ x n u t i
узлетјети	u z l ě t j e t i
узмакнути	u z m ǎ k n u t i
узоравати	u z o r ǎː ʋ a t i
узурпатор	u z ǔ r p aː t o r
узвикнути	u z ʋ ǐː k n u t i
уважавати	u ʋ a ʒ ǎː ʋ a t i
уваљивати	u ʋ a ʎ ǐː ʋ a t i
увеличати	u ʋ e l ǐ t͡ʃ a t i
уверавати	u ʋ e r ǎː ʋ a t i
увећавати	u ʋ e t͡ɕ ǎː ʋ a t i
увезивати	u ʋ e z ǐː ʋ a t i
увјерљиво	u ʋ j ě r ʎ i ʋ o
уговорити	u ɡ o ʋ ǒ r i t i
уговарати	u ɡ o ʋ ǎː r a t i
увредљиво	u ʋ r ě d ʎ i ʋ o
уочљивост	u ǒ t ʃ ʎ i ʋ oː s t
уштедјети	u ʃ t ěː d j e t i
угушивати	u ɡ u ʃ ǐː ʋ a t i
хамајлија	x a m ǎ j l i j a
хармоника	x a r m ǒ n i k a
хаићански	x a ǐː t ɕ a n s k iː
хедонизам	x e d o n ǐ z a m
хералдика	x e r ǎ l d i k a
херојство	x e r ǒː j s t ʋ o
хиндуизам	x i n d u ǐ z a m
хипербола	x i p ě r b o l a
хистерија	x i s t ě r i j a
хиљадарка	x i ʎ a d ǎː r k a
хладовина	x l a d ǒ ʋ i n a
холокауст	x o l o k ǎ u s t
холандија	x o l ǎ n d i j a
хомозигот	x o m o z ǐ ɡ oː t
хомониман	x o m ǒ n iː m a n
хотелијер	x o t e l ǐ j eː r
храпавост	x r â p a ʋ oː s t
храњивост	x r ǎ ɲ i ʋ oː s t
хуманизам	x u m a n ǐ z a m
хумореска	x u m o r ě s k a
хаплоидан	x â p l o iː d a n
хетероген	x ê t e r o ɡ eː n
хигроскоп	x î ɡ r o s k o p
ходочашће	x ô d o t ʃ a ʃ t ɕ e
хомологан	x ô m o l o ɡ a n
хотимичан	x ô t i m i t ʃ a n
хотимично	x ô t i m i t ʃ n o
хвалисаво	x ʋ a l ǐ s a ʋ o
хоботница	x ǒ b o t n i t s a
хебрејски	x ě b r eː j s k iː
хектограм	x ě k t o ɡ r a m
холандски	x ǒ l a n d s k iː
хемичарка	x ě m i t ʃ aː r k a
хармонија	x ǎ r m oː n i j a
хисторија	x ǐ s t oː r i j a
хвалоспев	x ʋ â l o s p eː ʋ
хрватској	x ř ʋ aː t s k oː j
хвалисати	x ʋ ǎ l i s a t i
заблејати	z a b l ěː j a t i
забројити	z a b r ǒ j i t i
забрујати	z a b r ǔː j a t i
забранити	z a b r ǎː n i t i
забушивач	z a b u ʃ ǐ ʋ aː t͡ʃ
забубњати	z a b ǔ b ɲ a t i
задремати	z a d r ěː m a t i
заклонити	z a k l ǒ n i t i
закаснити	z a k ǎ s n i t i
закључити	z a k ʎ ǔː t ʃ i t i
замјерљив	z a m j ě r ʎ i ʋ
замјерати	z a m j ěː r a t i
замотуљак	z a m o t ǔː ʎ a k
замакнути	z a m ǎ k n u t i
замишљати	z a m ǐː ʃ ʎ a t i
занемарив	z a n e m ǎ r i ʋ
занимљиво	z a n ǐ m ʎ i ʋ o
заоравати	z a o r ǎː ʋ a t i
заошијати	z a o ʃ ǐ j a t i
запловити	z a p l ǒ ʋ i t i
заплавити	z a p l ǎː ʋ i t i
запросити	z a p r ǒ s i t i
запрезати	z a p r ěː z a t i
запослити	z a p ǒ s l i t i
запустити	z a p ǔ s t i t i
запуштати	z a p ǔː ʃ t a t i
зарудјети	z a r ǔː d j e t i
засједање	z a s j ěː d aː ɲ e
заслонити	z a s l ǒ n i t i
заслужити	z a s l ǔː ʒ i t i
засметати	z a s m ěː t a t i
заступати	z a s t ǔː p a t i
заступити	z a s t ǔː p i t i
заточеник	z a t o t ʃ ě n iː k
затровати	z a t r ǒ ʋ a t i
затражити	z a t r ǎː ʒ i t i
затворити	z a t ʋ ǒ r i t i
затварати	z a t ʋ ǎː r a t i
зацаклити	z a t͡s ǎ k l i t i
зациктати	z a t͡s ǐ k t a t i
захтевати	z a x t ěː ʋ a t i
захвалити	z a x ʋ ǎː l i t i
заударати	z a ǔ d a r a t i
заглибити	z a ɡ l ǐː b i t i
завладати	z a ʋ l ǎː d a t i
завлачити	z a ʋ l ǎː t ʃ i t i
заглавити	z a ɡ l ǎː ʋ i t i
завршетак	z a ʋ r ʃ ěː t a k
завредети	z a ʋ r ěː d e t i
заградити	z a ɡ r ǎː d i t i
загризати	z a ɡ r ǐː z a t i
заштитити	z a ʃ t ǐː t i t i
заузимати	z a ǔ z i m a t i
заводљиво	z a ʋ ǒ d ʎ i ʋ o
загорчати	z a ɡ ǒ r t͡ʃ a t i
збуњивати	z b u ɲ ǐː ʋ a t i
здравство	z d r ǎ ʋ s t ʋ o
зеленашки	z e l ě n aː ʃ k i
зеленашки	z e l ě n aː ʃ k iː
зеленкаст	z e l ě n k a s t
зерделица	z e r d ě l i t s a
зидарство	z i d ǎː r s t ʋ o
зијевнути	z j ěː ʋ n u t i
злотворан	z l ô t ʋ oː r a n
злопатити	z l ǒ p a t i t i
злорадост	z l ǒ r a d oː s t
злурадост	z l ǔ r a d oː s t
злослутан	z l ǒ s l u t a n
злослутно	z l ǒ s l u t n o
злочински	z l ǒ t͡ʃ iː n s k iː
злогласан	z l ǒ ɡ l a s a n
злогласно	z l ǒ ɡ l a s n o
змијурина	z m i j ǔ r i n a
знатижеља	z n â t i ʒ e ʎ a
зоологија	z o o l ǒ ɡ i j a
забелешка	z â b e l e ʃ k a
забиљешка	z â b i ʎ e ʃ k a
забораван	z â b o r aː ʋ a n
заборавно	z â b o r aː ʋ n o
задовољан	z â d o ʋ oː ʎ a n
задовољно	z â d o ʋ oː ʎ n o
заједница	z â j e d n i t s a
засигурно	z â s i ɡ uː r n o
загонетка	z â ɡ o n eː t k a
замјеница	z âː m j e n i t s a
земљотрес	z ê m ʎ o t r eː s
забављати	z ǎ b a ʋ ʎ a t i
забринути	z ǎ b r i n u t i
забринуто	z ǎ b r i n uː t o
забртвити	z ǎ b r t ʋ i t i
забундати	z ǎ b uː n d a t i
звјездица	z ʋ j ě z d i t s a
заклањати	z ǎ k l a ɲ a t i
заклињати	z ǎ k l i ɲ a t i
замислити	z ǎ m i s l i t i
зимовиште	z ǐ m o ʋ iː ʃ t e
замрзнути	z ǎ m r z n u t i
запамтити	z ǎ p aː m t i t i
заплашити	z ǎ p l a ʃ i t i
запливати	z ǎ p l i ʋ a t i
запријети	z ǎ p r j eː t i
зароктати	z ǎ r o k t a t i
засјенити	z ǎ s j e n i t i
заслужено	z ǎ s l uː ʒ e n o
застајати	z ǎ s t a j a t i
заташкати	z ǎ t a ʃ k a t i
захватати	z ǎ x ʋ a t a t i
захватити	z ǎ x ʋ a t i t i
захваћати	z ǎ x ʋ a t ɕ a t i
згађеност	z ɡ â d ʑ e n oː s t
загрејати	z ǎ ɡ r e j a t i
загрепсти	z ǎ ɡ r e p s t i
загријати	z ǎ ɡ r i j a t i
задужбина	z ǎː d u ʒ b i n a
залазница	z ǎː l a z n i t͡s a
замјерити	z ǎː m j e r i t i
заручница	z ǎː r u t ʃ n i t s a
заступник	z ǎː s t u p n iː k
заветрина	z ǎː ʋ e t r i n a
завидјети	z ǎː ʋ i d j e t i
зависност	z ǎː ʋ i s n oː s t
заводница	z ǎː ʋ o d n i t s a
завојница	z ǎː ʋ oː j n i t s a
заштитник	z ǎː ʃ t i t n iː k
абразиван	â b r a z iː ʋ a n
адекватан	â d e k ʋ aː t a n
адекватно	â d e k ʋ aː t n o
анексиони	â n e k s i oː n iː
апартхејд	â p a r t x e j d
апсолутан	â p s o l uː t a n
апсолутно	â p s o l uː t n o
агресиван	â ɡ r e s iː ʋ a n
агресивно	â ɡ r e s iː ʋ n o
ефективан	ê f e k t iː ʋ a n
еруптиван	ê r u p t iː ʋ a n
имбецилан	î m b e t s iː l a n
имбецилно	î m b e t s iː l n o
именовати	î m e n o ʋ a t i
императив	î m p e r a t iː ʋ
имперфект	î m p e r f e k t
индикатив	î n d i k a t iː ʋ
инфинитив	î n f i n i t iː ʋ
искреност	î s k r e n oː s t
искричаво	î s k r i t ʃ a ʋ o
исповијед	î s p o ʋ j eː d
истобојан	î s t o b oː j a n
истокрван	î s t o k rː ʋ a n
истородан	î s t o r o d a n
изменичан	î z m e n i t ʃ a n
изменично	î z m e n i t ʃ n o
изненадан	î z n e n aː d a n
израелски	î z r a e l s k iː
изражајан	î z r a ʒ aː j a n
извјестан	î z ʋ j e s t a n
извјештај	î z ʋ j e ʃ t aː j
обамрлост	ô b a m rː l oː s t
обавијест	ô b a ʋ j eː s t
обијестан	ô b i j eː s t a n
обузетост	ô b u z eː t oː s t
одважност	ô d ʋ aː ʒ n oː s t
одговоран	ô d ɡ o ʋ oː r a n
одговорно	ô d ɡ o ʋ oː r n o
офензиван	ô f e n z iː ʋ a n
опсесиван	ô p s e s iː ʋ a n
опсесивно	ô p s e s iː ʋ n o
оптималан	ô p t i m aː l a n
оптимално	ô p t i m aː l n o
осјећајан	ô s j e t ɕ aː j a n
осјећајно	ô s j e t ɕ aː j n o
отомански	ô t o m aː n s k iː
очигледан	ô t ʃ i ɡ l eː d a n
очигледно	ô t ʃ i ɡ l eː d n o
оштроуман	ô ʃ t r o uː m a n
оштроумно	ô ʃ t r o uː m n o
ултразвук	û l t r a z ʋ uː k
урагански	û r a ɡ aː n s k iː
успоредба	û s p o r e d b a
узастопан	û z a s t o p a n
узастопно	û z a s t o p n o
галактика	ɡ a l ǎ k t i k a
жалостити	ʒ a l ǒ s t i t i
шаманизам	ʃ a m a n ǐ z a m
шамарчина	ʃ a m ǎ r t ʃ i n a
ганутљиво	ɡ a n ǔ t ʎ i ʋ o
гардероба	ɡ a r d e r ǒː b a
шармантан	ʃ a r m ǎ n t a n
шармирати	ʃ a r m ǐː r a t i
гарнитура	ɡ a r n i t ǔː r a
шаргарепа	ʃ a r ɡ a r ěː p a
гаранција	ɡ a r ǎ n t͡s i j a
вазалство	ʋ a z ǎː l s t ʋ o
шаљивџија	ʃ a ʎ ǐ ʋ d͡ʒ i j a
шаљивчина	ʃ a ʎ ǐ ʋ t͡ʃ i n a
обедовати	ǒ b e d o ʋ a t i
обиловати	ǒ b i l o ʋ a t i
обрамбени	ǒ b r a m b e n iː
образован	ǒ b r a z o ʋ aː n
образовни	ǒ b r a z oː ʋ n iː
убризгати	ǔ b r i z ɡ a t i
ударнички	ǔ d aː r n i t ʃ k i
ударнички	ǔ d aː r n i t ʃ k iː
удаљеност	ǔ d aː ʎ e n oː s t
одмјерити	ǒ d m j e r i t i
однедавна	ǒ d n e d aː ʋ n a
однедавно	ǒ d n e d aː ʋ n o
одредиште	ǒ d r e d iː ʃ t e
одредница	ǒ d r e d n i t s a
ждријебац	ʒ d r j ěː b a t s
одвјетник	ǒ d ʋ j e t n iː k
великашки	ʋ e l ǐ k aː ʃ k i
великашки	ʋ e l ǐ k aː ʃ k iː
шематизам	ʃ e m a t ǐ z a m
венеролог	ʋ e n e r ǒ l o ɡ
венчаница	ʋ e n t ʃ ǎ n i t s a
венчавати	ʋ e n t ʃ ǎː ʋ a t i
венерични	ʋ e n ě r i t ʃ n iː
генетичар	ɡ e n ě t i t ʃ aː r
генетички	ɡ e n ě t i t ʃ k iː
вертикала	ʋ e r t i k ǎː l a
весларица	ʋ e s l ǎ r i t s a
веслачица	ʋ e s l ǎ t ʃ i t s a
шесторица	ʃ e s t ǒ r i t s a
ветеринар	ʋ e t e r ǐ n aː r
ветреушка	ʋ e t r ě u ʃ k a
ветрењача	ʋ e t r ě ɲ a t ʃ a
вечерашњи	ʋ e t ʃ ě r a ʃ ɲ iː
вештачење	ʋ e ʃ t ǎː t ʃ eː ɲ e
вештачити	ʋ e ʃ t ǎː t ʃ i t i
шеширџија	ʃ e ʃ ǐ r d͡ʒ i j a
шеширчина	ʃ e ʃ ǐ r t͡ʃ i n a
његоватељ	ɲ e ɡ ǒ ʋ a t e ʎ
ефектност	ě f e k t n oː s t
