'ch	χ
gofio	ɡ ɔ v j ɔ
gofod	ɡ ɔ v ɔ d
gofodoldeb	ɡ ɔ v ɔ d ɔ l d ɛ b
gofyn	ɡ ɔ v ɨ̞ n
gofynnod	ɡ ɔ v ə n ɔ d
gog	ɡ oː ɡ
gog	ɡ ɔ ɡ
goginio	ɡ ɔ ɡ ɪ n j ɔ
gogledd	ɡ ɔ ɡ l a ð
gogledd	ɡ ɔ ɡ l ɛ ð
gogleddol	ɡ ɔ ɡ l ɛ ð ɔ l
gogs	ɡ ɔ ɡ s
gohirio	ɡ ɔ h ɪ r j ɔ
golau	ɡ ɔ l a
golau	ɡ ɔ l a ɨ̯
golau	ɡ ɔ l ɛ
golchi	ɡ ɔ l χ ɪ
goleuad	ɡ ɔ l e ɨ̯ a d
goleuadau	ɡ ɔ l e ɨ̯ a d a
goleuadau	ɡ ɔ l e ɨ̯ a d a ɨ̯
goleuadau	ɡ ɔ l e ɨ̯ a d ɛ
goleudai	ɡ ɔ l e ɨ̯ d a i̯
goleudy	ɡ ɔ l e ɨ̯ d ɨ
goleuedig	ɡ ɔ l e ɨ̯ ɛ d ɪ ɡ
goleuni	ɡ ɔ l e ɨ̯ n ɨ
goleuo	ɡ ɔ l e ɨ̯ ɔ
golli	ɡ ɔ ɬ i
golosg	ɡ ɔ l ɔ s ɡ
goludog	ɡ ɔ l ɨ̞ d ɔ ɡ
golwg	ɡ ɔ l ʊ ɡ
golwr	ɡ ɔ l ʊ r
golygfa	ɡ ɔ l ə ɡ v a
golygfeydd	ɡ ɔ l ə ɡ v e ɨ̯ ð
golygu	ɡ ɔ l ə ɡ ɨ̞
gor	ɡ ɔ r
gorasgellu	ɡ ɔ r a s ɡ ɛ ɬ ɨ
gorau	ɡ ɔ r a
gorau	ɡ ɔ r a ɨ̯
gorau	ɡ ɔ r ɛ
gorchaw	ɡ ɔ r χ a u̯
gorchmynnol	ɡ ɔ r χ m ə n ɔ l
gorchudd	ɡ ɔ r χ ɨ̞ ð
gorchudd	ɡ ɔ r χ ɪ ð
gorchuddio	ɡ ɔ r χ ɨ̞ ð j ɔ
gorchymyn	ɡ ɔ r χ ə m ɨ̞ n
gordd	ɡ ɔ r ð
gordderch	ɡ ɔ r ð ɛ r χ
gordderchadon	ɡ ɔ r ð ɛ r χ a d ɔ n
gorff	ɡ ɔ r f
gorffen	ɡ ɔ r f a n
gorffen	ɡ ɔ r f ɛ n
gorffennaf	ɡ ɔ r f ɛ n a v
gorffennol	ɡ ɔ r f ɛ n ɔ l
gorfod	ɡ ɔ r v ɔ d
gorfod	ɡ ɔ r ɔ
gorfod	ɡ ɔ r ɔ d
gorfodog	ɡ ɔ r v ɔ d ɔ ɡ
gorfodtref	ɡ ɔ r v ɔ t r ɛ v
goriad	ɡ ɔ r j a d
gorlifaf	ɡ ɔ r l ɪ v a v
gorlifo	ɡ ɔ r l ɪ v ɔ
gorllewin	ɡ ɔ r ɬ ɛ u̯ ɪ n
gormod	ɡ ɔ r m ɔ d
gornest	ɡ ɔ r n ɛ s d
gornestau	ɡ ɔ r n ɛ s d a ɨ̯
gornestau	ɡ ɔ r n ɛ s d ɛ
gornestu	ɡ ɔ r n ɛ s d ɨ̯
gornestwr	ɡ ɔ r n ɛ s d ʊ r
gornestwyr	ɡ ɔ r n ɛ s d w ɨ̞ r
gorsaf	ɡ ɔ r s a v
gorwel	ɡ ɔ r w ɛ l
gosteg	ɡ ɔ s d ɛ ɡ
gostwng	ɡ ɔ s d ʊ ŋ
gostyngaidd	ɡ ɔ s d ə ŋ a i̯ ð
gosyn	ɡ ɔ s ɨ̞ n
got	ɡ ɔ t
gradd	ɡ r aː ð
graff	ɡ r a f
graff	ɡ r aː f
grawnwin	ɡ r a u̯ n w ɪ n
greda	ɡ r ɛ d a
gredo	ɡ r ɛ d ɔ
gref	ɡ r eː v
grefi	ɡ r ɛ v i
greto	ɡ r ɛ t ɔ
gril	ɡ r ɪ l
griliau	ɡ r ɪ l j a
griliau	ɡ r ɪ l j a ɨ̯
griliau	ɡ r ɪ l j ɛ
grilio	ɡ r ɪ l j ɔ
grist	ɡ r iː s t
groeg	ɡ r oː ɨ̯ ɡ
groes	ɡ r oː ɨ̯ s
gronell	ɡ r ɔ n ɛ ɬ
gronellau	ɡ r ɔ n ɛ ɬ a
gronellau	ɡ r ɔ n ɛ ɬ a ɨ̯
gronellau	ɡ r ɔ n ɛ ɬ ɛ
grug	ɡ r ɨː ɡ
gruga	ɡ r ɨ̞ ɡ a
grwpiau	ɡ r ʊ p j a
grwpiau	ɡ r ʊ p j a ɨ̯
grwpiau	ɡ r ʊ p j ɛ
grwth	ɡ r uː θ
gryf	ɡ r ɨː v
grym	ɡ r ɨ̞ m
grymus	ɡ r ə m ɨ̞ s
grêt	ɡ r eː t
grôt	ɡ r oː t
grŵp	ɡ r uː p
gu	ɡ ɨː
gusan	ɡ ɨ̞ s a n
gusanau	ɡ ɨ̞ s a n a
gusanau	ɡ ɨ̞ s a n a ɨ̯
gusanau	ɡ ɨ̞ s a n ɛ
gusanu	ɡ ɨ̞ s a n ɨ̞
gut	ɡ ɨ̞ t
gwadd	ɡ w aː ð
gwaed	ɡ w aː i̯ d
gwaedu	ɡ w e ɨ̯ d ɨ
gwael	ɡ w aː ɨ̯ l
gwaelod	ɡ w e ɨ̯ l ɔ d
gwaeth	ɡ w aː ɨ̯ θ
gwaethaf	ɡ w e ɨ̯ θ a
gwaethaf	ɡ w e ɨ̯ θ a v
gwag	ɡ w aː ɡ
gwagedd	ɡ w a ɡ ɛ ð
gwahaniaeth	ɡ w a h a n j a ɨ̯ θ
gwahaniaeth	ɡ w a h a n j a θ
gwahaniaeth	ɡ w a h a n j ɛ θ
gwahaniaeth	ɡ w a n j a θ
gwahaniaeth	ɡ w a n j ɛ θ
gwahaniaethiad	ɡ w a h a n j e ɨ̯ θ j a d
gwahaniaethu	ɡ w a h a n j e ɨ̯ θ ɨ
gwahaniaethu	ɡ w a n j e ɨ̯ θ ɨ
gwahanol	ɡ w a h a n ɔ l
gwahanu	ɡ w a h a n ɨ
gwahardd	ɡ w a h a r ð
gwahodd	ɡ w a h oː ð
gwahodd	ɡ w a h ɔ ð
gwahân	ɡ w a h aː n
gwain	ɡ w a i̯ n
gwair	ɡ w a i̯ r
gwaith	ɡ w a i̯ θ
gwal	ɡ w a l
gwalch	ɡ w a l χ
gwalch glas	ɡ w a l χ ɡ l aː s
gwalch marth	ɡ w a l χ m a r θ
gwalch y nos	ɡ w a l χ ə n oː s
gwalch y penwaig	ɡ w a l χ ə p ɛ n w a i̯ ɡ
gwalch y pysgod	ɡ w a l χ ə p ə s ɡ ɔ d
gwall	ɡ w a ɬ
gwallt	ɡ w aː ɬ d
gwallus	ɡ w a ɬ ɨ̞ s
gwan	ɡ w a n
gwanwyn	ɡ w a n w ɨ̞ n
gwanwynau	ɡ w a n w ə n a
gwanwynau	ɡ w a n w ə n a ɨ̯
gwanwynau	ɡ w a n w ə n ɛ
gwar	ɡ w a r
gwarchod	ɡ w a r χ ɔ d
gwared	ɡ w a r ɛ d
gwaredu	ɡ w a r ɛ d ɨ
gwario	ɡ w a r j ɔ
gwarthal	ɡ w a r θ a l
gwarthegydd	ɡ w a r θ ɛ ɡ ɨ̞ ð
gwarthegyddion	ɡ w a r θ ɛ ɡ ə ð j ɔ n
gwas	ɡ w aː s
gwasanaeth	ɡ w a s a n a ɨ̯ θ
gwasanaeth	ɡ w a s a n a θ
gwasanaeth	ɡ w a s a n ɛ θ
gwasanaethau	ɡ w a s a n e ɨ̯ θ a
gwasanaethau	ɡ w a s a n e ɨ̯ θ a ɨ̯
gwasanaethau	ɡ w a s a n e ɨ̯ θ ɛ
gwasgaru	ɡ w a s ɡ a r ɨ
gwastraff	ɡ w a s d r a f
gwau	ɡ w a ɨ̯
gwawl	ɡ w a u̯ l
gwawn	ɡ w a u̯ n
gwawr	ɡ w a u̯ r
gwayw	ɡ w e ɨ̯ u
gwaywffon	ɡ w e ɨ̯ w f ɔ n
gwaywffyn	ɡ w e ɨ̯ w f ɨ̞ n
gwch	ɡ ʊ χ
gwchi	ɡ ʊ χ i
gwddf	ɡ ʊ ð u
gwddf	ɡ ʊ ð v
gwddf	ɡ ʊ ð ʊ v
gwddw	ɡ ʊ ð u
gwddwg	ɡ ʊ ð ʊ ɡ
gwdihŵ	ɡ ʊ d ɪ h uː
gwe	ɡ w eː
gweddi	ɡ w ɛ ð ɪ
gweddi'r arglwydd	ɡ w ɛ ð ɪ r a r ɡ l u ɨ̯ ð
gweddol	ɡ w ɛ ð ɔ l
gweddw	ɡ w ɛ ð u
gweddwon	ɡ w ɛ ð w ɔ n
gweddïau	ɡ w ɛ ð iː a
gweddïau	ɡ w ɛ ð iː a ɨ̯
gweddïau	ɡ w ɛ ð iː ɛ
gweddïo	ɡ w ɛ ð ɪ ɔ
gweddïon	ɡ w ɛ ð ɪ ɔ n
gweddïwr	ɡ w ɛ ð ɪ ʊ r
gweedig	ɡ w ɛ ɛ d i ɡ
gwefan	ɡ w ɛ v a n
gweinidog	ɡ w e i̯ n ɨ̞ d ɔ ɡ
gweinydd	ɡ w e i̯ n ɨ̞ ð
gweinyddes	ɡ w e i̯ n ə ð ɛ s
gweinyddesau	ɡ w e i̯ n ə ð ɛ s a
gweinyddesau	ɡ w e i̯ n ə ð ɛ s a ɨ̯
gweinyddesau	ɡ w e i̯ n ə ð ɛ s ɛ
gweinyddiad	ɡ w e i̯ n ə ð j a d
gweinyddiadau	ɡ w e i̯ n ə ð j a d a
gweinyddiadau	ɡ w e i̯ n ə ð j a d a ɨ̯
gweinyddiadau	ɡ w e i̯ n ə ð j a d ɛ
gweinyddiaeth	ɡ w e i̯ n ə ð j a ɨ̯ θ
gweinyddiaeth	ɡ w e i̯ n ə ð j ɛ θ
gweinyddiaethau	ɡ w e i̯ n ə ð j e ɨ̯ θ a
gweinyddiaethau	ɡ w e i̯ n ə ð j e ɨ̯ θ a ɨ̯
gweinyddiaethau	ɡ w e i̯ n ə ð j e ɨ̯ θ ɛ
gweinyddion	ɡ w e i̯ n ə ð j ɔ n
gweinyddol	ɡ w e i̯ n ə ð ɔ l
gweinyddu	ɡ w e i̯ n ə ð ɨ
gweinyddwr	ɡ w e i̯ n ə ð ʊ r
gweinyddwyr	ɡ w e i̯ n ə ð w ɨ̞ r
gweiriau	ɡ w e i̯ r j a
gweiriau	ɡ w e i̯ r j a ɨ̯
gweiriau	ɡ w e i̯ r j ɛ
gweision	ɡ w e i̯ ʃ ɔ n
gweithdy	ɡ w ə i̯ θ d ɨ
gweithgaredd	ɡ w e i̯ θ ɡ a r ɛ ð
gweithio	ɡ w e i̯ θ j ɔ
gweithiwr	ɡ w e i̯ θ j ʊ r
gweithlu	ɡ w e i̯ θ l ɨ
gweithluoedd	ɡ w e i̯ θ l ɨː ɔ ɨ̯ ð
gweithredu	ɡ w e i̯ θ r ɛ d ɨ
gweithwyr	ɡ w e i̯ θ w ɨ̞ r
gwelais	ɡ w ɛ l a i̯ s
gwelais	ɡ w ɛ l ɛ s
gwelais	ɡ w ɛ l ɛ ʃ
gwelais	ɡ w ɛ l ɪ ʃ
gweld	ɡ w ɛ l d
gweled	ɡ w ɛ l ɛ d
gwelen	ɡ w ɛ l ɛ n
gweler	ɡ w ɛ l ɛ r
gweles	ɡ w ɛ l ɛ s
gwelet	ɡ w ɛ l ɛ t
gwell	ɡ w ɛ ɬ
gwella	ɡ w ɛ ɬ a
gwellt	ɡ w eː ɬ d
gwellta	ɡ w ɛ ɬ d a
gwelsen	ɡ w ɛ l s ɛ n
gwelwch	ɡ w ɛ l ʊ χ
gwelwn	ɡ w ɛ l ʊ n
gwely	ɡ w ɛ l ɨ
gwen	ɡ w ɛ n
gwenhwyfar	ɡ w ɛ n h ʊ ɨ̯ v a r
gwenith	ɡ w ɛ n ɪ θ
gwenithfaen	ɡ w ɛ n ɪ θ v a ɨ̯ n
gwenllian	ɡ w ɛ n ɬ iː a n
gwennol	ɡ w ɛ n ɔ l
gwenoliaid	ɡ w ɛ n ɔ l j a i̯ d
gwenoliaid	ɡ w ɛ n ɔ l j ɛ d
gwenu	ɡ w ɛ n ɨ̞
gwenwyn	ɡ w ɛ n w ɨ̞ n
gwenyn	ɡ w ɛ n ɨ̞ n
gwenyn gwyllt	ɡ w ɛ n ɨ̞ ŋ ɡ w ɨː ɬ d
gwenyn meirch	ɡ w ɛ n ɨ̞ m m e i̯ r χ
gwenyn mêl	ɡ w ɛ n ɨ̞ m m eː l
gwenynen	ɡ w e n ə n a n
gwenynen	ɡ w e n ə n ɛ n
gwenynen feirch	ɡ w ɛ n ə n a n v e i̯ r χ
gwenynen feirch	ɡ w ɛ n ə n ɛ n v e i̯ r χ
gwenynen fêl	ɡ w e n ə n a n v eː l
gwenynen fêl	ɡ w e n ə n ɛ n v eː l
gwenynen wyllt	ɡ w e n ə n a ŋ w ɨː ɬ d
gwenynen wyllt	ɡ w e n ə n ɛ ŋ w ɨː ɬ d
gweplyfr	ɡ w ɛ p l ɨ̞ v r
gwerdd	ɡ w ɛ r ð
gwerddon	ɡ w ɛ r ð ɔ n
gwerddonau	ɡ w ɛ r ð ɔ n a
gwerddonau	ɡ w ɛ r ð ɔ n a ɨ̯
gwerddonau	ɡ w ɛ r ð ɔ n ɛ
gweriniaeth	ɡ w ɛ r ɪ n j a ɨ̯ θ
gweriniaeth	ɡ w ɛ r ɪ n j ɛ θ
gweriniaethau	ɡ w ɛ r ɪ n j e ɨ̯ θ a
gweriniaethau	ɡ w ɛ r ɪ n j e ɨ̯ θ a ɨ̯
gweriniaethau	ɡ w ɛ r ɪ n j e ɨ̯ θ ɛ
gwerinwr	ɡ w ɛ r ɪ n ʊ r
gwerinwyr	ɡ w ɛ r ɪ n w ɨ̞ r
gwern	ɡ w ɛ r n
gwernen	ɡ w ɛ r n ɛ n
gwernog	ɡ w ɛ r n ɔ ɡ
gwers	ɡ w ɛ r s
gwerth	ɡ w ɛ r θ
gwerthiant	ɡ w ɛ r θ j a n t
gwerthu	ɡ w ɛ r θ ɨ
gwerthwr	ɡ w ɛ r θ ʊ r
gwerthwyr	ɡ w ɛ r θ w ɨ̞ r
gweryd	ɡ w ɛ r ɨ̞ d
gwesgyr	ɡ w ɛ s ɡ ɨ̞ r
gwestai	ɡ w ɛ s d a i̯
gwesteion	ɡ w ɛ s d e i̯ ɔ n
gwestiwn	ɡ w ɛ s d j ʊ n
gwesty	ɡ w ɛ s d ɨ̞
gweud	ɡ w e ɨ̯ d
gwg	ɡ uː ɡ
gwialen bysgota	ɡ w i a l ɛ n b ə s ɡ ɔ t a
gwialen bysgota	ɡ w j a l a m b ə s ɡ ɔ t a
gwialen bysgota	ɡ w j a l ɛ m b ə s ɡ ɔ t a
gwilym	ɡ w ɪ l ɨ̞ m
gwin	ɡ w iː n
gwin newydd	ɡ w iː n n ɛ u̯ ɨ̞ ð
gwinoedd	ɡ w ɪ n ɔ ɨ̯ ð
gwir	ɡ w iː r
gwirfoddol	ɡ w ɪ r v ɔ ð ɔ l
gwisg	ɡ w iː s ɡ
gwisga	ɡ w ɪ s ɡ a
gwisgo	ɡ w ɪ s ɡ ɔ
gwiwer	ɡ w ɪ u̯ a r
gwiwer	ɡ w ɪ u̯ ɛ r
gwiwerod	ɡ w ɪ u̯ ɛ r ɔ d
gwlad	ɡ w l aː d
gwlad belg	ɡ w l aː d b ɛ l ɡ
gwlad pwyl	ɡ w l aː d p uː ɨ̯ l
gwlad yr iâ	ɡ w l aː d ə r j aː
gwladfa	ɡ w l a d v a
gwladfeydd	ɡ w l a d v e ɨ̯ ð
gwladgarol	ɡ w l a d ɡ a r ɔ l
gwladgarwr	ɡ w l a d ɡ a r ʊ r
gwladgarwyr	ɡ w l a d ɡ a r w ɨ̞ r
gwlana	ɡ w l a n a
gwlanog	ɡ w l a n ɔ ɡ
gwledd	ɡ w l eː ð
gwledydd	ɡ w l ɛ d ɨ̞ ð
gwleidydd	ɡ w l e i̯ d ɨ̞ ð
gwleidyddol	ɡ w l e i̯ d ə ð ɔ l
gwlith	ɡ w l iː θ
gwlithlaw	ɡ w l ɪ θ l a u̯
gwlyb	ɡ w l ɨː b
gwlych	ɡ w l ɨː χ
gwlychu	ɡ l ə χ i
gwlychu	ɡ w l ə χ ɨ
gwlân	ɡ w l aː n
gwnaeth	n aː θ
gwnaeth	ɡ n aː θ
gwnaeth	ɡ w n aː ɨ̯ θ
gwneud	n e ɨ̯ d
gwneud	ɡ n e ɨ̯ d
gwneud	ɡ w n e ɨ̯ d
gwningen	ɡ ʊ n ɪ ŋ a n
gwningen	ɡ ʊ n ɪ ŋ ɛ n
gwobr	ɡ w ɔ b r
gwobrau	ɡ w ɔ b r a
gwobrau	ɡ w ɔ b r a ɨ̯
gwobrau	ɡ w ɔ b r ɛ
gwobrwyon	ɡ w ɔ b r ʊ ɨ̯ ɔ n
gwpan	ɡ ʊ p a n
gwpwrdd	ɡ ʊ p ʊ r ð
gwragedd	ɡ w r a ɡ a ð
gwragedd	ɡ w r a ɡ ɛ ð
gwraidd	ɡ w r a i̯ ð
gwraig	ɡ w r a i̯ ɡ
gwrando	ɡ w r a n d ɔ
gwrdd	ɡ ʊ r ð
gwregys	ɡ w r ɛ ɡ ɨ̞ s
gwregys llaethol	ə ɡ w r ɛ ɡ ɨ̞ s ɬ e ɨ̯ θ ɔ l
gwreiddiol	ɡ w r e i̯ ð j ɔ l
gwrendy	ɡ w r ɛ n d ɨ
gwres	ɡ w r eː s
gwrol	ɡ ʊ r ɔ l
gwrs	ɡ ʊ r s
gwrthgymdeithasol	ɡ ʊ r θ ɡ ə m d e i̯ θ a s ɔ l
gwrthiselder	ɡ ʊ r θ ɪ s ɛ l d ɛ r
gwrthiselydd	ɡ ʊ r θ ɪ s ɛ l ɨ̞ ð
gwrthiselyddion	ɡ ʊ r θ ɪ s ɛ l ə ð j ɔ n
gwrthod	ɡ ʊ r θ ɔ d
gwrthrych	ɡ ʊ r θ r ɨ̞ χ
gwrthrychol	ɡ ʊ r θ r ə χ ɔ l
gwrthryfel	ɡ ʊ r θ r ə v ɛ l
gwrthryfela	ɡ ʊ r θ r ə v ɛ l a
gwrthryfelgar	ɡ ʊ r θ r ə v ɛ l ɡ a r
gwrthryfeloedd	ɡ ʊ r θ r ə v ɛ l ɔ ɨ̯ ð
gwrthryfelwr	ɡ ʊ r θ r ə v ɛ l ʊ r
gwrthryfelwyr	ɡ ʊ r θ r ə v ɛ l w ɨ̞ r
gwrthwynebair	ɡ ʊ r θ w ɨ̞ n ɛ b a i̯ r
gwrthwynebiad	ɡ ʊ r θ w ɨ̞ n ɛ b j a d
gwrthwynebiadau	ɡ ʊ r θ w ɨ̞ n ɛ b j a d a
gwrthwynebiadau	ɡ ʊ r θ w ɨ̞ n ɛ b j a d a ɨ̯
gwrthwynebiadau	ɡ ʊ r θ w ɨ̞ n ɛ b j a d ɛ
gwrthwynebu	ɡ ʊ r θ w ɨ̞ n ɛ b ɨ
gwrthwynebwyr	ɡ ʊ r θ w ɨ̞ n ɛ b w ɨ̞ r
gwrthwynebydd	ɡ ʊ r θ w ɨ̞ n ɛ b ɨ̞ ð
gwrw	ɡ ʊ r u
gwsberen	ɡ ʊ s b ɛ r a n
gwsberen	ɡ ʊ s b ɛ r ɛ n
gwsberis	ɡ ʊ s b ɛ r ɪ s
gwy	ɡ uː ɨ̯
gwyach	ɡ ʊ ɨ̯ a χ
gwyar	ɡ ʊ ɨ̯ a r
gwybed	ɡ w ə b ɛ d
gwybed ffwng	ɡ w ə b ɛ d f ʊ ŋ
gwybedyn	ɡ w ə b ɛ d ɨ̞ n
gwybod	ɡ w ɨ̞ b ɔ d
gwybod	ɡ ʊ b ɔ
gwybod	ɡ ʊ b ɔ d
gwybodaeth	ɡ w ə b ɔ d a ɨ̯ θ
gwybodaeth	ɡ w ə b ɔ d ɛ θ
gwybodaeth	ɡ w ɨ̞ b ɔ d a ɨ̯ θ
gwybodaeth	ɡ w ɨ̞ b ɔ d ɛ θ
gwybodaeth	ɡ ʊ b ɔ d a ɨ̯ θ
gwych	ɡ w ɨː χ
gwychach	ɡ w ə χ a χ
gwyched	ɡ w ə χ ɛ d
gwyddau	ɡ ʊ ɨ̯ ð a
gwyddau	ɡ ʊ ɨ̯ ð a ɨ̯
gwyddau	ɡ ʊ ɨ̯ ð ɛ
gwyddbwyll	ɡ w ɨ̞ ð b ʊ ɨ̯ ɬ
gwyddel	ɡ ʊ ɨ̯ ð ɛ l
gwyddeleg	ɡ ʊ ɨ̯ ð ɛ l ɛ ɡ
gwydden	ɡ w ɨ̞ ð ɛ n
gwyddion	ɡ w ə ð j ɔ n
gwyddon	ɡ w ə ð ɔ n
gwyddor	ɡ ʊ ɨ̯ ð ɔ r
gwydr	ɡ w ɨ̞ d r
gwydraid	ɡ w ə d r a i̯ d
gwyfyn	ɡ w ə v ɨ̞ n
gwylan	ɡ ʊ ɨ̯ l a n
gwylanod	ɡ ʊ ɨ̯ l a n ɔ d
gwyliedydd	ɡ w ɨ̞ l j ɛ d ɨ̞ ð
gwyliedyddion	ɡ w ɨ̞ l j ɛ d ə ð j ɔ n
gwylio	ɡ w ɨ̞ l j ɔ
gwylio	ɡ w ɪ l j ɔ
gwyll	ɡ w ɨ̞ ɬ
gwylliaid	ɡ w ɨ̞ ɬ j a i̯ d
gwylliaid	ɡ w ɨ̞ ɬ j ɛ d
gwylliaid	ɡ ʊ ɨ̯ ɬ j a i̯ d
gwylliaid	ɡ ʊ ɨ̯ ɬ j ɛ d
gwyllon	ɡ w ə ɬ ɔ n
gwyllt	ɡ w ɨː ɬ d
gwylog	ɡ ʊ ɨ̯ l ɔ ɡ
gwylogod	ɡ ʊ ɨ̯ l ɔ ɡ ɔ d
gwymona	ɡ w ɨ̞ m ɔ n a
gwympo	ɡ w ɨ m p ɔ
gwyn	ɡ w ɨ̞ n
gwyndyd	ɡ ʊ ɨ̯ n d ɨ̞ d
gwynedd	ɡ u ɨ̯ n ɛ ð
gwyneira	ɡ w ɨ̞ n e i̯ r a
gwyneth	ɡ w ɨ̞ n ɛ θ
gwynnach	ɡ w ə n a χ
gwynnu	ɡ w ə n ɨ
gwyno	ɡ ʊ ɨ̯ n ɔ
gwynt	ɡ w ɨ̞ n t
gwyrdd	ɡ w ɨ̞ r ð
gwyrddfaen	ɡ w ə r ð v a ɨ̯ n
gwyrddion	ɡ w ə r ð j ɔ n
gwyrddsug	ɡ w ə r ð s ɨ̞ ɡ
gwyryf	ɡ w ə r ɨ v
gwys	ɡ w ɨː s
gwystl	ɡ w ɨ̞ s d l
gwâl	ɡ w aː l
gwâr	ɡ w aː r
gwêl	ɡ w eː l
gwên	ɡ w eː n
gwŷdd	ɡ w ɨː ð
gwŷl	ɡ w ɨː l
gwŷn	ɡ w ɨː n
gwŷr	ɡ w ɨː r
gychwyn	ɡ ə χ w ɨ̞ n
gyd	ɡ iː d
gyda	d a
gyda	ɡ ɨ̞ d a
gyda hyn	ɡ ɨ̞ d a h ɨ̞ n
gydag	ɡ ɨ̞ d a ɡ
gydbreswylwyr	ɡ ɨː d b r ɛ s ʊ ɨ̯ l w ɨ̞ r
gyddfau	ɡ ə ð v a
gyddfau	ɡ ə ð v a ɨ̯
gyddfau	ɡ ə ð v ɛ
gyfarfod	ɡ w a r v ɔ d
gyfarfod	ɡ ə v a r v ɔ d
gyfforddus	ɡ ə f ɔ r ð ɨ̞ s
gyfiawnder	ɡ ə v j a u̯ n d ɛ r
gyflym	ɡ ə v l ɨ̞ m
gyfnither	ɡ ə v n ɪ θ a r
gyfnither	ɡ ə v n ɪ θ ɛ r
gyfoethog	ɡ ə v ɔ ɨ̯ θ ɔ ɡ
gyfreithiwr	ɡ ə v r e i̯ θ j ʊ r
gylch	ɡ ɨ̞ l χ
gylchgrawn	ɡ ə l χ ɡ r a u̯ n
gylchgrawn	ɡ ɨ̞ l χ ɡ r a u̯ n
gylfin	ɡ ə l v ɪ n
gylfinau	ɡ ə l v ɪ n a
gylfinau	ɡ ə l v ɪ n a ɨ̯
gylfinau	ɡ ə l v ɪ n ɛ
gylfinir	ɡ ə l v ɪ n ɪ r
gylfinirod	ɡ ə l v ɪ n ɪ r ɔ d
gyll	ɡ ɨ̞ ɬ
gymaint	ɡ ə m a i̯ n t
gymaint	ɡ ə m ɛ n t
gymedrolwr	ɡ ə m ɛ d r ɔ l ʊ r
gymedrolwyr	ɡ ə m ɛ d r ɔ l w ɨ̞ r
gymorth	ɡ ə m ɔ r θ
gymru	ɡ ə m r ɨ̞
gymylog	ɡ ə m ə l ɔ ɡ
gyngor	ɡ ə ŋ ɔ r
gynhadledd	ɡ ə n h a d l ɛ ð
gynnar	ɡ ə n a r
gynnwrf	ɡ ə n ʊ r v
gyrdd	ɡ ɨ̞ r ð
gyrgoed	ɡ ə r ɡ oː ɨ̯ d
gyrraedd	ɡ ə r a ð
gyrraedd	ɡ ə r a ɨ̯ ð
gyrraedd	ɡ ə r ɛ ð
gyrraf	ɡ ə r a v
gyrru	ɡ ə r ɨ
gyrrwr	ɡ ə r ʊ r
gysgu	ɡ ə s ɡ ɨ
gystadlu	ɡ ə s d a d l ɨ
gythraul	ɡ ə θ r a l
gythraul	ɡ ə θ r a ɨ̯ l
gythraul	ɡ ə θ r ɛ l
gythreuliaid	ɡ ə θ r e ɨ̯ l j a i̯ d
gythreuliaid	ɡ ə θ r e ɨ̯ l j ɛ d
gâl	ɡ aː l
gân	ɡ aː n
gât	ɡ aː t
gêm	ɡ eː m
gên	ɡ eː n
gôl	ɡ oː l
gôt	ɡ oː t
gôt law	ɡ oː t l aː u̯
gŵr	ɡ uː r
gŵydd	ɡ uː ɨ̯ ð
gŵyl	ɡ uː ɨ̯ l
gŵyll	ɡ uː ɨ̯ ɬ
gŵyr	ɡ uː ɨ̯ r
gŵyth	ɡ uː ɨ̯ θ
gẃraidd	ɡ ʊ r a i̯ ð
h	aː ɨ̯ t ʃ
h	h
h	h aː ɨ̯ t ʃ
h	h ə
habad	h a b a d
habadaeth	h a b a d a ɨ̯ θ
habadaeth	h a b a d ɛ θ
habadaethau	h a b a d e ɨ̯ θ a
habadaethau	h a b a d e ɨ̯ θ a ɨ̯
habadaethau	h a b a d e ɨ̯ θ ɛ
habadau	h a b a d a
habadau	h a b a d a ɨ̯
habadau	h a b a d ɛ
habades	h a b a d ɛ s
habadesau	h a b a d ɛ s a
habadesau	h a b a d ɛ s a ɨ̯
habadesau	h a b a d ɛ s ɛ
habatai	h a b a t a ɨ̯
habatir	h a b a t ɪ r
habatiroedd	h a b a t ɪ r ɔ ɨ̯ ð
habaty	h a b a t ɨ
haber	h a b ɛ r
haberaeron	h a b ɛ r e ɨ̯ r ɔ n
haberdâr	h a b ɛ r d aː r
habwyd	h a b ʊ ɨ̯ d
habwydyn	h a b ʊ ɨ̯ d ɨ̞ n
hach	aː χ
hachos	h a χ ɔ s
hachosi	h a χ ɔ s i
had	h aː d
hadar	h a d a r
haddo	h a ð ɔ
hadeilad	h a d e i̯ l a d
haden	h a d ɛ n
hadolygu	h a d ɔ l ə ɡ ɨ̞
hadran	h a d r a n
hadu	h a d ɨ̞
hadwaenent	h a d w e ɨ̯ n ɛ n t
haeddel	h e ɨ̯ ð ɛ l
haeddel fawr	h e ɨ̯ ð ɛ l v a u̯ r
haelwyd	h e ɨ̯ l ʊ ɨ̯ d
haen	h aː ɨ̯ n
haethnen	h e ɨ̯ θ n ɛ n
haethnenni	h e ɨ̯ θ n ɛ n i
haf	h aː
haf	h aː v
hafod	h a v ɔ d
hafodau	h a v ɔ d a
hafodau	h a v ɔ d a ɨ̯
hafodau	h a v ɔ d ɛ
hafodydd	h a v ɔ d ɨ̞ ð
