aa	ɑː
merkki	m e̞ r kː i
merkkiaine	m e̞ r kː i ɑ i̯ n e̞ ʔ
merkkifarkut	m e̞ r kː i f ɑ r k u t̪
merkkijono	m e̞ r kː i j o̞ n o̞
merkkikivi	m e̞ r kː i k i ʋ i
merkkiluku	m e̞ r kː i l u k u
merkkinen	m e̞ r kː i n e̞ n
merkkiryhmä	m e̞ r kː i r y ç m æ
merkkisääntö	m e̞ r kː i s̠ æː n̪ t̪ ø̞
merkkitesti	m e̞ r kː i t̪ e̞ s̠ t̪ i
merkkitietoinen	m e̞ r kː i t̪ i e̞̯ t̪ o̞ i̯ n e̞ n
merkkiuskollinen	m e̞ r kː i u s̠ k o̞ l l i n e̞ n
merkkivaate	m e̞ r kː i ʋ ɑː t̪ e̞ ʔ
merkkivalo	m e̞ r kː i ʋ ɑ l o̞
merkkivuosi	m e̞ r kː i ʋ u o̞̯ s̠ i
merkkiväli	m e̞ r kː i ʋ æ l i
merkkivälistys	m e̞ r kː i ʋ æ l i s̠ t̪ y s̠
meromorfifunktio	m e̞ r o̞ m o̞ r f i f u ŋ k t̪ i o̞
merserointi	m e̞ r s̠ e̞ r o̞ i̯ n̪ t̪ i
merta	m e̞ r t̪ ɑ
mervi	m e̞ r ʋ i
mesaanimasto	m e̞ s̠ ɑː n i m ɑ s̠ t̪ o̞
mese	m e̞ s̠ e̞
mesenaatti	m e̞ s̠ e̞ n ɑː t̪ː i
mesettää	m e̞ s̠ e̞ t̪ː æː ʔ
mesi	m e̞ s̠ i
mesiaalinen	m e̞ s̠ i ɑː l i n e̞ n
mesiangervo	m e̞ s̠ i ɑ ŋː e̞ r ʋ o̞
mesiheinä	m e̞ s̠ i h e̞ i̯ n æ
mesikaste	m e̞ s̠ i k ɑ s̠ t̪ e̞ ʔ
mesimäyrä	m e̞ s̠ i m æ y̯ r æ
mesiäinen	m e̞ s̠ i æ i̯ n e̞ n
mesmerismi	m e̞ s̠ m e̞ r i s̠ m i
mesoa	m e̞ s̠ o̞ ɑ ʔ
mesofylli	m e̞ s̠ o̞ f y lː i
mesokurtinen	m e̞ s̠ o̞ k u r t̪ i n e̞ n
mesoliittinen	m e̞ s̠ o̞ l iː t̪ː i n e̞ n
mesoskaala	m e̞ s̠ o̞ s̠ k ɑː l ɑ
mesota	m e̞ s̠ o̞ t̪ ɑ ʔ
mesoteliooma	m e̞ s̠ o̞ t̪ e̞ l i o̞ː m ɑ
messevä	m e̞ s̠ː e̞ ʋ æ
messi	m e̞ s̠ː i
messiadi	m e̞ s̠ː i ɑ d i
messianismi	m e̞ s̠ː i ɑ n i s̠ m i
messiin	m e̞ s̠ː iː n
messingöinti	m e̞ s̠ː i ŋ ɡ ø̞ i̯ n̪ t̪ i
messinki	m e̞ s̠ː i ŋ k i
messinkijuote	m e̞ s̠ː i ŋ k i j u o̞̯ t̪ e̞ ʔ
messinkilevy	m e̞ s̠ː i ŋ k i l e̞ ʋ y
messinkiruuvi	m e̞ s̠ː i ŋ k i r uː ʋ i
messinkityö	m e̞ s̠ː i ŋ k i t̪ y ø̞̯
messissä	m e̞ s̠ː i s̠ː æ
messu	m e̞ s̠ː u
messukirja	m e̞ s̠ː u k i r j ɑ
mesta	m e̞ s̠ t̪ ɑ
mestaaminen	m e̞ s̠ t̪ ɑː m i n e̞ n
mestari	m e̞ s̠ t̪ ɑ r i
mestarillinen	m e̞ s̠ t̪ ɑ r i lː i n e̞ n
mestarillisesti	m e̞ s̠ t̪ ɑ r i lː i s̠ e̞ s̠ t̪ i ʔ
mestarius	m e̞ s̠ t̪ ɑ r i u s̠
mestaroija	m e̞ s̠ t̪ ɑ r o̞ i̯ jː ɑ
mestarointi	m e̞ s̠ t̪ ɑ r o̞ i̯ n̪ t̪ i
mestaruuskisa	m e̞ s̠ t̪ ɑ r uː s̠ k i s̠ ɑ
mestauspaikka	m e̞ s̠ t̪ ɑ u s̠ p ɑ i̯ kː ɑ
mestauttaa	m e̞ s̠ t̪ ɑ u t̪ː ɑː ʔ
mesu	m e̞ s̠ u
met	m e̞ t̪
metaani	m e̞ t̪ ɑː n i
metaanihappo	m e̞ t̪ ɑː n i h ɑ pː o̞
metabasaltti	m e̞ t̪ ɑ b ɑ s̠ ɑ l t̪ː i
metabolismi	m e̞ t̪ ɑ b o̞ l i s̠ m i
metadata	m e̞ t̪ ɑ d ɑ t̪ ɑ
metadoni	m e̞ t̪ ɑ d o̞ n i
metafilosofia	m e̞ t̪ ɑ f i l o̞ s̠ o̞ f i ɑ
metafilosofinen	m e̞ t̪ ɑ f i l o̞ s̠ o̞ f i n e̞ n
metakritiikki	m e̞ t̪ ɑ k r i t̪ iː kː i
metakromaattinen	m e̞ t̪ ɑ k r o̞ m ɑː t̪ t̪ i n e̞ n
metakrylaatti	m e̞ t̪ ɑ k r y l ɑː t̪ː i
metakryylihappo	m e̞ t̪ ɑ k r yː l i h ɑ pː o̞
metalli	m e̞ t̪ ɑ lː i
metalliala	m e̞ t̪ ɑ lː i ɑ l ɑ
metallijauhe	m e̞ t̪ ɑ lː i j ɑ u̯ ɦ e̞ ʔ
metallikello	m e̞ t̪ ɑ lː i k e̞ lː o̞
metallikiilto	m e̞ t̪ ɑ lː i k iː l t̪ o̞
metallikiiltoinen	m e̞ t̪ ɑ lː i k iː l t̪ o̞ i̯ n e̞ n
metallikirves	m e̞ t̪ ɑ lː i k i r ʋ e̞ s̠
metalliladonta	m e̞ t̪ ɑ lː i l ɑ d o̞ n̪ t̪ ɑ
metallilastu	m e̞ t̪ ɑ lː i l ɑ s̠ t̪ u
metallilevy	m e̞ t̪ ɑ lː i l e̞ ʋ y
metallimainen	m e̞ t̪ ɑ lː i m ɑ i̯ n e̞ n
metallinhohteinen	m e̞ t̪ ɑ lː i n h o̞ h t̪ e̞ i̯ n e̞ n
metallinhohtoinen	m e̞ t̪ ɑ lː i n h o̞ h t̪ o̞ i̯ n e̞ n
metallinkaikuinen	m e̞ t̪ ɑ lː i ŋ k ɑ i̯ k u i̯ n e̞ n
metallinkiiltoinen	m e̞ t̪ ɑ lː i ŋ k iː l t̪ o̞ i̯ n e̞ n
metallinkiiltävä	m e̞ t̪ ɑ lː i ŋ k iː l t̪ æ ʋ æ
metallinkova	m e̞ t̪ ɑ lː i ŋ k o̞ ʋ ɑ
metallinsointinen	m e̞ t̪ ɑ lː i n s̠ o̞ i̯ n̪ t̪ i n e̞ n
metallinvalu	m e̞ t̪ ɑ lː i n ʋ ɑ l u
metallipitoinen	m e̞ t̪ ɑ lː i p i t̪ o̞ i̯ n e̞ n
metallipora	m e̞ t̪ ɑ lː i p o̞ r ɑ
metallipäällysteinen	m e̞ t̪ ɑ lː i p æː lː y s̠ t̪ e̞ i̯ n e̞ n
metallipöly	m e̞ t̪ ɑ lː i p ø̞ l y
metalliraha	m e̞ t̪ ɑ lː i r ɑ ɦ ɑ
metallirikas	m e̞ t̪ ɑ lː i r i k ɑ s̠
metallisaha	m e̞ t̪ ɑ lː i s̠ ɑ ɦ ɑ
metalliseppä	m e̞ t̪ ɑ lː i s̠ e̞ pː æ
metallisidos	m e̞ t̪ ɑ lː i s̠ i d o̞ s̠
metallisti	m e̞ t̪ ɑ l l i s̠ t̪ i
metallisuola	m e̞ t̪ ɑ lː i s̠ u o̞̯ l ɑ
metallitaide	m e̞ t̪ ɑ lː i t̪ ɑ i̯ d e̞ ʔ
metallityö	m e̞ t̪ ɑ lː i t̪ y ø̞̯
metallurgia	m e̞ t̪ ɑ l l u r ɡ i ɑ
metallurginen	m e̞ t̪ ɑ l l u r ɡ i n e̞ n
metamagnetismi	m e̞ t̪ ɑ m ɑ ɡ n e̞ t̪ i s̠ m i
metamateriaali	m e̞ t̪ ɑ m ɑ t̪ e̞ r i ɑː l i
metameeri	m e̞ t̪ ɑ m e̞ː r i
metapeliitti	m e̞ t̪ ɑ p e̞ l iː t̪ː i
metasomatoosi	m e̞ t̪ ɑ s̠ o̞ m ɑ t̪ o̞ː s̠ i
metastaattinen	m e̞ t̪ ɑ s̠ t̪ ɑː t̪ː i n e̞ n
metastabiili	m e̞ t̪ ɑ s̠ t̪ ɑ b iː l i
metastasoiminen	m e̞ t̪ ɑ s̠ t̪ ɑ s̠ o̞ i̯ m i n e̞ n
metastasointi	m e̞ t̪ ɑ s̠ t̪ ɑ s̠ o̞ i̯ n̪ t̪ i
meteli	m e̞ t̪ e̞ l i
metelöidä	m e̞ t̪ e̞ l ø̞ i̯ d æ ʔ
metelöijä	m e̞ t̪ e̞ l ø̞ i̯ jː æ
metelöinti	m e̞ t̪ e̞ l ø̞ i̯ n̪ t̪ i
meteori	m e̞ t̪ e̞ o̞ r i
meteoriitti	m e̞ t̪ e̞ o̞ r iː t̪ː i
meteoriparvi	m e̞ t̪ e̞ o̞ r i p ɑ r ʋ i
meteoroidi	m e̞ t̪ e̞ o̞ r o̞ i̯ d i
meteorologia	m e̞ t̪ e̞ o̞ r o̞ l o̞ ɡ i ɑ
meteorologinen	m e̞ t̪ e̞ o̞ r o̞ l o̞ ɡ i n e̞ n
metinen	m e̞ t̪ i n e̞ n
metioniinisyntaasi	m e̞ t̪ i o̞ n iː n i s̠ y n̪ t̪ ɑː s̠ i
metionyyli	m e̞ t̪ i o̞ n yː l i
metka	m e̞ t̪ k ɑ ʔ
metkasti	m e̞ t̪ k ɑ s̠ t̪ i ʔ
metkuilla	m e̞ t̪ k u i̯ lː ɑ
metkuilla	m e̞ t̪ k u i̯ lː ɑ ʔ
metkuilu	m e̞ t̪ k u i̯ l u
metodinen	m e̞ t̪ o̞ d i n e̞ n
metodisesti	m e̞ t̪ o̞ d i s̠ e̞ s̠ t̪ i ʔ
metodismi	m e̞ t̪ o̞ d i s̠ m i
metodologia	m e̞ t̪ o̞ d o̞ l o̞ ɡ i ɑ
metri	m e̞ t̪ r i
metrijärjestelmä	m e̞ t̪ r i j æ r j e̞ s̠ t̪ e̞ l m æ
metris	m e̞ t̪ r i s̠
metristys	m e̞ t̪ r i s̠ t̪ y s̠
metristyvä	m e̞ t̪ r i s̠ t̪ y ʋ æ
metro	m e̞ t̪ r o̞
metroasema	m e̞ t̪ r o̞ ɑ s̠ e̞ m ɑ
metroliikenne	m e̞ t̪ r o̞ l iː k e̞ nː e̞ ʔ
metrolinja	m e̞ t̪ r o̞ l i n j ɑ
metrologi	m e̞ t̪ r o̞ l o̞ ɡ i
metrologia	m e̞ t̪ r o̞ l o̞ ɡ i ɑ
metrolta	m e̞ t̪ r o̞ l t̪ ɑ
metrorata	m e̞ t̪ r o̞ r ɑ t̪ ɑ
metrotunneli	m e̞ t̪ r o̞ t̪ u nː e̞ l i
metrovaunu	m e̞ t̪ r o̞ ʋ ɑ u̯ n u
metsikkökuvio	m e̞ t s̠ i kː ø̞ k u ʋ i o̞
metsittyminen	m e̞ t s̠ i t̪ t̪ y m i n e̞ n
metsittäminen	m e̞ t s̠ i t̪ t̪ æ m i n e̞ n
metso	m e̞ t s̠ o̞
metsokukko	m e̞ t s̠ o̞ k u kː o̞
metsä	m e̞ t s̠ æ
metsäala	m e̞ t s̠ æ ɑ l ɑ
metsäalue	m e̞ t s̠ æ ɑ l u e̞ ʔ
metsäaukio	m e̞ t s̠ æ ɑ u̯ k i o̞
metsäautotie	m e̞ t s̠ æ ɑ u̯ t̪ o̞ t̪ i e̞̯
metsäenergia	m e̞ t s̠ æ e̞ n e̞ r ɡ i ɑ
metsähiiri	m e̞ t s̠ æ h iː r i
metsäkaarti	m e̞ t s̠ æ k ɑː r t̪ i
metsäkaartilainen	m e̞ t s̠ æ k ɑː r t̪ i l ɑ i̯ n e̞ n
metsäkato	m e̞ t s̠ æ k ɑ t̪ o̞
metsäkirvinen	m e̞ t s̠ æ k i r ʋ i n e̞ n
metsäkorte	m e̞ t s̠ æ k o̞ r t̪ e̞ ʔ
metsäkurjenpolvi	m e̞ t s̠ æ k u r j e̞ m p o̞ l ʋ i
metsäkämppä	m e̞ t s̠ æ k æ m pː æ
metsälainsäädäntö	m e̞ t s̠ æ l ɑ i̯ n s̠ æː d æ n̪ t̪ ø̞
metsälaki	m e̞ t s̠ æ l ɑ k i
metsälappalainen	m e̞ t s̠ æ l ɑ pː ɑ l ɑ i̯ n e̞ n
metsämaa	m e̞ t s̠ æ m ɑː
metsämänty	m e̞ t s̠ æ m æ n̪ t̪ y
metsäneuvos	m e̞ t s̠ æ n e̞ u̯ ʋː o̞ s̠
metsänhoidollinen	m e̞ t s̠ æ n h o̞ i̯ d o̞ l l i n e̞ n
metsänhoidollisesti	m e̞ t s̠ æ n h o̞ i̯ d o̞ lː i s̠ e̞ s̠ t̪ i ʔ
metsänhoitotiede	m e̞ t s̠ æ n h o̞ i̯ t̪ o̞ t̪ i e̞̯ d e̞ ʔ
metsänhoitotyö	m e̞ t s̠ æ n h o̞ i̯ t̪ o̞ t̪ y ø̞̯
metsänkaato	m e̞ t s̠ æ ŋ k ɑː t̪ o̞
metsänranta	m e̞ t s̠ æ n r ɑ n̪ t̪ ɑ
metsäntutkimus	m e̞ t s̠ æ n t̪ u t̪ k i m u s̠
metsänviljely	m e̞ t s̠ æ n ʋ i l j e̞ l y
metsäpalo	m e̞ t s̠ æ p ɑ l o̞
metsäpalsta	m e̞ t s̠ æ p ɑ l s̠ t̪ ɑ
metsäpeitteinen	m e̞ t s̠ æ p e̞ i̯ t̪ː e̞ i̯ n e̞ n
metsäpolku	m e̞ t s̠ æ p o̞ l k u
metsärikas	m e̞ t s̠ æ r i k ɑ s̠
metsäsertifiointi	m e̞ t s̠ æ s̠ e̞ r t̪ i f i o̞ i̯ n̪ t̪ i
metsäsopuli	m e̞ t s̠ æ s̠ o̞ p u l i
metsästellä	m e̞ t s̠ æ s̠ t̪ e̞ lː æ ʔ
metsästyshaukka	m e̞ t s̠ æ s̠ t̪ y s̠ h ɑ u̯ kː ɑ
metsästyskortti	m e̞ t s̠ æ s̠ t̪ y s̠ k o̞ r t̪ː i
metsästyslupa	m e̞ t s̠ æ s̠ t̪ y s̠ l u p ɑ
metsästysseura	m e̞ t s̠ æ s̠ t̪ y s̠ s̠ e̞ u̯ r ɑ
metsästäjänpihvi	m e̞ t s̠ æ s̠ t̪ æ j æ m p i ç ʋ i
metsästäminen	m e̞ t s̠ æ s̠ t̪ æ m i n e̞ n
metsäsuunnittelu	m e̞ t s̠ æ s̠ uː nː i t̪ t̪ e̞ l u
metsätaloudellinen	m e̞ t s̠ æ t̪ ɑ l o̞ u d e̞ lː i n e̞ n
metsätalousinsinööri	m e̞ t s̠ æ t̪ ɑ l o̞ u s̠ i n s̠ i n ø̞ː r i
metsätalousneuvos	m e̞ t s̠ æ t̪ ɑ l o̞ u s̠ n e̞ u̯ ʋː o̞ s̠
metsätaloustiede	m e̞ t s̠ æ t̪ ɑ l o̞ u s̠ t̪ i e̞̯ d e̞ ʔ
metsäteknologinen	m e̞ t s̠ æ t̪ e̞ k n o̞ l o̞ ɡ i n e̞ n
metsätie	m e̞ t s̠ æ t̪ i e̞̯
metsätieteellinen	m e̞ t s̠ æ t̪ i e̞̯ t̪ e̞ː l l i n e̞ n
metsätila	m e̞ t s̠ æ t̪ i l ɑ
metsätilanomistaja	m e̞ t s̠ æ t̪ i l ɑ n o̞ m i s̠ t̪ ɑ j ɑ
metsätulot	m e̞ t s̠ æ t̪ u l o̞ t̪
metsätuomi	m e̞ t s̠ æ t̪ u o̞̯ m i
metsätyö	m e̞ t s̠ æ t̪ y ø̞̯
metsätyöväline	m e̞ t s̠ æ t̪ y ø̞̯ ʋ æ l i n e̞ ʔ
metsätähti	m e̞ t s̠ æ t̪ æ h t̪ i
metsävarat	m e̞ t s̠ æ ʋ ɑ r ɑ t̪
metsäyhtiö	m e̞ t s̠ æ y ç t̪ i ø̞
metsäympäristö	m e̞ t s̠ æ y m p æ r i s̠ t̪ ø̞
mette	m e̞ t̪ː e̞
metvursti	m e̞ː t̪ ʋ u r s̠ t̪ i
metyyliesteri	m e̞ t̪ yː l i e̞ s̠ t̪ e̞ r i
mezzoforte	m e̞ t s̠ o̞ f o̞ r t̪ː e̞
mezzopiano	m e̞ t s̠ o̞ p i ɑ n o̞
meänkieli	m e̞ æ ŋ k i e̞ l i
meänkielinen	m e̞ æ ŋ k i e̞ l i n e̞ n
mi	m i
miami	m ɑ i̯ ɑ m i
miau	m i ɑ u
michigan	m i ʃ i ɡ ɑ n
mie	m i e̞̯
miedonnus	m i e̞̯ d o̞ nː u s̠
miedontaa	m i e̞̯ d o̞ n̪ t̪ ɑː
miedontaa	m i e̞̯ d o̞ n̪ t̪ ɑː ʔ
miedontaminen	m i e̞̯ d o̞ n t̪ ɑ m i n e̞ n
miedontua	m i e̞̯ d o̞ n t̪ u ɑ ʔ
miedosti	m i e̞̯ d o̞ s̠ t̪ i ʔ
miehelä	m i e̞̯ ɦ e̞ l æ
miehenkorkuinen	m i e̞̯ ɦ e̞ ŋ k o̞ r k u i̯ n e̞ n
miehennimi	m i e̞̯ ɦ e̞ n n i m i
miehevästi	m i e̞̯ ɦ e̞ ʋ æ s̠ t̪ i ʔ
mieheys	m i e̞̯ ɦ e̞ y s̠
miehikkälä	m i e̞̯ ɦ i k k æ l æ
miehikkäläinen	m i e̞̯ ɦ i kː æ l æ i̯ n e̞ n
miehikkäläläinen	m i e̞̯ ɦ i kː æ l æ l æ i̯ n e̞ n
miehistyminen	m i e̞̯ ɦ i s̠ t̪ y m i n e̞ n
miehistö	m i e̞̯ ɦ i s̠ t̪ ø̞
miehistönkuljetusalus	m i e̞̯ ɦ i s̠ t̪ ø̞ ŋ k u l j e̞ t̪ u s̠ ɑ l u s̠
miehittyä	m i e̞̯ ɦ i t̪ t̪ y æ ʔ
miehittäjä	m i e̞̯ ɦ i t̪ t̪ æ j æ
miehittäminen	m i e̞̯ ɦ i t̪ t̪ æ m i n e̞ n
miehittämätön	m i e̞̯ ɦ i t̪ t̪ æ m æ t̪ ø̞ n
miehittää	m i e̞̯ ɦ i t̪ː æː
miehittää	m i e̞̯ ɦ i t̪ː æː ʔ
miehitys	m i e̞̯ ɦ i t̪ y s̠
miehitysarmeija	m i e̞̯ ɦ i t̪ y s̠ ɑ r m e̞ i̯ jː ɑ
miehus	m i e̞̯ ɦ u s̠
miehuullinen	m i e̞̯ ɦ uː l l i n e̞ n
miehuullisesti	m i e̞̯ ɦ uː lː i s̠ e̞ s̠ t̪ i ʔ
miehyys	m i e̞̯ ɦ yː s̠
miekanhiontakivi	m i e̞̯ k ɑ n h i o̞ n̪ t̪ ɑ k i ʋ i
miekka	m i e̞̯ kː ɑ
miekkailla	m i e̞̯ kː ɑ i̯ lː ɑ ʔ
miekkalilja	m i e̞̯ kː ɑ l i l j ɑ
miekkavalas	m i e̞̯ kː ɑ ʋ ɑ l ɑ s̠
miekkonen	m i e̞̯ kː o̞ n e̞ n
mieleen	m i e̞̯ l e̞ː n
mielekäs	m i e̞̯ l e̞ k æ s̠
mielellään	m i e̞̯ l e̞ lː æː n
mieleltään	m i e̞̯ l e̞ l t̪ æː n
mielenfilosofia	m i e̞̯ l e̞ n f i l o̞ s̠ o̞ f i ɑ
mielenhäiriö	m i e̞̯ l e̞ n h æ i̯ r i ø̞
mielenilmaisu	m i e̞̯ l e̞ n i l m ɑ i̯ s̠ u
mielenilmaus	m i e̞̯ l e̞ n i l m ɑ u s̠
mielenkiinnoton	m i e̞̯ l e̞ ŋ k iː nː o̞ t̪ o̞ n
mielenkiinnottomasti	m i e̞̯ l e̞ ŋ k iː nː o̞ t̪ː o̞ m ɑ s̠ t̪ i ʔ
mielenkiinto	m i e̞̯ l e̞ ŋ k iː n̪ t̪ o̞
mielenlaatu	m i e̞̯ l e̞ n l ɑː t̪ u
mielenliikutus	m i e̞̯ l e̞ n l iː k u t̪ u s̠
mielenosoituksellinen	m i e̞̯ l e̞ n o̞ s̠ o̞ i̯ t̪ u k s̠ e̞ l l i n e̞ n
mielenosoituksellisesti	m i e̞̯ l e̞ n o̞ s̠ o̞ i̯ t̪ u k s̠ e̞ lː i s̠ e̞ s̠ t̪ i ʔ
mielenosoitus	m i e̞̯ l e̞ n o̞ s̠ o̞ i̯ t̪ u s̠
mielensäpahoittaja	m i e̞̯ l e̞ n s̠ æ p ɑ ɦ o̞ i̯ t̪ t̪ ɑ j ɑ
mielensäpahoittaja	m i e̞̯ l e̞ n s̠ æ p̚ p ɑ ɦ o̞ i̯ t̪ t̪ ɑ j ɑ
mielenterveydellinen	m i e̞̯ l e̞ n t̪ e̞ r ʋ e̞ y d e̞ lː i n e̞ n
mielenterveydellisesti	m i e̞̯ l e̞ n t̪ e̞ r ʋ e̞ y d e̞ lː i s̠ e̞ s̠ t̪ i ʔ
mielenterveys	m i e̞̯ l e̞ n t̪ e̞ r ʋ e̞ y s̠
mielenterveystoimisto	m i e̞̯ l e̞ n t̪ e̞ r ʋ e̞ y s̠ t̪ o̞ i̯ m i s̠ t̪ o̞
mielenterveystyö	m i e̞̯ l e̞ n t̪ e̞ r ʋ e̞ y s̠ t̪ y ø̞̯
mielentilatutkimus	m i e̞̯ l e̞ n t̪ i l ɑ t̪ u t̪ k i m u s̠
mielestä	m i e̞̯ l e̞ s̠ t̪ æ
mielettä	m i e̞̯ l e̞ t̪ː æ
mieletön	m i e̞̯ l e̞ t̪ ø̞ n
mielevä	m i e̞̯ l e̞ ʋ æ
mielevästi	m i e̞̯ l e̞ ʋ æ s̠ t̪ i ʔ
mieli	m i e̞̯ l i
mieli	m i e̞̯ l i ʔ
mielihyvin	m i e̞̯ l i h y ʋ i n
mieliin	m i e̞̯ l iː n
mieliinpainuva	m i e̞̯ l iː m p ɑ i̯ n u ʋ ɑ
mielijohde	m i e̞̯ l i j o̞ x d e̞ ʔ
mielikki	m i e̞̯ l i kː i
mielikseen	m i e̞̯ l i k s̠ e̞ː n
mielikuvakartta	m i e̞̯ l i k u ʋ ɑ k ɑ r t̪ː ɑ
mielikuvamaailma	m i e̞̯ l i k u ʋ ɑ m ɑː i l m ɑ
mielikuvituksekkaasti	m i e̞̯ l i k u ʋ i t̪ u k s̠ e̞ k k ɑː s̠ t̪ i ʔ
mielikuvitukseton	m i e̞̯ l i k u ʋ i t̪ u k s̠ e̞ t̪ o̞ n
mielikuvitus	m i e̞̯ l i k u ʋ i t̪ u s̠
mielikuvitusleikki	m i e̞̯ l i k u ʋ i t̪ u s̠ l e̞ i̯ kː i
mielikuvitusystävä	m i e̞̯ l i k u ʋ i t̪ u s̠ y s̠ t̪ æ ʋ æ
mielinkielin	m i e̞̯ l i ŋ k i e̞ l i n
mielipideilmasto	m i e̞̯ l i p i d e̞ ʔ i l m ɑ s̠ t̪ o̞
mielipidekirjoitus	m i e̞̯ l i p i d e̞ k̚ k i r j o̞ i̯ t̪ u s̠
mielipidesivu	m i e̞̯ l i p i d e̞ s̠ s̠ i ʋ u
mielipidetutkimus	m i e̞̯ l i p i d e̞ t̪̚ t̪ u t̪ k i m u s̠
mieliruoka	m i e̞̯ l i r u o̞̯ k ɑ
mielisairaalahoito	m i e̞̯ l i s̠ ɑ i̯ r ɑː l ɑ h o̞ i̯ t̪ o̞
mielisairas	m i e̞̯ l i s̠ ɑ i̯ r ɑ s̠
mielissään	m i e̞̯ l i s̠ː æː n
mielisteleminen	m i e̞̯ l i s̠ t̪ e̞ l e̞ m i n e̞ n
mielistely	m i e̞̯ l i s̠ t̪ e̞ l y
mielistyminen	m i e̞̯ l i s̠ t̪ y m i n e̞ n
mielistyä	m i e̞̯ l i s̠ t̪ y æ ʔ
mielitellä	m i e̞̯ l i t̪ e̞ lː æ ʔ
mielitty	m i e̞̯ l i t̪ː y
mielityö	m i e̞̯ l i t̪ y ø̞̯
mieliä	m i e̞̯ l i æ
mieliä	m i e̞̯ l i æ ʔ
mielle	m i e̞̯ lː e̞ ʔ
miellekartta	m i e̞̯ lː e̞ k̚ k ɑ r t̪ː ɑ
miellyttäminen	m i e̞̯ lː y t̪ t̪ æ m i n e̞ n
miellyttävyys	m i e̞̯ lː y t̪ t̪ æ ʋ yː s̠
miellyttäväkäytöksinen	m i e̞̯ lː y t̪ː æ ʋ æ k æ y̯ t̪ ø̞ k s̠ i n e̞ n
miellyttävästi	m i e̞̯ lː y t̪ː æ ʋ æ s̠ t̪ i ʔ
mieltyminen	m i e̞̯ l t̪ y m i n e̞ n
mieltyä	m i e̞̯ l t̪ y æ ʔ
mieltäminen	m i e̞̯ l t̪ æ m i n e̞ n
mieltää	m i e̞̯ l t̪ æː
mieltää	m i e̞̯ l t̪ æː ʔ
mieluinen	m i e̞̯ l u i̯ n e̞ n
mieluisa	m i e̞̯ l u i̯ s̠ ɑ
mieluisasti	m i e̞̯ l u i̯ s̠ ɑ s̠ t̪ i ʔ
mieluisesti	m i e̞̯ l u i̯ s̠ e̞ s̠ t̪ i ʔ
mieluisuus	m i e̞̯ l u i̯ s̠ uː s̠
mierolainen	m i e̞̯ r o̞ l ɑ i̯ n e̞ n
mies	m i e̞̯ s̠
miesasia	m i e̞̯ s̠ ɑ s̠ i ɑ
mieshenkilö	m i e̞̯ s̠ h e̞ ŋ k i l ø̞
mieskohtainen	m i e̞̯ s̠ k o̞ x t̪ ɑ i̯ n e̞ n
mieskohtaisesti	m i e̞̯ s̠ k o̞ x t̪ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
mieskunto	m i e̞̯ s̠ k u n̪ t̪ o̞
mieskuoro	m i e̞̯ s̠ k u o̞̯ r o̞
miesleski	m i e̞̯ s̠ l e̞ s̠ k i
mieslukuinen	m i e̞̯ s̠ l u k u i̯ n e̞ n
mieslukuisesti	m i e̞̯ s̠ l u k u i̯ s̠ e̞ s̠ t̪ i ʔ
miesmurha	m i e̞̯ s̠ m u r h ɑ
miesmäisesti	m i e̞̯ s̠ m æ i̯ s̠ e̞ s̠ t̪ i ʔ
miesmäisyys	m i e̞̯ s̠ m æ i̯ s̠ yː s̠
miesopettaja	m i e̞̯ s̠ o̞ p e̞ t̪ t̪ ɑ j ɑ
miespiha	m i e̞̯ s̠ p i ɦ ɑ
miespuolinen	m i e̞̯ s̠ p u o̞̯ l i n e̞ n
miessukupuoli	m i e̞̯ s̠ s̠ u k u p u o̞̯ l i
miestappo	m i e̞̯ s̠ t̪ ɑ pː o̞
miestenlehti	m i e̞̯ s̠ t̪ e̞ n l e̞ h t̪ i
miestyöpäivä	m i e̞̯ s̠ t̪ y ø̞̯ p æ i̯ ʋ æ
miestyövoima	m i e̞̯ s̠ t̪ y ø̞̯ ʋ o̞ i̯ m ɑ
miesvaltainen	m i e̞̯ s̠ ʋ ɑ l t̪ ɑ i̯ n e̞ n
miesvihaaja	m i e̞̯ s̠ ʋ i ɦ ɑː j ɑ
miesvoima	m i e̞̯ s̠ ʋ o̞ i̯ m ɑ
miesvoittoinen	m i e̞̯ s̠ ʋ o̞ i̯ t̪ː o̞ i̯ n e̞ n
miesväki	m i e̞̯ s̠ ʋ æ k i
miesystävä	m i e̞̯ s̠ y s̠ t̪ æ ʋ æ
miesääni	m i e̞̯ s̠ æː n i
miete	m i e̞̯ t̪ e̞ ʔ
mietelmä	m i e̞̯ t̪ e̞ l m æ
mietityttää	m i e̞̯ t̪ i t̪ y t̪ː æː ʔ
mieto	m i e̞̯ t̪ o̞
mietous	m i e̞̯ t̪ o̞ u s̠
mietteliäisyys	m i e̞̯ t̪ː e̞ l i æ i̯ s̠ yː s̠
mietteliäästi	m i e̞̯ t̪ː e̞ l i æː s̠ t̪ i ʔ
miettiminen	m i e̞̯ t̪ː i m i n e̞ n
miettinen	m i e̞̯ t̪ː i n e̞ n
miettiväinen	m i e̞̯ t̪ː i ʋ æ i̯ n e̞ n
miettiväisesti	m i e̞̯ t̪ː i ʋ æ i̯ s̠ e̞ s̠ t̪ i ʔ
