अ	ə
पैरोकार	p ɛː ɾ oː k ɑː ɾ
पैसा	p ɛː s ɑː
पोंछना	p oː ɲ t͡ʃʰ n ɑː
पोका	p oː k ɑː
पोखरा	p oː kʰ ɾ ɑː
पोत	p oː t̪
पोतना	p oː t̪ n ɑː
पोथी	p oː t̪ʰ iː
पोपला	p oː p l ɑː
पोलिश	p oː l ɪ ʃ
पोलैंड	p oː l ɛː ɳ ɖ
पोशाक	p oː ʃ ɑː k
पौंड	p ɔː ɳ ɖ
पौधा	p ɔː d̪ʱ ɑː
पौन	p ɔː n
पौना	p ɔː n ɑː
पौने	p ɔː n eː
पौर	p ɔː ɾ
पौराणिक	p ɔː ɾ ɑː ɳ ɪ k
पौरुष	p ɔː ɾ ʊ ʂ
पौरोहित्य	p ɔː ɾ oː ɦ ɪ t̪ jᵊ
पौष्टिक	p ɔː ʂ ʈ ɪ k
प्याऊ	p j ɑː uː
प्याज	p j ɑː d͡ʒ
प्याज़	p j ɑː d͡ʒ
प्याज़	p j ɑː z
प्यादा	p j ɑː d̪ ɑː
प्यार	p j ɑː ɾ
प्यास	p j ɑː s
प्यासा	p j ɑː s ɑː
प्योंगचांग	p j oː ŋ ɡ t͡ʃ ɑː ŋ ɡ
प्योंगचैंग	p j oː ŋ ɡ t͡ʃ ɛː ŋ ɡ
प्योंगयांग	p j oː ŋ ɡ j ɑː ŋ ɡ
प्रकांड	p ɾ ə k ɑː ɳ ɖ
प्रकार्यात्मक	p ɾ ə k ɑː ɾ j ɑː t̪ m ə k
प्रकाश	p ɾ ə k ɑː ʃ
प्रकासम	p ɾ ə k ɑː s ə m
प्रकीर्णन	p ɾ ə k iː ɾ ɳ ə n
प्रक्रम	p ɾ ə k ɾ ə m
प्रक्रिया	p ɾ ə k ɾ iː j ɑː
प्रक्षेपास्त्र	p ɾ ə k ʂ eː p ɑː s t̪ ɾᵊ
प्रक्षेप्य	p ɾ ə k ʂ eː p jᵊ
प्रगति	p ɾ ə ɡ ə t̪ iː
प्रगतिवाद	p ɾ ə ɡ ə t̪ ɪ ʋ ɑː d̪
प्रगतिवादी	p ɾ ə ɡ ə t̪ ɪ ʋ ɑː d̪ iː
प्रगतिशील	p ɾ ə ɡ ə t̪ ɪ ʃ iː l
प्रचंड	p ɾ ə t͡ʃ ə ɳ ɖ
प्रचलित	p ɾ ə t͡ʃ ə l ɪ t̪
प्रचार	p ɾ ə t͡ʃ ɑː ɾ
प्रचारित	p ɾ ə t͡ʃ ɑː ɾ ɪ t̪
प्रजनन	p ɾ ə d͡ʒ ə n ə n
प्रजा	p ɾ ə d͡ʒ ɑː
प्रजातंत्र	p ɾ ə d͡ʒ ɑː t̪ ə n t̪ ɾᵊ
प्रजातंत्रवाद	p ɾ ə d͡ʒ ɑː t̪ ə n t̪ ɾ ə ʋ ɑː d̪
प्रज्वलित	p ɾ ə d͡ʒ ʋ ə l ɪ t̪
प्रण	p ɾ ə ɳ
प्रणाम	p ɾ ə ɳ ɑː m
प्रणाली	p ɾ ə ɳ ɑː l iː
प्रताप	p ɾ ə t̪ ɑː p
प्रतापी	p ɾ ə t̪ ɑː p iː
प्रतिकर्षण	p ɾ ə t̪ ɪ k ə ɾ ʂ ə ɳ
प्रतिकर्षी	p ɾ ə t̪ ɪ k ə ɾ ʂ iː
प्रतिक्रिया	p ɾ ə t̪ ɪ k ɾ iː j ɑː
प्रतिक्रियावादी	p ɾ ə t̪ ɪ k ɾ iː j ɑː ʋ ɑː d̪ iː
प्रतिच्छेद	p ɾ ə t̪ ɪ t͡ʃ t͡ʃʰ eː d̪
प्रतिज्ञा	p ɾ ə t̪ ɪ ɡ j ɑː
प्रतिज्ञापन	p ɾ ə t̪ ɪ ɡ j ɑː p ə n
प्रतिनिधि	p ɾ ə t̪ ɪ n ɪ d̪ʱ iː
प्रतिनिधित्व	p ɾ ə t̪ ɪ n ɪ d̪ʱ ɪ t̪ ʋᵊ
प्रतिफल	p ɾ ə t̪ ɪ pʰ ə l
प्रतिबंध	p ɾ ə t̪ ɪ b ə n d̪ʱ
प्रतिबंधित	p ɾ ə t̪ ɪ b ə n d̪ʱ ɪ t̪
प्रतिबिंब	p ɾ ə t̪ ɪ b ɪ m b
प्रतिभा	p ɾ ə t̪ ɪ bʱ ɑː
प्रतिभूति	p ɾ ə t̪ ɪ bʱ uː t̪ iː
प्रतिमा	p ɾ ə t̪ ɪ m ɑː
प्रतिमाह	p ɾ ə t̪ ɪ m ɑːʱ
प्रतियोगिता	p ɾ ə t̪ iː j oː ɡ ɪ t̪ ɑː
प्रतिरूप	p ɾ ə t̪ ɪ ɾ uː p
प्रतिरोध	p ɾ ə t̪ ɪ ɾ oː d̪ʱ
प्रतिरोधक	p ɾ ə t̪ ɪ ɾ oː d̪ʱ ə k
प्रतिरोधकता	p ɾ ə t̪ ɪ ɾ oː d̪ʱ ə k t̪ ɑː
प्रतिलोम	p ɾ ə t̪ ɪ l oː m
प्रतिशत	p ɾ ə t̪ ɪ ʃ ə t̪
प्रतिस्पर्धा	p ɾ ə t̪ ɪ s p ə ɾ d̪ʱ ɑː
प्रतीक	p ɾ ə t̪ iː k
प्रतीकात्मक	p ɾ ə t̪ iː k ɑː t̪ m ə k
प्रतीति	p ɾ ə t̪ iː t̪ iː
प्रत्यक्षदर्शी	p ɾ ə t̪ j ə k ʂ d̪ ə ɾ ʃ iː
प्रत्यक्षीकरण	p ɾ ə t̪ j ə k ʂ iː k ɾ ə ɳ
प्रत्यय	p ɾ ə t̪ j ə j
प्रत्यर्पण	p ɾ ə t̪ j ə ɾ p ə ɳ
प्रत्यर्पित	p ɾ ə t̪ j ə ɾ p ɪ t̪
प्रत्याशा	p ɾ ə t̪ j ɑː ʃ ɑː
प्रत्याशी	p ɾ ə t̪ j ɑː ʃ iː
प्रत्येक	p ɾ ə t̪ j eː k
प्रथमतः	p ɾ ə t̪ʰ ə m t̪ əʰ
प्रदर्शित	p ɾ ə d̪ ə ɾ ʃ ɪ t̪
प्रदाता	p ɾ ə d̪ ɑː t̪ ɑː
प्रदूषण	p ɾ ə d̪ uː ʂ ə ɳ
प्रदेश	p ɾ ə d̪ eː ʃ
प्रधानाचार्य	p ɾ ə d̪ʱ ɑː n ɑː t͡ʃ ɑː ɾ jᵊ
प्रधानाध्यापक	p ɾ ə d̪ʱ ɑː n ɑː d̪ʱ j ɑː p ə k
प्रबंध	p ɾ ə b ə n d̪ʱ
प्रबंधक	p ɾ ə b ə n d̪ʱ ə k
प्रबन्ध	p ɾ ə b ə n d̪ʱ
प्रबल	p ɾ ə b ə l
प्रभात	p ɾ ə bʱ ɑː t̪
प्रभारी	p ɾ ə bʱ ɑː ɾ iː
प्रभाव	p ɾ ə bʱ ɑː ʋ
प्रभावकारी	p ɾ ə bʱ ɑː ʋ k ɑː ɾ iː
प्रभावी	p ɾ ə bʱ ɑː ʋ iː
प्रभु	p ɾ ə bʱ uː
प्रभुत्व	p ɾ ə bʱ ʊ t̪ ʋᵊ
प्रमाण	p ɾ ə m ɑː ɳ
प्रमाणभूत	p ɾ ə m ɑː ɳ bʱ uː t̪
प्रमुख	p ɾ ə m ʊ kʰ
प्रयत्न	p ɾ ə j ə t̪ nᵊ
प्रयास	p ɾ ə j ɑː s
प्रयोग	p ɾ ə j oː ɡ
प्रयोगकर्ता	p ɾ ə j oː ɡ k ə ɾ t̪ ɑː
प्रयोगशाला	p ɾ ə j oː ɡ ʃ ɑː l ɑː
प्रलय	p ɾ ə l ə j
प्रवक्ता	p ɾ ə ʋ ə k t̪ ɑː
प्रवर्तक	p ɾ ə ʋ ə ɾ t̪ ə k
प्रवास	p ɾ ə ʋ ɑː s
प्रवाह	p ɾ ə ʋ ɑːʱ
प्रविष्टि	p ɾ ə ʋ ɪ ʂ ʈ iː
प्रवेश	p ɾ ə ʋ eː ʃ
प्रशंसक	p ɾ ə ʃ ə n s ə k
प्रशंसा	p ɾ ə ʃ ə n s ɑː
प्रशासक	p ɾ ə ʃ ɑː s ə k
प्रशासकीय	p ɾ ə ʃ ɑː s ə k iː jᵊ
प्रशासन	p ɾ ə ʃ ɑː s ə n
प्रशासिक	p ɾ ə ʃ ɑː s ɪ k
प्रशिक्षण	p ɾ ə ʃ ɪ k ʂ ə ɳ
प्रश्न	p ɾ ə ʃ n ə
प्रश्न	p ɾ ə ʃ nᵊ
प्रश्न	p ɾ ə ʃ ə n
प्रश्नोत्तर	p ɾ ə ʃ n oː t̪ t̪ ə ɾ
प्रसंग	p ɾ ə s ə ŋ ɡ
प्रसन्नता	p ɾ ə s ə n nᵊ t̪ ɑː
प्रसव	p ɾ ə s ə ʋ
प्रसववेदना	p ɾ ə s ə ʋ ʋ eː d̪ n ɑː
प्रसाधन	p ɾ ə s ɑː d̪ʱ ə n
प्रसारित	p ɾ ə s ɑː ɾ ɪ t̪
प्रस्ताव	p ɾ ə s t̪ ɑː ʋ
प्रस्तावक	p ɾ ə s t̪ ɑː ʋ ə k
प्रस्तुत	p ɾ ə s t̪ ʊ t̪
प्रस्तुति	p ɾ ə s t̪ ʊ t̪ iː
प्रहार	p ɾ ə ɦ ɑː ɾ
प्रांगार	p ɾ ɑː ŋ ɡ ɑː ɾ
प्रांत	p ɾ ɑː n t̪
प्राकृत	p ɾ ɑː k ɾ ɪ t̪
प्राकृतिक	p ɾ ɑː k ɾ ɪ t̪ ɪ k
प्राक्कथन	p ɾ ɑː k k ə t̪ʰ ə n
प्रागितिहास	p ɾ ɑː ɡ ɪ t̪ ɪ ɦ ɑː s
प्रागैतिहासिक	p ɾ ɑː ɡ ɛː t̪ ɪ ɦ ɑː s ɪ k
प्राचल	p ɾ ɑː t͡ʃ ə l
प्राची	p ɾ ɑː t͡ʃ iː
प्राच्यलवक	p ɾ ɑː t͡ʃ jᵊ l ə ʋ ə k
प्राण	p ɾ ɑː ɳ
प्राणवायु	p ɾ ɑː ɳ ʋ ɑː j uː
प्राणी	p ɾ ɑː ɳ iː
प्रातः	p ɾ ɑː t̪ əʰ
प्राथमिक	p r aː t̪ʰ m ɪ k
प्रादेशिक	p ɾ ɑː d̪ eː ʃ ɪ k
प्राधिकार	p ɾ ɑː d̪ʱ ɪ k ɑː ɾ
प्राधिकारी	p ɾ ɑː d̪ʱ ɪ k ɑː ɾ iː
प्राध्यापक	p ɾ ɑː d̪ʱ j ɑː p ə k
प्राप्त	p ɾ ɑː p t̪
प्राप्ति	p ɾ ɑː p t̪ iː
प्रायः	p ɾ ɑː j əʰ
प्रायद्वीप	p ɾ ɑː j d̪ ʋ iː p
प्रायिकता	p ɾ ɑː j ɪ k t̪ ɑː
प्रारंभ	p ɾ ɑː ɾ ə m bʱ
प्रार्थना	p ɾ ɑː ɾ t̪ʰ ə n ɑː
प्रावधान	p ɾ ɑː ʋ d̪ʱ ɑː n
प्रासंगिक	p ɾ ɑː s ə ŋ ɡ ɪ k
प्रासंगिकता	p ɾ ɑː s ə ŋ ɡ ɪ k t̪ ɑː
प्रासुक	p ɾ ɑː s ʊ k
प्रिंस	p ɾ ɪ n s
प्रिटोरिया	p ɾ ɪ ʈ oː ɾ iː j ɑː
प्रिय	p ɾ ɪ j
प्रियवर	p ɾ iː j ə ʋ ə ɾ
प्रिया	p ɾ iː j ɑː
प्रेक्षित	p ɾ eː k ʂ ɪ t̪
प्रेम	p ɾ eː m
प्रेयसी	p ɾ eː j ə s iː
प्रेरणा	p ɾ eː ɾ ɳ ɑː
प्रेरित	p ɾ eː ɾ ɪ t̪
प्रेस	p ɾ eː s
प्रॉसिक्यूटर	p ɾ ɔ s ɪ k j uː ʈ ə ɾ
प्रोग्राम	p ɾ oː ɡ ɾ ɑː m
प्रोटीन	p ɾ oː ʈ iː n
प्रोत्साहन	p ɾ oː t̪ s ɑː ɦ ə n
प्रोत्साहित	p ɾ oː t̪ s ɑː ɦ ɪ t̪
प्रोस्टेट	p ɾ oː s ʈ eː ʈ
प्रौढ़	p ɾ ɔː ɽʱ
प्लाविका	p l ɑː ʋ ɪ k ɑː
प्लीज़	p l iː d͡ʒ
प्लीज़	p l iː z
प्लीहा	p l iː ɦ ɑː
फ	pʰ ə
फँसना	pʰ ə n s n ɑː
फंदा	pʰ ə n d̪ ɑː
फक्कड़	pʰ ə k k ə ɽ
फट	pʰ ə ʈ
फट्टू	pʰ ə ʈ ʈ uː
फड़फड़ाना	pʰ ə ɽ pʰ ə ɽ ɑː n ɑː
फफकना	pʰ ə pʰ ə k n ɑː
फफोला	pʰ ə pʰ oː l ɑː
फरवरी	f ə ɾ ʋ ə ɾ iː
फरवरी	pʰ ə ɾ ʋ ə ɾ iː
फर्न	pʰ ə ɾ nᵊ
फर्नीचर	pʰ ə ɾ n iː t͡ʃ ə ɾ
फल	pʰ ə l
फलन	pʰ ə l ə n
फलस्वरूप	pʰ ə l ə s ʋ ə ɾ uː p
फलालैन	pʰ ə l ɑː l ɛː n
फली	pʰ ə l iː
फ़	f ə
फ़	pʰ ə
फ़ंतासी	f ə n t̪ ɑː s iː
फ़ंतासी	pʰ ə n t̪ ɑː s iː
फ़क़ीर	f ə q iː ɾ
फ़क़ीर	pʰ ə k iː ɾ
फ़ख़्र	f ə x ɾᵊ
फ़ख़्र	pʰ ə kʰ ɾᵊ
फ़ज़ूल	f ə z uː l
फ़ज़ूल	pʰ ə d͡ʒ uː l
फ़तवा	f ə t̪ ʋ ɑː
फ़तवा	pʰ ə t̪ ʋ ɑː
फ़तह	f ə t̪ əʱ
फ़तह	pʰ ə t̪ əʱ
फ़ना	f ə n ɑː
फ़ना	pʰ ə n ɑː
फ़रक़	f ə ɾ q
फ़रक़	pʰ ə ɾ k
फ़रमाइश	f ə ɾ m ɑː ɪ ʃ
फ़रमाइश	pʰ ə ɾ m ɑː ɪ ʃ
फ़रमान	f ə ɾ m ɑː n
फ़रमान	pʰ ə ɾ m ɑː n
फ़रमाना	f ə ɾ m ɑː n ɑː
फ़रमाना	pʰ ə ɾ m ɑː n ɑː
फ़रवरी	f ə ɾ ʋ ə ɾ iː
फ़रवरी	pʰ ə ɾ ʋ ə ɾ iː
फ़रात	f ə ɾ ɑː t̪
फ़रात	pʰ ə ɾ ɑː t̪
फ़रार	f ə ɾ ɑː ɾ
फ़रार	pʰ ə ɾ ɑː ɾ
फ़रीदाबाद	f ə ɾ iː d̪ ɑː b ɑː d̪
फ़रीदाबाद	pʰ ə ɾ iː d̪ ɑː b ɑː d̪
फ़रेब	f ə ɾ eː b
फ़रेब	pʰ ə ɾ eː b
फ़रोश	f ə ɾ oː ʃ
फ़रोश	pʰ ə ɾ oː ʃ
फ़र्ज़ी	f ə ɾ z iː
फ़र्ज़ी	pʰ ə ɾ d͡ʒ iː
फ़र्रुख़ाबाद	f ə ɾ ɾ ʊ x ɑː b ɑː d̪
फ़र्रुख़ाबाद	pʰ ə ɾ ɾ ʊ kʰ ɑː b ɑː d̪
फ़र्श	f ə ɾ ʃ
फ़र्श	pʰ ə ɾ ʃ
फ़लसफ़ा	f ə l s ə f ɑː
फ़लसफ़ा	pʰ ə l s ə pʰ ɑː
फ़लस्तीनी	f ə l ə s t̪ iː n iː
फ़लस्तीनी	pʰ ə l ə s t̪ iː n iː
फ़सल	f ə s ə l
फ़सल	pʰ ə s ə l
फ़साना	f ə s ɑː n ɑː
फ़साना	pʰ ə s ɑː n ɑː
फ़ाख़्ता	f ɑː x t̪ ɑː
फ़ाख़्ता	pʰ ɑː kʰ t̪ ɑː
फ़ानी	f ɑː n iː
फ़ानी	pʰ ɑː n iː
फ़ायदा	f ɑː j d̪ ɑː
फ़ायदा	pʰ ɑː j d̪ ɑː
फ़ारसी	f ɑː ɾ s iː
फ़ारसी	pʰ ɑː ɾ s iː
फ़ालतू	f ɑː l t̪ uː
फ़ालतू	pʰ ɑː l t̪ uː
फ़ाश	f ɑː ʃ
फ़ाश	pʰ ɑː ʃ
फ़ासिला	f ɑː s ɪ l ɑː
फ़ासिला	pʰ ɑː s ɪ l ɑː
फ़िक्र	f ɪ k ɾᵊ
फ़िक्र	pʰ ɪ k ɾᵊ
फ़िजी	f ɪ d͡ʒ iː
फ़िजी	pʰ ɪ d͡ʒ iː
फ़ितरत	f ɪ t̪ ɾ ə t̪
फ़ितरत	pʰ ɪ t̪ ɾ ə t̪
फ़ितूर	f ɪ t̪ uː ɾ
फ़ितूर	pʰ ɪ t̪ uː ɾ
फ़िदा	f ɪ d̪ ɑː
फ़िदा	pʰ ɪ d̪ ɑː
फ़िदायीन	f ɪ d̪ ɑː j iː n
फ़िदायीन	pʰ ɪ d̪ ɑː j iː n
फ़िनलैंड	f ɪ n l ɛː ɳ ɖ
फ़िनलैंड	pʰ ɪ n l ɛː ɳ ɖ
फ़िरंगी	f ɪ ɾ ə ŋ ɡ iː
फ़िरंगी	pʰ ɪ ɾ ə ŋ ɡ iː
फ़िराक़	f ɪ ɾ ɑː q
फ़िराक़	pʰ ɪ ɾ ɑː k
फ़िरौन	f ɪ ɾ ɔː n
फ़िरौन	pʰ ɪ ɾ ɔː n
फ़िलहाल	f ɪ l ɦ ɑː l
फ़िलहाल	pʰ ɪ l ɦ ɑː l
फ़िलिस्तीनी	f ɪ l ɪ s t̪ iː n iː
फ़िलिस्तीनी	pʰ ɪ l ɪ s t̪ iː n iː
फ़िलीपीन्स	f ɪ l iː p iː n s
फ़िलीपीन्स	pʰ ɪ l iː p iː n s
फ़िल्म	f ɪ l m
फ़िल्म	f ɪ l ə m
फ़िल्म	pʰ ɪ l m
फ़िल्म	pʰ ɪ l ə m
फ़ीता	f iː t̪ ɑː
फ़ीता	pʰ iː t̪ ɑː
फ़ीलपाँव	f iː l p ɑ̃ː ʋ
फ़ीलपाँव	pʰ iː l p ɑ̃ː ʋ
फ़ील्मी	f iː l m iː
फ़ील्मी	pʰ iː l m iː
फ़ीस	f iː s
फ़ीस	pʰ iː s
फ़ीसद	f iː s ə d̪
फ़ीसद	pʰ iː s ə d̪
फ़ुटबॉल	f ʊ ʈ b ɔ l
फ़ुटबॉल	pʰ ʊ ʈ b ɔ l
फ़ुर्सत	f ʊ ɾ s ə t̪
फ़ुर्सत	pʰ ʊ ɾ s ə t̪
फ़ेसबुक	f eː s b ʊ k
फ़ेसबुक	pʰ eː s b ʊ k
फ़ेहरिस्त	f eːʱ ɾ ɪ s t̪
फ़ेहरिस्त	pʰ eːʱ ɾ ɪ s t̪
फ़ैक्टरी	f ɛː k ʈ ə ɾ iː
फ़ैक्टरी	f ɛː k ʈ ɾ iː
फ़ैक्टरी	pʰ ɛː k ʈ ə ɾ iː
फ़ैक्टरी	pʰ ɛː k ʈ ɾ iː
फ़ैज़	f ɛː z
फ़ैज़	pʰ ɛː d͡ʒ
फ़ैज़ाबाद	f ɛː z ɑː b ɑː d̪
फ़ैज़ाबाद	pʰ ɛː d͡ʒ ɑː b ɑː d̪
फ़ैसलाबाद	f ɛː s l ɑː b ɑː d̪
फ़ैसलाबाद	pʰ ɛː s l ɑː b ɑː d̪
फ़ॉर्मूला	f ɔ ɾ m uː l ɑː
फ़ॉर्मूला	pʰ ɔ ɾ m uː l ɑː
फ़ॉलोअर	f ɔ l oː ə ɾ
फ़ॉलोअर	pʰ ɔ l oː ə ɾ
फ़ोटो	f oː ʈ oː
फ़ोटो	pʰ oː ʈ oː
फ़ौज	f ɔː d͡ʒ
फ़ौज	pʰ ɔː d͡ʒ
फ़ौजी	f ɔː d͡ʒ iː
फ़ौजी	pʰ ɔː d͡ʒ iː
फ़ौरन	f ɔː ɾ ə n
फ़ौरन	pʰ ɔː ɾ ə n
फ़्राँस	f ɾ ɑː n s
फ़्राँस	pʰ ɾ ɑː n s
फ़्रांसीसी	f ɾ ɑː n s iː s iː
फ़्रांसीसी	pʰ ɾ ɑː n s iː s iː
फ़्लैट	f l ɛː ʈ
फ़्लैट	pʰ l ɛː ʈ
फ़्लोरिडा	f l oː ɾ ɪ ɖ ɑː
फ़्लोरिडा	pʰ l oː ɾ ɪ ɖ ɑː
फांसी	pʰ ɑː n s iː
फाफड़ा	pʰ ɑː pʰ ɽ ɑː
फालतू	pʰ ɑː l t̪ uː
फावड़ा	pʰ ɑː ʋ ɽ ɑː
फिटकरी	pʰ ɪ ʈ k ə ɾ iː
फिर	pʰ ɪ ɾ
फिरकी	pʰ ɪ ɾ k iː
फिरना	pʰ ɪ ɾ n ɑː
फिल्म	pʰ ɪ l m
फिसलन	pʰ ɪ s l ə n
फीका	pʰ iː k ɑː
फीणी	pʰ iː ɳ iː
फुंसी	pʰ ʊ n s iː
फुदकना	pʰ ʊ d̪ ə k n ɑː
फुनगी	pʰ ʊ n ɡ iː
फुर्ती	pʰ ʊ ɾ t̪ iː
फुलका	pʰ ʊ l k ɑː
फुलझड़ी	pʰ ʊ l d͡ʒʱ ə ɽ iː
फुसफुसाना	pʰ ʊ s pʰ ʊ s ɑː n ɑː
फूंक	pʰ uː ŋ k
फूफा	pʰ uː pʰ ɑː
फूल	pʰ uː l
फूलदान	pʰ uː l d̪ ɑː n
फूलना	pʰ uː l n ɑː
फेंक	pʰ eː ŋ k
फेंकना	pʰ eː ŋ k n ɑː
फेफड़ा	pʰ eː pʰ ɽ ɑː
फेरी	pʰ eː ɾ iː
फेसबुक	pʰ eː s b ʊ k
फोड़ा	pʰ oː ɽ ɑː
फ्रांस	pʰ ɾ ɑː n s
फ्रांसीसी	f ɾ ɑː n s iː s iː
फ्रांसीसी	pʰ ɾ ɑː n s iː s iː
फ्रेन्चाइज़	f ɾ eː n t͡ʃ ɑː ɪ z
फ्रेन्चाइज़	pʰ ɾ eː n t͡ʃ ɑː ɪ d͡ʒ
ब	b ə
बँटवारा	b ə ɳ ʈ ʋ ɑː ɾ ɑː
बँधुआ	b ə n d̪ʱ ʊ ɑː
बंगला	b ə ŋ ɡ l ɑː
बंगाली	b ə ŋ ɡ ɑː l iː
बंजर	b ə ɲ d͡ʒ ə ɾ
बंजारा	b ə ɲ d͡ʒ ɑː ɾ ɑː
बंटना	b ə ɳ ʈ n ɑː
बंटाना	b ə ɳ ʈ ɑː n ɑː
बंद	b ə n d̪
बंदगी	b ə n d̪ ə ɡ iː
बंदर	b ə n d̪ ə ɾ
बंदरगाह	b ə n d̪ ə ɾ ɡ ɑːʱ
बंदरिया	b ə n d̪ ə ɾ iː j ɑː
बंदा	b ə n d̪ ɑː
बंदी	b ə n d̪ iː
बंदूक़	b ə n d̪ uː k
बंदूक़	b ə n d̪ uː q
बंध	b ə n d̪ʱ
बंधु	b ə n d̪ʱ uː
बंधुत्व	b ə n d̪ʱ ʊ t̪ ʋᵊ
बंबई	b ə m b ə iː
बंबा	b ə m b ɑː
बकचोदी	b ə k t͡ʃ oː d̪ iː
बकरा	b ə k ɾ ɑː
बकरी	b ə k ɾ iː
बकवास	b ə k ʋ ɑː s
बक़रीद	b ə k ɾ iː d̪
बक़रीद	b ə q ɾ iː d̪
बक़ाया	b ə k ɑː j ɑː
बक़ाया	b ə q ɑː j ɑː
बकुची	b ə k ʊ t͡ʃ iː
बक्सा	b ə k s ɑː
बख़ील	b ə kʰ iː l
बख़ील	b ə x iː l
बख़ूबी	b ə kʰ uː b iː
बख़ूबी	b ə x uː b iː
बख़्त	b ə kʰ t̪
बख़्त	b ə x t̪
बख़्शना	b ə kʰ ʃ n ɑː
बख़्शना	b ə x ʃ n ɑː
बख़्शिश	b ə kʰ ʃ ɪ ʃ
बख़्शिश	b ə x ʃ ɪ ʃ
बखान	b ə kʰ ɑː n
बगला	b ə ɡ l ɑː
बग़दाद	b ə ɡ d̪ ɑː d̪
बग़दाद	b ə ɣ d̪ ɑː d̪
बग़ल	b ə ɡ ə l
बग़ल	b ə ɣ ə l
बग़ावत	b ə ɡ ɑː ʋ ə t̪
बग़ावत	b ə ɣ ɑː ʋ ə t̪
बग़ीचा	b ə ɡ iː t͡ʃ ɑː
बग़ीचा	b ə ɣ iː t͡ʃ ɑː
बग़ैर	b ə ɡ ɛː ɾ
बग़ैर	b ə ɣ ɛː ɾ
बघारना	b ə ɡʱ ɑː ɾ n ɑː
बचत	b ə t͡ʃ ə t̪
बचना	b ə t͡ʃ n ɑː
बचपन	b ə t͡ʃ p ə n
बचपना	b ə t͡ʃ p ə n ɑː
बचाना	b ə t͡ʃ ɑː n ɑː
बचाव	b ə t͡ʃ ɑː ʋ
बच्चन	b ə t͡ʃ t͡ʃ ə n
बच्चा	b ə t͡ʃ t͡ʃ ɑː
बछड़ा	b ə t͡ʃʰ ɽ ɑː
बजना	b ə d͡ʒ n ɑː
बजाय	b ə d͡ʒ ɑː j
बटाटा	b ə ʈ ɑː ʈ ɑː
बटाना	b ə ʈ ɑː n ɑː
बटालियन	b ə ʈ ɑː l iː j ə n
बटेर	b ə ʈ eː ɾ
बटोरना	b ə ʈ oː ɾ n ɑː
बड़	b ə ɽ
बड़बड़ाना	b ə ɽ b ə ɽ ɑː n ɑː
बड़ा	b ə ɽ ɑː
बड़े	b ə ɽ eː
बढ़ई	b ə ɽʱ ə iː
बढ़ना	b ə ɽʱ n ɑː
बढ़ाना	b ə ɽʱ ɑː n ɑː
बढ़ावा	b ə ɽʱ ɑː ʋ ɑː
बढ़िया	b ə ɽʱ iː j ɑː
बढ़ेला	b ə ɽʱ eː l ɑː
बढ़ोतरी	b ə ɽʱ oː t̪ ə ɾ iː
बतलाना	b ə t̪ l ɑː n ɑː
बताना	b ə t̪ ɑː n ɑː
बतियाना	b ə t̪ iː j ɑː n ɑː
बतौर	b ə t̪ ɔː ɾ
बत्तख़	b ə t̪ t̪ ə kʰ
बत्तख़	b ə t̪ t̪ ə x
बत्ती	b ə t̪ t̪ iː
बत्तीस	b ə t̪ t̪ iː s
बदतमीज़	b ə d̪ t̪ ə m iː d͡ʒ
बदतमीज़	b ə d̪ t̪ ə m iː z
बदतर	b ə d̪ t̪ ə ɾ
बदन	b ə d̪ ə n
बदनाम	b ə d̪ n ɑː m
बदमाश	b ə d̪ m ɑː ʃ
बदल	b ə d̪ ə l
बदलाव	b ə d̪ l ɑː ʋ
बदहज़मी	b ə d̪ʱ ə d͡ʒ m iː
बदहज़मी	b ə d̪ʱ ə z m iː
बदौलत	b ə d̪ ɔː l ə t̪
बद्दुआ	b ə d̪ d̪ ʊ ɑː
बद्दू	b ə d̪ d̪ uː
बद्ध	b ə d̪ d̪ʱ
बधिर	b ə d̪ʱ ɪ ɾ
बधिरता	b ə d̪ʱ ɪ ɾ t̪ ɑː
बन	b ə n
बनना	b ə n n ɑː
बनवाना	b ə n ʋ ɑː n ɑː
बनाना	b ə n ɑː n ɑː
बनाने	b ə n ɑː n eː
बनाम	b ə n ɑː m
बनारस	b ə n ɑː ɾ ə s
बनावट	b ə n ɑː ʋ ə ʈ
बनावटी	b ə n aː ʋ ə ʈ iˑ
बनिज	b ə n ɪ d͡ʒ
बनिया	b ə n iː j ɑː
बनियान	b ə n iː j ɑː n
बन्दूक	b ə n d̪ uː k
बपतिस्मा	b ə p t̪ ɪ s m ɑː
बबर	b ə b ə ɾ
बबूल	b ə b uː l
बब्बर	b ə b b ə ɾ
बमबारी	b ə m b ɑː ɾ iː
बमवर्षक	b ə m ʋ ə ɾ ʂ ə k
बम्बई	b ə m b ə iː
बयान	b ə j ɑː n
बयानबाज़ी	b ə j ɑː n b ɑː d͡ʒ iː
बयानबाज़ी	b ə j ɑː n b ɑː z iː
बयालीस	b ə j ɑː l iː s
बयासी	b ə j ɑː s iː
बरकत	b ə ɾ k ə t̪
बरक़रार	b ə ɾ k ə ɾ ɑː ɾ
बरक़रार	b ə ɾ q ə ɾ ɑː ɾ
बरगद	b ə ɾ ɡ ə d̪
बरज़बान	b ə ɾ ə d͡ʒ b ɑː n
बरज़बान	b ə ɾ ə z b ɑː n
बरमा	b ə ɾ m ɑː
बरस	b ə ɾ ə s
