'ch	χ
gefnfor	ɡ ɛ v ɛ n v ɔ r
gegin	ɡ eː ɡ ɪ n
gegin	ɡ ɛ ɡ ɪ n
gei	ɡ e i̯
geifr	ɡ e i̯ v r
geifr	ɡ e i̯ v ɪ r
geilw	ɡ e i̯ l u
geir	ɡ e i̯ r
geiriadur	ɡ e i̯ r j a d ɪ r
geiriadur	ɡ e i̯ r j aː d ɪ r
geiriadurwr	ɡ e i̯ r j a d iː r ʊ r
geiriadurwr	ɡ e i̯ r j a d ɪ r ʊ r
geiriadurwyr	ɡ e i̯ r j a d ɪ r w ɪ r
geiriau	ɡ e i̯ r j a i̯
geiriau	ɡ e i̯ r j ɛ
geiriau	ɡ e i̯ r ɛ
geiriau	ɡ iː r ɛ
geiriog	ɡ e i̯ r j ɔ ɡ
geiriogrwydd	ɡ e i̯ r j ɔ ɡ r ʊ i̯ ð
geisio	ɡ e i̯ s j ɔ
geisio	ɡ e i̯ ʃ ɔ
gelai	ɡ eː l a i̯
gelai	ɡ eː l ɛ
gelai	ɡ ɛ l a i̯
gelai	ɡ ɛ l ɛ
gelen	ɡ eː l ɛ n
gelen	ɡ ɛ l ɛ n
gelet	ɡ eː l ɛ t
gelet	ɡ ɛ l ɛ t
gell	ɡ ɛ ɬ
gelli	ɡ ɛ ɬ i
gellid	ɡ ɛ ɬ i d
gellir	ɡ ɛ ɬ i r
gellyg	ɡ ɛ ɬ ɪ ɡ
gellygen	ɡ ɛ ɬ ə ɡ ɛ n
gelyn	ɡ eː l ɪ n
gelyn	ɡ ɛ l ɪ n
gemau	ɡ eː m a i̯
gemau	ɡ eː m ɛ
gemau	ɡ ɛ m a i̯
gemau	ɡ ɛ m ɛ
gemwaith	ɡ ɛ m w a i̯ θ
genedigaeth	ɡ ɛ n ɛ d iː ɡ a i̯ θ
genedigaeth	ɡ ɛ n ɛ d iː ɡ ɛ θ
genedigaeth	ɡ ɛ n ɛ d ɪ ɡ a i̯ θ
genedigaeth	ɡ ɛ n ɛ d ɪ ɡ ɛ θ
genedigaethau	ɡ ɛ n ɛ d ɪ ɡ e i̯ θ a i̯
genedigaethau	ɡ ɛ n ɛ d ɪ ɡ e i̯ θ ɛ
genedlaethol	ɡ ɛ n ɛ d l e i̯ θ ɔ l
genhinen	ɡ ɛ n h iː n ɛ n
genhinen	ɡ ɛ n h ɪ n ɛ n
geni	ɡ eː n i
geni	ɡ ɛ n i
genidol	ɡ ɛ n iː d ɔ l
genidol	ɡ ɛ n ɪ d ɔ l
gennod	ɡ ɛ n ɔ d
genwair	ɡ ɛ n w a i̯ r
genweiriau	ɡ ɛ n w e i̯ r j a i̯
genweiriau	ɡ ɛ n w e i̯ r j ɛ
ger	ɡ ɛ r
gerais	ɡ eː r a i̯ s
gerais	ɡ ɛ r a i̯ s
gerdded	ɡ ɛ r ð ɛ d
gerddoriaeth	ɡ ɛ r ð ɔ r j a i̯ θ
gerddoriaeth	ɡ ɛ r ð ɔ r j ɛ θ
geri	ɡ eː r ɪ
geri	ɡ ɛ r i
gerir	ɡ eː r ɪ r
gerir	ɡ ɛ r ɪ r
gerllaw	ɡ ɛ r ɬ a u̯
ges	ɡ eː s
gest	ɡ ɛ s t
gestyll	ɡ ɛ s d ɪ ɬ
gesyd	ɡ ɛ s ɪ d
gimbill	ɡ ɪ m b ɪ ɬ
gini	ɡ ɪ n i
ginio	ɡ ɪ n j ɔ
ginio	ɡ ɪ n ɔ
glan	ɡ l a n
glanach	ɡ l a n a χ
glanach	ɡ l aː n a χ
glanaf	ɡ l a n a
glanaf	ɡ l a n a v
glanaf	ɡ l aː n a
glanaf	ɡ l aː n a v
glaned	ɡ l a n ɛ d
glaned	ɡ l aː n ɛ d
glanhau	ɡ l a n h a i̯
glas	ɡ l aː s
glas bach y wal	ɡ l aː s b aː χ ə w a l
glasach	ɡ l a s a χ
glased	ɡ l a s ɛ d
glasgoch	ɡ l a s ɡ ɔ χ
glaswellt	ɡ l a s w ɛ ɬ d
glaw	ɡ l a u̯
glawio	ɡ l a u̯ j ɔ
glefyd	ɡ l eː v ɪ d
glefyd	ɡ l ɛ v ɪ d
gleision	ɡ l e i̯ s j ɔ n
gleision	ɡ l e i̯ ʃ ɔ n
glew	ɡ l ɛ u̯
glin	ɡ l iː n
glo	ɡ l oː
gloan	ɡ l oː a n
gloan	ɡ l ɔ a n
gloch	ɡ l oː χ
gloi	ɡ l ɔ i̯
glosen	ɡ l ɔ s ɛ n
gloset	ɡ l ɔ s ɛ t
gloyw	ɡ l ɔ i̯ u
glust	ɡ l ɪ s t
glustdlws	ɡ l ɪ s d l ʊ s
glwb	ɡ l ʊ b
glwth	ɡ l uː θ
glybiau	ɡ l ə b j a i̯
glybiau	ɡ l ə b j ɛ
glyn	ɡ l ɪ n
glynol	ɡ l ə n ɔ l
glynu	ɡ l ə n i
glythineb	ɡ l ə θ iː n ɛ b
glythineb	ɡ l ə θ ɪ n ɛ b
glyw	ɡ l ɪ u̯
glywed	ɡ l ə u̯ ɛ d
glywed	ɡ l ɪ u̯ ɛ d
glân	ɡ l aː n
glöyn	ɡ l oː ɪ n
glöyn	ɡ l ɔ ɪ n
glŷn	ɡ l iː n
gna	ɡ n aː
gnau	ɡ n a i̯
gnau cyll	ɡ n a i̯ k ɪ ɬ
gnau ffrengig	ɡ n a i̯ f r ɛ ŋ ɪ ɡ
gnawn	ɡ n a u̯ n
gnei	ɡ n e i̯
gneuen	ɡ n e i̯ ɛ n
gneuen ffrengig	ɡ n e i̯ ɛ n f r ɛ ŋ ɪ ɡ
gneuen gyll	ɡ n e i̯ ɛ n ɡ ɪ ɬ
gnwd	ɡ n uː d
go	ɡ oː
go iawn	ɡ ɔ j a u̯ n
go lew	ɡ ɔ l ɛ u̯
gobaith	ɡ oː b a i θ
gobaith	ɡ oː b ɛ θ
gobaith	ɡ ɔ b a i θ
gobaith	ɡ ɔ b ɛ θ
gobeithio	ɡ ɔ b e i̯ θ j ɔ
gobeithio	ɡ ɔ b e i̯ θ ɔ
gobeithio	ɡ ɔ b iː θ ɔ
gobeithiol	ɡ ɔ b e i̯ θ j ɔ l
goch	ɡ oː χ
gochlas	ɡ ɔ χ l a s
goddef	ɡ oː ð ɛ
goddef	ɡ oː ð ɛ v
goddef	ɡ ɔ ð ɛ
goddef	ɡ ɔ ð ɛ v
goddrych	ɡ ɔ ð r ɪ χ
goddrychol	ɡ ɔ ð r ə χ ɔ l
godi	ɡ oː d i
godi	ɡ ɔ d i
goed	ɡ oː d
goed	ɡ ɔ i̯ d
goeg	ɡ ɔ i̯ ɡ
goes	ɡ oː s
goes	ɡ ɔ i̯ s
gof	ɡ oː v
gofalus	ɡ ɔ v a l ɪ s
gofalus	ɡ ɔ v aː l ɪ s
gofid	ɡ ɔ v ɪ d
gofio	ɡ ɔ v j ɔ
gofod	ɡ oː v ɔ d
gofod	ɡ ɔ v ɔ d
gofodoldeb	ɡ ɔ v ɔ d ɔ l d ɛ b
gofyn	ɡ oː v ɪ n
gofyn	ɡ ɔ v ɪ n
gofynnod	ɡ ɔ v ə n ɔ d
gog	ɡ oː ɡ
gog	ɡ ɔ ɡ
goginio	ɡ ɔ ɡ ɪ n j ɔ
gogledd	ɡ ɔ ɡ l ɛ ð
gogleddol	ɡ ɔ ɡ l eː ð ɔ l
gogleddol	ɡ ɔ ɡ l ɛ ð ɔ l
gogs	ɡ ɔ ɡ z
gohirio	ɡ ɔ h ɪ r j ɔ
golau	ɡ oː l a i̯
golau	ɡ oː l ɛ
golau	ɡ ɔ l a i̯
golau	ɡ ɔ l ɛ
golchi	ɡ ɔ l χ i
goleuad	ɡ ɔ l e i̯ a d
goleuadau	ɡ ɔ l e i̯ a d a i̯
goleuadau	ɡ ɔ l e i̯ a d ɛ
goleuadau	ɡ ɔ l e i̯ aː d a i̯
goleuadau	ɡ ɔ l e i̯ aː d ɛ
goleuadau	ɡ ɔ l i a d ɛ
goleuadau	ɡ ɔ l i aː d ɛ
goleuadau	ɡ ɔ l j a d ɛ
goleuadau	ɡ ɔ l j aː d ɛ
goleudai	ɡ ɔ l e i̯ d a i̯
goleudy	ɡ ɔ l e i̯ d i
goleuedig	ɡ ɔ l e i̯ eː d ɪ ɡ
goleuedig	ɡ ɔ l e i̯ ɛ d ɪ ɡ
goleuni	ɡ ɔ l e i̯ n i
goleuo	ɡ ɔ l e i̯ ɔ
golli	ɡ ɔ ɬ i
golosg	ɡ oː l ɔ s ɡ
golosg	ɡ ɔ l ɔ s ɡ
goludog	ɡ ɔ l iː d ɔ ɡ
goludog	ɡ ɔ l ɪ d ɔ ɡ
golwg	ɡ oː l ʊ ɡ
golwg	ɡ ɔ l ʊ ɡ
golwr	ɡ oː l ʊ r
golwr	ɡ ɔ l ʊ r
golygfa	ɡ ɔ l ə ɡ v a
golygfeydd	ɡ ɔ l ə ɡ v e i̯ ð
golygu	ɡ ɔ l ə ɡ i
gor	ɡ ɔ r
gorasgellu	ɡ ɔ r a s ɡ ɛ ɬ i
gorau	ɡ oː r a i̯
gorau	ɡ oː r ɛ
gorau	ɡ ɔ r a i̯
gorau	ɡ ɔ r ɛ
gorchaw	ɡ ɔ r χ a u̯
gorchmynnol	ɡ ɔ r χ m ə n ɔ l
gorchuddio	ɡ ɔ r χ ɪ ð j ɔ
gorchymyn	ɡ ɔ r χ ə m ɪ n
gordd	ɡ ɔ r ð
gordderch	ɡ ɔ r ð ɛ r χ
gordderchadon	ɡ ɔ r ð ɛ r χ a d ɔ n
gordderchadon	ɡ ɔ r ð ɛ r χ aː d ɔ n
gorff	ɡ ɔ r f
gorffennaf	ɡ ɔ r f ɛ n a v
gorffennol	ɡ ɔ r f ɛ n ɔ l
gorfod	ɡ ɔ f ɔ
gorfod	ɡ ɔ f ɔ d
gorfod	ɡ ɔ r f ɔ d
gorfod	ɡ ɔ r v ɔ d
gorfodog	ɡ ɔ r v oː d ɔ ɡ
gorfodog	ɡ ɔ r v ɔ d ɔ ɡ
gorfodtref	ɡ ɔ r v ɔ t r ɛ v
goriad	ɡ ɔ r j a d
gorlifaf	ɡ ɔ r l iː v a v
gorlifo	ɡ ɔ r l iː v ɔ
gorllewin	ɡ ɔ r ɬ ɛ u̯ ɪ n
gormod	ɡ ɔ r m ɔ d
gornest	ɡ ɔ r n ɛ s d
gornestau	ɡ ɔ r n ɛ s d a i̯
gornestau	ɡ ɔ r n ɛ s d ɛ
gornestu	ɡ ɔ r n ɛ s d i
gornestwr	ɡ ɔ r n ɛ s d ʊ r
gornestwyr	ɡ ɔ r n ɛ s d w ɪ r
gorsaf	ɡ ɔ r s a v
gorwel	ɡ ɔ r w ɛ l
gosteg	ɡ ɔ s d ɛ ɡ
gostwng	ɡ ɔ s d ʊ ŋ
gostyngaidd	ɡ ɔ s d ə ŋ a i̯ ð
gosyn	ɡ ɔ s ɪ n
got	ɡ ɔ t
got law	ɡ ɔ t l a u̯
gradd	ɡ r aː ð
graff	ɡ r a f
graff	ɡ r aː f
grawnwin	ɡ r a u̯ n w ɪ n
greda	ɡ r eː d a
greda	ɡ r ɛ d a
gredo	ɡ r eː d ɔ
gredo	ɡ r ɛ d ɔ
gref	ɡ r eː v
grefi	ɡ r eː v i
grefi	ɡ r ɛ v i
greto	ɡ r ɛ t ɔ
gril	ɡ r ɪ l
griliau	ɡ r ɪ l j a i̯
griliau	ɡ r ɪ l j ɛ
grilio	ɡ r ɪ l j ɔ
grilio	ɡ r ɪ l ɔ
grist	ɡ r ɪ s t
groeg	ɡ r ɔ i̯ ɡ
groes	ɡ r oː s
groes	ɡ r ɔ i̯ s
gronell	ɡ r oː n ɛ ɬ
gronell	ɡ r ɔ n ɛ ɬ
gronellau	ɡ r ɔ n ɛ ɬ a i̯
gronellau	ɡ r ɔ n ɛ ɬ ɛ
grug	ɡ r iː ɡ
gruga	ɡ r ɪ ɡ a
grwpiau	ɡ r ʊ p j a i̯
grwpiau	ɡ r ʊ p j ɛ
grwth	ɡ r uː θ
gryf	ɡ r iː v
grym	ɡ r ɪ m
grymus	ɡ r ə m ɪ s
grêt	ɡ r eː t
grôt	ɡ r oː t
grŵp	ɡ r uː p
gu	ɡ iː
gusan	ɡ ɪ s a n
gusanau	ɡ ɪ s a n a i̯
gusanau	ɡ ɪ s a n ɛ
gusanau	ɡ ɪ s aː n a i̯
gusanau	ɡ ɪ s aː n ɛ
gusanu	ɡ ɪ s a n i
gusanu	ɡ ɪ s aː n i
gut	ɡ ɪ t
gwadd	ɡ w aː ð
gwaed	ɡ w a i̯ d
gwaed	ɡ w aː d
gwaedu	ɡ w e i̯ d i
gwaedu	ɡ w iː d i
gwael	ɡ w a i̯ l
gwaelod	ɡ w e i̯ l ɔ d
gwaeth	ɡ w a i̯ θ
gwaeth	ɡ w aː θ
gwaethaf	ɡ w e i̯ θ a
gwaethaf	ɡ w e i̯ θ a v
gwaethaf	ɡ w i θ a
gwag	ɡ w aː ɡ
gwagedd	ɡ w a ɡ ɛ ð
gwagedd	ɡ w aː ɡ ɛ ð
gwahaniaeth	ɡ w a h a n j a i̯ θ
gwahaniaeth	ɡ w a h a n j ɛ θ
gwahaniaeth	ɡ w a n j ɛ θ
gwahaniaeth	ɡ w ə n j ɛ θ
gwahaniaethiad	ɡ w a h a n j e i̯ θ j a d
gwahaniaethu	ɡ w a h a n j e i̯ θ i
gwahaniaethu	ɡ w a n j e i̯ θ i
gwahanol	ɡ w a h a n ɔ l
gwahanol	ɡ w a h aː n ɔ l
gwahanol	ɡ w a n ɔ l
gwahanol	ɡ w aː n ɔ l
gwahanu	ɡ w a h a n i
gwahanu	ɡ w a h aː n i
gwahardd	ɡ w a h a r ð
gwahodd	ɡ w a h oː ð
gwahodd	ɡ w a h ɔ ð
gwahân	ɡ w a h aː n
gwain	ɡ w a i̯ n
gwair	ɡ w a i̯ r
gwaith	ɡ w a i̯ θ
gwal	ɡ w a l
gwalch	ɡ w a l χ
gwalch glas	ɡ w a l χ ɡ l aː s
gwalch marth	ɡ w a l χ m a r θ
gwalch y nos	ɡ w a l χ ə n oː s
gwalch y penwaig	ɡ w a l χ ə p ɛ n w a i̯ ɡ
gwalch y pysgod	ɡ w a l χ ə p ə s ɡ ɔ d
gwall	ɡ w a ɬ
gwall	ɡ w aː ɬ
gwallt	ɡ w a ɬ d
gwallus	ɡ w a ɬ ɪ s
gwan	ɡ w a n
gwanwyn	ɡ w a n w ɪ n
gwanwynau	ɡ w a n w ə n a i̯
gwanwynau	ɡ w a n w ə n ɛ
gwar	ɡ w a r
gwarchod	ɡ w a r χ ɔ d
gwared	ɡ w a r ɛ d
gwared	ɡ w aː r ɛ d
gwaredu	ɡ w a r eː d i
gwaredu	ɡ w a r ɛ d i
gwario	ɡ w a r j ɔ
gwarthal	ɡ w a r θ a l
gwarthegydd	ɡ w a r θ eː ɡ ɪ ð
gwarthegydd	ɡ w a r θ ɛ ɡ ɪ ð
gwarthegyddion	ɡ w a r θ ɛ ɡ ə ð j ɔ n
gwas	ɡ w aː s
gwasanaeth	ɡ w a s a n a i̯ θ
gwasanaeth	ɡ w a s a n ɛ θ
gwasanaeth	ɡ w a s aː n a i̯ θ
gwasanaeth	ɡ w a s aː n ɛ θ
gwasanaethau	ɡ w a s a n e i̯ θ a i̯
gwasanaethau	ɡ w a s a n e i̯ θ ɛ
gwasgaru	ɡ w a s ɡ a r i
gwasgaru	ɡ w a s ɡ aː r i
gwastraff	ɡ w a s d r a f
gwau	ɡ w a i̯
gwawl	ɡ w a u̯ l
gwawn	ɡ w a u̯ n
gwawr	ɡ w a u̯ r
gwayw	ɡ w e i̯ u
gwaywffon	ɡ w e i̯ w f ɔ n
gwaywffyn	ɡ w e i̯ w f ɪ n
gwch	ɡ ʊ χ
gwchi	ɡ ʊ χ i
gwddf	ɡ uː ð u
gwddf	ɡ uː ð ʊ v
gwddf	ɡ ʊ ð u
gwddf	ɡ ʊ ð v
gwddf	ɡ ʊ ð ʊ v
gwddw	ɡ uː ð u
gwddw	ɡ ʊ ð u
gwddwg	ɡ uː ð u ɡ
gwddwg	ɡ ʊ ð ʊ ɡ
gwdihŵ	ɡ ʊ d ɪ h uː
gwe	ɡ w eː
gweddi	ɡ w eː ð i
gweddi	ɡ w ɛ ð i
gweddi'r arglwydd	ɡ w eː ð i r a r ɡ l u i̯ ð
gweddi'r arglwydd	ɡ w ɛ ð i r a r ɡ l u i̯ ð
gweddol	ɡ w eː ð ɔ l
gweddol	ɡ w ɛ ð ɔ l
gweddw	ɡ w eː ð u
gweddw	ɡ w ɛ ð u
gweddwon	ɡ w ɛ ð w ɔ n
gweddïau	ɡ w ɛ ð iː a i̯
gweddïau	ɡ w ɛ ð iː ɛ
gweddïo	ɡ w ɛ ð i ɔ
gweddïo	ɡ w ɛ ð iː ɔ
gweddïon	ɡ w ɛ ð i ɔ n
gweddïon	ɡ w ɛ ð iː ɔ n
gweddïwr	ɡ w ɛ ð i ʊ r
gweddïwr	ɡ w ɛ ð iː ʊ r
gweedig	ɡ w ɛ eː d i ɡ
gweedig	ɡ w ɛ ɛ d i ɡ
gwefan	ɡ w eː v a n
gwefan	ɡ w ɛ v a n
gweinidog	ɡ w e i̯ n iː d ɔ ɡ
gweinidog	ɡ w e i̯ n ɪ d ɔ ɡ
gweinydd	ɡ w e i̯ n ɪ ð
gweinyddes	ɡ w e i̯ n ə ð ɛ s
gweinyddesau	ɡ w e i̯ n ə ð ɛ s a i̯
gweinyddesau	ɡ w e i̯ n ə ð ɛ s ɛ
gweinyddiad	ɡ w e i̯ n ə ð j a d
gweinyddiadau	ɡ w e i̯ n ə ð j a d a i̯
gweinyddiadau	ɡ w e i̯ n ə ð j a d ɛ
gweinyddiadau	ɡ w e i̯ n ə ð j aː d a i̯
gweinyddiadau	ɡ w e i̯ n ə ð j aː d ɛ
gweinyddiaeth	ɡ w e i̯ n ə ð j a i̯ θ
gweinyddiaeth	ɡ w e i̯ n ə ð j ɛ θ
gweinyddiaethau	ɡ w e i̯ n ə ð j e i̯ θ a i̯
gweinyddiaethau	ɡ w e i̯ n ə ð j e i̯ θ ɛ
gweinyddion	ɡ w e i̯ n ə ð j ɔ n
gweinyddol	ɡ w e i̯ n ə ð ɔ l
gweinyddu	ɡ w e i̯ n ə ð i
gweinyddwr	ɡ w e i̯ n ə ð ʊ r
gweinyddwyr	ɡ w e i̯ n ə ð w ɪ r
gweiriau	ɡ w e i̯ r j a i̯
gweiriau	ɡ w e i̯ r j ɛ
gweision	ɡ w e i̯ s j ɔ n
gweision	ɡ w e i̯ ʃ ɔ n
gweithdy	ɡ w ə i̯ θ d i
gweithgaredd	ɡ w e i̯ θ ɡ a r ɛ ð
gweithgaredd	ɡ w e i̯ θ ɡ aː r ɛ ð
gweithio	ɡ w e i̯ θ j ɔ
gweithio	ɡ w e i̯ θ ɔ
gweithio	ɡ w iː θ ɔ
gweithiwr	ɡ w e i̯ θ j ʊ r
gweithiwr	ɡ w e i̯ θ ʊ r
gweithiwr	ɡ w iː θ ʊ r
gweithlu	ɡ w e i̯ θ l i
gweithluoedd	ɡ w e i̯ θ l iː ɔ i̯ ð
gweithredu	ɡ w e i̯ θ r eː d i
gweithredu	ɡ w e i̯ θ r ɛ d i
gweithwyr	ɡ w e i̯ θ w ɪ r
gwelais	ɡ w eː l a i̯ s
gwelais	ɡ w eː l ɛ s
gwelais	ɡ w ɛ l a i̯ s
gwelais	ɡ w ɛ l ɛ s
gweld	ɡ w ɛ l d
gweled	ɡ w eː l ɛ d
gweled	ɡ w ɛ l ɛ d
gwelen	ɡ w eː l ɛ n
gwelen	ɡ w ɛ l ɛ n
gweler	ɡ w eː l ɛ r
gweles	ɡ w eː l ɛ s
gweles	ɡ w ɛ l ɛ s
gwelet	ɡ w eː l ɛ t
gwelet	ɡ w ɛ l ɛ t
gwell	ɡ w eː ɬ
gwell	ɡ w ɛ ɬ
gwella	ɡ w ɛ ɬ a
gwellt	ɡ w ɛ ɬ d
gwellta	ɡ w ɛ ɬ d a
gwelsen	ɡ w ɛ l s ɛ n
gwelwch	ɡ w ɛ l ʊ χ
gwelwn	ɡ w ɛ l ʊ n
gwely	ɡ w eː l i
gwely	ɡ w ɛ l i
gwen	ɡ w ɛ n
gwenhwyfar	ɡ w ɛ n h ʊ i̯ v a r
gwenith	ɡ w eː n ɪ θ
gwenith	ɡ w ɛ n ɪ θ
gwenithfaen	ɡ w ɛ n ɪ θ v a i̯ n
gwenllian	ɡ w ɛ n ɬ iː a n
gwennol	ɡ w ɛ n ɔ l
gwenoliaid	ɡ w ɛ n ɔ l j a i̯ d
gwenoliaid	ɡ w ɛ n ɔ l j ɛ d
gwenu	ɡ w eː n i
gwenu	ɡ w ɛ n i
gwenwyn	ɡ w eː n ʊ i̯ n
gwenwyn	ɡ w ɛ n w ɪ n
gwenwyn	ɡ w ɛ n ʊ i̯ n
gwenyn	ɡ w eː n ɪ n
gwenyn	ɡ w ɛ n ɪ n
gwenyn gwyllt	ɡ w eː n ɪ ŋ ɡ w ɪ ɬ d
gwenyn gwyllt	ɡ w ɛ n ɪ ŋ ɡ w ɪ ɬ d
gwenyn meirch	ɡ w eː n ɪ m m e i̯ r χ
gwenyn meirch	ɡ w ɛ n ɪ m m e i̯ r χ
gwenyn mêl	ɡ w eː n ɪ m m eː l
gwenyn mêl	ɡ w ɛ n ɪ m m eː l
gwenynen	ɡ w e n ə n ɛ n
gwenynen feirch	ɡ w ɛ n ə n ɛ n v e i̯ r χ
gwenynen fêl	ɡ w e n ə n ɛ n v eː l
gwenynen wyllt	ɡ w e n ə n ɛ ŋ w ɪ ɬ d
gweplyfr	ɡ w ɛ p l ɪ v r
gwerdd	ɡ w ɛ r ð
gwerddon	ɡ w ɛ r ð ɔ n
gwerddonau	ɡ w ɛ r ð oː n a i̯
gwerddonau	ɡ w ɛ r ð oː n ɛ
gwerddonau	ɡ w ɛ r ð ɔ n a i̯
gwerddonau	ɡ w ɛ r ð ɔ n ɛ
gweriniaeth	ɡ w ɛ r ɪ n j a i̯ θ
gweriniaeth	ɡ w ɛ r ɪ n j ɛ θ
gweriniaethau	ɡ w ɛ r ɪ n j e i̯ θ a i̯
gweriniaethau	ɡ w ɛ r ɪ n j e i̯ θ ɛ
gwerinwr	ɡ w ɛ r iː n ʊ r
gwerinwr	ɡ w ɛ r ɪ n ʊ r
gwerinwyr	ɡ w ɛ r ɪ n w ɪ r
gwern	ɡ w ɛ r n
gwernen	ɡ w ɛ r n ɛ n
gwernog	ɡ w ɛ r n ɔ ɡ
gwers	ɡ w ɛ r s
gwerth	ɡ w ɛ r θ
gwerthiant	ɡ w ɛ r θ j a n t
gwerthu	ɡ w ɛ r θ i
gwerthwr	ɡ w ɛ r θ ʊ r
gwerthwyr	ɡ w ɛ r θ w ɪ r
gweryd	ɡ w eː r ɪ d
gweryd	ɡ w ɛ r ɪ d
gwesgyr	ɡ w ɛ s ɡ ɪ r
gwestai	ɡ w ɛ s d a i̯
gwesteion	ɡ w ɛ s d e i̯ ɔ n
gwestiwn	ɡ w ɛ s d j ʊ n
gwesty	ɡ w ɛ s d i
gweud	ɡ w e i̯ d
gwg	ɡ uː ɡ
gwialen bysgota	ɡ w i a l ɛ n b ə s ɡ ɔ t a
gwialen bysgota	ɡ w i aː l ɛ n b ə s ɡ ɔ t a
gwialen bysgota	ɡ w j a l ɛ m b ə s ɡ ɔ t a
gwialen bysgota	ɡ w j aː l ɛ m b ə s ɡ ɔ t a
gwilym	ɡ w ɪ l ɪ m
gwin	ɡ w iː n
gwin newydd	ɡ w iː n n ɛ u̯ ɪ ð
gwinoedd	ɡ w iː n ɔ i̯ ð
gwinoedd	ɡ w ɪ n ɔ i̯ ð
gwir	ɡ w iː r
gwirfoddol	ɡ w ɪ r v oː ð ɔ l
gwirfoddol	ɡ w ɪ r v ɔ ð ɔ l
gwisg	ɡ w ɪ s ɡ
gwisg	ɡ w ɪ ʃ ɡ
gwisga	ɡ w ɪ s ɡ a
gwisgo	ɡ w ɪ s ɡ ɔ
gwisgo	ɡ w ɪ ʃ ɡ ɔ
gwiwer	ɡ w ɪ u̯ ɛ r
gwiwerod	ɡ w ɪ u̯ eː r ɔ d
gwiwerod	ɡ w ɪ u̯ ɛ r ɔ d
gwlad	ɡ l aː d
gwlad	ɡ w l aː d
gwlad belg	ɡ w l aː d b ɛ l ɡ
gwlad pwyl	ɡ w l aː d p ʊ ɪ̯ l
gwlad yr iâ	ɡ w l aː d ə r j aː
gwladfa	ɡ w l a d v a
gwladfeydd	ɡ w l a d v e i̯ ð
gwladgarol	ɡ w l a d ɡ a r ɔ l
gwladgarol	ɡ w l a d ɡ aː r ɔ l
gwladgarwr	ɡ w l a d ɡ a r ʊ r
gwladgarwr	ɡ w l a d ɡ aː r ʊ r
gwladgarwyr	ɡ w l a d ɡ a r w ɪ r
gwlana	ɡ w l a n a
gwlana	ɡ w l aː n a
gwlanog	ɡ w l a n ɔ ɡ
gwlanog	ɡ w l aː n o ɡ
gwledd	ɡ w l eː ð
gwledig	ɡ w l eː d ɪ ɡ
gwledig	ɡ w l ɛ d ɪ ɡ
gwledydd	ɡ w l eː d ɪ ð
gwledydd	ɡ w l ɛ d ɪ ð
gwleidydd	ɡ w l e i̯ d ɪ ð
gwleidyddol	ɡ w l e i̯ d ə ð ɔ l
gwlith	ɡ w l iː θ
gwlithlaw	ɡ w l ɪ θ l a u̯
gwlyb	ɡ l iː b
gwlyb	ɡ w l iː b
gwlych	ɡ w l iː χ
gwlychu	ɡ l ə χ i
gwlychu	ɡ w l ə χ i
gwlân	ɡ w l aː n
gwnaeth	n aː θ
gwnaeth	ɡ n aː θ
gwnaeth	ɡ w n a i̯ θ
gwneud	n e i̯ d
gwneud	ɡ n e i̯ d
gwneud	ɡ w n e i̯ d
gwningen	ɡ ʊ n ɪ ŋ ɛ n
gwobr	ɡ w ɔ b r
gwobrau	ɡ w ɔ b r a i̯
gwobrau	ɡ w ɔ b r ɛ
gwobrwyon	ɡ w ɔ b r ʊ i̯ ɔ n
gwpan	ɡ ʊ p a n
gwpwrdd	ɡ ʊ p ʊ r ð
gwragedd	ɡ r a ɡ ɛ ð
gwragedd	ɡ r aː ɡ ɛ ð
gwragedd	ɡ w r a ɡ ɛ ð
gwragedd	ɡ w r aː ɡ ɛ ð
gwraidd	ɡ w r a i̯ ð
gwraig	ɡ r a i̯ ɡ
gwraig	ɡ w r a i̯ ɡ
gwrando	ɡ r a n d ɔ
gwrando	ɡ r ɪ n d ɔ
gwrando	ɡ w r a n d ɔ
gwrdd	ɡ ʊ r ð
gwregys	ɡ r eː ɡ ɪ s
gwregys	ɡ r ɛ ɡ ɪ s
gwregys	ɡ w r eː ɡ ɪ s
gwregys	ɡ w r ɛ ɡ ɪ s
gwregys llaethol	ə ɡ w r eː ɡ ɪ s ɬ e i̯ θ ɔ l
gwregys llaethol	ə ɡ w r ɛ ɡ ɪ s ɬ e i̯ θ ɔ l
gwreiddiadur	ɡ w r ɛ i̯ ð j a d ɪ r
gwreiddiadur	ɡ w r ɛ i̯ ð j aː d ɪ r
gwreiddio	ɡ r ɛ i̯ ð j ɔ
gwreiddio	ɡ r ɛ i̯ ð ɔ
gwreiddio	ɡ w r ɛ i̯ ð j ɔ
gwreiddiol	ɡ w r e i̯ ð j ɔ l
gwrendy	ɡ w r ɛ n d i
gwres	ɡ w r eː s
gwrol	ɡ uː r ɔ l
gwrol	ɡ ʊ r ɔ l
gwrs	ɡ ʊ r s
gwrthgymdeithasol	ɡ ʊ r θ ɡ ə m d e i̯ θ a s ɔ l
gwrthiselder	ɡ ʊ r θ ɪ s ɛ l d ɛ r
gwrthiselydd	ɡ ʊ r θ ɪ s eː l ɪ ð
gwrthiselydd	ɡ ʊ r θ ɪ s ɛ l ɪ ð
