अ	ɐ
नश्यथ	n̪ ɐ ɕ j ɐ t̪ʰ ɐ
नश्यथः	n̪ ɐ ɕ j ɐ t̪ʰ ɐ h
नश्यन्ति	n̪ ɐ ɕ j ɐ n̪ t̪ i
नश्यसि	n̪ ɐ ɕ j ɐ s̪ i
नश्यामः	n̪ ɐ ɕ j ɑː m ɐ h
नश्यामि	n̪ ɐ ɕ j ɑː m i
नश्यावः	n̪ ɐ ɕ j ɑː ʋ ɐ h
नष्ट	n̪ ɐ ʂ ʈ ɐ
नष्ट	n̪ ɐ ʂ ʈ ɐ́
नष्टक्रिय	n̪ ɐ ʂ ʈ ɐ k ɾ i j ɐ
नष्टचन्द्र	n̪ ɐ ʂ ʈ ɐ t͡ɕ ɐ n̪ d̪ ɾ ɐ
नष्टाप्तिसूत्र	n̪ ɐ ʂ ʈ ɑː p t̪ i s̪ uː t̪ ɾ ɐ
नस्	n̪ ɐ s̪
नस्	n̪ ɐ́ s̪
नहि	n̪ ɐ ɦ i
नहि	n̪ ɐ ɦ í
नाक	n̪ ɑː k ɐ
नाक	n̪ ɑ́ː k ɐ
नाग	n̪ ɑː ɡ ɐ
नाग	n̪ ɑː ɡ ɐ́
नागिन्	n̪ ɑː ɡ i n̪
नाथ	n̪ ɑː t̪ʰ ɐ
नाथ	n̪ ɑː t̪ʰ ɐ́
नाथतात्	n̪ ɑː t̪ʰ ɐ t̪ ɑː t̪
नाथताम्	n̪ ɑː t̪ʰ ɐ t̪ ɑː m
नाथतु	n̪ ɑː t̪ʰ ɐ t̪ u
नाथामि	n̪ ɑː t̪ʰ ɑː m i
नाथ्	n̪ ɑː t̪ʰ
नादेय	n̪ ɑː d̪ eː j ɐ
नादेय	n̪ ɑː d̪ ɐ j j ɐ́
नाधताम्	n̪ ɑː d̪ʱ ɐ t̪ ɑː m
नाधे	n̪ ɑː d̪ʱ eː
नाधे	n̪ ɑː d̪ʱ ɐ j
नाभि	n̪ ɑː bʱ i
नाभि	n̪ ɑ́ː bʱ i
नाम	n̪ ɑː m ɐ
नामक	n̪ ɑː m ɐ k ɐ
नामन्	n̪ ɑː m ɐ n̪
नामन्	n̪ ɑ́ː m ɐ n̪
नारक	n̪ ɑː ɾ ɐ k ɐ
नारक	n̪ ɑ́ː ɾ ɐ k ɐ
नारि	n̪ ɑː ɾ i
नारि	n̪ ɑ́ː ɾ i
नारिकेल	n̪ ɑː ɾ i k eː l̪ ɐ
नारिकेल	n̪ ɑː ɾ i k ɐ j l̪ ɐ
नारी	n̪ ɑː ɾ iː
नारी	n̪ ɑ́ː ɾ iː
नावाज	n̪ ɑː ʋ ɑː d͡ʑ ɐ
नावाज	n̪ ɑː ʋ ɑː d͡ʑ ɐ́
नाश	n̪ ɑː ɕ ɐ
नाश	n̪ ɑː ɕ ɐ́
नाशयति	n̪ ɑː ɕ ɐ j ɐ t̪ i
नाशयति	n̪ ɑː ɕ ɐ́ j ɐ t̪ i
नासा	n̪ ɑː s̪ ɑː
नासा	n̪ ɑ́ː s̪ ɑː
नासाभ्याम्	n̪ ɑː s̪ ɑː bʱ j ɑː m
नि	n̪ i
नि	n̪ í
निक्त	n̪ i k t̪ ɐ
निक्त	n̪ i k t̪ ɐ́
निखिल	n̪ i kʰ i l̪ ɐ
निचय	n̪ i t͡ɕ ɐ j ɐ
नित्य	n̪ i t̪ j ɐ
नित्य	n̪ í t̪ j ɐ
निदाघ	n̪ i d̪ ɑː ɡʱ ɐ
निदाघ	n̪ i d̪ ɑː ɡʱ ɐ́
निद्	n̪ i d̪
निद्	n̪ í d̪
निद्रा	n̪ i d̪ ɾ ɑː
निद्रा	n̪ i d̪ ɾ ɑ́ː
निधातोस्	n̪ i d̪ʱ ɑː t̪ oː s̪
निधातोस्	n̪ í d̪ʱ ɑː t̪ ɐ w s̪
निन्दति	n̪ i n̪ d̪ ɐ t̪ i
निन्दति	n̪ í n̪ d̪ ɐ t̪ i
निन्दा	n̪ i n̪ d̪ ɑː
निन्दा	n̪ i n̪ d̪ ɑ́ː
निमय	n̪ i m ɐ j ɐ
निम्न	n̪ i m n̪ ɐ
निम्न	n̪ i m n̪ ɐ́
निम्बूक	n̪ i m b uː k ɐ
नियम	n̪ i j ɐ m ɐ
नियम	n̪ i j ɐ m ɐ́
निरन्तर	n̪ i ɾ ɐ n̪ t̪ ɐ ɾ ɐ
निरन्तर	n̪ i ɾ ɐ́ n̪ t̪ ɐ ɾ ɐ
निरवदाति	n̪ i ɾ ɐ ʋ ɐ d̪ ɑː t̪ i
निर्वाण	n̪ i ɾ ʋ ɑː ɳ ɐ
निवास	n̪ i ʋ ɑː s̪ ɐ
निष्क	n̪ i ʂ k ɐ
निष्कारण	n̪ i ʂ k ɑː ɾ ɐ ɳ ɐ
निष्कारणम्	n̪ i ʂ k ɑː ɾ ɐ ɳ ɐ m
निस्	n̪ i s̪
निस्	n̪ í s̪
नी	n̪ iː
नीच	n̪ iː t͡ɕ ɐ
नीड	n̪ iː ɖ ɐ
नीड	n̪ iː ɖ ɐ́
नीत	n̪ iː t̪ ɐ
नीत	n̪ iː t̪ ɐ́
नीर	n̪ iː ɾ ɐ
नीर	n̪ iː ɾ ɐ́
नील	n̪ iː l̪ ɐ
नील	n̪ íː l̪ ɐ
नीळ	n̪ iː ɭ̆ ɐ
नीळ	n̪ iː ɭ̆ ɐ́
नु	n̪ u
नु	n̪ ú
नूतन	n̪ uː t̪ ɐ n̪ ɐ
नूतन	n̪ úː t̪ ɐ n̪ ɐ
नृ	n̪ r̩
नृ	n̪ ŕ̩
नृत्त	n̪ r̩ t̪ t̪ ɐ
नृत्यति	n̪ r̩ t̪ j ɐ t̪ i
नृप	n̪ r̩ p ɐ
नृप	n̪ ŕ̩ p ɐ
नृपशु	n̪ r̩ p ɐ ɕ u
नृपशु	n̪ ŕ̩ p ɐ ɕ u
नृम्ण	n̪ r̩ m ɳ ɐ
नृम्ण	n̪ r̩ m ɳ ɐ́
नॄन्	n̪ r̩ː n̪
नॄन्	n̪ ŕ̩ː n̪
नेतृ	n̪ eː t̪ r̩
नेतृ	n̪ ɐ j t̪ ŕ̩
नेतृ	n̪ ɐ́ j t̪ r̩
नेतृत्व	n̪ eː t̪ r̩ t̪ ʋ ɐ
नेतृत्व	n̪ ɐ j t̪ r̩ t̪ ʋ ɐ
नेत्री	n̪ eː t̪ ɾ iː
नेत्री	n̪ ɐ j t̪ ɾ íː
नेत्रोपम	n̪ eː t̪ ɾ oː p ɐ m ɐ
नेत्रोपम	n̪ ɐ j t̪ ɾ ɐ w p ɐ m ɐ
नेदिष्ठ	n̪ eː d̪ i ʂ ʈʰ ɐ
नेदिष्ठ	n̪ ɐ́ j d̪ i ʂ ʈʰ ɐ
नेदीयस्	n̪ eː d̪ iː j ɐ s̪
नेदीयस्	n̪ ɐ́ j d̪ iː j ɐ s̪
नेनेक्ति	n̪ eː n̪ eː k t̪ i
नेनेक्ति	n̪ ɐ j n̪ ɐ j k t̪ i
नेम	n̪ eː m ɐ
नेम	n̪ ɐ́ j m ɐ
नेमि	n̪ eː m i
नेमि	n̪ ɐ j m í
नो	n̪ oː
नो	n̪ ɐ́ w
नौ	n̪ ɑ w
नौ	n̪ ɑː w
नौका	n̪ ɑ w k ɑː
नौका	n̪ ɑː w k ɑː
न्यग्रोध	n̪ j ɐ ɡ ɾ oː d̪ʱ ɐ
न्यग्रोध	n̪ j ɐ ɡ ɾ ɐ́ w d̪ʱ ɐ
न्याय	n̪ j ɑː j ɐ
न्यून	n̪ j uː n̪ ɐ
न्यून	n̪ j úː n̪ ɐ
पकार	p ɐ k ɑː ɾ ɐ
पक्ष	p ɐ k ʂ ɐ
पक्ष	p ɐ́ k ʂ ɐ
पक्ष्मन्	p ɐ k ʂ m ɐ n̪
पक्ष्मन्	p ɐ́ k ʂ m ɐ n̪
पङ्क	p ɐ ŋ k ɐ
पचति	p ɐ t͡ɕ ɐ t̪ i
पचति	p ɐ́ t͡ɕ ɐ t̪ i
पञ्चदश	p ɐ ɲ t͡ɕ ɐ d̪ ɐ ɕ ɐ
पञ्चदश	p ɐ́ ɲ t͡ɕ ɐ d̪ ɐ ɕ ɐ
पञ्चन्	p ɐ ɲ t͡ɕ ɐ n̪
पञ्चन्	p ɐ́ ɲ t͡ɕ ɐ n̪
पञ्चविंशति	p ɐ ɲ t͡ɕ ɐ ʋ ĩ ɕ ɐ t̪ i
पञ्चविंशति	p ɐ́ ɲ t͡ɕ ɐ ʋ ĩ ɕ ɐ t̪ i
पञ्चाशत्	p ɐ ɲ t͡ɕ ɑː ɕ ɐ t̪
पञ्चाशत्	p ɐ ɲ t͡ɕ ɑː ɕ ɐ́ t̪
पटल	p ɐ ʈ ɐ l̪ ɐ
पटोल	p ɐ ʈ oː l̪ ɐ
पटोल	p ɐ ʈ ɐ w l̪ ɐ
पट्टिका	p ɐ ʈ ʈ i k ɑː
पठति	p ɐ ʈʰ ɐ t̪ i
पठन	p ɐ ʈʰ ɐ n̪ ɐ
पण्डित	p ɐ ɳ ɖ i t̪ ɐ
पण्डित	p ɐ ɳ ɖ i t̪ ɐ́
पतति	p ɐ t̪ ɐ t̪ i
पतति	p ɐ́ t̪ ɐ t̪ i
पताका	p ɐ t̪ ɑː k ɑː
पताका	p ɐ́ t̪ ɑː k ɑː
पति	p ɐ t̪ i
पति	p ɐ́ t̪ i
पतित्व	p ɐ t̪ i t̪ ʋ ɐ
पत्त्र	p ɐ t̪ t̪ ɾ ɐ
पत्त्र	p ɐ́ t̪ t̪ ɾ ɐ
पत्नी	p ɐ t̪ n̪ iː
पत्नी	p ɐ́ t̪ n̪ iː
पत्रिका	p ɐ t̪ t̪ ɾ i k ɑː
पथ	p ɐ t̪ʰ ɐ
पथ	p ɐ t̪ʰ ɐ́
पथिन्	p ɐ t̪ʰ i n̪
पथिन्	p ɐ́ t̪ʰ i n̪
पद	p ɐ d̪ ɐ
पद	p ɐ d̪ ɐ́
पद्	p ɐ d̪
पद्	p ɐ́ d̪
पद्म	p ɐ d̪ m ɐ
पद्यते	p ɐ d̪ j ɐ t̪ eː
पद्यते	p ɐ́ d̪ j ɐ t̪ ɐ j
पयस्	p ɐ j ɐ s̪
पयस्	p ɐ́ j ɐ s̪
पयोहिम	p ɐ j oː ɦ i m ɐ
परशु	p ɐ ɾ ɐ ɕ u
परशु	p ɐ ɾ ɐ ɕ ú
परस्मैपद	p ɐ ɾ ɐ s̪ m ɑ j p ɐ d̪ ɐ
परस्मैपद	p ɐ ɾ ɐ s̪ m ɑː j p ɐ d̪ ɐ
परस्वत्	p ɐ ɾ ɐ s̪ ʋ ɐ t̪
परस्वत्	p ɐ́ ɾ ɐ s̪ ʋ ɐ t̪
पराकाष्ठा	p ɐ ɾ ɑː k ɑː ʂ ʈʰ ɑː
पराक्रमी	p ɐ ɾ ɑː k ɾ ɐ m iː
पराभव	p ɐ ɾ ɑː bʱ ɐ ʋ ɐ
पराशर	p ɐ ɾ ɑː ɕ ɐ ɾ ɐ
पराशर	p ɐ ɾ ɑː ɕ ɐ ɾ ɐ́
पराशॄ	p ɐ ɾ ɑː ɕ r̩ː
परि	p ɐ ɾ i
परि	p ɐ́ ɾ i
परिच्छिद्	p ɐ ɾ i t t͡ɕʰ i d̪
परिच्छेद	p ɐ ɾ i t t͡ɕʰ eː d̪ ɐ
परिच्छेद	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ
परिच्छेदम्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɐ m
परिच्छेदम्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ m
परिच्छेदयोस्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɐ j oː s̪
परिच्छेदयोस्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ j ɐ w s̪
परिच्छेदस्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɐ s̪
परिच्छेदस्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ s̪
परिच्छेदस्य	p ɐ ɾ i t t͡ɕʰ eː d̪ ɐ s̪ j ɐ
परिच्छेदस्य	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ s̪ j ɐ
परिच्छेदात्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑː t̪
परिच्छेदात्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː t̪
परिच्छेदानाम्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑː n̪ ɑː m
परिच्छेदानाम्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː n̪ ɑː m
परिच्छेदान्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑː n̪
परिच्छेदान्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː n̪
परिच्छेदाभ्याम्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑː bʱ j ɑː m
परिच्छेदाभ्याम्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː bʱ j ɑː m
परिच्छेदाय	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑː j ɐ
परिच्छेदाय	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː j ɐ
परिच्छेदासस्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑː s̪ ɐ s̪
परिच्छेदासस्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː s̪ ɐ s̪
परिच्छेदास्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑː s̪
परिच्छेदास्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː s̪
परिच्छेदे	p ɐ ɾ i t t͡ɕʰ eː d̪ eː
परिच्छेदे	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ j
परिच्छेदेन	p ɐ ɾ i t t͡ɕʰ eː d̪ eː n̪ ɐ
परिच्छेदेन	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ j n̪ ɐ
परिच्छेदेभिस्	p ɐ ɾ i t t͡ɕʰ eː d̪ eː bʱ i s̪
परिच्छेदेभिस्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ j bʱ i s̪
परिच्छेदेभ्यस्	p ɐ ɾ i t t͡ɕʰ eː d̪ eː bʱ j ɐ s̪
परिच्छेदेभ्यस्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ j bʱ j ɐ s̪
परिच्छेदेषु	p ɐ ɾ i t t͡ɕʰ eː d̪ eː ʂ u
परिच्छेदेषु	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɐ j ʂ u
परिच्छेदैस्	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑ j s̪
परिच्छेदैस्	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː j s̪
परिच्छेदौ	p ɐ ɾ i t t͡ɕʰ eː d̪ ɑ w
परिच्छेदौ	p ɐ ɾ i t t͡ɕʰ ɐ j d̪ ɑː w
परित्रै	p ɐ ɾ i t̪ ɾ ɑ j
परित्रै	p ɐ ɾ i t̪ ɾ ɑː j
परिमन्यु	p ɐ ɾ i m ɐ n̪ j u
परिमन्यु	p ɐ ɾ i m ɐ n̪ j ú
परिवर्तते	p ɐ ɾ i ʋ ɐ ɾ t̪ ɐ t̪ eː
परिवर्तते	p ɐ́ ɾ i ʋ ɐ ɾ t̪ ɐ t̪ ɐ j
परिवर्तन	p ɐ ɾ i ʋ ɐ ɾ t̪ ɐ n̪ ɐ
परिवर्तन	p ɐ ɾ i ʋ ɐ́ ɾ t̪ ɐ n̪ ɐ
परिवर्तित	p ɐ ɾ i ʋ ɐ ɾ t̪ i t̪ ɐ
परिविष्ट	p ɐ ɾ i ʋ i ʂ ʈ ɐ
परिविष्ट	p ɐ́ ɾ i ʋ i ʂ ʈ ɐ
परिवृत्	p ɐ ɾ i ʋ r̩ t̪
परिषद्	p ɐ ɾ i ʂ ɐ d̪
परिषद्	p ɐ ɾ i ʂ ɐ́ d̪
परिष्ठिति	p ɐ ɾ i ʂ ʈʰ i t̪ i
परिस्तोम	p ɐ ɾ i s̪ t̪ oː m ɐ
परीक्षते	p ɐ ɾ iː k ʂ ɐ t̪ eː
परीक्षते	p ɐ́ ɾ iː k ʂ ɐ t̪ ɐ j
परीमन्	p ɐ ɾ iː m ɐ n̪
परीमन्	p ɐ́ ɾ iː m ɐ n̪
परुत्	p ɐ ɾ u t̪
परुष	p ɐ ɾ u ʂ ɐ
परुष	p ɐ ɾ u ʂ ɐ́
परेमन्	p ɐ ɾ eː m ɐ n̪
परेमन्	p ɐ́ ɾ ɐ j m ɐ n̪
पर्ण	p ɐ ɾ ɳ ɐ
पर्ण	p ɐ ɾ ɳ ɐ́
पर्द	p ɐ ɾ d̪ ɐ
पर्दते	p ɐ ɾ d̪ ɐ t̪ eː
पर्दते	p ɐ́ ɾ d̪ ɐ t̪ ɐ j
पर्वत	p ɐ ɾ ʋ ɐ t̪ ɐ
पर्वत	p ɐ́ ɾ ʋ ɐ t̪ ɐ
पर्वन्	p ɐ ɾ ʋ ɐ n̪
पर्वन्	p ɐ́ ɾ ʋ ɐ n̪
पर्शान	p ɐ ɾ ɕ ɑː n̪ ɐ
पर्शान	p ɐ́ ɾ ɕ ɑː n̪ ɐ
पर्शु	p ɐ ɾ ɕ u
पर्शु	p ɐ́ ɾ ɕ u
पलव	p ɐ l̪ ɐ ʋ ɐ
पलाण्डु	p ɐ l̪ ɑː ɳ ɖ u
पलायन	p ɐ l̪ ɑː j ɐ n̪ ɐ
पलाव	p ɐ l̪ ɑː ʋ ɐ
पलाव	p ɐ l̪ ɑ́ː ʋ ɐ
पलित	p ɐ l̪ i t̪ ɐ
पलित	p ɐ l̪ i t̪ ɐ́
पवमान	p ɐ ʋ ɐ m ɑː n̪ ɐ
पवमान	p ɐ́ ʋ ɐ m ɑː n̪ ɐ
पवयति	p ɐ ʋ ɐ j ɐ t̪ i
पवयति	p ɐ ʋ ɐ́ j ɐ t̪ i
पशव्य	p ɐ ɕ ɐ ʋ j ɐ
पशव्य	p ɐ ɕ ɐ ʋ j ɐ́
पशु	p ɐ ɕ u
पशु	p ɐ ɕ ú
पशु	p ɐ́ ɕ u
पश्चा	p ɐ ɕ t͡ɕ ɑː
पश्चात्	p ɐ ɕ t͡ɕ ɑː t̪
पश्चात्	p ɐ ɕ t͡ɕ ɑ́ː t̪
पश्यति	p ɐ ɕ j ɐ t̪ i
पश्यति	p ɐ́ ɕ j ɐ t̪ i
पश्य्	p ɐ ɕ j
पसस्	p ɐ s̪ ɐ s̪
पसस्	p ɐ́ s̪ ɐ s̪
पांसु	p ɑ̃ː s̪ u
पांसु	p ɑ̃ː s̪ ú
पागल	p ɑː ɡ ɐ l̪ ɐ
पागल	p ɑː ɡ ɐ l̪ ɐ́
पाटल	p ɑː ʈ ɐ l̪ ɐ
पाटल	p ɑː ʈ ɐ l̪ ɐ́
पाटलिपुत्र	p ɑː ʈ ɐ l̪ i p u t̪ ɾ ɐ
पाणिनि	p ɑː ɳ i n̪ i
पाण्डव	p ɑː ɳ ɖ ɐ ʋ ɐ
पात	p ɑː t̪ ɐ
पाताल	p ɑː t̪ ɑː l̪ ɐ
पाति	p ɑː t̪ i
पाति	p ɑ́ː t̪ i
पात्र	p ɑː t̪ ɾ ɐ
पात्र	p ɑ́ː t̪ ɾ ɐ
पादकन्दुक	p ɑː d̪ ɐ k ɐ n̪ d̪ u k ɐ
पादकन्दुकक्रीडा	p ɑː d̪ ɐ k ɐ n̪ d̪ u k ɐ k ɾ iː ɖ ɑː
पादत्र	p ɑː d̪ ɐ t̪ ɾ ɐ
पादत्राण	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ
पादत्राणम्	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ m
पादत्राणयोः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ j oː h
पादत्राणयोः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ j ɐ w h
पादत्राणस्य	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ s̪ j ɐ
पादत्राणा	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː
पादत्राणात्	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː t̪
पादत्राणानाम्	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː n̪ ɑː m
पादत्राणानि	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː n̪ i
पादत्राणाभ्याम्	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː bʱ j ɑː m
पादत्राणाय	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː j ɐ
पादत्राणे	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ eː
पादत्राणे	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ j
पादत्राणेन	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ eː n̪ ɐ
पादत्राणेन	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ j n̪ ɐ
पादत्राणेभिः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ eː bʱ i h
पादत्राणेभिः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ j bʱ i h
पादत्राणेभ्यः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ eː bʱ j ɐ h
पादत्राणेभ्यः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ j bʱ j ɐ h
पादत्राणेषु	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ eː ʂ u
पादत्राणेषु	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɐ j ʂ u
पादत्राणैः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑ j h
पादत्राणैः	p ɑː d̪ ɐ t̪ ɾ ɑː ɳ ɑː j h
पादप	p ɑː d̪ ɐ p ɐ
पादांशुक	p ɑː d̪ ɑ̃ː ɕ u k ɐ
पादोपधान	p ɑː d̪ oː p ɐ d̪ʱ ɑː n̪ ɐ
पादोपधान	p ɑː d̪ ɐ w p ɐ d̪ʱ ɑː n̪ ɐ
पाप	p ɑː p ɐ
पाप	p ɑː p ɐ́
पाप	p ɑ́ː p ɐ
पापतीति	p ɑː p ɐ t̪ iː t̪ i
पापतीति	p ɑ́ː p ɐ t̪ iː t̪ i
पापा	p ɑː p ɑː
पायु	p ɑː j u
पायु	p ɑː j ú
पाय्य	p ɑ j j ɐ
पाय्य	p ɑ́ː j j ɐ
पार्थिव	p ɑː ɾ t̪ʰ i ʋ ɐ
पार्थिव	p ɑ́ː ɾ t̪ʰ i ʋ ɐ
पार्ष्णि	p ɑː ɾ ʂ ɳ i
पार्ष्णि	p ɑ́ː ɾ ʂ ɳ i
पाल	p ɑː l̪ ɐ
पालक	p ɑː l̪ ɐ k ɐ
पालङ्की	p ɑː l̪ ɐ ŋ k iː
पालयति	p ɑː l̪ ɐ j ɐ t̪ i
पालयति	p ɑː l̪ ɐ́ j ɐ t̪ i
पालि	p ɑː l̪ i
पालिका	p ɑː l̪ i k ɑː
पावक	p ɑː ʋ ɐ k ɐ
पावक	p ɑː ʋ ɐ k ɐ́
पाषण्ड	p ɑː ʂ ɐ ɳ ɖ ɐ
पाषण्ड	p ɑ́ː ʂ ɐ ɳ ɖ ɐ
पाषी	p ɑː ʂ iː
पास्यति	p ɑː s̪ j ɐ t̪ i
पिङ्गल	p i ŋ ɡ ɐ l̪ ɐ
पिङ्गल	p i ŋ ɡ ɐ l̪ ɐ́
पिच्छोरा	p i t t͡ɕʰ oː ɾ ɑː
पिच्छोरा	p i t t͡ɕʰ ɐ w ɾ ɑː
पिञ्जर	p i ɲ d͡ʑ ɐ ɾ ɐ
पिता	p i t̪ ɑː
पिता	p i t̪ ɑ́ː
पितामह	p i t̪ ɑː m ɐ ɦ ɐ
पितामह	p i t̪ ɑː m ɐ ɦ ɐ́
पितु	p i t̪ u
पितु	p i t̪ ú
पितृ	p i t̪ r̩
पितृ	p i t̪ ŕ̩
पितृव्य	p i t̪ r̩ ʋ j ɐ
पितृव्य	p i t̪ r̩ ʋ j ɐ́
पिनद्ध	p i n̪ ɐ d̪ d̪ʱ ɐ
पिनद्ध	p i n̪ ɐ́ d̪ d̪ʱ ɐ
पिनष्टि	p i n̪ ɐ ʂ ʈ i
पिनाक	p i n̪ ɑː k ɐ
पिनाक	p í n̪ ɑː k ɐ
पिपर्ति	p i p ɐ ɾ t̪ i
पिपर्ति	p í p ɐ ɾ t̪ i
पिपासा	p i p ɑː s̪ ɑː
पिपासा	p i p ɑː s̪ ɑ́ː
पिपीलिका	p i p iː l̪ i k ɑː
पिप्पल	p i p p ɐ l̪ ɐ
पिप्पल	p í p p ɐ l̪ ɐ
पिप्पलि	p i p p ɐ l̪ i
पिबति	p i b ɐ t̪ i
पिबति	p í b ɐ t̪ i
पिशाच	p i ɕ ɑː t͡ɕ ɐ
पिशाच	p i ɕ ɑː t͡ɕ ɐ́
पिष्ट	p i ʂ ʈ ɐ
पिष्ट	p i ʂ ʈ ɐ́
पी	p iː
पीठ	p iː ʈʰ ɐ
पीडयति	p iː ɖ ɐ j ɐ t̪ i
पीडयति	p iː ɖ ɐ́ j ɐ t̪ i
पीडा	p iː ɖ ɑː
पीन	p iː n̪ ɐ
पीनस	p iː n̪ ɐ s̪ ɐ
पीयति	p iː j ɐ t̪ i
पीयति	p íː j ɐ t̪ i
पीयूष	p iː j uː ʂ ɐ
पीयूष	p iː j úː ʂ ɐ
पीयूषधाराकिर्	p iː j uː ʂ ɐ d̪ʱ ɑː ɾ ɑː k i ɾ
पुंस्	p u ɴ s̪
पुंस्	p ú ɴ s̪
पुच्छ	p u t t͡ɕʰ ɐ
पुच्छ	p ú t t͡ɕʰ ɐ
पुण्डरीक	p u ɳ ɖ ɐ ɾ iː k ɐ
पुण्डरीक	p u ɳ ɖ ɐ́ ɾ iː k ɐ
पुत्र	p u t̪ ɾ ɐ
पुत्र	p u t̪ ɾ ɐ́
पुत्रकाम	p u t̪ ɾ ɐ k ɑː m ɐ
पुत्रकाम	p u t̪ ɾ ɐ́ k ɑː m ɐ
पुद्गल	p u d̪ ɡ ɐ l̪ ɐ
पुनर्	p u n̪ ɐ ɾ
पुनर्	p ú n̪ ɐ ɾ
पुनर्दर्शनाय	p u n̪ ɐ ɾ d̪ ɐ ɾ ɕ ɐ n̪ ɑː j ɐ
पुनाति	p u n̪ ɑː t̪ i
पुनाति	p u n̪ ɑ́ː t̪ i
पुरस्	p u ɾ ɐ s̪
पुरस्	p u ɾ ɐ́ s̪
पुरा	p u ɾ ɑː
पुरा	p u ɾ ɑ́ː
पुराण	p u ɾ ɑː ɳ ɐ
पुराण	p u ɾ ɑː ɳ ɐ́
पुरु	p u ɾ u
पुरु	p u ɾ ú
पुरुष	p u ɾ u ʂ ɐ
पुरुष	p ú ɾ u ʂ ɐ
पुरोडाश	p u ɾ oː ɖ ɑː ɕ ɐ
पुरोडाश	p u ɾ ɐ w ɖ ɑ́ː ɕ ɐ
पुरोळाश्	p u ɾ oː ɭ̆ ɑː ɕ
पुरोळाश्	p u ɾ ɐ w ɭ̆ ɑ́ː ɕ
पुर्	p u ɾ
पुर्	p ú ɾ
पुल	p u l̪ ɐ
पुल्ल	p u l̪ l̪ ɐ
पुवस्	p u ʋ ɐ s̪
पुवस्	p ú ʋ ɐ s̪
पुष्	p u ʂ
पुष्कलावती	p u ʂ k ɐ l̪ ɑː ʋ ɐ t̪ iː
पुष्टि	p u ʂ ʈ i
पुष्टि	p ú ʂ ʈ i
पुष्प	p u ʂ p ɐ
पुष्प	p ú ʂ p ɐ
पुष्पशाक	p u ʂ p ɐ ɕ ɑː k ɐ
पुष्यति	p u ʂ j ɐ t̪ i
