ab	ɑ b
çiyin	t͡ʃ i j i n
çiyin	t͡s i j i n
çoban	t͡ʃ o b a n
çoban	t͡s o b ɑ n
çocuq	t͡ʃ o d͡ʒ u χ
çocuq	t͡s o d͡z u χ
çoxbucaqlı	t͡ʃ o x b u d͡ʒ ɑ x ɫ ɯ
çoxbucaqlı	t͡s o x b u d͡z ɑ x ɫ ɯ
çoxdan	t͡ʃ o χ d ɑ n
çoxdan	t͡s o χ d ɑ n
çoxluq	t͡ʃ o x ɫ u x
çoxluq	t͡s o x ɫ u x
çoxnikahlılıq	t͡s o χ n i t͡ʃ ɑ h ɫ ɯ l ɯ χ
çoxnikahlılıq	t͡s o χ n i d͡ʒ ɑ h ɫ ɯ l ɯ χ
çoxsaylı	t͡ʃ o x s ɑ j ɫ ɯ
çoxsaylı	t͡s o x s ɑ j ɫ ɯ
çökmək	t͡ʃ œ c m æ c
çökmək	t͡s œ c m æ t͡ʃ
çöküntü	t͡ʃ œ c y n t y
çöküntü	t͡s œ t͡ʃ y n t y
çöl	t͡ʃ œ l
çöl	t͡s œ l
çömçəquyruq	t͡ʃ œ m t͡ʃ æ ɡ u j r u χ
çöp	t͡ʃ œ p
çöp	t͡s œ p
çöpçü	t͡ʃ œ p t͡ʃ y
çöpçü	t͡s œ p t͡s y
çörək	t͡ʃ œ r æ k
çörək	t͡ʃ œ r æ j
çörək	t͡s œ r æ t͡ʃ
çörək	t͡s œ r æ j
çörək	t͡ʃ y r æ j
çörəkçi	t͡ʃ œ r æ ç t͡ʃ i
çötkə	t͡s œ t t͡ʃ æ
çubuş	t͡ʃ u b u ʃ
çubuş	t͡s u b u ʃ
çuğundur	t͡ʃ u ɣ u n d u r
çul	t͡ʃ u ɫ
çul	t͡s u ɫ
çünki	t͡ʃ y n k i
çünki	t͡s y n k i
çünki	t͡ʃ y n k y
çünki	t͡s y n k y
çürük	t͡ʃ y r y k
çürük	t͡ʃ y r y ç
çürük	t͡ʃ y r y h
çürük	t͡ʃ y r y j
d	d
d	d eː
D	d
D	d eː
dad	d ɑ d
dad	d ɑː d
dadı	d ɑ d ɯ
dağ	d ɑ ɣ
dağıdılmaz	d ɑ ɣ ɯ d ɯ ɫ m ɑ z
dağılmaq	d ɑ ɣ ɯ ɫ m ɑ x
dağılmaq	d ɑː ɫ m ɑ χ
dağıntı	d ɑ ɣ ɯ n t ɯ
dağıtmaq	d ɑ ɣ ɯ t m ɑ x
dağlı	d ɑ ɣ ɫ ɯ
dağsiçanı	d ɑ ɣ s ɯ t͡ʃ ɑ n ɯ
dağsiçanı	d ɑ ɣ s ɯ t͡s ɑ n ɯ
daha	d ɑ h ɑ
daxil	d ɑː χ i l
daxili	d ɑː χ i l i
daxma	d ɑ x m ɑ
daim	d ɑ i m
daima	d ɑ i m ɑ
dairə	d ɑ j i ɾ æ
dairəvi	d ɑ i r æ v i
dal	d ɑ ɫ
dala	d ɑ ɫ ɑ
dalaq	d ɑ ɫ ɑ χ
dalandar	d ɑ ɫ ɑ n d ɑ r
dalaşmaq	d ɑ ɫ ɑ ʃ m ɑ x
dalbadal	d ɑ ɫ b ɑ d ɑ ɫ
daldırmaq	d ɑ ɫ d ɯ r m ɑ χ
dalğa	d ɑ ɫ ɣ ɑ
dalğaölçən	d ɑ ɫ ɣ ɑ œ l t͡ʃ æ n
dalğaölçən	d ɑ ɫ ɣ ɑ œ l t͡s æ n
dalınca	d ɑ ɫ ɯ n d͡ʒ ɑ
dalınca	d ɑ ɫ ɯ n d͡z ɑ
dalmaq	d ɑ ɫ m ɑ χ
damaq	d ɑ m ɑ x
damaqarxası	d ɑ m ɑ ɣ ɑ r x a s ɯ
damaqortası	d ɑ m ɑ ɣ o r t ɑ s ɯ
damaqönü	d ɑ m ɑ ɣ œ n y
damar	d ɑ m ɑ r
damcı	d ɑ m d͡ʒ ɯ
damcı	d ɑ m d͡z ɯ
damğalı	d ɑ m ɣ ɑ ɫ ɯ
damla	d ɑ m ɫ ɑ
dan	d ɑ n
danılmaz	d ɑ n ɯ ɫ m ɑ z
danışdırmaq	d ɑ n ɯ ʃ d ɯ r
danışıq	d ɑ n ɯ ʃ ɯ χ
danışmaq	d a n ɯ ʃ m ɑ χ
danimarkalı	d ɑ n i m ɑ r k ɑ ɫ ɯ
danmaq	d ɑ n m ɑ χ
danmaq	d ɑ mː ɑ χ
danna	d ɑ nː ɑ
dar	d ɑ r
daraq	d ɑ r ɑ x
daraqbatmaz	d ɑ ɾ ɑ x b ɑ t m ɑ z
daramaq	d ɑ r ɑ m ɑ χ
darğa	d ɑ r ɣ ɑ
darılmaq	d ɑ r ɯ ɫ m ɑ χ
dartılı	d ɑ ɾ t ɯ ɫ ɯ
dartmaq	d ɑ r t m ɑ χ
darvaza	d ɑ r v ɑ z ɑ
daş	d ɑ ʃ
daşımaq	d ɑ ʃ ɯ m ɑ χ
daşınmaq	d ɑ ʃ ɯ n m a x
daşınmaq	d a ʃ ɯ m m a x
daşınmaz	d ɑ ʃ ɯ m m ɑ z
daşka	d ɑ ʃ k ɑ
daşka	d ɑ ʃ ɡ ɑ
daşqalaq	d ɑ ʃ ɡ ɑ ɫ ɑ χ
daşlaşmaq	d ɑ ʃ ɫ ɑ ʃ m ɑ x
dava	d ɑː v ɑ
davamçı	d ɑ v ɑ m t͡ʃ ɯ
davamçı	d ɑ v ɑ m t͡s ɯ
davar	d ɑ v ɑ r
davranmaq	d ɑ v r ɑ n m ɑ x
davranmaq	d ɑ v r ɑ mː ɑ x
day	d ɑ j
dayamaq	d a j ɑ m ɑ χ
dayanacaq	d ɑ j ɑ n ɑ d͡ʒ ɑ χ
dayandırmaq	d ɑ j ɑ n d ɯ r m ɑ x
dayanıqlı	d ɑ j ɑ n ɯ x ɫ ɯ
dayanmaq	d ɑ j ɑ n m ɑ x
dayanmaq	d ɑ j ɑ mː ɑ x
dayanmaz	d ɑ j ɑ m m a z
dayça	d ɑ j t͡ʃ ɑ
dayça	d ɑ j t͡s ɑ
dayə	d aː j æ
dayə	d a j æ
dayı	d ɑ j ɯ
dayıqızı	d ɑ j ɯ ɡ ɯ z ɯ
dayıoğlu	d ɑ j ɯ o ɣ ɫ u
dayıoğlu	d ɑ j o ɣ ɫ u
daz	d ɑ z
deaktivləşdirmək	d e ɑ k t i v l æ ʃ t i r m æ k
demək	d e m æ k
deşik	d e ʃ i j
deşik	d e ʃ i ç
devirmək	d e v i r m æ k
devirmək	d e v i r m æ j
deyəsən	d e j æ s æ n
deyəsən	d i j æ s æ n
deyiliş	d e j i l i ʃ
deyinmək	d e j i n m æ c
də	d æ
dəb	d æ b
dədə	d æ d æ
dəfə	d æ f æ
dəfnə	d æ f n æ
dəftər	d æ f t æ r
dəh	d æ h
dəhənz	d æ h æ n z
dəhşətizm	d æ h ʃ æ t i z m
dəxil	d æ x i l
dəxl	d æ x l
dəxmə	d æ x m æ
dəqiq	d æ ɡ i ɡ
dəqiqə	d æ ɡ i ɡ æ
dəqiqə	d æ ɡ iː ɡ æ
dəqiqə	d æː ɡ æ
dəqiqə	d ɑ ɣ ɑ
dəqiqə	d æ j ɡ æ
dələ	d æ l æ
dəli	d æ l i
dəlixana	d æ l i χ ɑ n ɑ
dəlisov	d æ l i s o v
dəm	d æ m
dəmir	d æ m i r
dəmir	d æ m m i r
dəmirçi	d æ m i r t͡ʃ i
dəmirçi	d æ m i r t͡s i
dəmirçilik	d æ m i r t͡ʃ i l i c
dəmirçilik	d æ m i r t͡s i l i t͡ʃ
dəmiryol	d æ m i r j o ɫ
dəmləmək	d æ m l æ m æ k
dəmləmək	d æ m l æ m æ ç
dəmləmək	d æ m l æ m æ j
dənə	d æ n æ
dənə	d a n a
dənizçi	d æ n i z t͡ʃ i
dənizçi	d æ n i z t͡s i
dənizçilik	d æ n i z t͡ʃ i l i c
dənizçilik	d æ n i z t͡s i l i ç
dərd	d æ r d
dərhal	d æ r h ɑ ɫ
dəri	d æ r i
dərin	d æ r i n
dərindüşüncəli	d æ r i n d y ʃ y n d͡ʒ æ l i
dərinlik	d æ r i n l i j
dərinlikölçən	d æ ɾ i nː i j œ l t͡ʃ æ n
dərinlikölçən	d æ ɾ i nː i j œ l t͡s æ n
dərman	d æ r m ɑ n
dərs	d æ r s
dərzi	d æ r z i
dəstək	d æ s t æ j
dəstək	d æ s t æ ç
dəstəmaz	d æ s t æ m ɑ z
dəyə	d æ j æ
dəyər	d æ j æ r
dəyərbilməz	d æ j æ ɾ b i l m æ z
dəyirman	d æ j i r m ɑ n
dəyişdirmək	d æ j i ʃ d i r m æ k
dəyişdirmək	d æ i ʃ d i r m æ k
dəyişdirmək	d æ j i ʃ d i r m æ j
dəyişdirmək	d æ i ʃ d i r m æ j
dəyişdirmək	d æ j i ʃ t i r m æ k
dəyişdirmək	d æ i ʃ t i r m æ k
dəyişdirmək	d æ j i ʃ t i r m æ j
dəyişdirmək	d æ i ʃ t i r m æ j
dəyişik	d æ j i ʃ i c
dəyişkən	d æ j i ʃ c æ n
dəyişkən	d æ i ʃ c æ n
dəyişmək	d æ j i ʃ m æ k
dəyişmək	d æ j i ʃ m æ j
dəymək	d æ j m æ k
dəymək	d æ j m æ j
dəymək	d æ j m ɑ χ
dəyməz	d æ j m æ z
dəymiş	d æ j m i ʃ
dığa	d ɯ ɣ ɑ
dılaq	d ɯ ɫ ɑ x
dıllaq	d ɯ ɫː ɑ x
dıllaqdodaq	d ɯ lː ɑ x d o d ɑ x
dındıq	d ɯ n d ɯ x
dırıqlamaq	d ɯ ɾ ɯ χ ɫ ɑ m ɑ χ
dırmıq	d ɯ r m ɯ χ
dırnaq	d ɯ r n ɑ χ
dırnaqtutan	d ɯ ɾ n ɑ x t u t ɑ n
didərgin	d i d æ r ɟ i n
didik	d i d i c
didmək	d i d m æ c
digər	d i ɟ æ r
digər	d i d͡ʒ æ r
dik	d i c
dik	d i t͡ʃ
dikbaş	d i k b ɑ ʃ
dikbaş	d i t͡ʃ b ɑ ʃ
dikmək	d i c m æ c
dikmək	d i t͡ʃ m æ ç
dikmək	d i k m æ j
diksinmək	d i c s i n m æ k
diktor	d i k t o r
dil	d i l
dilab	d i ɫ ɑ b
dilab	d i ɫ ɑ f
dilçi	d i l t͡ʃ i
dilçi	d i l t͡s i
dilçilik	d i l t͡ʃ i l i c
dilək	d i l æ ç
dilək	d i l æ c
diləmək	d i l æ m æ ç
diləmək	d i l æ m æ c
diləmək	d i l æ m e j
dilənçi	d i l æ n t͡ʃ i
dilənçi	d i l æ n t͡s i
dilənçilik	d i l æ n t͡ʃ i l i k
dilənçilik	d i l æ n t͡s i l i t͡ʃ
dilənmək	d i l æ n m æ k
dilənmək	d i l æ n m æ j
dilənmək	d i l æ mː æ k
dilənmək	d i l æ mː æ j
dilim	d i l i m
dilimi	d i l i m i
dilmanc	d i l m ɑ n d͡ʒ
dilmanc	d i l m ɑ n d͡z
din	d i n
dincəlmək	d i n d͡ʒ æ l m æ k
dincəlmək	d i n d͡z æ l m æ k
dincəlmək	d i n d͡ʒ æ l m æ j
dincəlmək	d i n d͡z æ l m æ j
dindar	d i n d a r
dindirmə	d i n d i r m æ
dinləmə	d i n l æ m æ
dinləmə	d i nː æ m æ
dinləmək	d i n l æ m æ c
dinləmək	d i nː æ m æ c
dinləmək	d i n l æ m ɑ χ
dirçəliş	d i r t͡ʃ æ l i ʃ
dirçəliş	d i r t͡s æ l i ʃ
diskriminasiya	d i s k r i m i n ɑ s i j a
diskriminasiya	d i s k r i m i n ɑ s j a
diş	d i ʃ
dişləmək	d i ʃ t æ m æ k
dişləmək	d i ʃ t æ m æ j
dişləmək	d i ʃ t æ m ɑ χ
divar	d i v ɑ r
divar	d u v ɑ r
DNT	d e e n t e
dodaq	d o d ɑ x
dodaqlanan	d o d ɑ x ɫ ɑ n ɑ n
doğmaq	d o ɣ m ɑ x
doğramaq	d o ɣ r ɑ m ɑ χ
doğru	d o ɣ ɾ u
doğru	d o ɣ ɾ i
doğrudan	d o ɣ r u d ɑ n
doğrudan	d o ɣ u r d ɑ n
doğu	d o ɣ u
doğulmaq	d o ɣ u ɫ m ɑ χ
doxsanıncı	d o x s ɑ n ɯ n d͡ʒ ɯ
doqquzuncu	d o kː u z u n d͡ʒ u
dolab	d o ɫ ɑ b
dolamac	d o ɫ ɑ m ɑ d͡z
dolamaq	d o ɫ ɑ m ɑ χ
dolanbac	d o ɫ ɑ n b ɑ d͡ʒ
dolanbac	d o ɫ ɑ m b ɑ t͡ʃ
dolaşıq	d o ɫ ɑ ʃ ɯ x
dolaşmaq	d o ɫ ɑ ʃ m ɑ x
dolayı	d o l a j ɯ
dolça	d o l t͡ʃ ɑ
Dolça	d o l t͡ʃ ɑ
doldurmaq	d o ɫ d u ɾ m ɑ x
dolğun	d o ɫ ɣ u n
dollar	d o ɫː ɑ r
dolma	d o ɫ m ɑ
dolmaq	d o ɫ m ɑ x
dolu	d o ɫ u
dombalaq	d o mː b ɑ l ɑ x
dombalaq	d o m b ɑ l ɑ x
dondurma	d o n d u r m ɑ
dondurmaq	d o n d u r m ɑ χ
donma	d o n m ɑ
donmaq	d o n m ɑ χ
donmaq	d o mː ɑ χ
donuz	d o n u z
dost	d o s t
dostluq	d o s d u x
dostluq	d o s t d u x
dostluq	d o s t ɫ u x
dovğa	d o v ɣ ɑ
doymaq	d o j m ɑ x
doymaz	d o j m ɑ z
döl	d œ l
dölləndirmək	d œ lː æ n d i r m æ c
dönər	d œ n æ r
dönərxana	d œ n æ r χ ɑ n ɑ
dönmək	d œ n m æ k
dönmək	d œ n m æ j
dönmək	d œ mː æ k
dönmək	d œ mː æ j
dönüş	d œ n y ʃ
dörd	d œ r d
dördbucaq	d œ ɾ d b u d͡ʒ ɑ x
dördbucaq	d œ ɾ d b u d͡z ɑ x
dördgöz	d œ r d ɟ œ z
dördgöz	d œ r d d͡ʒ œ z
dördüncü	d œ ɾ d y n d͡ʒ y
döşək	d œ ʃ æ k
döşək	d œ ʃ æ j
döşəkağı	d œ ʃ æ j ɑ ɣ ɯ
döşəmək	d œ ʃ æ m æ ç
döşəmək	d œ ʃ æ m æ c
döşlük	d œ ʃ d y c
döşlük	d œ ʃ l y c
dövr	d œ v r
dövrə	d œ v r æ
dövrəvi	d œ v r æ v i
dövri	d œ v r i
dövri	d œ v r y
dövri	d e v r i
dövriyyə	d œ v r i j æ
döymək	d œ j m æ c
döymək	d œ j m æ j
döymək	d œ ɡ m æ j
döymək	d œ ɡ m e j
döymək	d œ j m ɑ χ
döyülmək	d œ j y l m æ c
döyüntü	d œ j y n t y
döyüş	d œ j y ʃ
döyüşçü	d œ j y ʃ t͡ʃ y
döyüşçü	d œ j y ʃ t͡s y
dözmək	d œ z m æ k
dözmək	d œ z m æ j
dözülməz	d œ z y l m æ z
dözüm	d œ z y m
dözümlü	d œ z y m l y
dözümlülük	d œ z y m l y l y k
dözümlülük	d œ z y m l y l y j
dözümsüz	d œ z y m s y z
dözümsüzlük	d œ z y m s y z l y k
dözümsüzlük	d œ z y m s y z l y j
dua	d u ɑ
dublyaj	d u b l j ɑ ʒ
dux	d u χ
dulus	d u ɫ u s
dulusçu	d u ɫ u s t͡ʃ u
dulusçu	d u ɫ u s t͡s u
duman	d u m ɑ n
dumanlı	d u m ɑ n l ɯ
dumanlı	d u m ɑ nː ɯ
durğuzmaq	d u r ɣ u z m ɑ x
durmaq	d u r m ɑ χ
durna	d u r n ɑ
duru	d u r u
duru	d u r i
durum	d u ɾ u m
duruş	d u r u ʃ
dustaq	d u s t ɑ χ
duvaq	d u v ɑ x
duyğu	d u j ɣ u
duyğulanmaq	d u j ɣ u l ɑ n m ɑ x
duyğulanmaq	d u j ɣ u l ɑ mː ɑ x
duymaq	d u j m ɑ χ
duyuq	d u j u χ
duyulmaz	d u j u ɫ m ɑ z
duzluqölçən	d u z d u x œ l t͡ʃ æ n
duzluqölçən	d u z d u x œ l t͡s æ n
dübarə	d y b aː r æ
düha	d y h ɑ
dükançı	d y c a n t͡ʃ ɯ
dükançı	d y t͡ʃ a n t͡s ɯ
dülgər	d y l ɟ æ r
dünən	d y n æ n
dünya	d y n j ɑ
dünyəvi	d y n j æː v i
dürüst	d y r y s t
dürüstlük	d y ɾ y s d y ç
düş	d y ʃ
düş	t y ʃ
düşman	d y ʃ m ɑː n
düşman	d y ʃ m ɑ n
düşmək	d y ʃ m æ k
düşmək	t y ʃ m æ k
düşmən	d y ʃ m æ n
düşmənçilik	d y ʃ m æ n t͡ʃ i l i k
düşmənçilik	d y ʃ m æ n t͡ʃ i l i ç
düşmənçilik	d y ʃ m æ n t͡ʃ i l i j
düşmənçilik	d y ʃ m æ n t͡s i l i t͡ʃ
düşünmək	d y ʃ y mː æ j
düşünmək	d y ʃ y mː ɑ χ
düyə	d y j ɑ
düyü	d y j y
düyü	d y j i
düyü	d y ɟ i
düyü	d y v i
düz	d y z
düzbucaqlı	d y z b u d͡ʒ ɑ ɣ ɫ ɯ
düzbucaqlı	d y z b u d͡z ɑ ɣ ɫ ɯ
düzəlmək	d y z æ l m æ k
düzəlmək	d y z æ l m æ j
düzəlmək	d y z æ l m e j
düzəlmək	d y z æ l m ɑ χ
düzəltmək	d y z æ l t m æ c
düzəltmək	d y z æ l t m æ j
düzəltmək	d y z æ l t m e j
düzəltmək	d y z æ t m ɑ χ
düzən	d y z æ n
düzgün	d y z ɟ y n
ecgahan	e ʒ ɟ ɑ h ɑ n
ecgahan	e j d͡ʒ ɑ h ɑ n
ecgahan	e j d͡z ɑ h ɑ n
ecgahan	e ʒ ɟ æ h i n
ecgahan	e ʒ ɟ ɑ n
ecgahan	e ʒ ɟ ɑː n
ecgahan	e j d͡ʒ ɑː n
ecgahan	e j d͡z ɑː n
ecgahan	e d͡ʒ ɟ ɑ h ɑ n
ecgahan	æ d͡ʒ ɟ ɑ h ɑ n
ecgahan	æ d͡z d͡ʒ ɑ h ɑ n
ecgahan	æ ʒ ɟ e j i n
edam	eː d a m
ehtiram	e h t i r ɑ m
ehtiramlı	e h t i r ɑ m ɫ ɯ
ehtiramsız	e h t i r ɑ m s ɯ z
ehtiras	e h t i r ɑ s
ehtiyatla	e h t i j ɑ t ɫ ɑ
ekologiya	e k ɑ ɫ o ɟ i j ɑ
eksperiment	e k s p e r i m e n t
elçilik	e l t͡ʃ i l i k
elçilik	e l t͡ʃ i l i ç
elçilik	e l t͡s i l i t͡ʃ
elə	e l æ
eləmək	e l æ m æ k
elxan	e l χ ɑ n
elita	e l i t ɑ
elitar	e l i t ɑ r
en	e n
endirmə	e n d i r m æ
endirmək	e n d i r m æ c
enmək	e n m æ c
enmək	e n m æ j
enmək	e mː æ c
enmək	j e n m æ c
enmək	æ n m æ c
epidemiologiya	e p i d e m i o ɫ o ɟ i j ɑ
epidemioloji	e p i d e m i o l o ʒ ɯ
epidemiya	e p i d e m i j ɑ
eril	e ɾ i l
erkək	e ɾ c æ c
Ermənistan	e r m æ n i s d ɑ n
ertə	e r t æ
ertələmə	e r t æ l æ m æ
ertələmə	e r t æ l æ m æ
eşitmək	e ʃ i t m æ k
eşitmək	e ʃ i t m æ j
etdirmək	e t d i r m æ k
etdirmək	e t d i r m æ j
etdirmək	e tː i r m æ k
etdirmək	e tː i r m æ j
etimoloji	e t i m o l o ʒ ɯ
etiraf	eː t i r ɑ f
etiraf	e t i r ɑ f
etiraz	eː t i r ɑ z
etiraz	e t i r ɑ z
etmək	e t m æ k
etmək	e t m æ j
ev	e v
ev	æ v
ev	œ j
ev	i v
evcik	e v d͡ʒ i k
evcik	e v d͡z i t͡ʃ
evcik	e v d͡ʒ i j
evlənmək	e v l æ mː æ k
evlənmək	e v l æ mː æ j
evsiz	e v s i z
eybəcər	e j b æ d͡ʒ æ r
eybəcər	e j b æ d͡z æ r
eyham	e j h ɑ m
eyib	e j i b
eyib	æ j i b
eyib	ɑ j ɯ b
eyib	æ ɟ i b
eyləmək	e j l æ m æ k
eyləmək	e j l æ m ɑ χ
eynək	e j n æ k
eynək	e j n æ j
eynək	e j n æ ç
eyni	e j n i
eyni	ɑ j n ɯ
əbd	æ b d
əbədiləşdirmək	æ b æː d i l æ ʃ d i r m æ c
əbədiləşdirmək	æ b æ d i l æ ʃ d i r m æ c
əbədilik	æ b æ d i l i k
əbədilik	æ b æ d i l i j
əbədiyyət	æ b æ d i j æ t
əbrişim	æ b r i ʃ i m
Əbülhəsən	æ b y l h æ s æ n
əcəb	æ d͡ʒ æ b
əcəb	æ d͡z æ b
əcəl	æ d͡ʒ æ l
əcəl	æ d͡z æ l
əcəl	æ ʒ æ l
əcəm	æ d͡ʒ æ m
Əcəm	æ d͡ʒ æ m
əclaf	æ d͡ʒ ɫ ɑ f
əclaf	æ d͡z ɫ ɑ f
əclaflıq	æ d͡ʒ ɫ ɑ f ɫ ɯ x
əclaflıq	æ d͡z ɫ ɑ f ɫ ɯ x
ədalət	æ d ɑː l æ t
ədalətsizlik	æ d ɑː l æ t s i z l i c
ədat	æ d a t
ədəd	æ d æ d
ədədi	æ d æ d i
Ədhəm	æ d h æ m
ədhəm	æ d h æ m
ədliyyə	æ d l i j æ
ədviyyə	æ d v i j æ
ədviyyəli	æ d v i j æ l i
əfv	æ f
əgər	æ ɟ æ ɾ
əgər	æ j æ ɾ
əgər	æ d͡ʒ æ r
əhali	æ h ɑ l i
əhəmiyyət	æ h æ m i j æ t
əhəmiyyətli	æ h æ m i j æ t l i
əhl	æ h l
əhsən	æ h s æ n
əhvalat	æ h v ɑ ɫ ɑ t
əxlaq	æ χ ɫ ɑ ɡ
əxlaq	æ χ ɫ ɑ k
əxlaq	æ χ ɫ ɑ χ
əxlaq	æ h ɫ ɑ ɡ
əxlaq	æ h ɫ ɑ k
əxlaq	æ h ɫ ɑ χ
əxz	æ χ z
əjdaha	æ ʒ d ɑ h ɑ
əjdəha	æ ʒ d æ h ɑ
əkil	æ k i l
əkil	æ t͡ʃ i l
Əkizlər	æ k i z l æ ɾ
əklil	æ k l i l
əklil	æ t͡ʃ l i l
əkmək	æ k m æ k
əkmək	æ k m æ j
əksəriyyət	æ k s æ r i j æ t
əksinə	æ c s i n æ
əqdəm	æ ɡ d æ m
Əqrəb	æ ɡ r æ b
əl	æ l
əla	æː ɫ ɑ
əla	æ ɫ ɑ
əlaçı	æː ɫ ɑ t͡ʃ ɯ
əlaçı	æː ɫ ɑ t͡s ɯ
əlaqə	æ ɫ ɑː ɡ æ
əlavə	æ l ɑː v æ
əlcək	æ l d͡ʒ æ k
əlcək	æ l d͡z æ k
Əlcəzair	æ l d ʒ æ z ɑː i ɾ
əlcəzairli	æ l d ʒ æ z ɑː i ɾ l i
əlçatan	æ l t͡ʃ ɑ t ɑ n
əlçatan	æ l t͡s ɑ t ɑ n
əlçatanlıq	æ l t͡ʃ ɑ t ɑ n ɫ ɯ χ
əlçatanlıq	æ l t͡ʃ ɑ t ɑ nː ɯ χ
əlçatanlıq	æ l t͡s ɑ t ɑ n ɫ ɯ χ
əlçatım	æ l t͡ʃ ɑ t ɯ m
əlçatım	æ l t͡s ɑ t ɯ m
əlçatmaz	æ l t͡ʃ ɑ t m ɑ z
əlçatmaz	æ l t͡s ɑ t m ɑ z
əlçatmazlıq	æ l t͡ʃ ɑ t m ɑ z ɫ ɯ χ
əlçatmazlıq	æ l t͡s ɑ t m ɑ z ɫ ɯ χ
əldəqayırma	æ l d æ ɡ ɑ j ɯ r m ɑ
əldəyməmiş	æ ɫ d æ j m æ m i ʃ
əleyhinə	æ l e j h i n æ
ələm	æ l æ m
əlfəcin	æ l f æ d͡ʒ i n
əlfəcin	æ l f æ d͡z i n
Əlimədədli	æ l i m æ d æ d l i
əlimyandı	æ l i m j ɑ n d ɯ
əlindən	æ l i n d æ n
əlindən	æ l i nː æ n
əliyalın	ɑ æ l i j ɑ ɫ ɯ n
əlləmək	æ ɫː æ m æ k
əlli	æ l l i
əllinci	æ l l i n d͡ʒ i
əlüstü	æ l y s t y
əlvan	æ l v ɑ n
əlvida	æ l v i d ɑ
əlyazı	æ l j ɑ z ɯ
əmanət	æ m ɑː n æ t
əmcək	æ m d͡ʒ æ j
əmcək	æ m d͡z æ j
əmək	æ m æ k
əmək	æ m æ j
əməl	æ m æ l
əmgək	æ m ɟ æ c
əmgək	æ m ɟ æ j
əmi	æ m i
əmiqızı	æ m i ɡ ɯ z ɯ
əmiqızı	æ m ɡ ɯ z ɯ
əmin	æ m i n
Əminə	æ m i n æ
əmioğlu	æ m i o ɣ ɫ u
əmioğlu	æ m o ɣ ɫ u
əmizdirmək	æ m i z d i r m æ k
əmmək	æ mː æ k
əmmək	æ mː æ j
əmn	æ m n
əmr	æ m r
əmsal	æ m s ɑ l
əmzik	æ m z i c
ənbərə	æ n b æː r æ
əncam	æ n d͡ʒ ɑ m
əncam	æ n d͡z ɑ m
əndam	æ n d ɑ m
əndazə	æ n d ɑː z æ
ənənə	æ n æː n æ
ənənəvi	æ n æ n æː v i
əng	æ ŋ ɡ
ənis	æ n i s
ənlik	æ n l i c
ənsə	æ n s æ
Əntilyas	æ n t i l j ɑ s
Ənuşirəvan	æ n u ʃ i r æ v ɑ n
ər	æ ɾ
ərbab	æ r b ɑ b
ərimə	æ r i m æ
ərimək	æ r i m æ k
ərimək	æ r i m æ j
əriş	æ r i ʃ
əriştə	æ r i ʃ t æ
əritmək	æ r i t m æ k
əritmək	æ r i t m æ j
əritmək	æ r i t m ɑ χ
ərzaq	æ r z ɑ χ
əsarət	æ s ɑː r æ t
əsasən	æ s ɑː s æ n
əsəb	æ s æ b
əsər	æ s æ r
əsgər	æ s k æ r
əsgər	æ s ɡ æ r
əsginas	æ s ɡ i n ɑ s
əsin	æ s i n
əsir	æ s i r
əski	æ s c i
əsnəmək	æ s n æ m æ k
əsnəmək	æ s n æ m æ j
əsrarəngiz	æ s r a r æ ŋ ɟ i z
əsrik	æ s r i k
əsrik	æ s r i j
əsrik	æ s r i t͡ʃ
əsrik	æ s r i ç
əsrik	æ s r y j
əsrik	æ s r y χ
əsrik	æ s r i χ
əsrimək	æ s r i m æ k
əsrimək	æ s r i m æ j
əş	æ ʃ
əşi	æ ʃ i
əşya	æ ʃ j ɑ
ət	æ t
ətağa	æː t ɑ ɣ ɑ
ətağa	æ t ɑ ɣ ɑ
ətalət	æ t aː l æ t
ətçəkən	æ t t͡ʃ æ k æ n
ətək	æ t æ k
ətək	æ t æ j
ətək	æ t æ t͡ʃ
ətirli	æ t i r l i
ətirli	æ t i rː i
ətirşah	æ t i r ʃ ɑ h
ətsatan	æ t s ɑ t ɑ n
əttökən	æ tː œ c æ n
ətyeyən	æ t j e j æ n
əvət	æ v æ t
Əvəzəli	æ v æ z æ l i
əvəzlik	æ v æ z l i c
əvəzlik	æ v æ z d i c
əvəzolunmaz	æ v æ z o ɫ u m m ɑ z
əyalət	æ j ɑː l æ t
əyalət	æ j ɑ l æ t
əyilgən	æ j i l ɟ æ n
əyilmək	æ j i l m æ c
əyilmək	æ j i l m æ j
əyin	æ j i n
əyləc	æ j l æ d͡ʒ
əyləc	æ j l æ d͡z
əyləmək	æ j l æ m æ c
əyləmək	æ j l æ m æ j
əyləncə	æ j l æ n d͡ʒ æ
əyləncə	æ j l æ n d͡z æ
əylənmək	æ j l æ n m æ c
əylənmək	æ j l æ n m æ j
əyləşdirmək	æ j l æ ʃ d i r m æ c
əyləşmək	æ j l æ ʃ m æ k
əymək	æ j m æ k
əyri	æ j r i
Əzizə	æ z i z æ
əzm	æ z m
əzmə	æ z m æ
əzvay	æ z v ɑ j
f	f
f	f eː
F	f
F	f eː
fabrik	f ɑ b r i k
fahişə	f ɑ h i ʃ æ
fahişə	f ɑ i ʃ æ
fahişəxana	f ɑ h i ʃ æ χ ɑ n ɑ
fahişəxana	f ɑ i ʃ æ χ ɑ n ɑ
