A	ʔ aː ˧˧
một chiều	m o t̚ ˧˨ ʔ t͡ɕ i ə w ˨˩
một chút	m o t̚ ˧˨ ʔ t͡ɕ u t̚ ˧˦
một công đôi chuyện	m o t̚ ˧˨ ʔ k ə w ŋ͡m ˧˧ ʔ ɗ o j ˧˧ t͡ɕ w i ə n ˧˨ ʔ
một công đôi việc	m o t̚ ˧˨ ʔ k ə w ŋ͡m ˧˧ ʔ ɗ o j ˧˧ v i ə k̚ ˧˨ ʔ
một dược	m o t̚ ˧˨ ʔ z ɨ ə k̚ ˧˨ ʔ
một đi không trở lại	m o t̚ ˧˨ ʔ ʔ ɗ i ˧˧ x ə w ŋ͡m ˧˧ t͡ɕ əː ˧˩ l aː j ˧˨ ʔ
một giọt máu đào hơn ao nước lã	m o t̚ ˧˨ ʔ z ɔ t̚ ˧˨ ʔ m a w ˧˦ ʔ ɗ aː w ˨˩ h əː n ˧˧ ʔ aː w ˧˧ n ɨ ə k̚ ˧˦ l aː ˦ˀ˥
một ít	m o t̚ ˧˨ ʔ ʔ i t̚ ˧˦
một mai	m o t̚ ˧˨ ʔ m aː j ˧˧
một mất một còn	m o t̚ ˧˨ ʔ m ə t̚ ˧˦ m o t̚ ˧˨ ʔ k ɔ n ˨˩
một mình	m o t̚ ˧˨ ʔ m ï ŋ ˨˩
một mũi tên trúng hai đích	m o t̚ ˧˨ ʔ m u j ˦ˀ˥ t e n ˧˧ t͡ɕ ʊ w ŋ͡m ˧˦ h aː j ˧˧ ʔ ɗ ï k̟̚ ˧˦
một mực	m o t̚ ˧˨ ʔ m ɨ k̚ ˧˨ ʔ
một nách hai con	m o t̚ ˧˨ ʔ n a j k̟̚ ˧˦ h aː j ˧˧ k ɔ n ˧˧
một nắng hai sương	m o t̚ ˧˨ ʔ n a ŋ ˧˦ h aː j ˧˧ s ɨ ə ŋ ˧˧
một ngàn	m o t̚ ˧˨ ʔ ŋ aː n ˨˩
một nghề cho chín còn hơn chín nghề	m o t̚ ˧˨ ʔ ŋ e ˨˩ t͡ɕ ɔ ˧˧ t͡ɕ i n ˧˦ k ɔ n ˨˩ h əː n ˧˧ t͡ɕ i n ˧˦ ŋ e ˨˩
một nụ cười bằng mười thang thuốc bổ	m o t̚ ˧˨ ʔ n u ˧˨ ʔ k ɨ ə j ˨˩ ʔ ɓ a ŋ ˨˩ m ɨ ə j ˨˩ tʰ aː ŋ ˧˧ tʰ u ə k̚ ˧˦ ʔ ɓ o ˧˩
một quốc gia, hai chế độ	m o t̚ ˧˨ ʔ k u ə k̚ ˧˦ z aː ˧˧ h aː j ˧˧ t͡ɕ e ˧˦ ʔ ɗ o ˧˨ ʔ
một số	m o t̚ ˧˨ ʔ s o ˧˦
một sớm một chiều	m o t̚ ˧˨ ʔ s əː m ˧˦ m o t̚ ˧˨ ʔ t͡ɕ i ə w ˨˩
một thời	m o t̚ ˧˨ ʔ tʰ əː j ˨˩
một tỉ	m o t̚ ˧˨ ʔ t i ˧˩
một trăm	m o t̚ ˧˨ ʔ t͡ɕ a m ˧˧
một triệu	m o t̚ ˧˨ ʔ t͡ɕ i ə w ˧˨ ʔ
một trời một vực	m o t̚ ˧˨ ʔ t͡ɕ əː j ˨˩ m o t̚ ˧˨ ʔ v ɨ k̚ ˧˨ ʔ
một vài	m o t̚ ˧˨ ʔ v aː j ˨˩
Một vành đai, một con đường	m o t̚ ˧˨ ʔ v a j ŋ̟ ˨˩ ʔ ɗ aː j ˧˧ m o t̚ ˧˨ ʔ k ɔ n ˧˧ ʔ ɗ ɨ ə ŋ ˨˩
mơ	m əː ˧˧
Mơ	m əː ˧˧
mơ hồ	m əː ˧˧ h o ˨˩
mơ màng	m əː ˧˧ m aː ŋ ˨˩
mơ mộng	m əː ˧˧ m ə w ŋ͡m ˧˨ ʔ
mơ mơ màng màng	m əː ˧˧ m əː ˧˧ m aː ŋ ˨˩ m aː ŋ ˨˩
mơ tây	m əː ˧˧ t ə j ˧˧
mơ tưởng	m əː ˧˧ t ɨ ə ŋ ˧˩
mơ ước	m əː ˧˧ ʔ ɨ ə k̚ ˧˦
mờ	m əː ˨˩
mờ ảo	m əː ˨˩ ʔ aː w ˧˩
mờ mịt	m əː ˨˩ m i t̚ ˧˨ ʔ
mờ nhạt	m əː ˨˩ ɲ aː t̚ ˧˨ ʔ
mờ sương	m əː ˨˩ s ɨ ə ŋ ˧˧
mở	m əː ˧˩
mở bài	m əː ˧˩ ʔ ɓ aː j ˨˩
mở cửa	m əː ˧˩ k ɨ ə ˧˩
mở đầu	m əː ˧˩ ʔ ɗ ə w ˨˩
mở hàng	m əː ˧˩ h aː ŋ ˨˩
mở lòng	m əː ˧˩ l a w ŋ͡m ˨˩
mở màn	m əː ˧˩ m aː n ˨˩
mở mang	m əː ˧˩ m aː ŋ ˧˧
mở nắp chai	m əː ˧˩ n a p̚ ˧˦ t͡ɕ aː j ˧˧
mở rộng	m əː ˧˩ z ə w ŋ͡m ˧˨ ʔ
mở toang	m əː ˧˩ t w aː ŋ ˧˧
mỡ	m əː ˦ˀ˥
mỡ nước	m əː ˦ˀ˥ n ɨ ə k̚ ˧˦
mớ	m əː ˧˦
mợ	m əː ˧˨ ʔ
mời	m əː j ˨˩
mời chào	m əː j ˨˩ t͡ɕ aː w ˨˩
mời gọi	m əː j ˨˩ ɣ ɔ j ˧˨ ʔ
mời lơi	m əː j ˨˩ l əː j ˧˧
mới	m əː j ˧˦
mới coong	m əː j ˧˦ k ɔ ŋ ˧˧
mới đầu	m əː j ˧˦ ʔ ɗ ə w ˨˩
mới đây	m əː j ˧˦ ʔ ɗ ə j ˧˧
mới lạ	m əː j ˧˦ l aː ˧˨ ʔ
mới mẻ	m əː j ˧˦ m ɛ ˧˩
mới tinh	m əː j ˧˦ t ï ŋ ˧˧
mới toanh	m əː j ˧˦ t w a j ŋ̟ ˧˧
mớm	m əː m ˧˦
mơn man	m əː n ˧˧ m aː n ˧˧
mơn mởn	m əː n ˧˧ m əː n ˧˩
mơn trớn	m əː n ˧˧ t͡ɕ əː n ˧˦
mớn nước	m əː n ˧˦ n ɨ ə k̚ ˧˦
MTDTGPMNVN	m a t̚ ˧˨ ʔ t͡ɕ ə n ˧˨ ʔ z ə n ˧˧ t ə w k͡p̚ ˧˨ ʔ z aː j ˧˩ f a w ŋ͡m ˧˦ m i ə n ˨˩ n aː m ˧˧ v i ə t̚ ˧˨ ʔ n aː m ˧˧
mu	m u ˧˧
mù	m u ˨˩
mù chữ	m u ˨˩ t͡ɕ ɨ ˦ˀ˥
mù công nghệ	m u ˨˩ k ə w ŋ͡m ˧˧ ŋ e ˧˨ ʔ
mù đêm	m u ˨˩ ʔ ɗ e m ˧˧
mù màu	m u ˨˩ m a w ˨˩
mù mịt	m u ˨˩ m i t̚ ˧˨ ʔ
mù quáng	m u ˨˩ k w aː ŋ ˧˦
mù soa	m u ˨˩ s w aː ˧˧
mù tạc	m u ˨˩ t aː k̚ ˧˨ ʔ
mù tạt	m u ˨˩ t aː t̚ ˧˨ ʔ
mù u	m u ˨˩ ʔ u ˧˧
mủ	m u ˧˩
mũ	m u ˦ˀ˥
mũ bảo hiểm	m u ˦ˀ˥ ʔ ɓ aː w ˧˩ h i ə m ˧˩
mũ cánh chuồn	m u ˦ˀ˥ k a j ŋ̟ ˧˦ t͡ɕ u ə n ˨˩
mũ cối	m u ˦ˀ˥ k o j ˧˦
mũ len	m u ˦ˀ˥ l ɛ n ˧˧
mũ mạo	m u ˦ˀ˥ m aː w ˧˨ ʔ
mũ miện	m u ˦ˀ˥ m i ə n ˧˨ ʔ
mũ nón	m u ˦ˀ˥ n ɔ n ˧˦
mũ nồi	m u ˦ˀ˥ n o j ˨˩
mụ	m u ˧˨ ʔ
mụ mị	m u ˧˨ ʔ m i ˧˨ ʔ
mua	m u ə ˧˧
mua bán	m u ə ˧˧ ʔ ɓ aː n ˧˦
mua chuộc	m u ə ˧˧ t͡ɕ u ə k̚ ˧˨ ʔ
mua dâm	m u ə ˧˧ z ə m ˧˧
mua sắm	m u ə ˧˧ s a m ˧˦
mua vui	m u ə ˧˧ v u j ˧˧
mùa	m u ə ˨˩
mùa đông	m u ə ˨˩ ʔ ɗ ə w ŋ͡m ˧˧
mùa hạ	m u ə ˨˩ h aː ˧˨ ʔ
mùa hè	m u ə ˨˩ h ɛ ˨˩
mùa màng	m u ə ˨˩ m aː ŋ ˨˩
mùa mưa	m u ə ˨˩ m ɨ ə ˧˧
mùa nước nổi	m u ə ˨˩ n ɨ ə k̚ ˧˦ n o j ˧˩
mùa thu	m u ə ˨˩ tʰ u ˧˧
mùa vụ	m u ə ˨˩ v u ˧˨ ʔ
mùa xuân	m u ə ˨˩ s w ə n ˧˧
múa	m u ə ˧˦
múa rìu qua mắt thợ	m u ə ˧˦ z i w ˨˩ k w aː ˧˧ m a t̚ ˧˦ tʰ əː ˧˨ ʔ
múa rối nước	m u ə ˧˦ z o j ˧˦ n ɨ ə k̚ ˧˦
múa võ	m u ə ˧˦ v ɔ ˦ˀ˥
múc	m ʊ w k͡p̚ ˧˦
mục	m ʊ w k͡p̚ ˧˨ ʔ
mục đích	m ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ ï k̟̚ ˧˦
mục đích luận	m ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ ï k̟̚ ˧˦ l w ə n ˧˨ ʔ
mục đồng	m ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˨˩
mục lục	m ʊ w k͡p̚ ˧˨ ʔ l ʊ w k͡p̚ ˧˨ ʔ
mục nát	m ʊ w k͡p̚ ˧˨ ʔ n aː t̚ ˧˦
mục sở thị	m ʊ w k͡p̚ ˧˨ ʔ s əː ˧˩ tʰ i ˧˨ ʔ
mục súc	m ʊ w k͡p̚ ˧˨ ʔ s ʊ w k͡p̚ ˧˦
mục sư	m ʊ w k͡p̚ ˧˨ ʔ s ɨ ˧˧
mục tiêu	m ʊ w k͡p̚ ˧˨ ʔ t i ə w ˧˧
mục từ	m ʊ w k͡p̚ ˧˨ ʔ t ɨ ˨˩
mục vụ	m ʊ w k͡p̚ ˧˨ ʔ v u ˧˨ ʔ
mui	m u j ˧˧
mùi	m u j ˨˩
Mùi	m u j ˨˩
mùi mẫn	m u j ˨˩ m ə n ˦ˀ˥
mùi soa	m u j ˨˩ s w aː ˧˧
mùi tàu	m u j ˨˩ t a w ˨˩
mùi tây	m u j ˨˩ t ə j ˧˧
mùi vị	m u j ˨˩ v i ˧˨ ʔ
mủi	m u j ˧˩
mủi lòng	m u j ˧˩ l a w ŋ͡m ˨˩
mũi	m u j ˦ˀ˥
mũi Cà Mau	m u j ˦ˀ˥ k aː ˨˩ m a w ˧˧
mũi Hảo Vọng	m u j ˦ˀ˥ h aː w ˧˩ v a w ŋ͡m ˧˨ ʔ
mũi tên	m u j ˦ˀ˥ t e n ˧˧
múi	m u j ˧˦
múi giờ	m u j ˧˦ z əː ˨˩
mũm mĩm	m u m ˦ˀ˥ m i m ˦ˀ˥
mun	m u n ˧˧
mùn	m u n ˨˩
mùn cưa	m u n ˨˩ k ɨ ə ˧˧
mủn	m u n ˧˩
mụn	m u n ˧˨ ʔ
mụn cám	m u n ˧˨ ʔ k aː m ˧˦
mụn nhọt	m u n ˧˨ ʔ ɲ ɔ t̚ ˧˨ ʔ
mụn rộp	m u n ˧˨ ʔ z o p̚ ˧˨ ʔ
mùng	m ʊ w ŋ͡m ˨˩
muôi	m u ə j ˧˧
muồi	m u ə j ˨˩
muỗi	m u ə j ˦ˀ˥
muối	m u ə j ˧˦
muối ăn	m u ə j ˧˦ ʔ a n ˧˧
muối bỏ biển	m u ə j ˧˦ ʔ ɓ ɔ ˧˩ ʔ ɓ i ə n ˧˩
muối mè	m u ə j ˧˦ m ɛ ˨˩
muối mỏ	m u ə j ˧˦ m ɔ ˧˩
muội	m u ə j ˧˨ ʔ
muồm muỗm	m u ə m ˨˩ m u ə m ˦ˀ˥
muỗm	m u ə m ˦ˀ˥
muôn	m u ə n ˧˧
muôn đời	m u ə n ˧˧ ʔ ɗ əː j ˨˩
muôn hình	m u ə n ˧˧ h ï ŋ ˨˩
muôn hình vạn trạng	m u ə n ˧˧ h ï ŋ ˨˩ v aː n ˧˨ ʔ t͡ɕ aː ŋ ˧˨ ʔ
muôn năm	m u ə n ˧˧ n a m ˧˧
muôn tâu	m u ə n ˧˧ t ə w ˧˧
muôn thú	m u ə n ˧˧ tʰ u ˧˦
muôn thuở	m u ə n ˧˧ tʰ w əː ˧˩
muôn trùng	m u ə n ˧˧ t͡ɕ ʊ w ŋ͡m ˨˩
muôn vàn	m u ə n ˧˧ v aː n ˨˩
muốn	m u ə n ˧˦
muốn ăn thì lăn vào bếp	m u ə n ˧˦ ʔ a n ˧˧ tʰ i ˨˩ l a n ˧˧ v aː w ˨˩ ʔ ɓ e p̚ ˧˦
muộn	m u ə n ˧˨ ʔ
muộn màng	m u ə n ˧˨ ʔ m aː ŋ ˨˩
muộn mằn	m u ə n ˧˨ ʔ m a n ˨˩
muộn phiền	m u ə n ˧˨ ʔ f i ə n ˨˩
muông	m u ə ŋ ˧˧
muông thú	m u ə ŋ ˧˧ tʰ u ˧˦
muồng	m u ə ŋ ˨˩
muỗng	m u ə ŋ ˦ˀ˥
muỗng cà phê	m u ə ŋ ˦ˀ˥ k aː ˨˩ f e ˧˧
muỗng canh	m u ə ŋ ˦ˀ˥ k a j ŋ̟ ˧˧
muống	m u ə ŋ ˧˦
múp	m u p̚ ˧˦
mụp	m u p̚ ˧˨ ʔ
mút	m u t̚ ˧˦
mụt	m u t̚ ˧˨ ʔ
mụt ruồi	m u t̚ ˧˨ ʔ z u ə j ˨˩
mưa	m ɨ ə ˧˧
mưa bão	m ɨ ə ˧˧ ʔ ɓ aː w ˦ˀ˥
mưa bóng mây	m ɨ ə ˧˧ ʔ ɓ a w ŋ͡m ˧˦ m ə j ˧˧
mưa đá	m ɨ ə ˧˧ ʔ ɗ aː ˧˦
mưa gió	m ɨ ə ˧˧ z ɔ ˧˦
mưa ngâu	m ɨ ə ˧˧ ŋ ə w ˧˧
mưa phùn	m ɨ ə ˧˧ f u n ˨˩
mưa rào	m ɨ ə ˧˧ z aː w ˨˩
mưa tuyết	m ɨ ə ˧˧ t w i ə t̚ ˧˦
mửa	m ɨ ə ˧˩
mửa mật	m ɨ ə ˧˩ m ə t̚ ˧˨ ʔ
mứa	m ɨ ə ˧˦
mựa	m ɨ ə ˧˨ ʔ
mức	m ɨ k̚ ˧˦
mức độ	m ɨ k̚ ˧˦ ʔ ɗ o ˧˨ ʔ
mức sống	m ɨ k̚ ˧˦ s ə w ŋ͡m ˧˦
mực	m ɨ k̚ ˧˨ ʔ
Mực	m ɨ k̚ ˧˨ ʔ
mực dái	m ɨ k̚ ˧˨ ʔ z aː j ˧˦
mực ghim	m ɨ k̚ ˧˨ ʔ ɣ i m ˧˧
mực khổng lồ	m ɨ k̚ ˧˨ ʔ x ə w ŋ͡m ˧˩ l o ˨˩
mực kim	m ɨ k̚ ˧˨ ʔ k i m ˧˧
mực lá	m ɨ k̚ ˧˨ ʔ l aː ˧˦
mực ma	m ɨ k̚ ˧˨ ʔ m aː ˧˧
mực mai	m ɨ k̚ ˧˨ ʔ m aː j ˧˧
mực nang	m ɨ k̚ ˧˨ ʔ n aː ŋ ˧˧
mực ống	m ɨ k̚ ˧˨ ʔ ʔ ə w ŋ͡m ˧˦
mực quỷ	m ɨ k̚ ˧˨ ʔ k w i ˧˩
mực tàu	m ɨ k̚ ˧˨ ʔ t a w ˨˩
mực Tàu	m ɨ k̚ ˧˨ ʔ t a w ˨˩
mực thẻ	m ɨ k̚ ˧˨ ʔ tʰ ɛ ˧˩
mực thỏi	m ɨ k̚ ˧˨ ʔ tʰ ɔ j ˧˩
mực tuộc	m ɨ k̚ ˧˨ ʔ t u ə k̚ ˧˨ ʔ
mực xà	m ɨ k̚ ˧˨ ʔ s aː ˨˩
mưng mủ	m ɨ ŋ ˧˧ m u ˧˩
mừng	m ɨ ŋ ˨˩
mừng húm	m ɨ ŋ ˨˩ h u m ˧˦
mừng quýnh	m ɨ ŋ ˨˩ k w ï ŋ̟ ˧˦
mừng rỡ	m ɨ ŋ ˨˩ z əː ˦ˀ˥
mừng tuổi	m ɨ ŋ ˨˩ t u ə j ˧˩
mươi	m ɨ ə j ˧˧
mười	m ɨ ə j ˨˩
mười ba	m ɨ ə j ˨˩ ʔ ɓ aː ˧˧
mười bảy	m ɨ ə j ˨˩ ʔ ɓ a j ˧˩
mười bốn	m ɨ ə j ˨˩ ʔ ɓ o n ˧˦
mười chín	m ɨ ə j ˨˩ t͡ɕ i n ˧˦
mười hai	m ɨ ə j ˨˩ h aː j ˧˧
mười lăm	m ɨ ə j ˨˩ l a m ˧˧
mười một	m ɨ ə j ˨˩ m o t̚ ˧˨ ʔ
mười mươi	m ɨ ə j ˨˩ m ɨ ə j ˧˧
mười phân vẹn mười	m ɨ ə j ˨˩ f ə n ˧˧ v ɛ n ˧˨ ʔ m ɨ ə j ˨˩
mười sáu	m ɨ ə j ˨˩ s a w ˧˦
mười tám	m ɨ ə j ˨˩ t aː m ˧˦
mươn	m ɨ ə n ˧˧
mướn	m ɨ ə n ˧˦
mượn	m ɨ ə n ˧˨ ʔ
mượn cớ	m ɨ ə n ˧˨ ʔ k əː ˧˦
mượn gió bẻ măng	m ɨ ə n ˧˨ ʔ z ɔ ˧˦ ʔ ɓ ɛ ˧˩ m a ŋ ˧˧
mương	m ɨ ə ŋ ˧˧
Mường	m ɨ ə ŋ ˨˩
mường	m ɨ ə ŋ ˨˩
Mường Thanh	m ɨ ə ŋ ˨˩ tʰ a j ŋ̟ ˧˧
mường tượng	m ɨ ə ŋ ˨˩ t ɨ ə ŋ ˧˨ ʔ
mướp	m ɨ ə p̚ ˧˦
mướp đắng	m ɨ ə p̚ ˧˦ ʔ ɗ a ŋ ˧˦
mướp tây	m ɨ ə p̚ ˧˦ t ə j ˧˧
mướt	m ɨ ə t̚ ˧˦
mướt mát	m ɨ ə t̚ ˧˦ m aː t̚ ˧˦
mượt	m ɨ ə t̚ ˧˨ ʔ
mượt mà	m ɨ ə t̚ ˧˨ ʔ m aː ˨˩
mứt	m ɨ t̚ ˧˦
mưu	m i w ˧˧
mưu cầu	m i w ˧˧ k ə w ˨˩
mưu đồ	m i w ˧˧ ʔ ɗ o ˨˩
mưu mẹo	m i w ˧˧ m ɛ w ˧˨ ʔ
mưu sát	m i w ˧˧ s aː t̚ ˧˦
mưu sĩ	m i w ˧˧ s i ˦ˀ˥
mưu sinh	m i w ˧˧ s ï ŋ ˧˧
mưu toan	m i w ˧˧ t w aː n ˧˧
mưu trí	m i w ˧˧ t͡ɕ i ˧˦
MV	ʔ ɛ m ˧˧ v i ˧˧
Mỹ Sơn	m i ˦ˀ˥ s əː n ˧˧
Mỵ	m i ˧˨ ʔ
N	ʔ ɛ ˧˧ n əː ˨˩
N	ʔ ɛ n ˧˧ n əː ˨˩
N	n əː ˨˩ tʰ ə p̚ ˧˦
N	n əː ˨˩
na	n aː ˧˧
Na	n aː ˧˧
na ná	n aː ˧˧ n aː ˧˦
Na Tra	n aː ˧˧ t͡ɕ aː ˧˧
Na Uy	n aː ˧˧ ʔ w i ˧˧
nà	n aː ˨˩
nã	n aː ˦ˀ˥
Nã Phá Luân	n aː ˦ˀ˥ f aː ˧˦ l w ə n ˧˧
ná	n aː ˧˦
ná thở	n aː ˧˦ tʰ əː ˧˩
nạ	n aː ˧˨ ʔ
nạ dòng	n aː ˧˨ ʔ z a w ŋ͡m ˨˩
nác	n aː k̚ ˧˦
nác méng	n aː k̚ ˧˦ m ɛ ŋ ˧˦
nạc	n aː k̚ ˧˨ ʔ
nách	n a j k̟̚ ˧˦
nai	n aː j ˧˧
nai cà tông	n aː j ˧˧ k aː ˨˩ t ə w ŋ͡m ˧˧
nai lưng	n aː j ˧˧ l ɨ ŋ ˧˧
nai nịt	n aː j ˧˧ n i t̚ ˧˨ ʔ
nai sừng tấm	n aː j ˧˧ s ɨ ŋ ˨˩ t ə m ˧˦
nài	n aː j ˨˩
nải	n aː j ˧˩
Nãi Man	n aː j ˦ˀ˥ m aː n ˧˧
nái	n aː j ˧˦
nail	n ɛ w ˧˧
nam	n aː m ˧˧
Nam	n aː m ˧˧
Nam Á	n aː m ˧˧ ʔ aː ˧˦
Nam Âu	n aː m ˧˧ ʔ ə w ˧˧
nam bán cầu	n aː m ˧˧ ʔ ɓ aː n ˧˦ k ə w ˨˩
Nam Băng Dương	n aː m ˧˧ ʔ ɓ a ŋ ˧˧ z ɨ ə ŋ ˧˧
Nam Bộ	n aː m ˧˧ ʔ ɓ o ˧˨ ʔ
nam châm	n aː m ˧˧ t͡ɕ ə m ˧˧
Nam Chiếu	n aː m ˧˧ t͡ɕ i ə w ˧˦
nam chính	n aː m ˧˧ t͡ɕ ï ŋ ˧˦
Nam cực	n aː m ˧˧ k ɨ k̚ ˧˨ ʔ
nam cực	n aː m ˧˧ k ɨ k̚ ˧˨ ʔ
Nam Dương	n aː m ˧˧ z ɨ ə ŋ ˧˧
Nam Đại Dương	n aː m ˧˧ ʔ ɗ aː j ˧˨ ʔ z ɨ ə ŋ ˧˧
Nam Đàn	n aː m ˧˧ ʔ ɗ aː n ˨˩
Nam Đầu	n aː m ˧˧ ʔ ɗ ə w ˨˩
Nam Đẩu	n aː m ˧˧ ʔ ɗ ə w ˧˩
Nam Định	n aː m ˧˧ ʔ ɗ ï ŋ ˧˨ ʔ
nam giao	n aː m ˧˧ z aː w ˧˧
nam giới	n aː m ˧˧ z əː j ˧˦
Nam Hà	n aː m ˧˧ h aː ˨˩
Nam Hà Lan	n aː m ˧˧ h aː ˨˩ l aː n ˧˧
Nam Hàn	n aː m ˧˧ h aː n ˨˩
Nam Hán	n aː m ˧˧ h aː n ˧˦
Nam Hoa kinh	n aː m ˧˧ h w aː ˧˧ k ï ŋ ˧˧
nam hoá	n aː m ˧˧ h w aː ˧˦
nam khoa	n aː m ˧˧ x w aː ˧˧
Nam Kì	n aː m ˧˧ k i ˨˩
Nam Kinh	n aː m ˧˧ k ï ŋ ˧˧
Nam Mĩ	n aː m ˧˧ m i ˦ˀ˥
nam mô	n aː m ˧˧ m o ˧˧
Nam mô A Di Đà Phật	n aː m ˧˧ m o ˧˧ ʔ aː ˧˧ z i ˧˧ ʔ ɗ aː ˨˩ f ə t̚ ˧˨ ʔ
nam nhân ngư	n aː m ˧˧ ɲ ə n ˧˧ ŋ ɨ ˧˧
nam nữ	n aː m ˧˧ n ɨ ˦ˀ˥
nam nữ thụ thụ bất thân	n aː m ˧˧ n ɨ ˦ˀ˥ tʰ u ˧˨ ʔ tʰ u ˧˨ ʔ ʔ ɓ ə t̚ ˧˦ tʰ ə n ˧˧
Nam Ô	n aː m ˧˧ ʔ o ˧˧
Nam Phần	n aː m ˧˧ f ə n ˨˩
Nam Phi	n aː m ˧˧ f i ˧˧
Nam Sách	n aː m ˧˧ s a j k̟̚ ˧˦
nam sinh	n aː m ˧˧ s ï ŋ ˧˧
Nam Tào	n aː m ˧˧ t aː w ˨˩
mồng tơi	m ə w ŋ͡m ˨˩ t əː j ˧˧
mống	m ə w ŋ͡m ˧˦
mống mắt	m ə w ŋ͡m ˧˦ m a t̚ ˧˦
mộng	m ə w ŋ͡m ˧˨ ʔ
mộng du	m ə w ŋ͡m ˧˨ ʔ z u ˧˧
mộng đổng	m ə w ŋ͡m ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˧˩
Mộng Khê bút đàm	m ə w ŋ͡m ˧˨ ʔ x e ˧˧ ʔ ɓ u t̚ ˧˦ ʔ ɗ aː m ˨˩
mộng tưởng	m ə w ŋ͡m ˧˨ ʔ t ɨ ə ŋ ˧˩
Mônica	m o n ˧˧ n i ˧˧ k aː ˧˧
mốt	m o t̚ ˧˦
một	m o t̚ ˧˨ ʔ
một cách	m o t̚ ˧˨ ʔ k a j k̟̚ ˧˦
một cây làm chẳng nên non, ba cây chụm lại nên hòn núi cao	m o t̚ ˧˨ ʔ k ə j ˧˧ l aː m ˨˩ t͡ɕ a ŋ ˧˩ n e n ˧˧ n ɔ n ˧˧ ʔ ɓ aː ˧˧ k ə j ˧˧ t͡ɕ u m ˧˨ ʔ l aː j ˧˨ ʔ n e n ˧˧ h ɔ n ˨˩ n u j ˧˦ k aː w ˧˧
một chiều	m o t̚ ˧˨ ʔ t͡ɕ i ə w ˨˩
một chút	m o t̚ ˧˨ ʔ t͡ɕ u t̚ ˧˦
một công đôi chuyện	m o t̚ ˧˨ ʔ k ə w ŋ͡m ˧˧ ʔ ɗ o j ˧˧ t͡ɕ w i ə n ˧˨ ʔ
một công đôi việc	m o t̚ ˧˨ ʔ k ə w ŋ͡m ˧˧ ʔ ɗ o j ˧˧ v i ə k̚ ˧˨ ʔ
một dược	m o t̚ ˧˨ ʔ z ɨ ə k̚ ˧˨ ʔ
một đi không trở lại	m o t̚ ˧˨ ʔ ʔ ɗ i ˧˧ x ə w ŋ͡m ˧˧ t͡ɕ əː ˧˩ l aː j ˧˨ ʔ
một giọt máu đào hơn ao nước lã	m o t̚ ˧˨ ʔ z ɔ t̚ ˧˨ ʔ m a w ˧˦ ʔ ɗ aː w ˨˩ h əː n ˧˧ ʔ aː w ˧˧ n ɨ ə k̚ ˧˦ l aː ˦ˀ˥
một ít	m o t̚ ˧˨ ʔ ʔ i t̚ ˧˦
một mai	m o t̚ ˧˨ ʔ m aː j ˧˧
một mất một còn	m o t̚ ˧˨ ʔ m ə t̚ ˧˦ m o t̚ ˧˨ ʔ k ɔ n ˨˩
một mình	m o t̚ ˧˨ ʔ m ï ŋ ˨˩
một mũi tên trúng hai đích	m o t̚ ˧˨ ʔ m u j ˦ˀ˥ t e n ˧˧ t͡ɕ ʊ w ŋ͡m ˧˦ h aː j ˧˧ ʔ ɗ ï k̟̚ ˧˦
một mực	m o t̚ ˧˨ ʔ m ɨ k̚ ˧˨ ʔ
một nách hai con	m o t̚ ˧˨ ʔ n a j k̟̚ ˧˦ h aː j ˧˧ k ɔ n ˧˧
một nắng hai sương	m o t̚ ˧˨ ʔ n a ŋ ˧˦ h aː j ˧˧ s ɨ ə ŋ ˧˧
một ngàn	m o t̚ ˧˨ ʔ ŋ aː n ˨˩
một nghề cho chín còn hơn chín nghề	m o t̚ ˧˨ ʔ ŋ e ˨˩ t͡ɕ ɔ ˧˧ t͡ɕ i n ˧˦ k ɔ n ˨˩ h əː n ˧˧ t͡ɕ i n ˧˦ ŋ e ˨˩
một nụ cười bằng mười thang thuốc bổ	m o t̚ ˧˨ ʔ n u ˧˨ ʔ k ɨ ə j ˨˩ ʔ ɓ a ŋ ˨˩ m ɨ ə j ˨˩ tʰ aː ŋ ˧˧ tʰ u ə k̚ ˧˦ ʔ ɓ o ˧˩
một quốc gia, hai chế độ	m o t̚ ˧˨ ʔ k u ə k̚ ˧˦ z aː ˧˧ h aː j ˧˧ t͡ɕ e ˧˦ ʔ ɗ o ˧˨ ʔ
một số	m o t̚ ˧˨ ʔ s o ˧˦
một sớm một chiều	m o t̚ ˧˨ ʔ s əː m ˧˦ m o t̚ ˧˨ ʔ t͡ɕ i ə w ˨˩
một thời	m o t̚ ˧˨ ʔ tʰ əː j ˨˩
một tỉ	m o t̚ ˧˨ ʔ t i ˧˩
một trăm	m o t̚ ˧˨ ʔ t͡ɕ a m ˧˧
một triệu	m o t̚ ˧˨ ʔ t͡ɕ i ə w ˧˨ ʔ
một trời một vực	m o t̚ ˧˨ ʔ t͡ɕ əː j ˨˩ m o t̚ ˧˨ ʔ v ɨ k̚ ˧˨ ʔ
một vài	m o t̚ ˧˨ ʔ v aː j ˨˩
