A	a
gintuzkezun	ɡ ĩ n̪ t̪ u s̻ k e s̻ ũ n
gintuzten	ɡ ĩ n̪ t̪ u s̻ t̪ ẽ̞ n
gintuzuen	ɡ ĩ n̪ t̪ u s̻ u ẽ̞ n
gintuzun	ɡ ĩ n̪ t̪ u s̻ ũ n
gintzaala	ɡ ĩ n t͡s̻ a a l a
gintzaan	ɡ ĩ n t͡s̻ a ã n
gintzake	ɡ ĩ n t͡s̻ a k e
gintzakean	ɡ ĩ n t͡s̻ a k e ã n
gintzakeen	ɡ ĩ n t͡s̻ a k e ẽ n
gintzakek	ɡ ĩ n t͡s̻ a k e k
gintzaken	ɡ ĩ n t͡s̻ a k ẽ n
gintzakenan	ɡ ĩ n t͡s̻ a k e n ã n
gintzakete	ɡ ĩ n t͡s̻ a k e t̪ e
gintzaketen	ɡ ĩ n t͡s̻ a k e t̪ ẽ n
gintzakezu	ɡ ĩ n t͡s̻ a k e s̺ u
gintzakezu	ɡ ĩ n t͡s̻ a k e s̻ u
gintzakezue	ɡ ĩ n t͡s̻ a k e s̺ u e
gintzakezue	ɡ ĩ n t͡s̻ a k e s̻ u e
gintzakezuen	ɡ ĩ n t͡s̻ a k e s̺ u ẽ n
gintzakezuen	ɡ ĩ n t͡s̻ a k e s̻ u ẽ n
gintzakezun	ɡ ĩ n t͡s̻ a k e s̺ ũ n
gintzakezun	ɡ ĩ n t͡s̻ a k e s̻ ũ n
gintzala	ɡ ĩ n t͡s̻ a l a
gintzan	ɡ ĩ n t͡s̻ ã n
gintzanala	ɡ ĩ n t͡s̻ a n a l a
gintzanan	ɡ ĩ n t͡s̻ a n ã n
gintzatela	ɡ ĩ n t͡s̻ a t̪ e l a
gintzaten	ɡ ĩ n t͡s̻ a t̪ ẽ n
gintzazuela	ɡ ĩ n t͡s̻ a s̺ u e l a
gintzazuela	ɡ ĩ n t͡s̻ a s̻ u e l a
gintzazuen	ɡ ĩ n t͡s̻ a s̺ u ẽ n
gintzazuen	ɡ ĩ n t͡s̻ a s̻ u ẽ n
gintzazula	ɡ ĩ n t͡s̻ a s̺ u l a
gintzazula	ɡ ĩ n t͡s̻ a s̻ u l a
gintzazun	ɡ ĩ n t͡s̻ a s̺ ũ n
gintzazun	ɡ ĩ n t͡s̻ a s̻ ũ n
gisa	ɡ i s̺ a
gisako	ɡ i s̺ a k o̞
gisan	ɡ i s̺ ã n
gisatu	ɡ i s̺ a t̪ u
gizarte	ɡ i s̺ a r t̪ e
gizarte	ɡ i s̻ a r t̪ e
gizatasun	ɡ i s̺ a t̪ a s̺ ũ n
gizatasun	ɡ i s̻ a t̪ a s̺ ũ n
gizon	ɡ i s̺ õ n
gizon	ɡ i s̻ õ n
gizongai	ɡ i s̺ o ŋ ɡ a i̯
gizongai	ɡ i s̻ o ŋ ɡ a i̯
goaz	ɡ o a s̺
goaz	ɡ o a s̻
goazen	ɡ o a s̺ ẽ n
goazen	ɡ o a s̻ ẽ n
goazke	ɡ o a s̺ k e
goazke	ɡ o a s̻ k e
gogo	ɡ o̞ ɣ̞ o̞
gogor	ɡ o ɣ̞ o r
gogortu	ɡ o̞ ɣ̞ o̞ r t̪ u
gogotsu	ɡ o ɣ̞ o t͡s̺ u
gogotsu	ɡ o ɣ̞ o t͡s̻ u
goibeldu	ɡ o̞ i̯ β̞ e̞ l̪ d̪ u
goilara	ɡ o̞ i̯ l a ɾ a
goilara	ɡ o̞ ʎ a ɾ a
goiz	ɡ o̞ i̯ s̻
gol	ɡ o̞ l
gontz	ɡ õ̞ n t͡s̻
gora	ɡ o̞ ɾ a
gorakada	ɡ o̞ ɾ a k a ð̞ a
gorde	ɡ o r ð̞ e
gorosti	ɡ o̞ ɾ o̞ s̺ t̪ i
gorotzil	ɡ o̞ ɾ o̞ t͡s̻ i l
gorputz	ɡ o r p u t͡s̻
gorri	ɡ o̞ r i
gorrimin	ɡ o̞ r i m ĩ n
gorrimotel	ɡ o̞ r i m o̞ t̪ e̞ l
gorringo	ɡ o̞ r ĩ ŋ ɡ o̞
gorrotatu	ɡ o̞ r o̞ t̪ a t̪ u
gosaldu	ɡ o̞ s̺ a l̪ d̪ u
gotzon	ɡ o̞ t͡s̻ õ̞ n
gozatu	ɡ o s̺ a t̪ u
gozatu	ɡ o s̻ a t̪ u
gozo	ɡ o̞ s̻ o̞
gramatika	ɡ r a m a t̪ i k a
granadari	ɡ r a n a ð̞ a ɾ i
grapagailu	ɡ r a p a ɣ̞ a i̯ l u
grapagailu	ɡ r a p a ɣ̞ a ʎ u
greko	ɡ r e k o
gris	ɡ r i s̺
gu	ɡ u
guda	ɡ u ð̞ a
gudaroste	ɡ u ð̞ a ɾ o s̺ t̪ e
guk	ɡ u k
gune	ɡ u n e̞
guneka	ɡ u n e̞ k a
guraize	ɡ u ɾ a i̯ s̺ e
guraize	ɡ u ɾ a i̯ s̻ e
gurdi	ɡ u r ð̞ i
gure	ɡ u ɾ e̞
guri	ɡ u ɾ i
gurin	ɡ u ɾ ĩ n
gurpil	ɡ u r p i l
gurutze	ɡ u ɾ u t͡s̻ e
gustatu	ɡ u s̺ t̪ a t̪ u
gutizia	ɡ u t̪ i s̺ i a
gutizia	ɡ u t̪ i s̻ i a
guzti	ɡ u s̺ t̪ i
guzti	ɡ u s̻ t̪ i
guztia	ɡ u s̺ t̪ i a
guztia	ɡ u s̻ t̪ i a
guztiak	ɡ u s̺ t̪ i a k
guztiak	ɡ u s̻ t̪ i a k
guztiok	ɡ u s̺ t̪ i o k
guztiok	ɡ u s̻ t̪ i o k
h	a t͡ʃ e̞
h	ɦ a t͡ʃ e̞
habe	a β̞ e̞
habe	ɦ a β̞ e̞
habia	a β̞ i a
habia	ɦ a β̞ i a
habil	a β̞ i l
habil	h a β̞ i l
habilen	a β̞ i ʎ ẽ n
habilen	h a β̞ i l ẽ n
habilke	a β̞ i l k e
habilke	h a β̞ i l k e
hadi	a ð̞ i
hadi	h a ð̞ i
hadila	a ð̞ i ʎ a
hadila	h a ð̞ i l a
hadin	a ð̞ ĩ n
hadin	h a ð̞ ĩ n
hagin	a ɣ̞ ĩ n
hagin	ɦ a ɣ̞ ĩ n
hago	a ɣ̞ o
hago	h a ɣ̞ o
hagoen	a ɣ̞ o ẽ n
hagoen	h a ɣ̞ o ẽ n
hagoke	a ɣ̞ o k e
hagoke	h a ɣ̞ o k e
haiei	a i̯ e i̯
haiei	h a i̯ e i̯
haiek	a i̯ e k
haiek	h a i̯ e k
haien	a i̯ ẽ n
haien	h a i̯ ẽ n
haiteke	a i̯ t̪ e k e
haiteke	h a i̯ t̪ e k e
haitz	a i̯ t͡s̻
haitz	h a i̯ t͡s̻
haiz	a i̯ s̺
haiz	a i̯ s̻
haiz	h a i̯ s̻
haizateke	a i̯ s̺ a t̪ e k e
haizateke	a i̯ s̻ a t̪ e k e
haizateke	h a i̯ s̻ a t̪ e k e
haize	a i̯ s̻ e̞
haize	ɦ a i̯ s̻ e̞
haizetsu	a i̯ s̻ e̞ t͡s̺ u
haizetsu	ɦ a i̯ s̻ e̞ t͡s̺ u
hakar	a k a r
hakar	h a k a r
hakien	a k i ẽ̞ n
hakien	ɦ a k i ẽ̞ n
hala	a l a
hala	ɦ a l a
haltz	a l t͡s̻
haltz	h a l t͡s̻
hamabi	a m a β̞ i
hamabi	ɦ a m a β̞ i
hamabigarren	a m a β̞ i ɣ̞ a r ẽ n
hamabigarren	h a m a β̞ i ɣ̞ a r ẽ n
hamabost	a m a β̞ o̞ s̺ t̪
hamabost	ɦ a m a β̞ o̞ s̺ t̪
hamahiru	a m a i̯ ɾ u
hamahiru	h a m a h i ɾ u
hamahirugarren	a m a i̯ ɾ u ɣ̞ a r ẽ n
hamahirugarren	h a m a h i ɾ u ɣ̞ a r ẽ n
hamaika	a m a i̯ k a
hamaika	h a m a i̯ k a
hamaikagarren	a m a i̯ k a ɣ̞ a r ẽ n
hamaikagarren	h a m a i̯ k a ɣ̞ a r ẽ n
hamairu	a m a i̯ ɾ u
hamairu	ɦ a m a i̯ ɾ u
hamalau	a m a l a u̯
hamalau	ɦ a m a l a u̯
hamalaugarren	a m a l a u̯ ɣ̞ a r ẽ n
hamalaugarren	h a m a l a u̯ ɣ̞ a r ẽ n
hamar	a m a r
hamar	h a m a r
hamargarren	a m a r ɣ̞ a r ẽ n
hamargarren	h a m a r ɣ̞ a r ẽ n
hamarren	a m a r ẽ n
hamarren	h a m a r ẽ n
hamasei	a m a s̺ e̞ i̯
hamasei	ɦ a m a s̺ e̞ i̯
hamazazpi	a m a s̺ a s̺ p i
hamazazpi	a m a s̻ a s̻ p i
hamazazpi	h a m a s̻ a s̻ p i
hamazortzi	a m a s̺ o r t͡s̻ i
hamazortzi	a m a s̻ o r t͡s̻ i
hamazortzi	h a m a s̻ o r t͡s̻ i
han	ã n
han	ɦ ã n
handitu	h ã n̪ d̪ i t̪ u
handitu	ã n̪ d̪ i t̪ u
haragi	a ɾ a ɣ̞ i
haragi	ɦ a ɾ a ɣ̞ i
harakin	a ɾ a k ĩ n
harakin	h a ɾ a k ĩ n
haran	a ɾ ã n
haran	h a ɾ ã n
harategi	a ɾ a t̪ e ɣ̞ i
harategi	h a ɾ a t̪ e ɣ̞ i
haratustel	a ɾ a t̪ u s̺ t̪ e l
haratustel	h a ɾ a t̪ u s̺ t̪ e l
haren	a ɾ ẽ̞ n
haren	ɦ a ɾ ẽ̞ n
hari	a ɾ i
hari	ɦ a ɾ i
haritz	a ɾ i t͡s̻
haritz	h a ɾ i t͡s̻
haritzezko	a ɾ i t͡s̻ e s̺ k o
haritzezko	a ɾ i t͡s̻ e s̻ k o
haritzezko	h a ɾ i t͡s̻ e s̻ k o
harizki	a ɾ i s̺ k i
harizki	a ɾ i s̻ k i
harizki	h a ɾ i s̻ k i
hark	a r k
hark	ɦ a r k
harrabots	a r a β̞ o t͡s̺
harrabots	a r a β̞ o t͡s̻
harrabots	h a r a β̞ o t͡s̺
harri	a r i
harri	h a r i
harro	a r o
harro	h a r o
harrotu	a r o̞ t̪ u
harrotu	ɦ a r o̞ t̪ u
hartan	a r t̪ ã n
hartan	ɦ a r t̪ ã n
hartara	a r t̪ a ɾ a
hartara	ɦ a r t̪ a ɾ a
hartarat	a r t̪ a ɾ a t̪
hartarat	ɦ a r t̪ a ɾ a t̪
hartu	a r t̪ u
hartu	ɦ a r t̪ u
hartz	a r t͡s̻
hartz	ɦ a r t͡s̻
hartzitu	a r t͡s̻ i t̪ u
hartzitu	h a r t͡s̻ i t̪ u
haserretu	a s̺ e̞ r e̞ t̪ u
haserretu	ɦ a s̺ e̞ r e̞ t̪ u
hasi	a s̺ i
hasi	h a s̺ i
haste	a s̺ t̪ e
haste	h a s̺ t̪ e
hasten	a s̺ t̪ ẽ n
hasten	h a s̺ t̪ ẽ n
hator	a t̪ o r
hator	h a t̪ o r
hatorke	a t̪ o r k e
hatorke	h a t̪ o r k e
hatorren	a t̪ o r ẽ n
hatorren	h a t̪ o r ẽ n
hatxe	a t͡ʃ e̞
hatxe	ɦ a t͡ʃ e̞
hatxekie	a t͡ʃ e k i e
hatxekie	h a t͡ʃ e k i e
hatxekigu	a t͡ʃ e k i ɣ̞ u
hatxekigu	h a t͡ʃ e k i ɣ̞ u
hatxekio	a t͡ʃ e k i o
hatxekio	h a t͡ʃ e k i o
hatxekit	a t͡ʃ e k i t̪
hatxekit	h a t͡ʃ e k i t̪
hatz	a t͡s̻
hatz	h a t͡s̻
hatza	a t͡s̻ a
hatza	h a t͡s̻ a
hau	a u̯
hau	h a u̯
hauei	a u̯ e̞ i
hauei	ɦ a u̯ e̞ i
hauek	a u̯ e̞ k
hauek	ɦ a u̯ e̞ k
hauen	a u̯ ẽ n
hauen	h a u̯ ẽ n
hauetako	a u̯ e t̪ a k o
hauetako	h a u̯ e t̪ a k o
hauetan	a u̯ e t̪ ã n
hauetan	h a u̯ e t̪ ã n
hauetara	a u̯ e t̪ a ɾ a
hauetara	h a u̯ e t̪ a ɾ a
haugu	a u̯ ɣ̞ u
haugu	h a u̯ ɣ̞ u
hauka	a u̯ k a
hauka	h a u̯ k a
haukagu	a u̯ k a ɣ̞ u
haukagu	h a u̯ k a ɣ̞ u
haukat	a u̯ k a t̪
haukat	h a u̯ k a t̪
haukate	a u̯ k a t̪ e
haukate	h a u̯ k a t̪ e
hauke	a u̯ k e
hauke	h a u̯ k e
haukegu	a u̯ k e ɣ̞ u
haukegu	h a u̯ k e ɣ̞ u
hauket	a u̯ k e t̪
hauket	h a u̯ k e t̪
haukete	a u̯ k e t̪ e
haukete	h a u̯ k e t̪ e
haut	a u̯ t̪
haut	h a u̯ t̪
hautatu	a u̯ t̪ a t̪ u
hautatu	ɦ a u̯ t̪ a t̪ u
haute	a u̯ t̪ e
haute	h a u̯ t̪ e
hauts	a u̯ t͡s̺
hauts	a u̯ t͡s̻
hauts	h a u̯ t͡s̺
hazadala	a s̺ a ð̞ a l a
hazadala	a s̻ a ð̞ a l a
hazadala	h a s̻ a ð̞ a l a
hazadan	a s̺ a ð̞ ã n
hazadan	a s̻ a ð̞ ã n
hazadan	h a s̻ a ð̞ ã n
hazagu	a s̻ a ɣ̞ u
hazagu	ɦ a s̻ a ɣ̞ u
hazagugu	a s̻ a ɣ̞ u ɣ̞ u
hazagugu	ɦ a s̻ a ɣ̞ u ɣ̞ u
hazagula	a s̺ a ɣ̞ u l a
hazagula	a s̻ a ɣ̞ u l a
hazagula	h a s̻ a ɣ̞ u l a
hazagun	a s̺ a ɣ̞ ũ n
hazagun	a s̻ a ɣ̞ ũ n
hazagun	h a s̻ a ɣ̞ ũ n
hazagut	a s̻ a ɣ̞ u t̪
hazagut	ɦ a s̻ a ɣ̞ u t̪
hazagute	a s̻ a ɣ̞ u t̪ e̞
hazagute	ɦ a s̻ a ɣ̞ u t̪ e̞
hazake	a s̺ a k e
hazake	a s̻ a k e
hazake	h a s̻ a k e
hazakegu	a s̺ a k e ɣ̞ u
hazakegu	a s̻ a k e ɣ̞ u
hazakegu	h a s̻ a k e ɣ̞ u
hazaket	a s̺ a k e t̪
hazaket	a s̻ a k e t̪
hazaket	h a s̻ a k e t̪
hazakete	a s̺ a k e t̪ e
hazakete	a s̻ a k e t̪ e
hazakete	h a s̻ a k e t̪ e
hazala	a s̺ a l a
hazala	a s̻ a l a
hazala	h a s̻ a l a
hazan	a s̺ ã n
hazan	a s̻ ã n
hazan	h a s̻ ã n
hazatela	a s̺ a t̪ e l a
hazatela	a s̻ a t̪ e l a
hazatela	h a s̻ a t̪ e l a
hazaten	a s̺ a t̪ ẽ n
hazaten	a s̻ a t̪ ẽ n
hazaten	h a s̻ a t̪ ẽ n
hazil	a s̻ i l
hazil	ɦ a s̻ i l
hazlodi	a z̺ l o ð̞ i
hazlodi	a z̻ l o ð̞ i
hazlodi	h a z̻ l o ð̞ i
hebreera	e̞ β̞ r e̞ e̞ ɾ a
hebreera	ɦ e̞ β̞ r e̞ e̞ ɾ a
hega	e̞ ɣ̞ a
hega	ɦ e̞ ɣ̞ a
hegal	e̞ ɣ̞ a l
hegal	ɦ e̞ ɣ̞ a l
hegalari	e ɣ̞ a l a ɾ i
hegalari	h e ɣ̞ a l a ɾ i
hegaldatu	e̞ ɣ̞ a l̪ d̪ a t̪ u
hegaldatu	ɦ e̞ ɣ̞ a l̪ d̪ a t̪ u
hegats	e̞ ɣ̞ a t͡s̺
hegats	ɦ e̞ ɣ̞ a t͡s̺
hegazkin	e ɣ̞ a s̺ k ĩ n
hegazkin	e ɣ̞ a s̻ k ĩ n
hegazkin	h e ɣ̞ a s̻ k ĩ n
hegazti	e̞ ɣ̞ a s̻ t̪ i
hegazti	ɦ e̞ ɣ̞ a s̻ t̪ i
hegien	e ɣ̞ i ẽ n
hegien	h e ɣ̞ i ẽ n
hegike	e ɣ̞ i k e
hegike	h e ɣ̞ i k e
hegitzake	e ɣ̞ i t͡s̻ a k e
hegitzake	h e ɣ̞ i t͡s̻ a k e
hegitzan	e ɣ̞ i t͡s̻ ã n
hegitzan	h e ɣ̞ i t͡s̻ ã n
hego	e̞ ɣ̞ o̞
hego	ɦ e̞ ɣ̞ o̞
hekien	e̞ k i ẽ̞ n
hekien	ɦ e̞ k i ẽ̞ n
hekike	e̞ k i k e̞
hekike	ɦ e̞ k i k e̞
hekizke	e̞ k i s̻ k e̞
hekizke	ɦ e̞ k i s̻ k e̞
hekizkien	e̞ k i s̻ k i ẽ̞ n
hekizkien	ɦ e̞ k i s̻ k i ẽ̞ n
hekusan	e̞ k u s̺ ã n
hekusan	ɦ e̞ k u s̺ ã n
hekusazke	e̞ k u s̺ a s̻ k e̞
hekusazke	ɦ e̞ k u s̺ a s̻ k e̞
hekuske	e̞ k u s̺ k e̞
hekuske	ɦ e̞ k u s̺ k e̞
hekuskien	e̞ k u s̺ k i ẽ̞ n
hekuskien	ɦ e̞ k u s̺ k i ẽ̞ n
helburu	e̞ l β̞ u ɾ u
helburu	ɦ e̞ l β̞ u ɾ u
heldu	e̞ l̪ d̪ u
heldu	ɦ e̞ l̪ d̪ u
helikoptero	e l i k o p t̪ e ɾ o
helio	e l i o
helio	h e l i o
helize	e̞ l i s̻ e̞
helize	ɦ e̞ l i s̻ e̞
hemen	e̞ m ẽ̞ n
hemen	ɦ e̞ m ẽ̞ n
hemeretzi	e̞ m e̞ ɾ e̞ t͡s̻ i
hemeretzi	ɦ e̞ m e̞ ɾ e̞ t͡s̻ i
hemezortzi	e̞ m e̞ s̻ o̞ r t͡s̻ i
hemezortzi	ɦ e̞ m e̞ s̻ o̞ r t͡s̻ i
henbilen	h ẽ m b i l ẽ n
henbilen	ẽ m b i ʎ ẽ n
henbilke	h ẽ m b i l k e
henbilke	ẽ m b i l k e
henbilkeen	h ẽ m b i l k e ẽ n
henbilkeen	ẽ m b i l k e ẽ n
hendila	h ẽ n̪ d̪ i l a
hendila	ẽ n̪ d̪ i ʎ a
hendin	h ẽ n̪ d̪ ĩ n
hendin	ẽ n̪ d̪ ĩ n
hengoen	e ŋ ɡ o ẽ n
hengoen	h e ŋ ɡ o ẽ n
hengoke	e ŋ ɡ o k e
hengoke	h e ŋ ɡ o k e
hengokeen	e ŋ ɡ o k e ẽ n
hengokeen	h e ŋ ɡ o k e ẽ n
henkien	ɦ ẽ̞ ŋ k i ẽ̞ n
henkien	ẽ̞ ŋ k i ẽ̞ n
henkion	ɦ ẽ̞ ŋ k i õ̞ n
henkion	ẽ̞ ŋ k i õ̞ n
hentorke	h ẽ n̪ t̪ o r k e
hentorke	ẽ n̪ t̪ o r k e
hentorkeen	h ẽ n̪ t̪ o r k e ẽ n
hentorkeen	ẽ n̪ t̪ o r k e ẽ n
hentorren	h ẽ n̪ t̪ o r ẽ n
hentorren	ẽ n̪ t̪ o r ẽ n
hentxekidake	h ẽ nʲ t͡ʃ e k i ð̞ a k e
hentxekidake	ẽ nʲ t͡ʃ e k i ð̞ a k e
hentxekidan	h ẽ nʲ t͡ʃ e k i ð̞ ã n
hentxekidan	ẽ nʲ t͡ʃ e k i ð̞ ã n
hentxekieke	h ẽ nʲ t͡ʃ e k i e k e
hentxekieke	ẽ nʲ t͡ʃ e k i e k e
hentxekien	h ẽ nʲ t͡ʃ e k i ẽ n
hentxekien	ẽ nʲ t͡ʃ e k i ẽ n
hentxekiguke	h ẽ nʲ t͡ʃ e k i ɣ̞ u k e
hentxekiguke	ẽ nʲ t͡ʃ e k i ɣ̞ u k e
hentxekigun	h ẽ nʲ t͡ʃ e k i ɣ̞ ũ n
hentxekigun	ẽ nʲ t͡ʃ e k i ɣ̞ ũ n
hentxekioke	h ẽ nʲ t͡ʃ e k i o k e
hentxekioke	ẽ nʲ t͡ʃ e k i o k e
hentxekion	h ẽ nʲ t͡ʃ e k i õ n
hentxekion	ẽ nʲ t͡ʃ e k i õ n
hentzake	h ẽ n t͡s̻ a k e
hentzake	ẽ n t͡s̻ a k e
hentzan	h ẽ n t͡s̻ ã n
hentzan	ẽ n t͡s̻ ã n
hentzuen	ɦ ẽ̞ n t͡s̻ u ẽ̞ n
hentzuen	ẽ̞ n t͡s̻ u ẽ̞ n
hentzuke	ɦ ẽ̞ n t͡s̻ u k e̞
hentzuke	ẽ̞ n t͡s̻ u k e̞
hentzuzke	ɦ ẽ̞ n t͡s̻ u s̻ k e̞
hentzuzke	ẽ̞ n t͡s̻ u s̻ k e̞
hentzuzkien	ɦ ẽ̞ n t͡s̻ u s̻ k i ẽ̞ n
hentzuzkien	ẽ̞ n t͡s̻ u s̻ k i ẽ̞ n
herakuske	e̞ ɾ a k u s̺ k e̞
herakuske	ɦ e̞ ɾ a k u s̺ k e̞
herakuskien	e̞ ɾ a k u s̺ k i ẽ̞ n
herakuskien	ɦ e̞ ɾ a k u s̺ k i ẽ̞ n
herakutsan	e̞ ɾ a k u t͡s̺ ã n
herakutsan	ɦ e̞ ɾ a k u t͡s̺ ã n
herakutsazke	e̞ ɾ a k u t͡s̺ a s̻ k e̞
herakutsazke	ɦ e̞ ɾ a k u t͡s̺ a s̻ k e̞
herdoil	e r ð̞ o i̯ l
herdoil	h e r ð̞ o i̯ l
heren	e̞ ɾ ẽ̞ n
heren	ɦ e̞ ɾ ẽ̞ n
herenegun	e ɾ e n e ɣ̞ ũ n
herenegun	h e ɾ e n e ɣ̞ ũ n
herensuge	e ɾ ẽ n s̺ u ɣ̞ e
herensuge	h e ɾ ẽ n s̺ u ɣ̞ e
heriotza	e ɾ i o t͡s̻ a
heriotza	h e ɾ i o t͡s̻ a
heroake	e̞ ɾ o̞ a k e̞
heroake	ɦ e̞ ɾ o̞ a k e̞
heroan	e̞ ɾ o̞ ã n
heroan	ɦ e̞ ɾ o̞ ã n
heroatzan	e̞ ɾ o̞ a t͡s̻ ã n
heroatzan	ɦ e̞ ɾ o̞ a t͡s̻ ã n
heroazke	e̞ ɾ o̞ a s̻ k e̞
heroazke	ɦ e̞ ɾ o̞ a s̻ k e̞
herri	e r i
herri	h e r i
herrikoi	e r i k o i̯
herrikoi	h e r i k o i̯
herritar	e r i t̪ a r
herritar	h e r i t̪ a r
heu	e u̯
heu	h e u̯
heuk	e̞ u̯ k
heuk	ɦ e̞ u̯ k
heukake	e u̯ k a k e
heukake	h e u̯ k a k e
heukan	e u̯ k ã n
heukan	h e u̯ k ã n
heure	e u̯ ɾ e
heure	h e u̯ ɾ e
heuzkake	e u̯ s̺ k a k e
heuzkake	e u̯ s̻ k a k e
heuzkake	h e u̯ s̻ k a k e
heuzkan	e u̯ s̺ k ã n
heuzkan	e u̯ s̻ k ã n
heuzkan	h e u̯ s̻ k ã n
hezaguen	e̞ s̻ a ɣ̞ u ẽ̞ n
hezaguen	ɦ e̞ s̻ a ɣ̞ u ẽ̞ n
hezaguke	e̞ s̻ a ɣ̞ u k e̞
hezaguke	ɦ e̞ s̻ a ɣ̞ u k e̞
hezaguzke	e̞ s̻ a ɣ̞ u s̻ k e̞
hezaguzke	ɦ e̞ s̻ a ɣ̞ u s̻ k e̞
hezaguzkien	e̞ s̻ a ɣ̞ u s̻ k i ẽ̞ n
hezaguzkien	ɦ e̞ s̻ a ɣ̞ u s̻ k i ẽ̞ n
hezake	e s̺ a k e
hezake	e s̻ a k e
hezake	h e s̻ a k e
hezakeen	e s̺ a k e ẽ n
hezakeen	e s̻ a k e ẽ n
hezakeen	h e s̻ a k e ẽ n
hezala	e s̺ a l a
hezala	e s̻ a l a
hezala	h e s̻ a l a
hezan	e s̺ ã n
hezan	e s̻ ã n
hezan	h e s̻ ã n
hezueri	e s̺ u e ɾ i
hezueri	e s̻ u e ɾ i
hezueri	h e s̻ u e ɾ i
hezur	e̞ s̻ u r
hezur	ɦ e̞ s̻ u r
hezurdura	e̞ s̻ u r ð̞ u ɾ a
hezurdura	ɦ e̞ s̻ u r ð̞ u ɾ a
hezurtegi	e s̺ u r t̪ e ɣ̞ i
hezurtegi	e s̻ u r t̪ e ɣ̞ i
hezurtegi	h e s̻ u r t̪ e ɣ̞ i
hi	h i
hi	i
hidrogeno	i ð̞ r o̞ ɣ̞ e̞ n o̞
hidrogeno	ɦ i ð̞ r o̞ ɣ̞ e̞ n o̞
hiena	i e̞ n a
hiena	ɦ i e̞ n a
higan	i ɣ̞ ã n
higan	ɦ i ɣ̞ ã n
hiharduen	i a r ð̞ u ẽ̞ n
hiharduen	ɦ i ɦ a r ð̞ u ẽ̞ n
hihardukake	i a r ð̞ u k a k e̞
hihardukake	ɦ i ɦ a r ð̞ u k a k e̞
hihardukan	i a r ð̞ u k ã n
hihardukan	ɦ i ɦ a r ð̞ u k ã n
hiharduke	i a r ð̞ u k e̞
hiharduke	ɦ i ɦ a r ð̞ u k e̞
hik	i k
hik	ɦ i k
hika	h i k a
hika	i k a
hil	h i l
hil	i l
hilabete	h i l a β̞ e t̪ e
hilabete	i ʎ a β̞ e t̪ e
hilerri	i ʎ e̞ r i
hilerri	ɦ i l e̞ r i
hindezagudan	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ð̞ ã n
hindezagudan	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ð̞ ã n
hindezaguen	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ẽ̞ n
hindezaguen	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ẽ̞ n
hindezagugun	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ɣ̞ ũ n
hindezagugun	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ɣ̞ ũ n
hindezaguke	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞
hindezaguke	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞
hindezagukegu	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ ɣ̞ u
hindezagukegu	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ ɣ̞ u
hindezaguket	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ t̪
hindezaguket	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ t̪
hindezagukete	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ t̪ e̞
hindezagukete	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ t̪ e̞
hindezaguten	ĩ n̪ d̪ e̞ s̻ a ɣ̞ u t̪ ẽ̞ n
hindezaguten	ɦ ĩ n̪ d̪ e̞ s̻ a ɣ̞ u t̪ ẽ̞ n
hindoake	h ĩ n̪ d̪ o a k e
hindoake	ĩ n̪ d̪ o a k e
hindoakeen	h ĩ n̪ d̪ o a k e ẽ n
hindoakeen	ĩ n̪ d̪ o a k e ẽ n
hindoan	h ĩ n̪ d̪ o ã n
hindoan	ĩ n̪ d̪ o ã n
hindudan	ĩ n̪ d̪ u ð̞ ã n
hindudan	ɦ ĩ n̪ d̪ u ð̞ ã n
hinduen	ĩ n̪ d̪ u ẽ̞ n
hinduen	ɦ ĩ n̪ d̪ u ẽ̞ n
hindugun	ĩ n̪ d̪ u ɣ̞ ũ n
hindugun	ɦ ĩ n̪ d̪ u ɣ̞ ũ n
hindukadan	h ĩ n̪ d̪ u k a ð̞ ã n
hindukadan	ĩ n̪ d̪ u k a ð̞ ã n
hindukagun	h ĩ n̪ d̪ u k a ɣ̞ ũ n
hindukagun	ĩ n̪ d̪ u k a ɣ̞ ũ n
hindukake	h ĩ n̪ d̪ u k a k e
hindukake	ĩ n̪ d̪ u k a k e
hindukakegu	h ĩ n̪ d̪ u k a k e ɣ̞ u
hindukakegu	ĩ n̪ d̪ u k a k e ɣ̞ u
hindukaket	h ĩ n̪ d̪ u k a k e t̪
hindukaket	ĩ n̪ d̪ u k a k e t̪
hindukakete	h ĩ n̪ d̪ u k a k e t̪ e
