'ch	χ
gostwng	ɡ ɔ s d ʊ ŋ
gostyngaidd	ɡ ɔ s d ə ŋ a i̯ ð
gosyn	ɡ ɔ s ɨ̞ n
got	ɡ ɔ t
gowboi	ɡ o u̯ b ɔ i̯
gowbois	ɡ o u̯ b ɔ i̯ s
grac	ɡ r a k
gradd	ɡ r aː ð
graddiad	ɡ r a ð j a d
graddio	ɡ r a ð j ɔ
graddol	ɡ r a ð ɔ l
graddoldeb	ɡ r a ð ɔ l d ɛ b
graddolder	ɡ r a ð ɔ l d ɛ r
graddoliad	ɡ r a ð ɔ l j a d
gradell	ɡ r a d a ɬ
gradell	ɡ r a d ɛ ɬ
graean	ɡ r e ɨ̯ a n
graeanu	ɡ r e ɨ̯ a n ɨ̞
graenus	ɡ r e ɨ̯ n ɨ̞ s
graff	ɡ r a f
graff	ɡ r aː f
gramadeg	ɡ r a m a d ɛ ɡ
gran	ɡ r a n
graslon	ɡ r a s l ɔ n
grasol	ɡ r a s ɔ l
grasus	ɡ r a s ɨ̞ s
grau	ɡ r a ɨ̯
grawn	ɡ r a u̯ n
grawnwin	ɡ r a u̯ n w ɪ n
gre	ɡ r eː
greda	ɡ r ɛ d a
gredi	ɡ r ɛ d ɪ
gredo	ɡ r ɛ d ɔ
gref	ɡ r eː v
grefi	ɡ r ɛ v i
gres	ɡ r eː s
greto	ɡ r ɛ t ɔ
grid	ɡ r ɪ d
gril	ɡ r ɪ l
griliau	ɡ r ɪ l j a
griliau	ɡ r ɪ l j a ɨ̯
griliau	ɡ r ɪ l j ɛ
grilio	ɡ r ɪ l j ɔ
gris	ɡ r iː s
grisiau	ɡ r ɪ ʃ a
gro	ɡ r oː
groes	ɡ r oː ɨ̯ s
groeso	ɡ r ɔ ɨ̯ s ɔ
grog	ɡ r oː ɡ
gronell	ɡ r ɔ n ɛ ɬ
gronellau	ɡ r ɔ n ɛ ɬ a
gronellau	ɡ r ɔ n ɛ ɬ a ɨ̯
gronellau	ɡ r ɔ n ɛ ɬ ɛ
gronyn	ɡ r ɔ n ɨ̞ n
gronynnog	ɡ r ɔ n ə n ɔ ɡ
grudd	ɡ r ɨː ð
grug	ɡ r ɨː ɡ
gruga	ɡ r ɨ̞ ɡ a
grugen	ɡ r ɨ̞ ɡ a n
grugen	ɡ r ɨ̞ ɡ ɛ n
grugle	ɡ r ɨ ɡ l ɛ
grugo	ɡ r ɨ̞ ɡ ɔ
grugog	ɡ r ɨ̞ ɡ ɔ ɡ
grugos	ɡ r ɨ ɡ ɔ s
grugyn	ɡ r ɨ̞ ɡ ɨ̞ n
grut	ɡ r ɨ̞ t
grutgen	ɡ r ɨ̞ t ɡ ɛ n
grwban	ɡ r ʊ b a n
grwpiau	ɡ r ʊ p j a
grwpiau	ɡ r ʊ p j a ɨ̯
grwpiau	ɡ r ʊ p j ɛ
grwth	ɡ r uː θ
grwys	ɡ r uː ɨ̯ s
gryf	ɡ r ɨː v
grym	ɡ r ɨ̞ m
grymus	ɡ r ə m ɨ̞ s
grys	ɡ r ɨː s
grât	ɡ r aː t
grêt	ɡ r eː t
grôt	ɡ r oː t
grŵp	ɡ r uː p
gu	ɡ ɨː
gusan	ɡ ɨ̞ s a n
gusanau	ɡ ɨ̞ s a n a
gusanau	ɡ ɨ̞ s a n a ɨ̯
gusanau	ɡ ɨ̞ s a n ɛ
gusanu	ɡ ɨ̞ s a n ɨ̞
gut	ɡ ɨ̞ t
gwach	ɡ w aː χ
gwacsaw	ɡ w a k s a u̯
gwacter	ɡ w a k t ɛ r
gwactod	ɡ w a k t ɔ d
gwacáu	ɡ w a k a ɨ̯
gwadal	ɡ w a d a l
gwadd	ɡ w aː ð
gwadden	ɡ w a ð ɛ n
gwaddod	ɡ w a ð ɔ d
gwaddodi	ɡ w a ð ɔ d ɪ
gwaddodiad	ɡ w a ð ɔ d j a d
gwaddodlyd	ɡ w a ð ɔ d l ɨ̞ d
gwaddodol	ɡ w a ð ɔ d ɔ l
gwadiad	ɡ w a d j a d
gwadn	ɡ w a d a n
gwadn	ɡ w a d n
gwadn	ɡ w aː d a n
gwadu	ɡ w a d ɨ̞
gwae	ɡ w aː ɨ̯
gwaed	ɡ w aː ɨ̯ d
gwaedd	ɡ w aː ɨ̯ ð
gwaedded	ɡ w e ɨ̯ ð ɛ d
gwaedu	ɡ w e ɨ̯ d ɨ
gwael	ɡ w aː ɨ̯ l
gwaell	ɡ w aː ɨ̯ ɬ
gwaelod	ɡ w e ɨ̯ l ɔ d
gwaered	ɡ w e ɨ̯ r a d
gwaered	ɡ w e ɨ̯ r ɛ d
gwaeth	ɡ w aː ɨ̯ θ
gwaetha	ɡ w e ɨ̯ θ a
gwaethaf	ɡ w e ɨ̯ θ a
gwaethaf	ɡ w e ɨ̯ θ a v
gwag	ɡ w aː ɡ
gwagedd	ɡ w a ɡ ɛ ð
gwagen	ɡ w a ɡ ɛ n
gwagio	ɡ w a ɡ j ɔ
gwagol	ɡ w a ɡ ɔ l
gwagolaidd	ɡ w a ɡ ɔ l a i̯ ð
gwagolyn	ɡ w a ɡ ɔ l ɨ̞ n
gwahadden	ɡ w a ð ɛ n
gwahaddod	ɡ w a h a ð ɔ d
gwahaniad	ɡ w a h a n j a d
gwahaniaeth	ɡ w a h a n j a ɨ̯ θ
gwahaniaeth	ɡ w a h a n j a θ
gwahaniaeth	ɡ w a h a n j ɛ θ
gwahaniaeth	ɡ w a n j a θ
gwahaniaeth	ɡ w a n j ɛ θ
gwahaniaethiad	ɡ w a h a n j e ɨ̯ θ j a d
gwahaniaethu	ɡ w a h a n j e ɨ̯ θ ɨ
gwahaniaethu	ɡ w a n j e ɨ̯ θ ɨ
gwahannod	ɡ w a h a n ɔ d
gwahanol	ɡ w a h a n ɔ l
gwahanu	ɡ w a h a n ɨ
gwahardd	ɡ w a h a r ð
gwahodd	ɡ w a h oː ð
gwahodd	ɡ w a h ɔ ð
gwahân	ɡ w a h aː n
gwain	ɡ w a i̯ n
gwair	ɡ w a i̯ r
gwaith	ɡ w a i̯ θ
gwal	ɡ w a l
gwaladr	ɡ w a l a d r
gwalch	ɡ w a l χ
gwalchwyfyn	ɡ w a l χ w ə v ɨ̞ n
gwall	ɡ w a ɬ
gwallgof	ɡ w a ɬ ɡ ɔ v
gwallgofrwydd	ɡ w a ɬ ɡ ɔ v r ʊ ɨ̯ d
gwallt	ɡ w aː ɬ d
gwallus	ɡ w a ɬ ɨ̞ s
gwaltas	ɡ w a l t a s
gwamal	ɡ w a m a l
gwamalu	ɡ w a m a l ɨ̞
gwan	ɡ w a n
gwaneg	ɡ w a n a ɡ
gwaneg	ɡ w a n ɛ ɡ
gwanllyd	ɡ w a n ɬ ɨ̞ d
gwanned	ɡ w a n ɛ d
gwanu	ɡ w a n ɨ̞
gwanwyn	ɡ w a n w ɨ̞ n
gwanwynau	ɡ w a n w ə n a
gwanwynau	ɡ w a n w ə n a ɨ̯
gwanwynau	ɡ w a n w ə n ɛ
gwar	ɡ w a r
gwaradwyddus	ɡ w a r a d ʊ ɨ̯ ð ɨ̞ s
gwarchod	ɡ w a r χ ɔ d
gwarden	ɡ w a r d ɛ n
gwared	ɡ w a r ɛ d
gwaredadwy	ɡ w a r ɛ d a d ʊ ɨ̯
gwarediad	ɡ w a r ɛ d j a d
gwaredig	ɡ w a r ɛ d ɪ ɡ
gwaredigol	ɡ w a r ɛ d ɪ ɡ ɔ l
gwaredol	ɡ w a r ɛ d ɔ l
gwaredu	ɡ w a r ɛ d ɨ
gwarhad	ɡ w a r h aː d
gwariant	ɡ w a r j a n t
gwario	ɡ w a r j ɔ
gwariodd	ɡ w a r j ɔ ð
gwarth	ɡ w a r θ
gwarthal	ɡ w a r θ a l
gwarthegydd	ɡ w a r θ ɛ ɡ ɨ̞ ð
gwarthegyddion	ɡ w a r θ ɛ ɡ ə ð j ɔ n
gwarthus	ɡ w a r θ ɨ̞ s
gwas	ɡ w aː s
gwasanaeth	ɡ w a s a n a ɨ̯ θ
gwasanaeth	ɡ w a s a n a θ
gwasanaeth	ɡ w a s a n ɛ θ
gwasanaethau	ɡ w a s a n e ɨ̯ θ a
gwasanaethau	ɡ w a s a n e ɨ̯ θ a ɨ̯
gwasanaethau	ɡ w a s a n e ɨ̯ θ ɛ
gwasg	ɡ w a s ɡ
gwasgariad	ɡ w a s ɡ a r j a d
gwasgaru	ɡ w a s ɡ a r ɨ
gwasgfa	ɡ w a s ɡ v a
gwasgod	ɡ w a s k ɔ d
gwasgu	ɡ w a s ɡ ɨ̞
gwastad	ɡ w a s d a d
gwastatir	ɡ w a s d a t ɪ r
gwastatáu	ɡ w a s t a t a ɨ̯
gwastraff	ɡ w a s d r a f
gwastraffu	ɡ w a s d r a f ɨ̞
gwatwarus	ɡ w a t w a r ɨ̞ s
gwau	ɡ w a ɨ̯
gwaun	ɡ w a ɨ̞ n
gwawch	ɡ w a u̯ χ
gwawd	ɡ w a u̯ d
gwawdlun	ɡ w a u̯ d ɬ ɨː n
gwawdlyd	ɡ w a u̯ d l ɨ̞ d
gwawl	ɡ w a u̯ l
gwawn	ɡ w a u̯ n
gwawr	ɡ w a u̯ r
gwayw	ɡ w e ɨ̯ ʊ
gwaywffon	ɡ w e ɨ̯ w f ɔ n
gwaywffyn	ɡ w e ɨ̯ w f ɨ̞ n
gwbl	ɡ ʊ b l
gwbl	ɡ ʊ b ʊ l
gwch	ɡ ʊ χ
gwchi	ɡ ʊ χ i
gwddf	ɡ ʊ ð u
gwddf	ɡ ʊ ð v
gwddf	ɡ ʊ ð ʊ v
gwddw	ɡ ʊ ð u
gwddwg	ɡ ʊ ð ʊ ɡ
gwden	ɡ ʊ d ɛ n
gwdihŵ	ɡ ʊ d ɪ h uː
gwe	ɡ w eː
gwead	ɡ w eː a d
gweadedd	ɡ w ɛ a d ɛ ð
gwedd	ɡ w eː ð
gweddaidd	ɡ w eː ð a i̯ ð
gweddaidd	ɡ w eː ð ɛ ð
gweddaidd	ɡ w ɛ ð a i̯ ð
gweddaidd	ɡ w ɛ ð a ð
gweddaidd	ɡ w ɛ ð a ɨ̯ ð
gweddaidd	ɡ w ɛ ð ɛ ð
gweddi	ɡ w ɛ ð ɪ
gweddill	ɡ w ɛ ð ɪ ɬ
gweddillion	ɡ w ɛ ð ɪ ɬ j ɔ n
gweddog	ɡ w ɛ ð ɔ ɡ
gweddol	ɡ w ɛ ð ɔ l
gweddus	ɡ w ɛ ð ɨ̞ s
gweddw	ɡ w ɛ ð u
gweddwon	ɡ w ɛ ð w ɔ n
gweddïau	ɡ w ɛ ð iː a
gweddïau	ɡ w ɛ ð iː a ɨ̯
gweddïau	ɡ w ɛ ð iː ɛ
gweddïo	ɡ w ɛ ð iː ɔ
gweddïon	ɡ w ɛ ð ɪ ɔ n
gweddïwr	ɡ w ɛ ð iː ʊ r
gweddïwyr	ɡ w ɛ ð iː w ɨ̞ r
gweedig	ɡ w ɛ ɛ d i ɡ
gwefan	ɡ w ɛ v a n
gwefr	ɡ w ɛ v r
gwegil	ɡ w ɛ ɡ ɪ l
gwegryn	ɡ w ɛ ɡ r ɨ̞ n
gwehilion	ɡ w ɛ h ɪ l j ɔ n
gweiddi	ɡ w e i̯ ð i
gweilch	ɡ w e i̯ l χ
gweill	ɡ w e i̯ ɬ
gweillen	ɡ w e i̯ ɬ ɛ n
gweinidog	ɡ w e i̯ n ɪ d ɔ ɡ
gweinidogion	ɡ w e i̯ n ɪ d ɔ ɡ j ɔ n
gweinydd	ɡ w e i̯ n ɨ̞ ð
gweinyddes	ɡ w e i̯ n ə ð ɛ s
gweinyddesau	ɡ w e i̯ n ə ð ɛ s a
gweinyddesau	ɡ w e i̯ n ə ð ɛ s a ɨ̯
gweinyddesau	ɡ w e i̯ n ə ð ɛ s ɛ
gweinyddiad	ɡ w e i̯ n ə ð j a d
gweinyddiadau	ɡ w e i̯ n ə ð j a d a
gweinyddiadau	ɡ w e i̯ n ə ð j a d a ɨ̯
gweinyddiadau	ɡ w e i̯ n ə ð j a d ɛ
gweinyddiaeth	ɡ w e i̯ n ə ð j a ɨ̯ θ
gweinyddiaeth	ɡ w e i̯ n ə ð j ɛ θ
gweinyddiaethau	ɡ w e i̯ n ə ð j e ɨ̯ θ a
gweinyddiaethau	ɡ w e i̯ n ə ð j e ɨ̯ θ a ɨ̯
gweinyddiaethau	ɡ w e i̯ n ə ð j e ɨ̯ θ ɛ
gweinyddion	ɡ w e i̯ n ə ð j ɔ n
gweinyddol	ɡ w e i̯ n ə ð ɔ l
gweinyddu	ɡ w e i̯ n ə ð ɨ̞
gweinyddwr	ɡ w e i̯ n ə ð ʊ r
gweinyddwyr	ɡ w e i̯ n ə ð w ɨ̞ r
gweiriau	ɡ w e i̯ r j a
gweiriau	ɡ w e i̯ r j a ɨ̯
gweiriau	ɡ w e i̯ r j ɛ
gweision	ɡ w e i̯ ʃ ɔ n
gweithdy	ɡ w e i̯ θ d ɨ̞
gweithgar	ɡ w e i̯ θ ɡ a r
gweithgaredd	ɡ w e i̯ θ ɡ a r ɛ ð
gweithgarwch	ɡ w e i̯ θ ɡ a r ʊ χ
gweithiad	ɡ w e i̯ θ j a d
gweithio	ɡ w e i̯ θ j ɔ
gweithiwr	ɡ w e i̯ θ j ʊ r
gweithlu	ɡ w e i̯ θ l ɨ
gweithluoedd	ɡ w e i̯ θ l ɨː ɔ ɨ̯ ð
gweithred	ɡ w e i̯ θ r ɛ d
gweithrediad	ɡ w e i̯ θ r ɛ d j a d
gweithredoedd	ɡ w e i̯ θ r ɛ d ɔ ɨ̯ ð
gweithredol	ɡ w e i̯ θ r ɛ d ɔ l
gweithredu	ɡ w e i̯ θ r ɛ d ɨ
gweithwyr	ɡ w e i̯ θ w ɨ̞ r
gweladwy	ɡ w ɛ l a d ʊ ɨ̯
gwelais	ɡ w ɛ l a i̯ s
gwelais	ɡ w ɛ l ɛ s
gwelais	ɡ w ɛ l ɛ ʃ
gwelais	ɡ w ɛ l ɪ ʃ
gwelaist	ɡ w ɛ l a i̯ s t
gwelaist	ɡ w ɛ l ɛ s t
gweld	ɡ w ɛ l d
gweled	ɡ w ɛ l ɛ d
gweledig	ɡ w ɛ l ɛ d ɪ ɡ
gwelen	ɡ w ɛ l ɛ n
gweler	ɡ w ɛ l ɛ r
gweles	ɡ w ɛ l ɛ s
gwelet	ɡ w ɛ l ɛ t
gwell	ɡ w ɛ ɬ
gwella	ɡ w ɛ ɬ a
gwelliant	ɡ w ɛ ɬ j a n t
gwellt	ɡ w eː ɬ d
gwellta	ɡ w ɛ ɬ t a
gwelsen	ɡ w ɛ l s ɛ n
gwelwch	ɡ w ɛ l ʊ χ
gwelwn	ɡ w ɛ l ʊ n
gwely	ɡ w ɛ l ɨ̞
gwelydd	ɡ w ɛ l ɨ̞ ð
gwen	ɡ w ɛ n
gwenan	ɡ w ɛ n a n
gwenci	ɡ w ɛ ŋ k i
gwendid	ɡ w ɛ n d ɪ d
gwenen	ɡ w ɛ n ɛ n
gwenieithio	ɡ w ɛ n j e i̯ θ j ɔ
gwenith	ɡ w ɛ n ɪ θ
gwenithfaen	ɡ w ɛ n ɪ θ v a ɨ̯ n
gwennol	ɡ w ɛ n ɔ l
gwenoliaid	ɡ w ɛ n ɔ l j a i̯ d
gwenoliaid	ɡ w ɛ n ɔ l j ɛ d
gwenu	ɡ w ɛ n ɨ̞
gwenwyn	ɡ w ɛ n w ɨ̞ n
gwenwynig	ɡ w ɛ n ʊ ɨ̯ n ɪ ɡ
gwenwynu	ɡ w ɛ n w ə n ɨ
gwenyn	ɡ w ɛ n ɨ̞ n
gwenynen	ɡ w e n ə n a n
gwenynen	ɡ w e n ə n ɛ n
gweoedd	ɡ w eː ɔ ɨ̯ ð
gwep	ɡ w ɛ p
gwerdd	ɡ w ɛ r ð
gwerddon	ɡ w ɛ r ð ɔ n
gwerddonau	ɡ w ɛ r ð ɔ n a
gwerddonau	ɡ w ɛ r ð ɔ n a ɨ̯
gwerddonau	ɡ w ɛ r ð ɔ n ɛ
gweren	ɡ w ɛ r ɛ n
gwerin	ɡ w ɛ r ɪ n
gweriniaeth	ɡ w ɛ r ɪ n j a ɨ̯ θ
gweriniaeth	ɡ w ɛ r ɪ n j ɛ θ
gweriniaethau	ɡ w ɛ r ɪ n j e ɨ̯ θ a
gweriniaethau	ɡ w ɛ r ɪ n j e ɨ̯ θ a ɨ̯
gweriniaethau	ɡ w ɛ r ɪ n j e ɨ̯ θ ɛ
gwerinlywodraeth	ɡ w ɛ r ɪ n l ə w ɔ d r a ɨ̯ θ
gwerinwr	ɡ w ɛ r ɪ n ʊ r
gwerinwyr	ɡ w ɛ r ɪ n w ɨ̞ r
gwern	ɡ w ɛ r n
gwernen	ɡ w ɛ r n ɛ n
gwernog	ɡ w ɛ r n ɔ ɡ
gwernos	ɡ w ɛ r n ɔ s
gwers	ɡ w ɛ r s
gwerslyfr	ɡ w e r s l ɨ̞ v r
gwerslyfr	ɡ w e r s l ɨ̞ v ɨ̞ r
gwerth	ɡ w ɛ r θ
gwerthfawrogi	ɡ w ɛ r θ v a u̯ r ɔ ɡ ɪ
gwerthiant	ɡ w ɛ r θ j a n t
gwerthu	ɡ w ɛ r θ ɨ̞
gwerthuso	ɡ w ɛ r θ ɨ̞ s ɔ
gwerthwr	ɡ w ɛ r θ ʊ r
gwerthwyr	ɡ w ɛ r θ w ɨ̞ r
gweryd	ɡ w ɛ r ɨ̞ d
gwerydu	ɡ w ɛ r ə d ɨ̞
gwesgyr	ɡ w ɛ s ɡ ɨ̞ r
gwest	ɡ w eː s d
gwestai	ɡ w ɛ s d a i̯
gwesteion	ɡ w ɛ s d e i̯ ɔ n
gwestiwn	ɡ w ɛ s d j ʊ n
gwesty	ɡ w ɛ s d ɨ̞
gweu	ɡ w e ɨ̯
gweud	ɡ w e ɨ̯ d
gweunydd	ɡ w e ɨ̯ n ɨ̞ ð
gwg	ɡ uː ɡ
gwib	ɡ w iː b
gwiber	ɡ w ɪ b ɛ r
gwiberlys	ɡ w ɪ b ɛ r l ɨ̞ s
gwiberod	ɡ w ɪ b ɛ r ɔ d
gwibredyn	ɡ w ɪ b r ɛ d ɨ̞ n
gwifr	ɡ w ɪ v r
gwig	ɡ w iː ɡ
gwimbill	ɡ w ɪ m b ɪ ɬ
gwimbled	ɡ w ɪ m b l ɛ d
gwin	ɡ w iː n
gwinau	ɡ w ɪ n a
gwinau	ɡ w ɪ n a ɨ̯
gwinau	ɡ w ɪ n ɛ
gwinoedd	ɡ w ɪ n ɔ ɨ̯ ð
gwir	ɡ w iː r
gwirf	ɡ w ɪ r v
gwirfoddol	ɡ w ɪ r v ɔ ð ɔ l
gwirfwy	ɡ w ɪ r v ʊ ɨ̯
gwirion	ɡ w ɪ r j ɔ n
gwiriondeb	ɡ w ɪ r j ɔ n d ɛ b
gwirioneddol	ɡ w ɪ r j ɔ n ɛ ð ɔ l
gwirod	ɡ w ɪ r ɔ d
gwirodlyn	ɡ w ɪ r ɔ d l ɨ̞ n
gwisg	ɡ w iː s ɡ
gwisga	ɡ w ɪ s ɡ a
gwisgo	ɡ w ɪ s ɡ ɔ
gwiw	ɡ w ɪ u̯
gwiwer	ɡ w ɪ u̯ a r
gwiwer	ɡ w ɪ u̯ ɛ r
gwiwerod	ɡ w ɪ u̯ ɛ r ɔ d
gwlad	ɡ w l aː d
gwladaidd	ɡ w l a d a i̯ ð
gwladaidd	ɡ w l a d ɛ ð
gwladfa	ɡ w l a d v a
gwladfeydd	ɡ w l a d v e ɨ̯ ð
gwladgar	ɡ w l a t k a r
gwladgarol	ɡ w l a d ɡ a r ɔ l
gwladgarwr	ɡ w l a d ɡ a r ʊ r
gwladgarwyr	ɡ w l a d ɡ a r w ɨ̞ r
gwladol	ɡ w l a d ɔ l
gwladwriaeth	ɡ w l a d ʊ r j a ɨ̯ θ
gwlana	ɡ w l a n a
gwlaniach	ɡ w l a n j a χ
gwlanog	ɡ w l a n ɔ ɡ
gwlatgar	ɡ w l a t ɡ a r
gwledd	ɡ w l eː ð
gwledig	ɡ w l ɛ d ɪ ɡ
gwledydd	ɡ w l ɛ d ɨ̞ ð
gwleidydd	ɡ w l e i̯ d ɨ̞ ð
gwleidyddol	ɡ w l e i̯ d ə ð ɔ l
gwlff	ɡ ʊ l f
gwlith	ɡ w l iː θ
gwlithen	ɡ w l ɪ θ a n
gwlithen	ɡ w l ɪ θ ɛ n
gwlithlaw	ɡ w l ɪ θ l a u̯
gwlw	ɡ ʊ l u
gwlyb	ɡ w l ɨː b
gwlybaniaeth	ɡ w l ə b a n j a ɨ̯ θ
gwlybaniaeth	ɡ w l ə b a n j a θ
gwlybaniaeth	ɡ w l ə b a n j ɛ θ
gwlych	ɡ w l ɨː χ
gwlychu	ɡ l ə χ i
gwlychu	ɡ w l ə χ i
gwlychu	ɡ w l ə χ ɨ
gwlypach	ɡ w l ə p a χ
gwlypaf	ɡ w l ə p a
gwlypaf	ɡ w l ə p a v
gwlyped	ɡ w l ə p ɛ d
gwlân	ɡ w l aː n
gwm	ɡ ʊ m
gwmni	ɡ ʊ m n i
gwmpas	ɡ ʊ m p a s
gwn	ɡ ʊ n
gwna	ɡ w n aː
gwnaed	ɡ w n aː ɨ̯ d
gwnaer	ɡ w n aː ɨ̯ r
gwnaeth	n aː θ
gwnaeth	ɡ n aː θ
gwnaeth	ɡ w n aː ɨ̯ θ
gwnaethoch	ɡ w n e ɨ̯ θ ɔ χ
gwnaethon	ɡ w n e ɨ̯ θ ɔ n
gwnaethpwyd	ɡ w n e ɨ̯ θ p ʊ ɨ̯ d
gwnei	ɡ w n e i̯
gwneler	ɡ w n ɛ l ɛ r
gwnes	ɡ w n eː s
gwnest	ɡ w n ɛ s d
gwneud	n e ɨ̯ d
gwneud	ɡ n e ɨ̯ d
gwneud	ɡ w n e ɨ̯ d
gwnewch	ɡ w n ɛ u̯ χ
gwningen	ɡ ʊ n ɪ ŋ a n
gwningen	ɡ ʊ n ɪ ŋ ɛ n
gwobr	ɡ w ɔ b r
gwobrau	ɡ w ɔ b r a
gwobrau	ɡ w ɔ b r a ɨ̯
gwobrau	ɡ w ɔ b r ɛ
gwobrwyon	ɡ w ɔ b r ʊ ɨ̯ ɔ n
gwpan	ɡ ʊ p a n
gwpwrdd	ɡ ʊ p ʊ r ð
gwr	ɡ uː r
gwrach	ɡ w r aː χ
gwrachell	ɡ w r a χ ɛ ɬ
gwragedd	ɡ w r a ɡ a ð
gwragedd	ɡ w r a ɡ ɛ ð
gwraidd	ɡ w r a i̯ ð
gwraig	ɡ w r a i̯ ɡ
gwranda	ɡ w r a n d a
gwrandawodd	ɡ w r a n d a u̯ ɔ ð
gwrandewch	ɡ w r a n d ɛ u̯ χ
gwrando	ɡ w r a n d ɔ
gwrdd	ɡ ʊ r ð
gwregys	ɡ w r ɛ ɡ ɨ̞ s
gwreiddiadur	ɡ w r ɛ ɨ̞̯ ð j a d ɨ̞ r
gwreiddiau	ɡ w r e i̯ ð j a
gwreiddiau	ɡ w r e i̯ ð j a ɨ̯
gwreiddiau	ɡ w r e i̯ ð j ɛ
gwreiddio	ɡ w r e i̯ ð j ɔ
gwreiddiol	ɡ w r e i̯ ð j ɔ l
gwreiddioldeb	ɡ w r e i̯ ð j ɔ l d a b
gwreiddioldeb	ɡ w r e i̯ ð j ɔ l d ɛ b
gwreiddyn	ɡ w r e i̯ ð ɨ̞ n
gwrendy	ɡ w r ɛ n d ɨ
gwres	ɡ w r eː s
gwresog	ɡ w r ɛ s ɔ ɡ
gwresogi	ɡ w r ɛ s ɔ ɡ ɪ
gwrid	ɡ w r iː d
gwrm	ɡ ʊ r m
gwrol	ɡ ʊ r ɔ l
gwroldeb	ɡ u r ɔ l d a b
gwroldeb	ɡ u r ɔ l d ɛ b
gwroli	ɡ ʊ r ɔ l ɪ
gwron	ɡ ʊ r ɔ n
gwrs	ɡ ʊ r s
gwrtaith	ɡ ʊ r t a i̯ θ
gwrteithio	ɡ ʊ r t e i̯ θ j ɔ
gwrthban	ɡ ʊ r θ b a n
gwrthbrofi	ɡ ʊ r θ b r ɔ v ɪ
gwrthdaro	ɡ ʊ r θ d a r ɔ
gwrthdaro	ɡ ʊ r θ d aː r ɔ
gwrthdorri	ɡ ʊ r θ d ɔ r i
gwrthdroi	ɡ ʊ r θ d r ɔ i̯
gwrthdystio	ɡ ʊ r θ d ə s d j ɔ
gwrthfaterol	ɡ ʊ r θ v a t ɛ r ɔ l
gwrthgyferbyniad	ɡ ʊ r θ ɡ ə v ɛ r b ə n j a d
gwrthgyferbyniol	ɡ ʊ r θ ɡ ə v ɛ r b ə n j ɔ l
gwrthgyferbynnu	ɡ ʊ r θ ɡ ə v ɛ r b ə n ɨ̞
gwrthgymdeithasol	ɡ ʊ r θ ɡ ə m d e i̯ θ a s ɔ l
gwrthiselder	ɡ ʊ r θ ɪ s ɛ l d ɛ r
gwrthiselydd	ɡ ʊ r θ ɪ s ɛ l ɨ̞ ð
gwrthiselyddion	ɡ ʊ r θ ɪ s ɛ l ə ð j ɔ n
gwrthlys	ɡ ʊ r θ l ɨ̞ s
gwrthnysig	ɡ ʊ r θ n ə s ɪ ɡ
gwrthod	ɡ ʊ r θ ɔ d
gwrthrewydd	ɡ ʊ r θ r ɛ u̯ ɨ̞ ð
gwrthrych	ɡ ʊ r θ r ɨ̞ χ
gwrthrychol	ɡ ʊ r θ r ə χ ɔ l
gwrthryfel	ɡ ʊ r θ r ə v ɛ l
gwrthryfela	ɡ ʊ r θ r ə v ɛ l a
gwrthryfelgar	ɡ ʊ r θ r ə v ɛ l ɡ a r
gwrthryfeloedd	ɡ ʊ r θ r ə v ɛ l ɔ ɨ̯ ð
gwrthryfelwr	ɡ ʊ r θ r ə v ɛ l ʊ r
gwrthryfelwyr	ɡ ʊ r θ r ə v ɛ l w ɨ̞ r
gwrthsur	ɡ ʊ r θ s ɨ̞ r
gwrthsuraidd	ɡ ʊ r θ s ɨ̞ r a i̯ ð
gwrthun	ɡ ʊ r θ ɨ̞ n
gwrthwynebair	ɡ ʊ r θ w ɨ̞ n ɛ b a i̯ r
gwrthwynebiad	ɡ ʊ r θ w ɨ̞ n ɛ b j a d
gwrthwynebiadau	ɡ ʊ r θ w ɨ̞ n ɛ b j a d a
gwrthwynebiadau	ɡ ʊ r θ w ɨ̞ n ɛ b j a d a ɨ̯
gwrthwynebiadau	ɡ ʊ r θ w ɨ̞ n ɛ b j a d ɛ
gwrthwynebu	ɡ ʊ r θ w ɨ̞ n ɛ b ɨ
gwrthwynebwr	ɡ ʊ r θ w ɨ̞ n ɛ b ʊ r
gwrthwynebwyr	ɡ ʊ r θ w ɨ̞ n ɛ b w ɨ̞ r
gwrthwynebydd	ɡ ʊ r θ w ɨ̞ n ɛ b ɨ̞ ð
gwrw	ɡ ʊ r u
gwrychddail	ɡ w r ɨ̞ χ d a i̯ l
gwrychell	ɡ w r ə χ ɛ ɬ
gwrychredyn	ɡ w r ə χ r ɛ d ɨ̞ n
gwrysg	ɡ w r ɨː s ɡ
gwryw	ɡ ʊ r ɨ̞ u̯
gwrywaidd	ɡ ʊ r ə u̯ a i̯ ð
gwrywaidd	ɡ ʊ r ə u̯ ɛ ð
gwrywgydiad	ɡ ʊ r ɪ u̯ ɡ ə d j a d
gwrywgydiaeth	ɡ ʊ r ɪ u̯ ɡ ə d j a ɨ̯ θ
gwrywgydio	ɡ ʊ r ɪ u̯ ɡ ə d j ɔ
gwrywgydiol	ɡ ʊ r ɪ u̯ ɡ ə d j ɔ l
gwrywgydiwr	ɡ ʊ r ɪ u̯ ɡ ə d j ʊ r
gwsberen	ɡ ʊ s b ɛ r a n
gwsberen	ɡ ʊ s b ɛ r ɛ n
gwsberis	ɡ ʊ s b ɛ r ɪ s
