अ	ɐ
नारद	n ɑː ɾ ɐ d ɐ
नारद	n̪ ɑː ɾ ɐ d̪ ɐ
नाराच	n ɑː ɾ ɑː t͡ɕ ɐ
नाराच	n̪ ɑː ɾ ɑː t͡ɕ ɐ
नारि	n ɑ́ː ɾ i
नारि	n̪ ɑː ɾ i
नारिकेल	n ɑː ɾ i k ɐ j l ɐ
नारिकेल	n̪ ɑː ɾ i k eː l̪ ɐ
नारी	n ɑ́ː ɾ iː
नारी	n̪ ɑː ɾ iː
नालिक	n ɑː l i k ɐ
नालिक	n̪ ɑː l̪ i k ɐ
नालिका	n ɑː l i k ɑː
नालिका	n̪ ɑː l̪ i k ɑː
नावा	n ɑː ʋ ɑː
नावा	n̪ ɑː ʋ ɑː
नावाज	n ɑː ʋ ɑː d͡ʑ ɐ́
नावाज	n̪ ɑː ʋ ɑː d͡ʑ ɐ
नाश	n ɑː ɕ ɐ́
नाश	n̪ ɑː ɕ ɐ
नाशयति	n ɑː ɕ ɐ́ j ɐ t i
नाशयति	n̪ ɑː ɕ ɐ j ɐ t̪ i
नासया	n ɑ́ː s ɐ j ɑː
नासया	n̪ ɑː s̪ ɐ j ɑː
नासयोस्	n ɑ́ː s ɐ j ɐ w s
नासयोस्	n̪ ɑː s̪ ɐ j oː s̪
नासा	n ɑ́ː s ɑː
नासा	n̪ ɑː s̪ ɑː
नासानाम्	n ɑ́ː s ɑː n ɑː m
नासानाम्	n̪ ɑː s̪ ɑː n̪ ɑː m
नासाभिस्	n ɑ́ː s ɑː bʱ i s
नासाभिस्	n̪ ɑː s̪ ɑː bʱ i s̪
नासाभ्यस्	n ɑ́ː s ɑː bʱ j ɐ s
नासाभ्यस्	n̪ ɑː s̪ ɑː bʱ j ɐ s̪
नासाभ्याम्	n ɑ́ː s ɑː bʱ j ɑː m
नासाभ्याम्	n̪ ɑː s̪ ɑː bʱ j ɑː m
नासाम्	n ɑ́ː s ɑː m
नासाम्	n̪ ɑː s̪ ɑː m
नासायाम्	n ɑ́ː s ɑː j ɑː m
नासायाम्	n̪ ɑː s̪ ɑː j ɑː m
नासायास्	n ɑ́ː s ɑː j ɑː s
नासायास्	n̪ ɑː s̪ ɑː j ɑː s̪
नासायै	n ɑ́ː s ɑː j ɑː j
नासायै	n̪ ɑː s̪ ɑː j ɑ j
नासासु	n ɑ́ː s ɑː s u
नासासु	n̪ ɑː s̪ ɑː s̪ u
नासास्	n ɑ́ː s ɑː s
नासास्	n̪ ɑː s̪ ɑː s̪
नासिका	n ɑ́ː s i k ɑː
नासिका	n̪ ɑː s̪ i k ɑː
नासे	n ɑ́ː s ɐ j
नासे	n̪ ɑː s̪ eː
नास्ति	n ɑː s t i
नास्ति	n̪ ɑː s̪ t̪ i
नास्तिक	n ɑː s t i k ɐ
नास्तिक	n̪ ɑː s̪ t̪ i k ɐ
नि	n í
नि	n̪ i
निक्त	n i k t ɐ́
निक्त	n̪ i k t̪ ɐ
निखर्व	n i kʰ ɐ ɾ ʋ ɐ
निखर्व	n̪ i kʰ ɐ ɾ ʋ ɐ
निखिल	n i kʰ i l ɐ
निखिल	n̪ i kʰ i l̪ ɐ
निघण्टु	n i ɡʱ ɐ ɳ ʈ u
निघण्टु	n̪ i ɡʱ ɐ ɳ ʈ u
निचय	n i t͡ɕ ɐ j ɐ
निचय	n̪ i t͡ɕ ɐ j ɐ
निज	n i d͡ʑ ɐ
निज	n̪ i d͡ʑ ɐ
नित्य	n í t j ɐ
नित्य	n̪ i t̪ j ɐ
निदाघ	n i d ɑː ɡʱ ɐ́
निदाघ	n̪ i d̪ ɑː ɡʱ ɐ
निद्	n í d
निद्	n̪ i d̪
निद्रा	n i d ɾ ɑ́ː
निद्रा	n̪ i d̪ ɾ ɑː
निधातोस्	n í dʱ ɑː t ɐ w s
निधातोस्	n̪ i d̪ʱ ɑː t̪ oː s̪
निधि	n i dʱ í
निधि	n̪ i d̪ʱ i
निन्दति	n í n d ɐ t i
निन्दति	n̪ i n̪ d̪ ɐ t̪ i
निन्दा	n i n d ɑ́ː
निन्दा	n̪ i n̪ d̪ ɑː
निन्दित	n i n d i t ɐ́
निन्दित	n̪ i n̪ d̪ i t̪ ɐ
निन्द्य	n i n d j ɐ
निन्द्य	n̪ i n̪ d̪ j ɐ
निमय	n i m ɐ j ɐ
निमय	n̪ i m ɐ j ɐ
निमिष	n i m i ʂ ɐ
निमिष	n̪ i m i ʂ ɐ
निम्न	n i m n ɐ́
निम्न	n̪ i m n̪ ɐ
निम्ब	n i m b ɐ
निम्ब	n̪ i m b ɐ
निम्बू	n̪ i m b uː
निम्बूक	n i m b uː k ɐ
निम्बूक	n̪ i m b uː k ɐ
नियम	n i j ɐ m ɐ́
नियम	n̪ i j ɐ m ɐ
नियुत	n i j u t ɐ
नियुत	n̪ i j u t̪ ɐ
निरन्तर	n i ɾ ɐ́ n t ɐ ɾ ɐ
निरन्तर	n̪ i ɾ ɐ n̪ t̪ ɐ ɾ ɐ
निरर्थक	n i ɾ ɐ ɾ tʰ ɐ k ɐ
निरर्थक	n̪ i ɾ ɐ ɾ t̪ʰ ɐ k ɐ
निरवदाति	n i ɾ ɐ ʋ ɐ d ɑː t i
निरवदाति	n̪ i ɾ ɐ ʋ ɐ d̪ ɑː t̪ i
निराकरण	n i ɾ ɑː k ɐ ɾ ɐ ɳ ɐ
निराकरण	n̪ i ɾ ɑː k ɐ ɾ ɐ ɳ ɐ
निरीक्षक	n i ɾ iː k ʂ ɐ k ɐ
निरीक्षक	n̪ i ɾ iː k ʂ ɐ k ɐ
निरीक्षण	n i ɾ iː k ʂ ɐ ɳ ɐ
निरीक्षण	n̪ i ɾ iː k ʂ ɐ ɳ ɐ
निरीक्षया	n i ɾ iː k ʂ ɐ j ɑː
निरीक्षया	n̪ i ɾ iː k ʂ ɐ j ɑː
निरीक्षा	n i ɾ iː k ʂ ɑː
निरीक्षा	n̪ i ɾ iː k ʂ ɑː
निर्धन	n i ɾ dʱ ɐ n ɐ
निर्धन	n̪ i ɾ d̪ʱ ɐ n̪ ɐ
निर्बल	n i ɾ b ɐ l ɐ
निर्बल	n̪ i ɾ b ɐ l̪ ɐ
निर्भय	n i ɾ bʱ ɐ j ɐ
निर्भय	n̪ i ɾ bʱ ɐ j ɐ
निर्भर	n̪ i ɾ bʱ ɐ ɾ ɐ
निर्मल	n i ɾ m ɐ l ɐ
निर्मल	n̪ i ɾ m ɐ l̪ ɐ
निर्मा	n i ɾ m ɑː
निर्मा	n̪ i ɾ m ɑː
निर्माण	n i ɾ m ɑː ɳ ɐ
निर्माण	n̪ i ɾ m ɑː ɳ ɐ
निर्मोह	n i ɾ m ɐ w ɦ ɐ
निर्मोह	n̪ i ɾ m oː ɦ ɐ
निर्यात	n i ɾ j ɑː t ɐ
निर्यात	n̪ i ɾ j ɑː t̪ ɐ
निर्लक्ष्य	n i ɾ l ɐ k ʂ j ɐ
निर्लक्ष्य	n̪ i ɾ l̪ ɐ k ʂ j ɐ
निर्वाण	n̪ i ɾ ʋ ɑː ɳ ɐ
निर्हरति	n i ɾ ɦ ɐ ɾ ɐ t i
निर्हरति	n̪ i ɾ ɦ ɐ ɾ ɐ t̪ i
निवास	n i ʋ ɑː s ɐ
निवास	n̪ i ʋ ɑː s̪ ɐ
निवेदन	n i ʋ ɐ j d ɐ n ɐ
निवेदन	n̪ i ʋ eː d̪ ɐ n̪ ɐ
निश्रि	n i ɕ ɾ i
निश्रि	n̪ i ɕ ɾ i
निषत्त	n i ʂ ɐ t̪ t̪ ɐ́
निषत्त	n í ʂ ɐ t̪ t̪ ɐ
निषत्त	n̪ i ʂ ɐ t̪ t̪ ɐ
निषत्ति	n í ʂ ɐ t t i
निषत्ति	n̪ i ʂ ɐ t̪ t̪ i
निषत्तिः	n í ʂ ɐ t t i h
निषत्तिः	n̪ i ʂ ɐ t̪ t̪ i h
निष्क	n i ʂ k ɐ
निष्क	n̪ i ʂ k ɐ
निष्कल्	n i ʂ k ɐ l
निष्कल्	n̪ i ʂ k ɐ l̪
निष्कारण	n i ʂ k ɑː ɾ ɐ ɳ ɐ
निष्कारण	n̪ i ʂ k ɑː ɾ ɐ ɳ ɐ
निष्कारणम्	n i ʂ k ɑː ɾ ɐ ɳ ɐ m
निष्कारणम्	n̪ i ʂ k ɑː ɾ ɐ ɳ ɐ m
निष्कालयति	n i ʂ k ɑː l ɐ j ɐ t i
निष्कालयति	n̪ i ʂ k ɑː l̪ ɐ j ɐ t̪ i
निष्टप्त	n í ʂ ʈ ɐ p t ɐ
निष्टप्त	n̪ i ʂ ʈ ɐ p t̪ ɐ
निष्णात	n i ʂ ɳ ɑː t ɐ
निष्णात	n̪ i ʂ ɳ ɑː t̪ ɐ
निस्	n í s
निस्	n̪ i s̪
नी	n iː
नी	n̪ iː
नीक्षण	n íː k ʂ ɐ ɳ ɐ
नीक्षण	n̪ iː k ʂ ɐ ɳ ɐ
नीच	n iː t͡ɕ ɐ
नीच	n̪ iː t͡ɕ ɐ
नीड	n iː ɖ ɐ́
नीड	n̪ iː ɖ ɐ
नीत	n iː t ɐ́
नीत	n̪ iː t̪ ɐ
नीति	n iː t i
नीति	n̪ iː t̪ i
नीर	n iː ɾ ɐ́
नीर	n̪ iː ɾ ɐ
नीरस	n iː ɾ ɐ s ɐ
नीरस	n̪ iː ɾ ɐ s̪ ɐ
नील	n íː l ɐ
नील	n̪ iː l̪ ɐ
नीललोहित	n iː l ɐ l ɐ w ɦ i t ɐ́
नीललोहित	n̪ iː l̪ ɐ l̪ oː ɦ i t̪ ɐ
नीळ	n iː ɭ̆ ɐ́
नीळ	n̪ iː ɭ̆ ɐ
नु	n u
नु	n ú
नु	n̪ u
नुद्	n u d
नुद्	n̪ u d̪
नुनोद	n u n ɐ́ w d ɐ
नुनोद	n̪ u n̪ oː d̪ ɐ
नूतन	n úː t ɐ n ɐ
नूतन	n̪ uː t̪ ɐ n̪ ɐ
नृ	n ŕ̩
नृ	n̪ r̩
नृत्	n r̩ t
नृत्	n̪ r̩ t̪
नृत्त	n r̩ t t ɐ
नृत्त	n̪ r̩ t̪ t̪ ɐ
नृत्यति	n ŕ̩ t j ɐ t i
नृत्यति	n̪ r̩ t̪ j ɐ t̪ i
नृप	n ŕ̩ p ɐ
नृप	n̪ r̩ p ɐ
नृपशु	n ŕ̩ p ɐ ɕ u
नृपशु	n̪ r̩ p ɐ ɕ u
नृम्ण	n r̩ m ɳ ɐ́
नृम्ण	n̪ r̩ m ɳ ɐ
नॄन्	n ŕ̩ː n
नॄन्	n̪ r̩ː n̪
नेक्षण	n ɐ́ j k ʂ ɐ ɳ ɐ
नेक्षण	n̪ eː k ʂ ɐ ɳ ɐ
नेतृ	n ɐ j t ŕ̩
नेतृ	n ɐ́ j t r̩
नेतृ	n̪ eː t̪ r̩
नेतृत्व	n ɐ j t r̩ t ʋ ɐ
नेतृत्व	n̪ eː t̪ r̩ t̪ ʋ ɐ
नेत्र	n ɐ j t ɾ ɐ
नेत्र	n̪ eː t̪ ɾ ɐ
नेत्रच्छद	n̪ eː t̪ ɾ ɐ t̪ t͡ɕʰ ɐ d̪ ɐ
नेत्रपिण्ड	n ɐ j t ɾ ɐ p i ɳ ɖ ɐ
नेत्रपिण्ड	n̪ eː t̪ ɾ ɐ p i ɳ ɖ ɐ
नेत्री	n ɐ j t ɾ íː
नेत्री	n̪ eː t̪ ɾ iː
नेत्रोपम	n ɐ j t ɾ ɐ w p ɐ m ɐ
नेत्रोपम	n̪ eː t̪ ɾ oː p ɐ m ɐ
नेदिष्ठ	n ɐ́ j d i ʂ ʈʰ ɐ
नेदिष्ठ	n̪ eː d̪ i ʂ ʈʰ ɐ
नेदीयस्	n ɐ́ j d iː j ɐ s
नेदीयस्	n̪ eː d̪ iː j ɐ s̪
नेद्	n ɐ j d
नेद्	n̪ eː d̪
नेनेक्ति	n ɐ́ j n ɐ j k t i
नेनेक्ति	n̪ eː n̪ eː k t̪ i
नेपाल	n ɐ j p ɑː l ɐ
नेपाल	n̪ eː p ɑː l̪ ɐ
नेम	n ɐ́ j m ɐ
नेम	n̪ eː m ɐ
नेमि	n ɐ j m í
नेमि	n̪ eː m i
नो	n ɐ́ w
नो	n̪ oː
नोद्	n ɐ w d
नोद्	n̪ oː d̪
नौ	n ɑː w
नौ	n̪ ɑ w
नौका	n ɑː w k ɑː
नौका	n̪ ɑ w k ɑː
नौति	n ɑ́ː w t i
नौति	n̪ ɑ w t̪ i
न्यग्रोध	n j ɐ ɡ ɾ ɐ́ w dʱ ɐ
न्यग्रोध	n̪ j ɐ ɡ ɾ oː d̪ʱ ɐ
न्यस्	n j ɐ s
न्यस्	n̪ j ɐ s̪
न्याय	n j ɑː j ɐ
न्याय	n̪ j ɑː j ɐ
न्यायालय	n̪ j ɑː j ɑː l̪ ɐ j ɐ
न्यून	n í j uː n ɐ
न्यून	n̪ j uː n̪ ɐ
पकार	p ɐ k ɑː ɾ ɐ
पक्ता	p ɐ k t ɑ́ː
पक्ता	p ɐ k t̪ ɑː
पक्ति	p ɐ k t̪ i
पक्ति	p ɐ k t̪ í
पक्ति	p ɐ́ k t̪ i
पक्तृ	p ɐ k t ŕ̩
पक्तृ	p ɐ k t̪ r̩
पक्व	p ɐ k ʋ ɐ
पक्व	p ɐ k ʋ ɐ́
पक्ष	p ɐ k ʂ ɐ
पक्ष	p ɐ́ k ʂ ɐ
पक्षिन्	p ɐ k ʂ i n̪
पक्षिन्	p ɐ k ʂ í n
पक्ष्मन्	p ɐ k ʂ m ɐ n̪
पक्ष्मन्	p ɐ́ k ʂ m ɐ n
पङ्क	p ɐ ŋ k ɐ
पङ्क्ति	p ɐ ŋ k t í
पङ्क्ति	p ɐ ŋ k t̪ i
पङ्गु	p ɐ ŋ ɡ u
पचति	p ɐ t͡ɕ ɐ t̪ i
पचति	p ɐ́ t͡ɕ ɐ t i
पञ्चदश	p ɐ ɲ t͡ɕ ɐ d̪ ɐ ɕ ɐ
पञ्चदश	p ɐ́ ɲ t͡ɕ ɐ d ɐ ɕ ɐ
पञ्चन्	p ɐ ɲ t͡ɕ ɐ n̪
पञ्चन्	p ɐ́ ɲ t͡ɕ ɐ n
पञ्चम	p ɐ ɲ t͡ɕ ɐ m ɐ
पञ्चम	p ɐ ɲ t͡ɕ ɐ m ɐ́
पञ्चविंशति	p ɐ ɲ t͡ɕ ɐ ʋ ĩ ɕ ɐ t̪ i
पञ्चविंशति	p ɐ́ ɲ t͡ɕ ɐ ʋ ĩ ɕ ɐ t i
पञ्चशील	p ɐ ɲ t͡ɕ ɐ ɕ iː l ɐ́
पञ्चशील	p ɐ ɲ t͡ɕ ɐ ɕ iː l̪ ɐ
पञ्चाल	p ɐ ɲ t͡ɕ ɑː l ɐ
पञ्चाल	p ɐ ɲ t͡ɕ ɑː l̪ ɐ
पञ्चाशत्	p ɐ ɲ t͡ɕ ɑː ɕ ɐ t̪
पञ्चाशत्	p ɐ ɲ t͡ɕ ɑː ɕ ɐ́ t
पञ्जर	p ɐ ɲ d͡ʑ ɐ ɾ ɐ
पञ्जी	p ɐ ɲ d͡ʑ iː
पटल	p ɐ ʈ ɐ l ɐ
पटल	p ɐ ʈ ɐ l̪ ɐ
पटोल	p ɐ ʈ oː l̪ ɐ
पटोल	p ɐ ʈ ɐ w l ɐ
पट्	p ɐ ʈ
पट्ट	p ɐ ʈ ʈ ɐ
पट्टन	p ɐ ʈ ʈ ɐ n ɐ
पट्टन	p ɐ ʈ ʈ ɐ n̪ ɐ
पट्टिका	p ɐ ʈ ʈ i k ɑː
पठति	p ɐ ʈʰ ɐ t̪ i
पठति	p ɐ́ ʈʰ ɐ t i
पठन	p ɐ ʈʰ ɐ n ɐ
पठन	p ɐ ʈʰ ɐ n̪ ɐ
पठाना	p ɐ ʈʰ ɑː n ɑː
पठाना	p ɐ ʈʰ ɑː n̪ ɑː
पठ्	p ɐ ʈʰ
पण	p ɐ ɳ ɐ
पण्	p ɐ ɳ
पण्ड	p ɐ ɳ ɖ ɐ
पण्डा	p ɐ ɳ ɖ ɑː
पण्डित	p ɐ ɳ ɖ i t ɐ́
पण्डित	p ɐ ɳ ɖ i t̪ ɐ
पतञ्जलि	p ɐ t ɐ ɲ d͡ʑ ɐ l i
पतञ्जलि	p ɐ t̪ ɐ ɲ d͡ʑ ɐ l̪ i
पतति	p ɐ t̪ ɐ t̪ i
पतति	p ɐ́ t ɐ t i
पतन	p ɐ t ɐ n ɐ
पतन	p ɐ t̪ ɐ n̪ ɐ
पताका	p ɐ t̪ ɑː k ɑː
पताका	p ɐ́ t ɑː k ɑː
पति	p ɐ t̪ i
पति	p ɐ́ t i
पतित्व	p ɐ t i t ʋ ɐ
पतित्व	p ɐ t̪ i t̪ ʋ ɐ
पत्	p ɐ t
पत्	p ɐ t̪
पत्ति	p ɐ t t í
पत्ति	p ɐ t̪ t̪ i
पत्त्र	p ɐ t̪ t̪ ɾ ɐ
पत्त्र	p ɐ́ t t ɾ ɐ
पत्त्रक	p ɐ t t ɾ i k ɑː
पत्त्रक	p ɐ t̪ t̪ ɾ i k ɑː
पत्त्रल	p ɐ t t ɾ ɐ l ɐ
पत्त्रल	p ɐ t̪ t̪ ɾ ɐ l̪ ɐ
पत्त्रिका	p ɐ t t ɾ i k ɑː
पत्त्रिका	p ɐ t̪ t̪ ɾ i k ɑː
पत्नी	p ɐ t̪ n̪ iː
पत्नी	p ɐ́ t n iː
पत्रिका	p ɐ t t ɾ i k ɑː
पत्रिका	p ɐ t̪ t̪ ɾ i k ɑː
पथ	p ɐ tʰ ɐ́
पथ	p ɐ t̪ʰ ɐ
पद	p ɐ d ɐ́
पद	p ɐ d̪ ɐ
पदक	p ɐ d ɐ k ɐ
पदक	p ɐ d̪ ɐ k ɐ
पद्	p ɐ d̪
पद्	p ɐ́ d
पद्धति	p ɐ d dʱ ɐ t i
पद्धति	p ɐ d̪ d̪ʱ ɐ t̪ i
पद्म	p ɐ d m ɐ
पद्म	p ɐ d̪ m ɐ
पद्यते	p ɐ d̪ j ɐ t̪ eː
पद्यते	p ɐ́ d j ɐ t ɐ j
पनस	p ɐ n ɐ s ɐ
पनस	p ɐ n̪ ɐ s̪ ɐ
पन्	p ɐ n
पन्	p ɐ n̪
पन्था	p ɐ n̪ t̪ʰ ɑː
पन्था	p ɐ́ n tʰ ɑː
पपर्च	p ɐ p ɐ ɾ t͡ɕ ɐ
पपर्च	p ɐ p ɐ́ ɾ t͡ɕ ɐ
पय	p ɐ j ɐ
पयस्	p ɐ j ɐ s̪
पयस्	p ɐ́ j ɐ s
पयोहिम	p ɐ j oː ɦ i m ɐ
परम	p ɐ ɾ ɐ m ɐ
परम	p ɐ ɾ ɐ m ɐ́
परम्	p ɐ ɾ ɐ m
परशु	p ɐ ɾ ɐ ɕ u
परशु	p ɐ ɾ ɐ ɕ ú
परश्वस्	p ɐ ɾ ɐ ɕ ʋ ɐ s
परश्वस्	p ɐ ɾ ɐ ɕ ʋ ɐ s̪
परस्मैपद	p ɐ ɾ ɐ s m ɑː j p ɐ d ɐ
परस्मैपद	p ɐ ɾ ɐ s̪ m ɑ j p ɐ d̪ ɐ
परस्वत्	p ɐ ɾ ɐ s̪ ʋ ɐ t̪
परस्वत्	p ɐ́ ɾ ɐ s ʋ ɐ t
पराकाष्ठा	p ɐ ɾ ɑː k ɑː ʂ ʈʰ ɑː
पराक्रमी	p ɐ ɾ ɑː k ɾ ɐ m iː
पराजय	p ɐ ɾ ɑː d͡ʑ ɐ j ɐ
पराभव	p ɐ ɾ ɑː bʱ ɐ ʋ ɐ
परार्द्ध	p ɐ ɾ ɑː ɾ d dʱ ɐ
परार्द्ध	p ɐ ɾ ɑː ɾ d̪ d̪ʱ ɐ
पराशर	p ɐ ɾ ɑː ɕ ɐ ɾ ɐ
पराशर	p ɐ ɾ ɑː ɕ ɐ ɾ ɐ́
पराशॄ	p ɐ ɾ ɑː ɕ r̩ː
पराह्ण	p ɐ ɾ ɑː ɦ ɳ ɐ
पराह्ण	p ɐ ɾ ɑː ɦ ɳ ɐ́
परि	p ɐ ɾ i
परि	p ɐ́ ɾ i
परिकर	p ɐ ɾ i k ɐ ɾ ɐ
परिचय	p ɐ ɾ i t͡ɕ ɐ j ɐ
परिचि	p ɐ ɾ i t͡ɕ i
परिचित	p ɐ ɾ i t͡ɕ i t ɐ
परिचित	p ɐ ɾ i t͡ɕ i t̪ ɐ
परिच्छिद्	p ɐ ɾ i t t͡ɕʰ i d
परिच्छिद्	p ɐ ɾ i t̪ t͡ɕʰ i d̪
परिच्छेद	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ
परिच्छेद	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɐ
परिच्छेदम्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ m
परिच्छेदम्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɐ m
परिच्छेदयोस्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ j ɐ w s
परिच्छेदयोस्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɐ j oː s̪
परिच्छेदस्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ s
परिच्छेदस्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɐ s̪
परिच्छेदस्य	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ s j ɐ
परिच्छेदस्य	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɐ s̪ j ɐ
परिच्छेदात्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɑː t
परिच्छेदात्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɑː t̪
परिच्छेदान्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɑː n
परिच्छेदान्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɑː n̪
परिच्छेदाभ्याम्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɑː bʱ j ɑː m
परिच्छेदाभ्याम्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɑː bʱ j ɑː m
परिच्छेदाय	p ɐ ɾ i t t͡ɕʰ ɐ j d ɑː j ɐ
परिच्छेदाय	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɑː j ɐ
परिच्छेदास्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɑː s
परिच्छेदास्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɑː s̪
परिच्छेदे	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ j
परिच्छेदे	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ eː
परिच्छेदेन	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ j n ɐ
परिच्छेदेन	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ eː n̪ ɐ
परिच्छेदेभ्यस्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ j bʱ j ɐ s
परिच्छेदेभ्यस्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ eː bʱ j ɐ s̪
परिच्छेदेषु	p ɐ ɾ i t t͡ɕʰ ɐ j d ɐ j ʂ u
परिच्छेदेषु	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ eː ʂ u
परिच्छेदैस्	p ɐ ɾ i t t͡ɕʰ ɐ j d ɑː j s
परिच्छेदैस्	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɑ j s̪
परिच्छेदौ	p ɐ ɾ i t t͡ɕʰ ɐ j d ɑː w
परिच्छेदौ	p ɐ ɾ i t̪ t͡ɕʰ eː d̪ ɑ w
परिणी	p ɐ ɾ i ɳ iː
परिणीत	p ɐ ɾ i ɳ iː t ɐ
परिणीत	p ɐ ɾ i ɳ iː t̪ ɐ
परिणीति	p ɐ ɾ i ɳ iː t i
परिणीति	p ɐ ɾ i ɳ iː t̪ i
परितस्	p ɐ ɾ i t̪ ɐ s̪
परितस्	p ɐ ɾ í t ɐ s
परितुष्ट	p ɐ ɾ i t̪ u ʂ ʈ ɐ
परित्रै	p ɐ ɾ i t ɾ ɑː j
परित्रै	p ɐ ɾ i t̪ ɾ ɑ j
परिपूर्ण	p ɐ ɾ i p uː ɾ ɳ ɐ
परिमन्यु	p ɐ ɾ i m ɐ n j ú
परिमन्यु	p ɐ ɾ i m ɐ n̪ j u
परिवर्तते	p ɐ ɾ i ʋ ɐ ɾ t̪ ɐ t̪ eː
परिवर्तते	p ɐ́ ɾ i ʋ ɐ ɾ t ɐ t ɐ j
परिवर्तन	p ɐ ɾ i ʋ ɐ ɾ t̪ ɐ n̪ ɐ
परिवर्तन	p ɐ ɾ i ʋ ɐ́ ɾ t ɐ n ɐ
परिवर्तित	p ɐ ɾ i ʋ ɐ ɾ t i t ɐ
परिवर्तित	p ɐ ɾ i ʋ ɐ ɾ t̪ i t̪ ɐ
परिविष्ट	p ɐ ɾ i ʋ i ʂ ʈ ɐ
परिविष्ट	p ɐ́ ɾ i ʋ i ʂ ʈ ɐ
परिवृत्	p ɐ ɾ i ʋ r̩ t
परिवृत्	p ɐ ɾ i ʋ r̩ t̪
परिशुद्ध	p ɐ ɾ i ɕ u d dʱ ɐ
परिशुद्ध	p ɐ ɾ i ɕ u d̪ d̪ʱ ɐ
परिषद्	p ɐ ɾ i ʂ ɐ d
परिषद्	p ɐ ɾ i ʂ ɐ d̪
परिषद्	p ɐ ɾ i ʂ ɐ́ d
परिष्ठिति	p ɐ ɾ i ʂ ʈʰ i t i
परिष्ठिति	p ɐ ɾ i ʂ ʈʰ i t̪ i
परिस्तोम	p ɐ ɾ i s̪ t̪ oː m ɐ
परिहास	p ɐ ɾ i ɦ ɑː s̪ ɐ
परिहास	p ɐ́ ɾ i ɦ ɑː s ɐ
परी	p ɐ ɾ iː
परीक्षक	p ɐ ɾ iː k ʂ ɐ k ɐ
परीक्षते	p ɐ ɾ iː k ʂ ɐ t̪ eː
परीक्षते	p ɐ́ ɾ iː k ʂ ɐ t ɐ j
परीक्षा	p ɐ ɾ iː k ʂ ɑː
परीक्ष्	p ɐ ɾ iː k ʂ
परीणह्	p ɐ ɾ iː ɳ ɐ ɦ
परीणह्	p ɐ ɾ iː ɳ ɐ́ ɦ
परीत	p ɐ ɾ iː t ɐ
परीत	p ɐ ɾ iː t̪ ɐ
परीमन्	p ɐ ɾ iː m ɐ n̪
परीमन्	p ɐ́ ɾ iː m ɐ n
परुत्	p ɐ ɾ u t
परुत्	p ɐ ɾ u t̪
परुष	p ɐ ɾ u ʂ ɐ
परुष	p ɐ ɾ u ʂ ɐ́
परूषक	p ɐ ɾ uː ʂ ɐ k ɐ
परेत	p ɐ ɾ eː t̪ ɐ
परेत	p ɐ ɾ ɐ j t ɐ
परेमन्	p ɐ ɾ eː m ɐ n̪
परेमन्	p ɐ́ ɾ ɐ j m ɐ n
परोक्ष	p ɐ ɾ oː k ʂ ɐ
परोक्ष	p ɐ́ ɾ ɐ w k ʂ ɐ
पर्कटी	p ɐ ɾ k ɐ ʈ iː
पर्ण	p ɐ ɾ ɳ ɐ
पर्ण	p ɐ ɾ ɳ ɐ́
पर्द	p ɐ ɾ d ɐ
पर्द	p ɐ ɾ d̪ ɐ
पर्दते	p ɐ ɾ d̪ ɐ t̪ eː
पर्दते	p ɐ́ ɾ d ɐ t ɐ j
पर्द्	p ɐ ɾ d
पर्द्	p ɐ ɾ d̪
पर्पट	p ɐ ɾ p ɐ ʈ ɐ
पर्यङ्क	p ɐ ɾ j ɐ ŋ k ɐ
पर्यटन	p ɐ ɾ j ɐ ʈ ɐ n ɐ
पर्यटन	p ɐ ɾ j ɐ ʈ ɐ n̪ ɐ
पर्याय	p ɐ ɾ j ɑː j ɐ
पर्युषित	p ɐ ɾ j u ʂ i t ɐ
पर्युषित	p ɐ ɾ j u ʂ i t̪ ɐ
