A	a
miyndzy	m j ɪ n d͡z ɪ
miynki	m j ɪ ŋ k i
miynso	m j ɪ n s ɔ
miyszek	m j ɪ ʂ ɛ k
miyszkanie	m j ɪ ʂ k a ɲ ɛ
miyszkaniec	m j ɪ ʂ k a ɲ ɛ t͡s
miyszkać	m j ɪ ʂ k a t͡ɕ
miyły	m j ɪ w ɪ
mlyczŏk	m l ɪ t͡ʂ ɔ k
mlyczŏk	m l ɪ t͡ʂ ɔ w k
mlyczŏk	m l ɪ t͡ʂ ɛ w k
mlyczŏrz	m l ɪ t͡ʂ ɔ ʂ
mlyczŏrz	m l ɪ t͡ʂ ɔ w ʂ
mlyczŏrz	m l ɪ t͡ʂ ɛ w ʂ
mlyko	m l ɪ k ɔ
mobilniŏk	m ɔ b i l ɲ ɔ k
mobilniŏk	m ɔ b i l ɲ ɔ w k
mobilniŏk	m ɔ b i l ɲ ɛ w k
moc	m ɔ t͡s
model	m ɔ d ɛ l
modry	m ɔ d r ɪ
mody	m ɔ d ɪ
modziyż	m ɔ d͡ʑ ɪ ʂ
mordyrz	m ɔ r d ɪ ʂ
morski	m ɔ r s k i
morze	m ɔ ʐ ɛ
morzić	m ɔ ʐ i t͡ɕ
mosiōndz	m ɔ ɕ o n t͡s
mota	m ɔ t a
motowidło	m ɔ t ɔ v i d w ɔ
możliwy	m ɔ ʐ l i v ɪ
możne	m ɔ ʐ n ɛ
możno	m ɔ ʐ n ɔ
mrowiec	m r ɔ v j ɛ t͡s
mrzeże	m ʐ ɛ ʐ ɛ
mulŏrz	m u l ɔ ʂ
mulŏrz	m u l ɔ w ʂ
mulŏrz	m u l ɛ w ʂ
musieć	m u ɕ ɛ t͡ɕ
muskla	m u s k l a
muster	m u s t ɛ r
muzyka	m u z ɪ k a
my	m ɪ
mycŏk	m ɪ t͡s ɔ k
mycŏk	m ɪ t͡s ɔ w k
mycŏk	m ɪ t͡s ɛ w k
myjna	m ɪ j n a
myjnã	m ɪ j n ã
mynka	m ɪ ŋ k a
myszaty	m ɪ ʂ a t ɪ
myć	m ɪ t͡ɕ
myńszość	m ɪ ɲ ʂ ɔ ɕ t͡ɕ
myńszy	m ɪ ɲ ʂ ɪ
myśl	m ɪ ɕ l
myśleć	m ɪ ɕ l ɛ t͡ɕ
młynŏrz	m w ɪ n ɔ ʂ
młynŏrz	m w ɪ n ɔ w ʂ
młynŏrz	m w ɪ n ɛ w ʂ
mōc	m o t͡s
mōj	m o j
mōnarchijŏ	m o n a r x i j ɔ
mōnarchijŏ	m o n a r x i j ɔ w
mōnarchijŏ	m o n a r x i j ɛ w
mōndry	m o n d r ɪ
Mōngolijŏ	m o ŋ ɡ ɔ l i j ɔ
Mōngolijŏ	m o ŋ ɡ ɔ l i j ɔ w
Mōngolijŏ	m o ŋ ɡ ɔ l i j ɛ w
mōnka	m o ŋ k a
mōno	m o n ɔ
mōnter	m o n t ɛ r
mōnż	m o n ʂ
mōwca	m o f t͡s a
mōwić	m o v i t͡ɕ
mŏwa	m ɔ v a
mŏwa	m ɔ w v a
mŏwa	m ɛ w v a
na	n a
nacyjny	n a t͡s ɪ j n ɪ
nacyjŏ	n a t͡s ɪ j ɔ
nacyjŏ	n a t͡s ɪ j ɔ w
nacyjŏ	n a t͡s ɪ j ɛ w
nad	n a t
nadgroda	n a d ɡ r ɔ d a
nadla	n a d l a
nadlã	n a d l ã
nady	n a d ɪ
nadzieja	n a d͡ʑ ɛ j a
nale	n a l ɛ
nasiynie	n a ɕ ɪ ɲ ɛ
nasz	n a ʂ
nasz	n a ʂ
natychmiast	n a t ɪ x m j a s t
nauczyciel	n a u t͡ʂ ɪ t͡ɕ ɛ l
nauka	n a u k a
naukã	n a u k ã
nawet	n a v ɛ t
nawidzieć	n a v i d͡ʑ ɛ t͡ɕ
nazwa	n a z v a
nazywać	n a z ɪ v a t͡ɕ
naôstrzyk	n a w ɔ s t ʂ ɪ k
necowy	n ɛ t͡s ɔ v ɪ
neczajta	n ɛ t͡s z a j t a
nejpewniyjszy	n ɛ j p ɛ v ɲ ɪ j ʂ ɪ
nejwiyncyj	n ɛ j v j ɪ n t͡s ɪ j
nelka	n ɛ l k a
nelkã	n ɛ l k ã
nerc	n ɛ r t͡s
nerwować	n ɛ r v ɔ v a t͡ɕ
neurolingwistyka	n ɛ w r ɔ l i ŋ ɡ v i s t ɪ k a
nic	ɲ i t͡s
nichta	ɲ i x t a
nichtã	ɲ i x t ã
nie	ɲ ɛ
niebo	ɲ ɛ b ɔ
niedźwiydź	ɲ ɛ d͡ʑ v j ɪ t͡ɕ
nienażraniec	ɲ ɛ n a ʐ r a ɲ ɛ t͡s
nifto	ɲ i f t ɔ
nigdy	ɲ i ɡ d ɪ
nikaj	ɲ i k a j
nikt	ɲ i k t
niski	ɲ i s k i
niwa	ɲ i v a
niwã	ɲ i v ã
niy	ɲ ɪ
niych	ɲ ɪ x
niydziela	ɲ ɪ d͡ʑ ɛ l a
niykery	ɲ ɪ k ɛ r ɪ
niyma	ɲ ɪ m a
niymiecki	ɲ ɪ m j ɛ t͡s k i
niymocny	ɲ ɪ m ɔ t͡s n ɪ
niymy	ɲ ɪ m ɪ
niyprzileżytość	ɲ ɪ p ʂ i l ɛ ʐ ɪ t ɔ ɕ t͡ɕ
niyprzileżyty	ɲ ɪ p ʂ i l ɛ ʐ ɪ t ɪ
niyrŏz	ɲ ɪ r ɔ s
niyrŏz	ɲ ɪ r ɔ w s
niyrŏz	ɲ ɪ r ɛ w s
niyskory	ɲ ɪ s k ɔ r ɪ
niywiasta	ɲ ɪ v j a s t a
niyś	ɲ ɪ ɕ
niż	ɲ i ʂ
no	n ɔ
noc	n ɔ t͡s
noclyg	n ɔ t͡s l ɪ k
noga	n ɔ ɡ a
nogawica	n ɔ ɡ a v i t͡s a
nogã	n ɔ ɡ ã
nojbardzij	n ɔ j b a r d͡ʑ i j
nojczyńścij	n ɔ j t͡ʂ ɪ ɲ ɕ t͡ɕ i j
nojdalij	n ɔ j d a l i j
nojlepij	n ɔ j l ɛ p i j
nojmyńszy	n ɔ j m ɪ ɲ ʂ ɪ
normalny	n ɔ r m a l n ɪ
nos	n ɔ s
nosić	n ɔ ɕ i t͡ɕ
nowoczesny	n ɔ v ɔ t͡ʂ ɛ s n ɪ
nowy	n ɔ v ɪ
nudelkula	n u d ɛ l k u l a
nusknaker	n u s k n a k ɛ r
nyjger	n ɪ j ɡ ɛ r
nypel	n ɪ p ɛ l
nyrka	n ɪ r k a
nŏczynie	n ɔ t͡ʂ ɪ ɲ ɛ
nŏczynie	n ɔ w t͡ʂ ɪ ɲ ɛ
nŏczynie	n ɛ w t͡ʂ ɪ ɲ ɛ
nŏgle	n ɔ ɡ l ɛ
nŏgle	n ɔ w ɡ l ɛ
nŏgle	n ɛ w ɡ l ɛ
nŏjymnik	n ɔ j ɪ m ɲ i k
nŏjymnik	n ɔ w j ɪ m ɲ i k
nŏjymnik	n ɛ w j ɪ m ɲ i k
nŏleżeć	n ɔ l ɛ ʐ ɛ t͡ɕ
nŏleżeć	n ɔ w l ɛ ʐ ɛ t͡ɕ
nŏleżeć	n ɛ w l ɛ ʐ ɛ t͡ɕ
nŏpasztek	n ɔ p a ʂ t ɛ k
nŏpasztek	n ɔ w p a ʂ t ɛ k
nŏpasztek	n ɛ w p a ʂ t ɛ k
nŏrodowo	n ɔ r ɔ d ɔ v ɔ
nŏrodowo	n ɔ w r ɔ d ɔ v ɔ
nŏrodowo	n ɛ w r ɔ d ɔ v ɔ
nŏrodowość	n ɔ r ɔ d ɔ v ɔ ɕ t͡ɕ
nŏrodowość	n ɔ w r ɔ d ɔ v ɔ ɕ t͡ɕ
nŏrodowość	n ɛ w r ɔ d ɔ v ɔ ɕ t͡ɕ
nŏrodowy	n ɔ r ɔ d ɔ v ɪ
nŏrodowy	n ɔ w r ɔ d ɔ v ɪ
nŏrodowy	n ɛ w r ɔ d ɔ v ɪ
nŏrōd	n ɔ r o t
nŏrōd	n ɔ w r o t
nŏrōd	n ɛ w r o t
ober	ɔ b ɛ r
ojla	ɔ j l a
Ojropa	ɔ j r ɔ p a
opraty	ɔ p r a t ɪ
oranżowy	ɔ r a n ʐ ɔ v ɪ
pacharzina	p a x a ʐ i n a
pacht	p a x t
paciulŏk	p a t͡ɕ u l ɔ k
paciulŏk	p a t͡ɕ u l ɔ w k
paciulŏk	p a t͡ɕ u l ɛ w k
padać	p a d a t͡ɕ
padować	p a d ɔ v a t͡ɕ
pajynczyna	p a j ɪ n t͡ʂ ɪ n a
pajōnk	p a j o ŋ k
pakhaus	p a k x a w s
palec	p a l ɛ t͡s
pamiyntać	p a m j ɪ n t a t͡ɕ
pamiyńć	p a m j ɪ ɲ t͡ɕ
pampōń	p a m p o ɲ
pana	p a n a
pani	p a ɲ i
pantać	p a n t a t͡ɕ
papiōr	p a p j o r
papiōra	p a p j o r a
papiōrach	p a p j o r a x
papiōrami	p a p j o r a m i
papiōrowi	p a p j o r ɔ v i
papiōry	p a p j o r ɪ
papiōrym	p a p j o r ɪ m
papiōrze	p a p j o ʐ ɛ
papiōrōm	p a p j o r o m
papiōrōma	p a p j o r o m a
papiōrōw	p a p j o r o f
para	p a r a
partyjny	p a r t ɪ j n ɪ
partyjŏ	p a r t ɪ j ɔ
partyjŏ	p a r t ɪ j ɔ w
partyjŏ	p a r t ɪ j ɛ w
pasować	p a s ɔ v a t͡ɕ
pastyrz	p a s t ɪ ʂ
patrzeć	p a t ʂ ɛ t͡ɕ
paznoket	p a z n ɔ k ɛ t
państwo	p a ɲ s t f ɔ
paża	p a ʐ a
pecyna	p ɛ t͡s ɪ n a
pedantyzm	p ɛ d a n t ɪ z m
pedzieć	p ɛ d͡ʑ ɛ t͡ɕ
pelc	p ɛ l t͡s
persōna	p ɛ r s o n a
pewiyn	p ɛ v j ɪ n
pewnie	p ɛ v ɲ ɛ
pewniyjszy	p ɛ v ɲ ɪ j ʂ ɪ
pewny	p ɛ v n ɪ
pełny	p ɛ w n ɪ
piec	p j ɛ t͡s
piekŏrz	p j ɛ k ɔ ʂ
piekŏrz	p j ɛ k ɔ w ʂ
piekŏrz	p j ɛ k ɛ w ʂ
pierōn	p j ɛ r o n
pies	p j ɛ s
piestrzyń	p j ɛ s t ʂ ɪ ɲ
piestrzōnek	p j ɛ s t ʂ o n ɛ k
pietruszka	p j ɛ t r u ʂ k a
pilã	p i l ã
piniōndz	p i ɲ o n t͡s
pisać	p i s a t͡ɕ
pismo	p i s m ɔ
pisŏrz	p i s ɔ ʂ
pisŏrz	p i s ɔ w ʂ
pisŏrz	p i s ɛ w ʂ
pitać	p i t a t͡ɕ
piyc	p j ɪ t͡s
piykny	p j ɪ k n ɪ
piynta	p j ɪ n t a
piyrszy	p j ɪ r ʂ ɪ
piyńć	p j ɪ ɲ t͡ɕ
piōntek	p j o n t ɛ k
piōnty	p j o n t ɪ
piōro	p j o r ɔ
piŏsek	p j ɔ s ɛ k
piŏsek	p j ɔ w s ɛ k
piŏsek	p j ɛ w s ɛ k
plan	p l a n
plaskaty	p l a s k a t ɪ
pleca	p l ɛ t͡s a
pleś	p l ɛ ɕ
pluszczeć	p l u ʂ t͡ʂ ɛ t͡ɕ
pluta	p l u t a
plymiã	p l ɪ m j ã
plyś	p l ɪ ɕ
pniŏk	p ɲ ɔ k
pniŏk	p ɲ ɔ w k
pniŏk	p ɲ ɛ w k
po	p ɔ
poczōntek	p ɔ t͡ʂ o n t ɛ k
pod	p ɔ t
podany	p ɔ d a n ɪ
podać	p ɔ d a t͡ɕ
pode	p ɔ d ɛ
podjōńć	p ɔ d j o ɲ t͡ɕ
podobnie	p ɔ d ɔ b ɲ ɛ
podobny	p ɔ d ɔ b n ɪ
podszukōnek	p ɔ t ʂ u k o n ɛ k
podziynkować	p ɔ d͡ʑ ɪ ŋ k ɔ v a t͡ɕ
pojechać	p ɔ j ɛ x a t͡ɕ
pojstrzōd	p ɔ j s t ʂ o t
pojyńcie	p ɔ j ɪ ɲ t͡ɕ ɛ
pokōj	p ɔ k o j
pokŏzać	p ɔ k ɔ z a t͡ɕ
pokŏzać	p ɔ k ɔ w z a t͡ɕ
pokŏzać	p ɔ k ɛ w z a t͡ɕ
pole	p ɔ l ɛ
poleżeć	p ɔ l ɛ ʐ ɛ t͡ɕ
policyjōn	p ɔ l i t͡s ɪ j o n
policyjŏ	p ɔ l i t͡s ɪ j ɔ
policyjŏ	p ɔ l i t͡s ɪ j ɔ w
policyjŏ	p ɔ l i t͡s ɪ j ɛ w
polityka	p ɔ l i t ɪ k a
polski	p ɔ l s k i
Polsko	p ɔ l s k ɔ
Polŏk	p ɔ l ɔ k
Polŏk	p ɔ l ɔ w k
Polŏk	p ɔ l ɛ w k
ponowa	p ɔ n ɔ v a
poprawa	p ɔ p r a v a
poprawã	p ɔ p r a v ã
poradzić	p ɔ r a d͡ʑ i t͡ɕ
poradzymy	p ɔ r a d͡z ɪ m ɪ
porzōnd	p ɔ ʐ o n t
porzōndek	p ɔ ʐ o n d ɛ k
posiadać	p ɔ ɕ a d a t͡ɕ
posiedziciel	p ɔ ɕ ɛ d͡ʑ i t͡ɕ ɛ l
postawa	p ɔ s t a v a
postać	p ɔ s t a t͡ɕ
postrzedni	p ɔ s t ʂ ɛ d ɲ i
postrzodek	p ɔ s t ʂ ɔ d ɛ k
potopić	p ɔ t ɔ p i t͡ɕ
potrzeba	p ɔ t ʂ ɛ b a
potrzebnie	p ɔ t ʂ ɛ b ɲ ɛ
potrzebny	p ɔ t ʂ ɛ b n ɪ
potym	p ɔ t ɪ m
powiarka	p ɔ v j a r k a
powiedzieć	p ɔ v j ɛ d͡ʑ ɛ t͡ɕ
powietrze	p ɔ v j ɛ t ʂ ɛ
powiniyn	p ɔ v i ɲ ɪ n
powstanie	p ɔ f s t a ɲ ɛ
powstać	p ɔ f s t a t͡ɕ
powstŏwać	p ɔ f s t ɔ v a t͡ɕ
powstŏwać	p ɔ f s t ɔ w v a t͡ɕ
powstŏwać	p ɔ f s t ɛ w v a t͡ɕ
powszedni	p ɔ f ʂ ɛ d ɲ i
powłōczyć	p ɔ v w o t͡ʂ ɪ t͡ɕ
poznać	p ɔ z n a t͡ɕ
pozwolić	p ɔ z v ɔ l i t͡ɕ
połednie	p ɔ w ɛ d ɲ ɛ
połedniowy	p ɔ w ɛ d ɲ ɔ v ɪ
połny	p ɔ w n ɪ
połowa	p ɔ w ɔ v a
pośledni	p ɔ ɕ l ɛ d ɲ i
pra	p r a
pracować	p r a t͡s ɔ v a t͡ɕ
pragliwy	p r a ɡ l i v ɪ
pragnōńć	p r a ɡ n o ɲ t͡ɕ
prawie	p r a v j ɛ
prawić	p r a v i t͡ɕ
prawo	p r a v ɔ
prawy	p r a v ɪ
prać	p r a t͡ɕ
prociw	p r ɔ t͡ɕ i f
procynt	p r ɔ t͡s ɪ n t
produkcyjny	p r ɔ d u k t͡s ɪ j n ɪ
produkcyjŏ	p r ɔ d u k t͡s ɪ j ɔ
produkcyjŏ	p r ɔ d u k t͡s ɪ j ɔ w
produkcyjŏ	p r ɔ d u k t͡s ɪ j ɛ w
projekt	p r ɔ j ɛ k t
prosiã	p r ɔ ɕ ã
prosić	p r ɔ ɕ i t͡ɕ
prosty	p r ɔ s t ɪ
pruchno	p r u x n ɔ
przebywać	p ʂ ɛ b ɪ v a t͡ɕ
przebyć	p ʂ ɛ b ɪ t͡ɕ
przeciw	p ʂ ɛ t͡ɕ i f
przeciwko	p ʂ ɛ t͡ɕ i f k ɔ
przeciwnik	p ʂ ɛ t͡ɕ i v ɲ i k
przecã	p ʂ ɛ t͡s ã
przed	p ʂ ɛ t
przedy	p ʂ ɛ d ɪ
przekłŏd	p ʂ ɛ k w ɔ t
przekłŏd	p ʂ ɛ k w ɔ w t
przekłŏd	p ʂ ɛ k w ɛ w t
przepis	p ʂ ɛ p i s
przeprowadzić	p ʂ ɛ p r ɔ v a d͡ʑ i t͡ɕ
przeprŏszać	p ʂ ɛ p r ɔ ʂ a t͡ɕ
przeprŏszać	p ʂ ɛ p r ɔ w ʂ a t͡ɕ
przeprŏszać	p ʂ ɛ p r ɛ w ʂ a t͡ɕ
przerwa	p ʂ ɛ r v a
przestać	p ʂ ɛ s t a t͡ɕ
przestrzyństwo	p ʂ ɛ s t ʂ ɪ ɲ s t f ɔ
przez	p ʂ ɛ s
przeziyrŏczka	p ʂ ɛ ʑ ɪ r ɔ t͡ʂ k a
przeziyrŏczka	p ʂ ɛ ʑ ɪ r ɔ w t͡ʂ k a
przeziyrŏczka	p ʂ ɛ ʑ ɪ r ɛ w t͡ʂ k a
przi	p ʂ i
prziczyna	p ʂ i t͡ʂ ɪ n a
przidajny	p ʂ i d a j n ɪ
przijechać	p ʂ i j ɛ x a t͡ɕ
przijyżdżać	p ʂ i j ɪ ʐ d͡ʐ a t͡ɕ
przijŏciyl	p ʂ i j ɔ t͡ɕ ɪ l
przijŏciyl	p ʂ i j ɔ w t͡ɕ ɪ l
przijŏciyl	p ʂ i j ɛ w t͡ɕ ɪ l
przijŏzd	p ʂ i j ɔ s t
przijŏzd	p ʂ i j ɔ w s t
przijŏzd	p ʂ i j ɛ w s t
przikłŏd	p ʂ i k w ɔ t
przikłŏd	p ʂ i k w ɔ w t
przikłŏd	p ʂ i k w ɛ w t
przileżytość	p ʂ i l ɛ ʐ ɪ t ɔ ɕ t͡ɕ
przinojmnij	p ʂ i n ɔ j m ɲ i j
przipŏdek	p ʂ i p ɔ d ɛ k
przipŏdek	p ʂ i p ɔ w d ɛ k
przipŏdek	p ʂ i p ɛ w d ɛ k
prziszły	p ʂ i ʂ w ɪ
prziłazić	p ʂ i w a ʑ i t͡ɕ
przŏciel	p ʂ ɔ t͡ɕ ɛ l
przŏciel	p ʂ ɔ w t͡ɕ ɛ l
przŏciel	p ʂ ɛ w t͡ɕ ɛ l
przŏć	p ʂ ɔ t͡ɕ
przŏć	p ʂ ɔ w t͡ɕ
przŏć	p ʂ ɛ w t͡ɕ
prōbować	p r o b ɔ v a t͡ɕ
prōg	p r o k
prōmiyń	p r o m j ɪ ɲ
prōzny	p r o z n ɪ
prŏca	p r ɔ t͡s a
prŏca	p r ɔ w t͡s a
prŏca	p r ɛ w t͡s a
prŏwda	p r ɔ v d a
prŏwda	p r ɔ w v d a
prŏwda	p r ɛ w v d a
prŏwdziwy	p r ɔ v d͡ʑ i v ɪ
prŏwdziwy	p r ɔ w v d͡ʑ i v ɪ
prŏwdziwy	p r ɛ w v d͡ʑ i v ɪ
psinco	p ɕ i n t͡s ɔ
ptŏk	p t ɔ k
ptŏk	p t ɔ w k
ptŏk	p t ɛ w k
publiczny	p u b l i t͡ʂ n ɪ
publika	p u b l i k a
puco	p u t͡s ɔ
puklaty	p u k l a t ɪ
pulwer	p u l v ɛ r
pympek	p ɪ m p ɛ k
pyndziałek	p ɪ n d͡ʑ a w ɛ k
pyrlik	p ɪ r l i k
pyrnica	p ɪ r ɲ i t͡s a
pyrsk	p ɪ r s k
pyrskać	p ɪ r s k a t͡ɕ
pytanie	p ɪ t a ɲ ɛ
pytać	p ɪ t a t͡ɕ
pytel	p ɪ t ɛ l
płacić	p w a t͡ɕ i t͡ɕ
płaczka	p w a t͡ʂ k a
płoszczyca	p w ɔ ʂ t͡ʂ ɪ t͡s a
płynōńć	p w ɪ n o ɲ t͡ɕ
pōmarańczowy	p o m a r a ɲ t͡ʂ ɔ v ɪ
pōmiyszkanie	p o m j ɪ ʂ k a ɲ ɛ
pōmoc	p o m ɔ t͡s
pōmorzić	p o m ɔ ʐ i t͡ɕ
pōmstować	p o m s t ɔ v a t͡ɕ
pōmyśleć	p o m ɪ ɕ l ɛ t͡ɕ
pōmōc	p o m o t͡s
pōmōż	p o m o ʂ
pōmŏgać	p o m ɔ ɡ a t͡ɕ
pōmŏgać	p o m ɔ w ɡ a t͡ɕ
pōmŏgać	p o m ɛ w ɡ a t͡ɕ
pōn	p o n
Pōnbōczek	p o n b o t͡ʂ ɛ k
pōniedziałek	p o ɲ ɛ d͡ʑ a w ɛ k
pōniywŏż	p o ɲ ɪ v ɔ ʂ
pōniywŏż	p o ɲ ɪ v ɔ w ʂ
pōniywŏż	p o ɲ ɪ v ɛ w ʂ
pōnkt	p o ŋ k t
pōłnocny	p o w n ɔ t͡s n ɪ
pōłrzitko	p o w ʐ i t k ɔ
pōńć	p o ɲ t͡ɕ
pŏlić	p ɔ l i t͡ɕ
pŏlić	p ɔ w l i t͡ɕ
pŏlić	p ɛ w l i t͡ɕ
pŏra	p ɔ r a
pŏra	p ɔ w r a
pŏra	p ɛ w r a
pŏsek	p ɔ s ɛ k
pŏsek	p ɔ w s ɛ k
pŏsek	p ɛ w s ɛ k
rachownik	r a x ɔ v ɲ i k
rachōnek	r a x o n ɛ k
rada	r a d a
radiowy	r a d j ɔ v ɪ
radiska	r a d i s k a
radny	r a d n ɪ
raja	r a j a
rajza	r a j z a
rajzować	r a j z ɔ v a t͡ɕ
ramiã	r a m j ã
rano	r a n ɔ
rapidouza	r a p i d ɔ w z a
rapidołza	r a p i d ɔ w z a
rapitouza	r a p i t ɔ w z a
rapitołza	r a p i t ɔ w z a
rapitułza	r a p i t u w z a
rapitōuza	r a p i t o w z a
rapitōłza	r a p i t o w z a
raubiyrz	r a w b j ɪ ʂ
razić	r a ʑ i t͡ɕ
rać	r a t͡ɕ
reachtōr	r ɛ a x t o r
recht	r ɛ x t
regiel	r ɛ ɡ j ɛ l
regyrōnek	r ɛ ɡ ɪ r o n ɛ k
reskyrować	r ɛ s k ɪ r ɔ v a t͡ɕ
reszta	r ɛ ʂ t a
retować	r ɛ t ɔ v a t͡ɕ
retōnek	r ɛ t o n ɛ k
rewolucyjŏ	r ɛ v ɔ l u t͡s ɪ j ɔ
rewolucyjŏ	r ɛ v ɔ l u t͡s ɪ j ɔ w
rewolucyjŏ	r ɛ v ɔ l u t͡s ɪ j ɛ w
rezultat	r ɛ z u l t a t
reż	r ɛ ʂ
richtōng	r i x t o ŋ k
robić	r ɔ b i t͡ɕ
robota	r ɔ b ɔ t a
robotnik	r ɔ b ɔ t ɲ i k
robotã	r ɔ b ɔ t ã
robōt	r ɔ b o t
rocznica	r ɔ t͡ʂ ɲ i t͡s a
rodzaj	r ɔ d͡z a j
rodzina	r ɔ d͡ʑ i n a
rojber	r ɔ j b ɛ r
rok	r ɔ k
rolnictwo	r ɔ l ɲ i t͡s t f ɔ
rolniczy	r ɔ l ɲ i t͡ʂ ɪ
rolnik	r ɔ l ɲ i k
rowny	r ɔ v n ɪ
rozryć	r ɔ z r ɪ t͡ɕ
roztomiły	r ɔ s t ɔ m i w ɪ
roztopiyrzić	r ɔ s t ɔ p j ɪ ʐ i t͡ɕ
roztōmajty	r ɔ s t o m a j t ɪ
rozumieć	r ɔ z u m j ɛ t͡ɕ
roś	r ɔ ɕ
roślina	r ɔ ɕ l i n a
ruby	r u b ɪ
ruch	r u x
Rusyjŏ	r u s ɪ j ɔ
Rusyjŏ	r u s ɪ j ɔ w
Rusyjŏ	r u s ɪ j ɛ w
ruła	r u w a
ryba	r ɪ b a
rybnik	r ɪ b ɲ i k
rychtig	r ɪ x t i k
rychtować	r ɪ x t ɔ v a t͡ɕ
rychtyk	r ɪ x t ɪ k
ryczka	r ɪ t͡ʂ k a
rydzy	r ɪ d͡z ɪ
ryma	r ɪ m a
rynek	r ɪ n ɛ k
rynka	r ɪ ŋ k a
rynkŏw	r ɪ ŋ k ɔ f
rynkŏw	r ɪ ŋ k ɔ w f
rynkŏw	r ɪ ŋ k ɛ w f
ryż	r ɪ ʂ
rzbiet	ʐ b j ɛ t
rzecz	ʐ ɛ t͡ʂ
rzeczywiście	ʐ ɛ t͡ʂ ɪ v i ɕ t͡ɕ ɛ
rzigać	ʐ i ɡ a t͡ɕ
rzić	ʐ i t͡ɕ
rzucić	ʐ u t͡ɕ i t͡ɕ
rzyka	ʐ ɪ k a
rzykać	ʐ ɪ k a t͡ɕ
rzōnd	ʐ o n t
rzōńdzić	ʐ o ɲ d͡ʑ i t͡ɕ
rzŏdki	ʐ ɔ t k i
rzŏdki	ʐ ɔ w t k i
rzŏdki	ʐ ɛ w t k i
rōg	r o k
rōst	r o s t
rōwny	r o v n ɪ
rōżny	r o ʐ n ɪ
rōżowy	r o ʐ ɔ v ɪ
rŏwny	r ɔ v n ɪ
rŏwny	r ɔ w v n ɪ
rŏwny	r ɛ w v n ɪ
rŏz	r ɔ s
rŏz	r ɔ w s
rŏz	r ɛ w s
s	s
sagi	s a ɡ i
sakramyncki	s a k r a m ɪ n t͡s k i
sam	s a m
samstōnd	s a m s t o n t
samura	s a m u r a
scać	s t͡s a t͡ɕ
serce	s ɛ r t͡s ɛ
sie	ɕ ɛ
siebie	ɕ ɛ b j ɛ
siedlŏk	ɕ ɛ d l ɔ k
siedlŏk	ɕ ɛ d l ɔ w k
siedlŏk	ɕ ɛ d l ɛ w k
siednōnć	ɕ ɛ d n o n t͡ɕ
siedym	ɕ ɛ d ɪ m
siedzieć	ɕ ɛ d͡ʑ ɛ t͡ɕ
siodłŏk	ɕ ɔ d w ɔ k
siodłŏk	ɕ ɔ d w ɔ w k
siodłŏk	ɕ ɔ d w ɛ w k
siyć	ɕ ɪ t͡ɕ
siyła	ɕ ɪ w a
siyłã	ɕ ɪ w ã
siōdmy	ɕ o d m ɪ
siōngać	ɕ o ŋ ɡ a t͡ɕ
siōngŏrz	ɕ o ŋ ɡ ɔ ʂ
siōngŏrz	ɕ o ŋ ɡ ɔ w ʂ
siōngŏrz	ɕ o ŋ ɡ ɛ w ʂ
siŏdać	ɕ ɔ d a t͡ɕ
siŏdać	ɕ ɔ w d a t͡ɕ
siŏdać	ɕ ɛ w d a t͡ɕ
siŏdło	ɕ ɔ d w ɔ
siŏdło	ɕ ɔ w d w ɔ
siŏdło	ɕ ɛ w d w ɔ
siŏć	ɕ ɔ t͡ɕ
siŏć	ɕ ɔ w t͡ɕ
siŏć	ɕ ɛ w t͡ɕ
sjōńć	s j o ɲ t͡ɕ
skirz	s k i ʂ
skiyl	s k j ɪ l
sklep	s k l ɛ p
skoczka	s k ɔ t͡ʂ k a
skoro	s k ɔ r ɔ
skuli	s k u l i
skutek	s k u t ɛ k
skyrs	s k ɪ r s
skōra	s k o r a
smolić	s m ɔ l i t͡ɕ
smyntŏrz	s m ɪ n t ɔ ʂ
smyntŏrz	s m ɪ n t ɔ w ʂ
smyntŏrz	s m ɪ n t ɛ w ʂ
smyrek	s m ɪ r ɛ k
smōnd	s m o n t
snŏdź	s n ɔ t͡ɕ
snŏdź	s n ɔ w t͡ɕ
snŏdź	s n ɛ w t͡ɕ
sobota	s ɔ b ɔ t a
sobotã	s ɔ b ɔ t ã
socjalizm	s ɔ t͡s j a l i z m
sparcie	s p a r t͡ɕ ɛ
spać	s p a t͡ɕ
spiyrka	s p j ɪ r k a
spokojnie	s p ɔ k ɔ j ɲ ɛ
spokōj	s p ɔ k o j
spokŏpić	s p ɔ k ɔ p i t͡ɕ
spokŏpić	s p ɔ k ɔ w p i t͡ɕ
spokŏpić	s p ɔ k ɛ w p i t͡ɕ
sposōb	s p ɔ s o p
spotkać	s p ɔ t k a t͡ɕ
sprawa	s p r a v a
sprzynt	s p ʂ ɪ n t
spusōb	s p u s o p
srogi	s r ɔ ɡ i
stale	s t a l ɛ
starać	s t a r a t͡ɕ
stary	s t a r ɪ
starzik	s t a ʐ i k
starzyk	s t a ʐ ɪ k
statek	s t a t ɛ k
stawiać	s t a v j a t͡ɕ
stać	s t a t͡ɕ
stały	s t a w ɪ
stela	s t ɛ l a
sto	s t ɔ
stolecie	s t ɔ l ɛ t͡ɕ ɛ
stolica	s t ɔ l i t͡s a
stolŏrz	s t ɔ l ɔ ʂ
