A	a
muszkatołowcem	m u ʂ k a t ɔ w ɔ f t͡s ɛ m
muszkatołowcom	m u ʂ k a t ɔ w ɔ f t͡s ɔ m
muszkatołowcowi	m u ʂ k a t ɔ w ɔ f t͡s ɔ v i
muszkatołowcu	m u ʂ k a t ɔ w ɔ f t͡s u
muszkatołowców	m u ʂ k a t ɔ w ɔ f t͡s u f
muszkatołowiec	m u ʂ k a t ɔ w ɔ v j ɛ t͡s
muszkatołowy	m u ʂ k a t ɔ w ɔ v ɘ
muszkatu	m u ʂ k a t u
muszkaty	m u ʂ k a t ɘ
muszkatów	m u ʂ k a t u f
muszkiet	m u ʂ k j ɛ t
muszkieter	m u ʂ k j ɛ t ɛ r
muszla	m u ʂ l a
muszlowy	m u ʂ l ɔ v ɘ
musztarda	m u ʂ t a r d a
musztardowy	m u ʂ t a r d ɔ v ɘ
musztra	m u ʂ t r a
musztrowanie	m u ʂ t r ɔ v a ɲ ɛ
musztrować	m u ʂ t r ɔ v a t͡ɕ
muszy	m u ʂ ɘ
muszych	m u ʂ ɘ x
muszym	m u ʂ ɘ m
muszysko	m u ʂ ɘ s k ɔ
muszą	m u ʂ ɔ w̃
musząc	m u ʂ ɔ n t͡s
musząca	m u ʂ ɔ n t͡s a
muszące	m u ʂ ɔ n t͡s ɛ
muszący	m u ʂ ɔ n t͡s ɘ
muszę	m u ʂ ɛ
muszę	m u ʂ ɛ w̃
mutacja	m u t a t͡s j a
mutagen	m u t a ɡ ɛ n
mutant	m u t a n t
muton	m u t ɔ n
mutonach	m u t ɔ n a x
mutonami	m u t ɔ n a m i
mutonem	m u t ɔ n ɛ m
mutonie	m u t ɔ ɲ ɛ
mutonom	m u t ɔ n ɔ m
mutonowi	m u t ɔ n ɔ v i
mutonu	m u t ɔ n u
mutony	m u t ɔ n ɘ
mutonów	m u t ɔ n u f
mutować	m u t ɔ v a t͡ɕ
mutra	m u t r a
muza	m u z a
muzea	m u z ɛ a
muzeach	m u z ɛ a x
muzealny	m u z ɛ a l n ɘ
muzeami	m u z ɛ a m i
muzeom	m u z ɛ ɔ m
muzeum	m u z ɛ u m
muzeów	m u z ɛ u f
muzułman	m u z u w m a n
muzułmanin	m u z u w m a ɲ i n
muzułmanka	m u z u w m a n k a
muzułmanów	m u z u w m a n u f
muzułmańscy	m u z u w m a ɲ s t͡s ɘ
muzułmańska	m u z u w m a ɲ s k a
muzułmański	m u z u w m a ɲ s k i
muzułmańskich	m u z u w m a ɲ s k i x
muzułmańskie	m u z u w m a ɲ s k j ɛ
muzułmańskiego	m u z u w m a ɲ s k j ɛ ɡ ɔ
muzułmańskiej	m u z u w m a ɲ s k j ɛ j
muzułmańskiemu	m u z u w m a ɲ s k j ɛ m u
muzułmańskim	m u z u w m a ɲ s k i m
muzułmańskimi	m u z u w m a ɲ s k i m i
muzułmańską	m u z u w m a ɲ s k ɔ w̃
muzyce	m u z ɘ t͡s ɛ
muzycy	m u z ɘ t͡s ɘ
muzyczce	m u z ɘ t͡ʂ t͡s ɛ
muzyczek	m u z ɘ t͡ʂ ɛ k
muzyczka	m u z ɘ t͡ʂ k a
muzyczkach	m u z ɘ t͡ʂ k a x
muzyczkami	m u z ɘ t͡ʂ k a m i
muzyczki	m u z ɘ t͡ʂ k i
muzyczko	m u z ɘ t͡ʂ k ɔ
muzyczkom	m u z ɘ t͡ʂ k ɔ m
muzyczką	m u z ɘ t͡ʂ k ɔ w̃
muzyczkę	m u z ɘ t͡ʂ k ɛ
muzyczkę	m u z ɘ t͡ʂ k ɛ w̃
muzycznie	m u z ɘ t͡ʂ ɲ ɛ
muzyczny	m u z ɘ t͡ʂ n ɘ
muzyk	m u z ɘ k
muzyka	m u z ɘ k a
muzykach	m u z ɘ k a x
muzykami	m u z ɘ k a m i
muzykant	m u z ɘ k a n t
muzyki	m u z ɘ k i
muzykiem	m u z ɘ k j ɛ m
muzyko	m u z ɘ k ɔ
muzykologia	m u z ɘ k ɔ l ɔ ɡ j a
muzykologią	m u z ɘ k ɔ l ɔ ɡ j ɔ w̃
muzykom	m u z ɘ k ɔ m
muzykoterapia	m u z ɘ k ɔ t ɛ r a p j a
muzykowanie	m u z ɘ k ɔ v a ɲ ɛ
muzykować	m u z ɘ k ɔ v a t͡ɕ
muzykowi	m u z ɘ k ɔ v i
muzyku	m u z ɘ k u
muzyków	m u z ɘ k u f
muzyką	m u z ɘ k ɔ w̃
muzykę	m u z ɘ k ɛ
muzykę	m u z ɘ k ɛ w̃
mućka	m u t͡ɕ k a
muł	m u w
muła	m u w a
mułach	m u w a x
mułami	m u w a m i
mułem	m u w ɛ m
mułom	m u w ɔ m
mułowi	m u w ɔ v i
mułowiec	m u w ɔ v j ɛ t͡s
mułowy	m u w ɔ v ɘ
mułu	m u w u
muły	m u w ɘ
mułów	m u w u f
mułła	m u w w a
muślin	m u ɕ l i n
muślinowy	m u ɕ l i n ɔ v ɘ
muśnie	m u ɕ ɲ ɛ
muśnięcie	m u ɕ ɲ ɛ ɲ t͡ɕ ɛ
mużyk	m u ʐ ɘ k
my	m ɘ
my	m ɨ
mych	m ɘ x
mycha	m ɘ x a
mychach	m ɘ x a x
mychami	m ɘ x a m i
mycho	m ɘ x ɔ
mychom	m ɘ x ɔ m
mychy	m ɘ x ɘ
mychą	m ɘ x ɔ w̃
mychę	m ɘ x ɛ
mychę	m ɘ x ɛ w̃
myci	m ɘ t͡ɕ i
mycie	m ɘ t͡ɕ ɛ
myciel	m ɘ t͡ɕ ɛ l
myciel	m ɨ t͡ɕ ɛ l
mycka	m ɘ t͡s k a
mydelniczka	m ɘ d ɛ l ɲ i t͡ʂ k a
mydeł	m ɘ d ɛ w
mydełko	m ɘ d ɛ w k ɔ
mydlany	m ɘ d l a n ɘ
mydle	m ɘ d l ɛ
mydlenie	m ɘ d l ɛ ɲ ɛ
mydleniec	m ɘ d l ɛ ɲ ɛ t͡s
mydli	m ɘ d l i
mydliny	m ɘ d l i n ɘ
mydlić	m ɘ d l i t͡ɕ
mydlnica	m ɘ d l ɲ i t͡s a
mydlą	m ɘ d l ɔ w̃
mydlę	m ɘ d l ɛ
mydlę	m ɘ d l ɛ w̃
mydła	m ɘ d w a
mydłach	m ɘ d w a x
mydłami	m ɘ d w a m i
mydłek	m ɘ d w ɛ k
mydłem	m ɘ d w ɛ m
mydło	m ɘ d w ɔ
mydłodrzew	m ɘ d w ɔ d ʐ ɛ f
mydłoka	m ɘ d w ɔ k a
mydłom	m ɘ d w ɔ m
mydłu	m ɘ d w u
mygła	m ɘ ɡ w a
myj	m ɘ j
myje	m ɘ j ɛ
myjecie	m ɘ j ɛ t͡ɕ ɛ
myjemy	m ɘ j ɛ m ɘ
myjesz	m ɘ j ɛ ʂ
myjka	m ɘ j k a
myjnia	m ɘ j ɲ a
myją	m ɘ j ɔ w̃
myjąc	m ɘ j ɔ n t͡s
myjący	m ɘ j ɔ n t͡s ɘ
myję	m ɘ j ɛ
myję	m ɘ j ɛ w̃
myk	m ɘ k
mykeński	m ɘ k ɛ ɲ s k i
mykologia	m ɘ k ɔ l ɔ ɡ j a
mykwa	m ɘ k f a
mykwą	m ɘ k f ɔ w̃
myl	m ɘ l
myleni	m ɘ l ɛ ɲ i
mylenie	m ɘ l ɛ ɲ ɛ
myli	m ɘ l i
mylicie	m ɘ l i t͡ɕ ɛ
mylili	m ɘ l i l i
mylimy	m ɘ l i m ɘ
mylisz	m ɘ l i ʂ
mylić	m ɘ l i t͡ɕ
mylił	m ɘ l i w
myliła	m ɘ l i w a
myliłam	m ɘ l i w a m
myliłaś	m ɘ l i w a ɕ
myliłem	m ɘ l i w ɛ m
myliłeś	m ɘ l i w ɛ ɕ
myliło	m ɘ l i w ɔ
myliły	m ɘ l i w ɘ
myliście	m ɘ l i ɕ t͡ɕ ɛ
myliśmy	m ɘ l i ɕ m ɘ
mylna	m ɘ l n a
mylne	m ɘ l n ɛ
mylni	m ɘ l ɲ i
mylnie	m ɘ l ɲ ɛ
mylny	m ɘ l n ɘ
mylną	m ɘ l n ɔ w̃
mylona	m ɘ l ɔ n a
mylone	m ɘ l ɔ n ɛ
mylono	m ɘ l ɔ n ɔ
mylony	m ɘ l ɔ n ɘ
myloną	m ɘ l ɔ n ɔ w̃
mylą	m ɘ l ɔ w̃
myląc	m ɘ l ɔ n t͡s
myląca	m ɘ l ɔ n t͡s a
mylące	m ɘ l ɔ n t͡s ɛ
mylący	m ɘ l ɔ n t͡s ɘ
mylę	m ɘ l ɛ
mylę	m ɘ l ɛ w̃
mym	m ɘ m
mymi	m ɘ m i
mysi	m ɘ ɕ i
mysia	m ɘ ɕ a
mysich	m ɘ ɕ i x
mysie	m ɘ ɕ ɛ
mysiego	m ɘ ɕ ɛ ɡ ɔ
mysiej	m ɘ ɕ ɛ j
mysiemu	m ɘ ɕ ɛ m u
mysikrólik	m ɘ ɕ i k r u l i k
mysim	m ɘ ɕ i m
mysimi	m ɘ ɕ i m i
mysiogon	m ɘ ɕ ɔ ɡ ɔ n
mysiór	m ɘ ɕ u r
mysią	m ɘ ɕ ɔ w̃
mysię	m ɘ ɕ ɛ
mysię	m ɘ ɕ ɛ w̃
mysz	m ɘ ʂ
mysz	m ɨ ʂ
myszach	m ɘ ʂ a x
myszami	m ɘ ʂ a m i
myszaty	m ɘ ʂ a t ɘ
myszce	m ɘ ʂ t͡s ɛ
mysze	m ɘ ʂ ɛ
myszek	m ɘ ʂ ɛ k
myszka	m ɘ ʂ k a
myszkach	m ɘ ʂ k a x
myszkami	m ɘ ʂ k a m i
myszki	m ɘ ʂ k i
myszko	m ɘ ʂ k ɔ
myszkom	m ɘ ʂ k ɔ m
myszkować	m ɘ ʂ k ɔ v a t͡ɕ
myszką	m ɘ ʂ k ɔ w̃
myszkę	m ɘ ʂ k ɛ
myszkę	m ɘ ʂ k ɛ w̃
myszleć	m ɨ ʂ l ɛ t͡ɕ
myszlić	m ɨ ʂ l i t͡ɕ
myszojeleń	m ɘ ʂ ɔ j ɛ l ɛ ɲ
myszom	m ɘ ʂ ɔ m
myszopłoch	m ɘ ʂ ɔ p w ɔ x
myszoskoczek	m ɘ ʂ ɔ s k ɔ t͡ʂ ɛ k
myszoskoczka	m ɘ ʂ ɔ s k ɔ t͡ʂ k a
myszowór	m ɘ ʂ ɔ v u r
myszołów	m ɘ ʂ ɔ w u f
myszur	m ɘ ʂ u r
myszur	m ɨ ʂ u r
myszy	m ɘ ʂ ɘ
myszą	m ɘ ʂ ɔ w̃
mysłowicki	m ɘ s w ɔ v i t͡s k i
mysłowiczanin	m ɘ s w ɔ v i t͡ʂ a ɲ i n
mysłowiczanka	m ɘ s w ɔ v i t͡ʂ a n k a
myt	m ɘ t
myta	m ɘ t a
myte	m ɘ t ɛ
mytem	m ɘ t ɛ m
myto	m ɘ t ɔ
myto	m ɨ t ɔ
mytom	m ɘ t ɔ m
mytu	m ɘ t u
myty	m ɘ t ɘ
mytą	m ɘ t ɔ w̃
mywać	m ɨ v a t͡ɕ
myć	m ɘ t͡ɕ
myć	m ɨ t͡ɕ
mył	m ɘ w
myła	m ɘ w a
myłam	m ɘ w a m
myłaś	m ɘ w a ɕ
myłem	m ɘ w ɛ m
myłeś	m ɘ w ɛ ɕ
myło	m ɘ w ɔ
myły	m ɘ w ɘ
myłyście	m ɘ w ɘ ɕ t͡ɕ ɛ
myłyśmy	m ɘ w ɘ ɕ m ɘ
myśl	m ɘ ɕ l
myśl	m ɨ ɕ l
myślach	m ɘ ɕ l a x
myślami	m ɘ ɕ l a m i
myślał	m ɘ ɕ l a w
myślała	m ɘ ɕ l a w a
myślałaby	m ɘ ɕ l a w a b ɘ
myślałabyś	m ɘ ɕ l a w a b ɘ ɕ
myślałam	m ɘ ɕ l a w a m
myślałaś	m ɘ ɕ l a w a ɕ
myślałby	m ɘ ɕ l a w b ɘ
myślałbym	m ɘ ɕ l a w b ɘ m
myślałbyś	m ɘ ɕ l a w b ɘ ɕ
myślałem	m ɘ ɕ l a w ɛ m
myślałeś	m ɘ ɕ l a w ɛ ɕ
myślało	m ɘ ɕ l a w ɔ
myślałoby	m ɘ ɕ l a w ɔ b ɘ
myślały	m ɘ ɕ l a w ɘ
myślałyby	m ɘ ɕ l a w ɘ b ɘ
myślałybyście	m ɘ ɕ l a w ɘ b ɘ ɕ t͡ɕ ɛ
myślałybyśmy	m ɘ ɕ l a w ɘ b ɘ ɕ m ɘ
myślałyście	m ɘ ɕ l a w ɘ ɕ t͡ɕ ɛ
myślałyśmy	m ɘ ɕ l a w ɘ ɕ m ɘ
myślcie	m ɘ ɕ l t͡ɕ ɛ
myśleli	m ɘ ɕ l ɛ l i
myśleliby	m ɘ ɕ l ɛ l i b ɘ
myślelibyście	m ɘ ɕ l ɛ l i b ɘ ɕ t͡ɕ ɛ
myślelibyśmy	m ɘ ɕ l ɛ l i b ɘ ɕ m ɘ
myśleliście	m ɘ ɕ l ɛ l i ɕ t͡ɕ ɛ
myśleliśmy	m ɘ ɕ l ɛ l i ɕ m ɘ
myślenie	m ɘ ɕ l ɛ ɲ ɛ
myśleć	m ɘ ɕ l ɛ t͡ɕ
myśleć	m ɨ ɕ l ɛ t͡ɕ
myśli	m ɘ ɕ l i
myślicie	m ɘ ɕ l i t͡ɕ ɛ
myśliciel	m ɘ ɕ l i t͡ɕ ɛ l
myślicielka	m ɘ ɕ l i t͡ɕ ɛ l k a
myślimy	m ɘ ɕ l i m ɘ
myślistwo	m ɘ ɕ l i s t f ɔ
myślisz	m ɘ ɕ l i ʂ
myśliwa	m ɘ ɕ l i v a
myśliwczy	m ɘ ɕ l i f t͡ʂ ɘ
myśliwiec	m ɘ ɕ l i v j ɛ t͡s
myśliwski	m ɘ ɕ l i f s k i
myśliwy	m ɘ ɕ l i v ɘ
myślić	m ɘ ɕ l i t͡ɕ
myślić	m ɨ ɕ l i t͡ɕ
myśliła	m ɘ ɕ l i w a
myśliłem	m ɘ ɕ l i w ɛ m
myślmy	m ɘ ɕ l m ɘ
myślnik	m ɘ ɕ l ɲ i k
myślny	m ɘ ɕ l n ɘ
myślom	m ɘ ɕ l ɔ m
myślowy	m ɘ ɕ l ɔ v ɘ
myślozbrodnia	m ɘ ɕ l ɔ z b r ɔ d ɲ a
myślozbrodniarz	m ɘ ɕ l ɔ z b r ɔ d ɲ a ʂ
myślą	m ɘ ɕ l ɔ w̃
myśląc	m ɘ ɕ l ɔ n t͡s
myśląca	m ɘ ɕ l ɔ n t͡s a
myślące	m ɘ ɕ l ɔ n t͡s ɛ
myślący	m ɘ ɕ l ɔ n t͡s ɘ
myślę	m ɘ ɕ l ɛ
myślę	m ɘ ɕ l ɛ w̃
myśmy	m ɘ ɕ m ɘ
móc	m o t͡s
móc	m u t͡s
móc	m ɔ t͡s
mógł	m u ɡ w
mógłby	m u ɡ w b ɘ
mógłbym	m u ɡ w b ɘ m
mógłbyś	m u ɡ w b ɘ ɕ
mój	m o j
mój	m u j
mól	m u l
mór	m u r
mórg	m u r k
mórz	m u ʂ
mów	m u f
mówca	m o f t͡s a
mówca	m u f t͡s a
mówcie	m u f t͡ɕ ɛ
mówcowy	m o f t͡s ɔ v ɨ
mówczy	m u f t͡ʂ ɘ
mówczyni	m u f t͡ʂ ɘ ɲ i
móweczka	m u v ɛ t͡ʂ k a
móweczką	m u v ɛ t͡ʂ k ɔ w̃
mówi	m u v i
mówicie	m u v i t͡ɕ ɛ
mówieni	m u v j ɛ ɲ i
mówienia	m u v j ɛ ɲ a
mówienie	m o v j ɛ ɲ e
mówienie	m u v j ɛ ɲ ɛ
mówieniem	m u v j ɛ ɲ ɛ m
mówieniowy	m u v j ɛ ɲ ɔ v ɘ
mówieniu	m u v j ɛ ɲ u
mówieć	m o v j ɛ t͡ɕ
mówili	m u v i l i
mówiliby	m u v i l i b ɘ
mówilibyście	m u v i l i b ɘ ɕ t͡ɕ ɛ
mówilibyśmy	m u v i l i b ɘ ɕ m ɘ
mówiliście	m u v i l i ɕ t͡ɕ ɛ
mówiliśmy	m u v i l i ɕ m ɘ
mówimy	m u v i m ɘ
mówiona	m u v j ɔ n a
mówione	m u v j ɔ n ɛ
mówionego	m u v j ɔ n ɛ ɡ ɔ
mówionej	m u v j ɔ n ɛ j
mówionemu	m u v j ɔ n ɛ m u
mówiono	m u v j ɔ n ɔ
mówiony	m u v j ɔ n ɘ
mówionych	m u v j ɔ n ɘ x
mówionym	m u v j ɔ n ɘ m
mówionymi	m u v j ɔ n ɘ m i
mówioną	m u v j ɔ n ɔ w̃
mówisz	m u v i ʂ
mówią	m u v j ɔ w̃
mówiąc	m u v j ɔ n t͡s
mówiąca	m o v j ɔ̃ t͡s ɒ
mówiąca	m u v j ɔ n t͡s a
mówiące	m u v j ɔ n t͡s ɛ
mówiącego	m u v j ɔ n t͡s ɛ ɡ ɔ
mówiącej	m u v j ɔ n t͡s ɛ j
mówiącemu	m u v j ɔ n t͡s ɛ m u
mówiący	m o v j ɔ̃ t͡s ɨ
mówiący	m u v j ɔ n t͡s ɘ
mówiących	m u v j ɔ n t͡s ɘ x
mówiącym	m u v j ɔ n t͡s ɘ m
mówiącymi	m u v j ɔ n t͡s ɘ m i
mówiącą	m u v j ɔ n t͡s ɔ w̃
mówić	m o v i t͡ɕ
mówić	m u v i t͡ɕ
mówię	m u v j ɛ
mówię	m u v j ɛ w̃
mówięcy	m o v j ɛ̃ t͡s ɨ
mówił	m u v i w
mówiła	m u v i w a
mówiłaby	m u v i w a b ɘ
mówiłabym	m u v i w a b ɘ m
mówiłabyś	m u v i w a b ɘ ɕ
mówiłam	m u v i w a m
mówiłaś	m u v i w a ɕ
mówiłby	m u v i w b ɘ
mówiłbym	m u v i w b ɘ m
mówiłbyś	m u v i w b ɘ ɕ
mówiłem	m u v i w ɛ m
mówiłeś	m u v i w ɛ ɕ
mówiło	m u v i w ɔ
mówiłoby	m u v i w ɔ b ɘ
mówiłobym	m u v i w ɔ b ɘ m
mówiłobyś	m u v i w ɔ b ɘ ɕ
mówiłom	m u v i w ɔ m
mówiłoś	m u v i w ɔ ɕ
mówiły	m u v i w ɘ
mówiłyby	m u v i w ɘ b ɘ
mówiłybyście	m u v i w ɘ b ɘ ɕ t͡ɕ ɛ
mówiłybyśmy	m u v i w ɘ b ɘ ɕ m ɘ
mówiłyście	m u v i w ɘ ɕ t͡ɕ ɛ
mówiłyśmy	m u v i w ɘ ɕ m ɘ
mówka	m o f k a
mówka	m u f k a
mówmy	m u v m ɘ
mównica	m u v ɲ i t͡s a
mównictwo	m u v ɲ i t͡s t f ɔ
mówniczy	m u v ɲ i t͡ʂ ɘ
mównicą	m u v ɲ i t͡s ɔ w̃
mównie	m u v ɲ ɛ
mówniej	m u v ɲ ɛ j
mówniejszy	m u v ɲ ɛ j ʂ ɘ
mównik	m u v ɲ i k
mówność	m u v n ɔ ɕ t͡ɕ
mówny	m u v n ɘ
mózg	m u s k
mózgach	m u z ɡ a x
mózgami	m u z ɡ a m i
mózgi	m u z ɡ i
mózgiem	m u z ɡ j ɛ m
mózgoczaszka	m u z ɡ ɔ t͡ʂ a ʂ k a
mózgom	m u z ɡ ɔ m
mózgowi	m u z ɡ ɔ v i
mózgowie	m u z ɡ ɔ v j ɛ
mózgowiec	m u z ɡ ɔ v j ɛ t͡s
mózgownica	m u z ɡ ɔ v ɲ i t͡s a
mózgowy	m u z ɡ ɔ v ɘ
mózgu	m u z ɡ u
mózgów	m u z ɡ u f
móż	m u ʂ
móżcie	m u ʂ t͡ɕ ɛ
móżdżek	m u ʐ d͡ʐ ɛ k
móżdżka	m u ʂ t͡ʂ k a
móżmy	m u ʐ m ɘ
müsli	m i s l i
müsli	m j u s l i
müsli	m u s l i
mą	m ɔ w̃
mące	m ɔ n t͡s ɛ
mąceni	m ɔ n t͡s ɛ ɲ i
mącenie	m ɔ n t͡s ɛ ɲ ɛ
mąci	m ɔ ɲ t͡ɕ i
mącicie	m ɔ ɲ t͡ɕ i t͡ɕ ɛ
mąciciel	m ɔ ɲ t͡ɕ i t͡ɕ ɛ l
mącicielka	m ɔ ɲ t͡ɕ i t͡ɕ ɛ l k a
mącicielką	m ɔ ɲ t͡ɕ i t͡ɕ ɛ l k ɔ w̃
mącimy	m ɔ ɲ t͡ɕ i m ɘ
mącisz	m ɔ ɲ t͡ɕ i ʂ
mąciwoda	m ɔ ɲ t͡ɕ i v ɔ d a
mącić	m ɔ ɲ t͡ɕ i t͡ɕ
mącona	m ɔ n t͡s ɔ n a
mącone	m ɔ n t͡s ɔ n ɛ
mącono	m ɔ n t͡s ɔ n ɔ
mącony	m ɔ n t͡s ɔ n ɘ
mącz	m ɔ n t͡ʂ
mączce	m ɔ n t͡ʂ t͡s ɛ
mączek	m ɔ n t͡ʂ ɛ k
mączka	m ɔ n t͡ʂ k a
mączki	m ɔ n t͡ʂ k i
mączką	m ɔ n t͡ʂ k ɔ w̃
mączkę	m ɔ n t͡ʂ k ɛ
mączkę	m ɔ n t͡ʂ k ɛ w̃
mączlik	m ɔ n t͡ʂ l i k
mączlika	m ɔ n t͡ʂ l i k a
mączlikach	m ɔ n t͡ʂ l i k a x
mączlikami	m ɔ n t͡ʂ l i k a m i
mączliki	m ɔ n t͡ʂ l i k i
mączlikiem	m ɔ n t͡ʂ l i k j ɛ m
mączlikom	m ɔ n t͡ʂ l i k ɔ m
mączlikowi	m ɔ n t͡ʂ l i k ɔ v i
mączliku	m ɔ n t͡ʂ l i k u
mączlików	m ɔ n t͡ʂ l i k u f
mączniak	m ɔ n t͡ʂ ɲ a k
mącznic	m ɔ n t͡ʂ ɲ i t͡s
mącznica	m ɔ n t͡ʂ ɲ i t͡s a
mącznicach	m ɔ n t͡ʂ ɲ i t͡s a x
mącznicami	m ɔ n t͡ʂ ɲ i t͡s a m i
mącznice	m ɔ n t͡ʂ ɲ i t͡s ɛ
mącznico	m ɔ n t͡ʂ ɲ i t͡s ɔ
mącznicom	m ɔ n t͡ʂ ɲ i t͡s ɔ m
mącznicy	m ɔ n t͡ʂ ɲ i t͡s ɘ
mącznicą	m ɔ n t͡ʂ ɲ i t͡s ɔ w̃
mącznicę	m ɔ n t͡ʂ ɲ i t͡s ɛ
mącznicę	m ɔ n t͡ʂ ɲ i t͡s ɛ w̃
mączny	m ɔ n t͡ʂ n ɘ
mączy	m ɔ n t͡ʂ ɘ
mączyniec	m ɔ n t͡ʂ ɘ ɲ ɛ t͡s
mączysty	m ɔ n t͡ʂ ɘ s t ɘ
mączyć	m ɔ n t͡ʂ ɘ t͡ɕ
mączą	m ɔ n t͡ʂ ɔ w̃
mączę	m ɔ n t͡ʂ ɛ
mączę	m ɔ n t͡ʂ ɛ w̃
mącą	m ɔ n t͡s ɔ w̃
mącąc	m ɔ n t͡s ɔ n t͡s
mącąca	m ɔ n t͡s ɔ n t͡s a
mącące	m ɔ n t͡s ɔ n t͡s ɛ
mącący	m ɔ n t͡s ɔ n t͡s ɘ
mącę	m ɔ n t͡s ɛ
mącę	m ɔ n t͡s ɛ w̃
mądra	m ɔ n d r a
mądrala	m ɔ n d r a l a
mądre	m ɔ n d r ɛ
mądrego	m ɔ n d r ɛ ɡ ɔ
mądrej	m ɔ n d r ɛ j
mądremu	m ɔ n d r ɛ m u
mądrości	m ɔ n d r ɔ ɕ t͡ɕ i
mądrość	m ɔ n d r ɔ ɕ t͡ɕ
mądry	m ɔ n d r ɘ
mądrych	m ɔ n d r ɘ x
mądrym	m ɔ n d r ɘ m
mądrymi	m ɔ n d r ɘ m i
mądrze	m ɔ n d ʐ ɛ
mądrzej	m ɔ n d ʐ ɛ j
mądrzejszego	m ɔ n d ʐ ɛ j ʂ ɛ ɡ ɔ
mądrzejszy	m ɔ n d ʐ ɛ j ʂ ɘ
mądrzenie	m ɔ n d ʐ ɛ ɲ ɛ
mądrzeć	m ɔ n d ʐ ɛ t͡ɕ
mądrzy	m ɔ n d ʐ ɘ
mądrzyć	m ɔ n d ʐ ɘ t͡ɕ
mądrą	m ɔ n d r ɔ w̃
mąk	m ɔ ŋ k
mąka	m ɔ ŋ k a
mąkach	m ɔ ŋ k a x
mąkami	m ɔ ŋ k a m i
mąki	m ɔ ŋ k i
mąko	m ɔ ŋ k ɔ
mąkom	m ɔ ŋ k ɔ m
mąkowy	m ɔ ŋ k ɔ v ɘ
mąką	m ɔ ŋ k ɔ w̃
mąkę	m ɔ ŋ k ɛ
mąkę	m ɔ ŋ k ɛ w̃
mątew	m ɔ n t ɛ f
mątewka	m ɔ n t ɛ f k a
mątw	m ɔ n t f
mątwa	m ɔ n t f a
mątwach	m ɔ n t f a x
mątwami	m ɔ n t f a m i
mątwi	m ɔ n t f i
mątwiach	m ɔ n t f j a x
mątwiami	m ɔ n t f j a m i
mątwie	m ɔ n t f j ɛ
mątwiom	m ɔ n t f j ɔ m
mątwią	m ɔ n t f j ɔ w̃
mątwo	m ɔ n t f ɔ
mątwom	m ɔ n t f ɔ m
mątwy	m ɔ n t f ɘ
mątwą	m ɔ n t f ɔ w̃
mątwę	m ɔ n t f ɛ
mątwę	m ɔ n t f ɛ w̃
mąć	m ɔ ɲ t͡ɕ
mąćcie	m ɔ ɲ t͡ɕ t͡ɕ ɛ
mąćmy	m ɔ ɲ t͡ɕ m ɘ
mąż	m ɔ n ʂ
mąż	m ɔ w̃ ʂ
męce	m ɛ n t͡s ɛ
męcie	m ɛ ɲ t͡ɕ ɛ
męcz	m ɛ n t͡ʂ
męczarnia	m ɛ n t͡ʂ a r ɲ a
męczelka	m ɛ n t͡ʂ ɛ l k a
męczenie	m ɛ n t͡ʂ ɛ ɲ ɛ
męczennica	m ɛ n t͡ʂ ɛ n ɲ i t͡s a
męczennicą	m ɛ n t͡ʂ ɛ n ɲ i t͡s ɔ w̃
męczennik	m ɛ n t͡ʂ ɛ n ɲ i k
męczeństwo	m ɛ n t͡ʂ ɛ ɲ s t f ɔ
męczybuła	m ɛ n t͡ʂ ɘ b u w a
męczybułą	m ɛ n t͡ʂ ɘ b u w ɔ w̃
męczydusza	m ɛ n t͡ʂ ɘ d u ʂ a
męczyduszą	m ɛ n t͡ʂ ɘ d u ʂ ɔ w̃
męczyć	m ɛ n t͡ʂ ɘ t͡ɕ
męczą	m ɛ n t͡ʂ ɔ w̃
męczący	m ɛ n t͡ʂ ɔ n t͡s ɘ
męczę	m ɛ n t͡ʂ ɛ
męczę	m ɛ n t͡ʂ ɛ w̃
mędrca	m ɛ n d r t͡s a
mędrcy	m ɛ n d r t͡s ɘ
mędrcze	m ɛ n d r t͡ʂ ɛ
mędrek	m ɛ n d r ɛ k
mędrkowanie	m ɛ n d r k ɔ v a ɲ ɛ
mędrkować	m ɛ n d r k ɔ v a t͡ɕ
mędrszego	m ɛ n d r ʂ ɛ ɡ ɔ
mędrszy	m ɛ n d r ʂ ɘ
mędrzec	m ɛ n d ʐ ɛ t͡s
mędrzec	m ɛ̃ d r̝ ɛ t͡s
mędrzec	m ɛ̃ d ʐ ɛ t͡s
męk	m ɛ ŋ k
męka	m ɛ ŋ k a
mękach	m ɛ ŋ k a x
mękami	m ɛ ŋ k a m i
męki	m ɛ ŋ k i
męko	m ɛ ŋ k ɔ
mękom	m ɛ ŋ k ɔ m
męką	m ɛ ŋ k ɔ w̃
mękę	m ɛ ŋ k ɛ
mękę	m ɛ ŋ k ɛ w̃
mękławka	m ɛ ŋ k w a f k a
męscy	m ɛ n s t͡s ɘ
męscy	m ɛ w̃ s t͡s ɘ
męska	m ɛ n s k a
męska	m ɛ w̃ s k a
męski	m ɛ n s k i
męski	m ɛ w̃ s k i
męskich	m ɛ n s k i x
męskich	m ɛ w̃ s k i x
męskie	m ɛ n s k j ɛ
męskie	m ɛ w̃ s k j ɛ
męskiego	m ɛ n s k j ɛ ɡ ɔ
