ং	ŋ
ধৰণ	dʱ ɔ ɹ ɔ n
ধৰ্ষণ	dʱ ɔ ɹ x ɔ n
ন	n ɔ
নংচাই	n ɔ ŋ s a ɪ
নউ	n ɔ ʊ
নকল	n ɔ k ɔ l
নক্সা	n ɔ k s a
নখ	n ɔ kʰ
নখপালিচ	n ɔ k p a l i s
নগাওঁ	n ɔ ɡ a ʊ̃
নগৰ	n ɔ ɡ ɔ ɹ
নচা	n ɔ s a
নতুন	n ɔ t u n
নদী	n ɔ d i
ননী	n ɔ n i
নব্বৈ	n ɔ b b o ɪ
নমা	n ɔ m a
নমাজ	n ɔ m a z
নমোৱা	n ɔ m ʊ a
নম্বৰ	n ɔ m b ɔ ɹ
নহয়	n ɔ ɦ ɔ ɛ
নহৰু	n ɔ ɦ ɔ ɹ u
নহ’লে	n ɔ ɦ o l ɛ
নাই	n a i
নাই	n a ɪ
নাইপিয়া	n a ɪ p i a
নাও	n a ʊ
নাক	n a k
নাঙঠ	n a ŋ ɔ tʰ
নাঙল	n a ŋ ɔ l
নাচা	n a s a
নাজানোঁ	n a z a n ʊ̃
নাট	n a t
নাটনি	n a t ɔ n i
নাপিত	n a p i t
নামনি	n a m ɔ n i
নামা	n a m a
নামাজ	n a m a z
নাম্বাৰ	n a m b a ɹ
নাহৰ	n a ɦ ɔ ɹ
নাহৰফুটুকী	n a ɦ ɔ ɹ pʰ u t u k i
নাৰিকল	n a ɪ k ɔ l
নাৰিকল	n a ɹ i k ɔ l
নিংনি	n i ŋ n i
নিওৱা	n i ʊ a
নিগনি	n i ɡ ɔ n i
নিচা	n i s a
নিচান	n i s a n
নিজ	n i z
নিজা	n i z a
নিজে	n i z ɛ
নিজৰ	n i z ɔ ɹ
নিনাও	n i n a ʊ
নিমখ	n i m ɔ kʰ
নিয়া	n i a
নিয়ান্নব্বৈ	n i a n n ɔ b b o ɪ
নিয়ৰ	n iʱ ɹ ɔ
নিযুত	n i z u t
নিলিখা	n i l i kʰ a
নিলিখা	n i l i x a
নিশাহ	n i x aʱ
নীলা	n i l a
নুমুউৱা	n u m u a
নুমুউৱা	n u m uː a
নুমুৱা	n u m u a
নে	n ɛ
নেউল	n ɛ u l
নেকি	n e k i
নেকি	n i k i
নেগুৰ	n ɛ ɡ u ɹ
নেজ	n ɛ z
নেজানোঁ	n ɛ z a n ʊ̃
নৈ	n o ɪ
নৰম	n ɔ ɹ ɔ m
নৱেম্বৰ	n ɔ w ɛ m b ɔ ɹ
প	p ɔ
পঁচপন	p ɔ̃ s p ɔ n
পঁচানব্বৈ	p ɔ̃ s a n ɔ b b o ɪ
পঁচাশী	p ɔ̃ s a x i
পঁচিছ	p ɔ̃ s i s
পঁয়ত্ৰিছ	p ɔ̃ é t ɹ i s
পঁষষ্ঠি	p ɔ̃ x ɔ s tʰ i
পঁসত্তৰ	p ɔ̃ x ɔ t t ɔ ɹ
পকা	p ɔ k a
পকোৱা	p ɔ k ʊ a
পখিলা	p o kʰ i l a
পগোৱা	p ɔ ɡ ʊ a
পঘা	p ɔ ɡʱ a
পচন	p ɔ s ɔ n
পচন্দ	p ɔ s ɔ n
পচন্দ	p ɔ s ɔ n d
পচলা	p ɔ s ɔ l a
পচা	p ɔ s a
পচোৱা	p ɔ s ʊ a
পছন্দ	p ɔ s ɔ n
পছন্দ	p ɔ s ɔ n d
পছোৱা	p ɔ s ʊ a
পঞ্চল্লিছ	p ɔ n s ɔ l l i s
পঞ্চাছ	p ɔ n s a s
পঞ্জাৱ	p ɔ n z a b
পঞ্জাৱ	p ɔ n z aᵇ
পটাখৰি	p ɔ t a kʰ ɔ ɹ i
পঠা	p ɔ tʰ a
পঠিওৱা	p ɔ tʰ i ʊ a
পঠোৱা	p ɔ tʰ ʊ a
পঢ়া	p ɔ ɦ a
পঢ়া	p ɔʴ ɦ a
পঢ়াশালি	p ɔ ɦ a x a l i
পঢ়াশালি	p ɔ ɹʱ a x a l i
পঢ়োৱা	p ɔ ɦ ʊ a
পঢ়োৱা	p ɔʴ ɦ ʊ a
পতা	p ɔ t a
পথালি	p ɔ tʰ a l i
পথাৰ	p ɔ tʰ a ɹ
পথৰুৱা	p ɔ tʰ ɔ ɹ u a
পদূলি	p ɔ d u l i
পদূলিমুখ	p ɔ d u l i m u kʰ
পনিয়ল	p ɔ n i ɔ l
পনীয়া	p ɔ n i a
পনৰ	p ɒ n ɒ ɹ ɒ
পনৰ	p ɒ n ɒ ɾ ɒ
পনৰু	p ɔ n ɔ ɹ u
পল	p ɒ l ɔ
পল	p ɔ l
পলম	p ɔ l ɔ m
পলা	p ɔ l a
পলিথিন	p ɔ l i tʰ i n
পলু	p ɔ l u
পলোৱা	p ɔ l ʊ a
পশু	p ɔ x u
পহিলা	p ɔ ɦ i l a
পহু	p o ɦ u
পাঁচ	p ã s
পাঁজৰ	p ã z ɔ ɹ
পাঁজৰা	p ã z ɔ ɹ a
পাঁতি	p ã t i
পাং	p a ŋ
পাইক	p a ɪ k
পাইকান	p a ɪ k a n
পাইকাৰী	p a ɪ k a ɹ i
পাউণ্ড	p a ʊ n
পাউণ্ড	p a ʊ n d
পাক	p a k
পাকঘৰ	p a ɡ ɡʱ ɔ ɹ
পাকৈত	p a k o ɪ t
পাখি	p a kʰ i
পাখি	p a x i
পাগ	p a ɡ
পাগলামি	p a ɡ ɔ l a m i
পাগুলা	p a ɡ u l a
পাগুৰি	p a ɡ u ɹ i
পাচলি	p a s ɔ l i
পাট	p a t
পাণ	p a n
পাণ্ডা	p a n d a
পাতল	p a t ɔ l
পাতিহাঁহ	p a t iʱ ã ɦ
পাত্থৰ	p a t tʰ ɔ ɹ
পাথৰ	p a tʰ ɔ ɹ
পানী	p a n i
পানীচকু	p a n i s ɔ k u
পানীলাউ	p a n i l a u
পানৈ	p a n o ɪ
পান্তি	p a n t i
পাভ	p a bʱ ɔ
পাল	p a l
পালি	p a l i
পালিচ	p a l i s
পালেং	p a l ɛ ŋ
পাহ	p aʱ
পাহাৰ	p a ɦ a ɹ
পাহি	p a ɦ i
পাহৰ	p a ɦ ɔ ɹ
পাহৰা	p a ɦ ɔ ɹ a
পাৰ	p a ɹ
পাৰ	p a ɹ ɔ
পাৰা	p a ɹ a
পাৰাউৱা	p a ɾ a u a
পাৰোৱা	p a ɹ ʊ a
পিঁজৰা	p i z ɔ ɹ a
পিঁপৰ	p i p ɔ ɹ
পিঁপৰ	p i p ɔ ɾ
পিঁপৰ	p i p ɔː
পিঁপৰা	p i p ɔ ɹ a
পিক	p i k
পিকোৱা	p i k ʊ a
পিচলা	p i s ɔ l a
পিট	p i t
পিটা	p i t a
পিটিক	p i t i k
পিটিকা	p i t i k a
পিঠা	p i tʰ a
পিঠি	p i tʰ i
পিত	p i t
পিতা	p i t a
পিন্ধ	p i n dʱ
পিন্ধা	p i n dʱ a
পিয়া	p i a
পিয়াঁজ	p i j a s
পিয়াঁজ	p i j a z
পিয়াহ	p i aʱ
পিহা	p i ɦ a
পিৰা	p i ɹ a
পিৰানা	p i ɹ a n a
পুঁওৱা	p ũ ʊ a
পুং	p u ŋ
পুখুৰী	p u kʰ u ɹ i
পুঠি	p u tʰ i
পুণী	p u n i
পুত	p u t
পুতাই	p u t a ɪ
পুতৌ	p u t o ʊ
পুথি	p u tʰ i
পুথিভঁৰাল	p u tʰ i bʱ ɔ̃ ɹ a l
পুনু	p u n u
পুলি	p u l i
পুৰণা	p u ɹ ɔ n a
পুৰণি	p u ɹ ɔ n i
পুৰুষ	p u ɹ u x
পুৱা	p u a
পূঁজ	p ũ z
পূৰঠ	p u ɹ ɔ tʰ
পূৰ্বীয়	p u ɹ ɹ i ɔ
পৃথিৱী	p i tʰ i b i
পৃথিৱী	p i tʰ i w i
পৃথিৱী	p ɹ i tʰ i w i
পেঁক	p ɛ̃ q
পেঁপা	p ẽ p a
পেখন	p ɛ kʰ ɔ n
পেখম	p ɛ kʰ ɔ m
পেঙ্গুইন	p ɛ ŋ u i n
পেঙ্গুইন	p ɛ ŋ ɡ u i n
পেট	p ɛ t
পেটাৰি	p ɛ t a ɹ i
পেটী	p ɛ t i
পেটু	p ɛ t u
পেটুলা	p ɛ t u l a
পেল	p ɛ l
পেলা	p ɛ l a
পেলু	p e l u
পেলোৱা	p ɛ l ʊ a
পেহা	p ɛ ɦ a
পেহী	p ɛ ɦ i
পেৰা	p ɛ ɹ a
পেৰী	p e ɹ i
পৈ	p o ɪ
পৈণত	p o ɪ n ɔ t
পো	p ʊ
পোক	p ʊ k
পোকৰ	p ʊ k ɔ ɹ
পোত	p ʊ t
পোতন	p ʊ t ɔ n
পোতা	p ʊ t a
পোন	p ʊ n
পোনা	p ʊ n a
পোন্ধৰ	p ʊ n dʱ ɒ ɹ ɒ
পোহা	p ʊ ɦ a
পোহাৰ	p ʊ ɦ a ɹ
পোহৰ	p ʊ ɦ ɔ ɹ
পোহৰোৱা	p ʊ ɦ ɔ ɹ ʊ a
পোৱাল	p ʊ a l
পোৱালী	p ʊ a l i
প্লেটিপাছ	p l ɛ t i p a s
প্ৰকৃতি	p ɹ ɔ k ɹ i t i
প্ৰক্ৰিয়া	p ɔ k i a
প্ৰক্ৰিয়া	p ɔ k ɹ i a
প্ৰক্ৰিয়া	p ɹ ɔ k i a
প্ৰক্ৰিয়া	p ɹ ɔ k ɹ i a
প্ৰথম	p ɹ ɔ tʰ ɔ m
প্ৰথমতে	p ɔ tʰ ɔ m ɔ t ɛ
প্ৰথমতে	p ɹ ɔ tʰ ɔ m ɔ t ɛ
প্ৰথমে	p ɔ tʰ ɔ m ɛ
প্ৰথমে	p ɹ ɔ tʰ ɔ m ɛ
প্ৰসিদ্ধ	p ɹ ɔ x i d dʱ ɔ
প্ৰাচীন	p ɹ a s i n
প্ৰাচীৰ	p ɹ a s i ɹ
পৰ	p ɔ ɹ
পৰম্পৰা	p ɔ ɹ ɔ m p ɔ ɹ a
পৰা	p ɔ ɹ a
পৰিয়াল	p ɔ ɹ i a l
পৰুৱা	p ɔ ɹ u a
পৰ্বত	p ɔ ɹ b ɔ t
পৰ্বত	p ɔː b ɔ t
ফ	f ɔ
ফ	pʰ ɔ
ফ	ɸ ɔ
ফচল	pʰ ɔ s ɔ l
ফটকা	pʰ ɔ t ɔ k a
ফটা	pʰ ɔ t a
ফটো	pʰ ɔ t ʊ
ফণি	pʰ o n i
ফণী	pʰ o n i
ফল	pʰ ɔ l
ফলা	pʰ ɔ l a
ফাঁক	pʰ ã k
ফাঁকু	pʰ ã k u
ফাঁকুৱা	pʰ ã k u a
ফাট	pʰ a t
ফাটা	pʰ a t a
ফান্দ	pʰ a n
ফান্দ	pʰ a n d
ফান্দ	ɸ a n
ফান্দ	ɸ a n d
ফাল	pʰ a l
ফালা	pʰ a l a
ফিঙ	pʰ i ŋ ɒ
ফিঙা	pʰ i ŋ a
ফিছা	pʰ i s a
ফিলিপাইন	pʰ i l i p a ɪ n
ফিৰিঙটি	pʰ i ɹ i ŋ ɔ t i
ফিৰিঙতি	pʰ i ɹ i ŋ ɔ t i
ফুটা	pʰ u t a
ফুল	f u l
ফুল	pʰ u l
ফুল	ɸ u l
ফুলনি	pʰ u l ɔ n i
ফুলনিবাৰী	pʰ u l ɔ n i b a ɹ i
ফুলবাৰী	pʰ u l b a ɹ i
ফুলা	pʰ u l a
ফুলোৱা	pʰ u l ʊ a
ফুৰ	pʰ u ɹ
ফুৰা	pʰ u ɹ a
ফেঁচা	f ɛ s a
ফেঁচা	pʰ ɛ s a
ফেঁচা	ɸ ɛ s a
ফেঁট	pʰ ẽ t
ফেঁটী	pʰ ẽ t i
ফেঁহু	pʰ ẽ ɦ u
ফেউৰা	pʰ ɛ u ɹ a
ফেন	pʰ ɛ n
ফেনা	pʰ ɛ n a
ফেৰুৱা	pʰ ɛ ɹ u a
ফ্লেমিংগ	pʰ l ɛ m i ŋ ɡ ɔ
ফ্লেমিঙ্গ	pʰ l ɛ m i ŋ ɡ ɔ
ফৰাচী	pʰ ɔ ɹ a s i
ফৰিং	pʰ ɔ ɹ i ŋ
ফৰিঙা	pʰ ɔ ɹ i ŋ a
ব	b ɔ
বঁটা	b ɔ̃ t a
বকলা	b ɔ k ɔ l a
বকা	b ɔ k a
বখলিওৱা	b ɔ kʰ ɔ l i ʊ a
বখলিওৱা	b ɔ x ɔ l i ʊ a
বগ	b ɔ ɡ
বগলী	b ɔ ɡ ɔ l i
বগা	b ɔ ɡ a
বগোৱা	b ɔ ɡ ʊ a
বগৰী	b ɔ ɡ ɔ ɹ i
বঙহ	b ɔ ŋ ɔ ɦ
বঙাল	b ɔ ŋ a l
বচা	b ɔ s a
বছৰ	b ɔ s ɔ ɹ
বছৰি	b ɔ s ɔ ɹ i
বছৰেক	b ɔ s ɔ ɹ ɛ k
বছৰেকীয়া	b ɔ s ɔ ɹ ɛ k i a
বজাৰ	b ɔ z a ɹ
বজোৱা	b ɔ z ʊ a
বটল	b ɔ t ɔ l
বটা	b ɔ t a
বঢ়োৱা	b a ɹʱ ʊ a
বঢ়োৱা	b ɔ ɦ ʊ a
বতাহ	b ɔ t aʱ
বত্ৰিছ	b ɔ t ɹ i s
বতৰ	b ɔ t ɔ ɹ
বতৰা	b ɔ t ɔ ɹ a
বন	b ɔ n
বনোৱা	b ɔ n ʊ a
বন্দুক	b ɔ n d u k
বন্ধ	b ɔ n
বন্ধ	b ɔ n dʱ
বন্ধ	b ɔ n dʱ ɔ
বন্ধনী	b ɔ n dʱ ɔ n i
বন্ধা	b ɔ n dʱ a
বন্ধাকবি	b ɔ n dʱ a k ɔ b i
বমি	b ɔ m i
বয়স	b ɔ j ɔ x
বল	b ɔ l
বলা	b ɔ l a
বলাৎকাৰ	b ɔ l a t k a ɹ
বসন্ত	b ɔ x ɔ n t ɔ
বস্তু	b ɔ s t u
বহ	b ɔ ɦ
বহঁত	b ɔ ɦ ɔ̃ t
বহল	b ɔ ɦ ɔ l
বহলোৱা	b ɔ ɦ ɔ l ʊ a
বহা	b ɔ ɦ a
বহাগ	b ɔ ɦ a ɡ
বহিখোৱা	b ɔ ɦ i kʰ ʊ a
বহী	b oʱ i
বহোৱা	b ɔ ɦ ʊ a
বা	b a
বা	b aː
বাঁহ	b ãʱ
বাঁহগাজ	b ãʱ ɡ a z
বাঁহপাতী	b ãʱ p a t i
বাঁহফুল	b ãʱ pʰ u l
বাঁহী	b ã ɦ i
বাংকেক	b a ŋ k ɛ k
বাংলাদেশ	b a ŋ l a d ɛ x
বাঃ	b aʱ
বাঃ	b aː
বাই	b a ɪ
বাইচন	b a ɪ s ɔ n
বাইছ	b a ɪ s
বাইদেউ	b a ɪ d ó
বাইদেউ	b a ɪ d ɛ ʊ
বাউল	b a u l
বাওঁ	b a ʊ̃
বাওঁফাল	b a ʊ̃ pʰ a l
বাওঁফাললৈ	b a ʊ̃ pʰ a l ɔ l o ɪ
বাওঁফালে	b a ʊ̃ pʰ a l ɛ
বাকচ	b a k ɔ s
বাকলি	b a k ɔ l i
বাকী	b a k i
বাগান	b a ɡ a n
বাগিচা	b a ɡ i s a
বাঘমাছ	b a ɡʱ ɔ m a s
বাঙী	b a ŋ i
বাঙ্গনা	b a ŋ ɔ n a
বাচ	b a s
বাচন	b a s ɔ n
বাছ	b a s
বাজ	b a z
বাজে	b a z ɛ
বাট	b a t
বাটি	b a t i
বাঢ়	b a ɹ
বাঢ়	b a ɹʱ
বাঢ়	b aʱ
বাঢ়নী	b a ɦ ɔ n i
বাঢ়নী	b a ɹʱ ɔ n i
বাঢ়া	b a ɦ a
বাঢ়া	b a ɹ a
বাঢ়া	b a ɹʱ a
বাঢ়ৈ	b a ɦ o ɪ
বাঢ়ৈ	b a ɹ o ɪ
বাঢ়ৈ	b a ɹʱ o ɪ
বাঢ়ৈটোকা	b a ɹʱ o ɪ t ʊ k a
বাতৰি	b a t ɔ ɹ i
বাতৰিকাকত	b a t ɹ i k a k ɔ t
বাদাম	b a d a m
বাদুলি	b a d u l i
বাধা	b a dʱ a
বান	b a n
বানপানী	b a n p a n i
বানান	b a n a n
বান্দৰ	b a n d ɔ ɹ
বান্ধ	b a n dʱ
বান্ধ	b a nʱ
বান্ধা	b a n dʱ a
বাপ	b a p
বাবা	b a b a
বাবুৰ্চি	b a b u ɹ s i
বাম	b a m
বামী	b a m i
বাল	b a l
বালি	b a l i
বালিছ	b a l i s
বালু	b a l u
বাল্টি	b a l t i
বাল্টিং	b a l t i ŋ
বাল্য	b a ɪ l l ɔ
বাল্যকাল	b a ɪ l l ɔ k a l
বালৰ	b a l ɔ ɹ
বাষষ্ঠি	b a x ɔ s tʰ i
বাসত্তৰ	b a x ɔ t t ɔ ɹ
বাসিন্দা	b a x i n d a
বাহ	b aʱ
বাহা	b a ɦ a
বাহিৰ	b a ɦ i ɹ
বাহিৰত	b a ɦ i ɹ ɔ t
বাহিৰা	b a ɦ i ɹ a
বাহিৰে	b a ɦ i ɹ ɛ
বাহু	b a ɦ u
বাৰি	b a ɹ i
বাৰিষা	b a ɹ i x a
বাৱন	b a ɔ n
বিক	b i k
বিকা	b i k a
বিঘা	b i ɡʱ a
বিচ	b i s
বিচনী	b i s o n i
বিচাৰ	b i s a ɹ
বিচাৰা	b i s a ɹ a
বিচৰা	b i s ɔ ɹ a
বিছ	b i s
বিছনা	b i s ɔ n a
বিছা	b i s a
বিজল	b i z ɔ l
বিজুলী	b i z u l i
বিজ্ঞান	b i ɡ ɡ a n
বিদেশী	b i d ɛ x i
বিদ্যালয়	b i i d d a l ɔ j
বিনা	b i n a
বিনামূলীয়া	b i n a m u l i a
বিন্ধা	b i n dʱ a
বিভগ	b i bʱ ɔ ɡ
বিভেদ	b i bʱ ɛ d
বিমানবন্দৰ	b i m a n b ɔ n d ɔ ɹ
বিয়লি	b i ɔ l i
বিয়া	b i a
বিয়ান্নব্বৈ	b i a n n ɔ b b o ɪ
বিয়াল্লিছ	b i a l l i s
বিয়াশী	b i a x i
বিল	b i l
বিলগ	b i l ɔ ɡ
বিলা	b i l a
বিলাই	b i l a ɪ
বিলাতী	b i l a t i
বিলাহী	b i l a ɦ i
বিলৈ	b i l o ɪ
বিশ্ব	b i s s ɔ
বিশ্ববিদ্যালয়	b i s s ɔ b i i d d a l ɔ j
বিষ	b i x
বিষয়	b i x ɔ j
বিষা	b i x a
বিষোৱা	b i x ʊ a
বিহ	b iʱ
বিহান	b i ɦ a n
বিহাৰ	b i ɦ a ɹ
বিহু	b i ɦ u
বিৰলী	b i ɹ ɔ l i
বিৰালী	b i ɹ a l i
বিৰিং	b i ɹ i ŋ
বীজাণু	b i z a n u
বুকু	b u k u
বুজা	b u z a
বুট	b u t
বুটাম	b u t a m
বুঢ়া	b u a
বুঢ়া	b u ɦ a
বুঢ়া	b u ɹ a
বুঢ়া	b u ɹʱ a
বুঢ়া	b u ɾ a
বুঢ়া	b u ɾ ɦ a
বুঢ়ী	b u i
বুঢ়ী	b u ɦ i
বুঢ়ী	b u ɹ i
বুঢ়ী	b u ɹʱ i
বুঢ়ী	b u ɾ i
বুঢ়ী	b u ɾ ɦ i
বুধবাৰ	b u d b a ɹ
বুধিয়ক	b u dʱ i k
বুলা	b u l a
বুলি	b u l i
বুলীয়া	b u l i a
বৃশ্চিক	b i s s i k
বৃশ্চিক	b ɹ i s s i k
বৃহস্পতিবাৰ	b i ɦ ɔ s p ɔ t i b a ɹ
বৃহস্পতিবাৰ	b ɹ iʱ ɔ s p ɔ t i b a ɹ
বেঁকা	b ẽ k a
বেং	b ɛ ŋ
বেংক	b ɛ ŋ k
বেংছটা	b ɛ ŋ s ɔ t a
বেংছাটি	b ɛ ŋ s a t i
বেক্টেৰিয়া	b ɛ k t ɛ ɹ i a
বেগ	b ɛ ɡ
বেঙুনীয়া	b ɛ ŋ u n i a
বেঙুনীয়া	b ɛ ɡ u n i a
বেঙেনা	b ɛ ŋ ɛ n a
বেঙ্গনা	b a ŋ ɔ n a
বেচ	b ɛ s
বেছি	b e s i
বেজ	b ɛ z
বেজাৰ	b ɛ z a ɹ
বেজাৰ	b ɛ z a ɾ
বেজী	b e z i
বেটা	b ɛ t a
বেটী	b ɛ t i
বেত	b ɛ t
বেতাঁৰ	b ɛ t ã ɹ
বেপাৰ	b ɛ p a ɹ
বেপাৰী	b ɛ p a ɹ i
বেপৰোৱা	b ɛ p ɔ ɹ ʊ a
বেমাৰ	b ɛ m a ɹ
বেয়া	b ɛ a
বেল	b ɛ l
বেলা	b ɛ l a
বেলি	b e l i
বেলেগ	b ɛ l ɛ ɡ
বেলেগকৈ	b ɛ l ɛ ɡ k o ɪ
বেল্ট	b ɛ l
বেল্ট	b ɛ l t
বেহা	b ɛ ɦ a
বেহাৰ	b ɛ ɦ a ɾ
বেহেলা	b ɛ ɦ ɛ l a
বেৰ	b ɛ ɹ
বেৰা	b ɛ ɹ a
বেৰেটি	b ɛ ɹ ɛ t i
বৈনী	b o ɪ n i
বৈষ্ণব	b o ɪ s n ɔ b ɔ
বৈহাগ	b o ɪ ɦ a ɡ
বৈৰ্হান	b ɔ ɪ ɾ ɦ a n
বোকা	b ʊ k a
বোজা	b ʊ z a
বোন্দা	b ʊ n d a
বোন্দোৰা	b ʊ n d ʊ ɹ a
বোপা	b ʊ p a
বোপাই	b ʊ p a ɪ
বোল	b ʊ l
বোলা	b ʊ l a
বোৱনী	b ʊ n i
বোৱা	b ʊ a
বোৱাৰী	b ʊ a ɹ i
ব্যাখ্যা	b a ɪ k kʰ a
ব্যৱহাৰ	b e ɔ ɦ a ɹ
ব্যৱহাৰ	b ɛ b ɔ ɦ a ɹ
ব্ৰহ্মপুত্ৰ	b ɹ ɔ ɦ m ɔ p u t ɹ ɔ
বৎচোৱানা	b ɔ s s ʊ a n a
বৎচোৱানা	b ɔ t s ʊ a n a
বৰ	b ɔ ɹ
বৰণ	b ɔ ɹ ɔ n
বৰণীয়া	b ɔ ɹ ɔ n i a
বৰদিন	b ɔ ɹ d i n
বৰদেউতা	b ɔ ɹ ɔ d ɛ u t a
বৰদৈচিলা	b ɔ ɹ d o ɪ s i l a
বৰফ	b ɔ ɹ ɔ f
বৰফ	b ɔ ɹ ɔ pʰ
বৰফ	b ɔ ɹ ɔ ɸ
বৰমা	b ɔ ɹ m a
বৰল	b ɔ ɹ ɔ l
বৰশী	b ɔ ɹ ɔ x i
বৰষ	b ɔ ɹ ɔ x
বৰষ	b ɔ ɹ ɔ ɦ
বৰষুণ	b ɔ ɹ ɔ x u n
বৰা	b ɔ ɹ a
বৰালি	b ɔ ɹ a l i
বৰি	b o ɹ i
বৰ্ণ	b ɔ ɹ n ɔ
বৰ্ণমালা	b ɔ ɹ n ɔ m a l a
বৰ্ত্তা	b ɔ ɹ t t a
ব’ঠা	b o tʰ a
ব’ল	b o l
ব’লক	b o l ɔ k
ব’লা	b o l a
ব’হাগ	b oʱ a ɡ
ভ	bʱ ɔ
ভকত	bʱ ɔ k ɔ t
ভকুৱা	bʱ ɔ k u a
ভগা	bʱ ɔ ɡ a
ভগোৱা	bʱ ɔ ɡ ʊ a
ভঙা	bʱ ɔ ŋ a
ভজা	bʱ ɔ z a
ভণ্টি	bʱ ɔ n t i
ভণ্টী	bʱ ɔ n t i
ভতাৰ	bʱ ɔ t a ɹ
ভনী	bʱ o n i
ভনীটি	bʱ ɔ n i t i
ভবা	bʱ ɔ b a
ভয়	bʱ ɔ e
ভয়	bʱ ɔ j
ভহা	bʱ ɔ ɦ a
ভাঁৰ	bʱ ã ɹ
ভাই	bʱ a ɪ
ভাইটি	bʱ a ɪ t i
ভাওনা	bʱ a ʊ n a
ভাগ	bʱ a ɡ
ভাগা	bʱ a ɡ a
ভাগৰ	bʱ a ɡ ɔ ɹ
ভাঙনি	bʱ a ŋ ɔ n i
ভাঙা	bʱ a ŋ a
ভাজা	bʱ a z a
ভাট	bʱ a t
ভাটৌ	bʱ a t o ʊ
ভাত	bʱ a t
ভাদ	bʱ a d ɔ
ভাপ	bʱ a p
ভাবা	bʱ a b a
ভাল	bʱ a l
ভালকে	bʱ a l k ɛ
ভালকৈ	bʱ a l k o ɪ
ভালনে	bʱ a l n ɛ
ভালপোৱা	bʱ a l p ʊ a
ভালুক	bʱ a l u k
ভাষা	bʱ a x a
ভাহা	bʱ a ɦ a
ভাৰত	bʱ a ɹ ɔ t
ভাৰতীয়	bʱ a ɹ ɔ t i ɔ
ভাৰতীয়া	bʱ a ɹ ɔ t i a
ভাৰী	bʱ a ɹ i
ভিজা	bʱ i z a
ভিজোৱা	bʱ i z ʊ a
ভিতৰ	bʱ i t ɔ ɹ
ভিতৰত	bʱ i t ɔ ɹ ɔ t
ভিতৰুৱা	bʱ i t ɔ ɹ u a
ভিতৰুৱাল	bʱ i t ɔ ɹ u a l
ভিয়েটনাম	bʱ i ɛ t ɔ n a m
ভুকা	bʱ u k a
ভুৱা	bʱ u a
ভূঁই	bʱ ũ i
ভূঁইকঁপ	bʱ ũ i k ɔ̃ p
ভূটীয়া	bʱ u t i a
ভূত	bʱ u t
ভূৰ	bʱ u ɹ
ভেক	bʱ ɛ k
ভেকোলা	bʱ ɛ k ʊ l a
ভেটা	bʱ ɛ t a
ভেটি	bʱ ɛ t i
ভেড়া	bʱ ɛ ɹ a
ভেল	bʱ ɛ l
ভেলা	bʱ ɛ l a
ভেলেকী	bʱ ɛ l ɛ k i
ভেৰা	bʱ ɛ ɹ a
ভৈয়াম	bʱ o ɪ a m
ভোক	bʱ ʊ k
ভোক্তা	bʱ ʊ k t a
ভোজ	bʱ ʊ z
ভোট	bʱ ʊ t
ভোবোলা	bʱ ʊ b ʊ l a
ভোল	bʱ ʊ l
ভোৰ	bʱ ʊ ɹ
ভৌগোলিক	bʱ o ʊ ɡ ʊ l i k
ভৌম	b ɦ ɔ u m ɔ
ভ্ৰুব	bʱ ɹ u b ɔ
ভৰসা	bʱ ɔ ɹ ɔ x a
ভৰা	bʱ ɔ ɹ a
ভৰি	bʱ o ɹ i
ভৰোৱা	bʱ ɔ ɹ ʊ a
ম	m ɔ
মই	m ɔ ɪ
মইনা	m ɔ ɪ n a
মকৰা	m ɔ k ɔ ɹ a
মগ	m ɔ ɡ
মগজ	m ɔ ɡ ɔ z
মগজু	m ɔ ɡ ɔ z u
মগা	m ɔ ɡ a
মগু	m ɔ ɡ u
মঙলবাৰ	m ɔ ŋ ɔ l b a ɹ
মঙহ	m ɔ ŋ ɔ ɦ
মঙ্গলবাৰ	m ɔ ŋ ɔ l b a ɹ
মঙ্গলবাৰ	m ɔ ŋ ɡ ɔ l b a ɹ
মচলা	m ɔ s ɔ l a
মচা	m ɔ s a
মজা	m ɔ z a
মটীয়া	m ɔ t i a
মঠা	m ɔ tʰ a
মণি	m ɔ n i
মতা	m ɔ t a
মথাউৰি	m ɔ tʰ a u ɹ i
মধু	m ɔ dʱ u
মধুকৰ	m ɔ dʱ u k ɔ ɹ
মধুমেহ	m ɔ dʱ u m ɛ ɦ
মধুৰি	m ɔ dʱ u ɹ i
মনা	m ɔ n a
মনিয়ৰী	m ɔ n i ɔ ɹ i
মন্ত্ৰী	m ɔ n t i
মন্ত্ৰী	m ɔ n t ɹ i
ময়ূৰ	m ɔ j u ɹ
ময়ূৰী	m ɔ j u ɹ i
মলি	m ɔ l i
মস্ত	m ɔ s t ɔ
মহ	m ɔ ɦ
মহঙা	m ɔ ɦ ɔ ŋ a
মহা	m ɔ ɦ a
মহাদেশ	m ɔ ɦ a d ɛ x
মহাভাৰত	m ɔ ɦ a bʱ a ɹ ɔ t
মহাসাগৰ	m ɔ ɦ a x a ɡ ɔ ɹ
মহিলা	m ɔ ɦ i l a
মহী	m ɔ ɦ i
মা	m a
মা	m aː
মাঁচিয়া	m ã s i a
মাংস	m a ŋ kʰ ɔ
মাংস	m a ŋ kˣ ɔ
