A	a
rjeśaz	rʲ ɛ ɕ a s
rjobło	rʲ ɔ b w ɔ
rjobro	rʲ ɔ b r ɔ
rod	r ɔ t
roda	r ɔ d a
rodach	r ɔ d a x
rodam	r ɔ d a m
rodami	r ɔ d a mʲ i
rodom	r ɔ d ɔ m
rody	r ɔ d ɨ
rog	r ɔ k
roga	r ɔ ɡ a
rogam	r ɔ ɡ a m
roj	r ɔ j
roja	r ɔ j a
roju	r ɔ j a
rolnistwo	r ɔ l nʲ i s t w ɔ
ros	r ɔ s
rosa	r ɔ s a
rosć	r ɔ s t͡ɕ
rose	r ɔ s ɛ
roska	r ɔ s k a
row	r ɔ w
rowny	r ɔ w n ɨ
rozga	r ɔ z ɡ a
rozgranjaś	r ɔ z ɡ r a nʲ a ɕ
rozsud	r ɔ s s u t
ruce	r u t͡s ɛ
ruda	r u d a
rudam	r u d a m
rudawy	r u d a w ɨ
rudu	r u d u
rudy	r u d ɨ
ruka	r u k a
ruma	r u m a
rusmak	r u s m a k
rušćina	r u ɕ t͡ɕ i n a
ryba	r ɨ b a
rybarnik	r ɨ b a r nʲ i k
rybce	r ɨ p t͡s ɛ
rybnica	r ɨ b nʲ i t͡s a
rys	r ɨ s
ryt	r ɨ t
ryzy	r ɨ z ɨ
rza	r z a
ŕ	rʲ
Ŕ	rʲ
sada	s a d a
sadło	s a d w ɔ
sadom	s a d ɔ m
Sakska	s a k s k a
sarna	s a r n a
saźe	s a ʑ ɛ
sćagłow	s t͡ɕ a ɡ ɔ w
sćažka	s t͡ɕ a ʃ k a
sćěna	s t͡ɕ ɪ n a
sćěnje	s t͡ɕ ɪ nʲ ɛ
sćina	s t͡ɕ i n a
sćo	s t͡ɕ ɔ
sec	s ɛ t͡s
sect	s ɛ t͡s t
sedło	s ɛ d w ɔ
sedym	s ɛ d ɨ m
sej	s ɛ j
sejźe	s ɛ j ʑ ɛ
sejźeł	s ɛ j ʑ ɛ w
sejźeś	s ɛ j ʑ ɛ ɕ
sejźi	s ɛ j ʑ i
sejźim	s ɛ j ʑ i m
semje	s ɛ mʲ ɛ
sena	s ɛ n a
seno	s ɛ n ɔ
sera	s ɛ r a
Serb	s ɛ r p
serbiske	s ɛ r bʲ i s kʲ ɛ
serbski	s ɛ r s kʲ i
serbskich	s ɛ r s kʲ i x
serbšćina	s ɛ r ɕ t͡ɕ i n a
serce	s ɛ r t͡s ɛ
serp	s ɛ r p
serpa	s ɛ r p a
serpam	s ɛ r p a m
seś	s ɛ ɕ
skok	s k ɔ k
skócyś	s k ɨ t͡s ɨ ɕ
skócyś	s k ɛ t͡s ɨ ɕ
skócyś	s k ʊ t͡s ɨ ɕ
skóńcowaś	s k ɨ nʲ t͡s ɔ w a ɕ
skóńcowaś	s k ɛ nʲ t͡s ɔ w a ɕ
skóńcowaś	s k ʊ nʲ t͡s ɔ w a ɕ
skóro	s k ɨ r ɔ
skóro	s k ɛ r ɔ
skóro	s k ʊ r ɔ
skót	s k ɛ t
skót	s k ɨ t
skót	s k ʊ t
słabosć	s w a b ɔ s t͡ɕ
słaby	s w a b ɨ
sława	s w a w a
słodki	s w ɔ t kʲ i
słodkich	s w ɔ t kʲ i x
słoma	s w ɔ m a
słomce	s w ɔ m t͡s ɛ
słomka	s w ɔ m k a
słomkach	s w ɔ m k a x
słon	s w ɔ n
słony	s w ɔ n ɨ
słowko	s w ɔ w k ɔ
słownik	s w ɔ w ɲ i k
słowo	s w ɔ w ɔ
słynica	s w ɨ nʲ i t͡s a
słyńco	s w ɨ nʲ t͡s ɔ
słyšaś	s w ɨ ʃ a ɕ
slě	s l ɪ
slěpy	s l ɪ p ɨ
slěwka	s l ɪ w k a
slězy	s l ɪ z ɨ
slow	s l ɔ w
smej	s m ɛ j
smjerś	s mʲ ɛ r ɕ
smy	s m ɨ
snědanje	s nʲ ɪ d a nʲ ɛ
snědaś	s nʲ ɪ d a ɕ
sněg	s ɲ ɪ k
sobota	s ɔ b ɛ t a
sodło	s ɔ d w ɔ
socha	s ɔ x a
sochach	s ɔ x a x
socham	s ɔ x a m
sochami	s ɔ x a mʲ i
sochu	s ɔ x u
sochy	s ɔ x ɨ
sol	s ɔ l
soli	s ɔ l i
solny	s ɔ l n ɨ
solu	s ɔ l u
som	s ɔ m
sona	s ɔ n a
sonje	s ɔ nʲ ɛ
soše	s ɔ ʃ ɛ
sotša	s ɔ t͡ʃ a
sotše	s ɔ t͡ʃ ɛ
sotšu	s ɔ t͡ʃ u
spałej	s p a w ɛ j
spali	s p a l i
spane	s p a n ɛ
spański	s p a nʲ s kʲ i
spaštej	s p a ʃ t ɛ j
spaś	s p a ɕ
spě	s pʲ ɪ
spice	s pʲ i t͡s ɛ
spicy	s pʲ i t͡s ɨ
spitej	s pʲ i t ɛ j
spiwaś	s pʲ i w a ɕ
sport	s p ɔ r t
sporty	s p ɔ r t ɨ
spódobaś	s p ɨ d ɔ b a ɕ
spódobaś	s p ɛ d ɔ b a ɕ
spódobaś	s p ʊ d ɔ b a ɕ
spóra	s p ɨ r a
spóra	s p ɛ r a
spóra	s p ʊ r a
spóraś	s p ɨ r a ɕ
spóraś	s p ɛ r a ɕ
spóraś	s p ʊ r a ɕ
Sprjewja	s p rʲ ɛ vʲ a
Sprjewja	s p rʲ ɛ j a
srjejź	s rʲ ɛ j ɕ
srjoda	s rʲ ɔ d a
sroce	s r ɔ t͡s ɛ
sroka	s r ɔ k a
srokach	s r ɔ k a x
srokami	s r ɔ k a mʲ i
sroki	s r ɔ kʲ i
stadło	s t a d w ɔ
stadle	s t a d l ɛ
stajiś	s t a i ɕ
starc	s t a r t͡s
stare	s t a r ɛ
starej	s t a r ɛ j
stareje	s t a r ɛ j ɛ
stareju	s t a r ɛ j u
starjejše	s t a rʲ ɛ j ʃ ɛ
starjejšej	s t a rʲ ɛ j ʃ ɛ j
stary	s t a r ɨ
stej	s t ɛ j
stil	s tʲ i l
stila	s tʲ i l a
stile	s tʲ i l ɛ
stilist	s tʲ i l i s t
stilistika	s tʲ i l i s tʲ i k a
stog	s t ɔ k
stoga	s t ɔ ɡ a
stojał	s t ɔ j a w
stojaś	s t ɔ j a ɕ
stojm	s t ɔ j m
stoł	s t ɔ w
stole	s t ɔ l ɛ
strow	s t r o w
strowy	s t r ɔ w ɨ
stśěła	s t͡ɕ ɪ w a
studěrowaś	s t u dʲ ɪ r ɔ w a ɕ
studowaś	s t u d ɔ w a ɕ
stwóriśel	s t w ɛ rʲ i ɕ ɛ l
stwóriśel	s t w ɨ rʲ i ɕ ɛ l
stwóriśel	s t w ʊ rʲ i ɕ ɛ l
stwórtk	s t w ɛ r t k
stwórtk	s t w ɨ r t k
stwórtk	s t w ʊ r t k
styri	s t ɨ rʲ i
styrjo	s t ɨ rʲ ɔ
suche	s u x ɛ
sucho	s u x ɔ
suchy	s u x ɨ
sup	s u p
supa	s u p a
swack	s w a t͡s k
swěca	s vʲ ɪ t͡s a
swěcka	s vʲ ɪ t͡s k a
swět	s vʲ ɪ t
swětki	s vʲ ɪ t kʲ i
swětły	s vʲ ɪ t w ɨ
swěty	s vʲ ɪ t ɨ
swinja	s vʲ i ɲ a
swój	s w ɛ j
swója	s w ɛ j a
swóje	s w ɛ j ɛ
swójej	s w ɛ j ɛ j
swójźba	s w ɛ j ʑ b a
sykora	s ɨ k ɔ r a
syłoj	s ɨ w ɔ j
syłojik	s ɨ w ɔ j i k
syłojk	s ɨ w ɔ j k
sylna	s ɨ l n a
sylny	s ɨ l n ɨ
syn	s ɨ n
syna	s ɨ n a
syra	s ɨ r a
syre	s ɨ r ɛ
syrotny	s ɨ r ɔ t n ɨ
syry	s ɨ r ɨ
syte	s ɨ t ɛ
syto	s ɨ t ɔ
syty	s ɨ t ɨ
Š	ʃ
š	ʃ
šach	ʃ a x
šćenje	ɕ t͡ɕ ɛ nʲ ɛ
šery	ʃ ɛ r ɨ
šesć	ʃ ɛ s t͡ɕ
škobrjonk	ʃ k ɔ b rʲ ɔ ŋ k
škóra	ʃ k ɨ r a
škóra	ʃ k ɛ r a
škóra	ʃ k ʊ r a
škórc	ʃ k ɨ r t͡s
škórc	ʃ k ɛ r t͡s
škórc	ʃ k ʊ r t͡s
škrja	ʃ k rʲ a
škrjok	ʃ k rʲ ɔ k
šmek	ʃ m ɛ k
šołta	ʃ ɔ w t a
štap	ʃ t a p
štunda	ʃ t u n d a
šula	ʃ u l a
šulaŕ	ʃ u l a rʲ
šule	ʃ u l ɛ
Šwicaŕska	ɕ vʲ i t͡s a rʲ s k a
šwigerźowka	ʃ vʲ i ɡ ɛ r ʑ ɔ w k a
Šwikawa	ʃ vʲ i k a w a
šwon	ʃ w ɔ n
šyroki	ʃ ɨ r ɔ kʲ i
šyś	ʃ ɨ ɕ
Ś	ɕ
ś	ɕ
śamny	ɕ a m n ɨ
śańki	ɕ a ɲ kʲ i
śej	ɕ ɛ j
śele	ɕ ɛ l ɛ
śěgaś	ɕ ɪ ɡ a ɕ
śěgnuś	ɕ ɪ ɡ n u ɕ
śěło	ɕ ɪ w ɔ
śěsny	ɕ ɪ s n ɨ
śěsto	ɕ ɪ s t ɔ
śěžki	ɕ ɪ ʃ kʲ i
śi	ɕ i
śichy	ɕ i x ɨ
śopły	ɕ ɔ p w ɨ
śpa	ɕ p a
tabela	t a b ɛ l a
tak	t a k
taktika	t a k tʲ i k a
taktiki	t a k tʲ i kʲ i
tapeta	t a p ɛ t a
tasa	t a s a
tase	t a s ɛ
taska	t a s k a
taski	t a s kʲ i
tasku	t a s k u
tasow	t a s ɔ w
tasu	t a s u
tej	t ɛ j
teja	t ɛ j a
teje	t ɛ j ɛ
teju	t ɛ j u
teke	t ɛ kʲ ɛ
telewizor	t ɛ l ɛ vʲ i z ɔ r
tenraz	t ɛ n r a s
terasa	t ɛ r a s a
terase	t ɛ r a s ɛ
tkałej	t k a w ɛ j
tkali	t k a l i
tłocy	t w ɔ t͡s ɨ
tłocył	t w ɔ t͡s ɨ w
tłocym	t w ɔ t͡s ɨ m
tłocyś	t w ɔ t͡s ɨ ɕ
toaleta	t ɔ a l ɛ t a
togodla	t ɔ ɡ ɔ d l a
toporišćo	t ɔ p ɔ rʲ i ɕ t͡ɕ ɔ
torm	t ɔ r m
trěś	tʲ rʲ ɪ ɕ
tšach	t͡ʃ a x
tšašydło	t͡ʃ a ʃ ɨ d w ɔ
tšawa	t͡ʃ a w a
tšojenje	t͡ʃ ɔ j ɛ nʲ ɛ
tśěsć	t͡ɕ ɪ s t͡ɕ
tśi	t ɕ i
tśirožk	t͡ɕ i r ɔ ʃ k
tśmjel	t ɕ mʲ ɛ l
tśmjeń	t͡ɕ mʲ ɛ nʲ
tśo	t͡ɕ ɔ
tu	t u
tucne	t u t͡s n ɛ
tuni	t u ɲ i
tur	t u r
turach	t u r a x
twarda	t w a r d a
twardy	t w a r d ɨ
twarjenja	t w a rʲ ɛ nʲ a
twarjenje	t w a rʲ ɛ nʲ ɛ
twój	t w ɛ j
twója	t w ɛ j a
twóje	t w ɛ j ɛ
twójej	t w ɛ j ɛ j
twóŕ	t w ɛ rʲ
twóŕ	t w ɨ rʲ
twóŕ	t w ʊ rʲ
tyźeń	t ɨ ʑ ɛ ɲ
u	u
w	w
W	w
wałma	w a w m a
wałtora	w a w t ɔ r a
wama	w a m a
wari	w a rʲ i
wariś	w a rʲ i ɕ
we	w ɛ
wej	w ɛ j
wence	w ɛ n t͡s ɛ
weš	w ɛ ʃ
wě	vʲ ɪ
wěc	vʲ ɪ t͡s
wědomnosć	vʲ ɪ d ɔ m n ɔ s t͡ɕ
wědomnostnik	vʲ ɪ d ɔ m n ɔ s t nʲ i k
wěnc	vʲ ɪ n t͡s
wěra	vʲ ɪ r a
wěstosć	vʲ ɪ s t ɔ s t͡ɕ
wěstosć	vʲ ɛ s t ɔ s t͡ɕ
wěstosć	j ɛ s t ɔ s t͡ɕ
wěstota	vʲ ɪ s t ɔ t a
wěstota	vʲ ɛ s t ɔ t a
wěstota	j ɛ s t ɔ t a
wětš	vʲ ɪ t͡ʃ
wětšy	vʲ ɪ t͡ʃ ɨ
wězaś	vʲ ɪ z a ɕ
wěźeś	vʲ ɪ ʑ ɛ ɕ
widlicki	vʲ i d l i t͡s kʲ i
wiki	vʲ i kʲ i
wina	vʲ i n a
winik	vʲ i ɲ i k
wino	vʲ i n ɔ
wita	vʲ i t a
witali	vʲ i t a l i
witana	vʲ i t a n a
witane	vʲ i t a n ɛ
witane	vʲ i t a n ə
witany	vʲ i t a n ɨ
witaś	vʲ i t a ɕ
wiźenje	vʲ i ʑ ɛ nʲ ɛ
wiźeś	vʲ i ʑ ɛ ɕ
wjacor	vʲ a t͡s ɔ r
wjacor	j a t͡s ɔ r
wjasć	vʲ a s t͡ɕ
wjasć	j a s t͡ɕ
wjasele	vʲ a s ɛ l ɛ
wjasele	j a s ɛ l ɛ
wjasoły	j a s ɔ w ɨ
wjasoły	vʲ a s ɔ w ɨ
wjelba	vʲ ɛ l b a
wjelba	j ɛ l b a
wjele	vʲ ɛ l ɛ
wjele	j ɛ l ɛ
wjelgin	vʲ ɛ l ɡʲ i n
wjelgin	j ɛ l ɡʲ i n
wjelike	vʲ ɛ l i kʲ ɛ
wjelike	j ɛ l i kʲ ɛ
wjeliki	vʲ ɛ l i kʲ i
wjeliki	j ɛ l i kʲ i
wjelk	vʲ ɛ l k
wjelk	j ɛ l k
wjerch	vʲ ɛ r x
wjerch	j ɛ r x
włos	w ɔ s
włose	w ɔ s ɛ
Włoska	w ɔ s k a
wob	ɔ p
wobjed	ɔ bʲ ɛ t
wobjedował	ɔ bʲ ɛ d ɔ w a w
wobjedowali	ɔ bʲ ɛ d ɔ w a l i
wobjedowaś	ɔ bʲ ɛ d ɔ w a ɕ
woblico	ɔ b l i t͡s ɔ
wobwóco	ɔ b w ɨ t͡s ɔ
wobwóco	ɔ b w ɛ t͡s ɔ
wobwóco	ɔ b w ʊ t͡s ɔ
wobwócyjo	ɔ b w ɨ t͡s ɨ j ɔ
wobwócyjo	ɔ b w ɛ t͡s ɨ j ɔ
wobwócyjo	ɔ b w ʊ t͡s ɨ j ɔ
wogeń	ɔ ɡʲ ɛ ɲ
woglěd	ɔ ɡ l ɪ t
woglědaś	ɔ ɡ l ɪ d a ɕ
wogon	ɔ ɡ ɛ n
wokno	ɔ k n ɔ
woko	ɔ k ɔ
wokoło	ɔ k ɔ w ɔ
wokuń	ɔ k u nʲ
wołojnik	ɔ w ɔ j ɲ i k
wopor	ɔ p ɔ r
wó	w ɨ
wó	w ɛ
wó	w ʊ
wóda	w ɨ d a
wóda	w ɛ d a
wóda	w ʊ d a
wódaj	w ɨ d a j
wódaj	w ɛ d a j
wódaj	w ʊ d a j
wódajśo	w ɨ d a j ɕ ɔ
wódajśo	w ɛ d a j ɕ ɔ
wódajśo	w ʊ d a j ɕ ɔ
wódajtej	w ɨ d a j t ɛ j
wódajtej	w ɛ d a j t ɛ j
wódajtej	w ʊ d a j t ɛ j
wódce	w ɨ t t͡s ɛ
wódce	w ɛ t t͡s ɛ
wódce	w ʊ t t͡s ɛ
wódka	w ɛ t k a
wódka	w ɨ t k a
wódka	w ʊ t k a
wódkach	w ɨ t k a x
wódkach	w ɛ t k a x
wódkach	w ʊ t k a x
wódkami	w ɨ t k a mʲ i
wódkami	w ɛ t k a mʲ i
wódkami	w ʊ t k a mʲ i
wódki	w ɨ t kʲ i
wódki	w ɛ t kʲ i
wódki	w ʊ t kʲ i
wódkow	w ɨ t k ɔ w
wódkow	w ɛ t k ɔ w
wódkow	w ʊ t k ɔ w
wódy	w ɨ d ɨ
wódy	w ɛ d ɨ
wódy	w ʊ d ɨ
wójak	w ɛ j a k
wójca	w ɛ j t͡s a
wójowaŕ	w ɛ j ɔ w a rʲ
wójowaś	w ɛ j ɔ w a ɕ
wójwoda	w ɛ j w ɔ d a
wójwodstwo	w ɛ j w ɔ d s t w ɔ
wólša	w ɛ l ʃ a
wólša	w ɨ l ʃ a
wólša	w ʊ l ʃ a
wón	w ɛ n
wón	w ɨ n
wón	w ʊ n
wóna	w ɨ n a
wóna	w ɛ n a
wóna	w ʊ n a
wónej	w ɨ n ɛ j
wónej	w ɛ n ɛ j
wónej	w ʊ n ɛ j
wóni	w ɛ ɲ i
wóni	w ɨ ɲ i
wóni	w ʊ ɲ i
wóno	w ɛ n ɔ
wóno	w ɨ n ɔ
wóno	w ʊ n ɔ
wórjech	w ɛ rʲ ɛ x
wórjech	w ɨ rʲ ɛ x
wórjech	w ʊ rʲ ɛ x
wós	w ɨ s
wós	w ɛ s
wós	w ʊ s
wósa	w ɨ s a
wósa	w ɛ s a
wósa	w ʊ s a
wósach	w ɨ s a x
wósach	w ɛ s a x
wósach	w ʊ s a x
wósam	w ɨ s a m
wósam	w ɛ s a m
wósam	w ʊ s a m
wósami	w ɨ s a m i
wósami	w ɛ s a m i
wósami	w ʊ s a m i
wósć	w ɨ s t͡ɕ
wósć	w ɛ s t͡ɕ
wósć	w ʊ s t͡ɕ
wóse	w ɨ s ɛ
wóse	w ɛ s ɛ
wóse	w ʊ s ɛ
wósebny	w ɨ s ɛ b n ɨ
wósebny	w ɛ s ɛ b n ɨ
wósebny	w ʊ s ɛ b n ɨ
wósk	w ɨ s k
wósk	w ɛ s k
wósk	w ʊ s k
wósoba	w ɨ s ɔ b a
wósoba	w ɛ s ɔ b a
wósoba	w ʊ s ɔ b a
wósoł	w ɨ s ɔ w
wósoł	w ɛ s ɔ w
wósoł	w ʊ s ɔ w
wósoma	w ɨ s ɔ m a
wósoma	w ɛ s ɔ m a
wósoma	w ʊ s ɔ m a
wósow	w ɨ s ɔ w
wósow	w ɛ s ɔ w
wósow	w ʊ s ɔ w
wósowu	w ɨ s ɔ w u
wósowu	w ɛ s ɔ w u
wósowu	w ʊ s ɔ w u
wósu	w ɨ s u
wósu	w ɛ s u
wósu	w ʊ s u
wósy	w ɨ s ɨ
wósy	w ɛ s ɨ
wósy	w ʊ s ɨ
wósym	w o s ɨ m
wóśc	w ɛ ɕ t͡s
wóśc	w ɨ ɕ t͡s
wóśc	w ʊ ɕ t͡s
wót	w ɨ t
wót	w ɛ t
wót	w ʊ t
wóte	w ɨ t ɛ
wóte	w ɛ t ɛ
wóte	w ʊ t ɛ
wótergi	w ɨ t ɛ r ɡʲ i
wótergi	w ɛ t ɛ r ɡʲ i
wótergi	w ʊ t ɛ r ɡʲ i
wótmólowany	w ɛ t m ɛ l ɔ w a n ɨ
wótmólowany	w ɨ t m ɨ l ɔ w a n ɨ
wótmólowany	w ʊ t m ʊ l ɔ w a n ɨ
wótmólowaś	w ɛ t m ɛ l ɔ w a ɕ
wótmólowaś	w ɨ t m ɨ l ɔ w a ɕ
wótmólowaś	w ʊ t m ʊ l ɔ w a ɕ
wótmyslenje	w ɨ t m ɨ s l ɛ nʲ ɛ
wótmyslenje	w ɛ t m ɨ s l ɛ nʲ ɛ
wótmyslenje	w ʊ t m ɨ s l ɛ nʲ ɛ
wótrošk	w ɨ t r ɔ ʃ k
wótrošk	w ɛ t r ɔ ʃ k
wótrošk	w ʊ t r ɔ ʃ k
wótšy	w ɨ t͡ʃ ɨ
wótšy	w ɛ t͡ʃ i
wótšy	w ʊ t͡ʃ ɨ
wótwisnosć	w ɨ t vʲ i s n o s t͡ɕ
wótwisnosć	w ɛ t vʲ i s n o s t͡ɕ
wótwisnosć	w ʊ t vʲ i s n o s t͡ɕ
wóz	w ɛ s
wóz	w ɨ s
wóz	w ʊ s
wózu	w ɨ z u
wózu	w ɛ z u
wózu	w ʊ z u
wózyk	w ɨ z ɨ k
wózyk	w ɛ z ɨ k
wózyk	w ʊ z ɨ k
wózyś	w ɨ z ɨ ɕ
wózyś	w ɛ z ɨ ɕ
wózyś	w ʊ z ɨ ɕ
wrjeśeno	rʲ ɛ ɕ ɛ n ɔ
wrobel	r ɔ b ɛ l
wroblik	r ɔ b l i k
wron	r ɔ n
wrona	r ɔ n a
wronach	r ɔ n a x
wronami	r ɔ n a mʲ i
wronom	r ɔ n ɔ m
wrony	r ɔ n ɨ
wrota	r ɔ t a
wšake	ʃ a k ɛ
wšaki	ʃ a kʲ i
wšuźi	ʃ u ʑ i
wšyken	ʃ ɨ k ɛ n
wšykne	ʃ ɨ k n ɛ
wšykno	ʃ ɨ k n ɔ
wu	u
wucu	u t͡s u
wucuś	u t͡s u ɕ
wucyś	u t͡s ɨ ɕ
wudra	u d r a
wugoŕ	u ɡ ɔ rʲ
wucha	u x a
wuchac	u x a t͡s
wucho	u x ɔ
wuchu	u x u
wuknik	u k ɲ i k
wul	u l
wula	u l a
wule	u l ɛ
wulicowaś	u l i t͡s ɔ w a ɕ
wulk	u l k
wulu	u l u
wuměra	u mʲ ɪ r a
wuměraju	u mʲ ɪ r a j u
wuměrał	u mʲ ɪ r a w
wuměram	u mʲ ɪ r a m
wuměraś	u mʲ ɪ r a ɕ
wumje	u mʲ ɛ
wumólowaś	u m ɛ l ɔ w a ɕ
wumólowaś	u m ɨ l ɔ w a ɕ
wumólowaś	u m ʊ l ɔ w a ɕ
wumrějo	u m rʲ e j ɔ
wumrěł	u m rʲ ɪ w
wumrěś	u m rʲ ɪ ɕ
wupijaś	u pʲ i j a ɕ
wuski	u s kʲ i
wuslědk	u s lʲ ɪ t k
wuslědk	u s lʲ ɛ t k
wuspěch	u s pʲ ɪ x
wuspěch	u s pʲ ɛ x
wušam	u ʃ a m
wušow	u ʃ o w
wutšoba	u t͡ʃ ɔ b a
wutšobnje	u t͡ʃ ɔ b nʲ ɛ
wuwiśe	u vʲ i ɕ ɛ
wuž	u ʃ
wy	w ɨ
y	ɨ
Y	ɨ
z	z
z	z
z	s
z	z
z	s
Z	z
za	z a
zajmowaś	z a j m ɔ w a ɕ
zajtško	z a j t͡ʃ k ɔ
zajtšo	z a j t͡ʃ ɔ
zapust	z a p u s t
zapusty	z a p u s t ɨ
zarz	z a r s
zarza	z a r z a
zasej	z a s ɛ j
zasejwiźenje	z a s ɛ j vʲ i ʑ ɛ nʲ ɛ
ze	z ɛ
zelene	z ɛ l ɛ n ɛ
zeleny	z ɛ l ɛ n ɨ
zeleznica	z ɛ l ɛ z nʲ i t͡s a
zelezo	z ɛ l ɛ z ɔ
zemi	z ɛ mʲ i
zemiska	z ɛ mʲ i s k a
zemiskam	z ɛ mʲ i s k a m
zemiski	z ɛ mʲ i s kʲ i
zemisku	z ɛ mʲ i s k u
zemja	z ɛ mʲ a
zemju	z ɛ mʲ u
zet	z ɛ t
zgnity	z ɡ nʲ i t ɨ
Zgórjelc	z ɡ ɛ rʲ ɛ l t͡s
Zgórjelc	z ɡ ɨ rʲ ɛ l t͡s
Zgórjelc	z ɡ ʊ rʲ ɛ l t͡s
złego	z w ɛ ɡ o
złej	z w ɛ j
złota	z w ɔ t a
złote	z w ɔ t ɛ
złotego	z w ɔ t ɛ ɡ o
złotej	z w ɔ t ɛ j
złotemu	z w ɔ t ɛ m u
złoto	z w ɔ t ɔ
złoty	z w ɔ t ɨ
złotych	z w ɔ t ɨ x
złotym	z w ɔ t ɨ m
złotymi	z w ɔ t ɨ mʲ i
zły	z w ɨ
złym	z w ɨ m
zmakaś	z m a k a ɕ
zmija	z mʲ i j a
zmijica	z mʲ i i t͡s a
znamje	z n a mʲ ɛ
zub	z u p
zubami	z u b a mʲ i
zubaty	z u b a t ɨ
zubom	z u b ɔ m
zuby	z u b ɨ
zuk	z u k
zuka	z u k a
zuku	z u k u
zwěrje	z vʲ ɪ rʲ ɛ
zwězk	z vʲ ɪ s k
zyma	z ɨ m a
zymnica	z ɨ m ɲ i t͡s a
zymny	z ɨ m n ɨ
ž	ʒ
Ž	ʒ
žaba	ʒ a b a
žeńska	ʒ ɛ ɲ s k a
žet	ʒ ɛ t
žołma	ʒ ɔ w m a
žołw	ʒ o w
žołź	ʒ ɔ w ɕ
žona	ʒ ɔ n a
žonop	ʒ ɔ n ɔ p
žorawa	ʒ ɔ r a w a
žrěbc	ʒ rʲ ɪ p t͡s
žrěbje	ʒ rʲ ɪ bʲ ɛ
žurnal	ʒ u r n a l
žurnalist	ʒ u r n a l i s t
žurnalistka	ʒ u r n a l i s t k a
žyś	ʒ ɨ ɕ
žyto	ʒ ɨ t ɔ
žywjenje	ʒ ɨ vʲ ɛ nʲ ɛ
žywjenje	ʒ ɨ j ɛ nʲ ɛ
žywy	ʒ ɨ w ɨ
ź	ʑ
Ź	ʑ
źaržaś	ʑ a r ʒ a ɕ
źej	ʑ ɛ j
źeń	ʑ ɛ ɲ
źěd	ʑ ɪ t
źěłaś	ʑ ɪ w a ɕ
źěło	ʑ ɪ w ɔ
źěl	ʑ ɪ l
źěle	ʑ ɪ l ɛ
źěliś	ʑ ɪ lʲ i ɕ
źěsna	ʑ ɪ s n a
źinsa	ʑ i n s a
źiśe	ʑ i ɕ ɛ
źiśelc	ʑ i ɕ e l t͡s
źiśi	ʑ i ɕ i
źom	ʑ ɔ m
źomej	ʑ ɔ m ɛ j
źomy	ʑ ɔ m ɨ
źoš	ʑ ɔ ʃ
źośo	ʑ ɔ ɕ ɔ
źotej	ʑ ɔ t ɛ j
źowce	ʑ ɔ w t͡s ɛ
źowćo	ʑ o w t ɕ ɔ
źowka	ʑ ɔ w k a
źož	ʑ ɔ ʃ
