A	ʔ aː ˧˧
lí tính	l i ˧˦ t ï ŋ ˧˦
lí tưởng	l i ˧˦ t ɨ ə ŋ ˧˩
lích kích	l ï k̟̚ ˧˦ k ï k̟̚ ˧˦
lính	l ï ŋ ˧˦
lính canh	l ï ŋ ˧˦ k a j ŋ̟ ˧˧
lính phòng không	l ï ŋ ˧˦ f a w ŋ͡m ˨˩ x ə w ŋ͡m ˧˧
lính quýnh	l ï ŋ ˧˦ k w ï ŋ̟ ˧˦
lính thuỷ	l ï ŋ ˧˦ tʰ w i ˧˩
lính thuỷ đánh bộ	l ï ŋ ˧˦ tʰ w i ˧˩ ʔ ɗ a j ŋ̟ ˧˦ ʔ ɓ o ˧˨ ʔ
lính đánh thuê	l ï ŋ ˧˦ ʔ ɗ a j ŋ̟ ˧˦ tʰ w e ˧˧
líp	l i p̚ ˧˦
lít	l i t̚ ˧˦
lít nhít	l i t̚ ˧˦ ɲ i t̚ ˧˦
líu	l i w ˧˦
líu lo	l i w ˧˦ l ɔ ˧˧
lò	l ɔ ˨˩
lò bánh mì	l ɔ ˨˩ ʔ ɓ a j ŋ̟ ˧˦ m i ˨˩
lò cao	l ɔ ˨˩ k aː w ˧˧
lò cò	l ɔ ˨˩ k ɔ ˨˩
lò gạch	l ɔ ˨˩ ɣ a j k̟̚ ˧˨ ʔ
lò luyện thi	l ɔ ˨˩ l w i ə n ˧˨ ʔ tʰ i ˧˧
lò mổ	l ɔ ˨˩ m o ˧˩
lò nướng	l ɔ ˨˩ n ɨ ə ŋ ˧˦
lò rèn	l ɔ ˨˩ z ɛ n ˨˩
lò sát sinh	l ɔ ˨˩ s aː t̚ ˧˦ s ï ŋ ˧˧
lò sưởi	l ɔ ˨˩ s ɨ ə j ˧˩
lò than	l ɔ ˨˩ tʰ aː n ˧˧
lò vi ba	l ɔ ˨˩ v i ˧˧ ʔ ɓ aː ˧˧
lò vi sóng	l ɔ ˨˩ v i ˧˧ s a w ŋ͡m ˧˦
lò vôi	l ɔ ˨˩ v o j ˧˧
lò xo	l ɔ ˨˩ s ɔ ˧˧
lò đúc	l ɔ ˨˩ ʔ ɗ ʊ w k͡p̚ ˧˦
lòi	l ɔ j ˨˩
lòi tói	l ɔ j ˨˩ t ɔ j ˧˦
lòn	l ɔ n ˨˩
lòn hòn	l ɔ n ˨˩ h ɔ n ˨˩
lòng	l a w ŋ͡m ˨˩
lòng bàn tay	l a w ŋ͡m ˨˩ ʔ ɓ aː n ˨˩ t a j ˧˧
lòng dạ	l a w ŋ͡m ˨˩ z aː ˧˨ ʔ
lòng khòng	l a w ŋ͡m ˨˩ x a w ŋ͡m ˨˩
lòng lang dạ sói	l a w ŋ͡m ˨˩ l aː ŋ ˧˧ z aː ˧˨ ʔ s ɔ j ˧˦
lòng lang dạ thú	l a w ŋ͡m ˨˩ l aː ŋ ˧˧ z aː ˧˨ ʔ tʰ u ˧˦
lòng sông	l a w ŋ͡m ˨˩ s ə w ŋ͡m ˧˧
lòng thà lòng thòng	l a w ŋ͡m ˨˩ tʰ aː ˨˩ l a w ŋ͡m ˨˩ tʰ a w ŋ͡m ˨˩
lòng thành	l a w ŋ͡m ˨˩ tʰ a j ŋ̟ ˨˩
lòng thòng	l a w ŋ͡m ˨˩ tʰ a w ŋ͡m ˨˩
lòng trắng	l a w ŋ͡m ˨˩ t͡ɕ a ŋ ˧˦
lòng vòng	l a w ŋ͡m ˨˩ v a w ŋ͡m ˨˩
lòng đào	l a w ŋ͡m ˨˩ ʔ ɗ aː w ˨˩
lòng đường	l a w ŋ͡m ˨˩ ʔ ɗ ɨ ə ŋ ˨˩
lòng đất	l a w ŋ͡m ˨˩ ʔ ɗ ə t̚ ˧˦
lòng đỏ	l a w ŋ͡m ˨˩ ʔ ɗ ɔ ˧˩
ló	l ɔ ˧˦
lóc	l a w k͡p̚ ˧˦
lói	l ɔ j ˧˦
lóng	l a w ŋ͡m ˧˦
lóng ngóng	l a w ŋ͡m ˧˦ ŋ a w ŋ͡m ˧˦
lót	l ɔ t̚ ˧˦
lót dạ	l ɔ t̚ ˧˦ z aː ˧˨ ʔ
lót tích	l ɔ t̚ ˧˦ t ï k̟̚ ˧˦
lô	l o ˧˧
lô cốt	l o ˧˧ k o t̚ ˧˦
lô hội	l o ˧˧ h o j ˧˨ ʔ
lô nhô	l o ˧˧ ɲ o ˧˧
lô tô	l o ˧˧ t o ˧˧
lô xô	l o ˧˧ s o ˧˧
lô đề	l o ˧˧ ʔ ɗ e ˨˩
lôgarit	l o ˧˧ ɣ aː ˧˧ z i t̚ ˧˧
lôgarit	l o ˧˧ ɣ aː ˧˧ ɹ i t̚ ˧˧
lôgic	l o ˧˧ z ï k̟̚ ˧˦
lôi	l o j ˧˧
lôi cuốn	l o j ˧˧ k u ə n ˧˦
lôi kéo	l o j ˧˧ k ɛ w ˧˦
lôi thôi	l o j ˧˧ tʰ o j ˧˧
lôi đình	l o j ˧˧ ʔ ɗ ï ŋ ˨˩
lôm	l o m ˧˧
lôm côm	l o m ˧˧ k o m ˧˧
lôm nhôm	l o m ˧˧ ɲ o m ˧˧
lông	l ə w ŋ͡m ˧˧
lông ba lông bông	l ə w ŋ͡m ˧˧ ʔ ɓ aː ˧˧ l ə w ŋ͡m ˧˧ ʔ ɓ ə w ŋ͡m ˧˧
lông bông	l ə w ŋ͡m ˧˧ ʔ ɓ ə w ŋ͡m ˧˧
lông lá	l ə w ŋ͡m ˧˧ l aː ˧˦
lông mao	l ə w ŋ͡m ˧˧ m aː w ˧˧
lông mi	l ə w ŋ͡m ˧˧ m i ˧˧
lông mày	l ə w ŋ͡m ˧˧ m a j ˨˩
lông măng	l ə w ŋ͡m ˧˧ m a ŋ ˧˧
lông nheo	l ə w ŋ͡m ˧˧ ɲ ɛ w ˧˧
lông tơ	l ə w ŋ͡m ˧˧ t əː ˧˧
lông vũ	l ə w ŋ͡m ˧˧ v u ˦ˀ˥
lõ	l ɔ ˦ˀ˥
lõi	l ɔ j ˦ˀ˥
lõm	l ɔ m ˦ˀ˥
lõm bõm	l ɔ m ˦ˀ˥ ʔ ɓ ɔ m ˦ˀ˥
lõng	l a w ŋ͡m ˦ˀ˥
lõng bõng	l a w ŋ͡m ˦ˀ˥ ʔ ɓ a w ŋ͡m ˦ˀ˥
lù	l u ˨˩
lù mù	l u ˨˩ m u ˨˩
lùa	l u ə ˨˩
lùa gà	l u ə ˨˩ ɣ aː ˨˩
lú	l u ˧˦
lú lẫn	l u ˧˦ l ə n ˦ˀ˥
lúa	l u ə ˧˦
lúa Chiêm	l u ə ˧˦ t͡ɕ i ə m ˧˧
lúa miến	l u ə ˧˦ m i ə n ˧˦
lúa mì	l u ə ˧˦ m i ˨˩
lúa mạch	l u ə ˧˦ m a j k̟̚ ˧˨ ʔ
lúa nước	l u ə ˧˦ n ɨ ə k̚ ˧˦
lúc	l ʊ w k͡p̚ ˧˦
lúc la lúc lắc	l ʊ w k͡p̚ ˧˦ l aː ˧˧ l ʊ w k͡p̚ ˧˦ l a k̚ ˧˦
lúc lắc	l ʊ w k͡p̚ ˧˦ l a k̚ ˧˦
lúc nhúc	l ʊ w k͡p̚ ˧˦ ɲ ʊ w k͡p̚ ˧˦
lúc đó	l ʊ w k͡p̚ ˧˦ ʔ ɗ ɔ ˧˦
lúc ấy	l ʊ w k͡p̚ ˧˦ ʔ ə j ˧˦
lăm	l a m ˧˧
lăm le	l a m ˧˧ l ɛ ˧˧
lăn	l a n ˧˧
lăn tăn	l a n ˧˧ t a n ˧˧
lăng	l a ŋ ˧˧
lăng kính	l a ŋ ˧˧ k ï ŋ ˧˦
lăng mạ	l a ŋ ˧˧ m aː ˧˨ ʔ
lăng mộ	l a ŋ ˧˧ m o ˧˨ ʔ
lăng nhăng	l a ŋ ˧˧ ɲ a ŋ ˧˧
lăng quăng	l a ŋ ˧˧ k w a ŋ ˧˧
lăng trì	l a ŋ ˧˧ t͡ɕ i ˨˩
lăng trụ	l a ŋ ˧˧ t͡ɕ u ˧˨ ʔ
lăng trụ đứng	l a ŋ ˧˧ t͡ɕ u ˧˨ ʔ ʔ ɗ ɨ ŋ ˧˦
lăng tẩm	l a ŋ ˧˧ t ə m ˧˩
lăng xăng	l a ŋ ˧˧ s a ŋ ˧˧
lĩnh	l ï ŋ ˦ˀ˥
lĩnh hội	l ï ŋ ˦ˀ˥ h o j ˧˨ ʔ
lĩnh thổ	l ï ŋ ˦ˀ˥ tʰ o ˧˩
lĩnh vực	l ï ŋ ˦ˀ˥ v ɨ k̚ ˧˨ ʔ
lũ	l u ˦ˀ˥
lũ lượt	l u ˦ˀ˥ l ɨ ə t̚ ˧˨ ʔ
lũ lụt	l u ˦ˀ˥ l u t̚ ˧˨ ʔ
lũ quét	l u ˦ˀ˥ k w ɛ t̚ ˧˦
lũ ống	l u ˦ˀ˥ ʔ ə w ŋ͡m ˧˦
lơ	l əː ˧˧
lơ là	l əː ˧˧ l aː ˨˩
lơ láo	l əː ˧˧ l aː w ˧˦
lơ lớ	l əː ˧˧ l əː ˧˦
lơ lửng	l əː ˧˧ l ɨ ŋ ˧˩
lơ mơ	l əː ˧˧ m əː ˧˧
lơ ngơ	l əː ˧˧ ŋ əː ˧˧
lơ thơ	l əː ˧˧ tʰ əː ˧˧
lơ tơ mơ	l əː ˧˧ t əː ˧˧ m əː ˧˧
lơ vơ	l əː ˧˧ v əː ˧˧
lơ xe	l əː ˧˧ s ɛ ˧˧
lơ xê mi	l əː ˧˧ s e ˧˧ m i ˧˧
lơ đãng	l əː ˧˧ ʔ ɗ aː ŋ ˦ˀ˥
lơi	l əː j ˧˧
lơi lỏng	l əː j ˧˧ l a w ŋ͡m ˧˩
lượng	l ɨ ə ŋ ˧˨ ʔ
lạ	l aː ˧˨ ʔ
lạ gì	l aː ˧˨ ʔ z i ˨˩
lạ lùng	l aː ˧˨ ʔ l ʊ w ŋ͡m ˨˩
lạ lẫm	l aː ˧˨ ʔ l ə m ˦ˀ˥
lạ mắt	l aː ˧˨ ʔ m a t̚ ˧˦
lạ thường	l aː ˧˨ ʔ tʰ ɨ ə ŋ ˨˩
lạ đời	l aː ˧˨ ʔ ʔ ɗ əː j ˨˩
lạc	l aː k̚ ˧˨ ʔ
lạc hậu	l aː k̚ ˧˨ ʔ h ə w ˧˨ ʔ
lạc loài	l aː k̚ ˧˨ ʔ l w aː j ˨˩
lạc lõng	l aː k̚ ˧˨ ʔ l a w ŋ͡m ˦ˀ˥
lạc lối	l aː k̚ ˧˨ ʔ l o j ˧˦
lạc quan	l aː k̚ ˧˨ ʔ k w aː n ˧˧
lạc thành	l aː k̚ ˧˨ ʔ tʰ a j ŋ̟ ˨˩
lạc đà	l aː k̚ ˧˨ ʔ ʔ ɗ aː ˨˩
lạc đàn	l aː k̚ ˧˨ ʔ ʔ ɗ aː n ˨˩
lạc đường	l aː k̚ ˧˨ ʔ ʔ ɗ ɨ ə ŋ ˨˩
lạc đề	l aː k̚ ˧˨ ʔ ʔ ɗ e ˨˩
lạm dụng	l aː m ˧˨ ʔ z ʊ w ŋ͡m ˧˨ ʔ
lạm dụng tình dục	l aː m ˧˨ ʔ z ʊ w ŋ͡m ˧˨ ʔ t ï ŋ ˨˩ z ʊ w k͡p̚ ˧˨ ʔ
lạm phát	l aː m ˧˨ ʔ f aː t̚ ˧˦
lạm phát phi mã	l aː m ˧˨ ʔ f aː t̚ ˧˦ f i ˧˧ m aː ˦ˀ˥
lạm quyền	l aː m ˧˨ ʔ k w i ə n ˨˩
lạng	l aː ŋ ˧˨ ʔ
lạnh	l a j ŋ̟ ˧˨ ʔ
lạnh buốt	l a j ŋ̟ ˧˨ ʔ ʔ ɓ u ə t̚ ˧˦
lạnh giá	l a j ŋ̟ ˧˨ ʔ z aː ˧˦
lạnh lùng	l a j ŋ̟ ˧˨ ʔ l ʊ w ŋ͡m ˨˩
lạnh lẽo	l a j ŋ̟ ˧˨ ʔ l ɛ w ˦ˀ˥
lạnh ngắt	l a j ŋ̟ ˧˨ ʔ ŋ a t̚ ˧˦
lạnh nhạt	l a j ŋ̟ ˧˨ ʔ ɲ aː t̚ ˧˨ ʔ
lạnh tanh	l a j ŋ̟ ˧˨ ʔ t a j ŋ̟ ˧˧
lạp	l aː p̚ ˧˨ ʔ
lạp thể	l aː p̚ ˧˨ ʔ tʰ e ˧˩
lạp xưởng	l aː p̚ ˧˨ ʔ s ɨ ə ŋ ˧˩
lạt	l aː t̚ ˧˨ ʔ
lạt mềm buộc chặt	l aː t̚ ˧˨ ʔ m e m ˨˩ ʔ ɓ u ə k̚ ˧˨ ʔ t͡ɕ a t̚ ˧˨ ʔ
lạt nhách	l aː t̚ ˧˨ ʔ ɲ a j k̟̚ ˧˦
lạy	l a j ˧˨ ʔ
lạy hồn	l a j ˧˨ ʔ h o n ˨˩
lả	l aː ˧˩
lảm nhảm	l aː m ˧˩ ɲ aː m ˧˩
lảng	l aː ŋ ˧˩
lảng tránh	l aː ŋ ˧˩ t͡ɕ a j ŋ̟ ˧˦
lảng vảng	l aː ŋ ˧˩ v aː ŋ ˧˩
lảo đảo	l aː w ˧˩ ʔ ɗ aː w ˧˩
lấm	l ə m ˧˦
lấm lem	l ə m ˧˦ l ɛ m ˧˧
lấm láp	l ə m ˧˦ l aː p̚ ˧˦
lấm lét	l ə m ˧˦ l ɛ t̚ ˧˦
lấm tấm	l ə m ˧˦ t ə m ˧˦
lấn	l ə n ˧˦
lấn chiếm	l ə n ˧˦ t͡ɕ i ə m ˧˦
lấn cấn	l ə n ˧˦ k ə n ˧˦
lấn lướt	l ə n ˧˦ l ɨ ə t̚ ˧˦
lấn sân	l ə n ˧˦ s ə n ˧˧
lấn át	l ə n ˧˦ ʔ aː t̚ ˧˦
lấp	l ə p̚ ˧˦
lấp liếm	l ə p̚ ˧˦ l i ə m ˧˦
lấp lánh	l ə p̚ ˧˦ l a j ŋ̟ ˧˦
lấp ló	l ə p̚ ˧˦ l ɔ ˧˦
lất phất	l ə t̚ ˧˦ f ə t̚ ˧˦
lấy	l ə j ˧˦
lấy dạ tiểu nhân đo lòng quân tử	l ə j ˧˦ z aː ˧˨ ʔ t i ə w ˧˩ ɲ ə n ˧˧ ʔ ɗ ɔ ˧˧ l a w ŋ͡m ˨˩ k w ə n ˧˧ t ɨ ˧˩
lấy làm	l ə j ˧˦ l aː m ˨˩
lấy lòng	l ə j ˧˦ l a w ŋ͡m ˨˩
lấy lại	l ə j ˧˦ l aː j ˧˨ ʔ
lấy lệ	l ə j ˧˦ l e ˧˨ ʔ
lấy trứng chọi đá	l ə j ˧˦ t͡ɕ ɨ ŋ ˧˦ t͡ɕ ɔ j ˧˨ ʔ ʔ ɗ aː ˧˦
lấy độc trị độc	l ə j ˧˦ ʔ ɗ ə w k͡p̚ ˧˨ ʔ t͡ɕ i ˧˨ ʔ ʔ ɗ ə w k͡p̚ ˧˨ ʔ
lầm	l ə m ˨˩
lầm lì	l ə m ˨˩ l i ˨˩
lầm lẫn	l ə m ˨˩ l ə n ˦ˀ˥
lầm lỗi	l ə m ˨˩ l o j ˦ˀ˥
lầm lỡ	l ə m ˨˩ l əː ˦ˀ˥
lầm than	l ə m ˨˩ tʰ aː n ˧˧
lầm đường lạc lối	l ə m ˨˩ ʔ ɗ ɨ ə ŋ ˨˩ l aː k̚ ˧˨ ʔ l o j ˧˦
lần	l ə n ˨˩
lần hồi	l ə n ˨˩ h o j ˨˩
lần lượt	l ə n ˨˩ l ɨ ə t̚ ˧˨ ʔ
lần lần	l ə n ˨˩ l ə n ˨˩
lần lữa	l ə n ˨˩ l ɨ ə ˦ˀ˥
lần mò	l ə n ˨˩ m ɔ ˨˩
lầu	l ə w ˨˩
lầu xanh	l ə w ˨˩ s a j ŋ̟ ˧˧
lầy	l ə j ˨˩
lầy lội	l ə j ˨˩ l o j ˧˨ ʔ
lẩm bẩm	l ə m ˧˩ ʔ ɓ ə m ˧˩
lẩm nhẩm	l ə m ˧˩ ɲ ə m ˧˩
lẩn	l ə n ˧˩
lẩn mẩn	l ə n ˧˩ m ə n ˧˩
lẩn quẩn	l ə n ˧˩ k w ə n ˧˩
lẩu	l ə w ˧˩
lẩu gà	l ə w ˧˩ ɣ aː ˨˩
lẩy bẩy	l ə j ˧˩ ʔ ɓ ə j ˧˩
lẫm	l ə m ˦ˀ˥
lẫm cẫm	l ə m ˦ˀ˥ k ə m ˦ˀ˥
lẫm liệt	l ə m ˦ˀ˥ l i ə t̚ ˧˨ ʔ
lẫn	l ə n ˦ˀ˥
lẫn lộn	l ə n ˦ˀ˥ l o n ˧˨ ʔ
lẫn nhau	l ə n ˦ˀ˥ ɲ a w ˧˧
lẫy	l ə j ˦ˀ˥
lẫy lừng	l ə j ˦ˀ˥ l ɨ ŋ ˨˩
lậm	l ə m ˧˨ ʔ
lậm ngôn	l ə m ˧˨ ʔ ŋ o n ˧˧
lận	l ə n ˧˨ ʔ
lận đận	l ə n ˧˨ ʔ ʔ ɗ ə n ˧˨ ʔ
lập	l ə p̚ ˧˨ ʔ
lập bập	l ə p̚ ˧˨ ʔ ʔ ɓ ə p̚ ˧˨ ʔ
lập chí	l ə p̚ ˧˨ ʔ t͡ɕ i ˧˦
lập công	l ə p̚ ˧˨ ʔ k ə w ŋ͡m ˧˧
lập dị	l ə p̚ ˧˨ ʔ z i ˧˨ ʔ
lập loè	l ə p̚ ˧˨ ʔ l w ɛ ˨˩
lập loòng	l ə p̚ ˧˨ ʔ l ɔ ŋ ˨˩
lập luận	l ə p̚ ˧˨ ʔ l w ə n ˧˨ ʔ
lập lại	l ə p̚ ˧˨ ʔ l aː j ˧˨ ʔ
lập mưu	l ə p̚ ˧˨ ʔ m i w ˧˧
lập nghiệp	l ə p̚ ˧˨ ʔ ŋ i ə p̚ ˧˨ ʔ
lập nên	l ə p̚ ˧˨ ʔ n e n ˧˧
lập pháp	l ə p̚ ˧˨ ʔ f aː p̚ ˧˦
lập phương	l ə p̚ ˧˨ ʔ f ɨ ə ŋ ˧˧
lập quốc	l ə p̚ ˧˨ ʔ k u ə k̚ ˧˦
lập trình	l ə p̚ ˧˨ ʔ t͡ɕ ï ŋ ˨˩
lập trình viên	l ə p̚ ˧˨ ʔ t͡ɕ ï ŋ ˨˩ v i ə n ˧˧
lập trường	l ə p̚ ˧˨ ʔ t͡ɕ ɨ ə ŋ ˨˩
lập tức	l ə p̚ ˧˨ ʔ t ɨ k̚ ˧˦
lật	l ə t̚ ˧˨ ʔ
lật lọng	l ə t̚ ˧˨ ʔ l a w ŋ͡m ˧˨ ʔ
lật mặt	l ə t̚ ˧˨ ʔ m a t̚ ˧˨ ʔ
lật tẩy	l ə t̚ ˧˨ ʔ t ə j ˧˩
lật đật	l ə t̚ ˧˨ ʔ ʔ ɗ ə t̚ ˧˨ ʔ
lật đổ	l ə t̚ ˧˨ ʔ ʔ ɗ o ˧˩
lậu	l ə w ˧˨ ʔ
lậu hoặc	l ə w ˧˨ ʔ h w a k̚ ˧˨ ʔ
lắc	l a k̚ ˧˦
lắc bạc	l a k̚ ˧˦ ʔ ɓ aː k̚ ˧˨ ʔ
lắc lê	l a k̚ ˧˦ l e ˧˧
lắc lư	l a k̚ ˧˦ l ɨ ˧˧
lắc đầu	l a k̚ ˧˦ ʔ ɗ ə w ˨˩
lắm	l a m ˧˦
lắm chuyện	l a m ˧˦ t͡ɕ w i ə n ˧˨ ʔ
lắm lần	l a m ˧˦ l ə n ˨˩
lắng	l a ŋ ˧˦
lắng nghe	l a ŋ ˧˦ ŋ ɛ ˧˧
lắng đọng	l a ŋ ˧˦ ʔ ɗ a w ŋ͡m ˧˨ ʔ
lắp	l a p̚ ˧˦
lắp bắp	l a p̚ ˧˦ ʔ ɓ a p̚ ˧˦
lắp ghép	l a p̚ ˧˦ ɣ ɛ p̚ ˧˦
lắp ráp	l a p̚ ˧˦ z aː p̚ ˧˦
lắp đặt	l a p̚ ˧˦ ʔ ɗ a t̚ ˧˨ ʔ
lắt lay	l a t̚ ˧˦ l a j ˧˧
lằn	l a n ˨˩
lằn ranh	l a n ˨˩ z a j ŋ̟ ˧˧
lằn ranh đỏ	l a n ˨˩ z a j ŋ̟ ˧˧ ʔ ɗ ɔ ˧˩
lằng	l a ŋ ˨˩
lằng nhằng	l a ŋ ˨˩ ɲ a ŋ ˨˩
lẳn	l a n ˧˩
lẳng lơ	l a ŋ ˧˩ l əː ˧˧
lẳng lặng	l a ŋ ˧˩ l a ŋ ˧˨ ʔ
lẵng	l a ŋ ˦ˀ˥
lặc lè	l a k̚ ˧˨ ʔ l ɛ ˨˩
lặn	l a n ˧˨ ʔ
lặn lội	l a n ˧˨ ʔ l o j ˧˨ ʔ
lặng	l a ŋ ˧˨ ʔ
lặng im	l a ŋ ˧˨ ʔ ʔ i m ˧˧
lặng lẽ	l a ŋ ˧˨ ʔ l ɛ ˦ˀ˥
lặng thinh	l a ŋ ˧˨ ʔ tʰ ï ŋ ˧˧
lặng thầm	l a ŋ ˧˨ ʔ tʰ ə m ˨˩
lặp	l a p̚ ˧˨ ʔ
lặp lại	l a p̚ ˧˨ ʔ l aː j ˧˨ ʔ
lặt	l a t̚ ˧˨ ʔ
lặt vặt	l a t̚ ˧˨ ʔ v a t̚ ˧˨ ʔ
lẹ	l ɛ ˧˨ ʔ
lẹ làng	l ɛ ˧˨ ʔ l aː ŋ ˨˩
lẹm	l ɛ m ˧˨ ʔ
lẹo	l ɛ w ˧˨ ʔ
lẻ	l ɛ ˧˩
lẻ loi	l ɛ ˧˩ l ɔ j ˧˧
lẻ tẻ	l ɛ ˧˩ t ɛ ˧˩
lẻn	l ɛ n ˧˩
lẻo	l ɛ w ˧˩
lẽ	l ɛ ˦ˀ˥
lẽ phải	l ɛ ˦ˀ˥ f aː j ˧˩
lẽ ra	l ɛ ˦ˀ˥ z aː ˧˧
lẽ thường	l ɛ ˦ˀ˥ tʰ ɨ ə ŋ ˨˩
lẽo đẽo	l ɛ w ˦ˀ˥ ʔ ɗ ɛ w ˦ˀ˥
lếu láo	l e w ˧˦ l aː w ˧˦
lều	l e w ˨˩
lều báo	l e w ˨˩ ʔ ɓ aː w ˧˦
lều tranh	l e w ˨˩ t͡ɕ a j ŋ̟ ˧˧
lều trại	l e w ˨˩ t͡ɕ aː j ˧˨ ʔ
lỉnh	l ï ŋ ˧˩
lỉnh kỉnh	l ï ŋ ˧˩ k ï ŋ ˧˩
lị	l i ˧˨ ʔ
lị trực khuẩn	l i ˧˨ ʔ t͡ɕ ɨ k̚ ˧˨ ʔ x w ə n ˧˩
lịch	l ï k̟̚ ˧˨ ʔ
lịch lãm	l ï k̟̚ ˧˨ ʔ l aː m ˦ˀ˥
lịch pháp	l ï k̟̚ ˧˨ ʔ f aː p̚ ˧˦
lịch sử	l ï k̟̚ ˧˨ ʔ s ɨ ˧˩
lịch sự	l ï k̟̚ ˧˨ ʔ s ɨ ˧˨ ʔ
lịch thiệp	l ï k̟̚ ˧˨ ʔ tʰ i ə p̚ ˧˨ ʔ
lịch trình	l ï k̟̚ ˧˨ ʔ t͡ɕ ï ŋ ˨˩
lịch đại	l ï k̟̚ ˧˨ ʔ ʔ ɗ aː j ˧˨ ʔ
lịm	l i m ˧˨ ʔ
lọ	l ɔ ˧˨ ʔ
lọ mọ	l ɔ ˧˨ ʔ m ɔ ˧˨ ʔ
lọ nghẹ	l ɔ ˧˨ ʔ ŋ ɛ ˧˨ ʔ
lọc	l a w k͡p̚ ˧˨ ʔ
lọc lõi	l a w k͡p̚ ˧˨ ʔ l ɔ j ˦ˀ˥
lọi	l ɔ j ˧˨ ʔ
lọn	l ɔ n ˧˨ ʔ
lọng	l a w ŋ͡m ˧˨ ʔ
lọng cọng	l a w ŋ͡m ˧˨ ʔ k a w ŋ͡m ˧˨ ʔ
lọp	l ɔ p̚ ˧˨ ʔ
lọt	l ɔ t̚ ˧˨ ʔ
lọt lòng	l ɔ t̚ ˧˨ ʔ l a w ŋ͡m ˨˩
lọt vào mắt xanh	l ɔ t̚ ˧˨ ʔ v aː w ˨˩ m a t̚ ˧˦ s a j ŋ̟ ˧˧
lỏ	l ɔ ˧˩
lỏm	l ɔ m ˧˩
lỏng	l a w ŋ͡m ˧˩
lỏng lẻo	l a w ŋ͡m ˧˩ l ɛ w ˧˩
lố	l o ˧˦
lố bịch	l o ˧˦ ʔ ɓ ï k̟̚ ˧˨ ʔ
lố lăng	l o ˧˦ l a ŋ ˧˧
lốc	l ə w k͡p̚ ˧˦
lốc xoáy	l ə w k͡p̚ ˧˦ s w a j ˧˦
lối	l o j ˧˦
lối ra	l o j ˧˦ z aː ˧˧
lối sống	l o j ˧˦ s ə w ŋ͡m ˧˦
lối vào	l o j ˧˦ v aː w ˨˩
lốm đốm	l o m ˧˦ ʔ ɗ o m ˧˦
lốp	l o p̚ ˧˦
lốp bốp	l o p̚ ˧˦ ʔ ɓ o p̚ ˧˦
lốp cốp	l o p̚ ˧˦ k o p̚ ˧˦
lốp đốp	l o p̚ ˧˦ ʔ ɗ o p̚ ˧˦
lốt	l o t̚ ˧˦
lồ ô	l o ˨˩ ʔ o ˧˧
lồi	l o j ˨˩
lồi xỉ	l o j ˨˩ s i ˧˩
lồm	l o m ˨˩
lồm cồm	l o m ˨˩ k o m ˨˩
lồn	l o n ˨˩
lồng	l ə w ŋ͡m ˨˩
lồng bàn	l ə w ŋ͡m ˨˩ ʔ ɓ aː n ˨˩
lồng lộn	l ə w ŋ͡m ˨˩ l o n ˧˨ ʔ
lồng lộng	l ə w ŋ͡m ˨˩ l ə w ŋ͡m ˧˨ ʔ
lồng ngực	l ə w ŋ͡m ˨˩ ŋ ɨ k̚ ˧˨ ʔ
lồng tiếng	l ə w ŋ͡m ˨˩ t i ə ŋ ˧˦
lồng đèn	l ə w ŋ͡m ˨˩ ʔ ɗ ɛ n ˨˩
lổng chổng	l ə w ŋ͡m ˧˩ t͡ɕ ə w ŋ͡m ˧˩
lỗ	l o ˦ˀ˥
lỗ chân lông	l o ˦ˀ˥ t͡ɕ ə n ˧˧ l ə w ŋ͡m ˧˧
lỗ châu mai	l o ˦ˀ˥ t͡ɕ ə w ˧˧ m aː j ˧˧
lỗ chỗ	l o ˦ˀ˥ t͡ɕ o ˦ˀ˥
lỗ hổng	l o ˦ˀ˥ h ə w ŋ͡m ˧˩
lỗ lã	l o ˦ˀ˥ l aː ˦ˀ˥
lỗ mãng	l o ˦ˀ˥ m aː ŋ ˦ˀ˥
lỗ mũi	l o ˦ˀ˥ m u j ˦ˀ˥
lỗ tai cây	l o ˦ˀ˥ t aː j ˧˧ k ə j ˧˧
lỗ trôn	l o ˦ˀ˥ t͡ɕ o n ˧˧
lỗ vốn	l o ˦ˀ˥ v o n ˧˦
lỗ đen	l o ˦ˀ˥ ʔ ɗ ɛ n ˧˧
lỗ đít	l o ˦ˀ˥ ʔ ɗ i t̚ ˧˦
lỗi	l o j ˦ˀ˥
lỗi lạc	l o j ˦ˀ˥ l aː k̚ ˧˨ ʔ
lỗi lầm	l o j ˦ˀ˥ l ə m ˨˩
lỗi thời	l o j ˦ˀ˥ tʰ əː j ˨˩
lộ	l o ˧˨ ʔ
lộ diện	l o ˧˨ ʔ z i ə n ˧˨ ʔ
lộ giới	l o ˧˨ ʔ z əː j ˧˦
lộ liễu	l o ˧˨ ʔ l i ə w ˦ˀ˥
lộ thiên	l o ˧˨ ʔ tʰ i ə n ˧˧
lộ trình	l o ˧˨ ʔ t͡ɕ ï ŋ ˨˩
lộ tẩy	l o ˧˨ ʔ t ə j ˧˩
lộc	l ə w k͡p̚ ˧˨ ʔ
lội	l o j ˧˨ ʔ
lội bộ	l o j ˧˨ ʔ ʔ ɓ o ˧˨ ʔ
lộm	l o m ˧˨ ʔ
