aa	ɑː
lõikõtõ	ɫ ɤ i̯ k ɤ̟ t
lõimõd	ɫ ɤ i̯ m ɤ d̥
lõnkõ	ɫ ɤ ŋ k ə̠
lõnkõ	ɫ ɤ ŋ k
lõppu	ɫ ɤ pː u
lõppua	ɫ ɤ pː u ɑ̯
lõppua	ɫ ɤ pː u ɑ̯
lõpõtta	ɫ ɤ p ɤ tː ɑ
lõpõtta	ɫ ɤ p ɤ tː ɑ
lõukõ	ɫ ɤ u̯ k ə̠
lõunõd	ɫ ɤ u̯ n ɤ̟ d̥
lõunõd	ɫ ɤ u̯ n ɤ̟ d̥
lõunõttassõ	ɫ ɤ u̯ n ɤ̟ t t ɑ sː ə̠
lõõkku	ɫ ɤː kː u
lõõkkua	ɫ ɤː kː u ɑ̯
lõõkutta	ɫ ɤː k u tː ɑ
lõõkõ	ɫ ɤː k ə̠
lõõzgata	ɫ ɤː z ɡ ɑ t ɑ
lõõttsu	ɫ ɤː t͡sː u
lõõttsua	ɫ ɤː t͡sː u ɑ̯
lõõttsua	ɫ ɤː t͡sː u ɑ̯
lägäte	l æ ɡʲ æ tʲ ə̟
lähe	l æ hʲ e
lähettä	l æ hʲ e tʲː æ
lähevesi	l æ hʲ e vʲ e sʲ i
lähteme	l æ h tʲ e mʲ ə̟
lähteme	l æ h t e mʲ
lähteme	l æ hʲ t e mʲ
lähteä	l æ h tʲ e æ̯
lähteä	l æ h t e æ̯
läikkiä	l æ i̯ kʲː i æ̯
läkine	l æ kʲ i nʲ ə̟
lämmi	l æ mʲː i
lämmittä	l æ mʲː i tʲː æ
lämpisse	l æ m pʲ i sʲː ə̟
lämpisse	l æ m pʲ i sʲː
lännikko	l æ nʲː i kː o
länsi	l æ n sʲ i
läntü	l æ n tʲ y
läpi	l æ pʲ i
läsive	l æ sʲ i vʲ ə̟
lässiä	l æ sʲː i æ̯
lässiä	l æ sʲː i æ̯
läsü	l æ sʲ y
lätikko	l æ tʲ i kː o
läätiä	l æː tʲ i æ̯
löülü	l ø y̯ l y
lüčäte	l y t͡ʃ æ tʲ ə̟
lühettä	l y hʲ e tʲː æ
lühsä	l y h sʲ æ
lühsü	l y h sʲ y
lühzikko	l y h zʲ i kː o
lühüd	l y hʲ y d̥
lülü	l y l y
lüsi	l y sʲ i
lüüvve	l yː vʲː ə̟
maa	m ɑː
maa	m ɑː
maaenčäüz	m ɑː e n t͡ʃ æ y̯ z̥
maahu	m ɑː h u
maahu	m ɑː x u
maailmõ	m ɑː i ɫ m ə̠
maailmõ	m ɑː i ɫ m ə̠
maailmõ	m ɑː i ɫ m
maailmõ	m ɑː i ɫ m
maakangõz	m ɑː k ɑ ŋ ɡ ɤ̟ z̥
maamuna	m ɑː m u n ɑ
maamuna	m ɑː m u n ə̠
maamuna	m ɑː m u n
maamunikko	m ɑː m u nʲ i kː o
maamõ	m ɑː m ə̠
maamõ	m ɑː m
maasti	m ɑː s tʲ i
maattua	m ɑː tː u ɑ̯
mačkõ	m ɑ t͡ʃ k ə̠
magatõ	m ɑ ɡ ɑ t ə̠
magatõ	m ɑ ɡ ɑ t
magjõz	m ɑ ɡ ʝ ɤ̟ z̥
mahlõ	m ɑ h ɫ ə̠
maho	m ɑ h o
mahsa	m ɑ h s ɑ
mahsa	m ɑ h s ɑ
mahsu	m ɑ h s u
mahsõ	m ɑ h s ə̠
mahtua	m ɑ h t u ɑ̯
mai	m ɑ i̯
maijõ	m ɑ i̯ ʝ ə̠
mainia	m ɑ i̯ nʲ i ɑ̯
maista	m ɑ i̯ s t ɑ
maja	m ɑ ʝ ɑ
makkia	m ɑ kʲː i ɑ̯
makkõrõ	m ɑ kː ɤ̟ r ə̠
mako	m ɑ k o
maku	m ɑ k u
makuzõ	m ɑ k u z ə̠
makõa	m ɑ kː ɤ ɑ̯
malli	m ɑ lː i
maltad	m ɑ ɫ t ɑ d̥
maltad	m ɑ ɫ t ɑ d̥
manatõ	m ɑ n ɑ t ə̠
mandolina	m ɑ n d o l i n ɑ
mandõri	m ɑ n d ɤ rʲ i
manitta	m ɑ nʲ i tː ɑ
mansikõz	m ɑ n sʲ i k ɤ̟ z̥
manʹu	m ɑ ɲ u
marjõ	m ɑ r ʝ ə̠
marjõ	m ɑ r ʝ ə̠̆
martti	m ɑ r tʲː i
mašina	m ɑ ʃ i n ɑ
mašti	m ɑ ʃ tʲ i
matalõ	m ɑ t ɑ ɫ ə̠
matalõ	m ɑ t ɑ ɫ
Mati	m ɑ tʲ i
Mati	m ɑ tʲ i
matkõ	m ɑ t k ə̠
mato	m ɑ t o
matokkain	m ɑ t o kː ɑ i̯ n
matokkõin	m ɑ t o kː ɤ i̯ n
maõ	m ɑ ɤ̯
meeleto	mʲ eː l e t o
meeleve	mʲ eː l e vʲ ə̟
meeleve	m eː l e vʲ
meeli	mʲ eː l i
meez	mʲ eː z̥
meez	m eː z̥
mehiläin	mʲ e hʲ i l æ i̯ n
melto	mʲ e ɫ t o
menne	mʲ e nʲː ə̟
menne	m e nʲː
meno	mʲ e n o
meno	m e n o
merejää	mʲ e rʲ e ʝ æː
meri	mʲ e rʲ i
meri	m e rʲ i
merituuli	mʲ e rʲ i t uː l i
merkki	mʲ e r kʲː i
mesi	mʲ e sʲ i
mesimarjõ	mʲ e sʲ i m ɑ r ʝ ə̠
metrõ	mʲ e t r ə̠
mettse	mʲ e t͡sː ə̟
mettse	m e t͡sʲː
mettsekana	mʲ e t͡sː ə̟ k ɑ n ɑ
mettsekittsi	mʲ e t͡sː ə̟ kʲ i t͡sː i
mettsesika	mʲ e t͡sː ə̟ sʲ i k ɑ
mettso	mʲ e t͡sː o
mikkä	mʲ i kʲː æ
mikä	mʲ i kʲ æ
mikä	mʲ i kʲ æ
mikäle	mʲ i kʲ æ l e
mikäle	mʲ i kʲ æ l eː
mikäle	mʲ i kʲ æ l e
mikäle	mʲ i kʲ æ l e
mikänibutʹ	mʲ i kʲ æ nʲ i b u c
milläin	mʲ i lː æ i̯ n
milläin	mʲ i lː æ i̯ n
miltin	mʲ i l tʲ i n
miltäin	mʲ i l tʲ æ i̯ n
minʹdʹõ	mʲ i ɲ ɟ ə̠
minʹnʹõ	mʲ i ɲː ə̠
minutti	mʲ i n u tʲː i
minutti	mʲ i n u tʲː i
minutti	mʲ i n u tʲː i
minutti	mʲ i n u tʲː i
miskõ	mʲ i s k ə̠
miskõ	mʲ i s k
missi	mʲ i sʲː i
missi	mʲ i sʲː i
mitatõ	mʲ i t ɑ t ə̠
mittõ	mʲ i tː ə̠
mittä	mʲ i tʲː æ
miä	mʲ i æ̯
miä	mʲ i æ̯
miä	mʲ æ
mokkõ	m o kː ə̠
mokomain	m o k o m ɑ i̯ n
mokomain	m o k o m ɑ i̯ n
mokomõ	m o k o m ə̠
mokomõ	m o k o m
morriussõ	m o rʲː i u̯ sː ə̠
moškõ	m o ʃ k ə̠
mozgid	m o z ɡʲ i d̥
muglia	m u ɡ l i ɑ̯
muhissõ	m u hʲ i sː ə̠
muhku	m u x k u
muilõ	m u i̯ ɫ ə̠
muitõz	m u i̯ t ɤ z̥
muitõz	m u i̯ t ɤ z̥
mukavõ	m u k ɑ v ə̠
mukka	m u kː ɑ
muli	m u l i
mulkku	m u ɫ kː u
mullikkõ	m u lː i kː ə̠
multõ	m u ɫ t ə̠
muna	m u n ɑ
muna	m u n ɑ
munavelli	m u n ɑ vʲ e lː i
munavõi	m u n ɑ v ɤ i̯
munnia	m u nʲː i ɑ̯
munnõa	m u nː ɤ ɑ̯
muragõ	m u r ɑ ɡ ə̠
muragõz	m u r ɑ ɡ ɤ̟ z̥
muragõz	m u r ɑ ɡ ɤ̟ z̥
murčinõ	m u r t͡ʃ i n ə̠
murhõ	m u r h ɤ
murjaussõ	m u r ʝ ɑ u̯ sː ə̠
murjoa	m u r ʝ o ɑ̯
muro	m u r o
murria	m u rʲː i ɑ̯
muršmarš	m u r ʃ m ɑ r ʃ
murta	m u r t ɑ
murto	m u r t o
murtua	m u r t u ɑ̯
muru	m u r u
murõtta	m u r ɤ tː ɑ
musikõz	m u sʲ i k ɤ̟ z̥
musikõz	m u sʲ i k ɤ̟ z̥
mussõ	m u sː ə̠
mussõmarjõ	m u sː ə̠ m ɑ r ʝ ə̠
mustõlain	m u s t ɤ̟ ɫ ɑ i̯ n
muta	m u t ɑ
mutkõ	m u t k ə̠
mutukõz	m u t u k ɤ̟ z̥
muu	m uː
muudrõ	m uː d r ə̠
Muukõ	m uː k ɤ
muukõtõ	m uː k ɤ̟ t ə̠
muutoz	m uː t o z̥
muutta	m uː tː ɑ
muuttissõ	m uː tʲː i sː ə̠
muuttua	m uː tː u ɑ̯
muuvvõll	m uː vː ɤ̟ lː ə̠
muuvvõll	m uː vː ɤ̟ lː
muuvvõllõ	m uː vː ɤ̟ ɫː ɤ
muuvvõlt	m uː vː ɤ̟ ɫ t ə̠
muuvvõlt	m uː vː ɤ̟ ɫ t
mõizõ	m ɤ i̯ z ə̠
mõla	m ɤ ɫ ɑ
mõlõpõd	m ɤ ɫ ɤ p ɤ̟ d̥
mõni	m ɤ nʲ i
mõnikõz	m ɤ nʲ i k ɤ̟ z̥
mõnikõz	m ɤ nʲ i k ɤ̟ z̥
mõntõ	m ɤ n t ə̠
mõrtõ	m ɤ r t ə̠
mõõkkõ	m ɤː kː ə̠
mõõttu	m ɤː tː u
mäči	mʲ æ t͡ʃ i
mäčikkõ	mʲ æ t͡ʃ i kː ə̠
mähče	mʲ æ h t͡ʃ ə̟
mähä	mʲ æ hʲ æ
mälehtä	mʲ æ l e h tʲ æ
mälehtä	mʲ æ l e h tʲ æ
mälehtüz	mʲ æ l e h tʲ y z̥
mänčiä	mʲ æ n t͡ʃ i æ̯
mänčä	mʲ æ n t͡ʃ æ
mänko	mʲ æ ŋ k o
mänte	mʲ æ n tʲ ə̟
mäntü	mʲ æ n tʲ y
mäntüpetäje	mʲ æ n tʲ y pʲ e tʲ æ ʝ ə̟
märče	mʲ æ r t͡ʃ ə̟
märehtiä	mʲ æ rʲ e h tʲ i æ̯
märgete	mʲ æ r ɡʲ e tʲ ə̟
märännü	mʲ æ rʲ æ nʲː y
märännü	mʲ æ rʲ æ nʲː y
mäsäte	mʲ æ sʲ æ tʲ ə̟
mättisse	mʲ æ tʲː i sʲː ə̟
mättisse	mʲ æ tʲː i sʲː
mättä	mʲ æ tʲː æ
mätä	mʲ æ tʲ æ
mätänesse	mʲ æ tʲ æ nʲ e sʲː ə̟
mätäz	mʲ æ tʲ æ z̥
mäukkua	mʲ æ u kː u ɑ̯
määkkiä	mʲ æː kʲː i æ̯
määliä	mʲ æː l i æ̯
määre	mʲ æː rʲ ə̟
määte	mʲ æː tʲ ə̟
mörisse	mʲ ø rʲ i sʲː ə̟
mörnete	mʲ ø r n e̠ tʲ ə̟
mörnä	mʲ ø r nʲ æ
mörnä	mʲ ø r nʲ æ
mörü	mʲ ø rʲ y
möö	mʲ øː
müčče	mʲ y t͡ʃː ə̟
mügre	mʲ y ɡ rʲ ə̟
müllete	mʲ y lː e̠ tʲ ə̟
müllete	mʲ y lː e̠ tʲ
müllü	mʲ y lː y
müü	mʲ yː
müü	mʲ yː
müühe	mʲ yː hʲ ə̟
müühep	mʲ yː hʲ e p
müühessüä	mʲ yː h e̠ sʲː y æ̯
müühessüä	mʲ yː h e̠ sʲː y æ̯
müühä	mʲ yː hʲ æ
müühäin	mʲ yː hʲ æ i̯ n
müüje	mʲ yː ʝ ə̟
müükkiä	mʲ yː kʲː i æ̯
müütele	mʲ yː t e̠ l e
müütä	mʲ yː tʲ æ
müütä	mʲ yː tʲ
müüvve	mʲ yː vʲː ə̟
müüvve	mʲ yː vʲː
naapuri	n ɑː p u rʲ i
naatti	n ɑː tʲː i
naglõ	n ɑ ɡ ɫ ə̠
naglõ	n ɑ ɡ ɫ
nagra	n ɑ ɡ r ɑ
nagra	n ɑ ɡ r ɑ
nagriz	n ɑ ɡ rʲ i z̥
nagru	n ɑ ɡ r u
nagrutta	n ɑ ɡ r u tː ɑ
nagrutta	n ɑ ɡ r u tː ɑ
nahkuri	n ɑ x k u rʲ i
nahkõ	n ɑ x k ə̠
nahkõtiiru	n ɑ x k ə̠ tʲ iː r u
naijjõ	n ɑ i̯ ʝː ə̠
naijjõ	n ɑ i̯ ʝː ə̠̆
naijõ	n ɑ i̯ ʝ ə̠
nain	n ɑ i̯ n
nain	n ɑ i̯ n
naizikko	n ɑ i̯ zʲ i kː o
naizikko	n ɑ i̯ zʲ i kː o
naitta	n ɑ i̯ tː ɑ
najjõ	n ɑ ʝː ə̠
najjõ	n ɑ i̯ ʝː ə̠̆
naka	n ɑ k ɑ
nall	n ɑ lː ə̠
nall	n ɑ lː
nallõ	n ɑ ɫː ə̠
nalʹlʹõ	n ɑ ʎː ə̠
nalt	n ɑ ɫ t ə̠
nalt	n ɑ ɫ t
naltõ	n ɑ ɫ t ə̠
napa	n ɑ p ɑ
napatõ	n ɑ p ɑ t ə̠
nappu	n ɑ pː u
napukkõ	n ɑ p u kː ə̠
narria	n ɑ rʲː i ɑ̯
nato	n ɑ t o
nattõ	n ɑ tː ə̠
nauhõ	n ɑ u̯ h ə̠
ne	nʲ e
ned	nʲ e d̥
nee	nʲ eː
need	nʲ eː d̥
need	n eː d̥
neelu	nʲ eː ɫ u
neelu	n eː ɫ u
neemi	nʲ eː mʲ i
neemi	n i e̯ m i
neito	nʲ e i̯ t o
neitsüd	nʲ e i̯ t͡s y d̥
neitsüd	n e i̯ t͡s y d̥
neldʹikko	nʲ e ɫ ɟ i kː o
nelʹlʹe	nʲ e ʎː ə̟
nelʹlʹe	n e ʎʲː
nelʹlʹez	nʲ e ʎː e̠ z̥
nelʹlʹezpäive	nʲ e ʎː e s pʲ æ i̯ vʲ ə̟
nelʹlʹeteiššümed	nʲ e ʎː e tʲ e i̯ ʃː y mʲ e d̥
nelʹlʹetõiššümed	nʲ e ʎː e t ɤ i̯ ʃː y mʲ e d̥
nʹemoi	ɲ e m o i̯
nenä	nʲ e nʲ æ
nenärätte	nʲ e nʲ æ rʲ æ tʲː e
nepsiä	nʲ e p sʲ i æ̯
niglõ	nʲ i ɡ ɫ ə̠
niglõ	nʲ i ɡ ɫ
nii	nʲ iː
nii	nʲ iː
niini	nʲ iː nʲ i
niisi	nʲ iː sʲ i
niiskõ	nʲ iː s k ə̠
niittä	nʲ iː tʲː æ
niittü	nʲ iː tʲː y
niku	nʲ i k u
niku	nʲ i k u
nimettä	nʲ i mʲ e tʲː æ
nimettä	nʲ i m e tʲː æ
nimi	nʲ i mʲ i
niskõ	nʲ i s k ə̠
nisu	nʲ i s u
nittoa	nʲ i tː o ɑ̯
nittoa	nʲ i tː o ɑ̯
nivud	nʲ i v u d̥
no	n o
no	n o
nojabri	n o ʝ ɑ b rʲ i
nojäbri	n o ʝ æ b rʲ i
nokkia	n o kʲː i ɑ̯
nokkõ	n o kː ə̠
nolʹ	n o ʎ
noori	n oː rʲ i
noori	n oː r
noorikkõ	n oː rʲ i kː ɤ
noorikkõ	n oː rʲ i kː ə̠
nooriso	n oː rʲ i s o
nooruz	n oː r u z̥
noorõ	n oː r ə̠
nootti	n oː tʲː i
noottõ	n oː tː ə̠
noppia	n o pʲː i ɑ̯
noppia	n o pʲː i ɑ̯
noskõ	n o s k ə̠
nukahta	n u k ɑ h t ɑ
nukkua	n u kː u ɑ̯
nukkõ	n u kː ə̠
nukutta	n u k u tː ɑ
nurissõ	n u rʲ i sː ə̠
nurkkõ	n u r kː ə̠
nurkkõ	n u r kː
nurmi	n u r mʲ i
nussia	n u sʲː i ɑ̯
nuumõri	n uː m ɤ rʲ i
nuuskia	n uː s kʲ i ɑ̯
nuuskia	n uː s kʲ i ɑ̯
nuuzgõtõ	n uː z ɡ ɤ̟ t ə̠
nuuzgõtõ	n uː z ɡ ɤ̟ t
nuužnikkõ	n uː ʒ nʲ i kː ə̠
nõdrõ	n ɤ d r ə̠
nõissõ	n ɤ i̯ sː ə̠
nõissõ	n ɤ i̯ sː
nõitoa	n ɤ i̯ t o ɑ̯
nõitua	n ɤ i̯ t u ɑ̯
nõituz	n ɤ i̯ t u z̥
nõitõ	n ɤ i̯ t ə̠
nõjall	n ɤ ʝ ɑ lː ə̠
nõjall	n ɤ ʝ ɑ lː
nõki	n ɤ kʲ i
nõma	n ɤ m ɑ
nõmmi	n ɤ mʲː i
nõsatta	n ɤ s ɑ tː ɑ
nõssa	n ɤ sː ɑ
nõssa	n ɤ sː ɑ
nõtko	n ɤ t k o
nõvvo	n ɤ vː o
nõvvoa	n ɤ vː o ɑ̯
näčči	nʲ æ t͡ʃː i
näččüä	nʲ æ t͡ʃː y æ̯
näd	nʲ æ d̥
nähä	nʲ æ hʲ æ
nähä	nʲ æ hʲ æ
näko	nʲ æ k o
nälče	nʲ æ l t͡ʃ ə̟
nälče	nʲ æ l t͡ʃʲ
nälčäin	nʲ æ l t͡ʃ æ i̯ n
nämä	nʲ æ mʲ æ
nämäd	nʲ æ mʲ æ d̥
nänne	nʲ æ nʲː ə̟
näppi	nʲ æ pʲː i
näre	nʲ æ rʲ e
närriä	nʲ æ rʲː i æ̯
näteli	nʲ æ tʲ e l i
näteli	nʲ æ tʲ e ʎ i
näteli	nʲ æ t e l i
näteli	nʲ æ t e ʎ i
nättü	nʲ æ tʲː y
nääle	nʲ æː l ə̟
näüttisse	nʲ æ y̯ tʲː i sʲː ə̟
näüttä	nʲ æ y̯ tʲː æ
näüttä	nʲ æ y̯ tʲː æ
nüčün	nʲ y t͡ʃ y n
nüd	nʲ y d̥
nühtiä	nʲ y h tʲ i æ̯
nühtiä	nʲ y h tʲ i æ̯
nülčiä	nʲ y l t͡ʃ i æ̯
nütte	nʲ y tʲː ə̟
obakkõ	o b ɑ kː ə̠
obrõzõ	o b r ɤ̟ z ə̠
odʹjela	o ɟ ʝ e ɫ ɑ
ohka	o x k ɑ
ohtain	o h t ɑ i̯ n
ohto	o h t o
ohtogo	o h t o ɡ o
ohtogo	o h t o ɡ o
ohtogoin	o h t o ɡ o i̯ n
oita	o i̯ t ɑ
oitissõ	o i̯ tʲ i sː ə̠
oktäbri	o k tʲ æ b rʲ i
olud	o ɫ u d̥
olud	o ɫ u d̥
omenõ	o mʲ e n ə̠
omenõ	o m e n ɑ
on	o n
ono	o n o
ooka	oː k ɑ
oomnikko	oː m nʲ i kː o
oomnikko	oː m nʲ i kː o
oomõn	oː m ɤ n
oomõn	oː m ɤ n
oonõ	oː n ɤ
ootta	oː tː ɑ
ootõllõ	oː t ɤ ɫː ə̠
ootõllõ	oː t ɤ ɫː
opo	o p o
opõn	o p ɤ n
orjõ	o r ʝ ə̠
orjõmarjõ	o r ʝ ə̠ m ɑ r ʝ ə̠
orko	o r k o
paahtua	p ɑː h t u ɑ̯
paarmõ	p ɑː r m ə̠
paarmõ	p ɑː r m
paarmõz	p ɑː r m ɤ̟ z̥
paarnʹõ	p ɑː r ɲ ə̠
paasi	p ɑː sʲ i
pačkõtõ	p ɑ t͡ʃ k ɤ̟ t ə̠
paganuz	p ɑ ɡ ɑ n u z̥
paganõ	p ɑ ɡ ɑ n ə̠
paglõ	p ɑ ɡ ɫ ə̠
pagõtõ	p ɑ ɡ ɤ t ə̠
paha	p ɑ h ɑ
pahain	p ɑ h ɑ i̯ n
pahkõ	p ɑ x k ə̠
pahnõ	p ɑ h n ə̠
pahnõ	p ɑ h n
paikkõ	p ɑ i̯ kː ə̠
paikkõ	p ɑ i̯ kː
paikõtõ	p ɑ i̯ k ɤ̟ t ə̠
paina	p ɑ i̯ n ɑ
paino	p ɑ i̯ n o
painu	p ɑ i̯ n u
painua	p ɑ i̯ n u ɑ̯
painõ	p ɑ i̯ n ɤ
paissa	p ɑ i̯ sː ɑ
paizõ	p ɑ i̯ z ɤ
paizõttua	p ɑ i̯ z ɤ tː u ɑ̯
paizõttua	p ɑ i̯ z ɤ tː u ɑ̯
paja	p ɑ ʝ ɑ
pajatta	p ɑ ʝ ɑ tː ɑ
pajatta	p ɑ ʝ ɑ tː ɑ
paju	p ɑ ʝ u
pakissõ	p ɑ kʲ i sː ə̠
pakissõ	p ɑ kʲ i sː
pakkain	p ɑ kː ɑ i̯ n
pakko	p ɑ kː o
pakko	p ɑ kː o
pako	p ɑ k o
pakolain	p ɑ k o ɫ ɑ i̯ n
pakozina	p ɑ k o zʲ i n ɑ
paksu	p ɑ k s u
pala	p ɑ ɫ ɑ
palgõ	p ɑ ɫ ɡ ɤ
palkkõ	p ɑ ɫ kː ə̠
palko	p ɑ ɫ k o
palʹlʹo	p ɑ ʎː o
palʹlʹo	p ɑ ʎː o
palʹlʹõz	p ɑ ʎː ɤ̟ z̥
palo	p ɑ ɫ o
palvaussõ	p ɑ ɫ v ɑ u̯ sː ə̠
panki	p ɑ ŋ kʲ i
pannõ	p ɑ nː ə̠
pannõ	p ɑ nː
pappi	p ɑ pʲː i
paraika	p ɑ r ɑ i̯ k ɑ
paraika	p ɑ r ɑ i̯ k ɑ
paraz	p ɑ r ɑ z̥
paratta	p ɑ r ɑ tː ɑ
pari	p ɑ rʲ i
parjõd	p ɑ r ʝ ɤ̟ d̥
parkkia	p ɑ r kʲː i ɑ̯
parmõz	p ɑ r m ɤ̟ z̥
parrõkõz	p ɑ rː ɤ̟ k ɤ̟ z̥
parrõz	p ɑ rː ɤ̟ z̥
parsi	p ɑ r sʲ i
partti	p ɑ r tʲː i
partõ	p ɑ r t ə̠
partõ	p ɑ r t
parvi	p ɑ r vʲ i
parvõz	p ɑ r v ɤ z̥
parvõz	p ɑ r v ɤ z̥
parõpi	p ɑ r ɤ pʲ i
parõpi	p ɑ r ɤ p
paskõ	p ɑ s k ə̠
passi	p ɑ sʲː i
passibo	p ɑ s sʲ i b o
passibo	p ɑ sʲː i b o
pata	p ɑ t ɑ
pataässe	p ɑ t ɑ æ sʲː ə̟
paukka	p ɑ u̯ kː ɑ
pečel	pʲ e t͡ʃ e l
pečnikkõ	pʲ e t͡ʃ nʲ i kː ə̠
peeni	pʲ eː nʲ i
peeni	p eː n
peentõrõ	pʲ eː n t ɤ r ə̠
peentõrõ	pʲ eː n t ɤ̟ r ə̠
peerre	pʲ eː rʲː ə̟
pehko	pʲ e x k o
pehko	p e x k o
pehmittä	pʲ e h mʲ i tʲː æ
pehmiä	pʲ e h mʲ i æ̯
peitto	pʲ e i̯ tː o
pekki	pʲ e kʲː i
peksä	pʲ e k sʲ æ
pelatõ	pʲ e ɫ ɑ t ə̠
pelatõ	p e ɫ ɑ t
pelko	pʲ e ɫ k o
pellete	pʲ e lː e̠ tʲ ə̟
pellete	p e lː e̠ tʲ
pellõvõz	pʲ e ɫː ɤ̟ v ɤ̟ z̥
peltto	pʲ e ɫ tː o
peni	p e nʲ i
penikkõ	pʲ e nʲ i kː ə̠
pere	pʲ e rʲ e
pere	p e r e
peremmeez	pʲ e rʲ e m mʲ eː z̥
peremmeez	p e r e m m eː z̥
perennain	pʲ e rʲ e n n ɑ i̯ n
perennain	p e r e n n ɑ i̯ n
perkele	pʲ e r kʲ e l e
perkele	p e r k e l e
perrä	pʲ e rʲː æ
perräpäiz	pʲ e rʲː æ pʲ æ i̯ z̥
perze	pʲ e r zʲ e
perttsu	pʲ e r t͡sː u
perä	pʲ e rʲ æ
peräss	pʲ e rʲ æ sː ə̟
peräss	pʲ e rʲ æ sː
perässe	pʲ e rʲ æ sʲː ə̟
peräz	pʲ e rʲ æ z̥
peräz	p e rʲ æ z̥
pesse	pʲ e sʲː ə̟
pesse	p e sʲː
pessisse	pʲ e sʲː i sʲː ə̟
pesä	pʲ e sʲ æ
petelle	pʲ e tʲ e lː ə̟
petoz	pʲ e t o z̥
Petteri	pʲ e tʲː e rʲ i
pettä	pʲ e tʲː æ
pettä	p e tʲː æ
pettü	pʲ e tʲː y
petäje	pʲ e tʲ æ ʝ ə̟
petäjein	pʲ e tʲ æ ʝ e i̯ n
peukolo	pʲ e u̯ k o ɫ o
pičče	pʲ i t͡ʃː ə̟
pičče	pʲ i t͡ʃʲː
pičče	pʲ i t͡ʃː i
pičkõ	pʲ i t͡ʃ k ə̠
piettä	pʲ i e̯ tʲː æ
pihed	pʲ i hʲ e d̥
pihkõ	pʲ i x k ə̠
Pihlaala	pʲ i h ɫ ɑ ɫ
piho	pʲ i h o
pihtõ	pʲ i h t ə̠
pii	pʲ iː
piičivi	pʲ iː t͡ʃ i vʲ i
piikki	pʲ iː kʲː i
piikõ	pʲ iː k ə̠
piime	pʲ iː mʲ ə̟
piime	pʲ iː mʲ
piinõ	pʲ iː n ə̠
piippu	pʲ iː pː u
piirgõ	pʲ iː r ɡ ə̠
piirgõ	pʲ iː r ɡ̊
piiri	pʲ iː rʲ i
piiri	pʲ iː rʲ i
piittõ	pʲ iː tː ə̠
pikari	pʲ i k ɑ rʲ i
pikkõrain	pʲ i kː ɤ̟ r ɑ i̯ n
pikkõrain	pʲ i kː ɤ̟ r ɑ i̯ n
pilatõ	pʲ i ɫ ɑ t ə̠
pilatõ	pʲ i ɫ ɑ t
pilkõtõ	pʲ i ɫ k ɤ̟ t ə̠
pillaussõ	pʲ i ɫː ɑ u̯ sː ə̠
pilli	pʲ i lː i
pillittä	pʲ i lː i tʲː æ
pillittä	pʲ i lː i tʲː æ
pillõ	pʲ i ɫː ə̠
pilppõ	pʲ i ɫ pː ə̠
pilu	pʲ i ɫ u
pilutta	pʲ i ɫ u tː ɑ
pilvi	pʲ i l vʲ i
pimeüz	pʲ i m e y̯ z̥
pimiä	pʲ i mʲː i æ̯
pimmiä	pʲ i mʲː i æ̯
pimmiä	pʲ i mʲː i æ̯
pindžakkõ	pʲ i n d ʒ ɑ kː ə̠
pinisse	pʲ i nʲ i sʲː ə̟
pino	pʲ i n o
pintõ	pʲ i n t ə̠
pirtõ	pʲ i r t ə̠
pisarõ	pʲ i s ɑ r ə̠
pisarõ	pʲ i s ɑ r
pise	pʲ i sʲ e
pise	pʲ i s e
piselle	pʲ i sʲ e lː ə̟
pissä	pʲ i sʲː æ
pissü	pʲ i sʲː y
pissüz	pʲ i sʲː y z̥
pito	pʲ i t o
pittuz	pʲ i tː u z̥
pittä	pʲ i tʲː æ
pittä	pʲ i tʲː æ
pitää	pʲ i tʲː æ
piättüä	pʲ i æ̯ tʲː y æ̯
platʹjõ	p ɫ ɑ c ʝ ə̠
plattsi	p ɫ ɑ t͡sː i
plemänikkõ	p l e mʲ æ nʲ i kː ə̠
pletittä	p l e tʲ i tʲː æ
pliittõ	p l iː tː ə̠
pläkki	p l æ kʲː i
podarkõ	p o d ɑ r k ə̠
poduškõ	p o d u ʃ k ə̠
poikain	p o i̯ k ɑ i̯ n
poikissõ	p o i̯ kʲ i sː ə̠
poikõ	p o i̯ k ə̠
poikõ	p o i̯ k
poiz	p o i̯ z̥
poiz	p o i̯ z̥
pojezdõ	p o ʝ e z d ə̠
pojo	p o ʝ o
pollõ	p o ɫː ɤ
pomidora	p o mʲ i d o r ɑ
pominoitta	p o mʲ i n o i̯ tː ɑ
pool	p oː ɫ
pool	p oː ɫ
pooli	p oː l i
pooli	p oː l i
poolõ	p oː ɫ ɤ
poolõss	p oː ɫ ɤ sː ə̠
poolõss	p oː ɫ ɤ sː
poolõssõ	p oː ɫ ɤ sː ə̠
poolõz	p oː ɫ ɤ̟ z̥
poro	p o r o
porotta	p o r o tː ɑ
porttu	p o r tː u
posti	p o s tʲ i
potʹo	p o c o
poutõ	p o u̯ t ə̠
praaznikkõ	p r ɑː z nʲ i kː ə̠
praavitta	p r ɑː vʲ i tː ɑ
praaviussõ	p r ɑː vʲ i u̯ sː ə̠
prikku	p rʲ i kː u
prikukkõin	p rʲ i k u kː ɤ i̯ n
primuzlõ	p rʲ i m u z ɫ ə̠
