अ	ə
नौकर	n ɔː k ə ɾ
नौकरशाही	n ɔː k ə ɾ ʃ ɑː ɦ iː
नौकरानियाँ	n ɔː k ɾ ɑː n ɪ j ɑ̃ː
नौकरानियो	n ɔː k ɾ ɑː n ɪ j oː
नौकरानियों	n ɔː k ɾ ɑː n ɪ j õː
नौकरानी	n ɔː k ɾ ɑː n iː
नौकरियाँ	n ɔː k ɾ ɪ j ɑ̃ː
नौकरियो	n ɔː k ɾ ɪ j oː
नौकरियों	n ɔː k ɾ ɪ j õː
नौकरी	n ɔː k ɾ iː
नौकरो	n ɔː k ɾ oː
नौकरों	n ɔː k ɾ õː
नौका	n ɔː k ɑː
नौजवान	n ɔː d͡ʒ ə ʋ ɑː n
नौजवानो	n ɔː d͡ʒ ə ʋ ɑː n oː
नौजवानों	n ɔː d͡ʒ ə ʋ ɑː n õː
नौटंकी	n ɔː ʈ ə ŋ k iː
नौबत	n ɔː b ə t̪
नौवाँ	n ə̯ u ʋ ɑ̃ː
नौसिखिया	n ɔː s ɪ kʰ ɪ j ɑː
नौसेना	n ɔː s eː n ɑː
न्याय	n j ɑː j
न्यायपालिका	n j ɑː j p ɑː l ɪ k ɑː
न्यायशास्त्र	n j ɑː j ʃ ɑː s t̪ ɾᵊ
न्यायाधीश	n j ɑː j ɑː d̪ʱ iː ʃ
न्यायालयो	n j ɑː j ɑː l ə j oː
न्यायालयों	n j ɑː j ɑː l ə j õː
न्यायिक	n j ɑː j ɪ k
न्यायोचित	n j ɑː j oː t͡ʃ ɪ t̪
न्यारा	n j ɑː ɾ ɑː
न्यास	n j ɑː s
न्यूज़	n j uː d͡ʒ
न्यूज़	n j uː z
न्यूज़ीलैंड	n j uː d͡ʒ iː l ɛː ɳ ɖ
न्यूज़ीलैंड	n j uː z iː l ɛː ɳ ɖ
न्यूज़ीलैण्ड	n j uː d͡ʒ iː l ɛː ɳ ɖ
न्यूज़ीलैण्ड	n j uː z iː l ɛː ɳ ɖ
न्यून	n j uː n
न्यूनतम	n j uː n t̪ ə m
न्यूयॉर्क	n j uː j ɔ ɾ k
न्योता	n j oː t̪ ɑː
प	p ə
पंक्चर	p ə ŋ k t͡ʃ ə ɾ
पंक्ति	p ə ŋ k t̪ iː
पंख	p ə ŋ kʰ
पंखा	p ə ŋ kʰ ɑː
पंखावाला	p ə ŋ kʰ ɑː ʋ ɑː l ɑː
पंखुड़ी	p ə kʰ ɽ iː
पंखुड़ी	p ə ŋ kʰ ɽ iː
पंखुड़ी	p ə ŋ kʰ ʊ ɽ iː
पंखुड़ी	p ə̃ kʰ ɽ iː
पंखो	p ə ŋ kʰ oː
पंगु	p ə ŋ ɡ uː
पंघट	p ə̃ ɡʱ ə ʈ
पंचशील	p ə n t͡ʃ ʃ iː l
पंचायत	p ə n t͡ʃ ɑː j ə t̪
पंचायती	p ə n t͡ʃ ɑː j ə t̪ iː
पंछियो	p ə n t͡ʃʰ ɪ j oː
पंछियों	p ə n t͡ʃʰ ɪ j õː
पंछी	p ə n t͡ʃʰ iː
पंजा	p ə n d͡ʒ ɑː
पंजाब	p ə n d͡ʒ ɑː b
पंजाबी	p ə n d͡ʒ ɑː b iː
पंजीकरण	p ə n d͡ʒ iː k ə ɾ ə ɳ
पंजीकृत	p ə n d͡ʒ iː k ɾ ɪ t̪
पंजे	p ə n d͡ʒ eː
पंजो	p ə n d͡ʒ oː
पंजों	p ə n d͡ʒ õː
पंडाल	p ə ɳ ɖ ɑː l
पंडिताई	p ə ɳ ɖ ɪ t̪ ɑː iː
पंडुक	p ə ɳ ɖ ʊ k
पंडुब्बा	p ə ɳ ɖ ʊ b b ɑː
पंद्रह	p ə n d̪ ɾ ə ɦ
पंसारी	p ə n s ɑː ɾ iː
पक	p ə k
पककर	p ə k k ə ɾ
पकके	p ə k k eː
पकड़	p ə k ə ɽ
पकड़कर	p ə k ə ɽ k ə ɾ
पकड़के	p ə k ə ɽ k eː
पकड़ता	p ə k ə ɽ t̪ ɑː
पकड़ती	p ə k ə ɽ t̪ iː
पकड़तीं	p ə k ə ɽ t̪ ĩː
पकड़ते	p ə k ə ɽ t̪ eː
पकड़ना	p ə k ə ɽ n ɑː
पकड़नी	p ə k ə ɽ n iː
पकड़नीं	p ə k ə ɽ n ĩː
पकड़ने	p ə k ə ɽ n eː
पकड़नेवाला	p ə k ə ɽ n eː ʋ ɑː l ɑː
पकड़नेवाली	p ə k ə ɽ n eː ʋ ɑː l iː
पकड़नेवालीं	p ə k ə ɽ n eː ʋ ɑː l ĩː
पकड़नेवाले	p ə k ə ɽ n eː ʋ ɑː l eː
पकड़वा	p ə k ə ɽ ʋ ɑː
पकड़वाइये	p ə k ə ɽ ʋ ɑː ɪ j eː
पकड़वाइयेगा	p ə k ə ɽ ʋ ɑː ɪ j eː ɡ ɑː
पकड़वाइयो	p ə k ə ɽ ʋ ɑː ɪ j oː
पकड़वाऊँ	p ə k ə ɽ ʋ ɑː ũː
पकड़वाऊँगा	p ə k ə ɽ ʋ ɑː uː ŋ ɡ ɑː
पकड़वाऊँगी	p ə k ə ɽ ʋ ɑː uː ŋ ɡ iː
पकड़वाओ	p ə k ə ɽ ʋ ɑː oː
पकड़वाओगी	p ə k ə ɽ ʋ ɑː oː ɡ iː
पकड़वाओगे	p ə k ə ɽ ʋ ɑː oː ɡ eː
पकड़वाकर	p ə k ə ɽ ʋ ɑː k ə ɾ
पकड़वाके	p ə k ə ɽ ʋ ɑː k eː
पकड़वाता	p ə k ə ɽ ʋ ɑː t̪ ɑː
पकड़वाती	p ə k ə ɽ ʋ ɑː t̪ iː
पकड़वातीं	p ə k ə ɽ ʋ ɑː t̪ ĩː
पकड़वाते	p ə k ə ɽ ʋ ɑː t̪ eː
पकड़वाना	p ə k ə ɽ ʋ ɑː n ɑː
पकड़वानी	p ə k ə ɽ ʋ ɑː n iː
पकड़वानीं	p ə k ə ɽ ʋ ɑː n ĩː
पकड़वाने	p ə k ə ɽ ʋ ɑː n eː
पकड़वानेवाला	p ə k ə ɽ ʋ ɑː n eː ʋ ɑː l ɑː
पकड़वानेवाली	p ə k ə ɽ ʋ ɑː n eː ʋ ɑː l iː
पकड़वानेवालीं	p ə k ə ɽ ʋ ɑː n eː ʋ ɑː l ĩː
पकड़वानेवाले	p ə k ə ɽ ʋ ɑː n eː ʋ ɑː l eː
पकड़वाया	p ə k ə ɽ ʋ ɑː j ɑː
पकड़वायी	p ə k ə ɽ ʋ ɑː j iː
पकड़वायीं	p ə k ə ɽ ʋ ɑː j ĩː
पकड़वाये	p ə k ə ɽ ʋ ɑː j eː
पकड़वायें	p ə k ə ɽ ʋ ɑː j ẽː
पकड़वायेंगी	p ə k ə ɽ ʋ ɑː j eː ŋ ɡ iː
पकड़वायेंगे	p ə k ə ɽ ʋ ɑː j eː ŋ ɡ eː
पकड़वायेगा	p ə k ə ɽ ʋ ɑː j eː ɡ ɑː
पकड़वायेगी	p ə k ə ɽ ʋ ɑː j eː ɡ iː
पकड़ा	p ə k ɽ ɑː
पकड़िये	p ə k ɽ ɪ j eː
पकड़ियेगा	p ə k ɽ ɪ j eː ɡ ɑː
पकड़ियो	p ə k ɽ ɪ j oː
पकड़ी	p ə k ɽ iː
पकड़ीं	p ə k ɽ ĩː
पकड़ूँ	p ə k ɽ ũː
पकड़ूँगा	p ə k ɽ uː ŋ ɡ ɑː
पकड़ूँगी	p ə k ɽ uː ŋ ɡ iː
पकड़े	p ə k ɽ eː
पकड़ें	p ə k ɽ ẽː
पकड़ेंगी	p ə k ɽ eː ŋ ɡ iː
पकड़ेंगे	p ə k ɽ eː ŋ ɡ eː
पकड़ेगा	p ə k ɽ eː ɡ ɑː
पकड़ेगी	p ə k ɽ eː ɡ iː
पकड़ो	p ə k ɽ oː
पकड़ोगी	p ə k ɽ oː ɡ iː
पकड़ोगे	p ə k ɽ oː ɡ eː
पकता	p ə k t̪ ɑː
पकती	p ə k t̪ iː
पकतीं	p ə k t̪ ĩː
पकते	p ə k t̪ eː
पकना	p ə k n ɑː
पकनी	p ə k n iː
पकनीं	p ə k n ĩː
पकने	p ə k n eː
पकनेवाला	p ə k n eː ʋ ɑː l ɑː
पकनेवाली	p ə k n eː ʋ ɑː l iː
पकनेवालीं	p ə k n eː ʋ ɑː l ĩː
पकनेवाले	p ə k n eː ʋ ɑː l eː
पकवा	p ə k ʋ ɑː
पकवाइये	p ə k ʋ ɑː ɪ j eː
पकवाइयेगा	p ə k ʋ ɑː ɪ j eː ɡ ɑː
पकवाइयो	p ə k ʋ ɑː ɪ j oː
पकवाऊँ	p ə k ʋ ɑː ũː
पकवाऊँगा	p ə k ʋ ɑː uː ŋ ɡ ɑː
पकवाऊँगी	p ə k ʋ ɑː uː ŋ ɡ iː
पकवाओ	p ə k ʋ ɑː oː
पकवाओगी	p ə k ʋ ɑː oː ɡ iː
पकवाओगे	p ə k ʋ ɑː oː ɡ eː
पकवाकर	p ə k ʋ ɑː k ə ɾ
पकवाके	p ə k ʋ ɑː k eː
पकवाता	p ə k ʋ ɑː t̪ ɑː
पकवाती	p ə k ʋ ɑː t̪ iː
पकवातीं	p ə k ʋ ɑː t̪ ĩː
पकवाते	p ə k ʋ ɑː t̪ eː
पकवान	p ə k ʋ ɑː n
पकवाना	p ə k ʋ ɑː n ɑː
पकवानी	p ə k ʋ ɑː n iː
पकवानीं	p ə k ʋ ɑː n ĩː
पकवाने	p ə k ʋ ɑː n eː
पकवानेवाला	p ə k ʋ ɑː n eː ʋ ɑː l ɑː
पकवानेवाली	p ə k ʋ ɑː n eː ʋ ɑː l iː
पकवानेवालीं	p ə k ʋ ɑː n eː ʋ ɑː l ĩː
पकवानेवाले	p ə k ʋ ɑː n eː ʋ ɑː l eː
पकवाया	p ə k ʋ ɑː j ɑː
पकवायी	p ə k ʋ ɑː j iː
पकवायीं	p ə k ʋ ɑː j ĩː
पकवाये	p ə k ʋ ɑː j eː
पकवायें	p ə k ʋ ɑː j ẽː
पकवायेंगी	p ə k ʋ ɑː j eː ŋ ɡ iː
पकवायेंगे	p ə k ʋ ɑː j eː ŋ ɡ eː
पकवायेगा	p ə k ʋ ɑː j eː ɡ ɑː
पकवायेगी	p ə k ʋ ɑː j eː ɡ iː
पका	p ə k ɑː
पकाइये	p ə k ɑː ɪ j eː
पकाइयेगा	p ə k ɑː ɪ j eː ɡ ɑː
पकाइयो	p ə k ɑː ɪ j oː
पकाऊँ	p ə k ɑː ũː
पकाऊँगा	p ə k ɑː uː ŋ ɡ ɑː
पकाऊँगी	p ə k ɑː uː ŋ ɡ iː
पकाओ	p ə k ɑː oː
पकाओगी	p ə k ɑː oː ɡ iː
पकाओगे	p ə k ɑː oː ɡ eː
पकाकर	p ə k ɑː k ə ɾ
पकाके	p ə k ɑː k eː
पकाता	p ə k ɑː t̪ ɑː
पकाती	p ə k ɑː t̪ iː
पकातीं	p ə k ɑː t̪ ĩː
पकाते	p ə k ɑː t̪ eː
पकाना	p ə k ɑː n ɑː
पकानी	p ə k ɑː n iː
पकानीं	p ə k ɑː n ĩː
पकाने	p ə k ɑː n eː
पकानेवाला	p ə k ɑː n eː ʋ ɑː l ɑː
पकानेवाली	p ə k ɑː n eː ʋ ɑː l iː
पकानेवालीं	p ə k ɑː n eː ʋ ɑː l ĩː
पकानेवाले	p ə k ɑː n eː ʋ ɑː l eː
पकाया	p ə k ɑː j ɑː
पकायी	p ə k ɑː j iː
पकायीं	p ə k ɑː j ĩː
पकाये	p ə k ɑː j eː
पकायें	p ə k ɑː j ẽː
पकायेंगी	p ə k ɑː j eː ŋ ɡ iː
पकायेंगे	p ə k ɑː j eː ŋ ɡ eː
पकायेगा	p ə k ɑː j eː ɡ ɑː
पकायेगी	p ə k ɑː j eː ɡ iː
पकिये	p ə k ɪ j eː
पकियेगा	p ə k ɪ j eː ɡ ɑː
पकियो	p ə k ɪ j oː
पकी	p ə k iː
पकीं	p ə k ĩː
पकूँ	p ə k ũː
पकूँगा	p ə k uː ŋ ɡ ɑː
पकूँगी	p ə k uː ŋ ɡ iː
पके	p ə k eː
पकें	p ə k ẽː
पकेंगी	p ə k eː ŋ ɡ iː
पकेंगे	p ə k eː ŋ ɡ eː
पकेगा	p ə k eː ɡ ɑː
पकेगी	p ə k eː ɡ iː
पको	p ə k oː
पकोगी	p ə k oː ɡ iː
पकोगे	p ə k oː ɡ eː
पकोड़ा	p ə k oː ɽ ɑː
पक्का	p ə k k ɑː
पक्की	p ə k k iː
पक्के	p ə k k eː
पक्ता	p ə k t̪ ɑː
पक्ति	p ə k t̪ iː
पक्व	p ə k ʋᵊ
पक्ष	p ə k ʂ
पक्षधर	p ə k ʂ d̪ʱ ə ɾ
पक्षपात	p ə k ʂ p ɑː t̪
पक्षपातपूर्ण	p ə k ʂ p ɑː t̪ p uː ɾ ɳ
पक्षियो	p ə k ʂ ɪ j oː
पक्षियों	p ə k ʂ ɪ j õː
पक्षी	p ə k ʂ iː
पक्षीविज्ञान	p ə k ʂ iː ʋ ɪ ɡ j ɑː n
पक्षो	p ə k ʂ oː
पक्षों	p ə k ʂ õː
पखवाड़ा	p ə kʰ ʋ ɑː ɽ ɑː
पखारना	p ə kʰ ɑː ɾ n ɑː
पखेरू	p ə kʰ eː ɾ uː
पगडंडी	p ə ɡ ɖ ə ɳ ɖ iː
पगड़ियाँ	p ə ɡ ɽ ɪ j ɑ̃ː
पगड़ियो	p ə ɡ ɽ ɪ j oː
पगड़ियों	p ə ɡ ɽ ɪ j õː
पगड़ी	p ə ɡ ɽ iː
पगला	p ə ɡ l ɑː
पगली	p ə ɡ l iː
पगोडा	p ə ɡ oː ɖ ɑː
पचड़ा	p ə t͡ʃ ɽ ɑː
पचड़े	p ə t͡ʃ ɽ eː
पचड़ो	p ə t͡ʃ ɽ oː
पचड़ों	p ə t͡ʃ ɽ õː
पचना	p ə t͡ʃ n ɑː
पचपन	p ə t͡ʃ p ə n
पचहत्तर	p ə t͡ʃʰ ə t̪ t̪ ə ɾ
पचानवे	p ə t͡ʃ ɑː n ʋ eː
पचाना	p ə t͡ʃ ɑː n ɑː
पचास	p ə t͡ʃ ɑː s
पचासी	p ə t͡ʃ ɑː s iː
पच्चीस	p ə t̪ t͡ʃ iː s
पच्चीस	p ə t̪ t͡ʃ ɪ s
पछताना	p ə t͡ʃʰ t̪ ɑː n ɑː
पछत्तर	p ə t͡ʃʰ ə t̪ t̪ ə ɾ
पछाँई	p ə t͡ʃʰ ɑ̃ː iː
पछाड़	p ə t͡ʃʰ ɑː ɽ
पछाड़कर	p ə t͡ʃʰ ɑː ɽ k ə ɾ
पछाड़के	p ə t͡ʃʰ ɑː ɽ k eː
पछाड़ता	p ə t͡ʃʰ ɑː ɽ t̪ ɑː
पछाड़ती	p ə t͡ʃʰ ɑː ɽ t̪ iː
पछाड़तीं	p ə t͡ʃʰ ɑː ɽ t̪ ĩː
पछाड़ते	p ə t͡ʃʰ ɑː ɽ t̪ eː
पछाड़ना	p ə t͡ʃʰ ɑː ɽ n ɑː
पछाड़ने	p ə t͡ʃʰ ɑː ɽ n eː
पछाड़नेवाला	p ə t͡ʃʰ ɑː ɽ n eː ʋ ɑː l ɑː
पछाड़नेवाली	p ə t͡ʃʰ ɑː ɽ n eː ʋ ɑː l iː
पछाड़नेवालीं	p ə t͡ʃʰ ɑː ɽ n eː ʋ ɑː l ĩː
पछाड़नेवाले	p ə t͡ʃʰ ɑː ɽ n eː ʋ ɑː l eː
पछाड़ा	p ə t͡ʃʰ ɑː ɽ ɑː
पछाड़ी	p ə t͡ʃʰ ɑː ɽ iː
पछाड़े	p ə t͡ʃʰ ɑː ɽ eː
पछाड़ें	p ə t͡ʃʰ ɑː ɽ ẽː
पछाड़ेंगी	p ə t͡ʃʰ ɑː ɽ eː ŋ ɡ iː
पछाड़ेंगे	p ə t͡ʃʰ ɑː ɽ eː ŋ ɡ eː
पछाड़ेगा	p ə t͡ʃʰ ɑː ɽ eː ɡ ɑː
पछाड़ेगी	p ə t͡ʃʰ ɑː ɽ eː ɡ iː
पछाड़ो	p ə t͡ʃʰ ɑː ɽ oː
पछाड़ोगी	p ə t͡ʃʰ ɑː ɽ oː ɡ iː
पछाड़ोगे	p ə t͡ʃʰ ɑː ɽ oː ɡ eː
पटक	p ə ʈ ə k
पटककर	p ə ʈ ə k k ə ɾ
पटकके	p ə ʈ ə k k eː
पटकता	p ə ʈ ə k t̪ ɑː
पटकती	p ə ʈ ə k t̪ iː
पटकतीं	p ə ʈ ə k t̪ ĩː
पटकते	p ə ʈ ə k t̪ eː
पटकना	p ə ʈ ə k n ɑː
पटकने	p ə ʈ ə k n eː
पटकनेवाला	p ə ʈ ə k n eː ʋ ɑː l ɑː
पटकनेवाली	p ə ʈ ə k n eː ʋ ɑː l iː
पटकनेवालीं	p ə ʈ ə k n eː ʋ ɑː l ĩː
पटकनेवाले	p ə ʈ ə k n eː ʋ ɑː l eː
पटका	p ə ʈ k ɑː
पटकिये	p ə ʈ k ɪ j eː
पटकियेगा	p ə ʈ k ɪ j eː ɡ ɑː
पटकियो	p ə ʈ k ɪ j oː
पटकी	p ə ʈ k iː
पटकीं	p ə ʈ k ĩː
पटकूँ	p ə ʈ k ũː
पटकूँगा	p ə ʈ k uː ŋ ɡ ɑː
पटकूँगी	p ə ʈ k uː ŋ ɡ iː
पटके	p ə ʈ k eː
पटकें	p ə ʈ k ẽː
पटकेंगी	p ə ʈ k eː ŋ ɡ iː
पटकेंगे	p ə ʈ k eː ŋ ɡ eː
पटकेगा	p ə ʈ k eː ɡ ɑː
पटकेगी	p ə ʈ k eː ɡ iː
पटको	p ə ʈ k oː
पटकोगी	p ə ʈ k oː ɡ iː
पटकोगे	p ə ʈ k oː ɡ eː
पटना	p ə ʈ n ɑː
पटरा	p ə ʈ ɾ ɑː
पटरानी	p ə ʈ ɾ ɑː n iː
पटरी	p ə ʈ ɾ iː
पटल	p ə ʈ ə l
पटवारियो	p ə ʈ ʋ ɑː ɾ ɪ j oː
पटवारियों	p ə ʈ ʋ ɑː ɾ ɪ j õː
पटवारी	p ə ʈ ʋ ɑː ɾ iː
पटाका	p ə ʈ ɑː k ɑː
पटाखा	p ə ʈ ɑː kʰ ɑː
पटाना	p ə ʈ ɑː n ɑː
पटेल	p ə ʈ eː l
पटोल	p ə ʈ oː l
पट्टा	p ə ʈ ʈ ɑː
पट्टिका	p ə ʈ ʈ ɪ k ɑː
पट्टी	p ə ʈ ʈ iː
पट्ठा	p ə ʈ ʈʰ ɑː
पट्ठे	p ə ʈ ʈʰ eː
पट्ठो	p ə ʈ ʈʰ oː
पट्ठों	p ə ʈ ʈʰ õː
पठान	p ə ʈʰ ɑː n
पठानकोट	p ə ʈʰ ɑː n k oː ʈ
पठार	p ə ʈʰ ɑː ɾ
पड़	p ə ɽ
पड़कर	p ə ɽ k ə ɾ
पड़के	p ə ɽ k eː
पड़ता	p ə ɽ t̪ ɑː
पड़ताल	p ə ɽ t̪ ɑː l
पड़ती	p ə ɽ t̪ iː
पड़तीं	p ə ɽ t̪ ĩː
पड़ते	p ə ɽ t̪ eː
पड़ना	p ə ɽ n ɑː
पड़नी	p ə ɽ n iː
पड़नीं	p ə ɽ n ĩː
पड़ने	p ə ɽ n eː
पड़नेवाला	p ə ɽ n eː ʋ ɑː l ɑː
पड़नेवाली	p ə ɽ n eː ʋ ɑː l iː
पड़नेवालीं	p ə ɽ n eː ʋ ɑː l ĩː
पड़नेवाले	p ə ɽ n eː ʋ ɑː l eː
पड़ा	p ə ɽ ɑː
पड़ाना	p ə ɽ ɑː n ɑː
पड़िए	p ə ɽ ɪ eː
पड़िएगा	p ə ɽ ɪ eː ɡ ɑː
पड़िये	p ə ɽ ɪ j eː
पड़ियेगा	p ə ɽ ɪ j eː ɡ ɑː
पड़ियो	p ə ɽ ɪ j oː
पड़ी	p ə ɽ iː
पड़ीं	p ə ɽ ĩː
पड़ूँ	p ə ɽ ũː
पड़ूँगा	p ə ɽ uː ŋ ɡ ɑː
पड़ूँगी	p ə ɽ uː ŋ ɡ iː
पड़े	p ə ɽ eː
पड़ें	p ə ɽ ẽː
पड़ेंगी	p ə ɽ eː ŋ ɡ iː
पड़ेंगे	p ə ɽ eː ŋ ɡ eː
पड़ेगा	p ə ɽ eː ɡ ɑː
पड़ेगी	p ə ɽ eː ɡ iː
पड़ो	p ə ɽ oː
पड़ोगी	p ə ɽ oː ɡ iː
पड़ोगे	p ə ɽ oː ɡ eː
पड़ोस	p ə ɽ oː s
पड़ोसिन	p ə ɽ oː s ɪ n
पड़ोसी	p ə ɽ oː s iː
पढ़	p ə ɽʱ
पढ़कर	p ə ɽʱ k ə ɾ
पढ़के	p ə ɽʱ k eː
पढ़ता	p ə ɽʱ t̪ ɑː
पढ़ती	p ə ɽʱ t̪ iː
पढ़तीं	p ə ɽʱ t̪ ĩː
पढ़ते	p ə ɽʱ t̪ eː
पढ़ना	p ə ɽʱ n ɑː
पढ़नी	p ə ɽʱ n iː
पढ़नीं	p ə ɽʱ n ĩː
पढ़ने	p ə ɽʱ n eː
पढ़नेवाला	p ə ɽʱ n eː ʋ ɑː l ɑː
पढ़नेवाली	p ə ɽʱ n eː ʋ ɑː l iː
पढ़नेवालीं	p ə ɽʱ n eː ʋ ɑː l ĩː
पढ़नेवाले	p ə ɽʱ n eː ʋ ɑː l eː
पढ़ा	p ə ɽʱ ɑː
पढ़ाइये	p ə ɽʱ ɑː ɪ j eː
पढ़ाइयेगा	p ə ɽʱ ɑː ɪ j eː ɡ ɑː
पढ़ाइयो	p ə ɽʱ ɑː ɪ j oː
पढ़ाई	p ə ɽʱ ɑː iː
पढ़ाऊँ	p ə ɽʱ ɑː ũː
पढ़ाऊँगा	p ə ɽʱ ɑː uː ŋ ɡ ɑː
पढ़ाऊँगी	p ə ɽʱ ɑː uː ŋ ɡ iː
पढ़ाओ	p ə ɽʱ ɑː oː
पढ़ाओगी	p ə ɽʱ ɑː oː ɡ iː
पढ़ाओगे	p ə ɽʱ ɑː oː ɡ eː
पढ़ाकर	p ə ɽʱ ɑː k ə ɾ
पढ़ाके	p ə ɽʱ ɑː k eː
पढ़ाता	p ə ɽʱ ɑː t̪ ɑː
पढ़ाती	p ə ɽʱ ɑː t̪ iː
पढ़ातीं	p ə ɽʱ ɑː t̪ ĩː
पढ़ाते	p ə ɽʱ ɑː t̪ eː
पढ़ाना	p ə ɽʱ ɑː n ɑː
पढ़ानी	p ə ɽʱ ɑː n iː
पढ़ानीं	p ə ɽʱ ɑː n ĩː
पढ़ाने	p ə ɽʱ ɑː n eː
पढ़ानेवाला	p ə ɽʱ ɑː n eː ʋ ɑː l ɑː
पढ़ानेवाली	p ə ɽʱ ɑː n eː ʋ ɑː l iː
पढ़ानेवालीं	p ə ɽʱ ɑː n eː ʋ ɑː l ĩː
पढ़ानेवाले	p ə ɽʱ ɑː n eː ʋ ɑː l eː
पढ़ाया	p ə ɽʱ ɑː j ɑː
पढ़ायी	p ə ɽʱ ɑː j iː
पढ़ायीं	p ə ɽʱ ɑː j ĩː
पढ़ाये	p ə ɽʱ ɑː j eː
पढ़ायें	p ə ɽʱ ɑː j ẽː
पढ़ायेंगी	p ə ɽʱ ɑː j eː ŋ ɡ iː
पढ़ायेंगे	p ə ɽʱ ɑː j eː ŋ ɡ eː
पढ़ायेगा	p ə ɽʱ ɑː j eː ɡ ɑː
पढ़ायेगी	p ə ɽʱ ɑː j eː ɡ iː
पढ़िये	p ə ɽʱ ɪ j eː
पढ़ियेगा	p ə ɽʱ ɪ j eː ɡ ɑː
पढ़ियो	p ə ɽʱ ɪ j oː
पढ़ी	p ə ɽʱ iː
पढ़ीं	p ə ɽʱ ĩː
पढ़ूँ	p ə ɽʱ ũː
पढ़ूँगा	p ə ɽʱ uː ŋ ɡ ɑː
पढ़ूँगी	p ə ɽʱ uː ŋ ɡ iː
पढ़े	p ə ɽʱ eː
पढ़ें	p ə ɽʱ ẽː
पढ़ेंगी	p ə ɽʱ eː ŋ ɡ iː
पढ़ेंगे	p ə ɽʱ eː ŋ ɡ eː
पढ़ेगा	p ə ɽʱ eː ɡ ɑː
पढ़ेगी	p ə ɽʱ eː ɡ iː
पढ़ो	p ə ɽʱ oː
पढ़ोगी	p ə ɽʱ oː ɡ iː
पढ़ोगे	p ə ɽʱ oː ɡ eː
पणजी	p ə ɳ d͡ʒ iː
पण्डा	p ə ɳ ɖ ɑː
पण्डित	p ə ɳ ɖ ɪ t̪
पण्य	p ə n jᵊ
पतंग	p ə t̪ ə ŋ ɡ
पतंगबाज़	p ə t̪ ə ŋ ɡ b ɑː d͡ʒ
पतंगबाज़	p ə t̪ ə ŋ ɡ b ɑː z
पतंगबाज़ी	p ə t̪ ə ŋ ɡ b ɑː d͡ʒ iː
पतंगबाज़ी	p ə t̪ ə ŋ ɡ b ɑː z iː
पतझड़	p ə t̪ d͡ʒʱ ə ɽ
पतला	p ə t̪ l ɑː
पतलू	p ə t̪ l uː
पतलून	p ə t̪ l uː n
पता	p ə t̪ ɑː
पताका	p ə t̪ ɑː k ɑː
पताकिनी	p ə t̪ ɑː k ɪ n iː
पताकी	p ə t̪ ɑː k iː
पति	p ə t̪ iː
पतित्व	p ə t̪ ɪ t̪ ʋᵊ
पतियो	p ə t̪ ɪ j oː
पतियों	p ə t̪ ɪ j õː
पतीला	p ə t̪ iː l ɑː
पते	p ə t̪ eː
पतो	p ə t̪ oː
पतों	p ə t̪ õː
पत्ता	p ə t̪ t̪ ɑː
पत्तियाँ	p ə t̪ t̪ ɪ j ɑ̃ː
पत्तियो	p ə t̪ t̪ ɪ j oː
पत्तियों	p ə t̪ t̪ ɪ j õː
पत्ती	p ə t̪ t̪ iː
पत्तीदार	p ə t̪ t̪ iː d̪ ɑː ɾ
पत्तो	p ə t̪ t̪ oː
पत्तों	p ə t̪ t̪ õː
पत्थर	p ə t̪ t̪ʰ ə ɾ
पत्थरबाज़	p ə t̪ t̪ʰ ə ɾ b ɑː d͡ʒ
पत्थरबाज़	p ə t̪ t̪ʰ ə ɾ b ɑː z
पत्थरबाज़ी	p ə t̪ t̪ʰ ə ɾ b ɑː d͡ʒ iː
पत्थरबाज़ी	p ə t̪ t̪ʰ ə ɾ b ɑː z iː
पत्नियाँ	p ə t̪ n ɪ j ɑ̃ː
पत्नियो	p ə t̪ n ɪ j oː
पत्नियों	p ə t̪ n ɪ j õː
पत्नी	p ə t̪ n iː
पत्र	p ə t̪ ɾᵊ
पत्रकार	p ə t̪ ɾ ə k ɑː ɾ
पत्रकारो	p ə t̪ ɾ ə k ɑː ɾ oː
पत्रकारों	p ə t̪ ɾ ə k ɑː ɾ õː
पत्रवाहक	p ə t̪ ɾ ə ʋ ɑː ɦ ə k
पत्रिका	p ə t̪ ɾ ɪ k ɑː
पत्रो	p ə t̪ ɾ oː
पत्रों	p ə t̪ ɾ õː
पथ	p ə t̪ʰ
पथरीला	p ə t̪ʰ ɾ iː l ɑː
पथरीली	p ə t̪ʰ ɾ iː l iː
पद	p ə d̪
पदक	p ə d̪ ə k
पदत्याग	p ə d̪ t̪ j ɑː ɡ
पदयात्रा	p ə d̪ j ɑː t̪ ɾ ɑː
पदवी	p ə d̪ ʋ iː
पदाधिकारी	p ə d̪ ɑː d̪ʱ ɪ k ɑː ɾ iː
पदार्थो	p ə d̪ ɑː ɾ t̪ʰ oː
पदार्थों	p ə d̪ ɑː ɾ t̪ʰ õː
पदोन्नत	p ə d̪ oː n n ə t̪
पदोन्नति	p ə d̪ oː n n ə t̪ iː
पद्धति	p ə d̪ d̪ʱ ə t̪ iː
पद्म	p ə d̪ mᵊ
पद्मावत	p ə d̪ m ɑː ʋ ə t̪
पधारना	p ə d̪ʱ ɑː ɾ n ɑː
पनडुब्बा	p ə n ɖ ʊ b b ɑː
