bbr	b ɛ b ɛ r
qꜣr	k ɑ r
qꜣs	k ɑ s
qꜣw	k ɑ uː
qꜣḏꜣr	k ɑ d͡ʒ ɑ r
qꜣꜣ	k ɑ ʔ ɑ
qꜣꜥ	k ɑ ʔ ɑː
qꜥḥ	k ɑː h
r	j i ɾ
r	j i ʔ
r	ɛ r
r	ɝ
r	ɾ a ʀ
r	ɾ a ʔ
r	ɾ aː w ə
r	ɾ aː ʀ a w
r	ɾ oː w
r	ʔ ə
rbw	r ɛ b uː
rd	r ɛ d
rd	ɾ a tʼ w a w
rd	ɾ a tʼ w ə
rd	ɾ a tʼ ə
rd	ɾ aː tʼ u w
rd	ɾ aː tʼ ə
rd	ɾ e tʼ
rd	ɾ i tʼ
rd	ɾ oː tʼ
rhn	r ɛ h ɛ n
rhn	ɾ aː h a n
rhn	ɾ aː h ə n
rhn	ɾ e h n a
rhn	ɾ e h n ə
rhn	ɾ i h n i t
rhn	ɾ i h n i ʔ
rhn	ɾ oː h ə n
rk	r ɛ k
rkjšꜣ	r ɛ k i ʃ ɑ
rkḥ	r ɛ k ɛ h
rkḥ	ɾ aː k a ħ
rkḥ	ɾ aː k ə ħ
rkḥ	ɾ oː k ə ħ
rm	r ɛ m
rmj	r ɛ m i
rmj	ɾ iː m a
rmj	ɾ iː m i t
rmj	ɾ iː m i ʔ
rmj	ɾ iː m ə
rmn	r ɛ m ɛ n
rmnj	r ɛ m n i
rmnn	r ɛ m n ɛ n
rmrm	r ɛ m r ɛ m
rmrmt	r ɛ m r ɛ m ɛ t
rmyt	r a m iː j V ʔ
rmyt	r ə m eː ʔ
rmyt	r ə m eː ʔ ə
rmyt	r ɛ m iː t
rmṯ	r ɛ m ɛ t͡ʃ
rmṯ	ɾ aː m a
rmṯ	ɾ aː m a c
rmṯ	ɾ aː m a ʔ
rmṯ	ɾ oː m ə
rmṯt	r ɛ m ɛ t͡ʃ ɛ t
rn	r ɛ n
rn	ɾ e n
rn	ɾ i n
rnn	r ɛ n ɛ n
rnp	r ɛ n ɛ p
rnpj	r ɛ n ɛ p i
rnpj	ɾ e n p a
rnpj	ɾ e n p ə
rnpj	ɾ i n p i t
rnpj	ɾ i n p i ʔ
rnpt	r ɛ n p ɛ t
rnpt	ɾ a n p a
rnpt	ɾ a n p a t
rnpt	ɾ a n p a w w a t
rnpt	ɾ a n p a w w a ʔ
rnpt	ɾ a n p a ʔ
rnpt	ɾ a n p ə
rnpt	ɾ ə n p a w w a
rnpt	ɾ ə n p a w w ə
rnpwt	r ɛ n p uː t
rnpwt	ɾ i n p iː w a t
rqj	r ɛ k i
rqj	ɾ iː qʼ a
rqj	ɾ iː qʼ i t
rqj	ɾ iː qʼ i ʔ
rqj	ɾ iː qʼ ə
rrj	r ɛ r i
rrj	ɾ iː ɾ
rrj	ɾ iː ɾ i j
rrj	ɾ iː ɾ ə
rs	r ɛ s
rsj	r ɛ s i
rsj	ɾ uː s V j
rsj	ɾ uː s ə
rsj	ɾ øː s
rsw	r ɛ s uː
rswt	r ɛ s uː t
rtḥ	r ɛ t ɛ h
rtḥtj	r ɛ t h ɛ t i
rw	r uː
rwd	r uː d
rwj	r uː i
rwt	r uː t
rwḏ	r uː d͡ʒ
rwḏt	r uː d͡ʒ ɛ t
rwḏt	ɾ a w cʼ i t
rwḏt	ɾ a w tʼ a
rwḏt	ɾ a w tʼ i ʔ
rwḏt	ɾ a w tʼ ə
rš	r ɛ ʃ
ršrš	r ɛ ʃ r ɛ ʃ
ršw	r ɛ ʃ uː
ršwt	r ɛ ʃ uː t
ršwt	ɾ e ʃ a
ršwt	ɾ e ʃ ə
ršwt	ɾ i ʃ w V t
ršwt	ɾ i ʃ w V ʔ
rḏj	r ɛ d͡ʒ i
rḏj	tʼ iː ʔ
rḏj	ɾ V cʼ iː j i t
rḏj	ɾ V tʼ iː j i ʔ
rḏj	ɾ ə tʼ iː ʔ ə
rḏw	r ɛ d͡ʒ uː
rḥw	r ɛ h uː
rḥwj	r ɛ h uː i
rḫ	r ɛ x
rḫs	r ɛ x ɛ s
rḫyt	l V χ iː j a ʔ
rḫyt	l V χ iː w a t
rḫyt	l ə χ eː ʔ
rḫyt	l ə χ eː ʔ ə
rḫyt	r ɛ x iː t
rṯnw	r ɛ t͡ʃ ɛ n uː
rꜣ	r ɑ
rꜥ	r ɑː
rꜥ	ɾ eː ʕ
rꜥ	ɾ eː ʕ ə
rꜥ	ɾ iː ʕ u w
s	s ɛ
sbj	s ɛ b i
sbjw	s ɛ b i uː
sbk	s ɛ b ɛ k
sbn	s ɛ b ɛ n
sbnw	s ɛ b ɛ n uː
sbq	s ɛ b ɛ k
sbtj	s ɛ b t i
sbḥ	s ɛ b ɛ h
sbḫt	s ɛ b x ɛ t
sbꜣ	s a b a ʀ
sbꜣ	s a b i ʀ
sbꜣ	s iː b a ʀ
sbꜣ	s iː b ə
sbꜣ	s iː β
sbꜣ	s ə b a ʔ
sbꜣ	s ə b e ʔ
sbꜣ	s ə β a ʔ
sbꜣ	s ə β e ʔ
sbꜣ	s ɛ b ɑ
sbꜣgj	s ɛ b ɑ ɡ i
sbꜣqj	s ɛ b ɑ k i
sbꜣtj	s ɛ b ɑ t i
sbꜣw	s ɛ b ɑ uː
sbꜣyt	s a b ʀ aː j a ʔ
sbꜣyt	s ə b aː ʔ ə
sbꜣyt	s ə β oː ʔ
sbꜣyt	s ɛ b ɑ iː t
sd	s aː tʼ
sd	s e tʼ
sd	s i tʼ
sd	s oː tʼ
sd	s ɛ d
sdb	s ɛ d ɛ b
sdgꜣ	s ɛ d ɡ ɑ
sdm	s ɛ d ɛ m
sdmj	s ɛ d ɛ m i
sdwḫ	s ɛ d uː x
sdyt	s ɛ d iː t
sdꜣ	s ɛ d ɑ
sf	s e f
sf	s i f
sf	s ɛ f
sfkk	s ɛ f ɛ k ɛ k
sfsf	s ɛ f s ɛ f
sfḫ	s ɛ f ɛ x
sfḫjw	s a f χ i j j a w
sfḫjw	s ɛ f x i uː
sfḫnw	s ɛ f ɛ x n uː
sfḫw	s a f χ a w
sfḫw	s a f χ ə
sfḫw	s a χ f
sfḫw	s ɛ f ɛ x uː
sfḫḫ	s ɛ f ɛ x ɛ x
sfṯ	s ɛ f ɛ t͡ʃ
sgnn	s a kʼ n a n
sgnn	s a kʼ n ə n
sgnn	s ɛ ɡ ɛ n ɛ n
sgr	s ɛ ɡ ɛ r
shꜣj	s ɛ h ɑ i
sj	s i
sj	s i j
sjdj	s ɛ i d i
sjhm	s ɛ i h ɛ m
sjm	s i m
sjn	s i n
sjnj	s i n i
sjnw	s i n uː
sjp	s i p
sjsjw	s a ɾ s i j j a w
sjsjw	s i s i uː
sjsnw	s i s n uː
sjsw	i
sjsw	s a j s a w
sjsw	s a ɾ s a w
sjsw	s i s uː
sjsw	ʔ ə s s a w
sjzj	s ɛ i z i
sjꜣ	s aː j a ʀ
sjꜣ	s aː ʔ ə
sjꜣ	s i ɑ
sjꜣ	s oː ʔ
sjꜣt	s ɛ i ɑ t
sjꜥr	s i ɑː r
sk	s ɛ k
skj	s ɛ k i
skm	s ɛ k ɛ m
skn	s ɛ k ɛ n
sksj	s ɛ k s i
sksk	s ɛ k s ɛ k
skt	s ɛ k ɛ t
skꜣ	s ɛ k ɑ
sm	s ɛ m
smdt	s ɛ m d ɛ t
smj	s ɛ m i
smn	s i m iː n i t
smn	s i m iː n i ʔ
smn	s ə m iː n a
smn	s ə m iː n ə
smn	s ɛ m ɛ n
smnmn	s ɛ m ɛ n m ɛ n
smnḫ	s ɛ m ɛ n ɛ x
smr	s ɛ m ɛ r
smsj	s ɛ m ɛ s i
smsm	s ɛ m s ɛ m
smsw	s ɛ m ɛ s uː
smt	s ɛ m ɛ t
smw	s iː m
smw	s iː m V w
smw	s iː m ə
smw	s ɛ m uː
smwn	s ɛ m uː n
smḥ	s ɛ m ɛ h
smḥj	s ɛ m h i
smḫ	s ɛ m ɛ x
smꜣ	s ɛ m ɑ
smꜣwj	s ɛ m ɑ uː i
sn	s a n
sn	s a n uː w a w
sn	s ə n eː w
sn	s ə n uː w ə
sn	s ɛ n
snb	s ɛ n ɛ b
snbb	s ɛ n b ɛ b
snbj	s ɛ n b i
snd	s ɛ n ɛ d
snfj	s ɛ n ɛ f i
snfr	s ɛ n ɛ f ɛ r
snj	s ɛ n i
snm	s ɛ n ɛ m
snmyt	s ɛ n m iː t
snnw	s ɛ n ɛ n uː
snq	s aː n a qʼ
snq	s aː n ə qʼ
snq	s oː n ə qʼ
snq	s ɛ n ɛ k
snsn	s a n s a n
snsn	s a n s ə n
snsn	s ɛ n s ɛ n
snt	s aː n a
snt	s aː n a t
snt	s aː n a ʔ
snt	s oː n ə
snt	s ɛ n ɛ t
snwj	s i n u w w a j
snwj	s ə n u w w ə
snwj	s ə n ø w w
snwj	s ɛ n uː i
snwtt	s ɛ n uː t ɛ t
snwḫ	s ɛ n uː x
snšmšm	s ɛ n ɛ ʃ ɛ m ʃ ɛ m
snḏ	s i n i cʼ
snḏ	s i n i tʼ
snḏ	s ə n e tʼ
snḏ	s ɛ n ɛ d͡ʒ
snḏm	s ɛ n ɛ d͡ʒ ɛ m
snḏw	s ɛ n ɛ d͡ʒ uː
snḥ	s aː n a ħ
snḥ	s aː n ə ħ
snḥ	s oː n ə ħ
snḥ	s ɛ n ɛ h
snḫbḫb	s ɛ n ɛ x ɛ b x ɛ b
snḫn	s ɛ n ɛ x ɛ n
snṯ	s ɛ n ɛ t͡ʃ
snṯr	s a n c a ɾ
snṯr	s a n t a
snṯr	s a n t a ʔ
snṯr	s a n t ə
snṯr	s ɛ n ɛ t͡ʃ ɛ r
spd	s ɛ p ɛ d
spdt	s a p tʼ a
spdt	s a p tʼ a t
spdt	s a p tʼ a ʔ
spdt	s a p tʼ ə
spdt	s o p d ɛ t
spdt	s ɛ p d ɛ t
spdt	s ɛ p ɛ d ɛ t
spdw	s ɛ p d uː
spdḏ	s a p tʼ a
spdḏ	s a p tʼ a cʼ
spdḏ	s a p tʼ a ʔ
spdḏ	s a p tʼ ə
spdḏ	s ɛ p d ɛ d͡ʒ
spdḏ	t
spdḏ	t ’
spdḏ	ʔ
spj	s ɛ p i
spr	s ɛ p ɛ r
sprw	s ɛ p ɛ r uː
spt	s aː p a
spt	s aː p a t
spt	s aː p a ʔ
spt	s oː p ə
spt	s ɛ p ɛ t
spḥ	s ɛ p ɛ h
spꜣt	s ɛ p ɑ t
sqbb	s ɛ k ɛ b ɛ b
sqbbwj	s ɛ k ɛ b ɛ b uː i
sqbḥ	s ɛ k ɛ b ɛ h
sqd	s ɛ k ɛ d
sqdj	s ɛ k ɛ d i
sqr	s ɛ k ɛ r
sqꜣj	s ɛ k ɑ i
sr	s ɛ r
srd	s ɛ r ɛ d
srf	s ɛ r ɛ f
srmj	s ɛ r ɛ m i
srt	s ɛ r ɛ t
srw	s ɛ r uː
srwj	s ɛ r uː i
srwḏ	s ɛ r uː d͡ʒ
srwḫ	s ɛ r uː x
srḫ	s ɛ r ɛ x
ssf	s ɛ s ɛ f
ssm	s ɛ s ɛ m
ssmt	s ɛ s ɛ m ɛ t
ssn	s ɛ s ɛ n
sspd	s ɛ s ɛ p ɛ d
ssḫ	s ɛ s ɛ x
ssꜣj	s ɛ s ɑ i
st	s ɛ t
stj	s ɛ t i
stp	s a t p a w
stp	s aː t a p
stp	s aː t ə p
stp	s oː t ə p
stp	s ɛ t ɛ p
stpt	s ɛ t ɛ p ɛ t
stt	s ɛ t ɛ t
stwt	s ɛ t uː t
stš	s ɛ t ɛ ʃ
stẖ	s eː t ə χ
stẖ	s uː t V ç
stẖ	s uː t ə χ
stẖ	s ɛ t ɛ ç
stẖ	ç
stẖ	χ
stẖj	s ɛ t ç i
stꜣ	s ɛ t ɑ
sw	s u
sw	s u w
sw	s uː
swdfj	s ɛ w ɛ d ɛ f i
swn	s uː n
swn	s ɛ w ɛ n
swnt	s uː n ɛ t
swnw	s uː n uː
swrd	s ɛ w ɛ r ɛ d
swsḫ	s ɛ w ɛ s ɛ x
swt	s uː t
swḏ	s ɛ w ɛ d͡ʒ
swḏꜣ	s ɛ w ɛ d͡ʒ ɑ
swḥt	s a w ħ V t
swḥt	s a w ħ V ʔ
swḥt	s a w ħ a
swḥt	s a w ħ ə
swḥt	s uː h ɛ t
swḫ	s uː x
swḫꜣ	s uː x ɑ
swꜣj	s e ʔ j a
swꜣj	s e ʔ j ə
swꜣj	s i w ʀ i t
swꜣj	s i w ʀ i ʔ
swꜣj	s uː ɑ i
swꜣḏ	s ɛ w ɑ d͡ʒ
swꜥb	s ɛ w ɑː b
szf	s ɛ z ɛ f
sš	s ɛ ʃ
sšd	s ɛ ʃ ɛ d
sšm	s ɛ ʃ ɛ m
sšmj	s ɛ ʃ ɛ m i
sšmm	s ɛ ʃ ɛ m ɛ m
sšmw	s ɛ ʃ m uː
sšp	s ɛ ʃ ɛ p
sšpt	s a ʃ aː p a t
sšpt	s ɛ ʃ p ɛ t
sšpt	ʃ aː p a
sšpt	ʃ aː p a ʔ
sšpt	ʃ oː p ə
sšr	s ɛ ʃ ɛ r
sšrw	s ɛ ʃ r uː
sštꜣ	s ɛ ʃ t ɑ
sšwj	s ɛ ʃ uː i
sḏ	s ɛ d͡ʒ
sḏb	s ɛ d͡ʒ ɛ b
sḏd	s e t͡ʃʼ a
sḏd	s e t͡ʃʼ ə
sḏd	s i cʼ tʼ i t
sḏd	s i t͡ʃ ʔʼ i ʔ
sḏd	s ɛ d͡ʒ ɛ d
sḏd	tʼ
sḏd	ʔ
sḏfꜣ	s e tʼ f
sḏfꜣ	s e tʼ f ə
sḏfꜣ	s i cʼ f i ʀ
sḏfꜣ	s i tʼ f i ʀ
sḏfꜣ	s ɛ d͡ʒ ɛ f ɑ
sḏm	s a cʼ i m n a
sḏm	s a cʼ m a
sḏm	s a cʼ m i w
sḏm	s aː cʼ a m
sḏm	s aː cʼ i m
sḏm	s aː tʼ a m
sḏm	s aː tʼ ə m
sḏm	s oː tʼ ə m
sḏm	s ɛ d͡ʒ ɛ m
sḏmw	s ɛ d͡ʒ ɛ m uː
sḏr	s ɛ d͡ʒ ɛ r
sḏrt	s ɛ d͡ʒ r ɛ t
sḏt	s ɛ d͡ʒ ɛ t
sḏwj	s ɛ d͡ʒ uː i
sḏꜣ	s ɛ d͡ʒ ɑ
sḥd	s ɛ h ɛ d
sḥmyt	s ɛ h m iː t
sḥqr	s ɛ h ɛ k ɛ r
sḥqꜣ	s ɛ h ɛ k ɑ
sḥrj	s ɛ h ɛ r i
sḥtm	s ɛ h ɛ t ɛ m
sḥtp	s ɛ h ɛ t ɛ p
sḥḏ	s ɛ h ɛ d͡ʒ
sḥḏw	s e ħ tʼ
sḥḏw	s e ħ tʼ ə
sḥḏw	s i ħ cʼ V w
sḥḏw	s i ħ tʼ V w
sḥḏw	s ɛ h d͡ʒ uː
sḥꜣbj	s ɛ h ɑ b i
sḥꜣj	s ɛ h ɑ i
sḫd	s ɛ x ɛ d
sḫdḫd	s ɛ x ɛ d x ɛ d
sḫm	s aː χ a m
sḫm	s aː χ ə m
sḫm	s oː χ ə m
sḫm	s ɛ x ɛ m
sḫmt	s a χ m a
sḫmt	s a χ m a t
sḫmt	s a χ m a ʔ
sḫmt	s a χ m ə
sḫmt	s ɛ x m ɛ t
sḫn	s ɛ x ɛ n
sḫntj	s ɛ x ɛ n ɛ t i
sḫpj	s ɛ x ɛ p i
sḫpr	s ɛ x ɛ p ɛ r
sḫr	s ɛ x ɛ r
sḫry	s ɛ x r iː
sḫt	s aː χ a
sḫt	s aː χ a t
sḫt	s aː χ a ʔ
sḫt	s oː χ ə
sḫt	s ɛ x ɛ t
sḫtj	s e χ t
sḫtj	s e χ t ə
sḫtj	s i χ t V j
sḫtj	s ɛ x t i
sḫw	s ɛ x uː
sḫꜣj	s e χ j a
sḫꜣj	s e χ j ə
sḫꜣj	s i χ ʀ i t
sḫꜣj	s i χ ʀ i ʔ
sḫꜣj	s ɛ x ɑ i
sḫꜣw	s ɛ x ɑ uː
sḫꜥj	s ɛ x ɑː i
sṯ	s ɛ t͡ʃ
sṯjt	s ɛ t͡ʃ i t
sṯnj	s ɛ t͡ʃ ɛ n i
sṯt	s ɛ t͡ʃ ɛ t
sṯzj	s ɛ t͡ʃ ɛ z i
sṯzw	s ɛ t͡ʃ ɛ z uː
sṯꜣ	s aː c a ʀ
sṯꜣ	s aː t a ʀ
sṯꜣ	s aː t ə
sṯꜣ	s oː t ə
sṯꜣ	s ɛ t͡ʃ ɑ
sṯꜣt	s ɛ t͡ʃ ɑ t
sẖkr	s ɛ ç k ɛ r
sẖr	s ɛ ç ɛ r
sẖt	s ɛ ç ɛ t
sꜣ	s ɑ
sꜣbt	s ɑ b ɛ t
sꜣdjꜥmj	s ɑ d i ɑː m i
sꜣg	s ɑ ɡ
sꜣgꜣ	s a kʼ
sꜣgꜣ	s ɛ ɡ
sꜣj	s iː ʀ i t
sꜣj	s iː ʀ i ʔ
sꜣj	s iː ʔ a
sꜣj	s iː ʔ ə
sꜣj	s ɑ i
sꜣkꜣmꜣ	s ɑ k ɑ m ɑ
sꜣngꜣr	s ɑ n ɡ ɑ r
sꜣq	s aː ʀ a qʼ
sꜣq	s aː ʔ ə qʼ
sꜣq	s oː ʔ ə qʼ
sꜣq	s ɑ k
sꜣrꜣqw	s ɑ r ɑ k uː
sꜣsꜣ	s ɑ s ɑ
sꜣwkꜣ	s ɑ uː k ɑ
sꜣḥ	s ɑ h
sꜣḫ	s ɛ ɑ x
sꜣḫꜣḫ	s ɛ ɑ x ɑ x
sꜣꜣ	s ɑ ʔ ɑ
sꜥb	s ɑː b
sꜥnj	s ɛ ɑː n i
sꜥnḫ	s a ʕ n a χ
sꜥnḫ	s a ʕ n ə χ
sꜥnḫ	s ɛ ɑː n x
sꜥq	s ɛ ɑː k
sꜥr	s ɛ ɑː r
sꜥsꜥ	s ɑː s ɑː
sꜥšꜣ	s ɛ ɑː ʃ ɑ
sꜥḥ	s ɑː h
sꜥḥꜥ	s ɛ ɑː h ɑː
sꜥꜣj	s ɛ ɑː ʔ ɑ i
t	t ɛ
tf	t e f
tf	t i f
tf	t ɛ f
tfn	t ɛ f ɛ n
tfnt	t ɛ f n ɛ t
tfnwt	t V f uː n V t
tfnwt	t V f uː n V ʔ
tfnwt	t ə f eː n ə
tfnwt	t ə f uː n a
tfnwt	t ɛ f n uː t
tfꜣ	t ɛ f ɑ
thj	t ɛ h i
thm	t ɛ h ɛ m
thw	t ɛ h uː
tj	t i
tjkrṯ	t i k r ɛ t͡ʃ
tjmsqw	t i m ɛ s k uː
tjsw	t i s uː
tjt	t i t
tjtj	t i t i
tjw	t i uː
tjꜥꜣ	t i ɑː ʔ ɑ
tkk	t ɛ k ɛ k
tkn	t ɛ k ɛ n
tkꜣ	t aː k a ʀ
tkꜣ	t aː k ə
tkꜣ	t oː k
tkꜣ	t ɛ k ɑ
tkꜣw	t i k ʀ i w
tkꜣw	t iː k
tkꜣw	t iː k ə
tkꜣw	t ɛ k ɑ uː
tm	j a t aː m u w
tm	t ɛ m
tm	ʔ a t aː m ə
tm	ʔ a t oː m
tmm	t ɛ m ɛ m
tmt	t ɛ m ɛ t
tmꜣ	t ɛ m ɑ
tn	t ɛ n
tnj	t ɛ n i
tnm	t ɛ n ɛ m
tnmw	t ɛ n ɛ m uː
tnw	t ɛ n uː
tnṯ	t ɛ n ɛ t͡ʃ
tp	t a p
tp	t ɛ p
tpj	t a p i j
tpj	t ə p e j
tpj	t ɛ p i
tpr	t ɛ p ɛ r
tpt	t ɛ p ɛ t
tr	t ɛ r
ttj	t a t i j
ttj	t ɛ t i
tw	t uː
twjꜣr	t uː i ɑ r
twn	t uː n
twr	t uː r
twt	t a w aː t i j
twt	t uː t
twt	t ə w aː t ə
twt	t ə w oː t
twy	t uː iː
twꜣ	t uː ɑ
twꜣwt	t uː ɑ uː t
tybꜣrys	t iː b ɑ r iː s
tyts	t iː t ɛ s
tšꜣ	t aː ʃ a ʀ
tšꜣ	t aː ʃ ə
tšꜣ	t oː ʃ
tšꜣ	t ɛ ʃ ɑ
tḫj	t iː χ a
tḫj	t iː χ i t
tḫj	t iː χ i ʔ
tḫj	t iː χ ə
tḫj	t ɛ x i
tḫn	t ɛ x ɛ n
tḫw	t ɛ x uː
tꜣ	t a ʀ
tꜣ	t a ʔ
tꜣ	t i ʀ
tꜣ	t ɑ
tꜣ	t ə
tꜣhꜣrqꜣ	t ɑ h ɑ r k ɑ
tꜣj	t ɑ i
tꜣw	t ɑ uː
tꜣwj	t a ʀ w V j
tꜣwj	t aː w ə
tꜣwj	t oː w
tꜣwj	t ɑ uː i
tꜣy	t ɑ iː
tꜣš	t a ʀ a ʃ
tꜣš	t ɑ ʃ
tꜣš	t ə ʔ a ʃ
w	uː
wbd	w ɛ b ɛ d
wbn	w ɛ b ɛ n
wbnt	w ɛ b n ɛ t
wbnw	w ɛ b ɛ n uː
wbḫ	w a b a χ
wbḫ	w ə b a χ
wbḫ	w ə β a χ
wbḫ	w ɛ b ɛ x
wbḫt	w ɛ b x ɛ t
wbꜣ	w ɛ b ɑ
wbꜣyt	w ɛ b ɑ iː t
wdfj	w e tʼ f a
wdfj	w e tʼ f ə
wdfj	w i tʼ f i t
wdfj	w i tʼ f i ʔ
wdfj	w ɛ d ɛ f i
wdj	w ɛ d i
wdn	w ɛ d ɛ n
wdpw	w ɛ d p uː
wdḥw	w ɛ d ɛ h uː
wfj	w ɛ f i
wfꜣ	w a f
wfꜣ	w a f ə
wfꜣ	w a f ʀ u w
wfꜣ	w aː f a ʀ
wfꜣ	w aː f ə
wfꜣ	w oː f
wfꜣ	w ɛ f ɑ
wgg	w ɛ ɡ ɛ ɡ
whj	w ɛ h i
wj	w i
wjn	w i n
wjꜣ	w i ɑ
wmt	w ɛ m ɛ t
wmwt	w ɛ m uː t
wn	w a n
wn	w aː n
wn	w oː n
wn	w ɛ n
wnb	w ɛ n ɛ b
wngbw	w ɛ n ɛ ɡ b uː
wnj	w iː n a
wnj	w iː n i t
wnj	w iː n i ʔ
wnj	w iː n ə
wnj	w ɛ n i
wnjs	w a n j a s
wnjs	w ɛ n i s
wnm	w aː n a m
wnm	w aː n ə m
wnm	w oː n ə m
wnm	w ɛ n ɛ m
wnmj	w ɛ n m i
wnmt	w ɛ n m ɛ t
wnmw	w ɛ n ɛ m uː
wnn	w a n a n
wnn	w ə n a n
wnn	w ɛ n ɛ n
wnnt	w ɛ n ɛ n ɛ t
wnt	w ɛ n ɛ t
wnwn	w ɛ n uː n
wnwt	w V n aː j a ʔ
wnwt	w V n aː w a t
wnwt	w ə n aː ʔ ə
wnwt	w ə n oː ʔ
wnwt	w ɛ n uː t
wnḏw	w ɛ n d͡ʒ uː
wnḏwt	w ɛ n ɛ d͡ʒ uː t
wnḫwj	w ɛ n ɛ x uː i
wpj	w ɛ p i
wprt	w ɛ p r ɛ t
wps	w ɛ p ɛ s
wpt	w ɛ p ɛ t
wpw	w ɛ p uː
wpwt	w a p w a
wpwt	w a p w u t
wpwt	w a p w u ʔ
wpwt	w a p w ə
wpwt	w ɛ p uː t
wpwtj	w a p w u t j V w
wpwtj	w a p w uː t i j
wpwtj	w ə p w eː t
wpwtj	w ə p w u t j ə
wpwtj	w ə p w uː t ə
wpwtj	w ə p w ø t i
wpwtj	w ɛ p uː t i
wr	w eː ɾ
wr	w uː ɾ V j
wr	w uː ɾ ə
wr	w ɛ r
wrm	w V ɾ a m
wrm	w V ɾ aː m
wrm	w ə ɾ a m
wrm	w ə ɾ aː m
wrm	w ə ɾ oː m
wrm	w ɛ r ɛ m
wrmt	w ɛ r m ɛ t
wrr	w a ɾ a ɾ
wrr	w a ɾ a ʔ
wrr	w ə ɾ a ʔ
wrr	w ɛ r ɛ r
wrrt	w V ɾ i ɾ j V t
wrrt	w V ɾ i ʔ j V ʔ
wrrt	w ə ɾ e ʔ j a
wrrt	w ə ɾ e ʔ j ə
wrrt	w ɛ r ɛ r ɛ t
wrryt	w ɛ r ɛ r iː t
wrs	w ɛ r ɛ s
wrt	w eː ɾ ə
wrt	w uː ɾ a t
wrt	w uː ɾ a ʔ
wrt	w ɛ r ɛ t
wrš	w ɛ r ɛ ʃ
wršy	w ɛ r ʃ iː
wrḏ	w ɛ r ɛ d͡ʒ
wrḥ	w ɛ r ɛ h
ws	w ɛ s
wsj	w iː s a
wsj	w iː s i t
wsj	w iː s i ʔ
wsj	w iː s ə
wsj	w ɛ s i
wsjr	w ɛ s i r
wsn	w ɛ s ɛ n
wspjsyns	w ɛ s p i s iː n ɛ s
wsr	w ɛ s ɛ r
wsrt	w a s ɾ a
wsrt	w a s ɾ i t
wsrt	w a s ɾ i ʔ
wsrt	w a s ɾ ə
wsrt	w ɛ s r ɛ t
wsrw	w ɛ s ɛ r uː
wst	w ɛ s ɛ t
wsḫ	w ɛ s ɛ x
wsḫt	w e s χ a
wsḫt	w e s χ ə
wsḫt	w i s χ a t
wsḫt	w i s χ a ʔ
wsḫt	w ɛ s x ɛ t
wsṯn	w a s c a n
wsṯn	w a s t a n
wsṯn	w a s t ə n
wsṯn	w ɛ s t͡ʃ ɛ n
wt	w ɛ t
wtḫ	w ɛ t ɛ x
wtṯ	w ɛ t ɛ t͡ʃ
wzf	w aː s a f
wzf	w aː s ə f
wzf	w aː z a f
wzf	w oː s ə f
wzf	w ɛ z ɛ f
wzfw	w ɛ z ɛ f uː
wzš	w ɛ z ɛ ʃ
wš	w ɛ ʃ
wšb	w aː ʃ a b
wšb	w aː ʃ ə b
wšb	w oː ʃ ə β
wšb	w ɛ ʃ ɛ b
wšd	w aː ʃ a tʼ
wšd	w aː ʃ ə tʼ
wšd	w oː ʃ ə tʼ
wšd	w ɛ ʃ ɛ d
wšm	w ɛ ʃ ɛ m
wšn	w ɛ ʃ ɛ n
wšr	w ɛ ʃ ɛ r
wšš	w ɛ ʃ ɛ ʃ
wḏ	w ɛ d͡ʒ
wḏb	w aː cʼ a b
wḏb	w aː tʼ a b
wḏb	w aː tʼ ə b
wḏb	w oː tʼ ə β
wḏb	w ɛ d͡ʒ ɛ b
wḏj	w ɛ d͡ʒ i
wḏt	w ɛ d͡ʒ ɛ t
wḏyt	w ɛ d͡ʒ iː t
wḏꜣ	w a c ’ a ʀ
wḏꜣ	w a t͡ʃʼ a ʀ
wḏꜣ	w aː c ’ a ʀ
wḏꜣ	w aː tʼ a ʀ
wḏꜣ	w iː tʼ ə
wḏꜣ	w ə t͡ʃʼ e j
wḏꜣ	w ɛ d͡ʒ ɑ
wḏꜣt	w ɛ d͡ʒ ɑ t
wḏꜥ	w aː cʼ a ʕ
wḏꜥ	w aː t͡ʃʼ a ʕ
wḏꜥ	w aː t͡ʃʼ ə ʕ
wḏꜥ	w oː t͡ʃʼ ə ʕ
wḏꜥ	w ɛ d͡ʒ ɑː
wḥm	w ɛ h ɛ m
wḥmt	w ɛ h m ɛ t
wḥmyt	w ɛ h m iː t
wḥyt	w ɛ h iː t
wḥꜣ	w ɛ h ɑ
wḥꜣt	w a ħ i
wḥꜣt	w a ħ j ə
wḥꜣt	w a ħ ʀ a t
wḥꜣt	w a ħ ʀ a ʔ
wḥꜣt	w ɛ h ɑ t
wḥꜣtjw	w ɛ h ɑ t i uː
wḥꜥ	w ɛ h ɑː
wḫd	w ɛ x ɛ d
wḫdt	w ɛ x d ɛ t
wḫdw	w ɛ x ɛ d uː
wḫt	w a χ uː ʀ a t
wḫt	w a χ uː ʀ a ʔ
wḫt	w ə χ eː ʔ ə
wḫt	w ə χ uː ʔ a
wḫt	w ɛ x ɛ t
wḫꜣ	w iː χ
wḫꜣ	w iː χ i ʀ
wḫꜣ	w iː χ ə
