A	a
liezazkieketen	l i e s̻ a s̻ k i e k e t̪ ẽ n
liezazkieketen	l i e s̺ a s̺ k i e k e t̪ ẽ n
lihardukake	l i h a r ð̞ u k a k e
lihardukake	l i a r ð̞ u k a k e
lihardukakek	l i h a r ð̞ u k a k e k
lihardukakek	l i a r ð̞ u k a k e k
lihardukaken	l i h a r ð̞ u k a k ẽ n
lihardukaken	l i a r ð̞ u k a k ẽ n
lihardukakete	l i h a r ð̞ u k a k e t̪ e
lihardukakete	l i a r ð̞ u k a k e t̪ e
lihardukaketek	l i h a r ð̞ u k a k e t̪ e k
lihardukaketek	l i a r ð̞ u k a k e t̪ e k
lihardukaketen	l i h a r ð̞ u k a k e t̪ ẽ n
lihardukaketen	l i a r ð̞ u k a k e t̪ ẽ n
liharduke	l i h a r ð̞ u k e
liharduke	l i a r ð̞ u k e
lihardukek	l i h a r ð̞ u k e k
lihardukek	l i a r ð̞ u k e k
liharduken	l i h a r ð̞ u k ẽ n
liharduken	l i a r ð̞ u k ẽ n
lihardukete	l i h a r ð̞ u k e t̪ e
lihardukete	l i a r ð̞ u k e t̪ e
liharduketek	l i h a r ð̞ u k e t̪ e k
liharduketek	l i a r ð̞ u k e t̪ e k
liharduketen	l i h a r ð̞ u k e t̪ ẽ n
liharduketen	l i a r ð̞ u k e t̪ ẽ n
lihoake	l i h o a k e
lihoake	l i x o a k e
lihoakek	l i h o a k e k
lihoakek	l i x o a k e k
lihoaken	l i h o a k ẽ n
lihoaken	l i x o a k ẽ n
lihoakiake	l i h o a k i a k e
lihoakiake	l i x o a k i a k e
lihoakidake	l i h o a k i ð̞ a k e
lihoakidake	l i x o a k i ð̞ a k e
lihoakidakek	l i h o a k i ð̞ a k e k
lihoakidakek	l i x o a k i ð̞ a k e k
lihoakidaken	l i h o a k i ð̞ a k ẽ n
lihoakidaken	l i x o a k i ð̞ a k ẽ n
lihoakieke	l i h o a k i e k e
lihoakieke	l i x o a k i e k e
lihoakiekek	l i h o a k i e k e k
lihoakiekek	l i x o a k i e k e k
lihoakieken	l i h o a k i e k ẽ n
lihoakieken	l i x o a k i e k ẽ n
lihoakiguke	l i h o a k i ɣ̞ u k e
lihoakiguke	l i x o a k i ɣ̞ u k e
lihoakigukek	l i h o a k i ɣ̞ u k e k
lihoakigukek	l i x o a k i ɣ̞ u k e k
lihoakiguken	l i h o a k i ɣ̞ u k ẽ n
lihoakiguken	l i x o a k i ɣ̞ u k ẽ n
lihoakinake	l i h o a k i n a k e
lihoakinake	l i x o a k i ɲ a k e
lihoakioke	l i h o a k i o k e
lihoakioke	l i x o a k i o k e
lihoakiokek	l i h o a k i o k e k
lihoakiokek	l i x o a k i o k e k
lihoakioken	l i h o a k i o k ẽ n
lihoakioken	l i x o a k i o k ẽ n
lihoakizueke	l i h o a k i s̻ u e k e
lihoakizueke	l i x o a k i s̻ u e k e
lihoakizueke	l i x o a k i s̻ u e k e
lihoakizueke	l i x o a k i s̺ u e k e
lihoakizuke	l i h o a k i s̻ u k e
lihoakizuke	l i x o a k i s̻ u k e
lihoakizuke	l i x o a k i s̻ u k e
lihoakizuke	l i x o a k i s̺ u k e
lihoazke	l i h o a s̻ k e
lihoazke	l i x o a s̻ k e
lihoazke	l i x o a s̻ k e
lihoazke	l i x o a s̺ k e
lihoazkek	l i h o a s̻ k e k
lihoazkek	l i x o a s̻ k e k
lihoazkek	l i x o a s̻ k e k
lihoazkek	l i x o a s̺ k e k
lihoazken	l i h o a s̻ k ẽ n
lihoazken	l i x o a s̻ k ẽ n
lihoazken	l i x o a s̻ k ẽ n
lihoazken	l i x o a s̺ k ẽ n
lihoazkiake	l i h o a s̻ k i a k e
lihoazkiake	l i x o a s̻ k i a k e
lihoazkiake	l i x o a s̻ k i a k e
lihoazkiake	l i x o a s̺ k i a k e
lihoazkidake	l i h o a s̻ k i ð̞ a k e
lihoazkidake	l i x o a s̻ k i ð̞ a k e
lihoazkidake	l i x o a s̻ k i ð̞ a k e
lihoazkidake	l i x o a s̺ k i ð̞ a k e
lihoazkidakek	l i h o a s̻ k i ð̞ a k e k
lihoazkidakek	l i x o a s̻ k i ð̞ a k e k
lihoazkidakek	l i x o a s̻ k i ð̞ a k e k
lihoazkidakek	l i x o a s̺ k i ð̞ a k e k
lihoazkidaken	l i h o a s̻ k i ð̞ a k ẽ n
lihoazkidaken	l i x o a s̻ k i ð̞ a k ẽ n
lihoazkidaken	l i x o a s̻ k i ð̞ a k ẽ n
lihoazkidaken	l i x o a s̺ k i ð̞ a k ẽ n
lihoazkieke	l i h o a s̻ k i e k e
lihoazkieke	l i x o a s̻ k i e k e
lihoazkieke	l i x o a s̻ k i e k e
lihoazkieke	l i x o a s̺ k i e k e
lihoazkiekek	l i h o a s̻ k i e k e k
lihoazkiekek	l i x o a s̻ k i e k e k
lihoazkiekek	l i x o a s̻ k i e k e k
lihoazkiekek	l i x o a s̺ k i e k e k
lihoazkieken	l i h o a s̻ k i e k ẽ n
lihoazkieken	l i x o a s̻ k i e k ẽ n
lihoazkieken	l i x o a s̻ k i e k ẽ n
lihoazkieken	l i x o a s̺ k i e k ẽ n
lihoazkiguke	l i h o a s̻ k i ɣ̞ u k e
lihoazkiguke	l i x o a s̻ k i ɣ̞ u k e
lihoazkiguke	l i x o a s̻ k i ɣ̞ u k e
lihoazkiguke	l i x o a s̺ k i ɣ̞ u k e
lihoazkigukek	l i h o a s̻ k i ɣ̞ u k e k
lihoazkigukek	l i x o a s̻ k i ɣ̞ u k e k
lihoazkigukek	l i x o a s̻ k i ɣ̞ u k e k
lihoazkigukek	l i x o a s̺ k i ɣ̞ u k e k
lihoazkiguken	l i h o a s̻ k i ɣ̞ u k ẽ n
lihoazkiguken	l i x o a s̻ k i ɣ̞ u k ẽ n
lihoazkiguken	l i x o a s̻ k i ɣ̞ u k ẽ n
lihoazkiguken	l i x o a s̺ k i ɣ̞ u k ẽ n
lihoazkinake	l i h o a s̻ k i n a k e
lihoazkinake	l i x o a s̻ k i ɲ a k e
lihoazkinake	l i x o a s̻ k i ɲ a k e
lihoazkinake	l i x o a s̺ k i ɲ a k e
lihoazkioke	l i h o a s̻ k i o k e
lihoazkioke	l i x o a s̻ k i o k e
lihoazkioke	l i x o a s̻ k i o k e
lihoazkioke	l i x o a s̺ k i o k e
lihoazkiokek	l i h o a s̻ k i o k e k
lihoazkiokek	l i x o a s̻ k i o k e k
lihoazkiokek	l i x o a s̻ k i o k e k
lihoazkiokek	l i x o a s̺ k i o k e k
lihoazkioken	l i h o a s̻ k i o k ẽ n
lihoazkioken	l i x o a s̻ k i o k ẽ n
lihoazkioken	l i x o a s̻ k i o k ẽ n
lihoazkioken	l i x o a s̺ k i o k ẽ n
lihoazkizueke	l i h o a s̻ k i s̻ u e k e
lihoazkizueke	l i x o a s̻ k i s̻ u e k e
lihoazkizueke	l i x o a s̻ k i s̻ u e k e
lihoazkizueke	l i x o a s̺ k i s̺ u e k e
lihoazkizuke	l i h o a s̻ k i s̻ u k e
lihoazkizuke	l i x o a s̻ k i s̻ u k e
lihoazkizuke	l i x o a s̻ k i s̻ u k e
lihoazkizuke	l i x o a s̺ k i s̺ u k e
likek	l i k e k
liken	l i k ẽ n
liketek	l i k e t̪ e k
liketen	l i k e t̪ ẽ n
Lilian	l i l i ã n
liluragarri	l i l u ɾ a ɣ̞ a r i
liluragarri	l i ʎ u ɾ a ɣ̞ a r i
lima	l i m a
limoi	l i m o i̯
limoiondo	l i m o i̯ õ n̪ d̪ o
linguistika	l i ŋ ɡ w i s̺ t̪ i k a
Lino	l i n o
Lionel	l i o n e l
lipschitzar	l i p ʃ i t͡s̻ a r
Lirain	l i ɾ ã ĩ̯ n
lirateke	l i ɾ a t̪ e k e
lirauke	l i ɾ a u̯ k e
liraukek	l i ɾ a u̯ k e k
lirauken	l i ɾ a u̯ k ẽ n
liraukete	l i ɾ a u̯ k e t̪ e
lirauketek	l i ɾ a u̯ k e t̪ e k
lirauketen	l i ɾ a u̯ k e t̪ ẽ n
liro	l i ɾ o
lirok	l i ɾ o k
liron	l i ɾ õ n
lirote	l i ɾ o t̪ e
lirotek	l i ɾ o t̪ e k
liroten	l i ɾ o t̪ ẽ n
lirudike	l i ɾ u ð̞ i k e
lirudikek	l i ɾ u ð̞ i k e k
lirudiken	l i ɾ u ð̞ i k ẽ n
lirudikete	l i ɾ u ð̞ i k e t̪ e
lirudiketek	l i ɾ u ð̞ i k e t̪ e k
lirudiketen	l i ɾ u ð̞ i k e t̪ ẽ n
Lisabe	l i s̺ a β̞ e
liteke	l i t̪ e k e
litekek	l i t̪ e k e k
liteken	l i t̪ e k ẽ n
litera	l i t̪ e ɾ a
litezen	l i t̪ e s̻ ẽ n
litezen	l i t̪ e s̻ ẽ n
litezen	l i t̪ e s̺ ẽ n
litezke	l i t̪ e s̻ k e
litezke	l i t̪ e s̻ k e
litezke	l i t̪ e s̺ k e
litezkek	l i t̪ e s̻ k e k
litezkek	l i t̪ e s̻ k e k
litezkek	l i t̪ e s̺ k e k
litezken	l i t̪ e s̻ k ẽ n
litezken	l i t̪ e s̻ k ẽ n
litezken	l i t̪ e s̺ k ẽ n
litio	l i t̪ i o
litizkek	l i t̪ i s̻ k e k
litizkek	l i t̪ i s̻ k e k
litizkek	l i t̪ i s̺ k e k
litizken	l i t̪ i s̻ k ẽ n
litizken	l i t̪ i s̻ k ẽ n
litizken	l i t̪ i s̺ k ẽ n
litizketek	l i t̪ i s̻ k e t̪ e k
litizketek	l i t̪ i s̻ k e t̪ e k
litizketek	l i t̪ i s̺ k e t̪ e k
litizketen	l i t̪ i s̻ k e t̪ ẽ n
litizketen	l i t̪ i s̻ k e t̪ ẽ n
litizketen	l i t̪ i s̺ k e t̪ ẽ n
Lituania	l i t̪ u a n i a
Lituania	l i t̪ w a n i a
lituaniera	l i t̪ u a n i e ɾ a
lituzke	l i t̪ u s̻ k e
lituzke	l i t̪ u s̻ k e
lituzke	l i t̪ u s̺ k e
lituzkek	l i t̪ u s̻ k e k
lituzkek	l i t̪ u s̻ k e k
lituzkek	l i t̪ u s̺ k e k
lituzken	l i t̪ u s̻ k ẽ n
lituzken	l i t̪ u s̻ k ẽ n
lituzken	l i t̪ u s̺ k ẽ n
lituzkete	l i t̪ u s̻ k e t̪ e
lituzkete	l i t̪ u s̻ k e t̪ e
lituzkete	l i t̪ u s̺ k e t̪ e
litzake	l i t͡s̻ a k e
litzakek	l i t͡s̻ a k e k
litzaken	l i t͡s̻ a k ẽ n
litzakete	l i t͡s̻ a k e t̪ e
litzaketek	l i t͡s̻ a k e t̪ e k
litzaketen	l i t͡s̻ a k e t̪ ẽ n
litzan	l i t͡s̻ ã n
litzateke	l i t͡s̻ a t̪ e k e
litzaten	l i t͡s̻ a t̪ ẽ n
lizar	l i s̻ a r
lizar	l i s̻ a r
lizar	l i s̺ a r
Lizardi	l i s̻ a r ð̞ i
Lizardi	l i s̻ a r ð̞ i
Lizardi	l i s̺ a r ð̞ i
lizarki	l i s̻ a r k i
lizarki	l i s̻ a r k i
lizarki	l i s̺ a r k i
Lizarra	l i s̻ a r a
Lizarra	l i s̻ a r a
Lizarra	l i s̺ a r a
liztor	l i s̻ t̪ o r
liztor	l i s̻ t̪ o r
liztor	l i s̺ t̪ o r
llabur	ʎ a β̞ u r
llama	ʎ a m a
llollo	ʎ o ʎ o
llollobelar	ʎ o ʎ o β̞ e l a r
lo	l o
lodi	l o ð̞ i
lodikor	l o ð̞ i k o r
logela	l o ɣ̞ e l a
logika	l o ɣ̞ i k a
logura	l o ɣ̞ u ɾ a
lohi	l o h i
lohi	l o i̯
lokailu	l o k a i̯ l u
lokailu	l o k a ʎ u
Londres	l õ n̪ d̪ r e s̺
lorail	l o̞ ɾ a i̯ l
lorategi	l o ɾ a t̪ e ɣ̞ i
loratu	l o ɾ a t̪ u
lore	l o ɾ e
loredenda	l o ɾ e ð̞ ẽ n̪ d̪ a
lortu	l o r t̪ u
lotazil	l o t̪ a s̻ i l
lotazil	l o t̪ a s̻ i l
lotazil	l o t̪ a s̺ i l
lotsa	l o t͡s̺ a
lotsa	l o t͡s̺ a
lotsa	l o t͡s̻ a
lotsakor	l o t͡s̺ a k o r
lotsakor	l o t͡s̺ a k o r
lotsakor	l o t͡s̻ a k o r
lotsati	l o t͡s̺ a t̪ i
lotsati	l o t͡s̺ a t̪ i
lotsati	l o t͡s̻ a t̪ i
lotu	l o̞ t̪ u
lu	l u
lubaki	l u β̞ a k i
Luhuso	l u h u s̺ o
Luhuso	l u s̺ o
luke	l u k e
lukek	l u k e k
luken	l u k ẽ n
lukete	l u k e t̪ e
luki	l u k i
luma	l u m a
lur	l u r
Lurra	l u r a
lurreratu	l u r e ɾ a t̪ u
lurrikara	l u r i k a ɾ a
Luxenburgo	l u k s̺ ẽ m b u r ɣ̞ o
luzatu	l u s̻ a t̪ u
luzatu	l u s̻ a t̪ u
luzatu	l u s̺ a t̪ u
luze	l u s̻ e
luze	l u s̻ e
luze	l u s̺ e
luzetasun	l u s̻ e̞ t̪ a s̺ ũ n
m	e̞ m e̞
M	e̞ m e̞
madari	m a ð̞ a ɾ i
Madariaga	m a ð̞ a ɾ i a ɣ̞ a
madarika	m a ð̞ a ɾ i k a
madarikatu	m a ð̞ a ɾ i k a t̪ u
madarikatuko	m a ð̞ a ɾ i k a t̪ u k o
madarikatze	m a ð̞ a ɾ i k a t͡s̻ e
madarikatzen	m a ð̞ a ɾ i k a t͡s̻ ẽ n
madariondo	m a ð̞ a ɾ i õ n̪ d̪ o
Madril	m a ð̞ r i l
mahai	m a h a i̯
mahai	m a i̯
mahasti	m a h a s̺ t̪ i
mahasti	m a s̺ t̪ i
mahats	m a h a t͡s̺
mahats	m a t͡s̺
mahats	m a t͡s̺
mahats	m a t͡s̻
mahuka	m a h u k a
mahuka	m a u̯ k a
maiatz	m a i̯ a t͡s̻
maila	m a i̯ l a
maila	m a ʎ a
Maiorga	m a i̯ o r ɣ̞ a
mairu	m a i̯ ɾ u
mairuilar	m a i̯ ɾ u i̯ l a r
mairuilar	m a i̯ ɾ u i̯ ʎ a r
maitasun	m a i̯ t̪ a s̺ ũ n
maitatu	m a i̯ t̪ a t̪ u
Maite	m a i̯ t̪ e
maite	m a i̯ t̪ e
maitemin	m a i̯ t̪ e m ĩ n
maiz	m a i̯ s̻
maiz	m a i̯ s̻
maiz	m a i̯ s̺
Makaronesia	m a k a ɾ o n e s̺ i a
Makea	m a k e a
maketo	m a k e t̪ o
makila	m a k i l a
makila	m a k i ʎ a
makito	m a k i t̪ o
makur	m a k u r
makurtu	m a k u r t̪ u
malda	m a l̪ d̪ a
Mali	m a l i
Malin	m a l ĩ n
malko	m a l k o
Malta	m a l̪ t̪ a
maltera	m a l̪ t̪ e ɾ a
mandarina	m ã n̪ d̪ a ɾ i n a
mandarinondo	m ã n̪ d̪ a ɾ i n õ n̪ d̪ o
Manex	m a n e ʃ
Manez	m a n e s̻
Manez	m a n e s̻
Manez	m a n e s̺
mapa	m a p a
marasma	m a ɾ a z̺ m a
margotu	m a r ɣ̞ o t̪ u
margoztatu	m a r ɣ̞ o̞ s̻ t̪ a t̪ u
marikoi	m a ɾ i k o i̯
marka	m a r k a
Maroko	m a ɾ o k o
marra	m a r a
marrazo	m a r a s̻ o
marrazo	m a r a s̻ o
marrazo	m a r a s̺ o
marroi	m a r o i̯
marrubi	m a r u β̞ i
marti	m a r t̪ i
martitzen	m a r t̪ i t͡s̻ ẽ n
martopil	m a r t̪ o p i l
martxo	m a r t͡ʃ o
marxista	m a r ʃ i s̺ t̪ a
maskulinotasun	m a s̺ k u l i n o t̪ a s̺ ũ n
masturba	m a s̺ t̪ u r β̞ a
masturbatu	m a s̺ t̪ u r β̞ a t̪ u
masturbazio	m a s̺ t̪ u r β̞ a s̻ i o
masturbazio	m a s̺ t̪ u r β̞ a s̻ i o
masturbazio	m a s̺ t̪ u r β̞ a s̺ i o
masusta	m a s̺ u s̺ t̪ a
masustondo	m a s̺ u s̺ t̪ õ n̪ d̪ o
matxinada	m a t͡ʃ i n a ð̞ a
matxinatu	m a t͡ʃ i n a t̪ u
matxino	m a t͡ʃ i n o
mauka	m a u̯ k a
mauser	m a u̯ s̺ e r
Mayte	m a i̯ t̪ e
mazedoniera	m a s̻ e ð̞ o n i e ɾ a
mazedoniera	m a s̻ e ð̞ o n i e ɾ a
mazedoniera	m a s̺ e ð̞ o n i e ɾ a
mea	m e a
meatze	m e a t͡s̻ e
mediku	m e ð̞ i k u
mehatxatu	m e h a t͡ʃ a t̪ u
mehatxatu	m e a t͡ʃ a t̪ u
mehatxu	m e h a t͡ʃ u
mehatxu	m e a t͡ʃ u
mehe	m e h e
mehe	m e
mekanizatu	m e k a n i s̻ a t̪ u
mekanizatu	m e k a n i s̻ a t̪ u
mekanizatu	m e k a n i s̺ a t̪ u
mekanizazio	m e k a n i s̻ a s̻ i o
mekanizazio	m e k a n i s̻ a s̻ i o
mekanizazio	m e k a n i s̺ a s̺ i o
menda	m ẽ n̪ d̪ a
mendate	m ẽ n̪ d̪ a t̪ e
mendebal	m ẽ n̪ d̪ e β̞ a l
mendi	m ẽ n̪ d̪ i
Mendiola	m ẽ n̪ d̪ i o l a
menditsu	m ẽ n̪ d̪ i t͡s̺ u
menditsu	m ẽ n̪ d̪ i t͡s̺ u
menditsu	m ẽ n̪ d̪ i t͡s̻ u
Mendoza	m ẽ n̪ d̪ o s̻ a
Mendoza	m ẽ n̪ d̪ o s̻ a
Mendoza	m ẽ n̪ d̪ o s̺ a
merkatu	m e r k a t̪ u
merke	m e r k e
mertxika	m e r t͡ʃ i k a
mertxikondo	m e r t͡ʃ i k õ n̪ d̪ o
mesede	m e s̺ e ð̞ e
mesedez	m e s̺ e ð̞ e s̻
mesedez	m e s̺ e ð̞ e s̻
mesedez	m e s̺ e ð̞ e s̺
meza	m e s̻ a
meza	m e s̻ a
meza	m e s̺ a
mezu	m e s̻ u
mezu	m e s̻ u
mezu	m e s̺ u
mezulari	m e s̻ u l a ɾ i
mezulari	m e s̻ u l a ɾ i
mezulari	m e s̺ u l a ɾ i
mezularitza	m e s̻ u l a ɾ i t͡s̻ a
mezularitza	m e s̻ u l a ɾ i t͡s̻ a
mezularitza	m e s̺ u l a ɾ i t͡s̻ a
Miarritze	m i a r i t͡s̻ e
mihi	m i h i
mihi	m i
mihura	m i h u ɾ a
mihura	m i u ɾ a
mika	m i k a
Mikel	m i k e l
mila	m i l a
mila	m i ʎ a
milesker	m i l e s̺ k e r
milesker	m i ʎ e s̺ k e r
militarismo	m i l i t̪ a ɾ i z̺ m o
militariza	m i l i t̪ a ɾ i s̻ a
militariza	m i l i t̪ a ɾ i s̻ a
militariza	m i l i t̪ a ɾ i s̺ a
militarizatu	m i l i t̪ a ɾ i s̻ a t̪ u
militarizatu	m i l i t̪ a ɾ i s̻ a t̪ u
militarizatu	m i l i t̪ a ɾ i s̺ a t̪ u
militarizazio	m i l i t̪ a ɾ i s̻ a s̻ i o
militarizazio	m i l i t̪ a ɾ i s̻ a s̻ i o
militarizazio	m i l i t̪ a ɾ i s̺ a s̺ i o
min	m ĩ n
mina	m i n a
mina	m i n a
mina	m i ɲ a
minatu	m i n a t̪ u
minbizi	m ĩ m b i s̻ i
minbizi	m ĩ m b i s̻ i
minbizi	m ĩ m b i s̺ i
minbizidun	m ĩ m b i s̻ i ð̞ ũ n
minbizidun	m ĩ m b i s̻ i ð̞ ũ n
minbizidun	m ĩ m b i s̺ i ð̞ ũ n
mindu	m ĩ n̪ d̪ u
mingrana	m i ŋ ɡ r a n a
mintzatu	m ĩ n t͡s̻ a t̪ u
mirabe	m i ɾ a β̞ e
Miren	m i ɾ ẽ n
miretsi	m i ɾ e t͡s̺ i
miretsi	m i ɾ e t͡s̺ i
miretsi	m i ɾ e t͡s̻ i
misantropo	m i s̺ ã n̪ t̪ r o p o
misantropok	m i s̺ ã n̪ t̪ r o p o k
misantropotzat	m i s̺ ã n̪ t̪ r o p o t͡s̻ a t̪
misil	m i s̺ i l
mitiko	m i t̪ i k o
mito	m i t̪ o
mizpira	m i s̻ p i ɾ a
mizpira	m i s̻ p i ɾ a
mizpira	m i s̺ p i ɾ a
mizpirondo	m i s̻ p i ɾ õ n̪ d̪ o
mizpirondo	m i s̻ p i ɾ õ n̪ d̪ o
mizpirondo	m i s̺ p i ɾ õ n̪ d̪ o
modifika	m o ð̞ i f i k a
modifikatu	m o ð̞ i f i k a t̪ u
modifikazio	m o ð̞ i f i k a s̻ i o
modifikazio	m o ð̞ i f i k a s̻ i o
modifikazio	m o ð̞ i f i k a s̺ i o
modu	m o ð̞ u
moduko	m o ð̞ u k o
Moldavia	m o l̪ d̪ a β̞ i a
Moldavian	m o l̪ d̪ a β̞ i ã n
momentu	m o m ẽ n̪ t̪ u
Monako	m o n a k o
monarka	m o n a r k a
monarkia	m o n a r k i a
monarkiko	m o n a r k i k o
monasterio	m o n a s̺ t̪ e ɾ i o
Mongolia	m o ŋ ɡ o l i a
mongoliar	m o ŋ ɡ o l i a r
mongoliera	m o ŋ ɡ o l i e ɾ a
monitore	m o n i t̪ o ɾ e
Montenegro	m õ n̪ t̪ e n e ɣ̞ r o
moralitate	m o ɾ a l i t̪ a t̪ e
more	m o ɾ e
mosketari	m o s̺ k e t̪ a ɾ i
mota	m o t̪ a
motozikleta	m o t̪ o s̻ i k l e t̪ a
motozikleta	m o t̪ o s̻ i k l e t̪ a
motozikleta	m o t̪ o s̺ i k l e t̪ a
motz	m o t͡s̻
mozkor	m o s̻ k o r
mozkor	m o s̻ k o r
mozkor	m o s̺ k o r
mozorro	m o s̻ o r o
mozorro	m o s̻ o r o
mozorro	m o s̺ o r o
moztu	m o s̻ t̪ u
moztu	m o s̻ t̪ u
moztu	m o s̺ t̪ u
muga	m u ɣ̞ a
mugagabe	m u ɣ̞ a ɣ̞ a β̞ e
mugimendu	m u ɣ̞ i m ẽ n̪ d̪ u
mugitu	m u ɣ̞ i t̪ u
mugurdi	m u ɣ̞ u r ð̞ i
muino	m u i̯ n o
muino	m u i̯ ɲ o
multinazional	m u l̪ t̪ i n a s̻ i o n a l
multinazional	m u l̪ t̪ i ɲ a s̻ i o n a l
multinazional	m u l̪ t̪ i ɲ a s̻ i o n a l
multinazional	m u l̪ t̪ i ɲ a s̺ i o n a l
multzo	m u l t͡s̻ o
mundu	m ũ n̪ d̪ u
murtxikatu	m u r t͡ʃ i k a t̪ u
musika	m u s̺ i k a
musikazale	m u s̺ i k a s̻ a l e
musikazale	m u s̺ i k a s̻ a l e
musikazale	m u s̺ i k a s̺ a l e
musker	m u s̺ k e r
muskertu	m u s̺ k e r t̪ u
mutiko	m u t̪ i k o
mutil	m u t̪ i l
n	e̞ n e̞
N	e̞ n e̞
naba	n a β̞ a
nabar	n a β̞ a r
nabaritu	n a β̞ a ɾ i t̪ u
nabil	n a β̞ i l
nabilek	n a β̞ i l e k
nabilek	n a β̞ i ʎ e k
nabilen	n a β̞ i l ẽ n
nabilen	n a β̞ i ʎ ẽ n
nabilke	n a β̞ i l k e
nabilkek	n a β̞ i l k e k
nabilken	n a β̞ i l k ẽ n
nabilkiake	n a β̞ i l k i a k e
nabilkian	n a β̞ i l k i ã n
nabilkie	n a β̞ i l k i e
nabilkiek	n a β̞ i l k i e k
nabilkieke	n a β̞ i l k i e k e
nabilkiekek	n a β̞ i l k i e k e k
nabilkieken	n a β̞ i l k i e k ẽ n
nabilkien	n a β̞ i l k i ẽ n
nabilkik	n a β̞ i l k i k
nabilkin	n a β̞ i l k ĩ n
nabilkinake	n a β̞ i l k i n a k e
nabilkinake	n a β̞ i l k i ɲ a k e
nabilkinan	n a β̞ i l k i n ã n
nabilkinan	n a β̞ i l k i ɲ ã n
nabilkio	n a β̞ i l k i o
nabilkiok	n a β̞ i l k i o k
nabilkioke	n a β̞ i l k i o k e
nabilkiokek	n a β̞ i l k i o k e k
nabilkioken	n a β̞ i l k i o k ẽ n
nabilkion	n a β̞ i l k i õ n
nabilkizu	n a β̞ i l k i s̻ u
nabilkizu	n a β̞ i l k i s̻ u
nabilkizu	n a β̞ i l k i s̺ u
nabilkizue	n a β̞ i l k i s̻ u e
nabilkizue	n a β̞ i l k i s̻ u e
nabilkizue	n a β̞ i l k i s̺ u e
nabilkizueke	n a β̞ i l k i s̻ u e k e
nabilkizueke	n a β̞ i l k i s̻ u e k e
nabilkizueke	n a β̞ i l k i s̺ u e k e
nabilkizuen	n a β̞ i l k i s̻ u ẽ n
nabilkizuen	n a β̞ i l k i s̻ u ẽ n
nabilkizuen	n a β̞ i l k i s̺ u ẽ n
nabilkizuke	n a β̞ i l k i s̻ u k e
nabilkizuke	n a β̞ i l k i s̻ u k e
nabilkizuke	n a β̞ i l k i s̺ u k e
nabilkizun	n a β̞ i l k i s̻ ũ n
nabilkizun	n a β̞ i l k i s̻ ũ n
nabilkizun	n a β̞ i l k i s̺ ũ n
nadila	n a ð̞ i l a
nadila	n a ð̞ i ʎ a
nadin	n a ð̞ ĩ n
nafar	n a f a r
Nafarroa	n a f a r o a
nago	n a ɣ̞ o
nagoen	n a ɣ̞ o ẽ n
nagok	n a ɣ̞ o k
nagoke	n a ɣ̞ o k e
nagokek	n a ɣ̞ o k e k
nagoken	n a ɣ̞ o k ẽ n
nagokiake	n a ɣ̞ o k i a k e
nagokian	n a ɣ̞ o k i ã n
nagokie	n a ɣ̞ o k i e
nagokiek	n a ɣ̞ o k i e k
nagokieke	n a ɣ̞ o k i e k e
nagokiekek	n a ɣ̞ o k i e k e k
nagokieken	n a ɣ̞ o k i e k ẽ n
nagokien	n a ɣ̞ o k i ẽ n
nagokik	n a ɣ̞ o k i k
nagokin	n a ɣ̞ o k ĩ n
nagokinake	n a ɣ̞ o k i n a k e
nagokinake	n a ɣ̞ o k i ɲ a k e
nagokinan	n a ɣ̞ o k i n ã n
nagokinan	n a ɣ̞ o k i ɲ ã n
nagokio	n a ɣ̞ o k i o
nagokiok	n a ɣ̞ o k i o k
nagokioke	n a ɣ̞ o k i o k e
nagokiokek	n a ɣ̞ o k i o k e k
nagokioken	n a ɣ̞ o k i o k ẽ n
nagokion	n a ɣ̞ o k i õ n
nagokizu	n a ɣ̞ o k i s̻ u
nagokizu	n a ɣ̞ o k i s̻ u
nagokizu	n a ɣ̞ o k i s̺ u
nagokizue	n a ɣ̞ o k i s̻ u e
nagokizue	n a ɣ̞ o k i s̻ u e
nagokizue	n a ɣ̞ o k i s̺ u e
nagokizueke	n a ɣ̞ o k i s̻ u e k e
nagokizueke	n a ɣ̞ o k i s̻ u e k e
nagokizueke	n a ɣ̞ o k i s̺ u e k e
nagokizuen	n a ɣ̞ o k i s̻ u ẽ n
nagokizuen	n a ɣ̞ o k i s̻ u ẽ n
nagokizuen	n a ɣ̞ o k i s̺ u ẽ n
nagokizuke	n a ɣ̞ o k i s̻ u k e
nagokizuke	n a ɣ̞ o k i s̻ u k e
nagokizuke	n a ɣ̞ o k i s̺ u k e
nagokizun	n a ɣ̞ o k i s̻ ũ n
nagokizun	n a ɣ̞ o k i s̻ ũ n
nagokizun	n a ɣ̞ o k i s̺ ũ n
nagon	n a ɣ̞ õ n
Nagore	n a ɣ̞ o ɾ e
nagusi	n a ɣ̞ u s̺ i
nahasi	n a h a s̺ i
nahasi	n a s̺ i
nahasiki	n a h a s̺ i k i
nahasiki	n a s̺ i k i
nahasmen	n a h a z̺ m ẽ n
nahasmen	n a z̺ m ẽ n
nahi	n a h i
nahi	n a i̯
nahiko	n a h i k o
nahiko	n a i̯ k o
nahikoa	n a h i k o a
nahikoa	n a i̯ k o a
nahita	n a h i t̪ a
nahita	n a i̯ t̪ a
naik	n a i̯ k
naikek	n a i̯ k e k
naiken	n a i̯ k ẽ n
