A	a
kebencian	k ə b ə n t͡ʃ i a n
keberadaan	k ə b ə r a d a a n
keberagaman	k ə b ə r a ɡ a m a n
keberangkatan	k ə b ə r a ŋ k a t a n
keberanian	k ə b ə r a n i a n
keberartian	k ə b ə r a r t i a n
keberatan	k ə b ə r a t a n
keberhasilan	k ə b ə r h a s i l a n
keberlangsungan	k ə b ə r l a ŋ s u ŋ a n
keberlanjutan	k ə b ə r l a n d͡ʒ ʊ t a n
kebermaknaan	k ə b ə r m a ʔ n a a n
kebermaknaan	k ə b ə r m a ʔ n a ʔ a n
kebersamaan	k ə b ə r s a m a a n
keberserakan	k ə b ə r s e r a k a n
kebersyukuran	k ə b ə r ʃ u k u r a n
keberterimaan	k ə b ə r t ə r i m a a n
keberuntungan	k ə b ə r u n t u ŋ a n
kebesaran	k ə b ə s a r a n
kebiasaan	k ə b i a s a a n
kebidanan	k ə b i d a n a n
kebijakan	k ə b i d͡ʒ a k a n
kebijaksanaan	k ə b i d͡ʒ a k s a n a a n
kebinekaan	k ə b i n e k a a n
kebo	k ə b o
kebodohan	k ə b o d o h a n
kebohongan	k ə b o h o ŋ a n
kebolehjadian	k ə b o l ə h d͡ʒ a d i a n
kebuang	k ə b u a ŋ
kebudayaan	k ə b u d a j a a n
kebugaran	k ə b u ɡ a r a n
kebuka	k ə b u k a
kebuli	k ə b u l i
kebun	k ə b u n
kebupatian	k ə b u p a t i a n
keburu	k ə b u r u
kebut	k ə b ʊ t̚
kebutuhan	k ə b u t u h a n
kecakapan	k ə t͡ʃ a k a p a n
kecam	k ə t͡ʃ a m
kecamatan	k ə t͡ʃ a m a t a n
kecambah	k ə t͡ʃ a m b a h
kecanduan	k ə t͡ʃ a n d u a n
kecanggungan	k ə t͡ʃ a ŋ ɡ u ŋ a n
kecantikan	k ə t͡ʃ a n t i k a n
kecap	k e t͡ʃ a p
kecap	k ə t͡ʃ a p
kece	k ɛ t͡ʃ e
kecebong	k ə t͡ʃ ɛ b ɔ ŋ
kecemasan	k ə t͡ʃ ə m a s a n
kecenderungan	k ə t͡ʃ ə n d ə r u ŋ a n
kecepatan	k ə t͡ʃ ə p a t a n
kecermatan	k ə t͡ʃ ə r m a t a n
kecewa	k ə t͡ʃ e w a
kecik	k ə t͡ʃ ɪ ʔ
kecil	k ə t͡ʃ i l
kecilan	k ə t͡ʃ i l a n
kecintaan	k ə t͡ʃ i n t a a n
kecipir	k ə t͡ʃ i p i r
kecoak	k ə t͡ʃ o a ʔ
kecocokan	k ə t͡ʃ ɔ t͡ʃ ɔ k a n
kecondongan	k ə t͡ʃ o n d o ŋ a n
kecrutan	k ə t͡ʃ r u t a n
kecubung	k ə t͡ʃ u b ʊ ŋ
kecukupan	k ə t͡ʃ u k u p a n
kecurangan	k ə t͡ʃ u r a ŋ a n
kecurian	k ə t͡ʃ u r i a n
kecurigaan	k ə t͡ʃ u r i ɡ a a n
kedaerahan	k ə d a ɛ r a h a n
kedalaman	k ə d a l a m a n
kedaluwarsa	k ə d a l u w a r s a
kedam	k ə d a m
kedap	k ə d a p
kedasi	k ə d a s i
kedatangan	k ə d a t a ŋ a n
kedaton	k ə d a t ɔ n
kedatuan	k ə d a t u a n
kedaulatan	k ə d a u l a t a n
kedekatan	k ə d ə k a t a n
kedelai	k ə d ə l a i̯
kedelapan	k ə d ə l a p a n
kedengaran	k ə d ə ŋ a r a n
kedengeran	k ə d ə ŋ ə r a n
kedidi	t͡ʃ e r e k
kedinasan	k ə d i n a s a n
kedinginan	k ə d i ŋ i n a n
kedip	k ə d i p
kedokteran	k ə d o k t ə r a n
kedondong	k ə d o n d o ŋ
kedua	k ə d u a
keduanya	k ə d u a ɲ a
kedudukan	k ə d u d ʊ k a n
keduniawian	k ə d u n i a w i a n
kedut	k ə d u t
kedutaan	k ə d u t a a n
kedwimaknaan	k ə d w i m a ʔ n a a n
keedanan	k ə ə d a n a n
keemasan	k ə ə m a s a n
keempat	k ə ə m p a t
keenakan	k ə ɛ n a k a n
keenam	k ə ə n a m
kefleksibelan	k ə f l e k s i b ə l a n
kegagahan	k ə ɡ a ɡ a h a n
kegagalan	k ə ɡ a ɡ a l a n
kegagapan	k ə ɡ a ɡ a p a n
kegaiban	k ə ɡ a i b a n
kegelapan	k ə ɡ ə l a p a n
kegemaran	k ə ɡ ə m a r a n
kegemparan	k ə ɡ ə m p a r a n
kegetolan	k ə ɡ ə t o l a n
kegiatan	k ə ɡ i a t a n
kegugupan	k ə ɡ u ɡ u p a n
keguguran	k ə ɡ u ɡ u r a n
kegunaan	k ə ɡ u n a a n
kegunungapian	k ə ɡ u n u ŋ a p i a n
keguruan	k ə ɡ u r u a n
kehakiman	k ə h a k ɪ m a n
kehamilan	k ə h a m i l a n
kehausan	k ə h a ʊ s a n
kehendak	k ə h ə n d a ʔ
kehicap	k ə h i t͡ʃ a p
kehidupan	k ə h i d u p a n
kehilangan	k ə h i l a ŋ a n
kehormatan	k ə h o r m a t a n
kehujanan	k ə h u d͡ʒ a n a n
keibodan	k e i b o d a n
keik	k e i k
keiki	k e i k i
keilmuan	k ə i l m u a n
keimamatan	k ə i m a m a t a n
keimigrasian	k ə i m i ɡ r a s i a n
keindahan	k ə i n d a h a n
keindraan	k ə i n d r a a n
keinggrisan	k ə i ŋ ɡ r i s a n
keinginan	k ə i ŋ i n a n
keistimewaan	k ə i s t i m ɛ w a a n
kejadian	k ə d͡ʒ a d i a n
kejahatan	k ə d͡ʒ a h a t a n
kejalangan	k ə d͡ʒ a l a ŋ a n
kejanggalan	k ə d͡ʒ a ŋ ɡ a l a n
kejar	k ə d͡ʒ a r
kejawaan	k ə d͡ʒ a w a a n
kejayaan	k ə d͡ʒ a j a a n
kejepit	k ə d͡ʒ ə p i t
kejijikan	k ə d͡ʒ i d͡ʒ i k a n
kejijikan	k ə d͡ʒ i d͡ʒ i ʔ a n
keju	k ɛ d͡ʒ u
kejuaraan	k ə d͡ʒ u a r a a n
kejujuran	k ə d͡ʒ u d͡ʒ u r a n
kejuruan	k ə d͡ʒ u r u a n
kejutan	k ə d͡ʒ u t a n
kek	k e
kek	k e k
kek	k e ʔ
kekacauan	k ə k a t͡ʃ a w a n
kekaisaran	k ə k a i̯ s a r a n
kekal	k ə k a l
kekalahan	k ə k a l a h a n
kekar	k ə k a r
kekaryaan	k ə k a r j a a n
kekasih	k ə k a s i h
kekayaan	k ə k a j a a n
kekebalan	k ə k ə b a l a n
kekecewaan	k ə k ə t ʃ ɛ w a ʔ a n
kekejaman	k ə k ə d͡ʒ a m a n
kekeluargaan	k ə k ə l u a r ɡ a a n
kekep	k ə k ə p
keker	k e k ə r
keker	k ɛ k ɛ r
kekerabatan	k ə k ə r a b a t a n
kekerasan	k ə k ə r a s a n
kekeruhan	k ə k ə r u h a n
kekesatan	k ə k ə s a t a n
kekhawatiran	k ə x a w a t i r a n
keki	k ɛ k i
kekondusifan	k ə k o n d u s i f a n
kekosongan	k ə k o s o ŋ a n
kekotaan	k ə k o t a a n
kekreatifan	k ə k r e a t i f a n
kekuasaan	k ə k u a s a a n
kekuatan	k ə k u a t a n
kekuningan	k ə k u n i ŋ a n
kekurangan	k ə k u r a ŋ a n
kekutu	k ə k u t u
kelab	k ə l a b
kelab	k ə l a p
kelabang	k ə l a b a ŋ
kelabu	k ə l a b u
keladi	k ə l a d i
kelahiran	k ə l a h ɪ r a n
kelainan	k ə l a ɪ n a n
kelajuan	k ə l a d͡ʒ u a n
kelakuan	k ə l a k u a n
kelambatan	k ə l a m b a t a n
kelambir	k ə l a m b i r
kelambu	k ə l a m b u
kelamin	k ə l a m i n
kelangkaan	k ə l a ŋ k a a n
kelangsingan	k ə l a ŋ s i ŋ a n
kelapa	k ə l a p a
kelar	k ə l a r
kelarutan	k ə l a r u t a n
kelas	k ə l a s
kelasan	k ə l a s a n
kelat	k e l a t
kelat	k ə l a t
kelautan	k ə l a u t a n
kelayakan	k ə l a j a k a n
kelayan	k ə l a j a n
keledek	k ə l e d ɛ k
kelelahan	k ə l ə l a h a n
kelemahan	k ə l ə m a h a n
kelembak	k ə l ə m b a k
kelembapan	k ə l ə m b a p a n
kelemben	k ə l ə m b ə n
kelengkiak	k ə l ə ŋ k i a k̚
kelenjar	k ə l ə n d͡ʒ a r
kelereng	k ə l ɛ r ɛ ŋ
kelestarian	k ə l ə s t a r i a n
kelesuan	k ə l ə s u a n
kelewat	k ə l ə w a t
keliatan	k ə l i a t a n
keliatannya	k ə l i a t a ɲ ɲ a
kelicap	k ə l i t͡ʃ a p
kelihatan	k ə l i h a t a n
kelihatannya	k ə l i h a t a n ɲ a
kelinci	k ə l ɪ n t͡ʃ i
keling	k ə l i ŋ
kelir	k ə l i r
keloid	k e l o i d
kelok	k e l ɔ ʔ
kelola	k ə l o l a
kelompen	k ə l o m p ə n
kelongsong	k ə l o ŋ s o ŋ
kelontong	k ə l ɔ n t ɔ ŋ
kelu	k ə l u
keluar	k ə l u a r
keluaran	k ə l u a r a n
keluarga	k ə l u a r ɡ a
keluarkan	k ə l u a r k a n
keluhan	k ə l u h a n
kelukis	k ə l u k i s
kelulusan	k ə l u l u s a n
kelumit	k ə l u m i t
kelumpang	k ə l u m p a ŋ
kelunturan	k ə l ʊ n t u r a n
kelupas	k ə l u p a s
kelurahan	k ə l u r a h a n
kelurusan	k ə l u r u s a n
keluyuk	k ə l u j u k
kemabukan	k ə m a b u k a n
kemacetan	k ə m a t͡ʃ ə t a n
kemaharajaan	k ə m a h a r a d͡ʒ a a n
kemahiran	k ə m a h i r a n
kemajuan	k ə m a d͡ʒ u a n
kemakan	k ə m a k a n
kemalaman	k ə m a l a m a n
kemalasan	k ə m a l a s a n
kemaluan	k ə m a l u a n
kemampuan	k ə m a m p u a n
kemampulabaan	k ə m a m p u l a b a a n
kemampulasan	k ə m a m p u l a s a n
kemandang	k ə m a n d a ŋ
kemandirian	k ə m a n d i r i a n
kemandulan	k ə m a n d u l a n
kemangi	k ə m a ŋ i
kemanipulasi	k ə m a n i p u l a s i
kemanusiaan	k ə m a n u s i a̯ a n
kemarahan	k ə m a r a h a n
kemarau	k ə m a r a u̯
kemari	k ə m a r i
kemarin	k ə m a r i n
kemartiran	k ə m a r t i r a n
kemaruk	k ə m a r u k
kemasukan	k ə m a s ʊ k a n
kemasyarakatan	k ə m a ʃ a r a k a t a n
kematian	k ə m a t i a n
kemauan	k ə m a u a n
kemayu	k ə m a j u
kembali	k ə m b a l i
kemban	k ə m b a n
kembang	k ə m b a ŋ
kembar	k ə m b a r
kembaran	k ə m b a r a n
kembung	k ə m b u ŋ
kemeja	k ə m ɛ d͡ʒ a
kemenakan	k ə m ə n a k a n
kemenangan	k ə m ə n a ŋ a n
kemengertian	k ə m ə ŋ ə r t i a n
kemenjuluran	k ə m ə n d͡ʒ u l u r a n
kemenkes	k ə m ə n k ə s
kemerdekaan	k ə m ə r d ɛ k a a n
kemih	k ə m ɪ h
keminggris	k ə m i ŋ ɡ r i s
keminum	k ə m i n ʊ m
kemiringan	k ə m i r ɪ ŋ a n
kemiskinan	k ə m i s k i n a n
kemitraan	k ə m i t r a a n
kemoralan	k ə m o r a l a n
kemoterapi	k e m o t e r a p i
kempetai	k e m p e t a i̯
kempis	k ə m p ɪ s
kemubaziran	k ə m u b a z i r a n
kemudahan	k ə m u d a h a n
kemudi	k ə m u d i
kemudian	k ə m u d i a n
kemujuran	k ə m u d͡ʒ u r a n
kemuncak	k ə m ʊ n t͡ʃ a k
kemunduran	k ə m u n d u r a n
kemungkinan	k ə m u ŋ k i n a n
kemuning	k ə m u n i ŋ
kemurungan	k ə m u r ʊ ŋ a n
ken	k ɛ n
kena	k ə n a
kenai	k ə n a i
kenaikan	k ə n a i k a n
kenal	k ə n a l
kenalan	k ə n a l a n
kenan	k ə n a n
kenapa	k ə n a p a
kenari	k ə n a r i
kencan	k ə n t͡ʃ a n
kencana	k ə n t͡ʃ a n a
kenceng	k ə n t͡ʃ ə ŋ
kencing	k ə n t͡ʃ i ŋ
kendala	k ə n d a l a
kendaraan	k ə n d a r a a n
kendati	k ə n d a t i
kendi	k ə n d i
kendo	k e n d o
kendur	k ə n d u r
kenek	k ə n ɛ k
kenel	k e n ɛ l
keni	k ə n i
kening	k ə n ɪ ŋ
kenken	k e n k e n
kenormalan	k ə n ɔ r m a l a n
kentara	k ə n t a r a
kentu	k ə n t u
kentut	k ə n t u t
kenya	k ə ɲ a
kenyal	k ə ɲ a l
kenyang	k ə ɲ a ŋ
kenyataan	k ə ɲ a t a a n
keonaran	k ə o n a r a n
kepada	k ə p a d a
kepadatan	k ə p a d a t a n
kepah	k ə p a h
kepahaman	k ə p a h a m a n
kepailitan	k ə p a i l i t a n
kepal	k ə p a l
kepala	k ə p a l a
kepamongprajaan	k ə p a m ɔ ŋ p r a d͡ʒ a a n
kepanasan	k ə p a n a s a n
kepandaian	k ə p a n d a i̯ a n
kepangeranan	k ə p a ŋ e r a n a n
kepanikan	k ə p a n i k a n
kepar	k ə p a r
keparat	k ə p a r a t
kepasifan	k ə p a s i f a n
kepatuhan	k ə p a t u h a n
kepedean	k ə p e d e a n
kepekaan	k ə p e k a a n
kepembacaan	k ə p ə m b a t͡ʃ a a n
kepemilikan	k ə p ə m i l i k a n
kepemudaan	k ə p ə m u d a ʔ a n
kependekan	k ə p ɛ n d ɛ k a n
kependetaan	k ə p ə n d ɛ t a ʔ a n
kependidikan	k ə p ə n d i d i k a n
kepengelolaan	k ə p ə ŋ ə l o l a ʔ a n
kepengen	k ə̂ p e ŋ ɛ n
kepengin	k ə̂ p e ŋ i n
kepengurusan	k ə p ə ŋ u r u s a n
kepentingan	k ə p ə n t ɪ ŋ a n
kepenulisan	k ə p ə n u l i s a n
keperawatan	k ə p ə r a w a t a n
kepercayaan	k ə p ə r t͡ʃ a j a a n
kepergian	k ə p ə r ɡ i a n
keperluan	k ə p ə r l u a n
kepikiran	k ə p i k i r a n
keping	k ə p i ŋ
kepingin	k ə̂ p i ŋ i n
kepintaran	k ə p ɪ n t a r a n
kepodang	k ə p o d a ŋ
kepolisian	k ə p o l i s i a n
kepompong	k ə p o m p o ŋ
keponakan	k ə p o n a k a n
kepopuleran	k ə̂ p o p u l ɛ r a n
keprabuan	k ə p r a b u a n
kepraktisian	k ə p r a k t i s i a n
kepresidenan	k ə p r e s i d e n a n
kepribadian	k ə p r i b a d i a n
keprigelan	k ə p r i ɡ ə l a n
keproduktifan	k ə p r o d u k t i f a n
keprofesoran	k ə p r o f e s o r a n
kepuasan	k ə p u a s a n
kepul	k ə p u l
kepulauan	k ə p u l a w a n
kepulkan	k ə p u l k a n
kepunahan	k ə p u n a h a n
kepung	k ə p u ŋ
kepunyaan	k ə p u ɲ a a n
keputihan	k ə p u t i h a n
keputusan	k ə p u t ʊ s a n
keputusasaan	k ə p u t u s a s a a n
keputusasaan	k ə p u t u s a s a ʔ a n
keputusasaan	k ə p u t u s ʔ a s a a n
keputusasaan	k ə p u t u s ʔ a s a ʔ a n
kepuyuk	k ə p u j u k
kera	k ə r a
kerabat	k ə r a b a t
keracunan	k ə r a t͡ʃ u n a n
keragaan	k ə r a ɡ a a n
kerajaan	k ə r a d͡ʒ a a n
kerajaan	k ə r a d͡ʒ a ʔ a n
kerajang	k ə r a d͡ʒ a ŋ
kerajinan	k ə r a d͡ʒ ɪ n a n
kerak	k ə r a k
kerakai	k ə r a k a i̯
kerakyatan	k ə r a k j a t a n
keramahan	k ə r a m a h a n
keramaian	k ə r a m a j a n
keramas	k ə r a m a s
keramat	k ə r a m a t
keramik	k ə r a m ɪ k̚
keran	k ə r a n
keranda	k ə r a n d a
kerang	k e r a ŋ
kerang	k ə r a ŋ
kerangka	k ə r a ŋ k a
kerani	k ə r a n i
keranjang	k ə r a n d͡ʒ a ŋ
kerap	k ə r a p
kerapu	k ə r a p u
keras	k ə r a s
kerasukan	k ə r a s u k a n
keratabasa	k ə r a t a b a s a
keraton	k ə r a t o n
kerbau	k ə r b a u̯
kereb	k ə r ə b
kerek	k e r ɛ k
kerempeng	k ə r e m p e ŋ
keren	k ə r ə n
keren	k ə r ɛ n
kerendahan	k ə r ə n d a h a n
kerentanan	k ə r ə n t a n a n
kerepek	k ə r ɛ p ə k
keresahan	k ə r ə s a h a n
keresidenan	k ə r e s i d ɛ n a n
kereta	k ə r ɛ t a
keretek	k ə r ɛ t ɛ k
keributan	k ə r i b u t a n
kering	k ə r i ŋ
keringat	k ə r ɪ ŋ a t
keripik	k ə r i p ɪ k̚
keriting	k ə r i t i ŋ
kerja	k ə r d͡ʒ a
kerjaan	k ə r d͡ʒ a a n
kerjai	k ə r d͡ʒ a i
kerjakan	k ə r d͡ʒ a k a n
kern	k ɛ r n
kernel	k ɛ r n ə l
kernet	k ə r n ɛ t̚
kerning	k ə r n i ŋ
keromong	k ə r o m o ŋ
keron	k ə r o n
kerosin	k e r o s ɪ n
kers	k ɛ r s
kersen	k ɛ r s ə n
kersik	k ə r s i k
kertak	k ə r t a ʔ
kertas	k ə r t a s
kertau	k ə r t a u̯
kerucut	k ə r u t͡ʃ u t
kerugian	k ə r u ɡ i a n
keruh	k ə r ʊ h
kerumun	k ə r u m u n
kerumunan	k ə r u m u n a n
kerun	k ə r u n
keruncingan	k ə r u n t͡ʃ i ŋ a n
kerupuk	k ə r u p u k
kerusakan	k ə r u s a k a n
kerusuhan	k ə r u s u h a n
kerut	k e r u t
kerut	k ə r u t
kervil	k ə r v i l
kesadahan	k ə s a d a h a n
kesadaran	k ə s a d a r a n
kesah	k e s a h
kesal	k ə s a l
kesalahan	k ə s a l a h a n
kesalingan	k ə s a l i ŋ a n
kesalingpahaman	k ə s a l ɪ ŋ p a h a m a n
kesamaan	k ə s a m a a n
kesan	k ə s a n
kesanggrahan	k ə s a ŋ ɡ r a h a n
kesatu	k ə s a t u
kesayangan	k ə s a j a ŋ a n
kesebelas	k ə s ə b ə l a s
kesedapan	k ə s ə d a p a n
kesedihan	k ə s ə d i h a n
kesegarisan	k ə s ə ɡ a r ɪ s a n
kesehatan	k ə s ɛ h a t a n
kesejahteraan	k ə s ə d͡ʒ a h t ə r a a n
kesejalanan	k ə s ə d ʒ a l a n a n
keselesaian	k ə s ə l ə s a i̯ a n
kesembilan	k ə s ə m b i l a n
kesembuhan	k ə s ə m b u h a n
kesemek	k ə s ə m ə k
kesempatan	k ə s ə m p a t a n
kesempetan	k ə s ə m p ə t a n
kesemutan	k ə s ə m u t a n
kesengajaan	k ə s ə ŋ a d͡ʒ a a n
kesenggangan	k ə s ə ŋ ɡ a ŋ a n
kesenggol	k ə s ɛ ŋ ɡ ɔ l
kesenjangan	k ə s ə n d͡ʒ a ŋ a n
kesepahaman	k ə s ə p a h a m a n
kesepakatan	k ə s ə p a k a t a n
kesepuluh	k ə s ə p u l u h
keseragaman	k ə s ə r a ɡ a m a n
keserasian	k ə s ə r a s i a n
keseruan	k ə s ə r u a n
kesesakan	k ə s ə s a k a n
kesesuaian	k ə s ə s u a j a n
kesetanan	k ə s e t a n a n
kesetiakawanan	k ə s ə t i a k a w a n a n
kesetrum	k ə s ə t r u m
kesewenangan	k ə s ə w ə n a ŋ a n
kesialan	k ə s i a l a n
kesiapsiagaan	k ə s i a p s i a ɡ a a n
kesinambungan	k ə s i n a m b u ŋ a n
kesinodean	k ə s i n o d ə a n
kesintingan	k ə s i n t i ŋ a n
kesip	k ə s i p
kesling	k ə s l i ŋ
kesopanan	k ə s o p a n a n
kesosialan	k ə s o s i a l a n
kestabilan	k ə s t a b i l a n
kesturi	k ə s t u r i
kesuburan	k ə s u b ʊ r a n
kesukaan	k ə s u k a a n
kesukaran	k ə s u k a r a n
kesuksesan	k ə s u k s e s a n
kesulitan	k ə s u l i t a n
kesumba	k ə s u m b a
kesusastraan	k ə s u s a s t r a a n
kesusu	k ə s u s u
keswa	k ə s w a
ketabiban	k ə t a b i b a n
ketagihan	k ə t a ɡ i h a n
ketahanan	k ə t a h a n a n
ketahu	k ə t a h u
ketahuan	k ə t a h u a n
ketahui	k ə t a h u i
ketakacuhan	k ə t a k a t͡ʃ u h a n
ketaknormalan	k ə t a ʔ n ɔ r m a l a n
ketakutan	k ə t a k u t a n
ketam	k ə t a m
ketampanan	k ə t a m p a n a n
ketan	k ə t a n
ketapang	k ə t a p a ŋ
ketat	k ə t a t
ketatanegaraan	k ə t a t a n ə ɡ a r a a n
ketawa	k ə t a w a
ketegangan	k ə t ə ɡ a ŋ a n
ketegukan	k ə t ə ɡ u k a n
ketela	k ə t e l a
keteladanan	k ə t ə l a d a n a n
ketelisan	k ə t e l i s a n
ketelitian	k ə t ə l i t i a n
ketemu	k ə t ə m u
ketenaran	k ə t ə n a r a n
keteng	k e t ə ŋ
ketengkas	k e t ə ŋ k a s
ketentuan	k ə t ə n t u a n
ketepatan	k ə t ə p a t a n
ketepercayaan	k ə t ə p ə r t͡ʃ a j a a n
keterampilan	k ə t ə r a m p i l a n
keteranalisisan	k ə t ə r a n a l i s i s a n
keterangan	k ə t ə r a ŋ a n
keterbacaan	k ə t ə r b a t͡ʃ a a n
keterbatasan	k ə t ə r b a t a s a n
keterbukaan	k ə t ə r b u k a ʔ a n
ketercapaian	k ə t ə r t͡ʃ a p a i̯ a n
ketercukupan	k ə t ə r t͡ʃ u k u p a n
ketergantungan	k ə t ə r ɡ a n t ʊ ŋ a n
ketergunaan	k ə t ə r ɡ u n a a n
keterikatan	k ə t ə r i k a t a n
keterkelolaan	k ə t ə r k ə l o l a a n
keterkelolaan	k ə t ə r k ə l o l a ʔ a n
keterkungkungan	k ə t ə r k u ŋ k u ŋ a n
keterkutukan	k ə t ə r k u t u k a n
keterlaluan	k ə t ə r l a l u a n
keterlambatan	k ə t ə r l a m b a t a n
ketermakanan	k ə t ə r m a k a n a n
keterpasaran	k ə t ə r p a s a r a n
keterpengaruhan	k ə t ə r p ə ŋ a r u h a n
ketersediaan	k ə t ə r s ə d i a a n
ketersedotan	k ə t ə r s ə d o t a n
keterserakan	k ə t ə r s e r a k a n
ketersinggungan	k ə t ə r s i ŋ ɡ u ŋ a n
ketertimbalbalikan	k ə t ə r t i m b a l b a l i k a n
ketertutupan	k ə t ə r t u t u p a n
keterwakilan	k ə t ə r w a k i l a n
ketetapan	k ə t ə t a p a n
ketgat	k e t ɡ a t
ketiadaan	k ə t i a d a a n
ketiak	k ə t i a k
ketidaklurusan	k ə t i d a k l u r u s a n
ketidakmampuan	k ə t i d a ʔ m a m p u a n
ketidakmasukakalan	k ə t i d a k m a s u k ʔ a k a l a n
ketidaknormalan	k ə t i d a ʔ n ɔ r m a l a n
ketidaknyamanan	k ə t i d a k ɲ a m a n a n
ketidakpastian	k ə t i d a k p a s t i a n
ketidaksadaran	k ə t i d a ʔ s a d a r a n
ketidaksamaan	k ə t i d a k s a m a ʔ a n
ketidaksesuaian	k ə t i d a k s ə s u a j a n
ketidaksetujuan	k ə t i d a k s ə t u d͡ʒ u a n
ketidakstabilan	k ə t i d a k s t a b i l a n
ketiduran	k ə t i d u r a n
ketiga	k ə t i ɡ a
ketiganya	k ə t i ɡ a ɲ a
ketik	k ə t i k
ketilang	k ə t i l a ŋ
ketimbang	k ə t ɪ m b a ŋ
ketimpangan	k ə t ɪ m p a ŋ a n
ketinggalan	k ə t i ŋ ɡ a l a n
ketinggian	k ə t i ŋ ɡ i a n
ketip	k ə t ɪ p̚
ketola	k ə t o l a
ketombe	k ə t ɔ m b e
ketonggeng	k ə t o ŋ ɡ e ŋ
ketopong	k ə t o p o ŋ
kets	k ɛ t s
ketua	k ə t u a
ketuban	k ə t u b a n
ketuhanan	k ə t u h a n a n
ketujuh	k ə t u d͡ʒ u h
ketuk	k ə t u k
ketuk	k ə t ʊ ʔ
ketukan	k ə t u k a n
ketulangan	k ə t u l a ŋ a n
ketulusan	k ə t u l u s a n
ketum	k ə t u m
ketumak	k ə t u m a k
ketumbar	k ə t ʊ m b a r
ketumpahan	k ə t u m p a h a n
ketungging	k ə t u ŋ ɡ i ŋ
ketuntasan	k ə t u n t a s a n
ketupat	k ə t u p a t
ketur	k ə t u r
keturunan	k ə t u r u n a n
ketutup	k ə t u t ʊ p̚
ketutupin	k ə t u t u p ɪ n
keunggulan	k ə ŋ ɡ u l a n
keuntungan	k ə u n t u ŋ a n
keusangan	k ə u s a ŋ a n
keuskupan	k ə u s k u p a n
keutamaan	k ə u t a m a a n
kewajaran	k ə w a d͡ʒ a r a n
kewajiban	k ə w a d͡ʒ i b a n
kewalahan	k ə w a l a h a n
kewarganegaraan	k ə w a r ɡ a n ə ɡ a r a a n
kewartawanan	k ə w a r t a w a n a n
kewaspadaan	k ə w a s p a d a a n
kewedanaan	k ə w e d a n a a n
kewenangan	k ə w ə n a ŋ a n
keyakinan	k ə j a k i n a n
kezuhudan	k ə z u h u d a n
khaki	x a k i
khalayak	x a l a j a ʔ
khalifah	x a l i f a ʔ
khamar	x a m a r
khamir	x a m i r
khanjar	x a n d͡ʒ a r
khasiat	x a s i a t
khat	x a t
khatam	h a t a m
khatam	k a t a m
khatam	x a t a m
khatulistiwa	k a t u l i s t i w a
khatulistiwa	x a t u l i s t i w a
khawatir	h a w a t ɪ r
khawatir	k a w a t ɪ r
khawatir	x a w a t ɪ r
khayal	x a j a l
khayalan	x a j a l a n
khazanah	x a z a n a h
khidmat	x i d m a t
khilafah	x i l a f a h
khitan	x i t a n
khizanatulkitab	x i z a n a t u l k i t a b
khoja	k o d͡ʒ a
khoja	x o d͡ʒ a
khulasah	x u l a s a h
khusus	x u s u s
khusyuk	x u ʃ u ʔ
ki	k i
kiai	k i a i̯
kiamat	k i a m a t̚
kias	k i a s
kiaskan	k i a s k a n
kibar	k i b a r
kibaran	k i b a r a n
kiblat	k i b l a t
kicauan	k i t͡ʃ a u̯ a n
kicuit	k i t͡ʃ u i t
kidal	k i d a l
kidung	k i d u ŋ
kijang	k i d͡ʒ a ŋ
kikir	k i k ɪ r
kikuk	k i k ʊ k̚
kilang	k i l a ŋ
kilap	k i l a p
kilat	k i l a t
kim	k i m
kima	k i m a
kimai	k i m a i̯
kimak	k i m a ʔ
kimci	k i m t͡ʃ i
kimia	k i m i a
kimiawan	k i m i a w a n
kimiawi	k i m i a w i
kimlo	k ɪ m l o
kimo	k i m o
kimono	k i m o n o
kimpal	k i m p a l
kimus	k i m ʊ s
kinako	k i n a k o
kinantan	k i n a n t a n
kinarya	k i n a r j a
kinase	k i n a s ə
kincir	k i n t͡ʃ i r
kinclong	k i n t͡ʃ l o ŋ
kinematika	k i n e m a t i k a
kinematis	k i n e m a t i s
kinetik	k i n e t i k
kinetis	k i n e t i s
kini	k i n i
kinoa	k i n o a̯
kinyang	k i ɲ a ŋ
kio	k i o
kipas	k i p a s
kipasan	k i p a s a n
kipsiau	k i p s i a u̯
kir	k i r
kira	k i r a
kirab	k i r a b
kirana	k i r a n a
kirap	k i r a p
kiri	k i r i
kirik	k i r i k
kirim	k i r i m
kiropraktik	k i r o p r a k t i k
kirtimuka	k i r t i m u k a
kisah	k i s a h
kisaran	k i s a r a n
kisdam	k i s d a m
kisi	k i s i
kista	k i s t a
kit	k i t
kita	k i t a
kitab	k i t a b
kitar	k i t a r
kitas	k i t a s
kiting	k i t i ŋ
kiwi	k i w i
klaim	k l a i m
klaim	k l e i m
klakson	k l a k s o n
klamidia	k l a m i d i a
klandestin	k l a n d e s t i n
klappertaart	k l a p ə r t a r t
klasemen	k l a s ə m ɛ n
klasifikasi	k l a s i f i k a s i
klasik	k l a s i k
klasikal	k l a s ɪ k a l
klausura	k l a u s u r a
klaver	k l a v ə r
klavus	k l a v u s
klem	k l ɛ m
klemben	k l ə m b ə n
klep	k l ɛ p̚
klepon	k l ə p ɔ n
klerek	k l e r ə k
klimatologi	k l i m a t o l o ɡ i
