A	ʔ aː ˧˧
nhỏ nhắn	ɲ ɔ ˨˩˦ ɲ a ŋ ˦˥
nhỏ nhặt	ɲ ɔ ˨˩˦ ɲ a k̚ ˨˩˨
nhỏ nhẹ	ɲ ɔ ˨˩˦ ɲ ɛ ˨˩˨
nhỏ thó	ɲ ɔ ˨˩˦ tʰ ɔ ˦˥
nhỏ to	ɲ ɔ ˨˩˦ t ɔ ˧˧
nhỏ xíu	ɲ ɔ ˨˩˦ s i w ˦˥
nhỏm	ɲ ɔ m ˨˩˦
nhỏng	ɲ a w ŋ͡m ˨˩˦
nhốn nháo	ɲ o ŋ ˦˥ ɲ aː w ˦˥
nhốt	ɲ o k̚ ˦˥
nhồi	ɲ o j ˨˩
nhồi máu	ɲ o j ˨˩ m a w ˦˥
nhồi máu	ɲ o j ˨˩ m aː w ˦˥
nhồi máu cơ tim	ɲ o j ˨˩ m a w ˦˥ k əː ˧˧ t i m ˧˧
nhồi máu cơ tim	ɲ o j ˨˩ m aː w ˦˥ k əː ˧˧ t i m ˧˧
nhồi nhét	ɲ o j ˨˩ ɲ ɛ k̚ ˦˥
nhồi sọ	ɲ o j ˨˩ s ɔ ˨˩˨
nhồi sọ	ɲ o j ˨˩ ʂ ɔ ˨˩˨
nhồm nhoàm	ɲ o m ˨˩ ɲ w aː m ˨˩
nhồng	ɲ ə w ŋ͡m ˨˩
nhổ	ɲ o w ˨˩˦
nhổ giò	ɲ o w ˨˩˦ j ɔ ˨˩
nhổm	ɲ o m ˨˩˦
nhội	ɲ o j ˨˩˨
nhộn	ɲ o ŋ ˨˩˨
nhộn nhịp	ɲ o ŋ ˨˩˨ ɲ i p̚ ˨˩˨
nhộng	ɲ ə w ŋ͡m ˨˩˨
nhột	ɲ o k̚ ˨˩˨
nhớ	ɲ əː ˦˥
nhớ nhung	ɲ əː ˦˥ ɲ ʊ w ŋ͡m ˧˧
nhớ ra	ɲ əː ˦˥ ɹ aː ˧˧
nhớ đời	ɲ əː ˦˥ ʔ ɗ əː j ˨˩
nhớn	ɲ əː ŋ ˦˥
nhớp	ɲ əː p̚ ˦˥
nhớt	ɲ əː k̚ ˦˥
nhờ	ɲ əː ˨˩
nhờ cậy	ɲ əː ˨˩ k ə j ˨˩˨
nhờ vả	ɲ əː ˨˩ j aː ˨˩˦
nhờ vả	ɲ əː ˨˩ v aː ˨˩˦
nhời	ɲ əː j ˨˩
nhờn	ɲ əː ŋ ˨˩
nhởi	ɲ əː j ˨˩˦
nhởn nhơ	ɲ əː ŋ ˨˩˦ ɲ əː ˧˧
nhỡ	ɲ əː ˨˩˦
nhỡ nhàng	ɲ əː ˨˩˦ ɲ aː ŋ ˨˩
nhợn	ɲ əː ŋ ˨˩˨
nhợt	ɲ əː k̚ ˨˩˨
nhợt nhạt	ɲ əː k̚ ˨˩˨ ɲ aː k̚ ˨˩˨
nhục	ɲ ʊ w k͡p̚ ˨˩˨
nhục hình	ɲ ʊ w k͡p̚ ˨˩˨ h ɨ n ˨˩
nhục nhã	ɲ ʊ w k͡p̚ ˨˩˨ ɲ aː ˨˩˦
nhục quế	ɲ ʊ w k͡p̚ ˨˩˨ w e j ˦˥
nhục đậu khấu	ɲ ʊ w k͡p̚ ˨˩˨ ʔ ɗ ə w ˨˩˨ kʰ ə w ˦˥
nhụt	ɲ ʊ k͡p̚ ˨˩˨
nhụt chí	ɲ ʊ k͡p̚ ˨˩˨ c ɪ j ˦˥
nhủ	ɲ ʊ w ˨˩˦
nhủi	ɲ u j ˨˩˦
nhức	ɲ ɨ k̚ ˦˥
nhức nhối	ɲ ɨ k̚ ˦˥ ɲ o j ˦˥
nhứt	ɲ ɨ k̚ ˦˥
nhừ	ɲ ɨ ˨˩
nhừ tử	ɲ ɨ ˨˩ t ɨ ˨˩˦
nhử	ɲ ɨ ˨˩˦
những	ɲ ɨ ŋ ˨˩˦
nhựa	ɲ ɨ ə ˨˩˨
nhựa thơm	ɲ ɨ ə ˨˩˨ tʰ əː m ˧˧
nhựa thơm trắng	ɲ ɨ ə ˨˩˨ tʰ əː m ˧˧ ʈ a ŋ ˦˥
nhựa đường	ɲ ɨ ə ˨˩˨ ʔ ɗ ɨ ə ŋ ˨˩
ni	n ɪ j ˧˧
ni cô	n ɪ j ˧˧ k o w ˧˧
ni lông	n ɪ j ˧˧ l ə w ŋ͡m ˧˧
ni viện	n ɪ j ˧˧ j i ə ŋ ˨˩˨
ni viện	n ɪ j ˧˧ v i ə ŋ ˨˩˨
nia	n i ə ˧˧
nick	n ɨ t̚ ˦˥
nicotin	n ɪ j ˧˧ k o w ˧˧ t ɨ n ˧˧
nihoni	n ɪ j ˧˧ h o w ˧˧ n ɪ j ˧˧
niken	n ɪ j ˧˧ k ɛ n ˧˧
ninh	n ɨ n ˧˧
niobi	n ɪ j ˧˧ ʔ o w ˧˧ ʔ ɓ ɪ j ˧˧
nitrat	n ɪ j ˧˧ ʈ aː k̚ ˦˥
nitroglyxerin	n ɪ j ˧˧ ʈ ɔ ˧˧ ɣ l ɪ j ˧˧ s ɛ ˧˧ ɹ ɨ n ˧˧
nitơ	n ɪ j ˧˧ t əː ˧˧
niêm	n i m ˧˧
niêm mạc	n i m ˧˧ m aː k̚ ˨˩˨
niêm phong	n i m ˧˧ f a w ŋ͡m ˧˧
niên	n i ə ŋ ˧˧
niên biểu	n i ə ŋ ˧˧ ʔ ɓ i w ˨˩˦
niên giám	n i ə ŋ ˧˧ j aː m ˦˥
niên giám điện thoại	n i ə ŋ ˧˧ j aː m ˦˥ ʔ ɗ i ə ŋ ˨˩˨ tʰ ⁽ʷ ⁾ aː j ˨˩˨
niên hiệu	n i ə ŋ ˧˧ h i w ˨˩˨
niên thiếu	n i ə ŋ ˧˧ tʰ i w ˦˥
niên đại	n i ə ŋ ˧˧ ʔ ɗ aː j ˨˩˨
niên đại học	n i ə ŋ ˧˧ ʔ ɗ aː j ˨˩˨ h a w k͡p̚ ˨˩˨
niêu	n i w ˧˧
niết bàn	n i ə k̚ ˦˥ ʔ ɓ aː ŋ ˨˩
niềm	n i m ˨˩
niềm nở	n i m ˨˩ n əː ˨˩˦
niền	n i ə ŋ ˨˩
niềng	n i ə ŋ ˨˩
niễng	n i ə ŋ ˨˩˦
niễng mũn	n i ə ŋ ˨˩˦ m ʊ w ŋ͡m ˨˩˦
niệm	n i m ˨˩˨
niệm Phật	n i m ˨˩˨ f ə k̚ ˨˩˨
niệm chú	n i m ˨˩˨ c ʊ w ˦˥
niệt	n i ə k̚ ˨˩˨
niệu khoa	n i w ˨˩˨ kʰ w aː ˧˧
niệu quản	n i w ˨˩˨ w aː ŋ ˨˩˦
niệu đạo	n i w ˨˩˨ ʔ ɗ aː w ˨˩˨
no	n ɔ ˧˧
no bụng	n ɔ ˧˧ ʔ ɓ ʊ w ŋ͡m ˨˩˨
no bụng đói con mắt	n ɔ ˧˧ ʔ ɓ ʊ w ŋ͡m ˨˩˨ ʔ ɗ ɔ j ˦˥ k ɔ ŋ ˧˧ m a k̚ ˦˥
no nê	n ɔ ˧˧ n e j ˧˧
no đủ	n ɔ ˧˧ ʔ ɗ ʊ w ˨˩˦
no ấm	n ɔ ˧˧ ʔ ə m ˦˥
nobeli	n o w ˧˧ ʔ ɓ e j ˧˧ l ɪ j ˧˧
noi	n ɔ j ˧˧
noi gương	n ɔ j ˧˧ ɣ ɨ ə ŋ ˧˧
nom	n ɔ m ˧˧
nom dòm	n ɔ m ˧˧ j ɔ m ˨˩
non	n ɔ ŋ ˧˧
non choẹt	n ɔ ŋ ˧˧ c ⁽ʷ ⁾ ɛ k̚ ˨˩˨
non nước	n ɔ ŋ ˧˧ n ɨ ə k̚ ˦˥
non nớt	n ɔ ŋ ˧˧ n əː k̚ ˦˥
non sông	n ɔ ŋ ˧˧ s ə w ŋ͡m ˧˧
non sông	n ɔ ŋ ˧˧ ʂ ə w ŋ͡m ˧˧
nong	n a w ŋ͡m ˧˧
noãn	n w aː ŋ ˨˩˦
noãn hoàng	n w aː ŋ ˨˩˦ w aː ŋ ˨˩
noãn thai sinh	n w aː ŋ ˨˩˦ tʰ aː j ˧˧ s ɨ n ˧˧
noãn thai sinh	n w aː ŋ ˨˩˦ tʰ aː j ˧˧ ʂ ɨ n ˧˧
nua	n u ə ˧˧
nui	n u j ˧˧
nung	n ʊ w ŋ͡m ˧˧
nung nấu	n ʊ w ŋ͡m ˧˧ n ə w ˦˥
nuy	n w ɪ j ˧˧
nuôi	n u j ˧˧
nuôi cấy	n u j ˧˧ k ə j ˦˥
nuôi dưỡng	n u j ˧˧ j ɨ ə ŋ ˨˩˦
nuôi nấng	n u j ˧˧ n ə ŋ ˦˥
nuôi ong tay áo	n u j ˧˧ ʔ a w ŋ͡m ˧˧ t a j ˧˧ ʔ aː w ˦˥
nuôi ong tay áo	n u j ˧˧ ʔ a w ŋ͡m ˧˧ t aː j ˧˧ ʔ aː w ˦˥
nuôi sống	n u j ˧˧ s ə w ŋ͡m ˦˥
nuôi sống	n u j ˧˧ ʂ ə w ŋ͡m ˦˥
nuông	n u ə ŋ ˧˧
nuông chiều	n u ə ŋ ˧˧ c i w ˨˩
nuối	n u j ˦˥
nuối tiếc	n u j ˦˥ t i ə k̚ ˦˥
nuốt	n u ə k̚ ˦˥
nuốt chửng	n u ə k̚ ˦˥ c ɨ ŋ ˨˩˦
nuốt lời	n u ə k̚ ˦˥ l əː j ˨˩
nuột	n u ə k̚ ˨˩˨
nà	n aː ˨˩
nài	n aː j ˨˩
nàng	n aː ŋ ˨˩
nàng thơ	n aː ŋ ˨˩ tʰ əː ˧˧
nàng tiên	n aː ŋ ˨˩ t i ə ŋ ˧˧
nàng tiên cá	n aː ŋ ˨˩ t i ə ŋ ˧˧ k aː ˦˥
nào	n aː w ˨˩
nào giờ	n aː w ˨˩ j əː ˨˩
nào ngờ	n aː w ˨˩ ŋ əː ˨˩
này	n a j ˨˩
này	n aː j ˨˩
này kia khác nọ	n a j ˨˩ k i ə ˧˧ kʰ aː k̚ ˦˥ n ɔ ˨˩˨
này kia khác nọ	n aː j ˨˩ k i ə ˧˧ kʰ aː k̚ ˦˥ n ɔ ˨˩˨
này nọ	n a j ˨˩ n ɔ ˨˩˨
này nọ	n aː j ˨˩ n ɔ ˨˩˨
ná	n aː ˦˥
ná thở	n aː ˦˥ tʰ əː ˨˩˦
nác	n aː k̚ ˦˥
nác méng	n aː k̚ ˦˥ m ɛ ŋ ˦˥
nách	n a t̚ ˦˥
nái	n aː j ˦˥
nám	n aː m ˦˥
nán	n aː ŋ ˦˥
náng	n aː ŋ ˦˥
náo	n aː w ˦˥
náo loạn	n aː w ˦˥ l ⁽ʷ ⁾ aː ŋ ˨˩˨
náo nhiệt	n aː w ˦˥ ɲ i ə k̚ ˨˩˨
náo nức	n aː w ˦˥ n ɨ k̚ ˦˥
náo động	n aː w ˦˥ ʔ ɗ ə w ŋ͡m ˨˩˨
nát	n aː k̚ ˦˥
nát rượu	n aː k̚ ˦˥ ɹ ɨ ə w ˨˩˨
náu	n a w ˦˥
náu	n aː w ˦˥
nâng	n ə ŋ ˧˧
nâng bi	n ə ŋ ˧˧ ʔ ɓ ɪ j ˧˧
nâng cao	n ə ŋ ˧˧ k aː w ˧˧
nâng cấp	n ə ŋ ˧˧ k ə p̚ ˦˥
nâng niu	n ə ŋ ˧˧ n i w ˧˧
nâng đỡ	n ə ŋ ˧˧ ʔ ɗ əː ˨˩˦
nâu	n ə w ˧˧
nây	n ə j ˧˧
nã	n aː ˨˩˦
não	n aː w ˨˩˦
não bộ	n aː w ˨˩˦ ʔ ɓ o w ˨˩˨
não cá vàng	n aː w ˨˩˦ k aː ˦˥ j aː ŋ ˨˩
não cá vàng	n aː w ˨˩˦ k aː ˦˥ v aː ŋ ˨˩
não mô cầu	n aː w ˨˩˦ m o w ˧˧ k ə w ˨˩
não ngắn	n aː w ˨˩˦ ŋ a ŋ ˦˥
não nuột	n aː w ˨˩˦ n u ə k̚ ˨˩˨
não nùng	n aː w ˨˩˦ n ʊ w ŋ͡m ˨˩
não nề	n aː w ˨˩˦ n e j ˨˩
não to	n aː w ˨˩˦ t ɔ ˧˧
não trạng	n aː w ˨˩˦ ʈ aː ŋ ˨˩˨
nãy	n a j ˨˩˦
nãy	n aː j ˨˩˦
nãy giờ	n a j ˨˩˦ j əː ˨˩
nãy giờ	n aː j ˨˩˦ j əː ˨˩
nè	n ɛ ˨˩
né	n ɛ ˦˥
né tránh	n ɛ ˦˥ ʈ a n ˦˥
néc	n ɛ k̚ ˦˥
ném	n ɛ m ˦˥
ném bom	n ɛ m ˦˥ ʔ ɓ ɔ m ˧˧
ném tạ	n ɛ m ˦˥ t aː ˨˩˨
ném đá giấu tay	n ɛ m ˦˥ ʔ ɗ aː ˦˥ j ə w ˦˥ t a j ˧˧
ném đá giấu tay	n ɛ m ˦˥ ʔ ɗ aː ˦˥ j ə w ˦˥ t aː j ˧˧
nén	n ɛ ŋ ˦˥
nép	n ɛ p̚ ˦˥
nét	n ɛ k̚ ˦˥
nét mặt	n ɛ k̚ ˦˥ m a k̚ ˨˩˨
nét ngài	n ɛ k̚ ˦˥ ŋ aː j ˨˩
nê	n e j ˧˧
nêm	n e m ˧˧
nêm nếm	n e m ˧˧ n e m ˦˥
nên	n əː n ˧˧
nên chăng	n əː n ˧˧ c a ŋ ˧˧
nên hồn	n əː n ˧˧ h o ŋ ˨˩
nên người	n əː n ˧˧ ŋ ɨ j ˨˩
nên thân	n əː n ˧˧ tʰ ə ŋ ˧˧
nên thơ	n əː n ˧˧ tʰ əː ˧˧
nêu	n e w ˧˧
nêu bật	n e w ˧˧ ʔ ɓ ə k̚ ˨˩˨
nêu gương	n e w ˧˧ ɣ ɨ ə ŋ ˧˧
nêu ra	n e w ˧˧ ɹ aː ˧˧
ní	n ɪ j ˦˥
ních	n ɨ t̚ ˦˥
nín	n ɨ n ˦˥
nín nhịn	n ɨ n ˦˥ ɲ ɨ n ˨˩˨
nít	n ɨ t̚ ˦˥
níu	n i w ˦˥
níu kéo	n i w ˦˥ k ɛ w ˦˥
nò	n ɔ ˨˩
nòi	n ɔ j ˨˩
nòi giống	n ɔ j ˨˩ j ə w ŋ͡m ˦˥
nòng	n a w ŋ͡m ˨˩
nòng cốt	n a w ŋ͡m ˨˩ k o k̚ ˦˥
nòng nọc	n a w ŋ͡m ˨˩ n a w k͡p̚ ˨˩˨
nòng trơn	n a w ŋ͡m ˨˩ ʈ əː ŋ ˧˧
nó	n ɔ ˦˥
nóc	n a w k͡p̚ ˦˥
nói	n ɔ j ˦˥
nói chung	n ɔ j ˦˥ c ʊ w ŋ͡m ˧˧
nói chuyện	n ɔ j ˦˥ c ⁽ʷ ⁾ i ə ŋ ˨˩˨
nói chơi	n ɔ j ˦˥ c əː j ˧˧
nói dối	n ɔ j ˦˥ j o j ˦˥
nói gì thì nói	n ɔ j ˦˥ j ɪ j ˨˩ tʰ ɪ j ˨˩ n ɔ j ˦˥
nói hươu nói vượn	n ɔ j ˦˥ h ɨ ə w ˧˧ n ɔ j ˦˥ j ɨ ə ŋ ˨˩˨
nói hươu nói vượn	n ɔ j ˦˥ h ɨ ə w ˧˧ n ɔ j ˦˥ v ɨ ə ŋ ˨˩˨
nói khoác	n ɔ j ˦˥ kʰ w aː k̚ ˦˥
nói khó	n ɔ j ˦˥ kʰ ɔ ˦˥
nói leo	n ɔ j ˦˥ l ɛ w ˧˧
nói lái	n ɔ j ˦˥ l aː j ˦˥
nói láo	n ɔ j ˦˥ l aː w ˦˥
nói lậm	n ɔ j ˦˥ l ə m ˨˩˨
nói móc	n ɔ j ˦˥ m a w k͡p̚ ˦˥
nói một đằng làm một nẻo	n ɔ j ˦˥ m o k̚ ˨˩˨ ʔ ɗ a ŋ ˨˩ l aː m ˨˩ m o k̚ ˨˩˨ n ɛ w ˨˩˦
nói ngọng	n ɔ j ˦˥ ŋ a w ŋ͡m ˨˩˨
nói nhỏ	n ɔ j ˦˥ ɲ ɔ ˨˩˦
nói này nói kia	n ɔ j ˦˥ n a j ˨˩ n ɔ j ˦˥ k i ə ˧˧
nói này nói kia	n ɔ j ˦˥ n aː j ˨˩ n ɔ j ˦˥ k i ə ˧˧
nói năng	n ɔ j ˦˥ n a ŋ ˧˧
nói phét	n ɔ j ˦˥ f ɛ k̚ ˦˥
nói riêng	n ɔ j ˦˥ ɹ i ə ŋ ˧˧
nói sạo	n ɔ j ˦˥ s aː w ˨˩˨
nói sạo	n ɔ j ˦˥ ʂ aː w ˨˩˨
nói thách	n ɔ j ˦˥ tʰ a t̚ ˦˥
nói thầm	n ɔ j ˦˥ tʰ ə m ˨˩
nói thẳng	n ɔ j ˦˥ tʰ a ŋ ˨˩˦
nói trắng ra	n ɔ j ˦˥ ʈ a ŋ ˦˥ ɹ aː ˧˧
nói vã bọt mép	n ɔ j ˦˥ j aː ˨˩˦ ʔ ɓ ɔ k̚ ˨˩˨ m ɛ p̚ ˦˥
nói vã bọt mép	n ɔ j ˦˥ v aː ˨˩˦ ʔ ɓ ɔ k̚ ˨˩˨ m ɛ p̚ ˦˥
nói xấu	n ɔ j ˦˥ s ə w ˦˥
nói đâu quên đấy	n ɔ j ˦˥ ʔ ɗ ə w ˧˧ w əː n ˧˧ ʔ ɗ ə j ˦˥
nói đớt	n ɔ j ˦˥ ʔ ɗ əː k̚ ˦˥
nón	n ɔ ŋ ˦˥
nón ba tầm	n ɔ ŋ ˦˥ ʔ ɓ aː ˧˧ t ə m ˨˩
nón bài thơ	n ɔ ŋ ˦˥ ʔ ɓ aː j ˨˩ tʰ əː ˧˧
nón bảo hiểm	n ɔ ŋ ˦˥ ʔ ɓ aː w ˨˩˦ h i m ˨˩˦
nón len	n ɔ ŋ ˦˥ l ɛ ŋ ˧˧
nón lá	n ɔ ŋ ˦˥ l aː ˦˥
nón lưỡi trai	n ɔ ŋ ˦˥ l ɨ j ˨˩˦ ʈ aː j ˧˧
nón mê	n ɔ ŋ ˦˥ m e j ˧˧
nón mũ	n ɔ ŋ ˦˥ m ʊ w ˨˩˦
nón quai thao	n ɔ ŋ ˦˥ w aː j ˧˧ tʰ aː w ˧˧
nóng	n a w ŋ͡m ˦˥
nóng bỏng	n a w ŋ͡m ˦˥ ʔ ɓ a w ŋ͡m ˨˩˦
nóng chảy	n a w ŋ͡m ˦˥ c a j ˨˩˦
nóng chảy	n a w ŋ͡m ˦˥ c aː j ˨˩˦
nóng giận	n a w ŋ͡m ˦˥ j ə ŋ ˨˩˨
nóng hổi	n a w ŋ͡m ˦˥ h o j ˨˩˦
nóng lòng	n a w ŋ͡m ˦˥ l a w ŋ͡m ˨˩
nóng máy	n a w ŋ͡m ˦˥ m a j ˦˥
nóng máy	n a w ŋ͡m ˦˥ m aː j ˦˥
nóng nảy	n a w ŋ͡m ˦˥ n a j ˨˩˦
nóng nảy	n a w ŋ͡m ˦˥ n aː j ˨˩˦
nóng nực	n a w ŋ͡m ˦˥ n ɨ k̚ ˨˩˨
nóng ruột	n a w ŋ͡m ˦˥ ɹ u ə k̚ ˨˩˨
nóng sốt	n a w ŋ͡m ˦˥ s o k̚ ˦˥
nóng sốt	n a w ŋ͡m ˦˥ ʂ o k̚ ˦˥
nóng tính	n a w ŋ͡m ˦˥ t ɨ n ˦˥
nóng vội	n a w ŋ͡m ˦˥ j o j ˨˩˨
nóng vội	n a w ŋ͡m ˦˥ v o j ˨˩˨
nóp	n ɔ p̚ ˦˥
nô	n o w ˧˧
nô dịch	n o w ˧˧ j ɨ t̚ ˨˩˨
nô lệ	n o w ˧˧ l e j ˨˩˨
nô nức	n o w ˧˧ n ɨ k̚ ˦˥
nô tài	n o w ˧˧ t aː j ˨˩
nô tì	n o w ˧˧ t ɪ j ˨˩
nô đùa	n o w ˧˧ ʔ ɗ u ə ˨˩
nôi	n o j ˧˧
nôm	n o m ˧˧
nôm na	n o m ˧˧ n aː ˧˧
nôn	n o ŋ ˧˧
nôn khan	n o ŋ ˧˧ kʰ aː ŋ ˧˧
nôn nao	n o ŋ ˧˧ n aː w ˧˧
nôn nóng	n o ŋ ˧˧ n a w ŋ͡m ˦˥
nôn nả	n o ŋ ˧˧ n aː ˨˩˦
nông	n ə w ŋ͡m ˧˧
nông choèn	n ə w ŋ͡m ˧˧ c ⁽ʷ ⁾ ɛ ŋ ˨˩
nông cạn	n ə w ŋ͡m ˧˧ k aː ŋ ˨˩˨
nông cụ	n ə w ŋ͡m ˧˧ k ʊ w ˨˩˨
nông dân	n ə w ŋ͡m ˧˧ j ə ŋ ˧˧
nông gia	n ə w ŋ͡m ˧˧ j aː ˧˧
nông học	n ə w ŋ͡m ˧˧ h a w k͡p̚ ˨˩˨
nông nghiệp	n ə w ŋ͡m ˧˧ ŋ i p̚ ˨˩˨
nông nghiệp hữu cơ	n ə w ŋ͡m ˧˧ ŋ i p̚ ˨˩˨ h ɨ w ˨˩˦ k əː ˧˧
nông nghiệp thông minh	n ə w ŋ͡m ˧˧ ŋ i p̚ ˨˩˨ tʰ ə w ŋ͡m ˧˧ m ɨ n ˧˧
nông nhàn	n ə w ŋ͡m ˧˧ ɲ aː ŋ ˨˩
nông nô	n ə w ŋ͡m ˧˧ n o w ˧˧
nông nổi	n ə w ŋ͡m ˧˧ n o j ˨˩˦
nông nỗi	n ə w ŋ͡m ˧˧ n o j ˨˩˦
nông phu	n ə w ŋ͡m ˧˧ f ʊ w ˧˧
nông sản	n ə w ŋ͡m ˧˧ s aː ŋ ˨˩˦
nông sản	n ə w ŋ͡m ˧˧ ʂ aː ŋ ˨˩˦
nông sợt	n ə w ŋ͡m ˧˧ s əː k̚ ˨˩˨
nông sợt	n ə w ŋ͡m ˧˧ ʂ əː k̚ ˨˩˨
nông thôn	n ə w ŋ͡m ˧˧ tʰ o ŋ ˧˧
nông thôn mới	n ə w ŋ͡m ˧˧ tʰ o ŋ ˧˧ m əː j ˦˥
nông trường	n ə w ŋ͡m ˧˧ ʈ ɨ ə ŋ ˨˩
nông trại	n ə w ŋ͡m ˧˧ ʈ aː j ˨˩˨
nôốc	n o k̚ ˦˥
nõ	n ɔ ˨˩˦
nõn	n ɔ ŋ ˨˩˦
nùi	n u j ˨˩
núc	n ʊ w k͡p̚ ˦˥
núc nác	n ʊ w k͡p̚ ˦˥ n aː k̚ ˦˥
núi	n u j ˦˥
núi Nhạn	n u j ˦˥ ɲ aː ŋ ˨˩˨
núi cao còn có núi cao hơn	n u j ˦˥ k aː w ˧˧ k ɔ ŋ ˨˩ k ɔ ˦˥ n u j ˦˥ k aː w ˧˧ h əː ŋ ˧˧
núi lửa	n u j ˦˥ l ɨ ə ˨˩˦
núi ngầm	n u j ˦˥ ŋ ə m ˨˩
núi non	n u j ˦˥ n ɔ ŋ ˧˧
núi rừng	n u j ˦˥ ɹ ɨ ŋ ˨˩
núi sông	n u j ˦˥ s ə w ŋ͡m ˧˧
núi sông	n u j ˦˥ ʂ ə w ŋ͡m ˧˧
núm	n ʊ m ˦˥
núm vú	n ʊ m ˦˥ j ʊ w ˦˥
núm vú	n ʊ m ˦˥ v ʊ w ˦˥
núm vú giả	n ʊ m ˦˥ j ʊ w ˦˥ j aː ˨˩˦
núm vú giả	n ʊ m ˦˥ v ʊ w ˦˥ j aː ˨˩˦
núng	n ʊ w ŋ͡m ˦˥
núng thế	n ʊ w ŋ͡m ˦˥ tʰ e j ˦˥
núp	n ʊ p̚ ˦˥
nút	n ʊ k͡p̚ ˦˥
nút bấm	n ʊ k͡p̚ ˦˥ ʔ ɓ ə m ˦˥
nút bần	n ʊ k͡p̚ ˦˥ ʔ ɓ ə ŋ ˨˩
nút ruồi	n ʊ k͡p̚ ˦˥ ɹ u j ˨˩
năm	n a m ˧˧
năm Thìn bão lụt	n a m ˧˧ tʰ ɨ n ˨˩ ʔ ɓ aː w ˨˩˦ l ʊ k͡p̚ ˨˩˨
năm châu bốn bể	n a m ˧˧ c ə w ˧˧ ʔ ɓ o ŋ ˦˥ ʔ ɓ e j ˨˩˦
năm học	n a m ˧˧ h a w k͡p̚ ˨˩˨
năm mười	n a m ˧˧ m ɨ j ˨˩
năm mới	n a m ˧˧ m əː j ˦˥
năm ngoái	n a m ˧˧ ŋ w aː j ˦˥
năm nhuận	n a m ˧˧ ɲ w ə ŋ ˨˩˨
năm tháng	n a m ˧˧ tʰ aː ŋ ˦˥
năm thì mười hoạ	n a m ˧˧ tʰ ɪ j ˨˩ m ɨ j ˨˩ w aː ˨˩˨
năm tài chính	n a m ˧˧ t aː j ˨˩ c ɨ n ˦˥
năm xưa	n a m ˧˧ s ɨ ə ˧˧
năm ánh sáng	n a m ˧˧ ʔ a n ˦˥ s aː ŋ ˦˥
năm ánh sáng	n a m ˧˧ ʔ a n ˦˥ ʂ aː ŋ ˦˥
năn	n a ŋ ˧˧
năn ngọt	n a ŋ ˧˧ ŋ ɔ k̚ ˨˩˨
năn nỉ	n a ŋ ˧˧ n ɪ j ˨˩˦
năng	n a ŋ ˧˧
năng khiếu	n a ŋ ˧˧ kʰ i w ˦˥
năng lượng	n a ŋ ˧˧ l ɨ ə ŋ ˨˩˨
năng lực	n a ŋ ˧˧ l ɨ k̚ ˨˩˨
năng nhặt chặt bị	n a ŋ ˧˧ ɲ a k̚ ˨˩˨ c a k̚ ˨˩˨ ʔ ɓ ɪ j ˨˩˨
năng nổ	n a ŋ ˧˧ n o w ˨˩˦
năng suất	n a ŋ ˧˧ s ⁽ʷ ⁾ ə k̚ ˦˥
năng suất	n a ŋ ˧˧ ʂ ⁽ʷ ⁾ ə k̚ ˦˥
năng động	n a ŋ ˧˧ ʔ ɗ ə w ŋ͡m ˨˩˨
nĩa	n i ə ˨˩˦
nũng	n ʊ w ŋ͡m ˨˩˦
nơ	n əː ˧˧
nơ bướm	n əː ˧˧ ʔ ɓ ɨ ə m ˦˥
nơi	n əː j ˧˧
nơi chốn	n əː j ˧˧ c o ŋ ˦˥
nơi nơi	n əː j ˧˧ n əː j ˧˧
nơi sinh	n əː j ˧˧ s ɨ n ˧˧
nơi sinh	n əː j ˧˧ ʂ ɨ n ˧˧
nơm	n əː m ˧˧
nơm nớp	n əː m ˧˧ n əː p̚ ˦˥
nơtron	n əː ˧˧ ʈ ə w ŋ͡m ˧˧
nưa	n ɨ ə ˧˧
nương	n ɨ ə ŋ ˧˧
nương long	n ɨ ə ŋ ˧˧ l a w ŋ͡m ˧˧
nương náu	n ɨ ə ŋ ˧˧ n a w ˦˥
nương náu	n ɨ ə ŋ ˧˧ n aː w ˦˥
nương thân	n ɨ ə ŋ ˧˧ tʰ ə ŋ ˧˧
nương tử	n ɨ ə ŋ ˧˧ t ɨ ˨˩˦
nước	n ɨ ə k̚ ˦˥
nước Bắc	n ɨ ə k̚ ˦˥ ʔ ɓ a k̚ ˦˥
nước Mĩ	n ɨ ə k̚ ˦˥ m ɪ j ˨˩˦
nước Nam	n ɨ ə k̚ ˦˥ n aː m ˧˧
nước Tàu	n ɨ ə k̚ ˦˥ t a w ˨˩
nước Tàu	n ɨ ə k̚ ˦˥ t aː w ˨˩
nước biển	n ɨ ə k̚ ˦˥ ʔ ɓ i ə ŋ ˨˩˦
nước bước	n ɨ ə k̚ ˦˥ ʔ ɓ ɨ ə k̚ ˦˥
nước bọt	n ɨ ə k̚ ˦˥ ʔ ɓ ɔ k̚ ˨˩˨
nước chanh	n ɨ ə k̚ ˦˥ c a n ˧˧
nước chè	n ɨ ə k̚ ˦˥ c ɛ ˨˩
nước chảy đá mòn	n ɨ ə k̚ ˦˥ c a j ˨˩˦ ʔ ɗ aː ˦˥ m ɔ ŋ ˨˩
nước chảy đá mòn	n ɨ ə k̚ ˦˥ c aː j ˨˩˦ ʔ ɗ aː ˦˥ m ɔ ŋ ˨˩
