'ch	χ
gwybed	ɡ w ə b ɛ d
gwybodus	ɡ w ɨ̞ b ɔ d ɨ̞ s
gwych	ɡ w ɨː χ
gwychach	ɡ w ə χ a χ
gwyched	ɡ w ə χ ɛ d
gwyddau	ɡ ʊ ɨ̯ ð a
gwyddau	ɡ ʊ ɨ̯ ð a ɨ̯
gwyddau	ɡ ʊ ɨ̯ ð ɛ
gwyddbwyll	ɡ w ɨ̞ ð b ʊ ɨ̯ ɬ
gwydden	ɡ w ɨ̞ ð ɛ n
gwyddfid	ɡ w ɨ̞ ð v ɪ d
gwyddonol	ɡ w ɨ̞ ð ɔ n ɔ l
gwyddonwyr	ɡ w ɨ̞ ð ɔ n w ɨ̞ r
gwyddonydd	ɡ w ɨ̞ ð ɔ n ɨ̞ ð
gwyddor	ɡ w ɨ̞ ð ɔ r
gwydr	ɡ w ɨ̞ d r
gwydr	ɡ w ɨ̞ d ɨ̞ r
gwydraid	ɡ w ə d r a i̯ d
gwydryn	ɡ w ə d r ɨ̞ n
gwyfyn	ɡ w ə v ɨ̞ n
gwylaeth	ɡ w ə l a ɨ̯ θ
gwylaeth	ɡ w ə l a θ
gwylaeth	ɡ w ə l ɛ θ
gwylan	ɡ ʊ ɨ̯ l a n
gwylanod	ɡ ʊ ɨ̯ l a n ɔ d
gwylanwydd	ɡ ʊ ɨ̯ l a n ʊ ɨ̯ ð
gwyliau	ɡ w ɨ̞ l j a
gwyliau	ɡ w ɨ̞ l j a ɨ̯
gwyliau	ɡ w ɨ̞ l j ɛ
gwyliedydd	ɡ w ɨ̞ l j ɛ d ɨ̞ ð
gwyliedyddion	ɡ w ɨ̞ l j ɛ d ə ð j ɔ n
gwylio	ɡ w ɨ̞ l j ɔ
gwylio	ɡ w ɪ l j ɔ
gwyll	ɡ w ɨ̞ ɬ
gwylog	ɡ ʊ ɨ̯ l ɔ ɡ
gwylogod	ɡ ʊ ɨ̯ l ɔ ɡ ɔ d
gwyn	ɡ w ɨ̞ n
gwynnach	ɡ w ə n a χ
gwynnu	ɡ w ə n ɨ̞
gwynt	ɡ w ɨ̞ n t
gwyntog	ɡ w ɨ̞ n t ɔ ɡ
gwyrdd	ɡ w ɨ̞ r ð
gwyrddfaen	ɡ w ə r ð v a ɨ̯ n
gwyrddion	ɡ w ə r ð j ɔ n
gwâl	ɡ w aː l
gwâr	ɡ w aː r
gwäell	ɡ w aː ɛ ɬ
gwêl	ɡ w eː l
gwên	ɡ w eː n
gwëyll	ɡ w eː ɨ̞ ɬ
gwŷdd	ɡ w ɨː ð
gwŷl	ɡ w ɨː l
gyda	ɡ ɨ̞ d a
gyfaredd	ɡ ə v a r ɛ ð
gyfarfod	ɡ w a r v ɔ d
gyfarfod	ɡ ə v a r v ɔ d
gyfforddus	ɡ ə f ɔ r ð ɨ̞ s
gyffrous	ɡ ə f r ɔ ɨ̯ s
gyfiawnder	ɡ ə v j a u̯ n d ɛ r
gyflym	ɡ ə v l ɨ̞ m
gyflymach	ɡ ə v l ə m a χ
gyfoethoced	ɡ ə v ɔ ɨ̯ θ ɔ k ɛ d
gyfoethog	ɡ ə v ɔ ɨ̯ θ ɔ ɡ
gyfoethogion	ɡ ə v ɔ ɨ̯ θ ɔ ɡ j ɔ n
gyfraith	ɡ ə v r a i̯ θ
gyfraith	ɡ ə v r a θ
gyfraith	ɡ ə v r ɛ θ
gyfreithiwr	ɡ ə v r e i̯ θ j ʊ r
gyfrifol	ɡ ə v r ɪ v ɔ l
gyfun	ɡ ə v ɨ̞ n
gylch	ɡ ɨ̞ l χ
gylchgrawn	ɡ ə l χ ɡ r a u̯ n
gylchgrawn	ɡ ɨ̞ l χ ɡ r a u̯ n
gylfin	ɡ ə l v ɪ n
gylfinau	ɡ ə l v ɪ n a
gylfinau	ɡ ə l v ɪ n a ɨ̯
gylfinau	ɡ ə l v ɪ n ɛ
gylfinir	ɡ ə l v ɪ n ɪ r
gylfinirod	ɡ ə l v ɪ n ɪ r ɔ d
gyll	ɡ ɨ̞ ɬ
gyllell	ɡ ə ɬ a ɬ
gyllell	ɡ ə ɬ ɛ ɬ
gymaint	ɡ ə m a i̯ n t
gymaint	ɡ ə m ɛ n t
gymdeithas	ɡ ə m d e i̯ θ a s
gymedrolwr	ɡ ə m ɛ d r ɔ l ʊ r
gymedrolwyr	ɡ ə m ɛ d r ɔ l w ɨ̞ r
gymnasteg	d͡ʒ ɨ̞ m n a s d ɛ ɡ
gymnasteg	ɡ ɨ̞ m n a s d ɛ ɡ
gymnastwr	d͡ʒ ɨ̞ m n a s d ʊ r
gymnastwr	ɡ ɨ̞ m n a s d ʊ r
gymorth	ɡ ə m ɔ r θ
gymryd	ɡ ə m r ɨ̞ d
gymylog	ɡ ə m ə l ɔ ɡ
gynffon	ɡ ə n f ɔ n
gyngerdd	ɡ ə ŋ ɛ r ð
gynghrair	ɡ ə ŋ h r a i̯ r
gynghrair	ɡ ə ŋ h r ɛ r
gyngor	ɡ ə ŋ ɔ r
gynnon	ɡ ə n ɔ n
gyrdd	ɡ ɨ̞ r ð
gyrfa	ɡ ə r v a
gyrru	ɡ ə r ɨ̞
gysgu	ɡ ə s ɡ ɨ
gyson	ɡ ə s ɔ n
gystadlu	ɡ ə s d a d l ɨ
gythreuliaid	ɡ ə θ r e ɨ̯ l j a i̯ d
gythreuliaid	ɡ ə θ r e ɨ̯ l j ɛ d
gâl	ɡ aː l
gât	ɡ aː t
gêm	ɡ eː m
gên	ɡ eː n
gïau	ɡ iː a
gïau	ɡ iː a ɨ̯
gïau	ɡ iː ɛ
gôl	ɡ oː l
gôr	ɡ oː r
gôt	ɡ oː t
gŵydd	ɡ uː ɨ̯ ð
gŵyl	ɡ uː ɨ̯ l
gŵyl	ɡ w ɪ l j a i̯
gŵyl	ɡ ʊ i̯ l j a i̯
gŵyll	ɡ uː ɨ̯ ɬ
habad	h a b a d
habadaeth	h a b a d a ɨ̯ θ
habadaeth	h a b a d ɛ θ
habadaethau	h a b a d e ɨ̯ θ a
habadaethau	h a b a d e ɨ̯ θ a ɨ̯
habadaethau	h a b a d e ɨ̯ θ ɛ
habadau	h a b a d a
habadau	h a b a d a ɨ̯
habadau	h a b a d ɛ
habadesau	h a b a d ɛ s a
habadesau	h a b a d ɛ s a ɨ̯
habadesau	h a b a d ɛ s ɛ
habaty	h a b a t ɨ
haber	h a b ɛ r
habwyd	h a b ʊ ɨ̯ d
habwydyn	h a b ʊ ɨ̯ d ɨ̞ n
hach	h aː χ
hachos	h a χ ɔ s
hachosi	h a χ ɔ s i
hachub	h a χ ɨ̞ b
hachubwr	h a χ ɨ̞ b ʊ r
hachubwyr	h a χ ɨ̞ b w ɨ̞ r
hactor	h a k t ɔ r
hactoresau	h a k t ɔ r ɛ s a
hactoresau	h a k t ɔ r ɛ s a ɨ̯
hactoresau	h a k t ɔ r ɛ s ɛ
hactorion	h a k t ɔ r j ɔ n
hadar	h a d a r
hadeilad	h a d e i̯ l a d
haden	h a d ɛ n
hadolygu	h a d ɔ l ə ɡ ɨ̞
hadran	h a d r a n
hadu	h a d ɨ̞
hael	h aː ɨ̯ l
haethnen	h e ɨ̯ θ n ɛ n
haidd	h a i̯ ð
hail	h a i̯ l
haint	h a i̯ n t
hais	h a i s
halen	h a l a n
halen	h a l ɛ n
halibalŵ	h a l ɪ b a l uː
halid	h a l ɪ d
halio	h a l j ɔ
hallt	h aː ɬ d
halmanac	h a l m a n a k
halmanaciau	a l m a n a k j a
halmanaciau	a l m a n a k j a ɨ̯
halmanaciau	a l m a n a k j ɛ
halogen	h a l ɔ ɡ ɛ n
hamgylch	h a m ɡ ɨ̞ l χ
hamharu	h a m h a r ɨ̞
hamod	h a m ɔ d
hamser	h a m s a r
hamser	h a m s ɛ r
hangen	h a ŋ a n
hangen	h a ŋ ɛ n
hangor	h a ŋ ɔ r
haniaethol	h a n j e ɨ̯ θ ɔ l
hanifail	h a n ɪ v a i̯ l
hanifail	h a n ɪ v ɛ l
hanodd	h a n ɔ ð
haprif	h a p r ɪ v
hapus	h a p ɨ̞ s
harddangos	h a r ð a ŋ ɔ s
hardded	h a r ð ɛ d
harglwydd	h a r ɡ l ʊ ɨ̯ ð
hargraffwr	h a r ɡ r a f ʊ r
hargraffydd	h a r ɡ r a f ɨ̞ ð
haros	h a r ɔ s
hathro	h a θ r ɔ
hawlio	h a u̯ l j ɔ
hechrydu	h ɛ χ r ə d ɨ
hechrydus	h ɛ χ r ə d ɨ̞ s
hedd	h eː ð
heddferch	h ɛ ð v ɛ r χ
heddwas	h ɛ ð w a s
hedfan	h ɛ d v a n
hedyn	h ɛ d ɨ̞ n
hefyd	h ɛ v ɨ̞ d
heirdd	h e i̯ r ð
heirin	h e i̯ r ɪ n
heirlys	h e i̯ r l ɨ̞ s
heirlysiau	h e i̯ r l ə ʃ a
heirlysiau	h e i̯ r l ə ʃ a ɨ̯
heirlysiau	h e i̯ r l ə ʃ ɛ
hela	h ɛ l a
helc	h ɛ l k
heli	h ɛ l ɪ
help	h ɛ l p
helpoch	h ɛ l p ɔ χ
helpodd	h ɛ l p ɔ ð
helpon	h ɛ l p ɔ n
helpu	h ɛ l p ɨ̞
helpwyr	h ɛ l p w ɨ̞ r
helwr	h ɛ l ʊ r
helwyr	h ɛ l w ɨ̞ r
helyg	h ɛ l ɨ̞ ɡ
helyg	h ɛ l ɪ ɡ
helyntion	h ɛ l ə n t j ɔ n
helyntoedd	h ɛ l ə n t ɔ ɨ̯ ð
hemisffer	h ɛ m ɪ s f ɛ r
hen	h eː n
henadur	h ɛ n a d ɨ̞ r
henaint	h ɛ n a i̯ n t
hendrefa	h ɛ n d r ɛ v a
hendrefi	h ɛ n d r ɛ v i
hendrefydd	h ɛ n d r ɛ v ɨ̞ ð
hennill	h ɛ n ɪ ɬ
heno	h ɛ n ɔ
heog	h ɛ ɔ ɡ
heol	h eː ɔ l
her	h ɛ r
heraill	h ɛ r a i ɬ
heraill	h ɛ r ɪ ɬ
herwhela	h ɛ r w h ɛ l a
herwydd	h ɛ r w ɨ̞ ð
hesg	h eː s ɡ
hesgen	h ɛ s ɡ ɛ n
hesgob	h ɛ s ɡ ɔ b
het	h ɛ t
hetiwr	h ɛ t j ʊ r
heuldro	h e ɨ̯ l d r ɔ
heuliog	h e ɨ̯ l j ɔ ɡ
heulog	h e ɨ̯ l ɔ ɡ
heulsaf	h e ɨ̯ l s a v
heulwen	h e ɨ̯ l w ɛ n
hi	h iː
hiaaidd	h j aː a i̯ ð
hidlydd	h ɪ d l ɨ̞ ð
hidlyddion	h ɪ d l ə ð j ɔ n
hil	h iː l
hiliaeth	h ɪ l j a ɨ̯ θ
hiliaeth	h ɪ l j ɛ θ
hiliwr	h ɪ l ɪ ʊ r
hilydd	h ɪ l ɨ̞ ð
hilyddol	h ɪ l ɪ ð ɔ l
hin	h iː n
hinon	h ɪ n ɔ n
hinsawdd	h ɪ n s a u̯ ð
hir	h iː r
hirgron	h ɪ r ɡ r ɔ n
hirgrynion	h ɪ r ɡ r ə n j ɔ n
hirgul	h ɪ r ɡ ɨ̞ l
hirion	h ɪ r j ɔ n
hirnod	h ɪ r n ɔ d
hirsgwar	h ɪ r s ɡ w a r
hiâ	h j aː
hoci	h ɔ k ɪ
hoe	h oː ɨ̯
hoed	h oː ɨ̯ d
hoelio	h ɔ i̯ l j ɔ
hoelio	h ɔ ɨ̯ l j ɔ
hoen	h oː ɨ̯ n
hoetian	h ɔ ɨ̯ t j a n
hoff	h oː f
hoffest	h ɔ f ɛ s d
hoffwn	h ɔ f ʊ n
hogiau	h ɔ ɡ j a
hogiau	h ɔ ɡ j a ɨ̯
hogiau	h ɔ ɡ j ɛ
hogldy	h ɔ ɡ l d ɨ̞
hogyn	h ɔ ɡ ɨ̞ n
holi	h ɔ l i
hon	h ɔ n
hongl	h ɔ ŋ l
honna	h ɔ n a
honni	h ɔ n ɪ
honno	h ɔ n ɔ
hun	h ɨː n
huna	h ɨ̞ n a
hunangofiaint	h ɨ̞ n a n ɡ ɔ v j a i̯ n t
hunanladdol	h ɨ̞ n a n l a ð ɔ l
hunanladdwyr	h ɨ̞ n a n l a ð w ɨ̞ r
hunanynysu	h ɨ n a n ə n ə s ɨ
hunarddeg	h ɨː n a r ð eː ɡ
hurt	h ɨ̞ r t
hurten	h ɨ̞ r t ɛ n
hurtyn	h ɨ̞ r t ɨ̞ n
hwnnw	h ʊ n ʊ
hychod	h ə χ ɔ d
hyd	h ɨː d
hydawdd	h ə d a u̯ ð
hydoddaf	h ə d ɔ ð a
hydoddaf	h ə d ɔ ð a v
hydoddedd	h ə d ɔ ð ɛ ð
hydoddedig	h ə d ɔ ð ɛ d ɪ ɡ
hydoddeiddio	h ə d ɔ ð e i̯ ð j ɔ
hydoddi	h ə d ɔ ð ɪ
hydoddiannau	h ə d ɔ ð j a n a
hydoddiannau	h ə d ɔ ð j a n a ɨ̯
hydoddiannau	h ə d ɔ ð j a n ɛ
hydoddiant	h ə d ɔ ð j a n t
hydoddion	h ə d ɔ ð j ɔ n
hydoddydd	h ə d ɔ ð ɨ̞ ð
hydref	h ə d r a
hydref	h ə d r ɛ
hydref	h ə d r ɛ v
hydrefau	h ə d r ɛ v a
hydrefau	h ə d r ɛ v a ɨ̯
hydrefau	h ə d r ɛ v ɛ
hydrogen	h ə d r ɔ ɡ ɛ n
hydrogen	h ɨ̞ d r ɔ ɡ ɛ n
hygyrch	h ə ɡ ɨ̞ r χ
hymenyn	h ə m ɛ n ɨ̞ n
hynna	h ɨ̞ n a
hynny	h ə n ɨ̞
hynod	h ə n ɔ d
hynt	h ɨ̞ n t
hyrddod	h ə r ð ɔ d
hyrwyddo	h ə r w ɨ̞ ð ɔ
hyrwyddo	h ə r ʊ ɨ̯ ð ɔ
hyrwyddwyr	h ə r w ɨ̞ ð w ɨ̞ r
hyrwyddwyr	h ə r ʊ ɨ̯ ð w ɨ̞ r
hysb	h ɨ̞ s b
hysbys	h ə s b ɨ̞ s
hysbyseb	h ə s b ə s ɛ b
hysbysebion	h ə s b ə s ɛ b j ɔ n
hysbysebu	h ə s b ə s ɛ b ɨ̞
hysbysu	h ə s b ə s ɨ̞
hysgadan	h ə s ɡ a d a n
hysgi	h ə s ɡ i
i	iː
i'w	ɪ u̯
ia	iː a
ia	j a
iaaidd	j aː a i̯ ð
iach	j aː χ
iarll	j a r ɬ
iarllaeth	j a r ɬ a ɨ̯ θ
iarllaeth	j a r ɬ ɛ θ
ias	j aː s
iasau	j a s a
iasau	j a s a ɨ̯
iasau	j a s ɛ
iasoer	j a s ɔ ɨ̯ r
iasol	j a s ɔ l
iau	j a ɨ̯
iawn	j a u̯ n
ichwi	ɪ χ w i
iddi	ɪ ð i
iddot	iː ð ɔ t
iddych	iː ð ɨ̞ χ
iddyn	ɪ ð ɨ̞ n
iddynt	ɪ ð ɨ̞ n t
ie	iː ɛ
iechyd	j ɛ χ ɨ̞ d
ieirll	j e i̯ r ɬ
ieithadur	j e i θ a d ɨ̞ r
ieithoedd	j e i̯ θ ɔ ɨ̯ ð
ieithydd	j e i̯ θ ɨ̞ ð
imâm	ɪ m aː m
in	ɪ n
indiwm	ɪ n d j ʊ m
indrawn	ɪ n d r a u̯ n
innau	ɪ n a
innau	ɪ n a ɨ̯
inni	ɪ n i
iorwg	j ɔ r ʊ ɡ
ir	iː r
iridiwm	ɪ r ɪ d j ʊ m
iro	ɪ r ɔ
is	iː s
is	iː ʃ
isaf	ɪ s a v
isatomig	iː s a t ɔ m ɪ ɡ
iselder	ɪ s ɛ l d a r
iselder	ɪ s ɛ l d ɛ r
isetholiad	ɪ s ɛ θ ɔ l j a d
isfyd	iː s v ɨː d
islaw	iː s l aː u̯
isod	ɪ s ɔ d
isrywogaeth	iː s r ɪ u̯ ɔ ɡ a ɨ̯ θ
isrywogaeth	iː s r ɪ u̯ ɔ ɡ ɛ θ
isteitl	iː s d e i̯ t l
isteitlau	iː s d e i̯ t l a ɨ̯
isteitlau	iː s d e i̯ t l ɛ
isteitlo	iː s d e i̯ t l ɔ
it	ɪ t
ith	iː θ
ithfaen	ɪ θ v a ɨ̯ n
iti	ɪ t i
iwch	ɪ u̯ χ
iwnifform	ɪ u̯ n ɪ f ɔ r m
iwrch	j ʊ r χ
iyrchod	j ə r χ ɔ d
iytan	j ə t a n
iâ	j aː
iâr	j aː r
jac	d ʒ a k
jam	d͡ʒ a m
je	d ʒ eː
jip	d͡ʒ ɪ p
jips	d͡ʒ ɪ p s
jipsen	d͡ʒ ɪ p s a n
jipsen	d͡ʒ ɪ p s ɛ n
jolihoetian	d͡ʒ ɔ l ɪ h ɔ ɨ̯ t j a n
jyngl	d͡ʒ ə ŋ ɡ l
jyngls	d͡ʒ ə ŋ ɡ l s
jyst	d͡ʒ ə s d
jîp	d͡ʒ iː p
jîps	d͡ʒ iː p s
jôc	d͡ʒ oː k
lafant	l a v a n t
lama	l a m a
lamaod	l a m aː ɔ d
lan	l a n
lanach	l a n a χ
lanaf	l a n a
lanaf	l a n a v
lanast	l a n a s d
lanast	l aː n a s d
lanc	l a ŋ k
laned	l a n ɛ d
lanhau	l a n h a ɨ̯
lansio	l a n ʃ ɔ
lanthanwm	l a n θ a n ʊ m
larswydd	l a r s w ɨ̞ ð
larts	l a r t s
larts	l a r t͡ʃ
larwm	l a r ʊ m
las	l aː s
lasach	l a s a χ
lased	l a s ɛ d
lasen	l a s ɛ n
lasgoch	l a s ɡ ɔ χ
lau	l a ɨ̯
lawen	l a u̯ a n
lawen	l a u̯ ɛ n
lawer	l a u̯ ɛ r
lawes	l a u̯ ɛ s
lawio	l a u̯ j ɔ
lechi	l ɛ χ i
led	l eː d
ledled	l ɛ d l ɛ d
lefel	l ɛ v ɛ l
lefrith	l ɛ v r ɪ θ
leicia	l e i̯ k j a
leicia	l ɪ k j a
leician	l e i̯ k j a n
leician	l ɪ k j a n
leicio	l e i̯ k j ɔ
leicio	l ɪ k j ɔ
leidr	l e i̯ d r
leihau	l e i̯ h a ɨ̯
lein	l e i̯ n
leision	l e i̯ ʃ ɔ n
lembo	l ɛ m b ɔ
lembos	l ɛ m b ɔ s
lemon	l ɛ m ɔ n
lemonêd	l ɛ m ɔ n eː d
lemwn	l ɛ m ʊ n
lentyl	l ɛ n t ɨ̞ l
lentys	l ɛ n t ɨ̞ s
les	l eː s
lesau	l ɛ s a
lesau	l ɛ s a ɨ̯
lesau	l ɛ s ɛ
lesbiaidd	l ɛ s b j a ɪ ð
lesddeiliad	l eː s ð e i̯ l j a d
lesddeiliaid	l eː s ð e i̯ l j a i̯ d
lesddeiliaid	l eː s ð e i̯ l j ɛ d
lesoedd	l ɛ s ɔ ɨ̯ ð
lestair	l ɛ s d a i̯ r
lestr	l ɛ s t r
limpin	l ɪ m p ɪ n
lin	l iː n
lindys	l ɪ n d ɨ̞ s
lindysyn	l ɪ n d ə s ɨ̞ n
lithiwm	l ɪ θ j ʊ m
liwio	l ɪ u̯ j ɔ
llaeth	ɬ aː ɨ̯ θ
llai	ɬ a i̯
llaid	ɬ a i̯ d
llanw	ɬ a n ʊ
llaw	ɬ aː u̯
llawdriniaeth	ɬ a ʊ d r ɪ n j a ɨ̯ θ
llawfeddygon	ɬ a u̯ v ɛ ð ə ɡ ɔ n
llawlyfr	ɬ a u̯ l ɨ̞ v ɨ̞ r
llawn	ɬ a u̯ n
llawr	ɬ a u̯ r
lled	ɬ eː d
llefrith	ɬ ɛ v r ɪ θ
lleiandy	ɬ e i̯ a n d ɨ̞
lleianod	ɬ e i̯ a n ɔ d
llen	ɬ ɛ n
llenni	ɬ ɛ n i
llenwad	ɬ ɛ n w a d
llenwi	ɬ ɛ n w i
llenydd	ɬ ɛ n ɨ̞ ð
llenydda	ɬ ɛ n ə ð a
llenyddiaeth	ɬ ɛ n ə ð j a ɨ̯ θ
llenyddiaeth	ɬ ɛ n ə ð j ɛ θ
llenyddol	ɬ ɛ n ə ð ɔ l
lleoedd	ɬ eː ɔ ɨ̯ ð
lleol	ɬ eː ɔ l
lleoli	ɬ ɛ ɔ l ɪ
lleoliad	ɬ ɛ ɔ l j a d
lles	ɬ eː s
llesg	ɬ eː s ɡ
llesgáu	ɬ ɛ s ɡ a ɨ̯
llesol	ɬ ɛ s ɔ l
llestair	ɬ ɛ s d a i̯ r
llesteiriannau	ɬ ɛ s d e i̯ r j a n a
llesteiriannau	ɬ ɛ s d e i̯ r j a n a ɨ̯
llesteiriannau	ɬ ɛ s d e i̯ r j a n ɛ
llesteiriant	ɬ ɛ s d e i̯ r j a n t
llesteiriau	ɬ ɛ s d e i̯ r j a
llesteiriau	ɬ ɛ s d e i̯ r j a ɨ̯
llesteiriau	ɬ ɛ s d e i̯ r j ɛ
llesáu	ɬ ɛ s a ɨ̯
lleu	ɬ e i̯
lleua	ɬ e ɨ̯ a
lleuad	ɬ e ɨ̯ a d
lleuen	ɬ e ɨ̯ a n
lleuen	ɬ e ɨ̯ ɛ n
llewod	ɬ ɛ u̯ ɔ d
llid	ɬ iː d
llif	ɬ iː v
llifed	ɬ ɪ v ɛ d
llifo	ɬ ɪ v ɔ
llifogydd	ɬ i v ɔ ɡ ɨ̞ ð
llin	ɬ iː n
llinell	ɬ ɪ n a ɬ
llinell	ɬ ɪ n ɛ ɬ
llinos	ɬ ɪ n ɔ s
lliw	ɬ ɪ u̯
llnau	ɬ n a ɨ̯
llo	ɬ oː
lloches	ɬ ɔ χ a s
lloches	ɬ ɔ χ ɛ s
llochi	ɬ ɔ χ i
lloer	ɬ oː ɨ̯ r
llom	ɬ ɔ m
llong	ɬ ɔ ŋ
llongwr	ɬ ɔ ŋ ʊ r
llonyddwch	ɬ ɔ n ə ð ʊ χ
llosgydd	ɬ ɔ s ɡ ɨ̞ ð
llost	ɬ ɔ s d
llostchwydd	ɬ ɔ s d χ w ɨ̞ ð
llu	ɬ ɨː
lluddias	ɬ ɨ̞ ð j a s
lluest	ɬ ɨ ɛ s d
lluesty	ɬ j ɛ s d ɨ̞
lluesty	ɬ ɨ ɛ s d ɨ̞
llug	ɬ ɨː ɡ
llugwe	ɬ ɨ̞ ɡ w ɛ
llungopi	ɬ ɨː ŋ ɡ ɔ p i
llungopi	ɬ ɨ̞ ŋ ɡ ɔ p i
llungopïau	ɬ ɨː ŋ ɡ ɔ p iː a
llungopïau	ɬ ɨː ŋ ɡ ɔ p iː a ɨ̯
llungopïau	ɬ ɨː ŋ ɡ ɔ p iː ɛ
llungopïau	ɬ ɨ̞ ŋ ɡ ɔ p iː a
llungopïau	ɬ ɨ̞ ŋ ɡ ɔ p iː a ɨ̯
llungopïau	ɬ ɨ̞ ŋ ɡ ɔ p iː ɛ
lluniad	ɬ ɨ̞ n j a d
llusa	ɬ ɨ̞ s a
llusen	ɬ ɨ̞ s a n
llusen	ɬ ɨ̞ s ɛ n
llusg	ɬ ɨː s ɡ
llusgo	ɬ ɨ̞ s ɡ ɔ
lluwch	ɬ ɨ̞ u̯ χ
lluyrth	ɬ ɨː ɨ̞ r θ
llw	ɬ uː
llwch	ɬ uː χ
llwfrhau	ɬ ʊ v r h a ɨ̯
llwg	ɬ uː ɡ
llwglyd	ɬ ʊ ɡ l ɨ̞ d
llwgu	ɬ ʊ ɡ ɨ
llwm	ɬ ʊ m
llwnc	ɬ ʊ ŋ k
llwrw	ɬ ʊ r u
llwy	ɬ uː ɨ̯
llwyau	ɬ ʊ ɨ̯ a
llwyau	ɬ ʊ ɨ̯ a ɨ̯
llwyau	ɬ ʊ ɨ̯ ɛ
llwybr	ɬ ʊ ɨ̯ b r
llwyd	ɬ uː ɨ̯ d
llwydaidd	ɬ ʊ ɨ̯ d a i̯ ð
llwydaidd	ɬ ʊ ɨ̯ d ɛ ð
llwyrymwrthodol	ɬ ʊ ɨ̯ r ə m ʊ r θ ɔ d ɔ l
llwythais	ɬ ʊ i̯ θ a s
llwythais	ɬ ʊ ɨ̯ θ a i̯ s
llwythau	ɬ ʊ ɨ̯ θ a
llwythau	ɬ ʊ ɨ̯ θ a ɨ̯
llwythau	ɬ ʊ ɨ̯ θ ɛ
llwythi	ɬ ʊ ɨ̯ θ i
llwytho	ɬ ʊ ɨ̯ θ ɔ
llwythodd	ɬ ʊ ɨ̯ θ ɔ ð
llwythydd	ɬ ʊ ɨ̯ θ ɨ̞ ð
llydan	ɬ ə d a n
llyfu	ɬ ə v ɨ̞
llyg	ɬ ɨː ɡ
llygad	ɬ ɨ̞ ɡ a d
llygru	ɬ ə ɡ r ɨ
llym	ɬ ɨ̞ m
llyn	ɬ ɨ̞ n
llynedd	ɬ ə n a ð
llynedd	ɬ ə n ɛ ð
llynedd	ɬ ɪ n ɛ ð
llynnoedd	ɬ ə n ɔ ɨ̯ ð
llyriad	ɬ ə r j a d
llys	ɬ ɨː s
llysenw	ɬ ɨ̞ s ɛ n u
llysfab	ɬ ɨ̞ s v a b
llysfam	ɬ ɨ̞ s v a m
llysferch	ɬ ɨ̞ s v ɛ r χ
llysieuol	ɬ ə ʃ e ɨ̯ ɔ l
llysieuwyr	ɬ ə ʃ e ɨ̯ w ɨ̞ r
llythrennol	ɬ ə θ r ɛ n ɔ l
llythrennu	ɬ ə θ r ɛ n ɨ
llythyr	ɬ ə θ ɨ̞ r
llythyren	ɬ ə θ ə r a n
llythyren	ɬ ə θ ə r ɛ n
llythyrennau	ɬ ə θ r ɛ n a
llythyrennau	ɬ ə θ ə r ɛ n a ɨ̯
llythyrennau	ɬ ə θ ə r ɛ n ɛ
llyw	ɬ ɨ̞ u̯
llywyddion	ɬ ə u̯ ə ð j ɔ n
loc	l ɔ k
lol	l ɔ l
lolfa	l ɔ l v a
lon	l ɔ n
loncian	l ɔ ŋ k j a n
long	l ɔ ŋ
longau	l ɔ ŋ a
longau	l ɔ ŋ a ɨ̯
longau	l ɔ ŋ ɛ
longwr	l ɔ ŋ ʊ r
longwyr	l ɔ ŋ w ɨ̞ r
loris	l ɔ r ɪ s
lorïau	l ɔ r iː a
lorïau	l ɔ r iː a ɨ̯
lorïau	l ɔ r iː ɛ
lu	l ɨː
lud	l ɨː d
lun	l ɨː n
lwcus	l ʊ k ɨ̞ s
lwyddo	l ʊ ɨ̯ ð ɔ
lwyth	l ʊ ɨ̯ θ
lwythais	l ʊ i̯ θ a s
lwythais	l ʊ ɨ̯ θ a i̯ s
lwytho	l ʊ ɨ̯ θ ɔ
lwythodd	l ʊ ɨ̯ θ ɔ ð
lyd	l ɨː d
lydan	l ə d a n
lydanbigau	l ə d a m b ɪ ɡ a
lydanbigau	l ə d a m b ɪ ɡ ɛ
lydanbigau	l ə d a n b ɪ ɡ a ɨ̯
lyf	l ɨː v
lyfr	l ɨ̞ v r
lyfr	l ɨ̞ v ɨ̞ r
lyfrau	l ə v r a
lyfrau	l ə v r a ɨ̯
lyfrau	l ə v r ɛ
lyfrgellydd	l ə v r ɡ ɛ ɬ ɨ̞ ð
lysenw	l ɨ̞ s ɛ n u
lysfab	l ɨ̞ s v a b
lysfam	l ɨ̞ s v a m
lysferch	l ɨ̞ s v ɛ r χ
lysiau	l ə ʃ a
lysiau	l ə ʃ a ɨ̯
lysiau	l ə ʃ ɛ
lysieuol	l ə ʃ e ɨ̯ ɔ l
lysieuwr	l ə ʃ e ɨ̯ ʊ r
lysieuwyr	l ə ʃ e ɨ̯ w ɨ̞ r
lywydd	l ə u̯ ɨ̞ ð
lywyddes	l ə u̯ ə ð ɛ s
lywyddiaeth	l ə u̯ ə ð j a ɨ̯ θ
lywyddiaeth	l ə u̯ ə ð j ɛ θ
lywyddiaethau	l ə u̯ ə ð j e ɨ̯ θ a
lywyddiaethau	l ə u̯ ə ð j e ɨ̯ θ a ɨ̯
lywyddiaethau	l ə u̯ ə ð j e ɨ̯ θ ɛ
lân	l aː n
mab	m aː b
