A	ʔ aː ˧˧
niêm phong	n i ə m ˧˧ f a w ŋ͡m ˧˧
niêm phong	n i ə m ˧˧ f ɔ ŋ ˧˧
niên	n i ə ŋ ˧˧
niên biểu	n i ə ŋ ˧˧ ʔ ɓ i w ˧˨
niên giám	n i ə ŋ ˧˧ j aː m ˦˧˥
niên giám điện thoại	n i ə ŋ ˧˧ j aː m ˦˧˥ ʔ ɗ i ə ŋ ˨˩ ʔ tʰ w aː j ˨˩ ʔ
niên hiệu	n i ə ŋ ˧˧ h i w ˨˩ ʔ
niên thiếu	n i ə ŋ ˧˧ tʰ i w ˨˩˦
niên đại	n i ə ŋ ˧˧ ʔ ɗ aː j ˨˩ ʔ
niên đại học	n i ə ŋ ˧˧ ʔ ɗ aː j ˨˩ ʔ h a w k͡p̚ ˨˩ ʔ
niêu	n i w ˧˧
niết bàn	n i ə k̚ ˦˧˥ ʔ ɓ aː ŋ ˦˩
niềm	n i ə m ˦˩
niềm nở	n i ə m ˦˩ n əː ˧˨
niền	n i ə ŋ ˦˩
niềng	n i ə ŋ ˦˩
niễng	n i ə ŋ ˧˨
niễng mũn	n i ə ŋ ˧˨ m u n ˧˨
niệm	n i ə m ˨˩ ʔ
niệm Phật	n i ə m ˨˩ ʔ f ə k̚ ˨˩ ʔ
niệm chú	n i ə m ˨˩ ʔ t͡ɕ ʊ w ˨˩˦
niệt	n i ə k̚ ˨˩ ʔ
niệu khoa	n i w ˨˩ ʔ kʰ w aː ˧˧
niệu quản	n i w ˨˩ ʔ k w aː ŋ ˧˨
niệu đạo	n i w ˨˩ ʔ ʔ ɗ aː w ˨˩ ʔ
no	n ɔ ˧˧
no bụng	n ɔ ˧˧ ʔ ɓ ʊ w ŋ͡m ˨˩ ʔ
no bụng đói con mắt	n ɔ ˧˧ ʔ ɓ ʊ w ŋ͡m ˨˩ ʔ ʔ ɗ ɔ j ˨˩˦ k ɔ ŋ ˧˧ m a k̚ ˦˧˥
no nê	n ɔ ˧˧ n e j ˧˧
no đủ	n ɔ ˧˧ ʔ ɗ ʊ w ˧˨
no ấm	n ɔ ˧˧ ʔ ə m ˦˧˥
nobeli	n o w ˧˧ ʔ ɓ e j ˧˧ l ɪ j ˧˧
noi	n ɔ j ˧˧
noi gương	n ɔ j ˧˧ ɣ ɨ ə ŋ ˧˧
nom	n ɔ m ˧˧
non	n ɔ ŋ ˧˧
non choẹt	n ɔ ŋ ˧˧ t͡ɕ w ɛ k̚ ˨˩ ʔ
non nước	n ɔ ŋ ˧˧ n ɨ ə k̚ ˦˧˥
non nớt	n ɔ ŋ ˧˧ n əː k̚ ˦˧˥
non sông	n ɔ ŋ ˧˧ s ə w ŋ͡m ˧˧
non sông	n ɔ ŋ ˧˧ ʂ ə w ŋ͡m ˧˧
nong	n a w ŋ͡m ˧˧
nong	n ɔ ŋ ˧˧
noãn	n w aː ŋ ˧˨
noãn hoàng	n w aː ŋ ˧˨ h w aː ŋ ˦˩
noãn thai sinh	n w aː ŋ ˧˨ tʰ aː j ˧˧ s ɨ n ˧˧
noãn thai sinh	n w aː ŋ ˧˨ tʰ aː j ˧˧ ʂ ɨ n ˧˧
nua	n u ə ˧˧
nui	n u j ˧˧
nung	n ʊ w ŋ͡m ˧˧
nung nấu	n ʊ w ŋ͡m ˧˧ n ə w ˨˩˦
nuy	n w ɪ j ˧˧
nuôi	n u j ˧˧
nuôi cấy	n u j ˧˧ k ə j ˨˩˦
nuôi dưỡng	n u j ˧˧ j ɨ ə ŋ ˧˨
nuôi nấng	n u j ˧˧ n ə ŋ ˦˧˥
nuôi ong tay áo	n u j ˧˧ ʔ a w ŋ͡m ˧˧ t a j ˧˧ ʔ aː w ˨˩˦
nuôi ong tay áo	n u j ˧˧ ʔ ɔ ŋ ˧˧ t a j ˧˧ ʔ aː w ˨˩˦
nuôi sống	n u j ˧˧ s ə w ŋ͡m ˦˧˥
nuôi sống	n u j ˧˧ ʂ ə w ŋ͡m ˦˧˥
nuông	n u ə ŋ ˧˧
nuông chiều	n u ə ŋ ˧˧ t͡ɕ i w ˦˩
nuối	n u j ˨˩˦
nuối tiếc	n u j ˨˩˦ t i ə k̚ ˦˧˥
nuốt	n u ə k̚ ˦˧˥
nuốt chửng	n u ə k̚ ˦˧˥ t͡ɕ ɨ ŋ ˧˨
nuốt lời	n u ə k̚ ˦˧˥ l əː j ˦˩
nuột	n u ə k̚ ˨˩ ʔ
não	n aː w ˧˨
ní	n ɪ j ˨˩˦
ních	n ɨ t̚ ˦˧˥
nín	n i n ˦˧˥
nín nhịn	n i n ˦˧˥ ɲ i n ˨˩ ʔ
nít	n i t̚ ˦˧˥
níu	n i w ˨˩˦
níu kéo	n i w ˨˩˦ k ɛ w ˨˩˦
nò	n ɔ ˦˩
nòi	n ɔ j ˦˩
nòi giống	n ɔ j ˦˩ j ə w ŋ͡m ˦˧˥
nòng	n a w ŋ͡m ˦˩
nòng	n ɔ ŋ ˦˩
nòng cốt	n a w ŋ͡m ˦˩ k o k̚ ˦˧˥
nòng cốt	n ɔ ŋ ˦˩ k o k̚ ˦˧˥
nòng nọc	n a w ŋ͡m ˦˩ n a w k͡p̚ ˨˩ ʔ
nòng nọc	n ɔ ŋ ˦˩ n a w k͡p̚ ˨˩ ʔ
nòng trơn	n a w ŋ͡m ˦˩ ʈ əː ŋ ˧˧
nòng trơn	n ɔ ŋ ˦˩ ʈ əː ŋ ˧˧
nó	n ɔ ˨˩˦
nóc	n a w k͡p̚ ˦˧˥
nói	n ɔ j ˨˩˦
nói chung	n ɔ j ˨˩˦ t͡ɕ ʊ w ŋ͡m ˧˧
nói chuyện	n ɔ j ˨˩˦ t͡ɕ w i ə ŋ ˨˩ ʔ
nói chơi	n ɔ j ˨˩˦ t͡ɕ əː j ˧˧
nói dối	n ɔ j ˨˩˦ j o j ˨˩˦
nói gì thì nói	n ɔ j ˨˩˦ j ɪ j ˦˩ tʰ ɪ j ˦˩ n ɔ j ˨˩˦
nói hươu nói vượn	n ɔ j ˨˩˦ h ɨ ə w ˧˧ n ɔ j ˨˩˦ v ɨ ə ŋ ˨˩ ʔ
nói khoác	n ɔ j ˨˩˦ kʰ w aː k̚ ˦˧˥
nói khó	n ɔ j ˨˩˦ kʰ ɔ ˨˩˦
nói leo	n ɔ j ˨˩˦ l ɛ w ˧˧
nói lái	n ɔ j ˨˩˦ l aː j ˨˩˦
nói láo	n ɔ j ˨˩˦ l aː w ˨˩˦
nói lậm	n ɔ j ˨˩˦ l ə m ˨˩ ʔ
nói móc	n ɔ j ˨˩˦ m a w k͡p̚ ˦˧˥
nói một đằng làm một nẻo	n ɔ j ˨˩˦ m o k̚ ˨˩ ʔ ʔ ɗ a ŋ ˦˩ l aː m ˦˩ m o k̚ ˨˩ ʔ n ɛ w ˧˨
nói ngọng	n ɔ j ˨˩˦ ŋ a w ŋ͡m ˨˩ ʔ
nói ngọng	n ɔ j ˨˩˦ ŋ ɔ ŋ ˨˩ ʔ
nói nhỏ	n ɔ j ˨˩˦ ɲ ɔ ˧˨
nói này nói kia	n ɔ j ˨˩˦ n a j ˦˩ n ɔ j ˨˩˦ k i ə ˧˧
nói năng	n ɔ j ˨˩˦ n a ŋ ˧˧
nói phét	n ɔ j ˨˩˦ f ɛ t̚ ˦˧˥
nói riêng	n ɔ j ˨˩˦ ʐ i ə ŋ ˧˧
nói sạo	n ɔ j ˨˩˦ s aː w ˨˩ ʔ
nói sạo	n ɔ j ˨˩˦ ʂ aː w ˨˩ ʔ
nói thách	n ɔ j ˨˩˦ tʰ a t̚ ˦˧˥
nói thầm	n ɔ j ˨˩˦ tʰ ə m ˦˩
nói thẳng	n ɔ j ˨˩˦ tʰ a ŋ ˧˨
nói trắng ra	n ɔ j ˨˩˦ ʈ a ŋ ˦˧˥ ʐ aː ˧˧
nói vã bọt mép	n ɔ j ˨˩˦ v aː ˧˨ ʔ ɓ ɔ k̚ ˨˩ ʔ m ɛ p̚ ˦˧˥
nói xấu	n ɔ j ˨˩˦ s ə w ˨˩˦
nói đâu quên đấy	n ɔ j ˨˩˦ ʔ ɗ ə w ˧˧ k w e n ˧˧ ʔ ɗ ə j ˨˩˦
nói đớt	n ɔ j ˨˩˦ ʔ ɗ əː k̚ ˦˧˥
nón	n ɔ ŋ ˦˧˥
nón ba tầm	n ɔ ŋ ˦˧˥ ʔ ɓ aː ˧˧ t ə m ˦˩
nón bài thơ	n ɔ ŋ ˦˧˥ ʔ ɓ aː j ˦˩ tʰ əː ˧˧
nón bảo hiểm	n ɔ ŋ ˦˧˥ ʔ ɓ aː w ˧˨ h i ə m ˧˨
nón len	n ɔ ŋ ˦˧˥ l ɛ ŋ ˧˧
nón lá	n ɔ ŋ ˦˧˥ l aː ˨˩˦
nón lưỡi trai	n ɔ ŋ ˦˧˥ l ɨ j ˧˨ ʈ aː j ˧˧
nón mê	n ɔ ŋ ˦˧˥ m e j ˧˧
nón mũ	n ɔ ŋ ˦˧˥ m ʊ w ˧˨
nón quai thao	n ɔ ŋ ˦˧˥ k w aː j ˧˧ tʰ aː w ˧˧
nóng	n a w ŋ͡m ˦˧˥
nóng	n ɔ ŋ ˦˧˥
nóng bỏng	n a w ŋ͡m ˦˧˥ ʔ ɓ a w ŋ͡m ˧˨
nóng bỏng	n ɔ ŋ ˦˧˥ ʔ ɓ ɔ ŋ ˧˨
nóng chảy	n a w ŋ͡m ˦˧˥ t͡ɕ a j ˧˨
nóng chảy	n ɔ ŋ ˦˧˥ t͡ɕ a j ˧˨
nóng giận	n a w ŋ͡m ˦˧˥ j ə ŋ ˨˩ ʔ
nóng giận	n ɔ ŋ ˦˧˥ j ə ŋ ˨˩ ʔ
nóng hổi	n a w ŋ͡m ˦˧˥ h o j ˧˨
nóng hổi	n ɔ ŋ ˦˧˥ h o j ˧˨
nóng lòng	n a w ŋ͡m ˦˧˥ l a w ŋ͡m ˦˩
nóng lòng	n ɔ ŋ ˦˧˥ l ɔ ŋ ˦˩
nóng máy	n a w ŋ͡m ˦˧˥ m a j ˨˩˦
nóng máy	n ɔ ŋ ˦˧˥ m a j ˨˩˦
nóng nảy	n a w ŋ͡m ˦˧˥ n a j ˧˨
nóng nảy	n ɔ ŋ ˦˧˥ n a j ˧˨
nóng nực	n a w ŋ͡m ˦˧˥ n ɨ k̚ ˨˩ ʔ
nóng nực	n ɔ ŋ ˦˧˥ n ɨ k̚ ˨˩ ʔ
nóng ruột	n a w ŋ͡m ˦˧˥ ʐ u ə k̚ ˨˩ ʔ
nóng ruột	n ɔ ŋ ˦˧˥ ʐ u ə k̚ ˨˩ ʔ
nóng sốt	n a w ŋ͡m ˦˧˥ ʂ o k̚ ˦˧˥
nóng sốt	n ɔ ŋ ˦˧˥ s o k̚ ˦˧˥
nóng tính	n a w ŋ͡m ˦˧˥ t ɨ n ˦˧˥
nóng tính	n ɔ ŋ ˦˧˥ t ɨ n ˦˧˥
nóng vội	n a w ŋ͡m ˦˧˥ v o j ˨˩ ʔ
nóng vội	n ɔ ŋ ˦˧˥ v o j ˨˩ ʔ
nóp	n ɔ p̚ ˦˧˥
nô	n o w ˧˧
nô dịch	n o w ˧˧ j ɨ t̚ ˨˩ ʔ
nô lệ	n o w ˧˧ l e j ˨˩ ʔ
nô nức	n o w ˧˧ n ɨ k̚ ˦˧˥
nô tài	n o w ˧˧ t aː j ˦˩
nô tì	n o w ˧˧ t ɪ j ˦˩
nô đùa	n o w ˧˧ ʔ ɗ u ə ˦˩
nôi	n o j ˧˧
nôm	n o m ˧˧
nôm na	n o m ˧˧ n aː ˧˧
nôn	n o ŋ ˧˧
nôn khan	n o ŋ ˧˧ kʰ aː ŋ ˧˧
nôn nao	n o ŋ ˧˧ n aː w ˧˧
nôn nóng	n o ŋ ˧˧ n a w ŋ͡m ˦˧˥
nôn nóng	n o ŋ ˧˧ n ɔ ŋ ˦˧˥
nôn nả	n o ŋ ˧˧ n aː ˧˨
nông	n ə w ŋ͡m ˧˧
nông choèn	n ə w ŋ͡m ˧˧ t͡ɕ w ɛ ŋ ˦˩
nông cạn	n ə w ŋ͡m ˧˧ k aː ŋ ˨˩ ʔ
nông cụ	n ə w ŋ͡m ˧˧ k ʊ w ˨˩ ʔ
nông dân	n ə w ŋ͡m ˧˧ j ə ŋ ˧˧
nông gia	n ə w ŋ͡m ˧˧ j aː ˧˧
nông học	n ə w ŋ͡m ˧˧ h a w k͡p̚ ˨˩ ʔ
nông nghiệp	n ə w ŋ͡m ˧˧ ŋ i ə p̚ ˨˩ ʔ
nông nghiệp hữu cơ	n ə w ŋ͡m ˧˧ ŋ i ə p̚ ˨˩ ʔ h ɨ w ˧˨ k əː ˧˧
nông nghiệp thông minh	n ə w ŋ͡m ˧˧ ŋ i ə p̚ ˨˩ ʔ tʰ ə w ŋ͡m ˧˧ m ɨ n ˧˧
nông nhàn	n ə w ŋ͡m ˧˧ ɲ aː ŋ ˦˩
nông nô	n ə w ŋ͡m ˧˧ n o w ˧˧
nông nổi	n ə w ŋ͡m ˧˧ n o j ˧˨
nông nỗi	n ə w ŋ͡m ˧˧ n o j ˧˨
nông phu	n ə w ŋ͡m ˧˧ f ʊ w ˧˧
nông sản	n ə w ŋ͡m ˧˧ s aː ŋ ˧˨
nông sản	n ə w ŋ͡m ˧˧ ʂ aː ŋ ˧˨
nông sợt	n ə w ŋ͡m ˧˧ s əː k̚ ˨˩ ʔ
nông sợt	n ə w ŋ͡m ˧˧ ʂ əː k̚ ˨˩ ʔ
nông thôn	n ə w ŋ͡m ˧˧ tʰ o ŋ ˧˧
nông thôn mới	n ə w ŋ͡m ˧˧ tʰ o ŋ ˧˧ m əː j ˨˩˦
nông trường	n ə w ŋ͡m ˧˧ ʈ ɨ ə ŋ ˦˩
nông trại	n ə w ŋ͡m ˧˧ ʈ aː j ˨˩ ʔ
nôốc	n o k̚ ˦˧˥
nõ	n ɔ ˧˨
nõn	n ɔ ŋ ˧˨
nùi	n u j ˦˩
núc	n ʊ w k͡p̚ ˦˧˥
núc nác	n ʊ w k͡p̚ ˦˧˥ n aː k̚ ˦˧˥
núi	n u j ˨˩˦
núi Nhạn	n u j ˨˩˦ ɲ aː ŋ ˨˩ ʔ
núi cao còn có núi cao hơn	n u j ˨˩˦ k aː w ˧˧ k ɔ ŋ ˦˩ k ɔ ˨˩˦ n u j ˨˩˦ k aː w ˧˧ h əː ŋ ˧˧
núi lửa	n u j ˨˩˦ l ɨ ə ˧˨
núi ngầm	n u j ˨˩˦ ŋ ə m ˦˩
núi non	n u j ˨˩˦ n ɔ ŋ ˧˧
núi rừng	n u j ˨˩˦ ʐ ɨ ŋ ˦˩
núi sông	n u j ˨˩˦ s ə w ŋ͡m ˧˧
núi sông	n u j ˨˩˦ ʂ ə w ŋ͡m ˧˧
núm	n u m ˦˧˥
núm vú	n u m ˦˧˥ v ʊ w ˨˩˦
núm vú giả	n u m ˦˧˥ v ʊ w ˨˩˦ j aː ˧˨
núng	n ʊ w ŋ͡m ˦˧˥
núng thế	n ʊ w ŋ͡m ˦˧˥ tʰ e j ˨˩˦
núp	n u p̚ ˦˧˥
nút	n ʊ k̚ ˦˧˥
nút bấm	n ʊ k̚ ˦˧˥ ʔ ɓ ə m ˦˧˥
nút bần	n ʊ k̚ ˦˧˥ ʔ ɓ ə ŋ ˦˩
nĩa	n i ə ˧˨
nũng	n ʊ w ŋ͡m ˧˨
nơ	n əː ˧˧
nơ bướm	n əː ˧˧ ʔ ɓ ɨ ə m ˦˧˥
nơi	n əː j ˧˧
nơi chốn	n əː j ˧˧ t͡ɕ o ŋ ˦˧˥
nơi nơi	n əː j ˧˧ n əː j ˧˧
nơi sinh	n əː j ˧˧ s ɨ n ˧˧
nơi sinh	n əː j ˧˧ ʂ ɨ n ˧˧
nơm	n əː m ˧˧
nơm nớp	n əː m ˧˧ n əː p̚ ˦˧˥
nơtron	n əː ˧˧ ʈ ə w ŋ͡m ˧˧
nưa	n ɨ ə ˧˧
nước	n ɨ ə k̚ ˦˧˥
nước biển	n ɨ ə k̚ ˦˧˥ ʔ ɓ i ə ŋ ˧˨
nước bước	n ɨ ə k̚ ˦˧˥ ʔ ɓ ɨ ə k̚ ˦˧˥
nước bọt	n ɨ ə k̚ ˦˧˥ ʔ ɓ ɔ k̚ ˨˩ ʔ
nước chanh	n ɨ ə k̚ ˦˧˥ t͡ɕ ɛ ɲ ˧˧
nước chè	n ɨ ə k̚ ˦˧˥ t͡ɕ ɛ ˦˩
nước chảy đá mòn	n ɨ ə k̚ ˦˧˥ t͡ɕ a j ˧˨ ʔ ɗ aː ˨˩˦ m ɔ ŋ ˦˩
nước chấm	n ɨ ə k̚ ˦˧˥ t͡ɕ ə m ˦˧˥
nước có ga	n ɨ ə k̚ ˦˧˥ k ɔ ˨˩˦ ɣ aː ˧˧
nước cường toan	n ɨ ə k̚ ˦˧˥ k ɨ ə ŋ ˦˩ t w aː ŋ ˧˧
nước cất	n ɨ ə k̚ ˦˧˥ k ə k̚ ˦˧˥
nước cống	n ɨ ə k̚ ˦˧˥ k ə w ŋ͡m ˦˧˥
nước cốt dừa	n ɨ ə k̚ ˦˧˥ k o k̚ ˦˧˥ j ɨ ə ˦˩
nước cứng	n ɨ ə k̚ ˦˧˥ k ɨ ŋ ˦˧˥
nước da	n ɨ ə k̚ ˦˧˥ j aː ˧˧
nước dãi	n ɨ ə k̚ ˦˧˥ j aː j ˧˨
nước dùng	n ɨ ə k̚ ˦˧˥ j ʊ w ŋ͡m ˦˩
nước dừa	n ɨ ə k̚ ˦˧˥ j ɨ ə ˦˩
nước giải	n ɨ ə k̚ ˦˧˥ j aː j ˧˨
nước giải khát	n ɨ ə k̚ ˦˧˥ j aː j ˧˨ kʰ aː k̚ ˦˧˥
nước gạo	n ɨ ə k̚ ˦˧˥ ɣ aː w ˨˩ ʔ
nước hoa	n ɨ ə k̚ ˦˧˥ h w aː ˧˧
nước hàng	n ɨ ə k̚ ˦˧˥ h aː ŋ ˦˩
nước khoáng	n ɨ ə k̚ ˦˧˥ kʰ w aː ŋ ˦˧˥
nước kiệu	n ɨ ə k̚ ˦˧˥ k i w ˨˩ ʔ
nước kết tinh	n ɨ ə k̚ ˦˧˥ k e t̚ ˦˧˥ t ɨ n ˧˧
nước lã	n ɨ ə k̚ ˦˧˥ l aː ˧˨
nước lèo	n ɨ ə k̚ ˦˧˥ l ɛ w ˦˩
nước lên	n ɨ ə k̚ ˦˧˥ l e n ˧˧
nước lạnh	n ɨ ə k̚ ˦˧˥ l ɛ ɲ ˨˩ ʔ
nước lọc	n ɨ ə k̚ ˦˧˥ l a w k͡p̚ ˨˩ ʔ
nước máy	n ɨ ə k̚ ˦˧˥ m a j ˨˩˦
nước ép	n ɨ ə k̚ ˦˧˥ ʔ ɛ p̚ ˦˧˥
nước đá	n ɨ ə k̚ ˦˧˥ ʔ ɗ aː ˨˩˦
nước đái	n ɨ ə k̚ ˦˧˥ ʔ ɗ aː j ˨˩˦
nước đôi	n ɨ ə k̚ ˦˧˥ ʔ ɗ o j ˧˧
nước đường	n ɨ ə k̚ ˦˧˥ ʔ ɗ ɨ ə ŋ ˦˩
nước đại	n ɨ ə k̚ ˦˧˥ ʔ ɗ aː j ˨˩ ʔ
nước đến chân mới nhảy	n ɨ ə k̚ ˦˧˥ ʔ ɗ e n ˦˧˥ t͡ɕ ə ŋ ˧˧ m əː j ˨˩˦ ɲ a j ˧˨
nước độc	n ɨ ə k̚ ˦˧˥ ʔ ɗ ə w k͡p̚ ˨˩ ʔ
nước đục	n ɨ ə k̚ ˦˧˥ ʔ ɗ ʊ w k͡p̚ ˨˩ ʔ
nước đục thả câu	n ɨ ə k̚ ˦˧˥ ʔ ɗ ʊ w k͡p̚ ˨˩ ʔ tʰ aː ˧˨ k ə w ˧˧
nạn	n aː ŋ ˨˩ ʔ
nến	n e n ˦˧˥
nỉ non	n ɪ j ˧˨ n ɔ ŋ ˧˧
nị	n ɪ j ˨˩ ʔ
nịch	n ɨ t̚ ˨˩ ʔ
nịnh	n ɨ n ˨˩ ʔ
nịnh bợ	n ɨ n ˨˩ ʔ ʔ ɓ əː ˨˩ ʔ
nịnh thần	n ɨ n ˨˩ ʔ tʰ ə ŋ ˦˩
nịnh đầm	n ɨ n ˨˩ ʔ ʔ ɗ ə m ˦˩
nịt	n i t̚ ˨˩ ʔ
nịt vú	n i t̚ ˨˩ ʔ v ʊ w ˨˩˦
nọ	n ɔ ˨˩ ʔ
nọc	n a w k͡p̚ ˨˩ ʔ
nọc nọc	n a w k͡p̚ ˨˩ ʔ n a w k͡p̚ ˨˩ ʔ
nọc độc	n a w k͡p̚ ˨˩ ʔ ʔ ɗ ə w k͡p̚ ˨˩ ʔ
nọng	n a w ŋ͡m ˨˩ ʔ
nọng	n ɔ ŋ ˨˩ ʔ
nỏ	n ɔ ˧˨
nốc	n ə w k͡p̚ ˦˧˥
nối	n o j ˨˩˦
nối chữ	n o j ˨˩˦ t͡ɕ ɨ ˧˨
nối dòng	n o j ˨˩˦ j a w ŋ͡m ˦˩
nối dòng	n o j ˨˩˦ j ɔ ŋ ˦˩
nối dõi	n o j ˨˩˦ j ɔ j ˧˨
nối gót	n o j ˨˩˦ ɣ ɔ k̚ ˦˧˥
nối liền	n o j ˨˩˦ l i ə ŋ ˦˩
nối lại	n o j ˨˩˦ l aː j ˨˩ ʔ
nối nghiệp	n o j ˨˩˦ ŋ i ə p̚ ˨˩ ʔ
nối ngôi	n o j ˨˩˦ ŋ o j ˧˧
nối tiếp	n o j ˨˩˦ t i ə p̚ ˦˧˥
nối từ	n o j ˨˩˦ t ɨ ˦˩
nốt	n o k̚ ˦˧˥
nốt chu sa	n o k̚ ˦˧˥ t͡ɕ ʊ w ˧˧ s aː ˧˧
nốt chu sa	n o k̚ ˦˧˥ t͡ɕ ʊ w ˧˧ ʂ aː ˧˧
nốt ruồi	n o k̚ ˦˧˥ ʐ u j ˦˩
nốt tròn	n o k̚ ˦˧˥ ʈ ɔ ŋ ˦˩
nốt trắng	n o k̚ ˦˧˥ ʈ a ŋ ˦˧˥
nốt đen	n o k̚ ˦˧˥ ʔ ɗ ɛ ŋ ˧˧
nồi	n o j ˦˩
nồi cơm điện	n o j ˦˩ k əː m ˧˧ ʔ ɗ i ə ŋ ˨˩ ʔ
nồi niêu	n o j ˦˩ n i w ˧˧
nồi niêu xoong chảo	n o j ˦˩ n i w ˧˧ s ɔ ŋ͡m ˧˧ t͡ɕ aː w ˧˨
nồi nấu chảy	n o j ˦˩ n ə w ˨˩˦ t͡ɕ a j ˧˨
nồi áp suất	n o j ˦˩ ʔ aː p̚ ˦˧˥ s w ə k̚ ˦˧˥
nồi áp suất	n o j ˦˩ ʔ aː p̚ ˦˧˥ ʂ w ə k̚ ˦˧˥
nồi đất	n o j ˦˩ ʔ ɗ ə k̚ ˦˧˥
nồng	n ə w ŋ͡m ˦˩
nồng hậu	n ə w ŋ͡m ˦˩ h ə w ˨˩ ʔ
nồng nhiệt	n ə w ŋ͡m ˦˩ ɲ i ə k̚ ˨˩ ʔ
nồng nàn	n ə w ŋ͡m ˦˩ n aː ŋ ˦˩
nồng nặc	n ə w ŋ͡m ˦˩ n a k̚ ˨˩ ʔ
nồng độ	n ə w ŋ͡m ˦˩ ʔ ɗ o w ˨˩ ʔ
nồng ấm	n ə w ŋ͡m ˦˩ ʔ ə m ˦˧˥
nổ	n o w ˧˨
nổ não	n o w ˧˨ n aː w ˧˨
nổi	n o j ˧˨
nổi bật	n o j ˧˨ ʔ ɓ ə k̚ ˨˩ ʔ
nổi cơn tam bành	n o j ˧˨ k əː ŋ ˧˧ t aː m ˧˧ ʔ ɓ ɛ ɲ ˦˩
nổi cộm	n o j ˧˨ k o m ˨˩ ʔ
nổi danh	n o j ˧˨ j ɛ ɲ ˧˧
nổi dậy	n o j ˧˨ j ə j ˨˩ ʔ
nổi giận	n o j ˧˨ j ə ŋ ˨˩ ʔ
nổi loạn	n o j ˧˨ l w aː ŋ ˨˩ ʔ
nổi nênh	n o j ˧˨ n e n ˧˧
nổi tiếng	n o j ˧˨ t i ə ŋ ˦˧˥
nổi trội	n o j ˧˨ ʈ o j ˨˩ ʔ
nổng	n ə w ŋ͡m ˧˨
nỗ lực	n o w ˧˨ l ɨ k̚ ˨˩ ʔ
nỗi	n o j ˧˨
nỗi niềm	n o j ˧˨ n i ə m ˦˩
nộ	n o w ˨˩ ʔ
nội	n o j ˨˩ ʔ
nội bào	n o j ˨˩ ʔ ʔ ɓ aː w ˦˩
nội bào tử	n o j ˨˩ ʔ ʔ ɓ aː w ˦˩ t ɨ ˧˨
nội bệnh lí	n o j ˨˩ ʔ ʔ ɓ e n ˨˩ ʔ l ɪ j ˨˩˦
nội bộ	n o j ˨˩ ʔ ʔ ɓ o w ˨˩ ʔ
nội chiến	n o j ˨˩ ʔ t͡ɕ i ə ŋ ˦˧˥
nội các	n o j ˨˩ ʔ k aː k̚ ˦˧˥
nội dung	n o j ˨˩ ʔ j ʊ w ŋ͡m ˧˧
nội gián	n o j ˨˩ ʔ j aː ŋ ˦˧˥
nội khoa	n o j ˨˩ ʔ kʰ w aː ˧˧
nội khí quản	n o j ˨˩ ʔ kʰ ɪ j ˨˩˦ k w aː ŋ ˧˨
nội lực	n o j ˨˩ ʔ l ɨ k̚ ˨˩ ʔ
nội quy	n o j ˨˩ ʔ k w ɪ j ˧˧
nội san	n o j ˨˩ ʔ s aː ŋ ˧˧
nội san	n o j ˨˩ ʔ ʂ aː ŋ ˧˧
nội sinh	n o j ˨˩ ʔ s ɨ n ˧˧
nội sinh	n o j ˨˩ ʔ ʂ ɨ n ˧˧
nội soi	n o j ˨˩ ʔ s ɔ j ˧˧
nội soi	n o j ˨˩ ʔ ʂ ɔ j ˧˧
nội thuỷ	n o j ˨˩ ʔ tʰ w ɪ j ˧˨
nội thành	n o j ˨˩ ʔ tʰ ɛ ɲ ˦˩
nội thương	n o j ˨˩ ʔ tʰ ɨ ə ŋ ˧˧
nội thất	n o j ˨˩ ʔ tʰ ə k̚ ˦˧˥
nội thị	n o j ˨˩ ʔ tʰ ɪ j ˨˩ ʔ
nội tiếp	n o j ˨˩ ʔ t i ə p̚ ˦˧˥
nội tiết	n o j ˨˩ ʔ t i ə k̚ ˦˧˥
nội tiết tố	n o j ˨˩ ʔ t i ə k̚ ˦˧˥ t o w ˨˩˦
nội tiểu bang	n o j ˨˩ ʔ t i w ˧˨ ʔ ɓ aː ŋ ˧˧
nội trú	n o j ˨˩ ʔ ʈ ʊ w ˨˩˦
nội trợ	n o j ˨˩ ʔ ʈ əː ˨˩ ʔ
nội tâm	n o j ˨˩ ʔ t ə m ˧˧
nội tâm mạc	n o j ˨˩ ʔ t ə m ˧˧ m aː k̚ ˨˩ ʔ
nội tại	n o j ˨˩ ʔ t aː j ˨˩ ʔ
nội tạng	n o j ˨˩ ʔ t aː ŋ ˨˩ ʔ
nội tỉnh	n o j ˨˩ ʔ t ɨ n ˧˨
nội vụ	n o j ˨˩ ʔ v ʊ w ˨˩ ʔ
nội y	n o j ˨˩ ʔ ʔ ɪ j ˧˧
nội ô	n o j ˨˩ ʔ ʔ o w ˧˧
nội đô	n o j ˨˩ ʔ ʔ ɗ o w ˧˧
nội địa	n o j ˨˩ ʔ ʔ ɗ i ə ˨˩ ʔ
nội độc tố	n o j ˨˩ ʔ ʔ ɗ ə w k͡p̚ ˨˩ ʔ t o w ˨˩˦
nội động từ	n o j ˨˩ ʔ ʔ ɗ ə w ŋ͡m ˨˩ ʔ t ɨ ˦˩
nội ứng	n o j ˨˩ ʔ ʔ ɨ ŋ ˦˧˥
nộm	n o m ˨˩ ʔ
nộp	n o p̚ ˨˩ ʔ
nộp mạng	n o p̚ ˨˩ ʔ m aː ŋ ˨˩ ʔ
