A	a
făgăduieli	f ə ɡ ə d u j e lʲ
făinare	f ə i n a r e
făinos	f ə i n o s
făină	f ə i n ə
fălcos	f ə l k o s
făptaș	f ə p t a ʃ
făptașă	f ə p t a ʃ ə
făpturi	f ə p t u rʲ
făptură	f ə p t u r ə
făraș	f ə r a ʃ
fărșerot	f ə r ʃ e r o t
fărșerotesc	f ə r ʃ e r o t e s k
fărșărot	f ə r ʃ ə r o t
fărșărotesc	f ə r ʃ ə r o t e s k
făurar	f ə w r a r
făuri	f ə u r i
fățiș	f ə t͡s i ʃ
g	d ʒ
g	ɡ
gabor	ɡ a b o r
gaidă	ɡ a j d ə
gaiță	ɡ a j t͡s ə
galben	ɡ a l b e n
galbeni	ɡ a l b e nʲ
galenă	ɡ a l e n ə
galfed	ɡ a l f e d
galiu	ɡ a l j u
galopa	ɡ a l o p a
galvanizat	ɡ a l v a n i z a t
gamba	ɡ a m b a
gambă	ɡ a m b ə
gara	ɡ a r a
garaj	ɡ a r a ʒ
garnizoană	ɡ a r n i z o̯ a n ə
garoafă	ɡ a r o̯ a f ə
garson	ɡ a r s o n
gastric	ɡ a s t r i k
gata	ɡ a t a
gavial	ɡ a v i a l
gaz	ɡ a z
gazelă	ɡ a z e l ə
gazos	ɡ a z o s
geacă	d͡ʒ e̯ a k ə
geam	d͡ʒ e̯ a m
geamăn	d͡ʒ e̯ a m ə n
gelos	d͡ʒ e l o s
gen	d͡ʒ e n
gene	d͡ʒ e n e
genealogic	d͡ʒ e n e a l o d͡ʒ i k
genealogist	d͡ʒ e n e a l o d͡ʒ i s t
genealogistă	d͡ʒ e n e a l o d͡ʒ i s t ə
general	d͡ʒ e n e r a l
generaliza	d͡ʒ e n e r a l i z a
generic	d ʒ e n e r i k
genetician	d͡ʒ e n e t i t͡ʃ i a n
geneticiană	d͡ʒ e n e t i t͡ʃ i a n ə
genital	d͡ʒ e n i t a l
geniu	d ʒ e n j u
genunchieră	d͡ʒ e n u n k i e r ə
geocentric	d͡ʒ e o t͡ʃ e n t r i k
geofizician	d͡ʒ e o f i z i t͡ʃ i a n
geofiziciană	d͡ʒ e o f i z i t͡ʃ i a n ə
geograf	d͡ʒ e o ɡ r a f
geografic	d͡ʒ e o ɡ r a f i k
geografica	d͡ʒ e o ɡ r a f i k a
geografică	d͡ʒ e o ɡ r a f i k ə
geografie	d͡ʒ e o ɡ r a f i e
geografie	d͡ʒ e̯ o ɡ r a f i e
geografă	d͡ʒ e o ɡ r a f ə
geoid	d͡ʒ e o i d
geolog	d͡ʒ e o l o ɡ
geologie	d͡ʒ e o l o d͡ʒ i e
geologă	d͡ʒ e o l o ɡ ə
geometric	d͡ʒ e o m e t r i k
geometrie	d͡ʒ e o m e t r i e
georgian	d͡ʒ e̯ o r d͡ʒ i a n
gerar	d͡ʒ e r a r
geriatru	d͡ʒ e r i a t r u
geriatră	d͡ʒ e r i a t r ə
german	d͡ʒ e r m a n
germanic	d͡ʒ e r m a n i k
germaniu	d͡ʒ e r m a n j u
germaniza	d͡ʒ e r m a n i z a
germană	d͡ʒ e r m a n ə
germănar	d͡ʒ e r m ə n a r
gestiona	d͡ʒ e s t i o n a
gestionar	d͡ʒ e s t i o n a r
gestionari	d͡ʒ e s t i o n a rʲ
gestiune	d͡ʒ e s t i u n e
gestiuni	d͡ʒ e s t i u nʲ
get	d͡ʒ e t
gheață	ɡ e̯ a t͡s ə
ghepard	ɡ e p a r d
gherghină	ɡ e r ɡ i n ə
ghici	ɡ i t͡ʃ i
ghicit	ɡ i t͡ʃ i t
ghicitoare	ɡ i t͡ʃ i t o̯ a r e
ghid	ɡ i d
ghidon	ɡ i d o n
ghidă	ɡ i d ə
ghimpe	ɡ i m p e
ghinduros	ɡ i n d u r o s
ghindă	ɡ i n d ə
ghionoaie	ɡ i o n o̯ a j e
ghiont	ɡ j o n t
ghiveci	ɡ i v e t͡ʃʲ
gimnast	d͡ʒ i m n a s t
gimnastă	d͡ʒ i m n a s t ə
gimnic	d͡ʒ i m n i k
ginecolog	d͡ʒ i n e k o l o ɡ
ginecologă	d͡ʒ i n e k o l o ɡ ə
ginere	d͡ʒ i n e r e
gingaș	d͡ʒ i ŋ ɡ a ʃ
girafa	d͡ʒ i r a f a
girafe	d͡ʒ i r a f e
girafă	d͡ʒ i r a f ə
giruetă	d͡ʒ i r u e t ə
glacial	ɡ l a t͡ʃ i a l
glaciolog	ɡ l a t͡ʃ i o l o ɡ
glaciologă	ɡ l a t͡ʃ i o l o ɡ ə
gladiolă	ɡ l a d i o l ə
glandulos	ɡ l a n d u l o s
glas	ɡ l a s
glisa	ɡ l i s a
globaliza	ɡ l o b a l i z a
glonț	ɡ l o n t͡s
glorificator	ɡ l o r i f i k a t o r
glucoze	ɡ l u k o z e
glucoză	ɡ l u k o z ə
glumă	ɡ l u m ə
gluton	ɡ l u t o n
glutoni	ɡ l u t o nʲ
glăscior	ɡ l ə s t͡ʃ j o r
gnomon	ɡ n o m o n
gnostic	ɡ n o s t i k
gogoașă	ɡ o ɡ o̯ a ʃ ə
gogonat	ɡ o ɡ o n a t
gogoși	ɡ o ɡ o ʃʲ
gogă	ɡ o ɡ ə
gol	ɡ o l
golumb	ɡ o l u m b
goni	ɡ o n i
gorgonă	ɡ o r ɡ o n ə
gorilă	ɡ o r i l ə
gospodar	ɡ o s p o d a r
gospodină	ɡ o s p o d i n ə
gospodărească	ɡ o s p o d ə r e̯ a s k ə
gospodăresc	ɡ o s p o d ə r e s k
gospodărești	ɡ o s p o d ə r e ʃ tʲ
gospodărie	ɡ o s p o d ə r i e
grafem	ɡ r a f e m
grafic	ɡ r a f i k
grafit	ɡ r a f i t
grafoman	ɡ r a f o m a n
grajd	ɡ r a ʒ d
grajduri	ɡ r a ʒ d u rʲ
gram	ɡ r a m
gramatică	ɡ r a m a t i k ə
granat	ɡ r a n a t
granată	ɡ r a n a t ə
grangur	ɡ r a n ɡ u r
gras	ɡ r a s
gratie	ɡ r a t i e
gratie	ɡ r a t j e
gratifica	ɡ r a t i f i k a
gratis	ɡ r a t i s
gratuit	ɡ r a t u i t
graur	ɡ r a u r
grav	ɡ r a v
gravat	ɡ r a v a t
gravid	ɡ r a v i d
gravidă	ɡ r a v i d ə
gravitate	ɡ r a v i t a t e
gravitație	ɡ r a v i t a t͡s i e
gravitație	ɡ r a v i t a t͡s j e
gravitațional	ɡ r a v i t a t͡s i o n a l
grație	ɡ r a t͡s i e
grație	ɡ r a t͡s j e
grea	ɡ r e a
grea	ɡ r e̯ a
greacă	ɡ r e̯ a k ə
grebla	ɡ r e b l a
grec	ɡ r e k
grecească	ɡ r e t͡ʃ e̯ a s k ə
grecesc	ɡ r e t͡ʃ e s k
grecești	ɡ r e t͡ʃ e ʃ tʲ
grecotei	ɡ r e k o t e j
gregar	ɡ r e ɡ a r
gregorian	ɡ r e ɡ o r i a n
greier	ɡ r e j e r
greoi	ɡ r e o j
grepfrut	ɡ r e p f r u t
gresa	ɡ r e s a
greu	ɡ r e w
greuință	ɡ r e u i n t͡s ə
greutate	ɡ r e u t a t e
greșeală	ɡ r e ʃ e̯ a l ə
greși	ɡ r e ʃ i
grețos	ɡ r e t͡s o s
gri	ɡ r i
grijanie	ɡ r i ʒ a n i e
grijanie	ɡ r i ʒ a n j e
grijuliu	ɡ r i ʒ u l i w
grijă	ɡ r i ʒ ə
grindină	ɡ r i n d i n ə
groaznic	ɡ r o̯ a z n i k
groh	ɡ r o x
gros	ɡ r o s
grosime	ɡ r o s i m e
grotă	ɡ r o t ə
gruie	ɡ r u j e
grumăjor	ɡ r u m ə ʒ o r
grupa	ɡ r u p a
grupă	ɡ r u p ə
grâu	ɡ r ɨ w
grăbi	ɡ r ə b i
grădinar	ɡ r ə d i n a r
grădini	ɡ r ə d i nʲ
grădiniță	ɡ r ə d i n i t͡s ə
grădinăreasă	ɡ r ə d i n ə r e̯ a s ə
grădinări	ɡ r ə d i n ə r i
grăitor	ɡ r ə i t o r
grăjdar	ɡ r ə ʒ d a r
grăjdari	ɡ r ə ʒ d a rʲ
grămadă	ɡ r ə m a d ə
grămăjoară	ɡ r ə m ə ʒ o̯ a r ə
grănicer	ɡ r ə n i t͡ʃ e r
grăsime	ɡ r ə s i m e
grăsun	ɡ r ə s u n
grăsuț	ɡ r ə s u t͡s
gudura	ɡ u d u r a
guguștiuc	ɡ u ɡ u ʃ t j u k
guineobissauan	ɡ u i n e o b i s a w a n
guineobissauană	ɡ u i n e o b i s a w a n ə
gulie	ɡ u l i e
gunoier	ɡ u n o j e r
gunoieră	ɡ u n o j e r ə
gura	ɡ u r a
guraliv	ɡ u r a l i v
gureș	ɡ u r e ʃ
gură	ɡ u r ə
gust	ɡ u s t
gustar	ɡ u s t a r
gustare	ɡ u s t a r e
gustos	ɡ u s t o s
gustul	ɡ u s t u l
gutuie	ɡ u t u j e
guvern	ɡ u v e r n
guvernamental	ɡ u v e r n a m e n t a l
guvernant	ɡ u v e r n a n t
guvernante	ɡ u v e r n a n t e
guvernantă	ɡ u v e r n a n t ə
guvernanți	ɡ u v e r n a n t͡sʲ
gâmba	ɡ ɨ m b a
gând	ɡ ɨ n d
gândac	ɡ ɨ n d a k
gândesc	ɡ ɨ n d e s k
gândi	ɡ ɨ n d i
gârbov	ɡ ɨ r b o v
gâscan	ɡ ɨ s k a n
gâscă	ɡ ɨ s k ə
gât	ɡ ɨ t
găina	ɡ ə i n a
găini	ɡ ə i n i
găini	ɡ ə i nʲ
găină	ɡ ə i n ə
gălbeji	ɡ ə l b e ʒ i
gălbejit	ɡ ə l b e ʒ i t
gălbejor	ɡ ə l b e ʒ o r
gălbenuș	ɡ ə l b e n u ʃ
gălbiu	ɡ ə l b i w
gălbui	ɡ ə l b u j
gălușcă	ɡ ə l u ʃ k ə
gălăgie	ɡ ə l ə d͡ʒ i e
gălăgios	ɡ ə l ə d͡ʒ i o s
găoace	ɡ ə o̯ a t͡ʃ e
găoci	ɡ ə o t͡ʃʲ
găozar	ɡ ə o z a r
găsi	ɡ ə s i
găsit	ɡ ə s i t
găsita	ɡ ə s i t a
găsită	ɡ ə s i t ə
găteală	ɡ ə t e̯ a l ə
gătej	ɡ ə t e ʒ
găti	ɡ ə t i
găunos	ɡ ə u n o s
h	h
habar	h a b a r
haide	h a j d e
haiduc	h a j d u k
haitian	h a i t i a n
halat	h a l a t
halva	h a l v a
ham	h a m
hamadriadă	h a m a d r i a d ə
hamster	h a m s t e r
handbal	h a n d b a l
harbuz	h a r b u z
harfă	h a r f ə
harneală	h a r n e̯ a l ə
harnic	h a r n i k
hasmațuchi	h a s m a t͡s u kʲ
hate	h e j t
hater	h e j t e r
hau	h a w
havan	h a v a n
havuz	h a v u z
hazardat	h a z a r d a t
hazliu	h a z l i w
hazna	h a z n a
haznatar	h a z n a t a r
haț	h a t͡s
hecimpeci	h e t͡ʃ i m p e t͡ʃʲ
hectogram	h e k t o ɡ r a m
hegemon	h e d͡ʒ e m o n
hei	h e j
helicon	h e l i k o n
heliocentric	h e l i o t͡ʃ e n t r i k
heliodor	h e l i o d o r
heliu	h e l j u
hematit	h e m a t i t
hematologie	h e m a t o l o d͡ʒ i e
heptametru	h e p t a m e t r u
hering	h e r i ŋ ɡ
herțeg	h e r t͡s e ɡ
heterogam	h e t e r o ɡ a m
heterosexual	h e t e r o s e k s u a l
heterosexualitatea	h e t e r o s e k s u a l i t a t e̯ a
heterosexualității	h e t e r o s e k s u a l i t ə t s i
hexadecimal	h e k s a d e t͡ʃ i m a l
hexagonal	h e k s a ɡ o n a l
hexametru	h e k s a m e t r u
hiberna	h i b e r n a
hibrida	h i b r i d a
hibridiza	h i b r i d i z a
hidrați	h i d r a t sʲ
hidrogen	h i d r o d͡ʒ e n
hidrolog	h i d r o l o ɡ
hidrologă	h i d r o l o ɡ ə
hidromel	h i d r o m e l
hieroglific	h i e r o ɡ l i f i k
hieroglifă	h i e r o ɡ l i f ə
hintă	h i n t ə
hiperboliza	h i p e r b o l i z a
hiperbolă	h i p e r b o l ə
hiperon	h i p e r o n
hiperoni	h i p e r o nʲ
hipertrofia	h i p e r t r o f i a
hipnotic	h i p n o t i k
hipnotiza	h i p n o t i z a
hipnoză	h i p n o z ə
hipogen	h i p o d͡ʒ e n
hipopotam	h i p o p o t a m
hispanic	h i s p a n i k
histologic	h i s t o l o d͡ʒ i k
hoget	h o d͡ʒ e t
hoitar	h o j t a r
homeopat	h o m e o p a t
homofobic	h o m o f o b i k
homosexual	h o m o s e k s u a l
homosexualitatea	h o m o s e k s u a l i t a t e̯ a
homosexualității	h o m o s e k s u a l i t ə t s i
horticultoare	h o r t i k u l t o̯ a r e
horticultor	h o r t i k u l t o r
hostie	h o s t i e
hotar	h o t a r
hotel	h o t e l
hotă	h o t ə
hotărî	h o t ə r ɨ
hram	h r a m
hrană	h r a n ə
hrean	h r e̯ a n
hrișcă	h r i ʃ k ə
huligan	h u l i ɡ a n
hulit	h u l i t
hurduca	h u r d u k a
hâlpov	h u l p a v
hârbui	h ɨ r b u i
hârciog	h ɨ r t͡ʃʲ o ɡ
hârtie	h ɨ r t i j e
hârtău	h ɨ r t ə w
hălăduință	h ə l ə d u i n t͡s ə
i	i
i	j
i	ʲ
ia	j a
iac	j a k
iacă	j a k ə
iad	j a d
iadă	j a d ə
iamb	j a m b
ianuarie	j a n u a r i e
ianuarie	j a n w a r i e
ianuarie	j a n w a r j e
iapă	j a p ə
iar	j a r
iarbă	j a r b ə
iarnă	j a r n ə
iatagan	j a t a ɡ a n
iată	j a t ə
iberic	i b e r i k
ici	i t͡ʃʲ
iconic	i k o n i k
icre	i k r e
icră	i k r ə
idealiza	i d e a l i z a
idee	i d e e
idei	i d e j
identic	i d e n t i k
identifica	i d e n t i f i k a
identificabil	i d e n t i f i k a b i l
identități	i d e n t i t ə t͡sʲ
idiom	i d i o m
idiot	i d i o t
idiotiza	i d i j o t i z a
idiotiza	i d i o t i z a
ie	i j e
ied	j e d
iede	j e d e
iedere	j e d e r e
iederă	j e d e r ə
ieftin	j e f t i n
ieftini	j e f t i n i
ieftior	j e f t i o r
ienibahar	j e n i b a h a r
ienuperi	j e n u p e rʲ
ienupăr	j e n u p ə r
iepe	j e p e
iepurar	j e p u r a r
iepure	j e p u r e
iepuri	j e p u rʲ
ierbar	j e r b a r
ierbos	j e r b o s
ieri	j e rʲ
iernatic	j e r n a t i k
ierni	j e r nʲ
ieroglific	i e r o ɡ l i f i k
ieroglifă	i e r o ɡ l i f ə
iertat	j e r t a t
ierte	j e r t e
ieruncă	j e r u ŋ k ə
iezmăciune	j e z m ə t͡ʃ u n e
ieși	j e ʃ i
ignora	i ɡ n o r a
ihtiolog	i h t i o l o ɡ
ihtiologă	i h t i o l o ɡ ə
ii	i i
ii	i j
ilegal	i l e ɡ a l
ilegalist	i l e ɡ a l i s t
ilegaliza	i l e ɡ a l i z a
ilumina	i l u m i n a
iluminație	i l u m i n a t͡s i e
iluzoriu	i l u z o r j u
iluzoriul	i l u z o r j u
iluzoriul	i l u z o r j u l
imaginație	i m a d͡ʒ i n a t͡s i e
imam	i m a m
imbecil	i m b e t͡ʃ i l
imbeciliza	i m b e t͡ʃ i l i z a
imbus	i m b u s
imediat	i m e d i a t
imita	i m i t a
imitare	i m i t a r e
imitat	i m i t a t
imnic	i m n i k
imoral	i m o r a l
imortal	i m o r t a l
imos	i m o s
impas	i m p a s
imperfect	i m p e r f e k t
imperial	i m p e r i a l
imperiu	i m p e r j u
implanta	i m p l a n t a
implementa	i m p l e m e n t a
implica	i m p l i k a
implicație	i m p l i k a t͡s i e
importante	i m p o r t a n t e
imposibil	i m p o s i b i l
impotență	i m p o t e n t͡s ə
imprecație	i m p r e k a t͡s i e
impredictibil	i m p r e d i k t i b i l
imprima	i m p r i m a
imprimeu	i m p r i m e w
impronunțabil	i m p r o n u n t͡s a b i l
impudoare	i m p u d o̯ a r e
imputație	i m p u t a t͡s i e
imunolog	i m u n o l o ɡ
imunologă	i m u n o l o ɡ ə
in	i n
inamiciție	i n a m i t͡ʃ i t͡s i e
inbus	i n b u s
incantat	i n k a n t a t
incita	i n t͡ʃ i t a
include	i n k l u d e
incomplet	i ŋ k o m p l e t
incompleta	i ŋ k o m p l e t a
incredibil	i n k r e d i b i l
incubator	i n k u b a t o r
indecent	i n d e t͡ʃ e n t
indemniza	i n d e m n i z a
independent	i n d e p e n d e n t
indiferent	i n d i f e r e n t
indiscret	i n d i s k r e t
indiscreta	i n d i s k r e t a
indiscrete	i n d i s k r e t e
indiscretă	i n d i s k r e t ə
indiscreți	i n d i s k r e t͡sʲ
indispensabil	i n d i s p e n s a b i l
indispensabili	i n d i s p e n s a b i lʲ
indisponibil	i n d i s p o n i b i l
indolent	i n d o l e n t
indonezian	i n d o n e z i a n
indoneziană	i n d o n e z i a n ə
induce	i n d u t͡ʃ e
inducere	i n d u t͡ʃ e r e
inducție	i n d u k t͡s i e
industrial	i n d u s t r j a l
industrializat	i n d u s t r i a l i z a t
inel	i n e l
inelar	i n e l a r
inerție	i n e r t͡s i e
inestetic	i n e s t e t i k
inestimabil	i n e s t i m a b i l
inexplicabil	i n e k s p l i k a b i l
inexprimabil	i n e k s p r i m a b i l
infam	i n f a m
infecta	i n f e k t a
inferior	i n f e r i o r
infern	i n f e r n
infesta	i n f e s t a
infirm	i n f i r m
infirma	i n f i r m a
infirmare	i n f i r m a r e
infirmi	i n f i r mʲ
infirmier	i n f i r m i e r
infirmieră	i n f i r m i e r ə
infirmări	i n f i r m ə rʲ
inflama	i n f l a m a
inflamabil	i n f l a m a b i l
inflație	i n f l a t͡s i e
inflexibil	i n f l e k s i b i l
influența	i n f l u e n t͡s a
influențabil	i n f l u e n t͡s a b i l
influență	i n f l u e n t͡s ə
informa	i n f o r m a
informatică	i n f o r m a t i k ə
informație	i n f o r m a t͡s i e
informație	i n f o r m a t͡s j e
inimiciție	i n i m i t͡ʃ i t͡s i e
inimos	i n i m o s
injuria	i n ʒ u r i a
injuria	i n ʒ u r j a
inocent	i n o t͡ʃ e n t
inovație	i n o v a t͡s i e
ins	i n s
inscripție	i n s k r i p t͡s i e
insectă	i n s e k t ə
inseparabil	i n s e p a r a b i l
inserție	i n s e r t͡s i e
insidios	i n s i d i o s
insolit	i n s o l i t
inspectoare	i n s p e k t o̯ a r e
inspector	i n s p e k t o r
inspectori	i n s p e k t o r i
inspirare	i n s p i r a r e
inspirație	i n s p i r a t͡s i e
inspirări	i n s p i r ə rʲ
instabil	i n s t a b i l
instala	i n s t a l a
instantaneu	i n s t a n t a n e w
instiga	i n s t i ɡ a
instinct	i n s t i n k t
instituție	i n s t i t u t͡s i e
instituții	i n s t i t u t͡s iː
instituțional	i n s t i t u t͡s i o n a l
instructoare	i n s t r u k t o̯ a r e
instructor	i n s t r u k t o r
instrumental	i n s t r u m e n t a l
insular	i n s u l a r
insurmontabil	i n s u r m o n t a b i l
intact	i n t a k t
integra	i n t e ɡ r a
integrabil	i n t e ɡ r a b i l
integral	i n t e ɡ r a l
integrală	i n t e ɡ r a l ə
integru	i n t e ɡ r u
intelectual	i n t e l e k t u a l
inteligent	i n t e l i d͡ʒ e n t
inteligență	i n t e l i d͡ʒ e n t͡s ə
inteligibil	i n t e l i d͡ʒ i b i l
intempestiv	i n t e m p e s t i v
intempestive	i n t e m p e s t i v e
intens	i n t e n s
intensifica	i n t e n s i f i k a
intenție	i n t e n t͡s i e
interferență	i n t e r f e r e n t͡s ə
interlunar	i n t e r l u n a r
intermediar	i n t e r m e d i a r
internațional	i n t e r n a t͡s i o n a l
interzice	i n t e r z i t͡ʃ e
interzis	i n t e r z i s
intestin	i n t e s t i n
intim	i n t i m
intimida	i n t i m i d a
intoxicație	i n t o k s i k a t͡s i e
intra	i n t r a
intranzitiv	i n t r a n z i t i v
introduce	i n t r o d u t͡ʃ e
introducere	i n t r o d u t͡ʃ e r e
introductiv	i n t r o d u k t i v
introducție	i n t r o d u k t͡s i e
inuman	i n u m a n
inundație	i n u n d a t͡s i e
inutil	i n u t i l
invalid	i n v a l i d
invalida	i n v a l i d a
invalidare	i n v a l i d a r e
invalidări	i n v a l i d ə rʲ
invalizi	i n v a l i zʲ
invar	i n v a r
invariabil	i n v a r i a b i l
inventa	i n v e n t a
inventat	i n v e n t a t
inventator	i n v e n t a t o r
inventează	i n v e n t e̯ a z ə
inventor	i n v e n t o r
inventând	i n v e n t ɨ n d
invenție	i n v e n t͡s i e
invers	i n v e r s
investi	i n v e s t i
investiție	i n v e s t i t͡s i e
invidios	i n v i d i o s
invincibil	i n v i n t͡ʃ i b i l
invita	i n v i t a
invitație	i n v i t a t͡s i e
invizibil	i n v i z i b i l
invulnerabil	i n v u l n e r a b i l
inși	i n ʃʲ
iobag	j o b a ɡ
iobăgie	j o b ə d ʒ i e
ioniza	i j o n i z a
ioniza	i o n i z a
ionizație	i o n i z a t͡s i e
iote	j o t e
ipocrit	i p o k r i t
ipocrită	i p o k r i t ə
iradea	i r a d e̯ a
irascibil	i r a s t͡ʃ i b i l
ireversibil	i r e v e r s i b i l
iritabil	i r i t a b i l
iritat	i r i t a t
irlandez	i r l a n d e z
irlandeză	i r l a n d e z ə
ironia	i r o n i j a
ironizator	i r o n i z a t o r
irosi	i r o s i
islam	i s l a m
islamiza	i s l a m i z a
isop	i s o p
isoscel	i s o s t͡ʃ e l
isprăvnicel	i s p r ə v n i t͡ʃ e l
isteț	i s t e t͡s
istoric	i s t o r i k
italian	i t a l i a n
iterație	i t e r a t͡s i e
iubi	j u b i
iubire	j u b i r e
iubirea	j u b i r e̯ a
iubitor	j u b i t o r
iulie	j u l i j e
iunie	j u n i j e
iute	j u t e
ivoriu	i v o r i w
izbândă	i z b ɨ n d ə
izbăvi	i z b ə v i
izbăvire	i z b ə v i r e
izbăvitor	i z b ə v i t o r
izmană	i z m a n ə
izmene	i z m e n e
izogam	i z o ɡ a m
izolat	i z o l a t
izoletă	i z o l e t ə
izvor	i z v o r
j	ʒ
jachetă	ʒ a k e t ə
jaguar	ʒ a ɡ u a r
jale	ʒ a l e
jalea	ʒ a l e̯ a
jalei	ʒ a l e j
jalnic	ʒ a l n i k
jamaican	ʒ a m a j k a n
jandarm	ʒ a n d a r m
japoneză	ʒ a p o n e z ə
jasp	ʒ a s p
javră	ʒ a v r ə
jder	ʒ d e r
jeg	ʒ e ɡ
jegos	ʒ e ɡ o s
jeleu	ʒ e l e w
jerpeli	ʒ e r p e l i
jerpelitură	ʒ e r p e l i t u r ə
jeț	ʒ e t͡s
jgheab	ʒ ɡ e̯ a b
jidan	ʒ i d a n
jigni	ʒ i ɡ n i
jir	ʒ i r
jneapăn	ʒ n e̯ a p ə n
jnepeni	ʒ n e p e nʲ
joacă	ʒ o̯ a k ə
joc	ʒ o k
joi	ʒ o j
joint	d͡ʒ o j n t
joker	d͡ʒ o k ə r
jos	ʒ o s
joule	ʒ u l
jovialitate	ʒ o v i a l i t a t e
jubilație	ʒ u b i l a t͡s i e
jubilație	ʒ u b i l a t͡s j e
juca	ʒ u k a
jucat	ʒ u k a t
jucărie	ʒ u k ə r i e
jucător	ʒ u k ə t o r
jude	ʒ u d e
judeca	ʒ u d e k a
judecat	ʒ u d e k a t
judecată	ʒ u d e k a t ə
județ	ʒ u d e t͡s
județe	ʒ u d e t͡s e
jugar	ʒ u ɡ a r
jugular	ʒ u ɡ u l a r
jugănaș	ʒ u ɡ ə n a ʃ
jujubă	ʒ u ʒ u b ə
jumate	ʒ u m a t e
jumătate	ʒ u m ə t a t e
june	ʒ u n e
jupui	ʒ u p u i
jupă	ʒ u p ə
jur	ʒ u r
jura	ʒ u r a
jurare	ʒ u r a r e
jurat	ʒ u r a t
jurisdicție	ʒ u r i s d i k t͡s i e
jurist	ʒ u r i s t
juristă	ʒ u r i s t ə
jurăminte	ʒ u r ə m i n t e
jurământ	ʒ u r ə m ɨ n t
just	ʒ u s t
justifica	ʒ u s t i f i k a
justificabil	ʒ u s t i f i k a b i l
justiție	ʒ u s t i t͡s i e
juvenil	ʒ u v e n i l
juvenilă	ʒ u v e n i l ə
juzi	ʒ u zʲ
jăratic	ʒ ə r a t i k
k	k
k	k a
k	k a p a
k	k ɨ
kaki	k a k i
kaliu	k a l j u
karate	k a r a t e
kilogram	k i l o ɡ r a m
kilometru	k i l o m e t r u
kirghiz	k i r ɡ i z
kiribatian	k i r i b a t i a n
koala	k o̯ a l a
kosovar	k o s o v a r
kripton	k r i p t o n
kurd	k u r d
kârgâz	k ɨ r ɡ ɨ z
l	l
la	l a
labagiu	l a b a d͡ʒ i w
lacom	l a k o m
lacunar	l a k u n a r
lagăr	l a ɡ ə r
lai	l a j
laiciza	l a i t͡ʃ i z a
laie	l a j e
lalea	l a l e̯ a
lamaic	l a m a i k
lamaism	l a m a i s m
lamaist	l a m a i s t
lamaistă	l a m a i s t ə
lamarckism	l a m a r k i s m
lamarckist	l a m a r k i s t
lamarckistă	l a m a r k i s t ə
lamă	l a m ə
lansa	l a n s a
lanț	l a n t͡s
lapte	l a p t e
laptop	l e p t o p
lasă	l a s ə
lat	l a t
latin	l a t i n
latrone	l a t r o n e
laudă	l a u d ə
laudă	l a w d ə
lavandă	l a v a n d ə
laș	l a ʃ
le	l e
leapșa	l e̯ a p ʃ a
leapșă	l e̯ a p ʃ ə
lebede	l e b e d e
lega	l e ɡ a
legal	l e ɡ a l
legaliza	l e ɡ a l i z a
legare	l e ɡ a r e
lege	l e d͡ʒ e
legendar	l e d͡ʒ e n d a r
legisla	l e d͡ʒ i s l a
legitima	l e d͡ʒ i t i m a
legitimiza	l e d͡ʒ i t i m i z a
legătură	l e ɡ ə t u r ə
lei	l e j
leit	l e i t
lejer	l e ʒ e r
leming	l e m i ŋ ɡ
lemnos	l e m n o s
lene	l e n e
lenevior	l e n e v j o r
leneș	l e n e ʃ
leoaică	l e o̯ a j k ə
leoarcă	l e̯ o̯ a r k ə
leopard	l e o p a r d
leorbău	l e̯ o r b ə w
lepidopterolog	l e p i d o p t e r o l o ɡ
lepidopterologă	l e p i d o p t e r o l o ɡ ə
lesbian	l e s b i a n
lesbiană	l e s b i a n ə
lesturi	l e s t u rʲ
leton	l e t o n
letonă	l e t o n ə
leu	l e w
leucă	l e u k ə
leucă	l e w k ə
leurdă	l e u r d a
leuștean	l e u ʃ t e̯ a n
levent	l e v e n t
levretă	l e v r e t ə
levrier	l e v r i e r
lexical	l e k s i k a l
lexicaliza	l e k s i k a l i z a
lexicograf	l e k s i k o ɡ r a f
lexicografă	l e k s i k o ɡ r a f ə
lezard	l e z a r d
lezardă	l e z a r d ə
libelulă	l i b e l u l ə
liber	l i b e r
liberal	l i b e r a l
liberație	l i b e r a t͡s i e
libertate	l i b e r t a t e
lichid	l i k i d
lichiditate	l i k i d i t a t e
licurici	l i k u r i t͡ʃʲ
lift	l i f t
liftă	l i f t ə
lignifica	l i ɡ n i f i k a
liliachiu	l i l i a k i w
limba	l i m b a
limbaj	l i m b a ʒ
limbi	l i m b i
limbut	l i m b u t
limbă	l i m b ə
limetă	l i m e t ə
limite	l i m i t e
limnolog	l i m n o l o ɡ
limnologă	l i m n o l o ɡ ə
limpede	l i m p e d e
limpejor	l i m p e ʒ o r
lin	l i n
lindină	l i n d i n ə
linge	l i n d ʒ e
lingou	l i n ɡ o w
lingouri	l i n ɡ o u rʲ
lingvist	l i n ɡ v i s t
lingvistic	l i ŋ ɡ v i s t i k
lingvistică	l i n ɡ v i s t i k ə
lingvistă	l i n ɡ v i s t ə
liniar	l i n i a r
liniat	l i n i a t
linișor	l i n i ʃ o r
liniște	l i n i ʃ t e
linx	l i n k s
lină	l i n ə
lipicios	l i p i t͡ʃʲ o s
lipit	l i p i t
lipsi	l i p s i
lipsă	l i p s ə
litera	l i t e r a
literar	l i t e r a r
