A	a
Godgjest	² ɡ oː j ɛ s t
godkjenna	ɡ u ç ɛ nː ɑ
godlukt	ɡ u l u k t
gold	ɡ ɔ lː
golv	ɡ ɔ l ʋ
golv	ɡ ɔ ɽ ʋ
gomli	¹ ɡ o m l ɪ
googla	ɡ ʉː ɡ l a
gote	² ɡ oː t ə
gran	ɡ r aː n
granmeis	ɡ r aː n m ɛ i s
Granvin	² ɡ r aː n v ɪ n
grapset	² ɡ r ɑ p s ə t
grapset	ɡ r ɑ p s ə
grateng	ɡ r a t e ŋ
grava	² ɡ r ɑː ʋ ɑ
gravi	ɡ r ɑː ʋ ɪ
gravi	² ɡ r ɑː ʋ ɪ
gravla	ɡ r aː ʋ l aː
gravlaks	² ɡ r aː v l a k s
gravleggja	ɡ r aː ʋ l ɛ ʝ a
grebbe	² ɡ r ɛ bː ə
grebben	² ɡ r ɛ bː ə n
grebben	ɡ r ɛ bː ə n
grebben	² ɡ r ɛ bː ə n
grede	² ɡ r ɛː ə
grei	ɡ r ɛ ɪː
greia	² ɡ r ɛ ɪː a
greie	² ɡ r ɛ ɪː ə
grein	ɡ r ɛ ɪː n
greitt	ɡ r ɛ ɪ tː
greitt	ɡ r e cː
grend	ɡ r ɛ nː
grend	ɡ r ɛ n d
grend	ɡ r ɛ ɲː
Grenland	¹ ɡ r ɛ n l a n d
Grenland	¹ ɡ r ɛ n l a n
grevling	² ɡ r ɛ v l ɪ ŋ
grim	ɡ r ɪ mː
grim	ɡ r iː m
grim	ɡ r iː m
grima	² ɡ r iː m ɑ
grime	² ɡ r iː m ə
grina	² ɡ r iː n ɑ
grina	ɡ r iː n ɑ
grind	ɡ r ɪ n d
grind	ɡ r ɪ nː
grind	ɡ r ɪ ɲː
grindkval	² ɡ r ɪ n d k v aː l
grindkval	² ɡ r ɪ n k v aː l
grindkval	² ɡ r ɪ n d k v aː ɽ
grindkval	² ɡ r ɪ n k v aː ɽ
griner	ɡ r iː n ə r
grinet	² ɡ r iː n ə t
grinet	ɡ r iː n ə
grini	² ɡ r iː n ɪ
grini	ɡ r iː n ɪ
gripa	² ɡ r iː p ɑ
gripe	² ɡ r iː p ə
grisgrendt	ɡ r i s ɡ r ɛ n t
grisgrendt	ɡ r i s ɡ r ɛ ɲ c
grizzlybjørn	ɡ r i ʂ l i b j œ ɳ
gro	ɡ r uː
groblad	ɡ r uː b l aː
grop	ɡ r uː p
grov	ɡ r oː ʋ
grov	ɡ r uː ʋ
grunn	ɡ r ʉ nː
grunnleggja	² ɡ r ʉ nː l ɛ jː ɑ
grunnleggjande	ɡ r ʉ n l ɛ ʝ a n d ə
grunnlov	ɡ r ʉ n l ɔ ʋ
gruppe	² ɡ r ʉ pː ə
grut	ɡ r ʉː t
gruvedrift	ɡ r ʉː v e d r i f t
grøft	ɡ r œ f t
grøn	ɡ r øː n
Grønland	¹ ɡ r ø n l a n d
Grønland	¹ ɡ r ø n l a n
grønske	² ɡ r ø n s k ə
grønske	² ɡ r ø n s ç ə
grønske	² ɡ r ø n ʃ ə
gråbein	ɡ r ɔː b ɛ ɪː n
grådig	ɡ r oː d i
Grågårn	ɡ r o ɡ o ɳ
gråt	ɡ r oː t
gråta	² ɡ r oː t ɑ
Gud	ɡ ʉː d
Gud	ɡ ʉː
Gud	ɡ ʊː
gud	ɡ ʉː d
gud	ɡ ʉː
gud	ɡ ʊː
Gudbrand	² ɡ ʊ b r ɑ n d
Gudbrand	² ɡ ʊ b r ɑ n
Gudbrandsdalen	² ɡ ʊ b r ɑ n s d ɑː ɳ
Gudbrandsdalen	² ɡ ʊ b r ɑ n s d ɑː l ə n
gudskjelov	ɡ ʉ ʃ ə l oː v
gudskjelov	ɡ ʉ tː s i l oː v
Gudtorm	² ɡ ʊ tː o r m
Gudtorm	² ɡ ʉ tː o r m
Gulen	² ɡ ʊː l ə n
Gulen	² ɡ ʉː l ə n
gullalder	ɡ ʉ l a l d ɛ r
gulrot	² ɡ ʊ l r uː t
gulrot	² ɡ ʊ ɽ r uː t
gulsott	² ɡ ʊː ɽ s u tː
Gungne	² ɡ ʊ ŋ ɡ n ə
Gungne	² ɡ ʊ ŋ n ə
Gunnar	² ɡ ʊ nː a r
Gunnar	² ɡ ʉ nː a r
Gunnar	² ɡ ʊ d n a r
Gunnar	² ɡ ʊ ɲː a r
Gunnar	² ɡ ʊ ɲː a
Gunnrød	² ɡ ʊ nː r œ
Gunnrød	² ɡ ʊ n d r œ
guvernør	ɡ ʉ ʋ ɛ r n øː r
gydje	² ʝ yː ə
gyger	¹ j ʏː ɡ ə r
gyger	¹ j ʏ ɡ ə r
gygr	j ʏː ɡ r
gygr	j ʏ ɡ r
gygr	¹ j ʏː ɡ ə r
gygr	¹ j ʏ ɡ ə r
gælen	² ɡ æː ɽ ə n
gørret	² ɡ œ r r ə t
gørret	ɡ œ r r ə
gå	ɡ oː
gå	ɡ a ʊ
Gåmålerken	² ɡ ɔ m ɔ ɽ e ʂ k n̩
gås	ɡ oː s
gåte	² ɡ oː t ə
ha	h ɑː
Haaland	¹ h ɔː l a n d
Haaland	¹ h ɔː l a n
Haffjord	² h a fː j uː r
Hafrsfjord	² h a fː j uː r
Hafrsfjord	¹ h a f r sː f j uː r
Hafrsfjord	¹ h a f sː f j uː r
haga	² h ɑː ɡ ɑ
hage	² h aː ʝ ə
hage	² h aː ɡ ə
hagi	² h aː ʝ ɪ
hagje	² h aː ʝ ə
hagjen	² h ɑː j ə n
haika	² h ɑ ɪ̯ k ɑ
haike	² h ɑ ɪ̯ k ə
haiku	h ɑ ɪ̯ k ʉ
haill	h a ʎː
haill	h a ʎː
haill	h a ʎː
hainnbåggå	h a ɲː b o ɡː o
hainnbåggå	h a ɲː b o ɡː o
hainnfenn	h ɑ ɲ f ɛ ɲ
hainnj	h a ɲ
Hajeren	² h aː j e ɳ
Hajeren	² h a j e ɳ
Hajeren	² h a jː æ ɳ
haka	h ɑː k ɑ
haka	² h ɑː k ɑ
haka	² h ɑ k ɑ
haka	² h ɑː k ɑ
haka	² h ɑ k ɑ
haka	h ɑː k ɑ
hall	h ɑ lː
Halldor	² h a lː d uː r
Halldor	² h a lː d u r
Halldor	² h a lː d u
Halldora	² h a lː d uː r a
Halldora	² h a lː d u r a
Hallgeir	² h a lː j ɛ ɪ r
Hallgeir	² h a lː j ə r
Hallgeir	² h a lː ɡ ɛ ɪː r
Hallgeir	² h a lː ɡ ɛ ɪ r
hallik	h a l l i k
hallo	h a l uː
Hallrid	² h a lː r i
Hallrid	² h a l d r i
Halltor	² h a lː t uː r
Halltor	² h a lː t u r
Hallvord	² h a lː v u r
Hallvord	² h a lː v u ɽ
Hallvord	² h a dː v u r
halm	h a l m
halm	h a ɽ m
hals	h a l s
hals	h aː ʂ
Halsa	² h a l s a
Halsa	² h aː ʂ a
Halvdan	² h a l v d a n
Halvdan	² h a l d a n
Halvdan	h a l f d a n
Halvdan	² h a l t a n
halvferdig	² h ɑ lː f ɛ r d ɪ
halvøy	h ɑ l œ j
Hamar	² h a m a r
Hamar	² h aː m a r
hamar	² h aː m a r
hamar	² h a mː a r
hamarhai	h aː m a r h a i
hamlet	² h aː m l eː t
hamlet	² h a m l eː t
han	h ɑ nː
hand	h ɑ n d
hand	h ɑ nː
handlevogn	h â n l e v o ɡ n
hann	h a n
hans	h ɑ n s
har	h ɑː r
Harald	² h aː r a l d
Harald	² h aː r a l
Harald	² h a rː a l d
Harald	² h a rː a l
hard	h ɑː r
hard	h ɑː ɽ
Hardanger	² h aː r a ŋ ə r
Hardanger	h a r ¹ d a ŋː ə r
hardare	² h ɑː r ɑ r ə
hardast	h ɑː r ɑ s t
hardaste	² h ɑː r ɑ s t ə
harde	² h ɑː r ə
hardingmål	² h aː r ɪ ŋ m ɔː l
hardingmål	² h aː r ɪ ŋ m ɔː ɽ
hardt	h ɑ ʁ t
hardt	h ɑ ʈː
hare	² h ɑː r ə
Harstad	² h a r s t a
hatefull	h aː t ə f ʉ l
hatten	h a t n̩
haud	h a ʉ d
hauen	h æ ʉ̯ ə n
hauen	h œ ʉ̯ ə n
haug	h æ ʉ̯ ɡ
haug	h æ ʉ̯
haug	h æ ʉ̯ ɡ
haug	h æ ʉ̯
haug	h œ ʉ̯ ɡ
haug	h œ ʉ̯
hauk	h œ ʊː k
haukjen	h æ ʉ̯ ç ə n
haukjen	h œ ʉ̯ ç ə n
haurde	h œ ʉ̯ ɽ ə
haurde	h æ ʉ̯ r ə
haure	² h æ ʉ̯ r ə
haure	² h œ ʉ̯ r ə
haurt	h œ ʉ̯ ʈ
haurt	h æ ʉ̯ r t
haust	h œ ʊ s t
hautoillin	h æ ʉ̯ t u ʎː i ɲː
hautoillin	h ɒ ʉ̯ t u ʎː i ɲː
hav	h ɑː ʋ
havfru	h aː v f r ʉː
Heddal	² h ɛ dː aː l
Hedmark	² h eː m a r k
Hedmark	² h eː d m a r k
Hedrum	² h ɛ rː u m
Hedrum	h eː d r ʉ m
hegg	h ɛ ɡː
hegre	² h ɛ ɡ r ə
hegre	² h ɛ ɪ r ə
hei	h ɛ ɪː
Heiddal	² h ɛ ɪ dː aː l
heider	h ɛ ɪː d ə r
heider	h ɛ ɪː ə r
Heidmark	² h ɛ ɪː m a r k
Heidrun	² h ɛ ɪː r ʉː n
heil	h ɛ ɪː l
heilag	h ɛ i l aː ɡ
heilag’u	² h a ɪː l a ɡ ʊ
heilo	² h ɛ ɪː l uː
heim	h ɛ ɪː m
heima	² h ɛ ɪː m a
heimanfrå	h ɛ iː m a n f r ɔː
heimbrent	h ɛ ɪː m b r ɛ n t
heimbrent	h ɛ ɪː m b r e ɲ c
heimbrent	h ɛ m b r e ɲ c
heime	² h ɛ ɪː m ə
heimebrent	² h ɛ ɪː m ə b r ɛ n t
heimel	² h ɛ ɪː m ə l
heimland	² h ɛ ɪː m l a n d
heimland	² h ɛ ɪː m l a n
heimover	h ɛ ɪː m oː v ə r
heimsøkja	² h ɛ ɪː m s øː ç a
heimsøkt	² h ɛ ɪː m s øː k t
heimsøkt	² h ɛ ɪː m s ø k t
heita	² h ɛ ɪː t a
Heitdal	² h ɛ ɪː t d aː l
Heitdal	² h ɛ ɪː t d aː ɽ
Heitdal	² h ɛ ɪ dː aː l
Heitdal	² h ɛ dː aː l
hekka	h ɛ k a
Hekla	² h ɛ k l a
hekta	² h ɛ k t ɑ
hekta	h ɛ k t ɑ
hekte	² h ɛ k t ə
helg	h ɛ l ɡ
helg	h ɛ ɽ ɡ
helg	h ɛ ɽ j
Helgeland	² h ɛ lː a ɲ
Helgeland	² h æ l ɡ ə l a ɲ
Helgen	² h æ ɽ j a
Helgeren	² h ɛ l j e r ə n
Helgeren	² h ɛ ɽ j e r ə n
Helgeren	¹ h ɛ ɽ j æ ɳ
helheim	² h ɛː l h ɛ ɪ m
helheim	² h ɛː l ɛ ɪ m
helheim	² h ɛː ɽ h ɛ ɪ m
helheim	² h ɛː ɽ ɛ ɪ m
helj	h æ ɽ j
Helleland	² h ɛ lː ə l a n d
Helleland	² h ɛ lː ə l a n
Helleland	² h ɛ lː e l a nː
Helleland	² h ɛ d l a nː
heller	h ɛ lː ɛ r
heller	² h ɛ lː ɛ r
helsetrøye	² h ɛ l s ə t r œ ʏː ə
helsig	² h ɛ l s ɪ
helsott	² h æː ɽ s u tː
helst	h ɛ l s t
helsug	² h ɛ l s ʉ ɡ
helsutt	² h æ̞ː ɽ ʂ ʉ tː
helvt	h ɛ l f t
helvt	h ɛ l t
helvt	h ɛ ɽ t
heme	² h eː m ə
hemmeleg	h ɛ mː ə l ɛ ɡ
hemn	h ɛ m n
hems	h ɛ m s
henda	² h ɛ n d ɑ
henda	² h ɛ nː ɑ
henda	² h ɛ n d ɑ
henda	² h ɛ nː ɑ
henda	h ɛ nː ɑ
hending	h ɛ n d i ŋ ɡ
hendt	h ɛ n t
hengslet	h ɛ ŋ s l ə
hengslet	² h ɛ ŋ s l ə
hengslet	² h ɛ ŋ s l ɛ t
hengsli	h ɛ ŋ s l ɪ
henne	h ɛ n ə
hent	h ɛ n t
henta	² h ɛ n t a
henta	h ɛ ɲ c
hente	² h ɛ n t ə
her	h æː r
her	h eː r
herad	² h ɛː r a
herad	² h ɛ r a
Herbjørg	² h ɛː r b j œ r ɡ
Herbjørg	² h ɛː r b j œ r
Herborg	² h ɛː r b o r ɡ
Herborg	² h ɛː r b o r
herd	h æː r
herda	² h ɛ rː ɑ
herda	² h ɛ ɽː ɑ
herding	² h ɛ r i ŋ
herding	² h ɛː r i ŋ
herding	² h ɛː r i ŋ
herding	² h ɛː ɽ i ŋ
Hergjest	² h ɛː r j ɛ s t
Hergjest	² h ɛ r j ɛ s t
Herjedalen	² h ɛ r j ə d aː l ə n
Herjedalen	² h ɛ r j ə d aː ɽ n
Herjådal	² h ɛ r j ɔ d aː l
Herjådal	² h ɛ r j ɔ d aː ɽ
Herjådalen	² h ɛ r j ɔ d aː l ə n
Herjådalen	² h ɛ r j ɔ d aː ɽ n
herleg	h ɛː r l eː ɡ
herme	h e r m e
herpa	h ɛ r p ɑ
herpa	h æ ʂ p
herre	² h æ r r ə
herre	h æ r r ə
herregud	h ɛ r ə ɡ ʉː d
herse	² h ɛ r s ə
herse	² h ɛ ʂː ə
hes	h eː s
hesje	² h ɛ ʃː ə
hesle	² h ɛ s l ə
hesle	² h ɛ ʂ ɭ ə
hesleg	h æ ʂ l ɛ
hest	h ɛ s t
hestkuk	² h ɛ s t k ʉː k
hestkuk	² h æ s t k ʉː k
hest’e	h ɛ s t ə
Hetland	² h ɛ t l a nː
hettitt	h eː t i t
hettittisk	h eː t i t i s k
hevda	² h ɛ ʋ d ɑ
hi	h iː
hidsjab	h ɪ d ʂ ɑ b
hidsjab	h iː d ʂ ɑ b
hijab	h ɪ d ʂ ɑ b
hijab	h iː d ʂ ɑ b
him	h iː m
hima	² h iː m ɑ
hin	h ɪ nː
hindra	² h ɪ n d r ɑ
hindra	h ɪ n d r ɑ
hindu	h ɪ n d ʉ
hinduisme	h ɪ n d ʉ ɪ s m ə
hine	² h iː n ə
hird	h i r d
hird	h ɪː r
historikar	h i s t u r i k a r
hit	h iː t
hit	h iː t
hitt	h ɪ tː
hjalt	j a l t
Hjaltland	² j a l t l a n d
Hjaltland	² j a l t l a n
hjarte	² j ɑ r t ə
hjarte	² j ɑː r t ə
hjelm	j ɛ l m
hjelm	j ɛ ɽ m
hjelm	ç ɛ l m
hjelpa	² j ɛ l p ɑ
hjelpa	j ɛ l p ɑ
Hjeltefjorden	² j ɛ l t ə f j uː r ə n
Hjerkinn	j ɛː r ç i n
Hjerkinn	ʃ æː r ç i ɲ
Hjerkinn	j æː ʃ k i ɲ
hjord	j uː r
hjord	j uː ɽ
hjort	j ʊ r t
Hjørdis	² j œ r d i s
Hjørdis	² j œ ɖː i s
ho	h uː
ho'en	h uː ə n
Hod	h oː
hoe	h uː ə
hogga	² h ɔ ɡː ɑ
hogold	² h oː ɡ o l d
hogold	² h oː ɡ o l
hogold	² h o ɡː o l d
hogold	² h o ɡː o l
hoill	h ɔ ʎː
hoinnj	h u ɲ
hok	h uː k
hokke	h ɔ k k ə
hokken	² h ɔ k k ə n
hol	h uː l
Holand	² h uː l a n d
Holand	² h uː l a n
Holand	¹ h uː l a n d
Holand	¹ h uː l a n
Holand	² h uː ɽ a ɲ
Holand	² h uː l a ɲ
Holand	² h uː ɽ a n
Holand	¹ h uː l a ɲ
Holand	¹ h uː l a ɲ
Holand	² h u lː a ɲ
holete	² h oː l ɛ t ə
Holmsbu	¹ h o l m s b ʉː
Holmsbu	¹ h o ɽ m s b ʉː
homma	² h ɔ m m ɑ
Homme	² h o mː ə
Hommelvik	h u mː e l v iː k
homofili	h u m u f i l iː
Homstean	¹ h o m s t eː a n
hond	h ɔ nː
hond	h o nː
hond	h ɔ n d
hond	h o n d
hord	h oː r
hord	h oː r
Hordaland	h oː r a l a n d
Hordaland	h oː r a l a n
horet	² h uː r ə t
horet	h uː r ə
horisont	h u r i s u n t
horisont	h u r i s u ɲ c
horn	h o ʁ n
horn	h u ɳː
horn	h o d n
horn	h o ɲː
horn	h ø ɲː
Hornbore	h o r n b oː r ə
horngjel	h ɔ r n j eː l
Hornindal	h ɔ ɲː d ɑː l
Hornindal	² h ɔ r n ɪ n d ɑː l
hosso	² h u sː u
hosta	h u s t a
hosta	h o ʊ s t a
hosta	h ɔ s t a
hosten	² h ʊ s t n̩
Hostovatn	h u s t u ʋ a t n̩
hov	h uː v
hov	h uː v
hov	h oː v
hov	h uː v
hóv	h uː ʋ
hovdyr	² h uː v d yː r
hove	² h o ʋ ə
hovud	² h oˑ v u
hovud	² h oˑ v ʉ
hovud	² h oː v u
hovuddel	² h oː v ʉ d eː l
hovuddel	² h o v ʉ d eː l
hovudinngang	² h oː v ʉ i n ɡ a ŋ
hovudinngang	² h o v ʉ i n ɡ a ŋ
hovudstad	² h oː v ʉ s t aː
hovudstad	² h o v ʉ s t aː
Hovudøya	² h oː v ʉ œ ʏː a
Hovudøya	² h o v ʉ œ ʏː a
hubro	h ʉː b r ʊ
hue	² h ʉː ə
hug	h ʉː ɡ
hug	h ʉː
Hugen	² h ʊː ʝ ə n
Hugen	² h ʊː ɡ ə n
hugheil	² h ʊː ɡ h ɛ ɪː l
hugsa	² h ʊ k s a
hugsa	h ʉ sː
hugud	² h ʉˑ ɡ ʉ
hugudet	² h ʉˑ ɡ ʉ ə
hukkukul	h ʉ kː ʉ k ʉː l
hulder	h ʉ l d ə r
hulder	h ʉ ʎ d ə r
huldra	h ʊ l d r a
huldra	h ʊ ɽ d r a
hummar	h ʊ m a r
humpete	² h ʊ m p ɛ t ə
hund	h ʊ n d
hund	h ʊ nː
hund	h ʉ n d
hund	h ʉ nː
hundemat	h ʉ n n e m aː t
hundrad	² h u n d r ɑ
hundrevis	h ʊ n d r ə v iː s
hundreår	² h ʊ n d r ə oː r
hundreår	² h ʉ n d r ə oː r
Hundvåg	² h u nː v ɔː ɡ
huning	² h ʊː n ɪ ŋ
huning	² h ʊ n ɪ ŋ
hus	h ʉː s
husfred	h ʉː s f r eː
huttemegtu	h ʉ t əː m eː ɡ t ʉː
huttetu	h ʉ t əː t ʉː
huve	² h ʉː ʋ ə
huve	² h ʉː ə
huvud	² h ʉ v ʉ
huvud	² h ʉː ʉ
huvud	² h uː v u
Hvaler	² v aː ɽ æ r
Hvaler	² v aː ɽ ə r
hygga	² h ʏ ɡ ɡ ɑ
hygge	² h ʏ ɡ ɡ ɑ
hyggjeleg	h y ʝ e l eː ɡ
hylke	² h ʏ l ç ə
hylke	² h ʏ l k ə
Hyllestad	² h ʏ lː ə s t a
hyrd	h ʏː r
hyse	² h yː s ə
hæl	h eː l
hæl	h æː ɽ
hæls	h æ ɽ s
hæls	h æ ʂ
hæstkuk	h æ s t k ʉː k
hø	h øː
høg	h øː ɡ
høgd	h œ ɡ d
høge	² h øː ɡ ə
høgnorsk	² h øː ɡ n o r s k
høgnorsk	² h øː ɡ n o ʃ k
høgre	² h œ ɡ r ə
høgre	h œ ɡ r ə
høgre	h øː ɡ r ə
høi	h øː ɪ
Høne	² h øː n ə
hørpe	h œ r p ə
hørpe	h œ ʂ p
høvel	h œ ʋː e l
høvel	h œ ʋ e l
høyrast	h ø y r a s t
høyre	² h œ ʏ̯ r ə
hå	h oː
håa	h oː ɑ
håa	² h ɔː a
håe	² h ɔː ə
håen	h oː ə n
håg	h ɔː ɡ
Håkkå	h o kː o
Håko	² h a uː k o u
Håkon	² h ɔː k u n
Håkon	² h a uː k o n
Håland	¹ h ɔː l a n d
Håland	¹ h ɔː l a n
Håland	² h ɔː l a n d
Håland	² h ɔː l a n
håpa	h ɒː p a
hår	h oː r
hått	h ɔ tː
i	iː
i	iː
I	iː
iallfall	j a l f a l
iallfall	j a f a l
id	ɪ dː
id	² iː d eː
id	iː d
id	iː d
ida	² iː d ɑ
ida	iː d ɑ
Idbjørg	² ɪː b j œ r ɡ
Idbjørg	² ɪː b j œ r
ide	ɪ d eː
ide	² i d ə
idiot	ɪ dː ɪ uː t
idiot	ɪ d ɪ uː t
idrett	iː d r ɛ t
Idunn	² ɪː d ʊ n
Idunn	² ɪː ʊ n
Idunn	² ɪː d ʉ n
Idunn	² ɪː ʉ n
ifrå	ɪ f r oː
ikki	² i çː i
ikkj	i cː
ikkj	i c͡çː
ikkje	² ɪ çː ə
ikring	ɪ k r ɪ ŋː
ilder	ɪ l d ɛ r
ilsken	² ɪ l s k ɛ n
image	ɪ m ɪ d ʂ
imedan	ɪ ² m ɛː a n
imedan	ɪ ² m ɛː a
imellom	ɪ m ɛ lː ɔ m
imellom	ɪ m ɛ lː ʊ m
imperium	i m p eː r i ʉ m
imponera	i m p uː n eː r a
indianar	i n d i aː n aː r
industriland	i n d ʉ s t r iː l a n
Ingefrid	² ɪ n ʝ ə f r iː
Ingefrid	² ɪ ŋː ə f r iː
Ingegjerd	² ɪ n ʝ ə j ɛː r
Ingegjerd	² ɪ ŋː ə j ɛː r
ingen	² ɪ ŋː ɛ n
ingenting	² ɪ ŋː ɛ n t ɪ ŋ
Ingerid	² ɪ n ʝ ə r iː
Ingerid	² ɪ ŋː ə r iː
Ingerid	² ɪ ŋː r iː
Ingfrid	² ɪ ŋː f r iː
Ingrid	² ɪ ŋ r i
inkje	² ɪ n ç ə
inn	i nː
inn	iː d n
innanfor	² ɪ nː ɑ n f ɔ r
innavl	i n a ʋ l
innbrot	i n b r ɔː t
inne	² ɪ nː ə
innehalda	ɪ nː ə h ɑ lː ɑ
innehalda	ɪ nː ə h ɑ l d ɑ
inngang	² ɪ ŋ ɡ ɑ ŋ
Innherad	² i nː h ɛ r a
Innherad	² i nː ɛ r a
innleiing	ɪ nː l ɛ ɪː ɪ ŋ
innom	i n u m
innsjå	i n ʃ ɒː
innvandra	i n ʋ a n d r a
innvandrar	i n ʋ a n d r aː r
innvandring	i n ʋ a n d r i ŋ ɡ
innvending	ɪ nː ʋ ɛ n d ɪ ŋ
innverknad	² ɪ nː v ɛ r k n a
inspirerande	i n s p i r eː r aː n ə
institusjon	ɪ n s t ɪ t ʉ ʂ uː n
inte	² ɪ n t ə
inte	² e n t ə
inte	² i ɲ c e
inte	² i ɲ c
intens	ɪ n t ɛ n s
interessant	ɪ n t ə r ə s a ŋ
interessant	ɪ n t r ə s a ŋ
interessant	ɪ n t ə r ə s a ŋ t
interessant	ɪ n t r ə s a ŋ t
interesse	ɪ n t r ɛ sː ə
internasjonal	i n t ɛ r n aː ʃ uː n aː l
intim	i n t iː m
intj	i ɲ cː
invadera	i n ʋ aː d eː r a
invasjon	i n ʋ a ʃ uː n
invitera	i n ʋ iː t eː r a
is	iː s
isbjørn	² iː s b j œ r n
isbjørn	² iː s b j œ n
isfjell	iː s f j ɛ l
islam	ɪ s l ɑː m
islam	ɪ ʂ l ɑː m
Island	¹ iː s l a n d
Island	¹ iː s l a n
isme	² ɪ s m ə
itj	i cː
itte	² i tː ə
itte	² i cː ə
itte	² e tː ə
Ivar	² iː v a r
Ivar	² iː v a
ivrig	² ɪ ʋ r ɪ
ja	j ɑː
jaga	² j ɑː ɡ ɑ
jake	² j aː ç ə
jake	² j aː k ə
jakt	j a k t
jakta	j a k t a
jaktar	j a k t aː r
Jamteland	² j a m t ə l a n d
Jamteland	² j a m t ə l a n
Jamtland	¹ j a m t l a n d
Jamtland	¹ j a m t l a n
japanar	j ɑ p ɑː n ɑ r
jarl	j ɑ r l
jarl	j ɑː ɭ
jarn	j aː r n
jarn	j a r n
jarn	j a nː
jarn	j a d n
jarn	j aː n
jase	² j ɑː s ə
jasen	² j ɑː s ə n
je	j eː
je	j ɛː
je	j æː
je	j eː ɡ
je	j eː
jedn	j ɛ d n
jerpe	² j ɛ r p ə
jerpe	j æ ʂ p
Jessheim	² j ɛ sː h ɛ ɪ m
Jessheim	² j ɛ sː ɛ ɪ m
Jessheim	² j e sː u m
jest	j ɛ s t
jester	j ɛ s t ə r
Jesus	j eː s ʉ s
Joar	² j uː a r
jol	j uː l
jol	j uː ɽ
jolaftan	² j uː l ɑ f t ɑ n
jolaftan	² j uː ɽ ɑ f t ɑ n
jolekveld	² j uː l ə k ʋ ɛ l d
jolekveld	² j uː ɽ ə k ʋ ɛ lː
jolenissen	² j uː l ə n ɪ sː ə n
jolenissen	² j uː ɽ ə n ɪ sː ə n
joletid	j uː l e t i d
joletid	j uː l e t i
joletre	² j uː l ə t r eː
joletre	² j uː ɽ ə t r eː
joletuften	² j uː l ə t ʊ f t ə n
joletuften	² j uː ɽ ə t ʊ f t ə n
jolle	² j ɔ lː ə
Jon	j uː n
Jon	j u nː
jonsok	j uː n s o k
jord	j uː r
jorda	j uː r ɑ
Jordan	² j uː r d a n
Jordan	² j uː ɖ a n
jordbær	j u r b æː r
jordbær	j u ɻ b æː r
jorde	² j uː r ə
jorde	² j uː ɽ ə
jordeple	² j uː r ɛ p l ə
jordeple	² j uː ɽ ɛ p l ə
jordeple	² j ɔ r p l ə
jordnær	² j uː r n æː r
jordnær	² j uː ɽ n æː r
Jorunn	² j uː r ʊ n
journalist	ʃ u r n a l i s t
jovial	j u v i aː l
juletre	² j ʉː l ə t r eː
juletre	² j ʉː ɽ ə t r eː
jungel	j ʊ ŋ ɡ ə l
juv	j ʉː ʋ
jysk	j ʏ s k
Jæren	j æː r ə n
jævel	² j æː ʋ ə l
jøbbørsdag	j œ bː œ ʂ d ɑː ɡ
jøde	j øː d ə
jødedom	j øː d ə d ɔː m
jødedom	j øː d ə d ɔ m
jødisk	j øː d i s k
jønn	j ø ɲ
jønn	j ø nː
Jøsok	² j ø sː ɔ k
Jøsok	² j ø sː ʉ k
ka	k ɑː
kabylsk	k ɑ b yː l s k
kaffi	k a f i
kaie	² k ɑ ɪ ə
kaill	k a ʎː
kainnj	k a ɲ
kakskiv	k aː k ʃ iː v
kalde	² k ɑ lː ə
kalde	² k ɑ l d ə
kalla	² k ɑ lː ɑ
Kallsøy	² k a l s œ ʏː
Kallsøy	¹ k a l s œ ʏː
kam	k ɑ mː
kameleon	k ɑ m ə l ə uː n
kandidatur	k ɑ n d ɪ d ɑ t ʉː r
kanon	k a n uː n
kant	k ɑ n t
kant	k a ɲ c
kapre	² k ɑː p r ə
kar	k ɑː r
karboksylsyre	k a r b u k s yː l s yː r e
kark	k a ʂ k
Karle	² k aː r l ə
Karle	² k a lː ə
Karmt	k a r m t
Karmt	² k aː r t
Karmt	² k aː r t ɔ
Karmøy	² k a r m œ ʏː
karsk	k a ʂ k
karsk	k a ʃ k
kartanka	k a ʈ ɑ ŋ k ɑ
katastrofal	k a t a s t r u f aː l
katastrofalt	k a t a s t r u f aː l t
Katla	² k a t l a
katolsk	k a t uː l s k
katolsk	k a tː u l s k
katt	k ɑ tː
katteklo	k a tː e k l uː
katten	k a t n̩
Kaupanger	² k œ ʊ̯ p a ŋː ə r
Kaupanger	² k æ uː p a u ŋ ɡ
kause	² k æ ʉ̯ s ə
kause	² k œ ʉ̯ s ə
kausen	² k æ ʉ̯ s ə n
kausen	² k œ ʉ̯ s ə n
Kautokeino	k œ ʊː t u k ɛ ɪː n u
Kautokeino	k œ ʊː t u k ɛ ɪː n u
ke	k ɛː
ke	k eː
kebab	k eː b ɑ b
kebab	k eː b ɑː b
keip	ç ɛ ɪː p
keipa	² ç ɛ ɪː p a
keipe	² ç ɛ ɪː p ə
keipen	² ç ɛ ɪː p ə n
keisam	² ç ɛ ɪː s a m
keisar	² ç ɛ ɪː s a r
keisarpingvin	² ç ɛ ɪː s a r p ɪ ŋ ɡ v iː n
keisarpingvin	² ç ɛ ɪː s a r p ɪ ŋ v iː n
keisemd	ç ɛ ɪː s ɛ m d
keton	k e t uː n
Kiel	k iː l
Kiel	ç iː l
kikert	ç iː k ɛ r t
