'ch	χ
doir	d ɔ i̯ r
dois	d ɔ i̯ s
dois	d ɔ i̯ ʃ
doit	d ɔ i̯ t
dolen	d oː l ɛ n
dolen	d ɔ l ɛ n
dolffin	d ɔ l f ɪ n
dolffiniaid	d ɔ l f ɪ n j a i̯ d
dolffiniaid	d ɔ l f ɪ n j ɛ d
doli	d ɔ l i
doliau	d ɔ l j a i̯
doliau	d ɔ l j ɛ
dolis	d ɔ l i z
dolur	d oː l ɪ r
dolur	d ɔ l ɪ r
dolïau	d ɔ l i a i̯
dolïau	d ɔ l i ɛ
dolïau	d ɔ l iː a i̯
dolïau	d ɔ l iː ɛ
doniol	d ɔ n j ɔ l
dor	d ɔ r
dorra	d ɔ r a
dorrai	d ɔ r a i̯
dorrai	d ɔ r ɛ
dorrent	d ɔ r ɛ n t
dorri	d ɔ r i
dorrid	d ɔ r ɪ d
dorsen	d ɔ r s ɛ n
dos	d oː s
dosbarth	d ɔ s b a r θ
dosbarthau	d ɔ s b a r θ a i̯
dosbarthau	d ɔ s b a r θ ɛ
dosbarthiad	d ɔ s b a r θ j a d
dosbarthiadau	d ɔ s b a r θ j a d a i̯
dosbarthiadau	d ɔ s b a r θ j a d ɛ
dosbarthiadau	d ɔ s b a r θ j aː d a i̯
dosbarthiadau	d ɔ s b a r θ j aː d ɛ
dosbarthol	d ɔ s b a r θ ɔ l
dosbarthu	d ɔ s b a r θ i
dosbarthwr	d ɔ s b a r θ ʊ r
dosbarthwyr	d ɔ s b a r θ w ɪ r
dost	d ɔ s t
dot	d ɔ t
dowciar	d o u̯ k j a r
dowcio	d o u̯ k j ɔ
dowciwr	d o u̯ k j ʊ r
dowd	d o u̯ d
down	d o u̯ n
draed	d r a i̯ d
draed	d r aː d
draen	d r a i̯ n
draenen	d r e i̯ n ɛ n
draenog	d r a i̯ n ɔ ɡ
draenogrwydd	d r e ɨ̯ n ɔ ɡ r u ɨ̯ ð
draeth	d r a i̯ θ
draeth	d r aː θ
drafod	d r a v ɔ d
drafod	d r aː v ɔ d
dragiog	d r a ɡ j ɔ ɡ
draig	d r a i̯ ɡ
drain	d r a i̯ n
drama	d r aː m a
dramor	d r a m ɔ r
drannoeth	d r a n ɔ i̯ θ
draw	d r a u̯
drawant	d r a u̯ a n t
drawn	d r a u̯ n
dre	d r eː
drefydd	d r eː v ɪ ð
drefydd	d r ɛ v ɪ ð
dreidl	d r e i̯ d l
dreigiau	d r e i̯ ɡ j a i̯
dreiglad	d r e i̯ ɡ l a d
dreiglo	d r e i̯ ɡ l ɔ
dreisiol	d r e i̯ s j ɔ l
dreisiol	d r e i̯ ʃ ɔ l
dreisiwr	d r e i̯ s j ʊ r
dreisiwr	d r e i̯ ʃ ʊ r
drennydd	d r ɛ n ɪ ð
drewi	d r ɛ u̯ i
dri	d r iː
drilio	d r ɪ l j ɔ
dringfa	d r ɪ ŋ v a
dringo	d r ɪ ŋ ɔ
dringwr	d r ɪ ŋ ʊ r
driongl	d r iː ɔ ŋ l
dro	d r oː
droch	d r oː χ
droed	d r oː d
droed	d r ɔ i̯ d
droednoeth	d r ɔ i̯ d n ɔ i̯ θ
droen	d r ɔ i̯ n
droet	d r ɔ i̯ t
droi	d r ɔ i̯
droid	d r ɔ i̯ d
dros	d r ɔ s
drost	d r ɔ s d
drown	d r o u̯ n
drud	d r iː d
drudwen	d r ɪ d w ɛ n
drutach	d r ɪ t a χ
drwch	d r uː χ
drwchus	d r uː χ ɪ s
drwchus	d r ʊ χ ɪ s
drwg	d r uː ɡ
drwm	d r ʊ m
drws	d r uː s
drwsio	d r ʊ s j ɔ
drwy	d r ʊ i̯
drwydded	d r ʊ i̯ ð ɛ d
drwyddedau	d r ʊ i̯ ð eː d a i̯
drwyddedau	d r ʊ i̯ ð eː d ɛ
drwyddedau	d r ʊ i̯ ð ɛ d a i̯
drwyddedau	d r ʊ i̯ ð ɛ d ɛ
drwyn	d r ʊ i̯ n
dry	d r iː
drych	d r iː χ
drycin	d r ə k ɪ n
drydanwr	d r ə d a n ʊ r
drydanwr	d r ə d aː n ʊ r
drydanwyr	d r ə d a n w ɪ r
drygioni	d r ə ɡ j oː n i
drygioni	d r ə ɡ j ɔ n i
dryll	d r ɪ ɬ
drysfa	d r ə s v a
drysfeydd	d r ə s v e i̯ ð
drysgoed	d r ə s ɡ ɔ i̯ d
drysi	d r ə s i
drysle	d r ə s l ɛ
drysleoedd	d r ə s l eː ɔ i̯ ð
dryslwyn	d r ə s l ʊ i̯ n
dryslwyni	d r ə s l ʊ i̯ n i
dryslyd	d r ə s l ɪ d
drysni	d r ə s n i
drysu	d r ə s i
dryswch	d r ə s ʊ χ
drysïog	d r ə s iː ɔ ɡ
dryw	d r ɪ u̯
drôn	d r oː n
du	d iː
dubniwm	d ʊ b n j ʊ m
ducpwyd	d ɪ k p ʊ i̯ d
dudalen	d ɪ d a l ɛ n
dudalen	d ɪ d aː l ɛ n
dued	d iː ɛ d
dueg	d iː ɛ ɡ
duegredyn	d i ɛ ɡ r eː d ɪ n
duegredyn	d i ɛ ɡ r ɛ d ɪ n
dug	d iː ɡ
dugoch	d iː ɡ ɔ χ
dugoch	d ɪ ɡ ɔ χ
dull	d ɪ ɬ
dun	d ɪ n
duo	d iː ɔ
dur	d iː r
duw	d ɪ u̯
duwiau	d ɪ u̯ j a i̯
duwiau	d ɪ u̯ j ɛ
duwies	d ɪ u̯ j ɛ s
dw	d w
dw	d ʊ
dwedodd	d w eː d ɔ ð
dwedodd	d w ɛ d ɔ ð
dwedon	d w ɛ d ɔ n
dweud	d w e i̯ d
dwfn	d uː v ʊ n
dwfn	d ʊ v n
dwfn	d ʊ v ʊ n
dwfr	d ʊ v r
dwg	d uː ɡ
dwl	d ʊ l
dwll	d ʊ ɬ
dwlu	d uː l i
dwlu	d ʊ l i
dwp	d ʊ p
dwrci	d ʊ r k i
dwrgi	d ʊ r ɡ i
dwrgwn	d ʊ r ɡ ʊ n
dwy	d ʊ i̯
dwyawr	d ʊ i̯ a u̯ r
dwyflwydd	d ə v l ʊ i̯ ð
dwyflwydd	d ʊ i̯ v l ʊ i̯ ð
dwygeiniog	d ʊ i̯ ɡ e i̯ n j ɔ ɡ
dwygeinioglys	d ʊ i̯ ɡ e i̯ n j ɔ ɡ l ɪ s
dwyieithog	d ʊ i̯ j e i̯ θ ɔ ɡ
dwylaw	d ʊ i̯ l a u̯
dwylo	d ʊ i̯ l ɔ
dwymyn	d ʊ i̯ m ɪ n
dwyn	d ʊ i̯ n
dwyrain	d ʊ i̯ r a i n
dwyrain	d ʊ i̯ r ɛ n
dwys	d ʊ i̯ s
dwysáu	d ʊ i̯ s a i̯
dwyt	d ʊ i̯ t
dwythell	d ʊ i̯ θ ɛ ɬ
dwywaith	d ʊ i̯ w a i̯ θ
dwywaith	d ʊ i̯ w ɛ θ
dy	d
dy	d ə
dybaco	d ə b a k ɔ
dybarth	d ə b a r θ
dyblu	d ə b l i
dych	d iː χ
dych	d ɪ χ
dychmygu	d ə χ m ə ɡ i
dychryn	d ə χ r ɪ n
dychryniadau	d ə χ r ə n j a d a i̯
dychryniadau	d ə χ r ə n j a d ɛ
dychryniadau	d ə χ r ə n j aː d a i̯
dychryniadau	d ə χ r ə n j aː d ɛ
dychrynllyd	d ə χ r ə n ɬ ɪ d
dychwelyd	d ə χ w eː l ɪ d
dychwelyd	d ə χ w ɛ l ɪ d
dycpwyd	d ə k p ʊ i̯ d
dyd	d iː d
dydan	d ə d a n
dydd	d iː ð
dyddiad	d ə ð j a d
dyddiadau	d ə ð j a d a i̯
dyddiadau	d ə ð j a d ɛ
dyddiadau	d ə ð j aː d a i̯
dyddiadau	d ə ð j aː d ɛ
dyddiau	d ə ð j a i̯
dyddiau	d ə ð j ɛ
dyddio	d ə ð j ɔ
dyddiol	d ə ð j ɔ l
dyddodi	d ə ð oː d i
dyddodi	d ə ð ɔ d i
dyddodiad	d ə ð ɔ d j a d
dyddodyn	d ə ð oː d ɪ n
dyddodyn	d ə ð ɔ d ɪ n
dydw	d ə d u
dydwi	d ə d w i
dydy	d ə d i
dydych	d ə d ɪ χ
dydyn	d ə d ɪ n
dyfais	d ə v a i̯ s
dyfala	d ə v aː l a
dyfalu	d ə v aː l i
dyfarniad	d ə v a r n j a d
dyfarniadau	d ə v a r n j a d a i̯
dyfarniadau	d ə v a r n j a d ɛ
dyfarniadau	d ə v a r n j aː d a i̯
dyfarniadau	d ə v a r n j aː d ɛ
dyfarnwr	d ə v a r n ʊ r
dyfarnwyr	d ə v a r n w ɪ r
dyfeiswragedd	d ə v e i̯ s w r a ɡ ɛ ð
dyfeiswragedd	d ə v e i̯ s w r aː ɡ ɛ ð
dyfeiswraig	d ə v e i̯ s w r a i̯ ɡ
dyffryn	d ə f r ɪ n
dyflwydd	d ə v l ʊ i̯ ð
dyfnhau	d ə v n h a i̯
dyfnion	d ə v n j ɔ n
dyfrfarch	d ə v r v a r χ
dyfrgi	d ə v r ɡ i
dyfynnod	d ə v ə n ɔ d
dygwyd	d ə ɡ ʊ i̯ d
dyhead	d ə h eː a d
dyheu	d ə h e i̯
dylai	d ə l a i̯
dylanwad	d ə l a n w a d
dylech	d ə l ɛ χ
dyled	d ə l ɛ d
dyledion	d ə l ɛ d j ɔ n
dylen	d ə l ɛ n
dylet	d ə l ɛ t
dylid	d ə l i d
dylosg	d ə l ɔ s ɡ
dylu	d ə l i
dylunio	d ə l ɪ n j ɔ
dylwn	d ə l ʊ n
dyma	d ə m a
dymuno	d ə m iː n ɔ
dymuno	d ə m ɪ n ɔ
dyn	d iː n
dyn	d ɪ n
dyna	d ə n a
dyner	d ə n ɛ r
dynes	d ə n ɛ s
dynesol	d ə n ɛ s ɔ l
dynesolyn	d ə n ɛ s oː l ɪ n
dynesolyn	d ə n ɛ s ɔ l ɪ n
dynesu	d ə n ɛ s i
dynfarch	d ə n v a r χ
dynfeirch	d ə n v e i̯ r χ
dyngarol	d ə ŋ ɡ a r ɔ l
dyngarol	d ə ŋ ɡ aː r ɔ l
dynion	d ə n j ɔ n
dynion	d ə n ɔ n
dynladdiad	d iː n l a ð j a d
dynleiddiad	d iː n l e i̯ ð j a d
dynleiddiaid	d iː n l e i̯ ð j a i̯ d
dynleiddiaid	d iː n l e i̯ ð j ɛ d
dynn	d ɪ n
dynnu	d ə n i
dynol	d ə n ɔ l
dynoliaeth	d ə n ɔ l j a i̯ θ
dynoliaeth	d ə n ɔ l j ɛ θ
dynwared	d ə n w aː r ɛ d
dyr	d ɪ r
dyrchafedig	d ə r χ a v eː d ɪ ɡ
dyrchafedig	d ə r χ a v ɛ d ɪ ɡ
dyrchafu	d ə r χ a v i
dyrchafu	d ə r χ aː v i
dyrchaif	d ə r χ a i̯ v
dyrnfedd	d ə r n v ɛ ð
dyrnu	d ə r n i
dyro	d ə r ɔ
dyrrau	d ə r a i̯
dyrrau	d ə r ɛ
dyry	d ə r i
dyrys	d ə r ɪ s
dyrysfa	d ə r ə s v a
dyrysfeydd	d ə r ə s v e i̯ ð
dyrysgoed	d ə r ə s ɡ ɔ i̯ d
dyrysle	d ə r ə s l ɛ
dyrysleoedd	d ə r ə s l eː ɔ i̯ ð
dyryslwyn	d ə r ə s l ʊ i̯ n
dyryslwyni	d ə r ə s l ʊ i̯ n i
dyryslyd	d ə r ə s l ɪ d
dyrysni	d ə r ə s n i
dyrysu	d ə r ə s i
dysg	d ɪ s ɡ
dysglaid	d ɪ s ɡ l a i̯ d
dysglaid	d ɪ s ɡ l ɛ d
dysglaid	d ɪ ʃ ɡ l ɛ d
dysgleidiau	d ɪ s ɡ l e i̯ d j a i̯
dysgleidiau	d ɪ s ɡ l e i̯ d j ɛ
dysgleidiau	d ɪ ʃ ɡ l e i̯ d j ɛ
dysgu	d ə s ɡ i
dysgwch	d ə s ɡ ʊ χ
dysgwr	d ə s ɡ ʊ r
dysgwyr	d ə s ɡ w ɪ r
dyslecsia	d ɪ s l ɛ k s j a
dyslecsig	d ɪ s l ɛ k s ɪ ɡ
dysprosiwm	d ɪ s b r ɔ s j ʊ m
dywed	d ə u̯ ɛ d
dyweddïad	d ə w ɛ ð iː a d
dyweddïo	d ə w ɛ ð iː ɔ
dywedodd	d ə u̯ eː d ɔ ð
dywedodd	d ə u̯ ɛ d ɔ ð
dywyll	d ə u̯ ɪ ɬ
dywyll	d ə ʊ i̯ ɬ
dâl	d aː l
dân	d aː n
dâr	d aː r
dêl	d eː l
dîm	d iː m
dòl	d ɔ l
dôl	d oː l
dôn	d oː n
düwch	d iː ʊ χ
dŵad	d uː a d
dŵr	d uː r
dŷ	d iː
e	eː
e	ɛ
eang	eː a ŋ
eangderau	ɛ a ŋ d eː r a i̯
eangderau	ɛ a ŋ d eː r ɛ
eangderau	ɛ a ŋ d ɛ r a i̯
eangderau	ɛ a ŋ d ɛ r ɛ
eangfrydig	ɛ a ŋ v r ə d ɪ ɡ
eangiadau	ɛ a ŋ j a d a i̯
eangiadau	ɛ a ŋ j a d ɛ
ebargofiant	ɛ b a r ɡ ɔ v j a n t
ebol	eː b ɔ l
ebol	ɛ b ɔ l
eboles	ɛ b oː l ɛ s
eboles	ɛ b ɔ l ɛ s
ebychnod	ɛ b ə χ n ɔ d
ebyrth	eː b ɪ r θ
ebyrth	ɛ b ɪ r θ
ec	ɛ k
echddoe	ɛ χ ð ɔ
echddoe	ɛ χ ð ɔ i̯
echdoe	ɛ χ d ɔ i̯
echdoe	ɛ χ ð ɔ
echdoe	ɛ χ ð ɔ i̯
echdoriad	ɛ χ d ɔ r j a d
echdorri	ɛ χ d ɔ r i
echel	eː χ ɛ l
echel	ɛ χ ɛ l
echlysur	ɛ χ l ə s ɪ r
echnos	ɛ χ n ɔ s
echryd	ɛ χ r ɪ d
echrydu	ɛ χ r ə d i
echrydus	ɛ χ r ə d ɪ s
echwyn	ɛ χ w ɪ n
ecogyfeillgar	ɛ k ɔ ɡ ə v e i̯ ɬ ɡ a r
economeg	ɛ k ɔ n ɔ m ɛ ɡ
economegwyr	ɛ k ɔ n ɔ m ɛ ɡ w ɪ r
economegydd	ɛ k ɔ n ɔ m eː ɡ ɪ ð
economegydd	ɛ k ɔ n ɔ m ɛ ɡ ɪ ð
ecs	ɛ k s
edau	eː d a i̯
edau	eː d ɛ
edau	ɛ d a i̯
edau	ɛ d ɛ
eddy	eː ð i
eddy	ɛ ð i
edfryd	ɛ d v r ɪ d
edifaru	ɛ d ɪ v aː r i
edliw	ɛ d l ɪ u̯
edmygu	e d m ə ɡ i
edn	ɛ d n
edrych	ɛ d r ɪ χ
edrychwch	ɛ d r ə χ ʊ χ
edrydd	ɛ d r ɪ ð
edwyn	ɛ d w ɪ n
ef	eː v
efallai	v a ɬ ɛ
efallai	w a ɬ ɛ
efallai	ɛ v a ɬ a i̯
efallai	ɛ v a ɬ ɛ
efelychu	ɛ v ɛ l ə χ i
efengyl	ɛ v ɛ ŋ ɪ l
efengylu	ɛ v ɛ ŋ ə l i
effaith	ɛ f a i̯ θ
effaith	ɛ f ɛ θ
effeithiau	ɛ f e i̯ θ j a i̯
effeithiau	ɛ f e i̯ θ j ɛ
effeithio	ɛ f e i̯ θ j ɔ
effeithiol	ɛ f e i̯ θ j ɔ l
effeithlon	ɛ f e i̯ θ l ɔ n
efo	eː v ɔ
efo	ɛ v ɔ
efwr	eː v ʊ r
efwr	ɛ v ʊ r
efydd	eː v ɪ ð
efydd	ɛ v ɪ ð
egin	eː ɡ ɪ n
egin	ɛ ɡ ɪ n
eginiad	ɛ ɡ ɪ n j a d
egino	ɛ ɡ iː n ɔ
egino	ɛ ɡ ɪ n ɔ
eglur	ɛ ɡ l ɪ r
eglurdeb	ɛ ɡ l ɪ r d ɛ b
eglurder	ɛ ɡ l ɪ r d ɛ r
egluro	ɛ ɡ l iː r ɔ
egluro	ɛ ɡ l ɪ r ɔ
eglwys	ɛ ɡ l ʊ i̯ s
eglwys	ɛ ɡ l ʊ s
egni	ɛ ɡ n i
egr	ɛ ɡ r
egroes	ɛ ɡ r oː s
egroes	ɛ ɡ r ɔ i̯ s
egwyddor	ɛ ɡ ʊ i̯ ð ɔ r
egwyl	eː ɡ ʊ i̯ l
egwyl	eː ɡ ʊ l
egwyl	ɛ ɡ ʊ i̯ l
egwyl	ɛ ɡ ʊ l
egyr	eː ɡ ɪ r
egyr	ɛ ɡ ɪ r
ehangach	ɛ h a ŋ a χ
ehangder	ɛ h a ŋ d ɛ r
ehanged	ɛ h a ŋ ɛ d
ehangiad	ɛ h a ŋ j a d
ehangu	ɛ h a ŋ i
ehedydd	ɛ h eː d ɪ ð
ehedydd	ɛ h ɛ d ɪ ð
ehöeg	ɛ h oː ɛ ɡ
ei	e i̯
eicon	e i̯ k ɔ n
eid	e i̯ d
eiddew	e i̯ ð ɛ u̯
eiddgar	e i̯ ð ɡ a r
eiddgarwch	e i̯ ð ɡ a r ʊ χ
eiddgarwch	e i̯ ð ɡ aː r ʊ χ
eidion	e i̯ d j ɔ n
eidionyn	e i̯ d j oː n ɪ n
eidionyn	e i̯ d j ɔ n ɪ n
eilfed	e i̯ l v ɛ d
eiliad	e i̯ l j a d
eiliadau	e i̯ l j a d a i̯
eiliadau	e i̯ l j a d ɛ
eiliadau	e i̯ l j aː d a i̯
eiliadau	e i̯ l j aː d ɛ
eilir	e i̯ l ɪ r
eillio	e i̯ ɬ j ɔ
eilrif	e i̯ l r iː v
einion	e i̯ n j ɔ n
einsteiniwm	a i̯ n s d a i̯ n j ʊ m
einsteiniwm	e i̯ n s d e i̯ n j ʊ m
eir	e i̯ r
eira	e i̯ r a
eirch	e i̯ r χ
eirchion	e i̯ r χ j ɔ n
eiriadurwr	e i̯ r j a d iː r ʊ r
eiriadurwr	e i̯ r j a d ɪ r ʊ r
eiriadurwyr	e i̯ r j a d ɪ r w ɪ r
eirin	e i̯ r ɪ n
eirina	e i̯ r iː n a
eirina	e i̯ r ɪ n a
eirinen	e i̯ r iː n ɛ n
eirinen	e i̯ r ɪ n ɛ n
eiriol	e i̯ r j ɔ l
eirlithrad	e i r l ɪ θ r a d
eirlys	e i̯ r l ɪ s
eirlysiau	e i̯ r l ə s j a i̯
eirlysiau	e i̯ r l ə s j ɛ
eirlysiau	e i̯ r l ə ʃ a i̯
eirlysiau	e i̯ r l ə ʃ ɛ
eirth	e i̯ r θ
eisiau	e i̯ s j a i̯
eisiau	e i̯ ʃ a i̯
eisiau	iː s ɛ
eisiau	iː ʃ ɛ
eisiau	ɪ s ɛ
eisiau	ɪ ʃ ɛ
eisoes	e i̯ s ɔ i̯ s
eisoes	e i̯ ʃ ɔ i̯ s
eisoes	e i̯ ʃ ɔ s
eisoes	e i̯ ʃ ʊ s
eisoes	iː ʃ ʊ s
eisoes	ɪ ʃ ʊ s
eistedd	ɪ s d ɛ
eistedd	ɪ ʃ d ɛ
eisteddfodau	e i̯ s d ɛ ð v oː d a i̯
eisteddfodau	e i̯ s d ɛ ð v ɔ d a i̯
eisteddfodau	s d ɛ ð v oː d ɛ
eisteddfodau	s d ɛ ð v ɔ d ɛ
eisteddfodwr	e i̯ s d ɛ ð v oː d ʊ r
eisteddfodwr	e i̯ s d ɛ ð v ɔ d ʊ r
eisteddfodwr	s d ɛ ð v oː d ʊ r
eisteddfodwr	s d ɛ ð v ɔ d ʊ r
eisteddfodwyr	e i̯ s d ɛ ð v oː d ʊ i̯ r
eisteddfodwyr	e i̯ s d ɛ ð v ɔ d ʊ i̯ r
eisteddfota	e i̯ s d ɛ ð v ɔ t a
eisteddle	e i̯ s d ɛ ð l ɛ
eith	e i̯ θ
eithaf	e i̯ θ a v
eithrio	e i̯ θ r j ɔ
el	ɛ l
elai	eː l a i̯
elai	eː l ɛ
elai	ɛ l a i̯
elai	ɛ l ɛ
elain	eː l a i̯ n
elain	ɛ l a i̯ n
elc	ɛ l k
elciaid	ɛ l k j a i̯ d
elciaid	ɛ l k j ɛ d
elech	eː l ɛ χ
elech	ɛ l ɛ χ
electromagneteg	ɛ l ɛ k t r ɔ m a ɡ n ɛ t ɛ ɡ
electromagnetig	ɛ l ɛ k t r ɔ m a ɡ n ɛ t ɪ ɡ
electrwm	ɛ l ɛ k t r ʊ m
eled	eː l ɛ d
eled	ɛ l ɛ d
elem	eː l ɛ m
elem	ɛ l ɛ m
elen	eː l ɛ n
elen	ɛ l ɛ n
eleni	l eː n i
eleni	l ɛ n i
eleni	ɛ l eː n i
eleni	ɛ l ɛ n i
elent	eː l ɛ n t
elent	ɛ l ɛ n t
eler	eː l ɛ r
eler	ɛ l ɛ r
elet	eː l ɛ t
elet	ɛ l ɛ t
elfed	ɛ l v ɛ d
elfen	ɛ l v ɛ n
elfennol	ɛ l v ɛ n ɔ l
eli	eː l i
eli	ɛ l i
elid	eː l ɪ d
elid	ɛ l ɪ d
eliffant	ɛ l ɪ f a n t
elin	eː l ɪ n
elin	ɛ l ɪ n
elir	eː l ɪ r
elir	ɛ l ɪ r
elit	eː l ɪ t
elit	ɛ l ɪ t
ella	ɛ ɬ a
elli	ɛ ɬ i
elltrewyn	ɛ ɬ t r e u̯ ɪ n
elltydd	ɛ ɬ d ɪ ð
ellyll	ɛ ɬ ɪ ɬ
ellyn	ɛ ɬ ɪ n
elo	eː l ɔ
elo	ɛ l ɔ
eloch	eː l ɔ χ
eloch	ɛ l ɔ χ
elom	eː l ɔ m
elom	ɛ l ɔ m
elont	eː l ɔ n t
elont	ɛ l ɔ n t
elor	eː l ɔ r
elor	ɛ l ɔ r
elorau	ɛ l oː r a i̯
elorau	ɛ l oː r ɛ
elorau	ɛ l ɔ r a i̯
elorau	ɛ l ɔ r ɛ
elsai	ɛ l s a i̯
elsech	ɛ l s ɛ χ
elsem	ɛ l s ɛ m
elsent	ɛ l s ɛ n t
elsid	ɛ l s ɪ d
elsit	ɛ l s ɪ t
elswn	ɛ l s ʊ n
elusen	ɛ l ɪ s ɛ n
elw	eː l u
elw	ɛ l u
elwa	ɛ l w a
elwn	eː l ʊ n
elwn	ɛ l ʊ n
elwyf	eː l ʊ i̯ v
elwyf	ɛ l ʊ i̯ v
elych	eː l ɪ χ
elych	ɛ l ɪ χ
elyn	eː l ɪ n
elyn	ɛ l ɪ n
elynion	ɛ l ə n j ɔ n
em	ɛ m
emau	ɛ m a i̯
emau	ɛ m ɛ
emiw	ɛ m ɪ u̯
emrallt	ɛ m r a ɬ d
emyn	ɛ m ɪ n
emynau	ɛ m ə n a i̯
emynau	ɛ m ə n ɛ
en	ɛ n
enaid	ɛ n a i̯ d
encil	ɛ ŋ k ɪ l
eneth	eː n ɛ θ
eneth	ɛ n ɛ θ
enfawr	ɛ n v a u̯ r
enfyn	ɛ n v ɪ n
enfys	ɛ n v ɪ s
eng	ɛ ŋ
enghraifft	ɛ ŋ r ɛ f d
enghraifft	ɛ ŋ̊ r a i̯ f d
enghraifft	ɛ ŋ̊ r ɛ f d
engyl	ɛ ŋ ɪ l
eni	eː n i
eni	ɛ n i
enillion	ɛ n ɪ ɬ j ɔ n
enillir	ɛ n ɪ ɬ ɪ r
enilloch	ɛ n ɪ ɬ ɔ χ
enillodd	ɛ n ɪ ɬ ɔ ð
enillon	ɛ n ɪ ɬ ɔ n
enillwch	ɛ n ɪ ɬ ʊ χ
enillwr	ɛ n ɪ ɬ ʊ r
enillwyr	ɛ n ɪ ɬ w ɪ r
enillydd	ɛ n ɪ ɬ ɪ ð
enllyn	ɛ n ɬ ɪ n
ennill	ɛ n ɪ ɬ
entrych	ɛ n t r ɪ χ
entrychion	ɛ n t r ə χ j ɔ n
enw	eː n u
enw	ɛ n u
enwebu	ɛ n w eː b i
enwebu	ɛ n w ɛ b i
enwocach	ɛ n w ɔ k a χ
enwocaf	ɛ n w ɔ k a v
enwog	ɛ n w ɔ ɡ
enwogion	ɛ n w ɔ ɡ j ɔ n
eog	eː ɔ ɡ
eog	ɛ ɔ ɡ
eogiaid	ɛ ɔ ɡ j a i̯ d
eogiaid	ɛ ɔ ɡ j ɛ d
eos	eː ɔ s
eosiaid	ɛ ɔ s j a i̯ d
eosiaid	ɛ ɔ s j ɛ d
eosiaid	ɛ ɔ ʃ a i̯ d
eosiaid	ɛ ɔ ʃ ɛ d
epidemig	ɛ p ɪ d ɛ m ɪ ɡ
epidemigau	ɛ p ɪ d ɛ m iː ɡ a i̯
epidemigau	ɛ p ɪ d ɛ m iː ɡ ɛ
epidemigau	ɛ p ɪ d ɛ m ɪ ɡ a i̯
epidemigau	ɛ p ɪ d ɛ m ɪ ɡ ɛ
er	ɛ r
eraill	eː r a i̯ ɬ
eraill	eː r ɪ ɬ
eraill	ɛ r a i̯ ɬ
eraill	ɛ r ɪ ɬ
erbiwm	ɛ r b j ʊ m
erblith	ɛ r b l ɪ θ
erbyn	ɛ r b ɪ n
erch	ɛ r χ
erchi	ɛ r χ i
erchwyn	ɛ r χ w ɪ n
erchyll	ɛ r χ ɪ ɬ
erddi	ɛ r ð i
erfin	ɛ r v ɪ n
erfyn	ɛ r v ɪ n
ergyd	ɛ r ɡ ɪ d
erioed	r j oː d
erioed	r j ɔ i̯ d
erioed	ɛ r j oː d
erioed	ɛ r j ɔ i̯ d
erlid	ɛ r l ɪ d
erlyn	ɛ r l ɪ n
ers	ɛ r s
erthygl	ɛ r θ ɪ ɡ l
erthyl	ɛ r θ ɪ l
erthyliad	ɛ r θ ə l j a d
erthylu	ɛ r θ ə l ɪ
erthylus	ɛ r θ ə l ɪ s
erw	eː r u
erw	ɛ r u
erwau	ɛ r w a i̯
erwau	ɛ r w ɛ
eryr	eː r ɪ r
eryr	ɛ r ɪ r
eryraidd	ɛ r ə r a i̯ ð
eryraidd	ɛ r ə r ɛ ð
erys	eː r ɪ s
erys	ɛ r ɪ s
es	eː s
esblygiad	ɛ s b l ə ɡ j a d
esboniadwy	ɛ s b ɔ n j a d ʊ i̯
esboniadwy	ɛ s b ɔ n jː d ʊ i̯
esgaladur	ɛ s ɡ a l a d ɪ r
esgaladur	ɛ s ɡ a l aː d ɪ r
esgid	ɛ s ɡ ɪ d
esgidiau	s ɡ ɪ d j ɛ
esgidiau	s ɡ ɪ d ʒ ɛ
esgidiau	s ɡ ɪ t ʃ ɛ
esgidiau	ɛ s ɡ ɪ d j a i̯
esgob	ɛ s ɡ ɔ b
esgobaeth	ɛ s ɡ oː b a i̯ θ
esgobaeth	ɛ s ɡ oː b ɛ θ
esgobaeth	ɛ s ɡ ɔ b ɛ θ
esgobion	ɛ s ɡ ɔ b j ɔ n
esgor	ɛ s ɡ ɔ r
esgori	ɛ s ɡ oː r i
esgori	ɛ s ɡ ɔ r i
esgoriad	ɛ s ɡ oː r j a d
esgoriad	ɛ s ɡ ɔ r j a d
esgus	ɛ s ɡ ɪ s
esgusoda	ɛ s k ɪ s oː d a
esgusoda	ɛ s k ɪ s ɔ d a
esgusodol	ɛ s ɡ ɪ s oː d ɔ l
esgusodol	ɛ s ɡ ɪ s ɔ d ɔ l
esgusodwch	ɛ s k ɪ s oː d ʊ χ
esgusodwch	ɛ s k ɪ s ɔ d ʊ χ
esgyll	ɛ s ɡ ɪ ɬ
esgyn	ɛ s ɡ ɪ n
esgyrn	ɛ s ɡ ɪ r n
esmwyth	ɛ s m ʊ i̯ θ
esmwythydd	ɛ s m ʊ i̯ θ ɪ n
esmwytháu	ɛ s m ʊ i̯ θ a i̯
est	eː s d
est	ɛ s d
esteriad	ɛ s d ɛ r j a d
esteru	ɛ s d eː r ɨ
esteru	ɛ s d ɛ r ɨ
estron	ɛ s d r ɔ n
estrys	ɛ s d r ɪ s
estyn	ɛ s d ɪ n
estynwlad	ɛ s d ə n w l a d
ethan	ɛ θ a n
ether	eː θ ɛ r
ether	ɛ θ ɛ r
etholadwy	ɛ θ ɔ l a d u
