A	a
orandje	ɔ ʀ ã t͡ʃ
orandje	ɔ ʀ ɛ̃ t͡ʃ
oraye	ɔ ʀ a j
Orban	ɔ ʀ b ã
Orcîmont	ɔ ʀ s iː m ɔ̃
ôre	õ ʀ
ôre	oː ʀ
ôre	oː ʀ
Oreye	ɔ ʀ ɛ j
Ortense	ɔ ʀ t ɛ̃ s
Ortense	ɔ ʀ t ã s
ortografeye	ɔ ʀ t ɔ ɡ ʀ a f ɛ j
Ostraleye	ɔ s t ʀ a l ɛ j
Osval	ɔ z v a l
Osval	ɔ s f a l
Otdjåke	ɔ d͡ʒ ɔː k
ôte	oː t
oto	ɔ t ɔ
Oto	ɔ t ɔ
otorijhî	o t ɔ ʀ i ʒ iː
otostråde	o t ɔ s t ʀ ɔː t
Otriche	ɔ t ʀ i ʃ
oû	uː
Oucrinne	u k ʀ ɛ̃ n
oucrinnwès	u k ʀ ɛ̃ n w ɛ
Oufalijhe	u f a l iː ç
Oufet	u f ɛ
oujhea	uː ʒ j a
oujhene	uː ʒ ɛ n
oujhene	uː w ɛ n
Oûpêye	uː p ɛː j
Ourougway	u ʀ u ɡ w a j
ouxh	u ç
ouy	uː j
Ôvîfa	oː v iː f a
ovraedje	ɔ v ʀ ɛ t͡ʃ
ovrer	ɔ v ʀ e
oxhea	ɔ ʃ j a
oxhitrawôze	ɔ ʃ i t ʀ a w oː s
pa	p a
På	p ɔː
pacyince	p a s j ɛ̃ s
Padje	p a t͡ʃ
pådje	p ɔː t͡ʃ
påjhir	p ɔː ʒ iː ʀ
påjhûle	p ɔː ʒ yː l
Påket	p ɔː k ɛ
Palawou	p a l a w u
Palijhoû	p a l i ʒ uː
Palmire	p a l m i ʀ
pan	p ɑ̃
Pancrace	p ã k ʀ a s
papî	p a p iː
Paragway	p a ʀ a ɡ w a j
parexhe	p a ʀ ɛ ʃ
Parfondveye	p a ʀ f ɔ̃ d v ɛ j
parint	p a ʀ ɛ̃
Paris	p a ʀ i
pårler	p ɔː ʀ l e
pårlumint	p ɔː ʀ l y m ɛ̃
pårti	p ɔː ʀ t i
pårtixhant	p ɔː ʀ t i ʃ ã
paski	p a s k i
påsse	p ɔː s
patagrawe	p a t a ɡ ʀ a w
pate	p a t
patreye	p a t ʀ ɛ j
pattavå	p a t t a v ɔː
påye	p ɔː j
payî	p a j iː
payis	p a j i
pazea	p a z j a
pea	p j a
pea	p ɛː
Pêk	p ɛ k
penitince	p ɛ n i t ɛ̃ s
Peråd	p ɛ ʀ ɔː
pere	p ɛː ʀ
Perou	p ɛ ʀ u
Perwé	p ɛ ʀ w e
pés	p e
Petcheur	p ɛ t͡ʃ øː ʀ
peu	p øː
peuplåcion	p øː p l ɔː s j ɔ̃
pexhî	p ɛ ʃ iː
pexhon	p ɛ ʃ ɔ̃
pezant	p ɛ z ã
pî	p iː
Picård	p i k ɔː ʀ
Picårdeye	p i k ɔː ʀ d ɛ j
piede	p j ɛ t
Pierot	p j ɛ ʀ ɔ
Piete	p j ɛ t
piker	p i k e
pingne	p ɛ̃ ɲ
piou	p j u
pipsak	p i p s a k
pire	p iː ʀ
Pire	p iː ʀ
Piron	p iː ʀ ɔ̃
Pirson	p iː ʀ s ɔ̃
pistolet	p i s t ɔ l ɛ
Pitegniye	p i t ɛ ɲ i j
Pitidjan	p i t i d͡ʒ ã
Pitipas	p i t i p a
pitit	p i t i
Pîtrin	p iː t ʀ ɛ̃
pixhî	p i ʃ iː
piyano	p i j a n o
piyî	p i j iː
plaece	p l ɛ s
plaijhi	p l ɛː ʒ i
planete	p l a n ɛ t
plin	p l ɛ̃
plome	p l ɔ m
plonkî	p l ɔ̃ k iː
ploure	p l u ʀ
plouve	p l uː f
ployî	p l ɔ j iː
ploz	p l ɔ
pluriyal	p l y ʀ i j a l
pocwè	p o k w ɛ
poere	p w ɛː ʀ
poirter	p w a ʀ t e
poirteure	p w a ʀ t øː ʀ
polene	p ɔ l ɛ n
poleur	p ɔ l øː ʀ
Pologne	p ɔ l ɔ ɲ
Pondrome	p ɔ̃ d ʀ ɔ m
Popôl	p ɔ p oː l
porcintaedje	p ɔ ʀ s ɛ̃ t ɛ t͡ʃ
pordjet	p ɔ ʀ d͡ʒ ɛ
porea	p ɔ ʀ j a
porea	p ɔ ʀ ɛː
porshuve	p ɔ ʀ ʃ y f
Potî	p ɔ t iː
poudingue	p u d ɛ̃ k
pougn	p u ɲ
pouri	p uː ʀ i
poûssî	p uː s iː
poûssire	p uː s iː ʀ
poyaedje	p ɔ j ɛ t͡ʃ
poye	p o j
près	p ʀ ɛ
pretchî	p ʀ ɛ t͡ʃ iː
prezintrece	p ʀ ɛ z ɛ̃ t ʀ ɛ s
prijhon	p ʀ iː ʒ ɔ̃
prince	p ʀ ɛ̃ s
Priyin	p ʀ i j ɛ̃
prono	p ʀ ɔ n ɔ
prononçaedje	p ʀ ɔ n ɔ̃ s ɛ t͡ʃ
prononcî	p ʀ ɔ n ɔ̃ s iː
proteyene	p ʀ ɔ t ɛ j ɛ n
province	p ʀ ɔ v ɛ̃ s
prumî	p ʀ y m iː
Ptignot	p t i ɲ ɔ
ptit	p t i
ptite	p t i t
pûnicion	p yː n i s j ɔ̃
pus	p y
pwetrene	p w ɛ t ʀ ɛ n
pwezon	p w ɛ z ɔ̃
pwinter	p w ɛ̃ t e
qwè	k w ɛ
rabaxhanmint	ʀ a b a ʃ ã m ɛ̃
racoejhi	ʀ a k w ɛ ʒ i
racwati	ʀ a k w a t i
rådisse	ʀ ɔː d i s
raecene	ʀ ɛ s ɛ n
raecinêye	ʀ ɛ s i n ɛː j
Raeren	ʀ ɛ ʀ ɛ n
raetchî	ʀ ɛ t͡ʃ iː
Rafayel	ʀ a f a j ɛ l
rafrisker	ʀ a f ʀ i s k e
rålmint	ʀ ɔː l m ɛ̃
ramessî	ʀ a m ɛ s iː
Ramiêye	ʀ a m i ɛː j
ramon	ʀ a m ɔ̃
rançté	ʀ ã s t e
Randaxhe	ʀ ã d a ç
Ranxhneu	ʀ ã ʃ n øː
råskignoû	ʀ ɔː s k i ɲ uː
Ratchcoû	ʀ a t͡ʃ k uː
ratchitchî	ʀ a t͡ʃ i t͡ʃ iː
ratindåve	ʀ a t ɛ̃ d ɔː f
ratournaedje	ʀ a t uː ʀ n ɛ t͡ʃ
ratourneure	ʀ a t uː ʀ n øː ʀ
rawijhî	ʀ a w iː ʒ iː
Rawoul	ʀ a w u l
Raxhon	ʀ a ʃ ɔ̃
råyî	ʀ ɔː j iː
rcandjî	ʀ k ã d͡ʒ iː
recråxhî	ʀ ɛ k ʀ ɔː ʃ iː
redjaler	ʀ ɛ d͡ʒ a l e
Remicoû	ʀ ɛ m i k uː
Rén	ʀ ẽ
Renkin	ʀ ɛ n k ɛ̃
rénnvåt	ʀ ẽ n v ɔː
Renson	ʀ ɛ n s ɔ̃
republike	ʁ e p y b l i k
reschandixhaedje	ʀ ɛ s k ã d i ʃ ɛ t͡ʃ
reschandixhaedje	ʀ a ʃ ɑ̃ d i ʃ a t͡ʃ
respirer	ʀ ɛ s p i ʀ e
restorant	ʀ ɛ s t o ʀ ɑ̃
rewoeyî	ʀ ɛ w øː j iː
Ribek	ʀ i b ɛ k
ricandjî	ʀ i k ã d͡ʒ iː
ricepåve	ʀ i s ɛ p ɔː f
ricmincî	ʀ i k m ɛ̃ s iː
Ricsinsåt	ʀ i k s ɛ̃ s ɔː
riçure	ʀ i s yː ʀ
riçuvinne	ʀ i s yː v ɛ̃ n
ridant	ʀ i d ã
rifrin	ʀ i f ʀ ɛ̃
rigangnè	ʀ i ɡ ã ɲ ɛ
rigangnî	ʀ i ɡ ã ɲ iː
riglati	ʀ i ɡ l a t i
rigne	ʀ i ɲ
rilaver	ʀ i l a v e
rilidjon	ʀ i l i d͡ʒ ɔ̃
rilomêye	ʀ i l ɔ m ɛː j
rimagnî	ʀ i m a ɲ iː
Rimåke	ʀ i m ɔː k
Rimey	ʀ i m ɛ j
rimwindjî	ʀ i m w ɛ̃ d͡ʒ iː
rinåd	ʀ i n ɔː
rinåder	ʀ i n ɔː d e
rincî	ʀ ɛ̃ s iː
rinde	ʀ ɛ̃ t
Rindeu	ʀ ɛ̃ d øː
rinetyî	ʀ i n ɛ t j iː
ringne	ʀ ɛ̃ ɲ
ripouwaryin	ʀ i p u w a ʀ j ɛ̃
rire	ʀ iː ʀ
rischandixhaedje	ʀ i s k ã d i ʃ ɛ t͡ʃ
Ritchåd	ʀ i t͡ʃ ɔː
rivey	ʀ i v ɛ j
rivoleur	ʀ i v ɔ l øː ʀ
riwaitaedje	ʀ i w ɛː t ɛ t͡ʃ
riwangnî	ʀ i w ã ɲ iː
rixhorbi	ʀ i ʃ ɔ ʀ b i
Riyete	ʀ i j ɛ t
rmagnî	ʀ m a ɲ iː
Rmåke	ʀ m ɔː k
Rmey	ʀ m ɛ j
rnåder	ʀ n ɔː d e
Robiet	ʀ ɔ b j ɛ
Rocoû	ʀ ɔ k uː
Rôde	ʀ õ t
rodje	ʀ ɔ t͡ʃ
rodji	ʀ ɔ d͡ʒ i
Rodjî	ʀ ɔ d͡ʒ iː
Rodole	ʀ ɔ d ɔ l
roejhén	ʀ w ɛ ʒ ẽ
rogne	ʀ ɔ ɲ
Rok	ʀ ɔ k
Roloû	ʀ ɔ l uː
rômarin	ʀ oː m a ʀ ɛ̃
Rome	ʀ ɔ m
roncén	ʀ ɔ̃ s ẽ
rond	ʀ ɔ̃
ronde	ʀ ɔ̃ t
rondes	ʀ ɔ̃ t
ronds	ʀ ɔ̃
Ronike	ʀ ɔ n i k
Rossea	ʀ ɔ s j a
Rossele	ʀ ɔ s ɛ l
Rosset	ʀ ɔ s ɛ
rotche	ʀ ɔ t͡ʃ
Rotchfoirt	ʀ ɔ t͡ʃ f w aː ʀ
roter	ʀ ɔ t e
rouflåde	ʀ u f l ɔː t
Roumaneye	ʀ u m a n ɛ j
roumin	ʀ u m ɛ̃
rovyî	ʀ ɔ v j iː
Rôza	ʀ õ z a
Rôzaliye	ʀ õ z a l i j
rôze	ʀ õ s
Rôze	ʀ õ s
Rôzete	ʀ õ z ɛ t
Rufôfe	ʀ y f oː f
rujhe	ʀ yː ʃ
Rûland	ʀ yː l ã
rûsse	ʀ yː s
Rûsseye	ʀ yː s ɛ j
rwaitaedje	ʀ w ɛː t ɛ t͡ʃ
rwangnî	ʀ w ã ɲ iː
sacadjî	s a k a d͡ʒ iː
sacwè	s a k w ɛ
saetchî	s ɛ t͡ʃ iː
saeyea	s ɛ j a
saeyea	s a j ɛː
såjhon	s ɔː ʒ ɔ̃
Såm	s ɔː m
Sambveye	s ã b v ɛ j
Samea	s a m j a
Samouwel	s a m u w ɛ l
Samowa	s a m ɔ w a
samwinne	s a m w ɛ̃ n
santé	s ã t e
Sara	s a ʀ a
sarde	s a ʀ t
Sascatchewane	s a s k a t͡ʃ ɛ w a n
såvadje	s ɔː v a t͡ʃ
såvaedje	s ɔː v a t͡ʃ
såvaedje	s ɔː v ɛ t͡ʃ
saveur	s a v øː ʀ
saveur	s a w ɛ
såvlon	s ɔː v l ɔ̃
saze	s a s
sbetchaedje	z b ɛ t͡ʃ ɛ t͡ʃ
sblawter	z b l a w t e
Scåssene	s k ɔː s ɛ n
sch	h
sch	ʃ
sch	s k
Sch	h
Sch	ʃ
Sch	s k
schåle	h aː l
schåle	ç aː l
schåle	ʃ ɔː l
schåvler	ʃ ɔː v l e
schaye	s k a j
scheter	s k ɛ t e
schiter	s k i t e
schiter	ʃ i t e
schiter	h i t e
schiter	ç i t e
schoice	s k w a s
schoice	ʃ w a s
schoice	h w ɛ s
schoircî	s k w a ʀ s iː
schoircî	ʃ w a ʀ s iː
schome	s k ɔ m
schome	h ɔ m
schome	ʃ y m
schome	s k u m
schôpyî	s k oː p j iː
schôpyî	ʃ oː p j iː
schôpyî	h oː p iː
schoûter	s k uː t e
schoûter	h uː t e
schoûter	ʃ uː t e
schoûter	h uː t e
schoûter	ʃ uː t e
schover	ʃ ɔ v e
Scleyin	s k l ɛ j ɛ̃
scolaedje	s k ɔ l ɛ t͡ʃ
scoleu	s k ɔ l øː
scrijheu	s k ʀ iː ʒ øː
scrijheuse	s k ʀ iː ʒ øː s
scrire	s k ʀ iː ʀ
sé	s e
Sebastén	s ɛ b a s t ẽ
Sédoniye	s e d ɔ n iː j
Sédonîye	s e d ɔ n iː j
semdi	s ɛ m d i
séndje	s ẽ t͡ʃ
septante	s ɛ p t ã t
Serè	s ɛ ʀ ɛ
Servå	s ɛ ʀ v ɔː
Serwai	s ɛ ʀ w ɛ
set	s ɛ t
setch	s ɛ t͡ʃ
setimbe	s ɛ t ɛ̃ p
setinme	s ɛ t ɛ̃ m
seur	s øː ʀ
Seure	s øː ʀ
sey	s ɛ j
Seye	s ɛ j
shijh	ʃ iː ʃ
shijh	ʃ iː ʒ
shijhinme	ʃ iː ʒ ɛ̃ m
shinmyî	ʃ ɛ̃ m j iː
shofler	ʃ ɔ f l e
shuvant	ʃ y v ã
si	s i
sicilyin	s i s i l j ɛ̃
sicret	s i k ʀ ɛ
Sidonîye	s i d ɔ n iː j
sieke	s j ɛ k
sierpint	s j ɛ ʀ p ɛ̃
siervi	s j ɛ ʀ v i
Silinri	s i l ɛ̃ ʀ i
Silvesse	s i l v ɛ s
Silvèsse	s i l v ɛ s
Silviye	s i l v i j
Simeyon	s i m ɛ j ɔ̃
Simonon	s i m ɔ n ɔ̃
simpe	s ɛ̃ p
Simwès	s i m w ɛ
sinagrêye	s i n a ɡ ʀ ɛː j
Sinefe	s i n ɛ f
Sinforyin	s ɛ̃ f ɔ ʀ j ɛ̃
singnî	s ɛ̃ ɲ iː
singulî	s ɛ̃ ɡ y l iː
sinonime	s i n ɔ n i m
sins	s ɛ̃
sins	s ɛ̃ z ‿
sinse	s ɛ̃ s
sinti	s ɛ̃ t i
Sinzêye	s ɛ̃ z ɛː j
sipès	s i p ɛ
siponte	s i p ɔ̃ t
sistinme	s i s t ɛ̃ m
sitoele	s i t w ɛ l
sitrinde	s i t ʀ ɛ̃ t
sitroet	s i t ʀ w ɛ
sitroetmint	s i t ʀ w ɛ t m ɛ̃
skepiaedje	s k ɛ p j ɛ t͡ʃ
skepyî	s k ɛ p j iː
sociolinwince	s ɔ s j ɔ l ɛ̃ w ɛ̃ s
sôdård	s õ d ɔː ʀ
Sofiye	s ɔ f i j
sofoker	s ɔ f ɔ k e
sohaitî	s ɔ h ɛ t iː
solåcyî	s ɔ l ɔː s j iː
solea	s ɔ l j a
solea	s ɔ l ɛː
Solhé	s ɔ l h e
solo	s ɔ l ɔ
solo	s ɔ l ɔ
Somaleye	s ɔ m a l ɛ j
Sombrefe	s ɔ̃ b ʀ ɛ f
Somdjan	s ɔ̃ d͡ʒ ã
sondjî	s ɔ̃ d͡ʒ iː
sonk	s ɔ̃ k
soper	s ɔ p e
sori	s ɔ ʀ i
soris	s ɔ ʀ i
Sorodje	s ɔ ʀ ɔ t͡ʃ
sorvini	s ɔ ʀ v i n i
sorwoeyî	s ɔ ʀ w øː j iː
Sotea	s ɔ t j a
Sougniye	s u ɲ i j
souke	s u k
Soûmagne	s uː m a ɲ
Soûmwè	s uː m w ɛ
sourdant	s uː ʀ d ã
Souzane	s u z a n
Sovet	s ɔ v ɛ
sovint	s ɔ v ɛ̃
soye	s oː j
Sôzoye	s õ z o j
Spå	s p ɔː
spårgnî	s p ɔː ʀ ɲ iː
spårpiyî	s p ɔː ʀ p i j iː
spene	s p ɛ n
spès	s p ɛ
spêye	s p ɛː j
spiner	s p i n e
spiter	s p i t e
sprewe	s p ʀ ɛ w
Sprumont	s p ʀ y m ɔ̃
Statche	s t a t͡ʃ
statistike	s t a t i s t i k
Ståvleu	s t ɔː v l øː
Stefane	s t e f a n
Stefanî	s t ɛ f a n iː
Stéfanîye	s t e f a n iː j
Stiene	s t j ɛ n
Stiène	s t j ɛ n
stindêye	s t ɛ̃ d ɛː j
Stocom	s t ɔ k ɔ m
stoele	s t w ɛ l
stoele	s t øː l
stofer	a ʀ ɛ s t e
Stoumont	s t u m ɔ̃
Straimont	s t ʀ ɛ m ɔ̃
strinde	s t ʀ ɛ̃ t
Strintchamp	s t ʀ ɛ̃ t͡ʃ ã
stroet	s t ʀ w ɛ
stroetmint	s t ʀ w ɛ t m ɛ̃
stron	s t ʀ ɔ̃
sucî	s y s iː
sudjet	s y d͡ʒ ɛ
sûner	s yː n e
sustantif	s y s t ã t i f
Suwede	s y w ɛ t
suwedwès	s y w ɛ d w ɛ
Suwedwesse	s y w ɛ d w ɛ s
svierba	z v j ɛ ʀ b a
Swarlêye	s w a ʀ l ɛː j
swessante	s w ɛ s ã t
Swisse	s w i s
syince	s j ɛ̃ s
Taedje	t ɛ t͡ʃ
taesnea	t ɛ s n j a
Taesson	t ɛ s ɔ̃
taeyî	t ɛ j iː
taeyî	t a j iː
Taliye	t a l i j
Tamene	t a m ɛ n
Tanasse	t a n a s
Tanzaneye	t ã z a n ɛ j
taper	t a p e
tårdjî	t ɔː ʀ d͡ʒ iː
Tâve	t aː f
Tåve	t ɔː f
Taviere	t a v j ɛ ʀ
tåvlea	t ɔː v j a
tåvlea	t ɔː v l ɛː
taxi	t a k s i
Taylande	t a j l ã t
Taziye	t a z i j
tch	t͡ʃ
Tch	t͡ʃ
tchå	t͡ʃ ɔː
tchacåd	t͡ʃ a k ɔː
tchåfaedje	t͡ʃ ɔː f ɛ t͡ʃ
Tchåforåd	t͡ʃ ɔː f ɔ ʀ ɔː
tchair	t͡ʃ ɛː ʀ
tchaire	t͡ʃ ɛː ʀ
Tchåle	t͡ʃ ɔː l
Tchålerwè	t͡ʃ ɔː l ɛ ʀ w ɛ
Tchålerwè	ʃ aː l ɛ ʀ w ɛ
Tchålerwè	ʃ a l ɛ ʀ w ɛ
Tchålerwè	ʃ aː l ɛ ʀ w ɔ
Tchålerwè	ʃ ɔː l ɛ ʀ w ɔ
tchambe	t͡ʃ ã p
tchampinne	t͡ʃ ã p ɛ̃ n
tchampion	t͡ʃ ã p j ɔ̃
Tchampion	t͡ʃ ã p j ɔ̃
tchampnwès	t͡ʃ ã p n w ɛ
tchant	t͡ʃ ã
Tchantchès	t͡ʃ ã t͡ʃ ɛ
tchanter	t͡ʃ ã t e
tchapea	t͡ʃ a p j a
tchapea	t͡ʃ a p ɛː
Tchaplî	t͡ʃ a p l iː
tchår	t ʃ ɔː ʀ
Tchårlî	t͡ʃ ɔː ʀ l iː
Tchårlot	t͡ʃ ɔː ʀ l ɔ
Tchårlote	t͡ʃ ɔː ʀ l ɔ t
Tchåsse	t͡ʃ ɔː s
tchåsse	t͡ʃ ɔː s
tchåssî	t͡ʃ ɔː s iː
Tchedôre	t͡ʃ ɛ d õ ʀ
Tchekeye	t͡ʃ ɛ k ɛ j
tchén	t͡ʃ ẽ
tchenou	t͡ʃ ɛ n u
tchéns	t͡ʃ ẽ
tcherbon	t͡ʃ ɛ ʀ b õ
tcherbonaedje	t͡ʃ ɛ ʀ b ɔ n ɛ t͡ʃ
tcherdjî	t͡ʃ ɛ ʀ d͡ʒ iː
Tcherpetî	t͡ʃ ɛ ʀ p ɛ t iː
tcherwer	t͡ʃ ɛ ʀ w e
Tcheslet	t͡ʃ ɛ s l ɛ
tchessî	t͡ʃ ɛ s iː
tchèstê	t͡ʃ ɛ s t ɛː
tchèstê	t͡ʃ ɛ s t æː
tchestea	t͡ʃ ɛ s t j a
tchestea	t͡ʃ ɛ s t ɛː
tchèstia	t͡ʃ ɛ s t j a
Tchestrè	t͡ʃ ɛ s t ʀ ɛ
tchesturlin	t͡ʃ ɛ s t y ʀ l ɛ̃
tchet	t͡ʃ ɛ
Tchevetogne	t͡ʃ ɛ v ɛ t ɔ ɲ
tcheyire	t͡ʃ ɛ j iː ʀ
Tchicago	t͡ʃ i k a ɡ o
tchicter	t͡ʃ i k t e
Tchiere	t͡ʃ j ɛ ʀ
Tchili	t͡ʃ i l i
tchimeye	t͡ʃ i m ɛ j
tchimijhe	t͡ʃ i m iː ç
tchimijhî	t͡ʃ i m iː ʒ iː
tchiminêye	t͡ʃ i m i n ɛː j
tchimnå	t͡ʃ i m n ɔː
tchin	t ʃ ɛ̃
Tchini	t͡ʃ i n i
tchinne	t͡ʃ ɛ̃ n
tchinne	t͡ʃ ɛ̃ n
Tchinnêye	t͡ʃ ɛ̃ n ɛː j
tchivå	t͡ʃ i v ɔː
tchive	t͡ʃ iː f
tchivea	t͡ʃ i v j a
tchivroû	t͡ʃ i v ʀ uː
tchôcmwår	t͡ʃ oː k m w ɔː ʀ
tchôd	t͡ʃ oː
tchoezi	t͡ʃ w ɛ z i
tchoezi	t͡ʃ øː z i
Tchofile	t͡ʃ ɔ f i l
Tchôfontinne	t͡ʃ õ f ɔ̃ t ɛ̃ n
tchuze	t͡ʃ yː s
tchvå	t͡ʃ f ɔː
tchvea	t͡ʃ f j a
té	t e
tecnike	t ɛ k n i k
tecnolodjeye	t ɛ k n ɔ l ɔ d͡ʒ ɛ j
telefone	t ɛ l ɛ f ɔ n
Telin	t ɛ l ɛ̃
tere	t ɛː ʀ
tertos	t ɛ ʀ t ɔ
Teu	t øː
texhe	t ɛ ç
Têye	t e j
Teyo	t ɛ j ɔ
Teyodore	t ɛ j ɔ d ɔ ʀ
Tibå	t i b ɔː
tice	t iː s
tîçler	t iː s l e
tiesse	t i ɛ s
tiestou	t j ɛ s t u
Tilkin	t i l k ɛ̃
Timoté	t i m ɔ t e
Timotèye	t i m ɔ t ɛ j
Timotêye	t i m ɔ t e j
timpe	t ɛ̃ p
timperateure	t ɛ̃ p ɛ ʀ a t øː ʀ
Timplou	t ɛ̃ p l u
Timpu	t ɛ̃ p y
Tin	t ɛ̃
tini	t i n i
Tiniveye	t i n i v ɛ j
Tinlot	t ɛ̃ l ɔ
tins	t ɛ̃
Tintnî	t ɛ̃ t n iː
Tiri	t iː ʀ i
tîxhner	t iː ʃ n e
tiyoû	t i j uː
tni	t n i
todi	t ɔ d i
Toenne	t w ɛ n
Toennete	t w ɛ n ɛ t
toet	t w ɛ
toet	t øː
toide	t w a t
Tombale	t ɔ̃ b a l
tombe	t ɔ̃ p
Tomsin	t ɔ̃ s ɛ̃
Tônete	t o n ɛ t
Toni	t ɔ n i
torea	t ɔ ʀ j a
torea	t ɔ ʀ ɛː
Torgen	t ɔ ʀ ʒ ã
Tornè	t ɔ ʀ n ɛ
tosse	t ɔ s
Tossint	t ɔ s ɛ̃
tot	t ɔ
toubak	t uː b a k
touchî	t u ʃ iː
Toumas	t u m a
toumer	t u m e
Toumsin	t u m s ɛ̃
tourner	t uː ʀ n e
touwaedje	t u w ɛ t͡ʃ
touwer	t u w e
tråculer	t ʀ ɔː k y l e
traite	t ʀ ɛː t
traite	t ʀ e t
traites	t ʀ ɛː t
transixhance	t ʀ ã s i ʃ ã s
travayî	t ʀ a v a j iː
traze	t ʀ a s
trebouxhî	t ʀ ɛ b u ʃ iː
Tregne	t ʀ ɛ ɲ
trén	t r ẽ
Trene	t ʀ ɛ n
treråyî	t ʀ ɛ ʀ ɔː j iː
trevén	t ʀ ɛ v ẽ
trinnåd	t ʀ ɛ̃ n ɔː
trinte	t ʀ ɛ̃ t
trivierser	t ʀ i v j ɛ ʀ s e
trîxhe	t ʀ iː ç
triyaner	t ʀ i j a n e
trô	t ʀ õ
troejhinme	t ʀ øː ʒ ɛ̃ m
troes	t ʀ w ɛ
troes	t ʀ øː
troes	t w ɛ
troes	t ʀ w a
troes	t w a
troes	t ʀ øː s
trompete	t ʀ ɔ̃ p ɛ t
trouk	t ʀ u k
Tubize	t y b i s
Tunizeye	t y n i z ɛ j
Tur	t y ʀ
Turkeye	t y ʀ k ɛ j
tuzer	t y z e
Twènete	t w ɛ n ɛ t
û	yː
Û	yː
Udjinne	y d͡ʒ ɛ̃ n
urbanijhî	y ʀ b a n i ʒ iː
urdjince	y ʀ d͡ʒ ɛ̃ s
Urope	y ʀ ɔ p
usteye	y s t ɛ j
ût	yː t
ûtante	yː t ã t
ûtinme	yː t ɛ̃ m
Uwar	y w a ʀ
uzaedje	y z ɛ t͡ʃ
uzeu	y z øː
uzeuse	y z øː s
uzresse	y z ʀ ɛ s
Valèri	v a l ɛ ʀ i
Valeriye	v a l ɛ ʀ i j
Valintén	v a l ɛ̃ t ẽ
Vanole	v a n ɔ l
vårén	v ɔː ʀ ẽ
Varisse	v a ʀ i s
vatche	v a t͡ʃ
vea	v j a
vea	v ɛː
Vedrén	v ɛ d ʀ ẽ
Velinne	v ɛ l ɛ̃ n
vénrdi	v ẽ ʀ d i
verdeure	v ɛ ʀ d øː ʀ
Verlinne	v ɛ ʀ l ɛ̃ n
vert	v ɛ ʀ
Vervî	v ɛ ʀ v iː
vesprêye	v ɛ s p ʀ ɛː j
vey	v ɛ j
veye	v ɛ j
vî	v iː
Victwere	v i k t w ɛ ʀ
Victwêre	v i k t w ɛ ʀ
videyo	v i d ɛ j o
viebe	v j ɛ p
Viêpe	v j ɛː p
Vierton	v j ɛ ʀ t ɔ̃
vijhén	v i ʒ ẽ
vijhene	v i ʒ ɛ n
vijhnaedje	v i ʒ n ɛ t͡ʃ
viker	v i k e
Vinçant	v ɛ̃ s ã
Vincint	v ɛ̃ s ɛ̃
vindedjî	v ɛ̃ d ɛ d͡ʒ iː
vindjî	v ɛ̃ d͡ʒ iː
vini	v i n i
vint	v ɛ̃
vinte	v ɛ̃ t
virûsse	v iː ʀ yː s
Virwinvå	v i ʀ w ɛ̃ v ɔː
vistrer	v i s t ʀ e
Viyåtour	v i j ɔː t uː ʀ
viye	v iː j
vizaedje	v i z ɛ t͡ʃ
Vizé	v i z e
vni	v n i
volcan	v ɔ l k ã
voler	v ɔ l e
voltî	v ɔ l t iː
Vonneche	v ɔ n ɛ ʃ
vos	v ɔ
vôte	v õ t
voyale	v ɔ j a l
voye	v o j
vozôtes	v ɔ z oː t
Vresse	v ʀ ɛ s
vude	v yː t
vudî	v yː d iː
vweteure	v w ɛ t øː ʀ
Wachintone	w a ʃ ɛ̃ t ɔ n
wadjeure	w a d͡ʒ øː ʀ
Wådrou	w ɔː d ʀ uː
waeranti	w ɛ ʀ ã t i
waerbea	w ɛ ʀ b j a
wåfe	w ɔː f
wågnî	w ɔː ɲ iː
waibe	w ɛː p
waidyî	w ɛː d j iː
Waime	w ɛ m
waitî	w ɛː t iː
waitroûle	w ɛː t ʀ uː l
wåkeu	w ɔː k øː
wåkî	w ɔː k iː
Wål	w ɔː l
Walcoû	w a l k uː
Walin	w a l ɛ̃
Walon	w a l ɔ̃
walon	w a l ɔ̃
waloncåzant	w a l ɔ̃ k ɔː z ã
Walonreye	w a l ɔ n ʀ ɛ j
Walonreye	w a l ɔ n ʀ ɛː j
Wancene	w ã s ɛ n
Wande	w ã t
wangnî	w ã ɲ iː
wårder	w ɔː ʀ d e
Wareme	w a ʀ ɛ m
Warnî	w a ʀ n iː
Warnin	w a ʀ n ɛ̃
Warnotte	w a ʀ n ɔ t
wastê	w a s t ɛː
wastea	w a s t j a
wastea	w a s t ɛː
Waterlô	w a t ɛ ʀ l oː
Wåve	w ɔː f
Wavreye	w a v ʀ ɛ j
waxhea	w a ʃ j a
waxhea	w a ʃ ɛː
wayea	w a j a
wayea	w a j ɛː
wayimer	w a j i m e
Wazedje	w a z ɛ t͡ʃ
Wegniye	w ɛ ɲ i j
Welin	w ɛ l ɛ̃
Welkenrote	w ɛ l k ɛ n ʀ ɔ t
Wépion	w e p j ɔ̃
Werotte	w ɛ ʀ ɔ t
wesse	w ɛ s
Wiccionaire	w i k s j o n ɛ ʀ
Wiket	w i k ɛ
Wileme	w i l ɛ m
Wilmin	w i l m ɛ̃
Wilminot	w i l m i n ɔ
Wîne	w iː n
