अ	ə
नाना	nɑː.nɑː
नानी	nɑː.niː
नाप	nɑːp
नापना	nɑːp.nɑː
नापसंद	nɑː.pə.sənd̪
नाभि	nɑː.bʱiː
नाभिक	nɑː.bʱɪk
नाभिकीय	nɑː.bʱɪ.kiːj
नाम	naːm
नामंज़ूर	nɑː.mən.zuːɾ
नामक	nɑː.mək
नामकरण	nɑːm.kə.ɾən
नामांकन	nɑː.mɑːŋ.kən
नामी-गिरामी	nɑː.miː.ɡɪ.ɾɑː.miː
नामो-निशान	nɑː.moː.nɪ.ʃɑːn
नायब	nɑː.jəb
नायाब	nɑː.jɑːb
नायिका	nɑː.jɪ.kɑː
नारंगी	nɑː.ɾəŋ.ɡiː
नारा	nɑː.ɾɑː
नारायण	nɑː.ɾɑː.jən
नारीत्व	nɑː.ɾiːt̪ʋ
नाल	nɑːl
नाला	nɑː.lɑː
नालायक	nɑː.lɑː.jək
नाव	nɑːʋ
नाविक	nɑː.ʋɪk
नाशपाती	nɑːʃ.pɑː.t̪iː
नासरत	nasəɾət̪
नासिक	nɑː.sɪk
नाहर	nɑː.ɦəɾ
निंदा	nɪn.d̪ɑː
निःशब्द	nɪʰ.ʃəbd̪
निःशुल्क	nɪʰ.ʃʊlk
निकट	nɪ.kəʈ
निकम्मापन	nɪ.kəm.mɑː.pən
निकलना	nɪ.kəl.nɑː
निकलवाना	nɪ.kəl.ʋɑː.nɑː
निक़ाब	nɪ.kɑːb
निक़ाब	nɪ.qɑːb
निकालना	nɪ.kɑːl.nɑː
निकास	nɪ.kɑːs
निकाह	nɪ.kɑːʱ
निखरना	nɪ.kʰəɾ.nɑː
निखारना	nɪ.kʰɑːɾ.nɑː
निगम	nɪ.ɡəm
निगरानी	nɪɡ.ɾɑː.niː
निगलना	nɪ.ɡəl.nɑː
निगाह	nɪ.ɡɑːʱ
निचला	nɪt͡ʃ.lɑː
निचोड़	nɪ.t͡ʃoːɽ
निज	nɪd͡ʒ
निज़ामाबाद	nɪ.zɑː.mɑː.bɑːd̪
निजात	nɪ.d͡ʒɑːt̪
निजी	nɪ.d͡ʒiː
नित्य	nɪt̪j
नित्यप्रति	nɪt̪.jəp.ɾə.t̪iː
निदेशक	nɪ.d̪eː.ʃək
निन्यानवे	nɪn.jɑːn.ʋeː
निपुण	nɪ.pʊn
निबंध	nɪ.bənd̪ʱ
निभाना	nɪ.bʱɑː.nɑː
निमंत्रण	nɪ.mənt̪.ɾən
निम्न	nɪmn
निम्नलिखित	nɪm.nə.lɪ.kʰɪt̪
नियत	niː.jət̪
नियमित	niː.jə.mɪt̪
नियुक्त	niː.jʊkt̪
नियुक्ति	niː.jʊk.t̪iː
निरंकुश	nɪ.ɾəŋ.kʊʃ
निरंकुशवाद	nɪ.ɾəŋ.kʊʃ.ʋɑːd̪
निरंतर	nɪ.ɾən.t̪əɾ
निरपेक्ष	nɪɾ.peːkʃ
निरभिमान	nɪ.ɾə.bʱɪ.mɑːn
निरस्त	nɪ.ɾəst̪
निरस्त्रीकरण	nɪ.ɾəst̪.ɾiːk.ɾən
निरावेशित	nɪ.ɾɑː.ʋeː.ʃɪt̪
निराश	nɪ.ɾɑːʃ
निराशा	nɪ.ɾɑː.ʃɑː
निराहार	nɪ.ɾɑː.ɦɑːɾ
निरीक्षक	nɪ.ɾiːk.ʃək
निरीक्षण	nɪ.ɾiːk.ʃən
निरूपण	nɪ.ɾuː.pən
निरोग	nɪ.ɾoːɡ
निर्घोष	nɪɾ.ɡʱoːʃ
निर्जन	nɪɾ.d͡ʒən
निर्जीव	nɪɾ.d͡ʒiːʋ
निर्णय	nɪɾ.nəj
निर्णायक	nɪɾ.nɑː.jək
निर्दिष्ट	nɪɾ.d̪ɪʃʈ
निर्देश	nɪɾ.d̪eːʃ
निर्देशक	nɪɾ.d̪eː.ʃək
निर्देशन	nɪɾ.d̪eː.ʃən
निर्देशांक	nɪɾ.d̪eː.ʃɑːŋk
निर्धन	nɪɾ.d̪ʱən
निर्धनता	nɪɾ.d̪ʱən.t̪ɑː
निर्बल	nɪɾ.bəl
निर्भर	nɪɾ.bʱəɾ
निर्मल	nɪɾ.məl
निर्माण	nɪɾ.mɑːn
निर्माता	nɪɾ.mɑː.t̪ɑː
निर्मित	nɪɾ.mɪt̪
निर्मेघ	nɪɾ.meːɡʱ
निर्यात	nɪɾ.jɑːt̪
निर्वाचन	nɪɾ.ʋɑː.t͡ʃən
निर्वाचित	nɪɾ.ʋɑː.t͡ʃɪt̪
निलंबित	nɪ.ləm.bɪt̪
निवाला	nɪ.ʋɑː.lɑː
निवास	nɪ.ʋɑːs
निवासी	nɪ.ʋɑː.siː
निवृत्त	nɪʋ.ɾɪt̪t̪
निवेदन	nɪ.ʋeː.d̪ən
निवेश	nɪ.ʋeːʃ
निशान	nɪ.ʃɑːn
निशानेबाज़ी	nɪ.ʃɑː.neː.bɑː.ziː
निश्चय	nɪʃ.t͡ʃəj
निश्चित	nɪʃ.t͡ʃɪt̪
निषेचन	nɪ.ʃeː.t͡ʃən
निषेधात्मक	nɪ.ʃeː.d̪ʱɑːt̪.mək
निष्कर्ष	nɪʃ.kəɾʃ
निष्कासन	nɪʃ.kɑː.sən
निष्कासित	nɪʃ.kɑː.sɪt̪
निष्क्रिय	nɪʃk.ɾɪj
निष्क्रियता	nɪʃk.ɾiː.jə.t̪ɑː
निष्ठा	nɪʃ.ʈʰɑː
निष्ठुर	nɪʃ.ʈʰʊɾ
निष्फल	nɪʃ.pʰəl
निसार	nɪ.sɑːɾ
निस्संदेह	nɪs.sən.d̪eːʱ
निस्सार	nɪs.sɑːɾ
निहारना	nɪ.ɦɑːɾ.nɑː
निहारिका	nɪ.ɦɑː.ɾɪ.kɑː
नी	niː
नींव	nĩːʋ
नीचा	niː.t͡ʃɑː
नीति	niː.t̪iː
नीतिगत	niː.t̪ɪ.ɡət̪
नीयत	niː.jət̪
नीर	niːɾ
नीलम	niː.ləm
नीलाम	niː.lɑːm
नीहारिका	niː.ɦɑː.ɾɪ.kɑː
नुक़्ता	nʊkˈt̪ɑ
नुक़्ता	nʊqˈt̪ɑ
नुमाइंदगी	nʊ.mɑːɪn.d̪ə.ɡiː
नुमाइंदा	nʊ.mɑːɪn.d̪ɑː
नुमाइश	nʊ.mɑːɪʃ
नुसख़ा	nʊs.kʰɑː
नुसख़ा	nʊs.xɑː
नुस्ख़ा	nʊs.kʰɑː
नुस्ख़ा	nʊs.xɑː
नुस्खा	nʊs.kʰɑː
नूर	nuːɾ
नूह	nuːʱ
नृत्त	nɾɪt̪t̪
नृत्य	nɾɪt̪j
ने	neː
नेक	neːk
नेकदिल	neːk.d̪ɪl
नेकी	neː.kiː
नेटवर्क	neːʈ.ʋəɾk
नेतन्याहू	neː.t̪ən.jɑː.ɦuː
नेता	neː.t̪ɑː
नेतृत्व	neːt̪.ɾɪt̪ʋ
नेत्रिका	neːt̪.ɾɪ.kɑː
नेपथ्य	neː.pət̪ʰj
नेपालगंज	neː.pɑːl.ɡəɲd͡ʒ
नेम	neːm
-नेर	neːɾ
नेस्तनाबूद	neːs.t̪ə.nɑː.buːd̪
नैन	nɛːn
नोएडा	noːeː.ɖɑː
नोचना	noːt͡ʃ.nɑː
नोट	noːʈ
नोटबंदी	noːʈ.bən.d̪iː
नोटबुक	noːʈ.bʊk
नोनी	noː.niː
नौ	nɔː
नौकर	nɔː.kəɾ
नौकरशाही	nɔː.kəɾ.ʃɑː.ɦiː
नौका	nɔː.kɑː
नौजवान	nɔː.d͡ʒə.ʋɑːn
नौबत	nɔː.bət̪
न्यायपालिका	njɑːj.pɑː.lɪ.kɑː
न्यायशास्त्र	njɑːj.ʃɑːst̪ɾ
न्यायिक	njɑː.jɪk
न्यारा	njɑː.ɾɑː
न्यूज़	njuːz
न्यूनतम	njuːn.t̪əm
न्योता	njoː.t̪ɑː
प	pə
पंक्ति	pəŋk.t̪iː
पंखा	pəŋkʰɑː
पंखावाला	pəŋ.kʰɑː.ʋɑː.lɑː
पंगु	pəŋ.ɡuː
पंचशील	pəɲt͡ʃ.ʃiːl
पंचायत	pəɲ.t͡ʃɑː.jət̪
पंचायती	pəɲ.t͡ʃɑː.jə.t̪iː
पंछी	pəɲ.t͡ʃʰiː
पंजा	pəɲ.d͡ʒɑː
पंजाब	pəɲ.d͡ʒɑːb
पंजीकरण	pəɲ.d͡ʒiː.kə.ɾən
पंडाल	pən.ɖɑːl
पंडित	pən.ɖɪt̪
पंसारी	pən.sɑː.ɾiː
पकड़	pə.kəɽ
पकड़ना	pə.kəɽ.nɑː
पकवान	pək.ʋɑːn
पकाना	pə.kɑː.nɑː
पकोड़ा	pə.koː.ɽɑː
पक्ष	pəkʃ
पक्षधर	pəkʃ.d̪ʱəɾ
पक्षपात	pəkʃ.pɑːt̪
पक्षपातपूर्ण	pəkʃ.pɑːt̪.puːɾn
पखवाड़ा	pəkʰ.ʋɑː.ɽɑː
पखेरू	pə.kʰeː.ɾuː
पगडंडी	pəɡ.ɖən.ɖiː
पगला	pəɡ.lɑː
पगोडा	pəɡoɖaː
पचना	pət͡ʃ.nɑː
पचपन	pət͡ʃ.pən
पचहत्तर	pə.t͡ʃʰət̪.t̪əɾ
पचानवे	pə.t͡ʃɑːn.ʋeː
पचाना	pə.t͡ʃɑː.nɑː
पचास	pə.t͡ʃɑːs
पचासी	pə.t͡ʃɑː.siː
पच्चीस	pət͡ʃ.t͡ʃiːs
पच्चीस	pət͡ʃ.t͡ʃɪs
पछताना	pət͡ʃʰ.t̪ɑː.nɑː
पछाँई	pə.t͡ʃʰɑ̃ːiː
पछाड़ना	pə.t͡ʃʰɑːɽ.nɑː
पटकना	pə.ʈək.nɑː
पटका	pəʈ.kɑː
पटना	pəʈ.nɑː
पटरी	pəʈ.ɾiː
पटवारी	pəʈ.ʋɑː.ɾiː
पटाका	pə.ʈɑː.kɑː
पटाखा	pə.ʈɑː.kʰɑː
पटेल	pə.ʈeːl
पट्टी	pəʈ.ʈiː
पट्ठा	pəʈ.ʈʰɑː
पठान	pə.ʈʰɑːn
पठानकोट	pə.ʈʰɑːn.koːʈ
पड़ताल	pəɽ.t̪ɑːl
पड़ना	pəɽ.nɑː
पड़ाना	pə.ɽɑː.nɑː
पड़ोस	pə.ɽoːs
पड़ोसिन	pə.ɽoː.sɪn
पढ़ना	pəɽʱ.nɑː
पढ़ा-लिखा	pə.ɽʱɑː.lɪ.kʰɑː
पढ़ाई	pə.ɽʱɑːiː
पणजी	pən.d͡ʒiː
पतंगबाज़	pə.t̪əŋɡ.bɑːz
पतंगबाज़ी	pə.t̪əŋɡ.bɑː.ziː
पतला	pət̪.lɑː
पतलू	pət̪.luː
पतलून	pət̪.luːn
पताका	pə.t̪ɑː.kɑː
पतित्व	pə.t̪ɪt̪ʋ
पतीला	pə.t̪iː.lɑː
पत्ती	pətːiː
पत्तीदार	pət̪.t̪iː.d̪ɑːɾ
पत्थर	pət̪.t̪ʰəɾ
पत्थरबाज़	pət̪.t̪ʰəɾ.bɑːz
पत्थरबाज़ी	pət̪.t̪ʰəɾ.bɑː.ziː
पत्र	pət̪ɾ
पत्रवाहक	pət̪.ɾə.ʋɑː.ɦək
पथरीला	pət̪ʰ.ɾiː.lɑː
पदक	pə.d̪ək
पदयात्रा	pəd̪.jɑːt̪.ɾɑː
पदवी	pəd̪.ʋiː
पदाधिकारी	pə.d̪ɑː.d̪ʱɪ.kɑː.ɾiː
पदोन्नत	pə.d̪oːn.nət̪
पद्मावत	pəd̪.mɑː.ʋət̪
पधारना	pə.d̪ʱɑːɾ.nɑː
-पन	pən
पनडुब्बी	pən.ɖʊb.biː
पनपना	pə.nəp.nɑː
पनाह	pə.nɑːʱ
पनाहगाह	pə.nɑːʱ.ɡɑːʱ
पनीर	pə.niːɾ
पन्ना	pən.nɑː
पपीता	pə.piː.t̪ɑː
पपीहा	pə.piː.ɦɑː
पब	pəb
पयाम	pə.jɑːm
पर	pəɾ
परंतु	pə.ɾən.t̪uː
परंपरागत	pə.ɾəm.pə.ɾɑː.ɡət̪
परख	pə.ɾəkʰ
परखना	pə.ɾəkʰ.nɑː
परचम	pəɾ.t͡ʃəm
परछाईं	pəɾ.t͡ʃʰɑː.ĩː
परजन	pəɾ.d͡ʒən
परदेश	pəɾ.d̪eːʃ
परदेशी	pəɾ.d̪eː.ʃiː
परनिंदा	pəɾ.nɪn.d̪ɑː
परमाणविक	pəɾ.mɑːn.ʋɪk
परमाणु	pəɾ.mɑː.nuː
परवरिश	pəɾ.ʋə.ɾɪʃ
परवाज़	pəɾ.ʋɑːz
परवानगी	pəɾ.ʋɑːn.ɡiː
परवाना	pəɾ.ʋɑː.nɑː
परवाह	pəɾ.ʋɑːʱ
परसर्ग	pəɾ.səɾɡ
परस्पर	pə.ɾəs.pəɾ
परामर्श	pə.ɾɑː.məɾʃ
पराया	pə.ɾɑː.jɑː
परावर्तन	pə.ɾɑː.ʋəɾ.t̪ən
परास्त	pə.ɾɑːst̪
परिंदा	pə.ɾɪn.d̪ɑː
परिकलित्र	pə.ɾɪ.kə.lɪt̪ɾ
परिक्रमा	pə.ɾɪk.ɾə.mɑː
परिचय	pə.ɾɪ.t͡ʃəj
परिचित	pə.ɾɪ.t͡ʃɪt̪
परिणाम	pə.ɾɪ.nɑːm
परिणामस्वरूप	pə.ɾɪ.nɑːm.sʋə.ɾuːp
परित्यक्त	pə.ɾɪˈt̪jəkt̪
परिदृश्य	pə.ɾɪd̪.ɾɪʃj
परिधि	pə.ɾɪ.d̪ʱiː
परिपाटी	pə.ɾɪ.pɑː.ʈiː
परिपूर्ण	pə.ɾɪ.puːɾn
परिभाषा	pərɪbʱaːʃaː
परिभाषित	pə.ɾɪ.bʱɑː.ʃɪt̪
परिमाप	pə.ɾɪ.mɑːp
परिमार्जित	pə.ɾɪ.mɑːɾ.d͡ʒɪt̪
परियोजना	pə.ɾiː.joːd͡ʒ.nɑː
परिरुद्ध	pə.ɾɪ.ɾʊd̪d̪ʱ
परिवारवाद	pə.ɾɪ.ʋɑːɾ.ʋɑːd̪
परिषद	pə.ɾɪ.ʃəd̪
परिसंपत्ति	pə.ɾɪ.səm.pət̪.t̪iː
परी	pə.ɾiː
परीक्षण	pə.ɾiːk.ʃən
परीक्षा	pə.ɾiːk.ʃɑː
परे	pə.ɾeː
परोपकार	pə.ɾoːp.kɑːɾ
परोसा	pə.ɾoː.sɑː
पर्ण	pəɾn
पर्थ	pəɾt̪ʰ
पर्याय	pəɾ.jɑːj
पर्यावरण	pəɾ.jɑː.ʋə.ɾən
पर्युषण	pəɾ.jʊ.ʃən
पर्व	pəɾʋ
पर्वत	pəɾ.ʋət̪
पल	pəl
पलक	pə.lək
पलटवार	pə.ləʈ.ʋɑːɾ
पलस्तर	pə.ləs.t̪əɾ
पलायन	pə.lɑː.jən
पलीता	pə.liː.t̪ɑː
पल्लव	pəl.ləʋ
पशु	pə.ʃuː
पशुपालक	pə.ʃʊ.pɑː.lək
पश्चात्	pəʃ.t͡ʃɑːt̪
पश्मीना	pəʃ.miː.nɑː
पसंदगी	pə.sənd̪.ɡiː
पसंदीदा	pə.sən.d̪iː.d̪ɑː
पसरना	pə.səɾ.nɑː
पसली	pəs.liː
पसार	pə.sɑːɾ
पसीजना	pə.siːd͡ʒ.nɑː
पसीना	pə.siː.nɑː
पहचान	pɛːʱ.t͡ʃɑːn
पहचानकर्ता	pɛːʱ.t͡ʃɑːn.kəɾ.t̪ɑː
पहनना	pɛːʱn.nɑː
पहनावा	pɛːʱ.nɑː.ʋɑː
पहर	peːʱɾ
पहरा	pɛːʱ.ɾɑː
पहरेदार	pɛːʱ.ɾeː.d̪ɑːɾ
पहल	pɛːʱl
पहलवानी	peːʱl.ʋɑː.niː
पहला	pɛːʱ.lɑː
पहलू	pɛːʱ.luː
पहले	pɛːʱ.leː
पहाड़	pə.ɦɑːɽ
पहिया	pə.ɦiː.jɑː
पहिया	pəiː.jɑː
पहुँचना	pə.ɦʊ̃t͡ʃ.nɑː
पहुँचाना	pə.ɦʊ̃.t͡ʃɑː.nɑː
पहेली	pə.ɦeː.liː
पाँच	pɑ̃ːt͡ʃ
पाँव	pɑ̃ːʋ
पाई	pɑːiː
पाउंड	pɑːʊnɖ
पाक	pɑːk
पाकपत्तन	pɑːk.pət̪.t̪ən
पाकिस्तान	pɑː.kɪs.t̪ɑːn
पागल	pɑː.ɡəl
पाचन	pɑː.t͡ʃən
पाजामा	paˈd͡ʒam.a
पाजी	pɑː.d͡ʒiː
पाटन	pɑː.ʈən
पाठक	pɑː.ʈʰək
पाठ्य	pɑːʈʰj
पाठ्यक्रम	pɑːʈʰ.jək.ɾəm
पाठ्यपुस्तक	pɑːʈʰ.jə.pʊs.t̪ək
पात्र	pɑːt̪ɾ
पाथना	pɑːt̪ʰ.nɑː
पादप	pɑː.d̪əp
पादरी	pɑːd̪.ɾiː
पान	pɑːn
पाना	pɑː.nɑː
पानी	pɑː.niː
पापड़	pɑː.pəɽ
पाबंद	pɑː.bənd̪
पाबंदी	pɑː.bən.d̪iː
पायदान	pɑːj.d̪ɑːn
पायल	pɑː.jəl
पायस	pɑː.jəs
पार	pɑːɾ
पारगम्य	pɑːɾ.ɡəmj
पारगम्यता	pɑːɾ.ɡəm.jə.t̪ɑː
पारदर्शी	pɑːɾ.d̪əɾ.ʃiː
पारसी	pɑːɾ.siː
पारसेक	pɑːɾ.seːk
पारित	pɑː.ɾɪt̪
पारिवारिक	pɑː.ɾɪ.ʋɑː.ɾɪk
पारिश्रमिक	pɑː.ɾɪʃ.ɾə.mɪk
पारी	pɑː.ɾiː
पार्क	pɑːɾk
पार्श्वसरट	pɑːɾʃʋ.sə.ɾəʈ
पालकी	pɑːl.kiː
पालतू	pɑːl.t̪uː
पालथी	pɑːl.t̪ʰiː
पालना	pɑːl.nɑː
पाशा	pɑː.ʃɑː
पाशुपत	pɑː.ʃʊ.pət̪
पाषाण	pɑː.ʃɑːn
पास	pɑːs
पाहन	pɑː.ɦən
पाहुना	pɑː.ɦʊ.nɑː
पिंजड़ा	pɪɲd͡ʒ.ɽɑː
पिंजरा	pɪɲd͡ʒ.ɾɑː
पिंपरी-चिंचवड	pɪmp.ɾiː.t͡ʃɪɲt͡ʃ.ʋəɖ
पिघलना	pɪ.ɡʱəl.nɑː
पिघलाना	pɪɡʱ.lɑː.nɑː
पिचकना	pɪ.t͡ʃək.nɑː
पिछड़ा	pɪt͡ʃʰ.ɽɑː
पिता	pɪ.t̪ɑː
पितृ	pɪt̪ɾ
पिदर	pɪ.d̪əɾ
पिया	piː.jɑː
पिलाना	pɪ.lɑː.nɑː
पिशाच	pɪ.ʃɑːt͡ʃ
पिसना	pɪs.nɑː
पिस्ता	pɪs.t̪ɑː
पिस्तौल	pɪs.t̪ɔːl
पीएम	piːeːm
पीक	piːk
पीठ	piːʈʰ
पीढ़ी	piː.ɽʱiː
पीतल	piː.t̪əl
पीना	piːn̪ɑː
पीपल	piː.pəl
पीपा	piː.pɑː
पीरू	piː.ɾuː
पीलापन	piː.lɑː.pən
पीसना	piːs.nɑː
पुकारना	pʊ.kɑːɾ.nɑː
पुख़्ता	pʊkʰ.t̪ɑː
पुख़्ता	pʊx.t̪ɑː
पुजारी	pʊ.d͡ʒɑː.ɾiː
पुट	pʊʈ
पुट्ठा	pʊʈ.ʈʰɑː
पुड़िया	pʊ.ɽiː.jɑː
पुणे	puː.neː
पुण्य	pʊnj
पुण्यतिथि	pʊn.jə.t̪ɪ.t̪ʰiː
पुतना	pʊt̪.nɑː
पुतला	pʊt̪.lɑː
पुदीना	pʊ.d̪iː.nɑː
पुनः	pʊ.nəʰ
पुनःप्रवेश	pʊ.nəʰp.ɾə.ʋeːʃ
पुनर्-	pʊ.nəɾ
पुनर्जन्म	pʊ.nəɾ.d͡ʒə.nəm
पुनर्जन्म	pʊ.nəɾ.d͡ʒənm
पुनर्जीवित	pʊ.nəɾ.d͡ʒiː.ʋɪt̪
पुनर्निर्माण	pʊ.nəɾ.nɪɾ.mɑːn
पुनश्च	pʊ.nəʃ.t͡ʃə
पुर	pʊɾ
पुरज़ा	pʊɾ.zɑː
पुरस्कार	pʊ.ɾəs.kɑːɾ
पुराण	pʊ.ɾɑːn
पुरातत्व	pʊ.ɾɑː.t̪ət̪ʋ
पुरातत्वज्ञ	pʊ.ɾɑː.t̪ət̪.ʋəɡj
पुराना	pʊ.ɾɑː.nɑː
पुरुष	pʊ.ɾʊʃ
पुरुषोचित	pʊ.ɾʊ.ʃoː.t͡ʃɪt̪
पुरोहित	pʊ.ɾoː.ɦɪt̪
पुर्तगाल	pʊɾ.t̪ə.ɡɑːl
पुर्त॰	pʊɾ.t̪ə
पुल	pʊl
पुलिंदा	pʊ.lɪn.d̪ɑː
पुलिसकर्मी	pʊ.lɪs.kəɾ.miː
पुल्लिंग	pʊl.lɪŋɡ
पुश्तैनी	pʊʃ.t̪ɛː.niː
पुष्टीकरण	pʊʃ.ʈiː.kə.ɾən
पुष्प	pʊʃp
पुस्तक	pʊst̪ək
पुस्तकालय	pʊs.t̪ə.kɑː.ləj
पुस्तकीय	pʊs.t̪ə.kiːj
पुस्तिका	pʊs.t̪ɪ.kɑː
पूँछ	pũːt͡ʃʰ
पूंजी	puːɲ.d͡ʒiː
पूछ	puːt͡ʃʰ
पूछना	puːt͡ʃʰ.nɑː
पूजना	puːd͡ʒ.nɑː
पूत	puːt̪
पूरब	puː.ɾəb
पूरबी	puːɾ.biː
पूरी	puː.ɾiː
पूर्ण	puːɾn
पूर्णकालिक	puːɾ.nə.kɑː.lɪk
पूर्णतः	puːɾ.nə.t̪əʰ
पूर्णांक	puːɾ.nɑːŋk
पूर्णिमा	puːɾ.nɪ.mɑː
पूर्व	puːɾʋ
पूर्व-निश्चित	puːɾʋ.nɪʃ.t͡ʃɪt̪
पूर्वकथन	puːɾ.ʋək.t̪ʰən
पूर्ववर्ती	puːɾʋ.ʋəɾ.t̪iː
पूर्वस्नातक	puːɾʋ.snɑː.t̪ək
पूर्वाग्रह	puːɾ.ʋɑːɡ.ɾəʱ
पूर्वी	puːɾ.ʋiː
पृथक्करण	pɾɪ.t̪ʰək.kə.ɾən
पृष्ठभूमि	pɾɪʃʈʰ.bʱuː.miː
पेंशन	peːn.ʃən
पेच	peːt͡ʃ
पेचकस	peːt͡ʃ.kəs
पेचीदा	peː.t͡ʃiː.d̪ɑː
पेज	peːd͡ʒ
पेटी	peː.ʈiː
पेटू	peː.ʈuː
पेट्रोल	peːʈ.ɾoːl
पेठा	peː.ʈʰɑː
पेड़-पौधे	peːɽ.pɔː.d̪ʱeː
पेड़ा	peː.ɽɑː
पेन	pen
पेन्सिलवेनिया	peːn.sɪl.ʋeː.niː.jɑː
पेप्सी	peːp.siː
पेय	peːj
पेश	peːʃ
पेशा	peː.ʃɑː
पेशाब	peː.ʃɑːb
पेशावर	peː.ʃɑː.ʋəɾ
पेशेवर	peː.ʃeː.ʋəɾ
पैंट	pɛːnʈ
पैंतालीस	pɛːn.t̪ɑː.liːs
पैंतीस	pɛːn.t̪iːs
पैंसठ	pɛːn.səʈʰ
पैकार	pɛː.kɑːɾ
पैकेट	pɛː.keːʈ
पैग़ाम	pɛː.ɡɑːm
पैग़ाम	pɛː.ɣɑːm
पैठ	pɛːʈʰ
पैदाइश	pɛː.d̪ɑːɪʃ
पैदाइशी	pɛː.d̪ɑːɪ.ʃiː
पैदावार	pɛː.d̪ɑː.ʋɑːɾ
पैना	pɛː.nɑː
पैमाना	pɛː.mɑː.nɑː
पैर	pɛːɾ
पैरोकार	pɛː.ɾoː.kɑːɾ
पैसा	pɛː.sɑː
पोका	poː.kɑː
पोखरा	poːkʰ.ɾɑː
पोतना	poːt̪.nɑː
पोपला	poːp.lɑː
पोशाक	poː.ʃɑːk
पौंड	pɔːnɖ
पौधा	pɔː.d̪ʱɑː
पौन	pɔːn
पौने	pɔː.neː
पौर	pɔːɾ
पौराणिक	pɔː.ɾɑː.nɪk
पौरुष	pɔː.ɾʊʃ
पौरोहित्य	pɔː.ɾoː.ɦɪt̪j
प्याऊ	pjɑːuː
प्याज	pjɑːd͡ʒ
प्याज़	pjɑːz
प्यादा	pjɑː.d̪ɑː
प्यार	pjɑːɾ
प्यास	pjɑːs
प्यासा	pjɑː.sɑː
प्योंगचांग	pjoːŋɡ.t͡ʃɑːŋɡ
प्योंगचैंग	pjoːŋɡ.t͡ʃɛːŋɡ
प्योंगयांग	pjoːŋɡ.jɑːŋɡ
प्रकांड	pɾə.kɑːnɖ
प्रकार्यात्मक	pɾə.kɑːɾ.jɑːt̪.mək
प्रकाश	pɾə.kɑːʃ
प्रकीर्णन	pɾə.kiːɾ.nən
प्रक्रम	pɾək.ɾəm
प्रक्रिया	pɾək.ɾiː.jɑː
प्रक्षेपास्त्र	pɾək.ʃeː.pɑːst̪ɾ
प्रगति	pɾə.ɡə.t̪iː
प्रगतिवाद	pɾə.ɡə.t̪ɪ.ʋɑːd̪
प्रगतिवादी	pɾə.ɡə.t̪ɪ.ʋɑː.d̪iː
प्रगतिशील	pɾə.ɡə.t̪ɪ.ʃiːl
प्रचंड	pɾə.t͡ʃənɖ
प्रचलित	pɾə.t͡ʃə.lɪt̪
प्रचार	pɾə.t͡ʃɑːɾ
प्रजा	pɾə.d͡ʒɑː
प्रजातंत्र	pɾə.d͡ʒɑː.t̪ənt̪ɾ
प्रजातंत्रवाद	pɾə.d͡ʒɑː.t̪ənt̪.ɾə.ʋɑːd̪
प्रज्वलित	pɾəd͡ʒ.ʋə.lɪt̪
प्रण	pɾən
प्रणाम	pɾə.nɑːm
प्रणाली	pɾə.nɑː.liː
प्रताप	pɾə.t̪ɑːp
प्रतापी	pɾə.t̪ɑː.piː
प्रतिक्रिया	pɾə.t̪ɪk.ɾiː.jɑː
प्रतिक्रियावादी	pɾə.t̪ɪk.ɾiː.jɑː.ʋɑː.d̪iː
प्रतिज्ञा	pɾə.t̪ɪɡ.jɑː
प्रतिज्ञापन	pɾə.t̪ɪ.ɡjɑː.pən
प्रतिनिधि	pɾə.t̪ɪ.nɪ.d̪ʱiː
प्रतिनिधित्व	pɾə.t̪ɪ.nɪ.d̪ʱɪt̪ʋ
प्रतिफल	pɾə.t̪ɪ.pʰəl
प्रतिबंध	pɾə.t̪ɪ.bənd̪ʱ
प्रतिबंधित	pɾə.t̪ɪ.bən.d̪ʱɪt̪
प्रतिबिंब	pɾə.t̪ɪ.bɪmb
प्रतिभा	pɾə.t̪ɪ.bʱɑː
प्रतिभूति	pɾə.t̪ɪ.bʱuː.t̪iː
प्रतिमा	pɾə.t̪ɪ.mɑː
प्रतिमाह	pɾə.t̪ɪ.mɑːʱ
प्रतियोगिता	pɾə.t̪iː.joː.ɡɪ.t̪ɑː
प्रतिरूप	pɾə.t̪ɪ.ɾuːp
प्रतिरोध	pɾə.t̪ɪ.ɾoːd̪ʱ
प्रतिरोधक	pɾə.t̪ɪ.ɾoː.d̪ʱək
प्रतिरोधकता	pɾə.t̪ɪ.ɾoː.d̪ʱək.t̪ɑː
प्रतिलोम	pɾə.t̪ɪ.loːm
प्रतिशत	pɾə.t̪ɪ.ʃət̪
प्रतिस्पर्धा	pɾə.t̪ɪs.pəɾ.d̪ʱɑː
प्रतीक	pɾə.t̪iːk
प्रतीकात्मक	pɾə.t̪iː.kɑːt̪.mək
प्रतीति	pɾə.t̪iː.t̪iː
प्रत्यक्षीकरण	pɾət̪.jək.ʃiːk.ɾən
प्रत्यय	pɾət̪.jəj
प्रत्यर्पण	pɾət̪.jəɾ.pən
प्रत्यर्पित	pɾət̪.jəɾ.pɪt̪
प्रत्याशा	pɾət̪.jɑː.ʃɑː
प्रत्याशी	pɾət̪.jɑː.ʃiː
प्रत्येक	pɾət̪.jeːk
