a	ɒ
háznál	haːznaːl
házon	haːzon
házra	haːzrɒ
házról	haːzroːl
házsárt	haːʒaːrt
házsártos	haːʒaːrtoʃ
házsor	haːʃːor
háztartás	haːstɒrtaːʃ
háztartási	haːstɒrtaːʃi
háztartások	haːstɒrtaːʃok
háztető	haːstɛtøː
háztetők	haːstɛtøːk
háztól	haːstoːl
háztűz	haːstyːz
hazudik	hɒzudik
hazudj	hɒzuɟː
hazudnak	hɒzudnɒk
hazudni	hɒzudni
hazudtál	hɒzutːaːl
hazugabb	hɒzuɡɒbː
hazug	hɒzuɡ
hazugok	hɒzuɡok
hazugot	hɒzuɡot
hazugság	hɒzukʃaːɡ
hazugságok	hɒzukʃaːɡok
hazugságvizsgáló	hɒzukʃaːɡviʒɡaːloː
házuk	haːzuk
házunk	haːzuŋk
házzá	haːzːaː
házzal	haːzːɒl
hebeg	hɛbɛɡ
héber	heːbɛr
hedonizmus	hɛdonizmuʃ
hefti	hɛfti
hegedű	hɛɡɛdyː
hegedűk	hɛɡɛdyːk
hegedül	hɛɡɛdyl
hegedülnek	hɛɡɛdylnɛk
hegedűművészek	hɛɡɛdyːmyːveːsɛk
hegedűművész	hɛɡɛdyːmyːveːs
hegedűs	hɛɡɛdyːʃ
hegedűsök	hɛɡɛdyːʃøk
hege	hɛɡɛ
hegek	hɛɡɛk
hegen	hɛɡɛn
hegesztések	hɛɡɛsteːʃɛk
hegesztés	hɛɡɛsteːʃ
hegeszt	hɛɡɛst
heget	hɛɡɛt
heggé	hɛɡːeː
heg	hɛɡ
hegycsúcs	hɛct͡ʃuːt͡ʃ
hegycsúcsok	hɛct͡ʃuːt͡ʃok
hegycsúcsot	hɛct͡ʃuːt͡ʃot
hegyeken	hɛɟɛkɛn
hegyek	hɛɟɛk
hegyesszögek	hɛɟɛʃsøɡɛk
hegyesszög	hɛɟɛʃsøɡ
hegyesszögű	hɛɟɛʃsøɡyː
hegyfok	hɛcfok
hegyfokok	hɛcfokok
hegy	hɛɟ
hegyhez	hɛchɛz
hegyi	hɛɟi
hegylánc	hɛɟlaːnt͡s
hegynél	hɛɟneːl
hegységek	hɛcʃeːɡɛk
hegység	hɛcʃeːɡ
hegytető	hɛctɛtøː
hé	heː
héja	heːjɒ
héják	heːjaːk
héjak	heːjɒk
hej	hɛj
héj	heːj
hekker	hɛkːɛr
hektár	hɛktaːr
helga	hɛlɡɒ
helikopterek	hɛlikoptɛrɛk
helikopter	hɛlikoptɛr
héliosz	heːliʲos
hélium	heːliʲum
héliumok	heːliʲumok
hellenizmus	hɛlːɛnizmuʃ
helló	hɛloː
hellyel	hɛjːɛl
helsinki	hɛlsiŋki
helvécia	hɛlveːt͡siʲɒ
helybeliek	hɛjbɛliʲɛk
helybeli	hɛjbɛli
helybenhagy	hɛjbɛnɦɒɟ
helyben	hɛjbɛn
helyébe	hɛjeːbɛ
helyed	hɛjɛd
helye	hɛjɛ
helyeken	hɛjɛkɛn
helyekért	hɛjɛkeːrt
helyeket	hɛjɛkɛt
helyek	hɛjɛk
helyekkel	hɛjɛkːɛl
helyeknek	hɛjɛknɛk
helyekre	hɛjɛkrɛ
helyem	hɛjɛm
helyének	hɛjeːnɛk
helyen	hɛjɛn
helyén	hɛjeːn
helyenként	hɛjɛŋkeːnt
helyenkénti	hɛjɛŋkeːnti
helyére	hɛjeːrɛ
helyéről	hɛjeːrøːl
helyért	hɛjeːrt
helyesbít	hɛjɛʒbiːt
helyesebb	hɛjɛʃɛbː
helyesel	hɛjɛʃɛl
helyesen	hɛjɛʃɛn
helyes	hɛjɛʃ
helyesírás	hɛjɛʃiːraːʃ
helyesírási	hɛjɛʃiːraːʃi
helyet	hɛjɛt
helyét	hɛjeːt
helyette	hɛjɛtːɛ
helyettesek	hɛjɛtːɛʃɛk
helyettes	hɛjɛtːɛʃ
helyettesítő	hɛjɛtːɛʃiːtøː
helyett	hɛjɛtː
helyezés	hɛjɛzeːʃ
helyezést	hɛjɛzeːʃt
helyezett	hɛjɛzɛtː
helyez	hɛjɛz
helyezik	hɛjɛzik
helyezkedik	hɛjɛskɛdik
helyezni	hɛjɛzni
hely	hɛj
helyhez	hɛjhɛz
helyi	hɛji
helyiségek	hɛjiʃeːɡɛk
helyiség	hɛjiʃeːɡ
helynek	hɛjnɛk
helyreállítás	hɛjrɛaːlːiːtaːʃ
helyreállít	hɛjrɛaːlːiːt
helyre	hɛjrɛ
helyről	hɛjrøːl
helységek	hɛjʃeːɡɛk
helység	hɛjʃeːɡ
helységnév	hɛjʃeːɡneːv
helyszíne	hɛjsiːnɛ
helyszínek	hɛjsiːnɛk
helyszínen	hɛjsiːnɛn
helyszínén	hɛjsiːneːn
helyszín	hɛjsiːn
helyszíni	hɛjsiːni
helyszínre	hɛjsiːnrɛ
helyszínt	hɛjsiːnt
helytelen	hɛjtɛlɛn
helyt	hɛjt
helyüket	hɛjykɛt
helyük	hɛjyk
helyütt	hɛjytː
helyzetbe	hɛjzɛdbɛ
helyzetben	hɛjzɛdbɛn
helyzetből	hɛjzɛdbøːl
helyzete	hɛjzɛtɛ
helyzetekben	hɛjzɛtɛɡbɛn
helyzetek	hɛjzɛtɛk
helyzetekig	hɛjzɛtɛkiɡ
helyzetének	hɛjzɛteːnɛk
helyzetéről	hɛjzɛteːrøːl
helyzetet	hɛjzɛtɛt
helyzetét	hɛjzɛteːt
helyzet	hɛjzɛt
helyzetig	hɛjzɛtiɡ
helyzetre	hɛjzɛtrɛ
hematológia	hɛmɒtoloːɡiʲɒ
henceg	hɛnt͡sɛɡ
hengerek	hɛŋɡɛrɛk
hengeres	hɛŋɡɛrɛʃ
henger	hɛŋɡɛr
heni	hɛni
henrietta	hɛnriʲɛtːɒ
henrik	hɛnrik
henry	hɛnri
henryt	hɛnrit
hentesek	hɛntɛʃɛk
hentes	hɛntɛʃ
henyél	hɛɲeːl
heon	hɛon
héphaisztosz	heːfɒʲistos
héra	heːrɒ
héraklész	heːrɒkleːs
herbárium	hɛrbaːriʲum
hercegek	hɛrt͡sɛɡɛk
herceg	hɛrt͡sɛɡ
hercegnőért	hɛrt͡sɛɡnøːʲeːrt
hercegnő	hɛrt͡sɛɡnøː
hercegnőig	hɛrt͡sɛɡnøːʲiɡ
hercegnői	hɛrt͡sɛɡnøːʲi
hercegnőként	hɛrt͡sɛɡnøːkeːnt
hercegnőkért	hɛrt͡sɛɡnøːkeːrt
hercegnőket	hɛrt͡sɛɡnøːkɛt
hercegnők	hɛrt͡sɛɡnøːk
hercegnőkig	hɛrt͡sɛɡnøːkiɡ
hercegnőkké	hɛrt͡sɛɡnøːkːeː
hercegnőkkel	hɛrt͡sɛɡnøːkːɛl
hercegnőkként	hɛrt͡sɛɡnøːkːeːnt
hercegnőknek	hɛrt͡sɛɡnøːknɛk
hercegnőnek	hɛrt͡sɛɡnøːnɛk
hercegnőt	hɛrt͡sɛɡnøːt
hercegnővé	hɛrt͡sɛɡnøːveː
hercegnővel	hɛrt͡sɛɡnøːvɛl
hercegprímás	hɛrt͡sɛkpriːmaːʃ
hercegprímások	hɛrt͡sɛkpriːmaːʃok
hercig	hɛrt͡siɡ
here	hɛrɛ
herék	hɛreːk
herezacskó	hɛrɛzɒt͡ʃkoː
hérics	heːrit͡ʃ
heringek	hɛriŋɡɛk
hering	hɛriŋɡ
hermelinek	hɛrmɛlinɛk
hermelinen	hɛrmɛlinɛn
hermelin	hɛrmɛlin
hermész	hɛrmeːs
hermetikus	hɛrmɛtikuʃ
hernyó	hɛrɲoː
hernyók	hɛrɲoːk
hernyótalpak	hɛrɲoːtɒlpɒk
hernyótalp	hɛrɲoːtɒlp
héró	heːroː
hérosz	heːros
héroszok	heːrosok
herpetológia	hɛrpɛtoloːɡiʲɒ
herpetológiai	hɛrpɛtoloːɡiʲɒʲi
herpetológiailag	hɛrpɛtoloːɡiʲɒʲilɒɡ
herpetológus	hɛrpɛtoloːɡuʃ
herpetológusok	hɛrpɛtoloːɡuʃok
hervadékony	hɛrvɒdeːkoɲ
hervadhatatlan	hɛrvɒthɒtɒtlɒn
hervad	hɛrvɒd
hervadozik	hɛrvɒdozik
hervadt	hɛrvɒtː
hervaszt	hɛrvɒst
hess	hɛʃː
hetedik	hɛtɛdik
hete	hɛtɛ
hetekben	hɛtɛɡbɛn
heteken	hɛtɛkɛn
heteket	hɛtɛkɛt
hetek	hɛtɛk
hetekig	hɛtɛkiɡ
heten	hɛtɛn
héten	heːtɛn
hetente	hɛtɛntɛ
heteroszexuális	hɛtɛrosɛksuaːliʃ
hetesek	hɛtɛʃɛk
hetes	hɛtɛʃ
hetest	hɛtɛʃt
hétfő	heːtføː
hétfői	heːtføːʲi
hétfők	heːtføːk
hétfőn	heːtføːn
hétfőnként	heːtføːŋkeːnt
hét	heːt
heti	hɛti
hetilap	hɛtilɒp
hetilapok	hɛtilɒpok
hétköznap	heːtkøznɒp
hétköznapi	heːtkøznɒpi
hétköznapok	heːtkøznɒpok
hétre	heːtrɛ
hétvége	heːtveːɡɛ
hétvégén	heːtveːɡeːn
hétvégi	heːtveːɡi
hetvenegy	hɛtvɛnɛɟː
hetvenhárom	hɛtvɛnɦaːrom
hetvenhat	hɛtvɛnɦɒt
hetvenhét	hɛtvɛnɦeːt
hetven	hɛtvɛn
hetvenkettő	hɛtvɛŋkɛtːøː
hetvenkilenc	hɛtvɛŋkilɛnt͡s
hetvennégy	hɛtvɛnːeːɟ
hetvennyolc	hɛtvɛɲːolt͡s
hetvenöt	hɛtvɛnøt
hetykébben	hɛckeːbːɛn
hetyke	hɛckɛ
hetykén	hɛckeːn
hever	hɛvɛr
heverő	hɛvɛrøː
heverők	hɛvɛrøːk
heverőre	hɛvɛrøːrɛ
hevesen	hɛvɛʃɛn
heves	hɛvɛʃ
hév	heːv
hexadecimális	hɛksɒdɛt͡simaːliʃ
hexán	hɛksaːn
hexánok	hɛksaːnok
hexánsavak	hɛksaːnʃɒvɒk
hexánsav	hɛksaːnʃɒv
h	haː
hiába	hiʲaːbɒ
hiábavaló	hiʲaːbɒvɒloː
hiánya	hiʲaːɲɒ
hiányát	hiʲaːɲaːt
hiánygazdaság	hiʲaːɲɡɒzdɒʃaːɡ
hiány	hiʲaːɲ
hiányok	hiʲaːɲok
hiányol	hiʲaːɲol
hiányos	hiʲaːɲoʃ
hiányosság	hiʲaːɲoʃːaːɡ
hiányosságok	hiʲaːɲoʃːaːɡok
hiánytalan	hiʲaːɲtɒlɒn
hiányt	hiʲaːɲt
hiányzik	hiʲaːɲzik
hiányzó	hiʲaːɲzoː
hiba	hibɒ
hibái	hibaːʲi
hibája	hibaːjɒ
hibakereső	hibɒkɛrɛʃøː
hibák	hibaːk
hibám	hibaːm
hibás	hibaːʃ
hibátlanabb	hibaːtlɒnɒbː
hibátlan	hibaːtlɒn
hibátlanul	hibaːtlɒnul
hibáztat	hibaːstɒt
hibbant	hibːɒnt
hibridizáció	hibridizaːt͡siʲoː
hibridizációk	hibridizaːt͡siʲoːk
hidak	hidɒk
hidat	hidɒt
hidegebb	hidɛɡɛbː
hidegedik	hidɛɡɛdik
hidegek	hidɛɡɛk
hidegen	hidɛɡɛn
hideget	hidɛɡɛt
hidegháború	hidɛkhaːboruː
hidegháborúk	hidɛkhaːboruːk
hideg	hidɛɡ
hidegszik	hidɛksik
híd	hiːd
hídnál	hiːdnaːl
hídon	hiːdon
hidraulikus	hidrɒulikuʃ
hidrofóbia	hidrofoːbiʲɒ
hidrogénbomba	hidroɡeːmbombɒ
hidrogénbombák	hidroɡeːmbombaːk
hidrogének	hidroɡeːnɛk
hidrogén	hidroɡeːn
hidrográfia	hidroɡraːfiʲɒ
hidrográfiák	hidroɡraːfiʲaːk
hídról	hiːdroːl
hidrolízisek	hidroliːziʃɛk
hidrolízis	hidroliːziʃ
hidrológia	hidroloːɡiʲɒ
hidroplán	hidroplaːn
hidrosztatikus	hidrostɒtikuʃ
hidzsáb	hid͡ʒaːb
hiéna	hiʲeːnɒ
hiénák	hiʲeːnaːk
hierarchia	hiʲɛrɒrɦiʲɒ
hierarchiák	hiʲɛrɒrɦiʲaːk
hierarchikus	hiʲɛrɒrɦikuʃ
hifi	hifi
higany	hiɡɒɲ
higanylámpa	hiɡɒɲlaːmpɒ
higanyok	hiɡɒɲok
híg	hiːɡ
higiénia	hiɡiʲeːniʲɒ
higiéniák	hiɡiʲeːniʲaːk
higiénikusan	hiɡiʲeːnikuʃɒn
hihetetlenebb	hiɦɛtɛtlɛnɛbː
hihetetlenebbül	hiɦɛtɛtlɛnɛbːyl
hihetetlen	hiɦɛtɛtlɛn
hihetetlenül	hiɦɛtɛtlɛnyl
hí	hiː
híja	hiːjɒ
himalája	himɒlaːjɒ
hímek	hiːmɛk
hím	hiːm
hímnem	hiːmnɛm
hímnemű	hiːmnɛmyː
himnusz	himnus
himnuszok	himnusok
hímvessző	hiːɱvɛsːøː
hímzések	hiːmzeːʃɛk
hímzés	hiːmzeːʃ
hindi	hindi
hindu	hindu
hinduk	hinduk
hindusztáni	hindustaːni
hindut	hindut
hinne	hinːɛ
hinni	hinːi
hinta	hintɒ
hinták	hintaːk
hintaszékek	hintɒseːkɛk
hintaszék	hintɒseːk
hint	hint
hintó	hintoː
hiperbola	hipɛrbolɒ
hiperbolikus	hipɛrbolikuʃ
hiperinfláció	hipɛriɱflaːt͡siʲoː
hiperkorrekció	hipɛrkorːɛkt͡siʲoː
hipnotikus	hipnotikuʃ
hipnotizőr	hipnotizøːr
hipnotizőrök	hipnotizøːrøk
hipnózis	hipnoːziʃ
hipnózisok	hipnoːziʃok
hipó	hipoː
hipokotil	hipokotil
hipotalamusz	hipotɒlɒmus
hipotalamuszok	hipotɒlɒmusok
hipotézisek	hipoteːziʃɛk
hipotézis	hipoteːziʃ
hippokratész	hipokrɒteːs
hippokratészi	hipokrɒteːsi
hirdetéseket	hirdɛteːʃɛkɛt
hirdetések	hirdɛteːʃɛk
hirdetés	hirdɛteːʃ
hirdetési	hirdɛteːʃi
hirdetést	hirdɛteːʃt
hirdet	hirdɛt
hirdetmények	hirdɛtmeːɲɛk
hirdetmény	hirdɛtmeːɲ
híred	hiːrɛd
híre	hiːrɛ
hírei	hiːrɛʲi
híreket	hiːrɛkɛt
hírek	hiːrɛk
híresebb	hiːrɛʃɛbː
híres	hiːrɛʃ
hírességek	hiːrɛʃːeːɡɛk
híresség	hiːrɛʃːeːɡ
hírhedt	hiːrɦɛtː
hír	hiːr
hírlap	hiːrlɒp
hírlapok	hiːrlɒpok
hírlevelek	hiːrlɛvɛlɛk
hírlevél	hiːrlɛveːl
hírlevelünket	hiːrlɛvɛlyŋkɛt
hírlevelünk	hiːrlɛvɛlyŋk
hírlevelünkre	hiːrlɛvɛlyŋkrɛ
hírnevek	hiːrnɛvɛk
hírnév	hiːrneːv
hírnök	hiːrnøk
hírnökök	hiːrnøkøk
hirosima	hiroʃimɒ
hírszerzés	hiːrsɛrzeːʃ
hirtelenebb	hirtɛlɛnɛbː
hirtelen	hirtɛlɛn
hírtelevízió	hiːrtɛlɛviːziʲoː
hírtelevíziók	hiːrtɛlɛviːziʲoːk
hírt	hiːrt
hírügynökség	hiːryɟnøkʃeːɡ
história	hiʃtoːriʲɒ
históriák	hiʃtoːriʲaːk
hiszékeny	hiseːkɛɲ
hiszek	hisɛk
hiszel	hisɛl
hiszem	hisɛm
hiszen	hisɛn
hisz	his
hisztérikusan	histeːrikuʃɒn
hisztérikus	histeːrikuʃ
hisztérikusság	histeːrikuʃːaːɡ
hisztogram	histoɡrɒm
hitben	hidbɛn
hitei	hitɛʲi
hitek	hitɛk
hitele	hitɛlɛ
hitelek	hitɛlɛk
hitelesen	hitɛlɛʃɛn
hiteles	hitɛlɛʃ
hitelesített	hitɛlɛʃiːtɛtː
hitelesít	hitɛlɛʃiːt
hitelességéért	hitɛlɛʃːeːɡeːʲeːrt
hitelessége	hitɛlɛʃːeːɡɛ
hitelesség	hitɛlɛʃːeːɡ
hiteléül	hitɛleːʲyl
hitelező	hitɛlɛzøː
hitel	hitɛl
hitelkártya	hitɛlkaːrcɒ
hitelképes	hitɛlkeːpɛʃ
hitelképesség	hitɛlkeːpɛʃːeːɡ
hitellevél	hitɛlːɛveːl
hitelszámla	hitɛlsaːmlɒ
hitelszámlák	hitɛlsaːmlaːk
hitelt	hitɛlt
hitet	hitɛt
hit	hit
hitre	hitrɛ
hitte	hitːɛ
hittem	hitːɛm
hittérítés	hitːeːriːteːʃ
hittérítő	hitːeːriːtøː
hittérítők	hitːeːriːtøːk
hitterjesztés	hitːɛrjɛsteːʃ
hitt	hitː
hitű	hityː
hitvallás	hitvɒlːaːʃ
hitvány	hitvaːɲ
hitvesek	hitvɛʃɛk
hitves	hitvɛʃ
hitvesi	hitvɛʃi
hiú	hiʲuː
hiúság	hiʲuːʃaːɡ
hiúságok	hiʲuːʃaːɡok
hiúz	hiʲuːz
hiúzok	hiʲuːzok
hívás	hiːvaːʃ
hívások	hiːvaːʃok
hivatala	hivɒtɒlɒ
hivatal	hivɒtɒl
hivatali	hivɒtɒli
hivatalnok	hivɒtɒlnok
hivatalnokok	hivɒtɒlnokok
hivatalok	hivɒtɒlok
hivatalosabb	hivɒtɒloʃɒbː
hivatalosan	hivɒtɒloʃɒn
hivatalos	hivɒtɒloʃ
hivatás	hivɒtaːʃ
hivatások	hivɒtaːʃok
hivatásos	hivɒtaːʃoʃ
hivatkozás	hivɒtkozaːʃ
hivatkozással	hivɒtkozaːʃːɒl
hivatkozik	hivɒtkozik
híve	hiːvɛ
hívei	hiːvɛʲi
hívek	hiːvɛk
híven	hiːvɛn
hív	hiːv
hívják	hiːvjaːk
hívjuk	hiːvjuk
hívnak	hiːvnɒk
hívnia	hiːvniʲɒ
hívni	hiːvni
hívod	hiːvod
hívó	hiːvoː
hívő	hiːvøː
hívókártya	hiːvoːkaːrcɒ
hívok	hiːvok
hívók	hiːvoːk
hívők	hiːvøːk
hívom	hiːvom
hívsz	hiːfs
hívtam	hiːftɒm
hízékony	hiːzeːkoɲ
hízelgések	hiːzɛlɡeːʃɛk
hízelgés	hiːzɛlɡeːʃ
hízik	hiːzik
hizlaló	hizlɒloː
hóbaglyok	hoːbɒɡjok
hóbagoly	hoːbɒɡoj
hóba	hoːbɒ
hobbi	hobːi
hobbik	hobːik
hóbelevanc	hoːbɛlɛvɒnt͡s
hócipő	hoːt͡sipøː
hócipője	hoːt͡sipøːjɛ
hócipők	hoːt͡sipøːk
hodály	hodaːj
hód	hoːd
hódít	hoːdiːt
hódító	hoːdiːtoː
hódolat	hoːdolɒt
hódolatok	hoːdolɒtok
hódol	hoːdol
hodzsa	hod͡ʒɒ
hóemberek	hoːɛmbɛrɛk
hóember	hoːɛmbɛr
hóembernek	hoːɛmbɛrnɛk
hóembernél	hoːɛmbɛrneːl
hóemberre	hoːɛmbɛrːɛ
hóemberrel	hoːɛmbɛrːɛl
hóembert	hoːɛmbɛrt
hóesés	hoːɛʃeːʃ
hófajd	hoːfɒjd
hófajdok	hoːfɒjdok
hófehér	hoːfɛɦeːr
hófehérke	hoːfɛɦeːrkɛ
hóförgeteg	hoːførɡɛtɛɡ
hófúvás	hoːfuːvaːʃ
hógolyó	hoːɡojoː
hógolyók	hoːɡojoːk
hógömb	hoːɡømb
hógömbök	hoːɡømbøk
hőguta	høːɡutɒ
hogyan	hoɟɒn
hogyha	hochɒ
hogy	hoɟ
hogyhogy	hochoɟ
hogyne	hoɟnɛ
hogyne	hoːɟnɛ
hóhér	hoːɦeːr
hóhérok	hoːɦeːrok
hó	hoː
hő	høː
hokedli	hokɛdli
hokedlik	hokɛdlik
hők	høːk
hoki	hoki
hókócsag	hoːkoːt͡ʃɒɡ
hólapát	hoːlɒpaːt
hólapátok	hoːlɒpaːtok
holdak	holdɒk
holdascsont	holdɒʃt͡ʃont
holdascsontok	holdɒʃt͡ʃontok
holdas	holdɒʃ
holdfázis	holtfaːziʃ
holdfény	holtfeːɲ
hold	hold
holdjáró	holdjaːroː
holdkóros	holtkoːroʃ
holdnaptár	holdnɒptaːr
holdsugár	holtʃuɡaːr
holdtérkép	holteːrkeːp
holdtölte	holtøltɛ
holdvilág	holdvilaːɡ
hölgyek	hølɟɛk
hölgyemények	hølɟɛmeːɲɛk
hölgyemény	hølɟɛmeːɲ
hölgyet	hølɟɛt
hölgy	hølɟ
hol	hol
holland	holːɒnd
hollandia	holːɒndiʲɒ
hollandiai	holːɒndiʲɒʲi
hollandok	holːɒndok
hollófekete	holːoːfɛkɛtɛ
holló	holːoː
hollók	holːoːk
holmi	holmi
holmik	holmik
holnap	holnɒp
holnapi	holnɒpi
holnapra	holnɒprɒ
holnapután	holnɒputaːn
holott	holotː
holt	holt
holtpont	holtpont
holtrészeg	holtreːsɛɡ
holttestek	holtɛʃtɛk
holttest	holtɛʃt
holtverseny	holtvɛrʃɛɲ
homály	homaːj
homályosabb	homaːjoʃɒbː
homályos	homaːjoʃ
homár	homaːr
hombár	hombaːr
hombárok	hombaːrok
homeopátia	homɛopaːtiʲɒ
homeosztázis	homɛostaːziʃ
homeosztázisok	homɛostaːziʃok
hőmérő	høːmeːrøː
hőmérők	høːmeːrøːk
hőmérsékletek	høːmeːrʃeːklɛtɛk
hőmérséklet	høːmeːrʃeːklɛt
homloka	homlokɒ
homlokaik	homlokɒʲik
homlokaink	homlokɒʲiŋk
homlokba	homloɡbɒ
homlokban	homloɡbɒn
homlokból	homloɡboːl
homlokcsont	homlokt͡ʃont
homlokcsontok	homlokt͡ʃontok
homlokért	homlokeːrt
homlok	homlok
homlokhoz	homlokhoz
homlokig	homlokiɡ
homlokká	homlokːaː
homlokkal	homlokːɒl
homlokként	homlokːeːnt
homloklebenyek	homloklɛbɛɲɛk
homloklebeny	homloklɛbɛɲ
homloknak	homloknɒk
homloknál	homloknaːl
homlokod	homlokod
homlokokat	homlokokɒt
homlokokba	homlokoɡbɒ
homlokokban	homlokoɡbɒn
homlokokból	homlokoɡboːl
homlokokért	homlokokeːrt
homlokok	homlokok
homlokokhoz	homlokokhoz
homlokokig	homlokokiɡ
homlokokká	homlokokːaː
homlokokkal	homlokokːɒl
homlokokként	homlokokːeːnt
homlokoknak	homlokoknɒk
homlokoknál	homlokoknaːl
homlokokon	homlokokon
homlokokra	homlokokrɒ
homlokokról	homlokokroːl
homlokoktól	homlokoktoːl
homlokom	homlokom
homlokon	homlokon
homlokot	homlokot
homlokotok	homlokotok
homlokra	homlokrɒ
homlokról	homlokroːl
homlokszíj	homloksiːj
homloktól	homloktoːl
homlokuk	homlokuk
homlokunk	homlokuŋk
homloküregek	homlokyrɛɡɛk
homloküreg	homlokyrɛɡ
homlokzat	homloɡzɒt
homlokzatok	homloɡzɒtok
homogén	homoɡeːn
homogenizál	homoɡɛnizaːl
homokdűne	homoɡdyːnɛ
homokdűnék	homoɡdyːneːk
homok	homok
homokja	homokjɒ
homokjaik	homokjɒʲik
homokjaink	homokjɒʲiŋk
homokjuk	homokjuk
homokkő	homokːøː
homokok	homokok
homokóra	homokoːrɒ
homokórák	homokoːraːk
homokos	homokoʃ
homokotok	homokotok
homokozó	homokozoː
homokvárak	homokvaːrɒk
homokvár	homokvaːr
homokviharaik	homokviɦɒrɒʲik
homokviharaink	homokviɦɒrɒʲiŋk
homokvihar	homokviɦɒr
homokviharotok	homokviɦɒrotok
homokzsák	homoɡʒaːk
homorúan	homoruːɒn
homorúbban	homoruːbːɒn
homorú	homoruː
homorúság	homoruːʃaːɡ
homorúságok	homoruːʃaːɡok
homorúszög	homoruːsøɡ
homoszexuális	homosɛksuaːliʃ
hömpölyög	hømpøjøɡ
homsz	homs
homszi	homsi
hónaljak	hoːnɒjːɒk
hónalj	hoːnɒjː
hónap	hoːnɒp
hónapjában	hoːnɒpjaːbɒn
hónapja	hoːnɒpjɒ
hónapok	hoːnɒpok
hónapokon	hoːnɒpokon
hónapokra	hoːnɒpokrɒ
hónapon	hoːnɒpon
hónapos	hoːnɒpoʃ
hónapot	hoːnɒpot
hónapra	hoːnɒprɒ
honda	hondɒ
honduras	hondurɒs
hondurasi	hondurɒsi
honfi	hoɱfi
honfitárs	hoɱfitaːrʃ
honfoglalás	hoɱfoɡlɒlaːʃ
hon	hon
hón	hoːn
honi	honi
honlap	honlɒp
honlapja	honlɒpjɒ
honlapján	honlɒpjaːn
honlapjára	honlɒpjaːrɒ
honlapokat	honlɒpokɒt
honlapok	honlɒpok
honlapokon	honlɒpokon
honlapon	honlɒpon
honlapot	honlɒpot
honlapunk	honlɒpuŋk
honlapunkon	honlɒpuŋkon
honnan	honːɒn
honnét	honːeːt
honn	honː
hónok	hoːnok
honorárium	honoraːriʲum
honoráriumok	honoraːriʲumok
honvágyak	hoɱvaːɟɒk
honvágy	hoɱvaːɟ
honvédelem	hoɱveːdɛlɛm
honvédelmi	hoɱveːdɛlmi
honvéd	hoɱveːd
honvédség	hoɱveːt͡ʃːeːɡ
hópárduc	hoːpaːrdut͡s
hópehely	hoːpɛhɛj
hópelyhek	hoːpɛjhɛk
hópihe	hoːpiɦɛ
hópihék	hoːpiɦeːk
hoplita	hoplitɒ
hóra	hoːrɒ
hörcsög	hørt͡ʃøɡ
hörcsögök	hørt͡ʃøɡøk
hordágyak	hordaːɟɒk
hordágy	hordaːɟ
hordágykocsi	hordaːckot͡ʃi
hordágykocsik	hordaːckot͡ʃik
horda	hordɒ
hordák	hordaːk
hordalékából	hordɒleːkaːboːl
hordaléka	hordɒleːkɒ
hordalék	hordɒleːk
hordalékok	hordɒleːkok
hordár	hordaːr
hordárok	hordaːrok
horderejű	hordɛrɛjyː
horderő	hordɛrøː
hord	hord
hordó	hordoː
hordók	hordoːk
hordozható	hordoshɒtoː
hordoz	hordoz
hordozó	hordozoː
horgany	horɡɒɲ
horgascsont	horɡɒʃt͡ʃont
horgascsontok	horɡɒʃt͡ʃontok
horgas	horɡɒʃ
horgászat	horɡaːsɒt
horgászatok	horɡaːsɒtok
horgászbot	horɡaːzbot
horgász	horɡaːs
horgászok	horɡaːsok
horgászzsinór	horɡaːzʒinoːr
hörgő	hørɡøː
horgok	horɡok
hörgők	hørɡøːk
horgony	horɡoɲ
horgonyok	horɡoɲok
hörgőt	hørɡøːt
horizont	horizont
horkolás	horkolaːʃ
horkol	horkol
hormon	hormon
hormonkészítmények	hormoŋkeːsiːtmeːɲɛk
hormonkészítmény	hormoŋkeːsiːtmeːɲ
hormonok	hormonok
horn	horn
horog	horoɡ
horogkereszt	horokːɛrɛst
horoszkóp	horoskoːp
horoszkópok	horoskoːpok
horrorfilm	horːorfilm
horrorfilmje	horːorfilmjɛ
horror	horːor
horváth	horvaːt
horvát	horvaːt
horvátok	horvaːtok
horvátország	horvaːtorsaːɡ
hőség	høːʃeːɡ
hőse	høːʃɛ
hős	høːʃ
hősies	høːʃiʲɛʃ
hősi	høːʃi
hősnő	høːʃnøː
hősnők	høːʃnøːk
hősöd	høːʃød
hősök	høːʃøk
hőssé	høːʃːeː
hosszabb	hosːɒbː
hosszabbító	hosːɒbːiːtoː
hosszadalmas	hosːɒdɒlmɒʃ
hosszak	hosːɒk
hosszan	hosːɒn
hosszasan	hosːɒʃɒn
hosszas	hosːɒʃ
hossz	hosː
hosszú	hosːuː
hosszúkás	hosːuːkaːʃ
hosszúlélegzetű	hosːuːleːlɛɡzɛtyː
hosszúlépés	hosːuːleːpeːʃ
hosszúság	hosːuːʃaːɡ
hosszúságok	hosːuːʃaːɡok
hosszútávú	hosːuːtaːvuː
hősugárzó	høːʃuɡaːrzoː
hősugárzók	høːʃuɡaːrzoːk
hőtan	høːtɒn
hotelben	hotɛlbɛn
hotelekben	hotɛlɛɡbɛn
hotelek	hotɛlɛk
hotel	hotɛl
hotelszoba	hotɛlsobɒ
hotelszobák	hotɛlsobaːk
